"Date","AA","ABBV","ADI","ADM","AIG","AXP","BAC","BK","BMY","C","CB","CBS","CCL","CMCSA","COF","COP","COV","CSCO","CVS","CVX","DD","DELL","DG","DIS","DVN","EBAY","EMR","ETN","FDX","GE","GILD","GLW","GOOG","GPS","GS","HOLX","HPQ","INTC","JCI","JNJ","JPM","MCD","MEDI","MER","MET","MMM","MS","MSFT","OXY","PEP","PFE","PG","QCOM","RTX","SBL","SCHW","SLB","SPGI","STT","TDW","TEL","TEVA","TMO","TWX","VIAC","VLO","VOD","VSH","WBA","WFC","WMT","WU","ZBH"
2017-10-01,0,3.42,0,0,0,0,0,0,0,0,3,0,0,0,3.13,0,0,3.82,3,0,0,0,0,0,0,0,0,3.77,0,0,3.16,0,3.87,0,0,0,0,0,0,0,4.66,0,0,0,3.12,0,0,4.35,3.44,0,0,3.32,3.94,3.17,0,0,3.7,0,0,0,3.68,0,3.03,0,0,0,0,0,0,4.55,0,0,3.84
2017-11-01,0,3.42,0,0,0,0,0,0,0,0,3,0,0,0,3.13,0,0,3.82,3,0,0,0,0,0,0,0,0,3.77,0,0,3.16,0,3.87,0,0,0,0,0,0,0,4.66,0,0,0,3.12,0,0,4.35,3.44,0,0,3.32,3.94,3.17,0,0,3.7,0,0,0,3.68,0,3.03,0,0,0,0,0,0,4.55,0,0,3.84
2017-12-01,0,3.42,0,0,0,0,0,0,0,0,3,0,0,0,3.13,0,0,3.82,3,0,0,0,0,0,0,0,0,3.77,0,0,3.16,0,3.87,0,0,0,0,0,0,0,4.66,0,0,0,3.12,0,0,4.35,3.44,0,0,3.32,3.94,3.17,0,0,3.7,0,0,0,3.68,0,3.03,0,0,0,0,0,0,4.55,0,0,3.84
2018-01-01,0,3.29,0,0,0,0,0,0,0,0,3.04,0,0,0,2.9,0,0,4.01,0,0,0,0,0,0,0,0,0,3.84,0,0,3.6,0,3.95,0,0,0,0,0,2.85,0,4.58,0,0,0,2.93,0,0,4.4,3.17,0,0,3.11,3.59,3.07,0,0,3.58,0,0,0,3.88,0,3.42,0,0,0,0,0,0,4.09,0,0,3.5
2018-02-01,0,3.29,0,0,0,0,0,0,0,0,3.04,0,0,0,2.9,0,0,4.01,0,0,0,0,0,0,0,0,0,3.84,0,0,3.6,0,3.95,0,0,0,0,0,2.85,0,4.58,0,0,0,2.93,0,0,4.4,3.17,0,0,3.11,3.59,3.07,0,0,3.58,0,0,0,3.88,0,3.42,0,0,0,0,0,0,4.09,0,0,3.5
2018-03-01,0,3.29,0,0,0,0,0,0,0,0,3.04,0,0,0,2.9,0,0,4.01,0,0,0,0,0,0,0,0,0,3.84,0,0,3.6,0,3.95,0,0,0,0,0,2.85,0,4.58,0,0,0,2.93,0,0,4.4,3.17,0,0,3.11,3.59,3.07,0,0,3.58,0,0,0,3.88,0,3.42,0,0,0,0,0,0,4.09,0,0,3.5
2018-04-01,0,3.35,0,0,0,0,0,0,0,0,2.8,0,0,0,2.82,0,0,4.08,2.78,0,0,0,0,0,0,0,0,3.64,0,0,3.52,0,4.18,0,0,0,0,0,0,0,4.4,0,0,0,2.82,0,0,4.67,3.79,0,0,3.1,3.84,3.02,0,0,3.58,0,0,0,3.54,0,3.33,0,0,0,0,0,0,4.38,0,0,3.56
2018-05-01,0,3.35,0,0,0,0,0,0,0,0,2.8,0,0,0,2.82,0,0,4.08,2.78,0,0,0,0,0,0,0,0,3.64,0,0,3.52,0,4.18,0,0,0,0,0,0,0,4.4,0,0,0,2.82,0,0,4.67,3.79,0,0,3.1,3.84,3.02,0,0,3.58,0,0,0,3.54,0,3.33,0,0,0,0,0,0,4.38,0,0,3.56
2018-06-01,0,3.35,0,0,0,0,0,0,0,0,2.8,0,0,0,2.82,0,0,4.08,2.78,0,0,0,0,0,0,0,0,3.64,0,0,3.52,0,4.18,0,0,0,0,0,0,0,4.4,0,0,0,2.82,0,0,4.67,3.79,0,0,3.1,3.84,3.02,0,0,3.58,0,0,0,3.54,0,3.33,0,0,0,0,0,0,4.38,0,0,3.56
2018-07-01,0,3.27,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0,3.95,2.98,0,0,0,0,0,0,0,0,3.67,0,0,3.96,0,4.28,0,0,0,0,0,0,0,4.56,0,0,0,2.89,0,0,4.45,3.56,2.7,0,3.02,3.97,3.07,0,0,3.23,0,0,0,3.31,0,3.54,0,0,0,0,0,0,3.84,0,0,3.41
2018-08-01,0,3.27,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0,3.95,2.98,0,0,0,0,0,0,0,0,3.67,0,0,3.96,0,4.28,0,0,0,0,0,0,0,4.56,0,0,0,2.89,0,0,4.45,3.56,2.7,0,3.02,3.97,3.07,0,0,3.23,0,0,0,3.31,0,3.54,0,0,0,0,0,0,3.84,0,0,3.41
2018-09-01,0,3.27,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0,3.95,2.98,0,0,0,0,0,0,0,0,3.67,0,0,3.96,0,4.28,0,0,0,0,0,0,0,4.56,0,0,0,2.89,0,0,4.45,3.56,2.7,0,3.02,3.97,3.07,0,0,3.23,0,0,0,3.31,0,3.54,0,0,0,0,0,0,3.84,0,0,3.41
2018-10-01,0,3.88,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,4.29,3.03,0,0,0,0,0,0,2.92,0,3.48,0,0,3.63,0,4.52,0,0,0,0,0,0,0,4.75,0,0,0,3.09,0,0,4.71,3.24,3.05,0,0,3.82,2.85,0,0,0,0,3.33,0,3.47,0,3.16,0,0,0,0,0,0,4.1,0,0,3.28
2018-11-01,0,3.88,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,4.29,3.03,0,0,0,0,0,0,2.92,0,3.48,0,0,3.63,0,4.52,0,0,0,0,0,0,0,4.75,0,0,0,3.09,0,0,4.71,3.24,3.05,0,0,3.82,2.85,0,0,0,0,3.33,0,3.47,0,3.16,0,0,0,0,0,0,4.1,0,0,3.28
2018-12-01,0,3.88,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,4.29,3.03,0,0,0,0,0,0,2.92,0,3.48,0,0,3.63,0,4.52,0,0,0,0,0,0,0,4.75,0,0,0,3.09,0,0,4.71,3.24,3.05,0,0,3.82,2.85,0,0,0,0,3.33,0,3.47,0,3.16,0,0,0,0,0,0,4.1,0,0,3.28
2019-01-01,0,3.09,0,0,0,0,0,0,0,0,0,3.04,0,3.45,0,0,0,3.67,0,0,0,0,0,0,0,3.34,0,3.51,0,0,3.43,0,4.44,0,3.13,0,0,0,0,0,4.48,0,0,0,0,0,0,4.5,3.18,3.07,0,0,3.48,2.99,0,0,0,0,3.16,0,3.37,0,3.3,0,0,0,0,0,0,3.92,0,0,3.42
2019-02-01,0,3.09,0,0,0,0,0,0,0,0,0,3.04,0,3.45,0,0,0,3.67,0,0,0,0,0,0,0,3.34,0,3.51,0,0,3.43,0,4.44,0,3.13,0,0,0,0,0,4.48,0,0,0,0,0,0,4.5,3.18,3.07,0,0,3.48,2.99,0,0,0,0,3.16,0,3.37,0,3.3,0,0,0,0,0,0,3.92,0,0,3.42
2019-03-01,0,3.09,0,0,0,0,0,0,0,0,0,3.04,0,3.45,0,0,0,3.67,0,0,0,0,0,0,0,3.34,0,3.51,0,0,3.43,0,4.44,0,3.13,0,0,0,0,0,4.48,0,0,0,0,0,0,4.5,3.18,3.07,0,0,3.48,2.99,0,0,0,0,3.16,0,3.37,0,3.3,0,0,0,0,0,0,3.92,0,0,3.42
2019-04-01,0,2.73,0,0,0,0,0,0,0,0,0,3.08,0,3.35,0,0,0,3.59,0,0,0,0,0,0,0,3.33,0,3.51,0,0,3.45,0,3.87,0,3.26,0,0,0,0,0,4.84,0,0,0,3.33,0,2.96,5,0,0,0,0,3.61,2.86,0,0,0,0,0,0,3.86,0,3.47,0,0,0,0,0,0,3.75,0,0,3.2
2019-05-01,0,2.73,0,0,0,0,0,0,0,0,0,3.08,0,3.35,0,0,0,3.59,0,0,0,0,0,0,0,3.33,0,3.51,0,0,3.45,0,3.87,0,3.26,0,0,0,0,0,4.84,0,0,0,3.33,0,2.96,5,0,0,0,0,3.61,2.86,0,0,0,0,0,0,3.86,0,3.47,0,0,0,0,0,0,3.75,0,0,3.2
2019-06-01,0,2.73,0,0,0,0,0,0,0,0,0,3.08,0,3.35,0,0,0,3.59,0,0,0,0,0,0,0,3.33,0,3.51,0,0,3.45,0,3.87,0,3.26,0,0,0,0,0,4.84,0,0,0,3.33,0,2.96,5,0,0,0,0,3.61,2.86,0,0,0,0,0,0,3.86,0,3.47,0,0,0,0,0,0,3.75,0,0,3.2
2019-07-01,0,3.31,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,3.29,2.9,0,0,0,0,0,0,3.19,0,3.56,0,0,3.28,0,4.43,0,3.35,0,0,0,0,0,5.11,0,0,0,3.21,0,2.92,4.86,0,0,0,0,3.28,0,0,0,0,0,0,0,3.81,0,3.49,0,0,0,0,0,0,4.06,0,0,3.42
2019-08-01,0,3.31,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,3.29,2.9,0,0,0,0,0,0,3.19,0,3.56,0,0,3.28,0,4.43,0,3.35,0,0,0,0,0,5.11,0,0,0,3.21,0,2.92,4.86,0,0,0,0,3.28,0,0,0,0,0,0,0,3.81,0,3.49,0,0,0,0,0,0,4.06,0,0,3.42
2019-09-01,0,3.31,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,3.29,2.9,0,0,0,0,0,0,3.19,0,3.56,0,0,3.28,0,4.43,0,3.35,0,0,0,0,0,5.11,0,0,0,3.21,0,2.92,4.86,0,0,0,0,3.28,0,0,0,0,0,0,0,3.81,0,3.49,0,0,0,0,0,0,4.06,0,0,3.42
2019-10-01,0,3.61,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,3.55,3.43,0,0,0,0,0,0,3.39,0,3.54,2.9,0,3.31,0,4.42,0,3.46,0,0,0,0,0,4.93,0,0,0,3.24,0,3.26,5.02,0,0,0,0,0,0,0,0,0,0,3.52,0,3.52,0,2.91,0,4.52,0,0,0,0,4.04,0,0,3.34
2019-11-01,0,3.61,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,3.55,3.43,0,0,0,0,0,0,3.39,0,3.54,2.9,0,3.31,0,4.42,0,3.46,0,0,0,0,0,4.93,0,0,0,3.24,0,3.26,5.02,0,0,0,0,0,0,0,0,0,0,3.52,0,3.52,0,2.91,0,4.52,0,0,0,0,4.04,0,0,3.34
2019-12-01,0,3.61,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,3.55,3.43,0,0,0,0,0,0,3.39,0,3.54,2.9,0,3.31,0,4.42,0,3.46,0,0,0,0,0,4.93,0,0,0,3.24,0,3.26,5.02,0,0,0,0,0,0,0,0,0,0,3.52,0,3.52,0,2.91,0,4.52,0,0,0,0,4.04,0,0,3.34
