"Date","ACF","AIG","ANF","ANTM","ARGKF","AVP","AXP","BBBY","BDX","BK","BKNG","BNTGF","BOIVF","CHRW","CL","CLX","CMCSA","COP","COV","CSCO","CTSH","DELL","DIS","DISH","EBAY","FBN","FMCC","FOX","FOXA","FWONA","GLW","GOOG","HD","HEGIF","HENKY","HPQ","HRB","INFY","IPG","JNJ","KO","L","LANC","M","MBI","MDLZ","MSFT","NWSA","ORCL","PEP","PFE","PG","PHM","QRTEA","S","SLM","STT","SYK","SYY","TBBK","TYIDF","UN","UNH","USB","WMT","WWY","XOM"
2013-02-01,0,0,0,1.45,0,2.04,0,0,0,0,0,0,0,1.29,0,3.75,0,1.64,0,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,4.98,0,0,0,0,0,6.03,12.2,0,10.06,2.21,12.12,0,0,0,0,0,4.55,5.77,0,0,0,0,1.86,0,0,1.23
2013-03-01,0,0,0,1.45,0,2.04,0,0,0,0,0,0,0,1.29,0,3.75,0,1.64,0,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,4.98,0,0,0,0,0,6.03,12.2,0,10.06,2.21,12.12,0,0,0,0,0,4.55,5.77,0,0,0,0,1.86,0,0,1.23
2013-04-01,0,0,0,1.63,0,1.89,0,0,0,0,0,0,0,1.7,0,2.75,0,1.51,0,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,5.99,0,0,0,0,0,6.02,11.3,3.18,9.47,0,10.2,0,0,0,0,0,4.11,5.49,0,0,0,0,1.8,0,0,2.48
2013-05-01,0,0,0,1.63,0,1.89,0,0,0,0,0,0,0,1.7,0,2.75,0,1.51,0,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,5.99,0,0,0,0,0,6.02,11.3,3.18,9.47,0,10.2,0,0,0,0,0,4.11,5.49,0,0,0,0,1.8,0,0,2.48
2013-06-01,0,0,0,1.63,0,1.89,0,0,0,0,0,0,0,1.7,0,2.75,0,1.51,0,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,5.99,0,0,0,0,0,6.02,11.3,3.18,9.47,0,10.2,0,0,0,0,0,4.11,5.49,0,0,0,0,1.8,0,0,2.48
2013-07-01,0,0,0,1.55,0,1.72,0,0,0,0,0,0,0,1.8,0,2.52,0,1.61,0,5.34,0,1.31,0,0,0,0,0,0,10.68,0,0,0,0,0,0,0,0,0,0,3.82,7.47,0,0,0,0,0,5.41,0,3.83,10.56,0,9.33,0,0,0,0,0,4,4.91,0,0,0,0,1.7,0,0,2.89
2013-08-01,0,0,0,1.55,0,1.72,0,0,0,0,0,0,0,1.8,0,2.52,0,1.61,0,5.34,0,1.31,0,0,0,0,0,0,10.68,0,0,0,0,0,0,0,0,0,0,3.82,7.47,0,0,0,0,0,5.41,0,3.83,10.56,0,9.33,0,0,0,0,0,4,4.91,0,0,0,0,1.7,0,0,2.89
2013-09-01,0,0,0,1.55,0,1.72,0,0,0,0,0,0,0,1.8,0,2.52,0,1.61,0,5.34,0,1.31,0,0,0,0,0,0,10.68,0,0,0,0,0,0,0,0,0,0,3.82,7.47,0,0,0,0,0,5.41,0,3.83,10.56,0,9.33,0,0,0,0,0,4,4.91,0,0,0,0,1.7,0,0,2.89
2013-10-01,0,0,0,1.56,0,1.31,0,0,0,0,0,0,0,1.6,0,2.6,0,1.49,0,5.91,0,0,0,0,1.85,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,3.67,8.46,0,0,0,0,0,5.21,0,4.52,12.1,0,9.14,0,0,0,0,0,4.04,4.91,0,0,0,0,1.71,0,0,3.1
2013-11-01,0,0,0,1.56,0,1.31,0,0,0,0,0,0,0,1.6,0,2.6,0,1.49,0,5.91,0,0,0,0,1.85,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,3.67,8.46,0,0,0,0,0,5.21,0,4.52,12.1,0,9.14,0,0,0,0,0,4.04,4.91,0,0,0,0,1.71,0,0,3.1
2013-12-01,0,0,0,1.56,0,1.31,0,0,0,0,0,0,0,1.6,0,2.6,0,1.49,0,5.91,0,0,0,0,1.85,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,3.67,8.46,0,0,0,0,0,5.21,0,4.52,12.1,0,9.14,0,0,0,0,0,4.04,4.91,0,0,0,0,1.71,0,0,3.1
2014-01-01,0,0,0,1.7,0,1.51,0,0,0,0,0,0,0,1.46,0,2.32,0,1.51,0,5.98,0,0,0,0,1.89,0,0,0,7.72,0,0,0,0,0,0,0,0,0,0,3.99,8.27,0,0,0,0,0,5.26,0,4.91,13.23,0,9.66,0,0,0,0,0,4.18,4.98,0,0,0,0,1.83,0,0,3.03
2014-02-01,0,0,0,1.7,0,1.51,0,0,0,0,0,0,0,1.46,0,2.32,0,1.51,0,5.98,0,0,0,0,1.89,0,0,0,7.72,0,0,0,0,0,0,0,0,0,0,3.99,8.27,0,0,0,0,0,5.26,0,4.91,13.23,0,9.66,0,0,0,0,0,4.18,4.98,0,0,0,0,1.83,0,0,3.03
2014-03-01,0,0,0,1.7,0,1.51,0,0,0,0,0,0,0,1.46,0,2.32,0,1.51,0,5.98,0,0,0,0,1.89,0,0,0,7.72,0,0,0,0,0,0,0,0,0,0,3.99,8.27,0,0,0,0,0,5.26,0,4.91,13.23,0,9.66,0,0,0,0,0,4.18,4.98,0,0,0,0,1.83,0,0,3.03
2014-04-01,0,0,0,0,0,1.6,0,0,0,0,0,0,0,1.75,0,2.18,0,1.81,0,6.55,0,0,0,0,1.69,0,0,2.7,5.98,0,0,0,0,0,0,0,0,0,0,3.65,8.96,0,0,0,0,0,5.29,0,4.8,12.91,0,10.29,0,0,0,0,0,3.42,5.1,0,0,0,0,1.83,0,0,2.98
2014-05-01,0,0,0,0,0,1.6,0,0,0,0,0,0,0,1.75,0,2.18,0,1.81,0,6.55,0,0,0,0,1.69,0,0,2.7,5.98,0,0,0,0,0,0,0,0,0,0,3.65,8.96,0,0,0,0,0,5.29,0,4.8,12.91,0,10.29,0,0,0,0,0,3.42,5.1,0,0,0,0,1.83,0,0,2.98
2014-06-01,0,0,0,0,0,1.6,0,0,0,0,0,0,0,1.75,0,2.18,0,1.81,0,6.55,0,0,0,0,1.69,0,0,2.7,5.98,0,0,0,0,0,0,0,0,0,0,3.65,8.96,0,0,0,0,0,5.29,0,4.8,12.91,0,10.29,0,0,0,0,0,3.42,5.1,0,0,0,0,1.83,0,0,2.98
2014-07-01,0,0,0,1.61,0,0,0,0,0,0,0,0,0,1.86,0,1.85,0,1.63,0,6.76,0,0,0,0,1.97,0,0,3.98,5.6,0,0,0,0,0,0,0,0,0,0,3.7,9.27,0,0,0,0,0,5.45,0,5.13,12.3,0,12.07,0,0,0,0,0,3.16,5.44,0,0,0,0,1.87,0,0,2.84
2014-08-01,0,0,0,1.61,0,0,0,0,0,0,0,0,0,1.86,0,1.85,0,1.63,0,6.76,0,0,0,0,1.97,0,0,3.98,5.6,0,0,0,0,0,0,0,0,0,0,3.7,9.27,0,0,0,0,0,5.45,0,5.13,12.3,0,12.07,0,0,0,0,0,3.16,5.44,0,0,0,0,1.87,0,0,2.84
2014-09-01,0,0,0,1.61,0,0,0,0,0,0,0,0,0,1.86,0,1.85,0,1.63,0,6.76,0,0,0,0,1.97,0,0,3.98,5.6,0,0,0,0,0,0,0,0,0,0,3.7,9.27,0,0,0,0,0,5.45,0,5.13,12.3,0,12.07,0,0,0,0,0,3.16,5.44,0,0,0,0,1.87,0,0,2.84
2014-10-01,0,0,0,1.72,0,1.32,0,0,0,0,0,0,0,1.87,0,0,0,1.49,0,6.98,0,0,0,0,1.98,0,0,5.39,5.42,0,0,0,0,0,0,0,0,0,0,3.69,8.67,0,0,0,0,0,4.22,0,7.7,11.12,0,12.31,0,0,0,0,0,2.91,5.78,0,0,0,0,2.04,0,0,2.84
2014-11-01,0,0,0,1.72,0,1.32,0,0,0,0,0,0,0,1.87,0,0,0,1.49,0,6.98,0,0,0,0,1.98,0,0,5.39,5.42,0,0,0,0,0,0,0,0,0,0,3.69,8.67,0,0,0,0,0,4.22,0,7.7,11.12,0,12.31,0,0,0,0,0,2.91,5.78,0,0,0,0,2.04,0,0,2.84
2014-12-01,0,0,0,1.72,0,1.32,0,0,0,0,0,0,0,1.87,0,0,0,1.49,0,6.98,0,0,0,0,1.98,0,0,5.39,5.42,0,0,0,0,0,0,0,0,0,0,3.69,8.67,0,0,0,0,0,4.22,0,7.7,11.12,0,12.31,0,0,0,0,0,2.91,5.78,0,0,0,0,2.04,0,0,2.84
2015-01-01,0,0,0,1.85,0,1.38,0,0,0,0,0,0,0,2.03,0,0,0,1.49,0,6.39,0,0,0,0,2.26,0,0,5.83,5.3,0,0,0,0,0,0,0,0,0,0,3.81,8.59,0,0,0,0,0,3.95,0,8.19,11.46,0,12.25,0,0,0,0,0,2.68,6.09,0,0,0,0,1.93,0,0,2.84
2015-02-01,0,0,0,1.85,0,1.38,0,0,0,0,0,0,0,2.03,0,0,0,1.49,0,6.39,0,0,0,0,2.26,0,0,5.83,5.3,0,0,0,0,0,0,0,0,0,0,3.81,8.59,0,0,0,0,0,3.95,0,8.19,11.46,0,12.25,0,0,0,0,0,2.68,6.09,0,0,0,0,1.93,0,0,2.84
2015-03-01,0,0,0,1.85,0,1.38,0,0,0,0,0,0,0,2.03,0,0,0,1.49,0,6.39,0,0,0,0,2.26,0,0,5.83,5.3,0,0,0,0,0,0,0,0,0,0,3.81,8.59,0,0,0,0,0,3.95,0,8.19,11.46,0,12.25,0,0,0,0,0,2.68,6.09,0,0,0,0,1.93,0,0,2.84
2015-04-01,0,0,0,0,0,1.47,0,0,0,1.17,0,0,0,1.84,0,0,0,1.76,0,6.21,0,0,0,0,1.87,0,0,7.01,6.26,0,0,0,0,0,0,0,0,0,0,3.77,6.2,0,0,0,0,0,4.03,0,7.55,11.2,0,14.36,0,0,0,0,0,2.37,8.22,0,0,0,0,1.71,0,0,2.58
2015-05-01,0,0,0,0,0,1.47,0,0,0,1.17,0,0,0,1.84,0,0,0,1.76,0,6.21,0,0,0,0,1.87,0,0,7.01,6.26,0,0,0,0,0,0,0,0,0,0,3.77,6.2,0,0,0,0,0,4.03,0,7.55,11.2,0,14.36,0,0,0,0,0,2.37,8.22,0,0,0,0,1.71,0,0,2.58
2015-06-01,0,0,0,0,0,1.47,0,0,0,1.17,0,0,0,1.84,0,0,0,1.76,0,6.21,0,0,0,0,1.87,0,0,7.01,6.26,0,0,0,0,0,0,0,0,0,0,3.77,6.2,0,0,0,0,0,4.03,0,7.55,11.2,0,14.36,0,0,0,0,0,2.37,8.22,0,0,0,0,1.71,0,0,2.58
2015-07-01,0,0,0,0,0.9,1.01,0,0,0,1.28,0,0,0,2.22,0,0,0,1.76,0,6.44,0,0,0,0,0,0,0,9.07,7.17,0,0,0,0,1.12,0,0,0,0,0,4.96,6.39,0,0,0,0,0,4.7,0,6.35,11.56,0,17.35,0,0,0,0,0,0,7.17,0,0,1.39,0,1.84,0,0,2.96
2015-08-01,0,0,0,0,0.9,1.01,0,0,0,1.28,0,0,0,2.22,0,0,0,1.76,0,6.44,0,0,0,0,0,0,0,9.07,7.17,0,0,0,0,1.12,0,0,0,0,0,4.96,6.39,0,0,0,0,0,4.7,0,6.35,11.56,0,17.35,0,0,0,0,0,0,7.17,0,0,1.39,0,1.84,0,0,2.96
2015-09-01,0,0,0,0,0.9,1.01,0,0,0,1.28,0,0,0,2.22,0,0,0,1.76,0,6.44,0,0,0,0,0,0,0,9.07,7.17,0,0,0,0,1.12,0,0,0,0,0,4.96,6.39,0,0,0,0,0,4.7,0,6.35,11.56,0,17.35,0,0,0,0,0,0,7.17,0,0,1.39,0,1.84,0,0,2.96
2015-10-01,0,0,0,0,1.04,1.36,0,0,0,1.36,0,0,0,1.1,0,0,0,1.65,0,6.67,0,0,0,0,0,0,0,10.47,8.59,0,0,0,0,1.34,0,0,0,0,0,6.5,6.63,0,0,0,0,0,4.63,0,6.66,11.88,0,17.48,0,0,0,0,0.67,0,6.64,0,0,0,0,1.73,0,0,2.56
2015-11-01,0,0,0,0,1.04,1.36,0,0,0,1.36,0,0,0,1.1,0,0,0,1.65,0,6.67,0,0,0,0,0,0,0,10.47,8.59,0,0,0,0,1.34,0,0,0,0,0,6.5,6.63,0,0,0,0,0,4.63,0,6.66,11.88,0,17.48,0,0,0,0,0.67,0,6.64,0,0,0,0,1.73,0,0,2.56
2015-12-01,0,0,0,0,1.04,1.36,0,0,0,1.36,0,0,0,1.1,0,0,0,1.65,0,6.67,0,0,0,0,0,0,0,10.47,8.59,0,0,0,0,1.34,0,0,0,0,0,6.5,6.63,0,0,0,0,0,4.63,0,6.66,11.88,0,17.48,0,0,0,0,0.67,0,6.64,0,0,0,0,1.73,0,0,2.56
2016-01-01,0,0,0,0,1.25,1.09,0,0,0,1.28,0,0,0,0.55,0,0,0,1.29,0,6.82,0,0,0,0,0,0,0,10.81,9.73,0,0,0,0,1.36,0,0,0,0,0,6.63,6.79,0,0,0,0,0,4.71,0,6.65,12.01,0,16.66,0,0,0,0,0.62,0,6.6,0,0,0,0,1.73,0,0,2.67
2016-02-01,0,0,0,0,1.25,1.09,0,0,0,1.28,0,0,0,0.55,0,0,0,1.29,0,6.82,0,0,0,0,0,0,0,10.81,9.73,0,0,0,0,1.36,0,0,0,0,0,6.63,6.79,0,0,0,0,0,4.71,0,6.65,12.01,0,16.66,0,0,0,0,0.62,0,6.6,0,0,0,0,1.73,0,0,2.67
2016-03-01,0,0,0,0,1.25,1.09,0,0,0,1.28,0,0,0,0.55,0,0,0,1.29,0,6.82,0,0,0,0,0,0,0,10.81,9.73,0,0,0,0,1.36,0,0,0,0,0,6.63,6.79,0,0,0,0,0,4.71,0,6.65,12.01,0,16.66,0,0,0,0,0.62,0,6.6,0,0,0,0,1.73,0,0,2.67
2016-04-01,0,0,0,0,1.42,0.82,0,0,0,1.5,0,0,0,0,0,0,0,1.49,0,7.08,0,0,0,0,0,0,0,11.35,10.06,0,0,0,0,1.46,0,0,0,0,0,7.03,6.61,0,0,0,0,0,4.87,0,7.3,9.77,0,17.5,0,0,0,0,0.64,0,6.56,0,0,0,0,1.86,0,0,2.65
2016-05-01,0,0,0,0,1.42,0.82,0,0,0,1.5,0,0,0,0,0,0,0,1.49,0,7.08,0,0,0,0,0,0,0,11.35,10.06,0,0,0,0,1.46,0,0,0,0,0,7.03,6.61,0,0,0,0,0,4.87,0,7.3,9.77,0,17.5,0,0,0,0,0.64,0,6.56,0,0,0,0,1.86,0,0,2.65
2016-06-01,0,0,0,0,1.42,0.82,0,0,0,1.5,0,0,0,0,0,0,0,1.49,0,7.08,0,0,0,0,0,0,0,11.35,10.06,0,0,0,0,1.46,0,0,0,0,0,7.03,6.61,0,0,0,0,0,4.87,0,7.3,9.77,0,17.5,0,0,0,0,0.64,0,6.56,0,0,0,0,1.86,0,0,2.65
2016-07-01,0,0,0,0,1.13,1.14,0,0,0,1.56,0,0,0,0,0,0,0,1.63,0,7.66,0,0,0,0,0,0,0,11.3,11.66,0,0,0,0,1.6,0,0,0,0,0,6.94,6.76,0,0,0,0,0,5.45,0,7.43,8.52,0,14.78,0,0,0,0,0.91,0,6.71,0,0,0,0,2.1,0,0,2.7
2016-08-01,0,0,0,0,1.13,1.14,0,0,0,1.56,0,0,0,0,0,0,0,1.63,0,7.66,0,0,0,0,0,0,0,11.3,11.66,0,0,0,0,1.6,0,0,0,0,0,6.94,6.76,0,0,0,0,0,5.45,0,7.43,8.52,0,14.78,0,0,0,0,0.91,0,6.71,0,0,0,0,2.1,0,0,2.7
2016-09-01,0,0,0,0,1.13,1.14,0,0,0,1.56,0,0,0,0,0,0,0,1.63,0,7.66,0,0,0,0,0,0,0,11.3,11.66,0,0,0,0,1.6,0,0,0,0,0,6.94,6.76,0,0,0,0,0,5.45,0,7.43,8.52,0,14.78,0,0,0,0,0.91,0,6.71,0,0,0,0,2.1,0,0,2.7
2016-10-01,0,0,0,0,1.09,0.94,0,0,0,1.23,0,0,0,0,0,0,0,1.56,0,7.52,0,0,0,0,0,0,0,12.53,12.32,0,0,0,0,1.49,0,0,0,0,0,7.17,7.03,0,0,0,0,0,5.16,0,7.58,9.86,0,14.54,0,0,0,0,0.81,0,4.98,0,0,0.85,0,1.78,0,0,1.56
2016-11-01,0,0,0,0,1.09,0.94,0,0,0,1.23,0,0,0,0,0,0,0,1.56,0,7.52,0,0,0,0,0,0,0,12.53,12.32,0,0,0,0,1.49,0,0,0,0,0,7.17,7.03,0,0,0,0,0,5.16,0,7.58,9.86,0,14.54,0,0,0,0,0.81,0,4.98,0,0,0.85,0,1.78,0,0,1.56
2016-12-01,0,0,0,0,1.09,0.94,0,0,0,1.23,0,0,0,0,0,0,0,1.56,0,7.52,0,0,0,0,0,0,0,12.53,12.32,0,0,0,0,1.49,0,0,0,0,0,7.17,7.03,0,0,0,0,0,5.16,0,7.58,9.86,0,14.54,0,0,0,0,0.81,0,4.98,0,0,0.85,0,1.78,0,0,1.56
2017-01-01,0,0,0,0,1.09,0.84,0,0,0,1.17,0,0,0,0,0,0,0,1.58,0,7.74,0,0,0,0,0,0,0,14.9,9.36,0,0,0,0,1.54,0,0,0,0,0,7.46,7.18,0,0,0,0,0,5.22,0,7.63,10.64,0,15.2,0,0,0,0,0,0,4.67,0,0,0.7,0,1.63,0,0,1.45
2017-02-01,0,0,0,0,1.09,0.84,0,0,0,1.17,0,0,0,0,0,0,0,1.58,0,7.74,0,0,0,0,0,0,0,14.9,9.36,0,0,0,0,1.54,0,0,0,0,0,7.46,7.18,0,0,0,0,0,5.22,0,7.63,10.64,0,15.2,0,0,0,0,0,0,4.67,0,0,0.7,0,1.63,0,0,1.45
2017-03-01,0,0,0,0,1.09,0.84,0,0,0,1.17,0,0,0,0,0,0,0,1.58,0,7.74,0,0,0,0,0,0,0,14.9,9.36,0,0,0,0,1.54,0,0,0,0,0,7.46,7.18,0,0,0,0,0,5.22,0,7.63,10.64,0,15.2,0,0,0,0,0,0,4.67,0,0,0.7,0,1.63,0,0,1.45
2017-04-01,0,0,0,0,1.23,0.75,0,0,0,1.31,0,0,0,0,0,0,0,1.45,0,7.33,0.8,0,0,0,0,0,0,13.56,8.5,0,0,0,0,1.58,0,0,0,0.34,0,7.74,7.71,0,0,0,0,0,5.29,0,7.84,11.4,0,15.3,0,0,0,0,0,0,4.69,0,0,0,0,1.71,0,0,1.48
2017-05-01,0,0,0,0,1.23,0.75,0,0,0,1.31,0,0,0,0,0,0,0,1.45,0,7.33,0.8,0,0,0,0,0,0,13.56,8.5,0,0,0,0,1.58,0,0,0,0.34,0,7.74,7.71,0,0,0,0,0,5.29,0,7.84,11.4,0,15.3,0,0,0,0,0,0,4.69,0,0,0,0,1.71,0,0,1.48
2017-06-01,0,0,0,0,1.23,0.75,0,0,0,1.31,0,0,0,0,0,0,0,1.45,0,7.33,0.8,0,0,0,0,0,0,13.56,8.5,0,0,0,0,1.58,0,0,0,0.34,0,7.74,7.71,0,0,0,0,0,5.29,0,7.84,11.4,0,15.3,0,0,0,0,0,0,4.69,0,0,0,0,1.71,0,0,1.48
2017-07-01,0,0,0,0,1.28,0.46,0,0,0,1.35,0,0,0.09,0,0,0,0,1.64,0,7.84,0.87,0,0,0,0,0,0,12.5,7.88,0,0,0,0,1.98,0,0,0,0.8,0,7.58,7.63,0,0,0,0,0,5.7,0,7.23,10.97,0,15.92,0,0,0,0,0,0,5.01,0,0,0,0,1.76,0,0,1.49
2017-08-01,0,0,0,0,1.28,0.46,0,0,0,1.35,0,0,0.09,0,0,0,0,1.64,0,7.84,0.87,0,0,0,0,0,0,12.5,7.88,0,0,0,0,1.98,0,0,0,0.8,0,7.58,7.63,0,0,0,0,0,5.7,0,7.23,10.97,0,15.92,0,0,0,0,0,0,5.01,0,0,0,0,1.76,0,0,1.49
2017-09-01,0,0,0,0,1.28,0.46,0,0,0,1.35,0,0,0.09,0,0,0,0,1.64,0,7.84,0.87,0,0,0,0,0,0,12.5,7.88,0,0,0,0,1.98,0,0,0,0.8,0,7.58,7.63,0,0,0,0,0,5.7,0,7.23,10.97,0,15.92,0,0,0,0,0,0,5.01,0,0,0,0,1.76,0,0,1.49
2017-10-01,0,0,0,0,1.04,0.4,0,0,0,1.3,0,0,0.84,0,0,0,0,1.42,0,7.25,0.81,0,0,0,0,0,0,15.63,9.75,0,0,0,0,2.24,0,0,0,0.84,0,6.98,7.11,0,0,0,0,0,4.42,0,6.67,11.15,0,15.19,0,0,0,0,0,0,3.97,0,0,0,0,1.57,0,0,1.44
2017-11-01,0,0,0,0,1.04,0.4,0,0,0,1.3,0,0,0.84,0,0,0,0,1.42,0,7.25,0.81,0,0,0,0,0,0,15.63,9.75,0,0,0,0,2.24,0,0,0,0.84,0,6.98,7.11,0,0,0,0,0,4.42,0,6.67,11.15,0,15.19,0,0,0,0,0,0,3.97,0,0,0,0,1.57,0,0,1.44
2017-12-01,0,0,0,0,1.04,0.4,0,0,0,1.3,0,0,0.84,0,0,0,0,1.42,0,7.25,0.81,0,0,0,0,0,0,15.63,9.75,0,0,0,0,2.24,0,0,0,0.84,0,6.98,7.11,0,0,0,0,0,4.42,0,6.67,11.15,0,15.19,0,0,0,0,0,0,3.97,0,0,0,0,1.57,0,0,1.44
2018-01-01,0,0,0,0,1.05,0,0,0,0,1.22,0,0,1.88,0,0,0,0,1.52,0,5.48,0.97,0,0,0,0,0,0,17.67,9.38,0,0,0,0,2,0,0,0,0.98,0,6.69,7.06,0,0,0,0,0,4.42,0,6.43,10.69,0,13.83,0,0,0,0,0,0,4.16,0,0,0,0,1.38,0,0,1.36
2018-02-01,0,0,0,0,1.05,0,0,0,0,1.22,0,0,1.88,0,0,0,0,1.52,0,5.48,0.97,0,0,0,0,0,0,17.67,9.38,0,0,0,0,2,0,0,0,0.98,0,6.69,7.06,0,0,0,0,0,4.42,0,6.43,10.69,0,13.83,0,0,0,0,0,0,4.16,0,0,0,0,1.38,0,0,1.36
2018-03-01,0,0,0,0,1.05,0,0,0,0,1.22,0,0,1.88,0,0,0,0,1.52,0,5.48,0.97,0,0,0,0,0,0,17.67,9.38,0,0,0,0,2,0,0,0,0.98,0,6.69,7.06,0,0,0,0,0,4.42,0,6.43,10.69,0,13.83,0,0,0,0,0,0,4.16,0,0,0,0,1.38,0,0,1.36
2018-04-01,0,0,0,0,1.06,0,0,0,0,1.49,0,0,3.63,0,0,0,0,1.92,0,3.11,1.11,0,0,0,0,0,0,19.27,0,0,0,0,0,2.39,0,0,0,1.24,0,7.38,7.27,0,0,0,0,0,4.61,0,7.21,12.4,0,15.84,0,0,0,0,0,0,3.28,0,0,0,0,1.59,0,0,1.58
2018-05-01,0,0,0,0,1.06,0,0,0,0,1.49,0,0,3.63,0,0,0,0,1.92,0,3.11,1.11,0,0,0,0,0,0,19.27,0,0,0,0,0,2.39,0,0,0,1.24,0,7.38,7.27,0,0,0,0,0,4.61,0,7.21,12.4,0,15.84,0,0,0,0,0,0,3.28,0,0,0,0,1.59,0,0,1.58
2018-06-01,0,0,0,0,1.06,0,0,0,0,1.49,0,0,3.63,0,0,0,0,1.92,0,3.11,1.11,0,0,0,0,0,0,19.27,0,0,0,0,0,2.39,0,0,0,1.24,0,7.38,7.27,0,0,0,0,0,4.61,0,7.21,12.4,0,15.84,0,0,0,0,0,0,3.28,0,0,0,0,1.59,0,0,1.58
2018-07-01,0,0,0,0,1.3,0,0,0,0,1.36,0,0,3.4,0,0,0,0,2.06,0,3.19,1.04,0,0,0,0,0,0,17.26,0,0,0,0,0,2.21,0,0,0,1.25,0,7.64,7.38,0,0,0,0,0,5.15,0,7.81,12.27,0,16.28,0,0,0,0,0,0,3,0,0,0,0,1.62,0,0,1.57
2018-08-01,0,0,0,0,1.3,0,0,0,0,1.36,0,0,3.4,0,0,0,0,2.06,0,3.19,1.04,0,0,0,0,0,0,17.26,0,0,0,0,0,2.21,0,0,0,1.25,0,7.64,7.38,0,0,0,0,0,5.15,0,7.81,12.27,0,16.28,0,0,0,0,0,0,3,0,0,0,0,1.62,0,0,1.57
2018-09-01,0,0,0,0,1.3,0,0,0,0,1.36,0,0,3.4,0,0,0,0,2.06,0,3.19,1.04,0,0,0,0,0,0,17.26,0,0,0,0,0,2.21,0,0,0,1.25,0,7.64,7.38,0,0,0,0,0,5.15,0,7.81,12.27,0,16.28,0,0,0,0,0,0,3,0,0,0,0,1.62,0,0,1.57
2018-10-01,0,0,0,0,1.18,0,0,0,0,1.36,0,0,4.3,0,0,0,0,1.81,0,2.9,0,0,0,0,0,0,0,18.32,0,0,0,0,0,1.9,0,0,0,1.27,0,7.19,7.18,0,0,0,0,0,4.53,0,7.45,12.8,0,13.93,0,0,0,0,1.63,0,2.79,0,0,0,0,1.53,0,0,1.37
2018-11-01,0,0,0,0,1.18,0,0,0,0,1.36,0,0,4.3,0,0,0,0,1.81,0,2.9,0,0,0,0,0,0,0,18.32,0,0,0,0,0,1.9,0,0,0,1.27,0,7.19,7.18,0,0,0,0,0,4.53,0,7.45,12.8,0,13.93,0,0,0,0,1.63,0,2.79,0,0,0,0,1.53,0,0,1.37
2018-12-01,0,0,0,0,1.18,0,0,0,0,1.36,0,0,4.3,0,0,0,0,1.81,0,2.9,0,0,0,0,0,0,0,18.32,0,0,0,0,0,1.9,0,0,0,1.27,0,7.19,7.18,0,0,0,0,0,4.53,0,7.45,12.8,0,13.93,0,0,0,0,1.63,0,2.79,0,0,0,0,1.53,0,0,1.37
2019-01-01,0,0,0,0,0,0,0,0,0,0,4.21,2.43,6.73,0,0,0,0,1.89,0,2.45,0,0,6.72,0,0,0,0,4.28,0,0,0,2.4,0,2.24,0,0,0,0,0,7.62,6.95,0,0,0,0,0,4.32,0,5.31,13.06,0,12.77,0,0,0,0,2.15,0,2.91,0,0,0,0,1.58,0,0,1.59
2019-02-01,0,0,0,0,0,0,0,0,0,0,4.21,2.43,6.73,0,0,0,0,1.89,0,2.45,0,0,6.72,0,0,0,0,4.28,0,0,0,2.4,0,2.24,0,0,0,0,0,7.62,6.95,0,0,0,0,0,4.32,0,5.31,13.06,0,12.77,0,0,0,0,2.15,0,2.91,0,0,0,0,1.58,0,0,1.59
2019-03-01,0,0,0,0,0,0,0,0,0,0,4.21,2.43,6.73,0,0,0,0,1.89,0,2.45,0,0,6.72,0,0,0,0,4.28,0,0,0,2.4,0,2.24,0,0,0,0,0,7.62,6.95,0,0,0,0,0,4.32,0,5.31,13.06,0,12.77,0,0,0,0,2.15,0,2.91,0,0,0,0,1.58,0,0,1.59
2019-04-01,0,0,0,0,0,0,0,0,0,0,4.56,2.39,6.97,0,0,0,0,1.74,0,2.51,1.98,0,7.98,0,0,0,0,4.39,0,0,0,2.23,0,1.9,0,0,0,0,0,7.66,7.61,0,0,3.3,0,0,4.65,0,5.01,10.96,0,11.09,0,0,0,0,1.85,0,3.11,0,0,0,0,0,0,0,0
2019-05-01,0,0,0,0,0,0,0,0,0,0,4.56,2.39,6.97,0,0,0,0,1.74,0,2.51,1.98,0,7.98,0,0,0,0,4.39,0,0,0,2.23,0,1.9,0,0,0,0,0,7.66,7.61,0,0,3.3,0,0,4.65,0,5.01,10.96,0,11.09,0,0,0,0,1.85,0,3.11,0,0,0,0,0,0,0,0
2019-06-01,0,0,0,0,0,0,0,0,0,0,4.56,2.39,6.97,0,0,0,0,1.74,0,2.51,1.98,0,7.98,0,0,0,0,4.39,0,0,0,2.23,0,1.9,0,0,0,0,0,7.66,7.61,0,0,3.3,0,0,4.65,0,5.01,10.96,0,11.09,0,0,0,0,1.85,0,3.11,0,0,0,0,0,0,0,0
