"Date","AAPL","ADBE","ALRM","AMT","AMTD","ANSS","BAC","BAM","BDX","BRK","CFX","CSGP","CSX","DG","DHIL","DHR","DISCA","DLTR","EQIX","ESGR","FDS","FOCS","FTV","GSHD","HIG","JEF","KKR","KMX","LAMR","LKQ","LPLA","LYV","MA","MCO","MKL","MNRO","MSCI","NDN","NLY","NS","OLLI","ORLY","PENN","PRMW","ROP","ROST","SBAC","SHLDQ","TECH","TJX","TRH","TROW","UI","V","VRSK","WMS"
2016-12-01,0,0,0,13.14,2.4,0,0,0,0,0,3.13,0,0,2.06,0,2.39,0,5.99,0,5.31,0,0,0,0,0,0,0,6.16,0,2.02,0,0,9.01,8.15,8.62,1.62,0,0,0,0,0,4.26,0,0,5.3,0,4.72,0,0,0,0,0,2.87,5.24,3.89,0
2017-01-01,0,0,0,13.54,1.92,0,0,0,0,0,3.07,0,0,1.74,0,2.35,0,5.47,0,4.6,0,0,0,0,0,0,0,5.08,0,1.73,0,0,9.97,10.58,8.34,1.38,0,0,0,0,0,3.7,0,0,5.36,0,4.93,0,0,0,0,0,2.24,7.22,3.49,0
2017-02-01,0,0,0,13.54,1.92,0,0,0,0,0,3.07,0,0,1.74,0,2.35,0,5.47,0,4.6,0,0,0,0,0,0,0,5.08,0,1.73,0,0,9.97,10.58,8.34,1.38,0,0,0,0,0,3.7,0,0,5.36,0,4.93,0,0,0,0,0,2.24,7.22,3.49,0
2017-03-01,0,0,0,13.54,1.92,0,0,0,0,0,3.07,0,0,1.74,0,2.35,0,5.47,0,4.6,0,0,0,0,0,0,0,5.08,0,1.73,0,0,9.97,10.58,8.34,1.38,0,0,0,0,0,3.7,0,0,5.36,0,4.93,0,0,0,0,0,2.24,7.22,3.49,0
2017-04-01,0,0,0,14.8,2.1,0,0,0,0,0,0,0,0,0,0.48,2.29,0,5.56,0,4.75,0,0,0,0,0,0,0,5.35,0,1.92,0,0,10.66,11.39,8.27,1.11,0,0,0,0,0,4.29,0,0.35,5.96,0,5.46,0,0,0,0,0,2.29,7.53,3.61,0
2017-05-01,0,0,0,14.8,2.1,0,0,0,0,0,0,0,0,0,0.48,2.29,0,5.56,0,4.75,0,0,0,0,0,0,0,5.35,0,1.92,0,0,10.66,11.39,8.27,1.11,0,0,0,0,0,4.29,0,0.35,5.96,0,5.46,0,0,0,0,0,2.29,7.53,3.61,0
2017-06-01,0,0,0,14.8,2.1,0,0,0,0,0,0,0,0,0,0.48,2.29,0,5.56,0,4.75,0,0,0,0,0,0,0,5.35,0,1.92,0,0,10.66,11.39,8.27,1.11,0,0,0,0,0,4.29,0,0.35,5.96,0,5.46,0,0,0,0,0,2.29,7.53,3.61,0
2017-07-01,0,0,0,13.64,2.13,0,0,0,0,0,0,0,0,0,0.45,2.09,0,6.17,0,4.72,0,0,0,0,0,0,0,5.74,0,1.67,0,0,11.05,11.63,8.06,1.32,0,0,0,0,0,5.99,0,0.3,5.56,0,5.22,0,0,0,0,0,2.21,7.56,3.16,0
2017-08-01,0,0,0,13.64,2.13,0,0,0,0,0,0,0,0,0,0.45,2.09,0,6.17,0,4.72,0,0,0,0,0,0,0,5.74,0,1.67,0,0,11.05,11.63,8.06,1.32,0,0,0,0,0,5.99,0,0.3,5.56,0,5.22,0,0,0,0,0,2.21,7.56,3.16,0
2017-09-01,0,0,0,13.64,2.13,0,0,0,0,0,0,0,0,0,0.45,2.09,0,6.17,0,4.72,0,0,0,0,0,0,0,5.74,0,1.67,0,0,11.05,11.63,8.06,1.32,0,0,0,0,0,5.99,0,0.3,5.56,0,5.22,0,0,0,0,0,2.21,7.56,3.16,0
2017-10-01,0,0,0.25,13.48,2.11,0,0,0,0,0,0,0,0,0,0.42,2.14,0,7.23,0,4.04,0,0,0,0,0,0,0,4.6,0,1.78,0,0,11.22,11.68,8.15,0,0,0,0,0,0,6.34,0,0.33,5.61,0,5.6,0,0,0,0,0,2.65,7.76,3.45,0
2017-11-01,0,0,0.25,13.48,2.11,0,0,0,0,0,0,0,0,0,0.42,2.14,0,7.23,0,4.04,0,0,0,0,0,0,0,4.6,0,1.78,0,0,11.22,11.68,8.15,0,0,0,0,0,0,6.34,0,0.33,5.61,0,5.6,0,0,0,0,0,2.65,7.76,3.45,0
2017-12-01,0,0,0.25,13.48,2.11,0,0,0,0,0,0,0,0,0,0.42,2.14,0,7.23,0,4.04,0,0,0,0,0,0,0,4.6,0,1.78,0,0,11.22,11.68,8.15,0,0,0,0,0,0,6.34,0,0.33,5.61,0,5.6,0,0,0,0,0,2.65,7.76,3.45,0
2018-01-01,0,0,0,13.46,2.32,0,0,0,0,0,0,0,0,0,0.39,2.13,0,6.02,0,3.88,0,0,0,0,0,0,1.28,4.2,0,1.57,0,0,12.24,12.03,7.88,0,0,0,0,0,0,6.15,0,0.29,5.73,0,5.53,0,0,0,0,0,2.42,7.67,3.51,0
2018-02-01,0,0,0,13.46,2.32,0,0,0,0,0,0,0,0,0,0.39,2.13,0,6.02,0,3.88,0,0,0,0,0,0,1.28,4.2,0,1.57,0,0,12.24,12.03,7.88,0,0,0,0,0,0,6.15,0,0.29,5.73,0,5.53,0,0,0,0,0,2.42,7.67,3.51,0
2018-03-01,0,0,0,13.46,2.32,0,0,0,0,0,0,0,0,0,0.39,2.13,0,6.02,0,3.88,0,0,0,0,0,0,1.28,4.2,0,1.57,0,0,12.24,12.03,7.88,0,0,0,0,0,0,6.15,0,0.29,5.73,0,5.53,0,0,0,0,0,2.42,7.67,3.51,0
2018-04-01,0,0,0.31,12.88,2.05,0,0,0,0,0,0,0,0,0,0.16,2.06,0,5.4,0,3.45,0,0,0,0,0,0,3.14,4.84,0,0,0,0,13.23,12.24,7.03,0,0,0,0,0,0,6.53,0,0.63,5.44,0,5.14,0,0,0,0,0,2.87,8.18,3.46,0
2018-05-01,0,0,0.31,12.88,2.05,0,0,0,0,0,0,0,0,0,0.16,2.06,0,5.4,0,3.45,0,0,0,0,0,0,3.14,4.84,0,0,0,0,13.23,12.24,7.03,0,0,0,0,0,0,6.53,0,0.63,5.44,0,5.14,0,0,0,0,0,2.87,8.18,3.46,0
2018-06-01,0,0,0.31,12.88,2.05,0,0,0,0,0,0,0,0,0,0.16,2.06,0,5.4,0,3.45,0,0,0,0,0,0,3.14,4.84,0,0,0,0,13.23,12.24,7.03,0,0,0,0,0,0,6.53,0,0.63,5.44,0,5.14,0,0,0,0,0,2.87,8.18,3.46,0
2018-07-01,0,0,0.4,11.99,1.83,0,0,0,0,0,0,0,0,0,0,2.1,0,4.84,0,2.85,0,1.52,0,0,0,0,3.18,4.58,0,0,0,0,13.85,11.09,7.12,0,0,0,0,0,0,7.65,0,0.6,5.39,0,4.62,0,0,0,0,0,3.09,8.56,3.58,0
2018-08-01,0,0,0.4,11.99,1.83,0,0,0,0,0,0,0,0,0,0,2.1,0,4.84,0,2.85,0,1.52,0,0,0,0,3.18,4.58,0,0,0,0,13.85,11.09,7.12,0,0,0,0,0,0,7.65,0,0.6,5.39,0,4.62,0,0,0,0,0,3.09,8.56,3.58,0
2018-09-01,0,0,0.4,11.99,1.83,0,0,0,0,0,0,0,0,0,0,2.1,0,4.84,0,2.85,0,1.52,0,0,0,0,3.18,4.58,0,0,0,0,13.85,11.09,7.12,0,0,0,0,0,0,7.65,0,0.6,5.39,0,4.62,0,0,0,0,0,3.09,8.56,3.58,0
2018-10-01,0,0,0.39,14.15,2.08,0,0,0,0,0,0,0,0,0,0,2.16,0,5.81,0,1.9,0,0.99,0,0,0,0,3.14,4.59,0,0,0,0,12.72,10.07,6.74,0,0,0,0,0,0,8.22,0,0.5,5.29,0,5.05,0,0,0,0,0,3.37,8.16,3.51,0
2018-11-01,0,0,0.39,14.15,2.08,0,0,0,0,0,0,0,0,0,0,2.16,0,5.81,0,1.9,0,0.99,0,0,0,0,3.14,4.59,0,0,0,0,12.72,10.07,6.74,0,0,0,0,0,0,8.22,0,0.5,5.29,0,5.05,0,0,0,0,0,3.37,8.16,3.51,0
2018-12-01,0,0,0.39,14.15,2.08,0,0,0,0,0,0,0,0,0,0,2.16,0,5.81,0,1.9,0,0.99,0,0,0,0,3.14,4.59,0,0,0,0,12.72,10.07,6.74,0,0,0,0,0,0,8.22,0,0.5,5.29,0,5.05,0,0,0,0,0,3.37,8.16,3.51,0
2019-01-01,0,0,0.41,14.95,1.77,0,0,0,0,0,0,0,0,0,0,2.31,0,5.64,0,0.84,0,1.12,0,0,0,0,3.16,4.48,0,0,0,0,13.24,10.86,5.39,0,0,0,0,0,0,7.73,0,0.47,5.66,0,5.19,0,0,0,0,0,4.23,8.06,3.57,0
2019-02-01,0,0,0.41,14.95,1.77,0,0,0,0,0,0,0,0,0,0,2.31,0,5.64,0,0.84,0,1.12,0,0,0,0,3.16,4.48,0,0,0,0,13.24,10.86,5.39,0,0,0,0,0,0,7.73,0,0.47,5.66,0,5.19,0,0,0,0,0,4.23,8.06,3.57,0
2019-03-01,0,0,0.41,14.95,1.77,0,0,0,0,0,0,0,0,0,0,2.31,0,5.64,0,0.84,0,1.12,0,0,0,0,3.16,4.48,0,0,0,0,13.24,10.86,5.39,0,0,0,0,0,0,7.73,0,0.47,5.66,0,5.19,0,0,0,0,0,4.23,8.06,3.57,0
2019-04-01,0,0,0.33,14.9,1.7,0,0,0,0,0.76,0,0,0,0,0,2.4,0,5.54,0,0.24,0,0,0,0,0,0,3.27,5.35,0,0,0,0,14.29,11.25,5.67,0,0,0,0,0,0,7.07,0,0.38,5.82,0,5.62,0,0,0,0,0,2.82,8.6,3.78,0
2019-05-01,0,0,0.33,14.9,1.7,0,0,0,0,0.76,0,0,0,0,0,2.4,0,5.54,0,0.24,0,0,0,0,0,0,3.27,5.35,0,0,0,0,14.29,11.25,5.67,0,0,0,0,0,0,7.07,0,0.38,5.82,0,5.62,0,0,0,0,0,2.82,8.6,3.78,0
2019-06-01,0,0,0.33,14.9,1.7,0,0,0,0,0.76,0,0,0,0,0,2.4,0,5.54,0,0.24,0,0,0,0,0,0,3.27,5.35,0,0,0,0,14.29,11.25,5.67,0,0,0,0,0,0,7.07,0,0.38,5.82,0,5.62,0,0,0,0,0,2.82,8.6,3.78,0
2019-07-01,0,0,0.63,15.67,0,0,0,2.79,0,0.72,0,0,0,0,0,2.36,0,5.72,0,0,0,0,0,0.05,0,0,3.38,5.45,0,0,0,0,14.26,11.47,5.98,0,0,0,0,0,0.06,7.41,0,0.37,5.51,0,5.86,0,0,0,0,0,0,8.29,3.97,0
2019-08-01,0,0,0.63,15.67,0,0,0,2.79,0,0.72,0,0,0,0,0,2.36,0,5.72,0,0,0,0,0,0.05,0,0,3.38,5.45,0,0,0,0,14.26,11.47,5.98,0,0,0,0,0,0.06,7.41,0,0.37,5.51,0,5.86,0,0,0,0,0,0,8.29,3.97,0
2019-09-01,0,0,0.63,15.67,0,0,0,2.79,0,0.72,0,0,0,0,0,2.36,0,5.72,0,0,0,0,0,0.05,0,0,3.38,5.45,0,0,0,0,14.26,11.47,5.98,0,0,0,0,0,0.06,7.41,0,0.37,5.51,0,5.86,0,0,0,0,0,0,8.29,3.97,0
2019-10-01,0,0,0.63,15.14,0,0.39,0,3.31,0,0.72,0,1.37,0,0,0,2.33,0,4.39,0,0,0,0,0,0,0,0,3.41,5.42,0,0,0,0,14.59,12.37,5.38,0,0,0,0,0,0,7.58,0,0.33,5.09,0,5.45,0,0,0,0,0,0,8.42,3.48,0
2019-11-01,0,0,0.63,15.14,0,0.39,0,3.31,0,0.72,0,1.37,0,0,0,2.33,0,4.39,0,0,0,0,0,0,0,0,3.41,5.42,0,0,0,0,14.59,12.37,5.38,0,0,0,0,0,0,7.58,0,0.33,5.09,0,5.45,0,0,0,0,0,0,8.42,3.48,0
2019-12-01,0,0,0.63,15.14,0,0.39,0,3.31,0,0.72,0,1.37,0,0,0,2.33,0,4.39,0,0,0,0,0,0,0,0,3.41,5.42,0,0,0,0,14.59,12.37,5.38,0,0,0,0,0,0,7.58,0,0.33,5.09,0,5.45,0,0,0,0,0,0,8.42,3.48,0
2020-01-01,0,3.52,0.67,14.9,0,1.06,0,3.09,0,0,0,2.5,0,0,0,2.23,0,3.25,0,0,0,0,0,0,0,0,3.23,4.28,0,0,0,2.42,13.58,11.58,4.48,0,0,0,0,0,0.23,5.39,0,0,5.17,0,6.46,0,0,0,0,0,0,8.21,3.32,0
2020-02-01,0,3.52,0.67,14.9,0,1.06,0,3.09,0,0,0,2.5,0,0,0,2.23,0,3.25,0,0,0,0,0,0,0,0,3.23,4.28,0,0,0,2.42,13.58,11.58,4.48,0,0,0,0,0,0.23,5.39,0,0,5.17,0,6.46,0,0,0,0,0,0,8.21,3.32,0
2020-03-01,0,3.52,0.67,14.9,0,1.06,0,3.09,0,0,0,2.5,0,0,0,2.23,0,3.25,0,0,0,0,0,0,0,0,3.23,4.28,0,0,0,2.42,13.58,11.58,4.48,0,0,0,0,0,0.23,5.39,0,0,5.17,0,6.46,0,0,0,0,0,0,8.21,3.32,0
