"Date","AAPL","ABM","ABT","ADBE","ADSK","AIG","AIN","AIZ","AJG","ALEX","AMD","AMTD","APA","AT","ATR","AVA","AVP","BAX","BBY","BDK","BEC","BEN","BG","BKC","BOH","BOKF","BR","BUD","C","CACI","CBT","CCL","CFG","CLH","CMP","COST","COV","CRI","CRL","CSCO","CSL","CTAS","CTXS","CVA","CVBF","CVS","CVX","CW","DBD","DENN","DEO","DKS","DYN","EA","EAT","EBAY","EFX","ENS","EOG","FELE","FEYE","FII","FLIR","FLO","FLS","FST","FTNT","GFI","GIL","GPK","GWR","GWW","HAE","HBI","HE","HEES","HOLX","HUM","HURN","ICLR","IFF","INTC","IPXL","IRDM","JPM","KBR","KMB","KMI","KSS","KW","LAZ","LECO","LII","LIZ","LKQ","LOGM","LVS","MASI","MAT","MATX","MDLZ","MDU","MLNX","MON","MSA","MSFT","MU","MVL","NEM","NKTR","NLC","NLY","NOK","NOMD","NSC","NTR","NUAN","NVDA","NWL","OI","ORI","OXY","PENN","PFE","PHG","PII","PLCE","POWI","PTV","QCOM","RAMP","RBA","RBC","RF","RIG","RYN","SCHN","SCS","SEE","SEIC","SERV","SHW","SKX","SMG","STE","STT","SUM","SWK","SYF","SYNA","SYY","TAP","TERP","THS","TOT","TRMB","TRV","UMPQ","UNP","USB","UVV","VICI","VRNT","VRSN","VZ","WDC","WFC","WLTW","WM","WWW","XYL","YUM","ZBRA"
2009-06-01,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,2.18,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,2.16,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,2.6,0,2.16,2.17,0,0,0,0,0,0,0,0,0,2.89,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,3.54,2.42,0,0,0,2.51
2009-07-01,0,0,0,2.5,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,2.4,0,2.67,0,0,0,0,2.18,0,0,0,0,0,0,0,0,2.16,0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,2.29,2.4,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,0,0,0,0,0,0,0,2.48,0,0,0,0,2.69,0,2.18,0,0,0,0,0,0,0,0,2.64,2.33,0,0,0,2.4
2009-08-01,0,0,0,2.5,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,2.4,0,2.67,0,0,0,0,2.18,0,0,0,0,0,0,0,0,2.16,0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,2.29,2.4,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,0,0,0,0,0,0,0,2.48,0,0,0,0,2.69,0,2.18,0,0,0,0,0,0,0,0,2.64,2.33,0,0,0,2.4
2009-09-01,0,0,0,2.5,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,2.4,0,2.67,0,0,0,0,2.18,0,0,0,0,0,0,0,0,2.16,0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,2.29,2.4,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,0,0,0,0,0,0,0,2.48,0,0,0,0,2.69,0,2.18,0,0,0,0,0,0,0,0,2.64,2.33,0,0,0,2.4
2009-10-01,0,0,0,2.27,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,0,0,0,2.34,0,0,0,2.7,0,0,0,2.5,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0,2.7,2.48,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,2.55,0,0,0,0,0,0,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,2.31,0,0,0,0,0,0,0,0,0,2.39,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,2.57,2.97,0,0,0,2.73
2009-11-01,0,0,0,2.27,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,0,0,0,2.34,0,0,0,2.7,0,0,0,2.5,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0,2.7,2.48,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,2.55,0,0,0,0,0,0,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,2.31,0,0,0,0,0,0,0,0,0,2.39,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,2.57,2.97,0,0,0,2.73
2009-12-01,0,0,0,2.27,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,0,0,0,2.34,0,0,0,2.7,0,0,0,2.5,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0,2.7,2.48,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,2.55,0,0,0,0,0,0,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,2.31,0,0,0,0,0,0,0,0,0,2.39,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,2.57,2.97,0,0,0,2.73
2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,2.57,0,0,0,0,2.88,0,0,0,2.41,0,2.31,0,2.59,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,2.42,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,2.18,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,2.24,0,0,0,0,0,0,0,0,2.36,2.63,0,0,0,2.52
2010-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,2.57,0,0,0,0,2.88,0,0,0,2.41,0,2.31,0,2.59,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,2.42,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,2.18,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,2.24,0,0,0,0,0,0,0,0,2.36,2.63,0,0,0,2.52
2010-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,2.57,0,0,0,0,2.88,0,0,0,2.41,0,2.31,0,2.59,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,2.42,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,2.18,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,2.24,0,0,0,0,0,0,0,0,2.36,2.63,0,0,0,2.52
2010-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0,0,2.67,0,0,0,2.5,0,2.73,0,2.52,0,0,3.22,0,2.25,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,2.51,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,2.53,0,0,0,0,0,0,0,0,3.02,2.64,0,0,0,2.58
2010-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0,0,2.67,0,0,0,2.5,0,2.73,0,2.52,0,0,3.22,0,2.25,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,2.51,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,2.53,0,0,0,0,0,0,0,0,3.02,2.64,0,0,0,2.58
2010-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0,0,2.67,0,0,0,2.5,0,2.73,0,2.52,0,0,3.22,0,2.25,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,2.51,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0,2.53,0,0,0,0,0,0,0,0,3.02,2.64,0,0,0,2.58
2010-07-01,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,0,0,0,0,3.21,0,0,0,2.73,0,0,0,2.45,0,0,3.26,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,2.6,0,0,0,2.82,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,0,0,2.62,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,2.97,2.81,0,0,0,3.18
2010-08-01,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,0,0,0,0,3.21,0,0,0,2.73,0,0,0,2.45,0,0,3.26,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,2.6,0,0,0,2.82,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,0,0,2.62,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,2.97,2.81,0,0,0,3.18
2010-09-01,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,0,0,0,0,3.21,0,0,0,2.73,0,0,0,2.45,0,0,3.26,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,2.6,0,0,0,2.82,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,0,0,2.62,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,2.97,2.81,0,0,0,3.18
2010-10-01,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,0,0,0,0,3.16,0,0,0,2.63,0,0,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,2.24,0,0,2.62,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,2.57,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,3.23,2.67,0,0,0,3.08
2010-11-01,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,0,0,0,0,3.16,0,0,0,2.63,0,0,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,2.24,0,0,2.62,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,2.57,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,3.23,2.67,0,0,0,3.08
2010-12-01,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,0,0,0,0,3.16,0,0,0,2.63,0,0,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,2.24,0,0,2.62,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,2.57,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,3.23,2.67,0,0,0,3.08
2011-01-01,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,2.58,0,0,0,2.64,0,0,0,0,0,0,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,2.67,0,0,2.67,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,3.35,0,0,2.65,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,3.76,0,0,0,0,2.66
2011-02-01,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,2.58,0,0,0,2.64,0,0,0,0,0,0,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,2.67,0,0,2.67,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,3.35,0,0,2.65,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,3.76,0,0,0,0,2.66
2011-03-01,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,2.58,0,0,0,2.64,0,0,0,0,0,0,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,2.67,0,0,2.67,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,3.35,0,0,2.65,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,3.76,0,0,0,0,2.66
2011-04-01,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,0,0,0,0,2.63,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,0,0,2.14,0,0,3.01,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,2.73,0,0,2.33,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,2.48,0,0,0,0,0,0,0,2.31,3.18,0,0,0,0,2.58
2011-05-01,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,0,0,0,0,2.63,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,0,0,2.14,0,0,3.01,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,2.73,0,0,2.33,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,2.48,0,0,0,0,0,0,0,2.31,3.18,0,0,0,0,2.58
2011-06-01,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,0,0,0,0,2.63,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,0,0,2.14,0,0,3.01,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,2.73,0,0,2.33,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,2.48,0,0,0,0,0,0,0,2.31,3.18,0,0,0,0,2.58
2011-07-01,0,0,0,0,2.42,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,0,0,0,0,3.22,0,0,0,3.1,0,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,3.39,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,0,3.54,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,2.55,0,0,0,0,0,0,0,2.61,3.49,0,0,0,0,2.49
2011-08-01,0,0,0,0,2.42,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,0,0,0,0,3.22,0,0,0,3.1,0,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,3.39,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,0,3.54,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,2.55,0,0,0,0,0,0,0,2.61,3.49,0,0,0,0,2.49
2011-09-01,0,0,0,0,2.42,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,0,0,0,0,3.22,0,0,0,3.1,0,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,3.39,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,0,3.54,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,2.55,0,0,0,0,0,0,0,2.61,3.49,0,0,0,0,2.49
2011-10-01,0,0,0,0,2.44,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,3.21,0,0,0,2.63,0,0,0,0,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,0,3.16,0,0,0,0,0,0,0,0,0,0,0,0,2.48,0,0,3.16,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,2.75,2.65,0,0,0,0,2.65
2011-11-01,0,0,0,0,2.44,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,3.21,0,0,0,2.63,0,0,0,0,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,0,3.16,0,0,0,0,0,0,0,0,0,0,0,0,2.48,0,0,3.16,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,2.75,2.65,0,0,0,0,2.65
2011-12-01,0,0,0,0,2.44,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,3.21,0,0,0,2.63,0,0,0,0,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,0,3.16,0,0,0,0,0,0,0,0,0,0,0,0,2.48,0,0,3.16,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,2.75,2.65,0,0,0,0,2.65
2012-01-01,0,0,0,0,3.01,0,0,0,0,3.22,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,2.09,0,0,0,0,0,0,2.36,0,0,2.86,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,2.23,0,0,0,0,0,0,0,3.36,0,0,0,0,0,0
2012-02-01,0,0,0,0,3.01,0,0,0,0,3.22,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,2.09,0,0,0,0,0,0,2.36,0,0,2.86,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,2.23,0,0,0,0,0,0,0,3.36,0,0,0,0,0,0
