"Date","AAPL","ACN","ACT","ADBE","ADSK","AGN","AMP","AMX","AMZN","APH","ATVI","AVGO","AXP","AZO","BABA","BAC","BAM","BAX","BBBY","BHC","BIDU","BKNG","BLK","BUD","C","CBRE","CCI","CCL","CHTR","CL","CMCSA","CME","CP","CPRI","CRM","CSX","CTSH","CVS","CX","DG","DHI","DIS","DISCA","DKS","DLB","DLTR","DPZ","DVA","EA","EBAY","ECL","EDU","EFX","EL","EP","EQIX","ESRX","ETR","EXP","EXPE","FAST","FB","FLIR","FLT","FMX","FOXA","FTI","GOOG","GOOGL","GPN","GPS","GR","HPQ","HSBC","HTZ","HUM","ICE","ILMN","INFY","IQV","ISRG","JD","JPM","KMI","KO","LBTYK","LNG","LOW","LULU","LVS","MA","MCD","MELI","MNST","MON","MSFT","MSM","NCC","NFLX","NKE","NLOK","NOC","NOW","NTAP","NTES","NVDA","NWSA","OII","ORLY","PCP","PEP","PM","PNC","PYPL","QCOM","RL","RLGY","SAI","SBAC","SCHW","SD","SFD","SHOP","SLB","SPGI","SQ","STRA","STZ","SWN","TDC","TDG","TECK","TIF","TMUS","TPR","TRU","TSM","TV","ULTA","UNH","UNP","UPS","URBN","V","VMC","VRSN","WBA","WBC","WFC","WMB","WYNN","YUM"
2008-01-01,5.98,0,0,0,0,0,0,9.28,0,0,0,0,0,0,0,0,3.27,0,0,0,0,3.53,0,0,0,3.65,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,4.58,0,0,0,0,0,0,0,10.17,0,0,0,0,0,0,0,0,2.6,3.54,0,0,0,0,0,0,0,0,0,0,0,2.93,0,0,0,3.88,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77,0,0,0,0,0,5.62,0,0,0,0,0,0,0,3.54,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47,0,0,0,0,0,0,0,0
2008-02-01,5.98,0,0,0,0,0,0,9.28,0,0,0,0,0,0,0,0,3.27,0,0,0,0,3.53,0,0,0,3.65,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,4.58,0,0,0,0,0,0,0,10.17,0,0,0,0,0,0,0,0,2.6,3.54,0,0,0,0,0,0,0,0,0,0,0,2.93,0,0,0,3.88,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77,0,0,0,0,0,5.62,0,0,0,0,0,0,0,3.54,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47,0,0,0,0,0,0,0,0
2008-03-01,5.98,0,0,0,0,0,0,9.28,0,0,0,0,0,0,0,0,3.27,0,0,0,0,3.53,0,0,0,3.65,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,4.58,0,0,0,0,0,0,0,10.17,0,0,0,0,0,0,0,0,2.6,3.54,0,0,0,0,0,0,0,0,0,0,0,2.93,0,0,0,3.88,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77,0,0,0,0,0,5.62,0,0,0,0,0,0,0,3.54,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47,0,0,0,0,0,0,0,0
2008-04-01,0,0,0,0,0,0,0,11.02,2.72,0,0,0,0,0,0,0,3.34,0,0,0,0,2.4,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21,0,0,3.87,0,0,0,0,0,0,0,7.58,0,0,0,0,0,0,0,0,2.76,2.25,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,0,3.36,0,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45,0,0,2.51,0,0,11.64,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-01,0,0,0,0,0,0,0,11.02,2.72,0,0,0,0,0,0,0,3.34,0,0,0,0,2.4,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21,0,0,3.87,0,0,0,0,0,0,0,7.58,0,0,0,0,0,0,0,0,2.76,2.25,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,0,3.36,0,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45,0,0,2.51,0,0,11.64,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-01,0,0,0,0,0,0,0,11.02,2.72,0,0,0,0,0,0,0,3.34,0,0,0,0,2.4,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21,0,0,3.87,0,0,0,0,0,0,0,7.58,0,0,0,0,0,0,0,0,2.76,2.25,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,0,3.36,0,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45,0,0,2.51,0,0,11.64,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-01,0,0,0,0,0,0,0,16.13,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37,0,0,0,0,0,4.38,0.32,0,0,0,0,0,0,0,0,0,0,0,3.82,0,0,0,0,14.95,0,0,2.39,0,0,5.22,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52,0,0,0,0,0,0,0,0
2008-08-01,0,0,0,0,0,0,0,16.13,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37,0,0,0,0,0,4.38,0.32,0,0,0,0,0,0,0,0,0,0,0,3.82,0,0,0,0,14.95,0,0,2.39,0,0,5.22,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52,0,0,0,0,0,0,0,0
2008-09-01,0,0,0,0,0,0,0,16.13,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37,0,0,0,0,0,4.38,0.32,0,0,0,0,0,0,0,0,0,0,0,3.82,0,0,0,0,14.95,0,0,2.39,0,0,5.22,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52,0,0,0,0,0,0,0,0
2008-10-01,0,0,0,0,0,0,0,12.76,0,0,3,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68,0,0,0,0,0,0,1.9,7.16,0,0,0,5.11,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0,0,0,0,12.46,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,2.55,0,0,0,0,2.2,0,0,0,0,0,5.65,0,0,7.59,0,0,0,0,0,0,0,0
