"Date","AAPL","ACN","ACT","ADBE","ADSK","AGN","AMP","AMX","AMZN","APH","ATVI","AVGO","AXP","AZO","BABA","BAC","BAM","BAX","BBBY","BHC","BIDU","BKNG","BLK","BUD","C","CBRE","CCI","CCL","CHTR","CL","CMCSA","CME","CP","CPRI","CRM","CSX","CTSH","CVS","CX","DG","DHI","DIS","DISCA","DKS","DLB","DLTR","DPZ","DVA","EA","EBAY","ECL","EDU","EFX","EL","EP","EQIX","ESRX","ETR","EXP","EXPE","FAST","FB","FLIR","FLT","FMX","FOXA","FTI","GOOG","GOOGL","GPN","GPS","GR","HPQ","HSBC","HTZ","HUM","ICE","ILMN","INFY","IQV","ISRG","JD","JPM","KMI","KO","LBTYK","LNG","LOW","LULU","LVS","MA","MCD","MELI","MNST","MON","MSFT","MSM","NCC","NFLX","NKE","NLOK","NOC","NOW","NTAP","NTES","NVDA","NWSA","OII","ORLY","PCP","PEP","PM","PNC","PYPL","QCOM","RL","RLGY","SAI","SBAC","SCHW","SD","SFD","SHOP","SLB","SPGI","SQ","STRA","STZ","SWN","TDC","TDG","TECK","TIF","TMUS","TPR","TRU","TSM","TV","ULTA","UNH","UNP","UPS","URBN","V","VMC","VRSN","WBA","WBC","WFC","WMB","WYNN","YUM"
2008-11-01,0,0,0,0,0,0,0,12.76,0,0,3,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68,0,0,0,0,0,0,1.9,7.16,0,0,0,5.11,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0,0,0,0,12.46,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,2.55,0,0,0,0,2.2,0,0,0,0,0,5.65,0,0,7.59,0,0,0,0,0,0,0,0
2008-12-01,0,0,0,0,0,0,0,12.76,0,0,3,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68,0,0,0,0,0,0,1.9,7.16,0,0,0,5.11,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,3.71,0,0,0,0,12.46,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,2.55,0,0,0,0,2.2,0,0,0,0,0,5.65,0,0,7.59,0,0,0,0,0,0,0,0
2009-01-01,0,0,0,0,0,0,0,7.99,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,0,1.96,0,0,0,0,0,5.58,0,0,0,5.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,2.92,5.68,0,0,11.53,0,0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,2.32,0,0,0,0,0,4.69,0,1.97,8.02,0,0,0,0,0,0,0,0
2009-02-01,0,0,0,0,0,0,0,7.99,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,0,1.96,0,0,0,0,0,5.58,0,0,0,5.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,2.92,5.68,0,0,11.53,0,0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,2.32,0,0,0,0,0,4.69,0,1.97,8.02,0,0,0,0,0,0,0,0
2009-03-01,0,0,0,0,0,0,0,7.99,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,0,1.96,0,0,0,0,0,5.58,0,0,0,5.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,2.92,5.68,0,0,11.53,0,0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,2.32,0,0,0,0,0,4.69,0,1.97,8.02,0,0,0,0,0,0,0,0
2009-04-01,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,0,0,2.86,0,0,0,4.66,0,0,0,0,0,0,0,0,0,6.09,0,3.85,0,0,0,0,0,2.86,6.92,0,0,8.28,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0,1.65,0,5.09,0,0,10.23,0,0,0,0,0,0,2.21,0,0,0,0,3.98,0,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0,1.62,6.01,0,0,0,0,0,0,0,0
2009-05-01,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,0,0,2.86,0,0,0,4.66,0,0,0,0,0,0,0,0,0,6.09,0,3.85,0,0,0,0,0,2.86,6.92,0,0,8.28,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0,1.65,0,5.09,0,0,10.23,0,0,0,0,0,0,2.21,0,0,0,0,3.98,0,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0,1.62,6.01,0,0,0,0,0,0,0,0
2009-06-01,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,0,0,2.86,0,0,0,4.66,0,0,0,0,0,0,0,0,0,6.09,0,3.85,0,0,0,0,0,2.86,6.92,0,0,8.28,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0,1.65,0,5.09,0,0,10.23,0,0,0,0,0,0,2.21,0,0,0,0,3.98,0,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0,1.62,6.01,0,0,0,0,0,0,0,0
2009-07-01,7.41,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,9.27,0,2.41,0,0,0,0,0,3.13,4.69,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,3.61,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,0,0,1.97,0,0,0,0,0
2009-08-01,7.41,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,9.27,0,2.41,0,0,0,0,0,3.13,4.69,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,3.61,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,0,0,1.97,0,0,0,0,0
2009-09-01,7.41,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,9.27,0,2.41,0,0,0,0,0,3.13,4.69,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,3.61,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,0,0,1.97,0,0,0,0,0
2009-10-01,5.43,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0,0,0,0,2.7,4.48,3.89,0,0,0,0,0,0,0,0,7.43,0,0,0,0,0,0,0,0,4.85,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78,0,0,0,0,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,2.88,0,3.02,0,0,2.33
2009-11-01,5.43,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0,0,0,0,2.7,4.48,3.89,0,0,0,0,0,0,0,0,7.43,0,0,0,0,0,0,0,0,4.85,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78,0,0,0,0,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,2.88,0,3.02,0,0,2.33
2009-12-01,5.43,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0,0,0,0,2.7,4.48,3.89,0,0,0,0,0,0,0,0,7.43,0,0,0,0,0,0,0,0,4.85,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78,0,0,0,0,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,2.88,0,3.02,0,0,2.33
2010-01-01,5.36,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39,1.92,0,0,0,0,0,0,0,0,0,2.86,0,0,0,2.27,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,2.53,0,0,0,0,0,0,0,0,0,7.73,0,0,0,0,0,0,0,0,4.5,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72,0,0,0,0,0,0,0,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,3.21,0,0,0,0,4.43,0,0,4.56
2010-02-01,5.36,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39,1.92,0,0,0,0,0,0,0,0,0,2.86,0,0,0,2.27,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,2.53,0,0,0,0,0,0,0,0,0,7.73,0,0,0,0,0,0,0,0,4.5,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72,0,0,0,0,0,0,0,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,3.21,0,0,0,0,4.43,0,0,4.56
2010-03-01,5.36,4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39,1.92,0,0,0,0,0,0,0,0,0,2.86,0,0,0,2.27,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,2.53,0,0,0,0,0,0,0,0,0,7.73,0,0,0,0,0,0,0,0,4.5,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72,0,0,0,0,0,0,0,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,3.21,0,0,0,0,4.43,0,0,4.56
2010-04-01,6.07,4.01,0,0,2.27,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,4.38,0,0,0,0,0,0,0,0,0,6.37,0,0,0,0,0,0,0,0,0,0,2.95,0,0,0,2.74,0,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,2.84,0,0,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,3.43,0,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3
2010-05-01,6.07,4.01,0,0,2.27,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,4.38,0,0,0,0,0,0,0,0,0,6.37,0,0,0,0,0,0,0,0,0,0,2.95,0,0,0,2.74,0,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,2.84,0,0,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,3.43,0,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3
2010-06-01,6.07,4.01,0,0,2.27,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,4.38,0,0,0,0,0,0,0,0,0,6.37,0,0,0,0,0,0,0,0,0,0,2.95,0,0,0,2.74,0,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,2.84,0,0,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,3.43,0,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3
2010-07-01,7.16,3.66,0,0,2.58,0,2.33,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04,0,0,1.94,0,0,0,0,0,0,5.54,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,2.56,0,3.16,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46
2010-08-01,7.16,3.66,0,0,2.58,0,2.33,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04,0,0,1.94,0,0,0,0,0,0,5.54,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,2.56,0,3.16,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46
2010-09-01,7.16,3.66,0,0,2.58,0,2.33,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04,0,0,1.94,0,0,0,0,0,0,5.54,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,2.56,0,3.16,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46
2010-10-01,4.9,0,0,0,0,0,2.75,0,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09,0,2.9,0,0,0,0,0,0,0,0,0,4.23,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,2.28,0,2.17,0,2.91,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,3.41,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37
2010-11-01,4.9,0,0,0,0,0,2.75,0,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09,0,2.9,0,0,0,0,0,0,0,0,0,4.23,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,2.28,0,2.17,0,2.91,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,3.41,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37
2010-12-01,4.9,0,0,0,0,0,2.75,0,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09,0,2.9,0,0,0,0,0,0,0,0,0,4.23,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,2.28,0,2.17,0,2.91,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,3.41,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37
