"Date","ACBI","ADES","ADS","AIG","AJRD","ALC","ALLY","AM","AWI","BAC","BANC","BCBP","BDX","BEN","BG","BHF","BMCH","BPOP","BRK","BSX","BUD","C","CAB","CACH","CARE","CBS","CCE","CF","CIT","CLR","CNO","COLB","COP","COT","COV","CPB","DAL","DD","DLB","DO","DOW","ECPG","EMC","EP","EQ","ESGR","FARM","FLA","FMC","FOSL","FTI","GBL","GLBR","GLF","GR","GT","HES","HPQ","HTH","HTV","HURN","INTC","IR","ISBC","ITT","JCP","JEF","KALU","KRNY","MDLZ","MDP","MVC","NFG","NPK","NWA","OABC","OKE","PAA","PAY","PFE","PM","PNC","RF","RUTH","SANW","SFD","SHLDQ","SLM","SNE","SPGI","T","TCO","TDS","TEL","TEVA","TFSL","TIF","TOWN","TPHS","TRA","TRB","TRC","TRH","TT","TWX","VPHM","WBC","WCBO","WLK","WMGI","WSBF","WWY","XPO","Y"
2007-10-01,0,0,0,5.71,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,3.16,0,2.77,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0,0,0,3.66,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,1.97,2.13,2.36,0,0,0,1.86,0,0,0,0,0,0,0,0,0,5.82,2.07,0,0,0,0,0,0,0,0,0
2007-11-01,0,0,0,5.71,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,3.16,0,2.77,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0,0,0,3.66,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,1.97,2.13,2.36,0,0,0,1.86,0,0,0,0,0,0,0,0,0,5.82,2.07,0,0,0,0,0,0,0,0,0
2007-12-01,0,0,0,5.71,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,3.16,0,2.77,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0,0,0,3.66,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,1.97,2.13,2.36,0,0,0,1.86,0,0,0,0,0,0,0,0,0,5.82,2.07,0,0,0,0,0,0,0,0,0
2008-01-01,0,0,0,4.61,0,0,0,3.1,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,3.85,0,4.64,0,0,0,1.78,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,2.76,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,6.59,0,1.66,2.79,0,0,0,2.4,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0
2008-02-01,0,0,0,4.61,0,0,0,3.1,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,3.85,0,4.64,0,0,0,1.78,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,2.76,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,6.59,0,1.66,2.79,0,0,0,2.4,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0
2008-03-01,0,0,0,4.61,0,0,0,3.1,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,3.85,0,4.64,0,0,0,1.78,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,2.76,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,6.59,0,1.66,2.79,0,0,0,2.4,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0
2008-04-01,0,0,0,2.95,0,0,0,2.4,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,0,5.01,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,1.95,0,0,0,0,2.6,0,0,0,2.68,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,5.14,1.93,1.95,3.28,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-01,0,0,0,2.95,0,0,0,2.4,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,0,5.01,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,1.95,0,0,0,0,2.6,0,0,0,2.68,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,5.14,1.93,1.95,3.28,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-01,0,0,0,2.95,0,0,0,2.4,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,0,5.01,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,1.95,0,0,0,0,2.6,0,0,0,2.68,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,5.14,1.93,1.95,3.28,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-01,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,1.98,0,3.91,0,0,0,0,0,0,0,0,2,0,0,0,1.72,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,1.9,0,0,0,0,2.9,0,0,0,3.49,1.9,0,1.88,0,0,0,0,0,0,0,0,0,0,0,5.34,0,2.11,1.99,0,0,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,0
2008-08-01,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,1.98,0,3.91,0,0,0,0,0,0,0,0,2,0,0,0,1.72,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,1.9,0,0,0,0,2.9,0,0,0,3.49,1.9,0,1.88,0,0,0,0,0,0,0,0,0,0,0,5.34,0,2.11,1.99,0,0,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,0
2008-09-01,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,1.98,0,3.91,0,0,0,0,0,0,0,0,2,0,0,0,1.72,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,1.9,0,0,0,0,2.9,0,0,0,3.49,1.9,0,1.88,0,0,0,0,0,0,0,0,0,0,0,5.34,0,2.11,1.99,0,0,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,0
2008-10-01,0,0,0,0,0,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52,0,6.18,0,0,0,0,0,0,0,0,0,0,0,0,1.79,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.12,0,0,0,2.54,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,2.46,3.41,2.45,0,0,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-11-01,0,0,0,0,0,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52,0,6.18,0,0,0,0,0,0,0,0,0,0,0,0,1.79,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.12,0,0,0,2.54,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,2.46,3.41,2.45,0,0,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-01,0,0,0,0,0,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52,0,6.18,0,0,0,0,0,0,0,0,0,0,0,0,1.79,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,3.12,0,0,0,2.54,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,2.46,3.41,2.45,0,0,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,1.97,2.31,0,0,0,0,0,0,2.29,0,0,0,0,1.9,0,0,0,3.06,0,0,0,0,3.37,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,2.8,0,0,2.08,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,1.97,2.31,0,0,0,0,0,0,2.29,0,0,0,0,1.9,0,0,0,3.06,0,0,0,0,3.37,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,2.8,0,0,2.08,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,1.97,2.31,0,0,0,0,0,0,2.29,0,0,0,0,1.9,0,0,0,3.06,0,0,0,0,3.37,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,2.8,0,0,2.08,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-01,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,5.1,0,0,0,0,0,0,0,2.26,2.89,0,0,2.21,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,3.27,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,1.87,0,2.09,0,0,0,0,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-01,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,5.1,0,0,0,0,0,0,0,2.26,2.89,0,0,2.21,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,3.27,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,1.87,0,2.09,0,0,0,0,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-01,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,5.1,0,0,0,0,0,0,0,2.26,2.89,0,0,2.21,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,3.27,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,1.87,0,2.09,0,0,0,0,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-01,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,3.31,0,4.64,0,0,0,0,0,0,0,2.9,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,0,3.6,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,0,1.8,0,0,1.88,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-01,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,3.31,0,4.64,0,0,0,0,0,0,0,2.9,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,0,3.6,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,0,1.8,0,0,1.88,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-01,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,3.31,0,4.64,0,0,0,0,0,0,0,2.9,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,0,3.6,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,0,1.8,0,0,1.88,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-01,0,0,0,0,0,0,0,0,0,2.33,0,0,2.46,0,0,0,0,0,0,0,0,2.16,0,0,0,0,0,0,0,0,2.88,0,4.81,0,0,0,0,0,0,0,2.44,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,3.85,0,0,0,0,2.94,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,1.59,0,2.3,0,0,0,0,0,1.52,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-11-01,0,0,0,0,0,0,0,0,0,2.33,0,0,2.46,0,0,0,0,0,0,0,0,2.16,0,0,0,0,0,0,0,0,2.88,0,4.81,0,0,0,0,0,0,0,2.44,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,3.85,0,0,0,0,2.94,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,1.59,0,2.3,0,0,0,0,0,1.52,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-12-01,0,0,0,0,0,0,0,0,0,2.33,0,0,2.46,0,0,0,0,0,0,0,0,2.16,0,0,0,0,0,0,0,0,2.88,0,4.81,0,0,0,0,0,0,0,2.44,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,3.85,0,0,0,0,2.94,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,1.59,0,2.3,0,0,0,0,0,1.52,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-01,0,0,0,0,0,0,0,0,0,2.82,0,0,1.85,0,0,0,0,0,1.84,0,0,3.64,0,0,0,0,0,0,0,0,2.7,0,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,2.82,0,0,0,0,2.33,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,2.06,0,0,1.84,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0
2010-02-01,0,0,0,0,0,0,0,0,0,2.82,0,0,1.85,0,0,0,0,0,1.84,0,0,3.64,0,0,0,0,0,0,0,0,2.7,0,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,2.82,0,0,0,0,2.33,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,2.06,0,0,1.84,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0
2010-03-01,0,0,0,0,0,0,0,0,0,2.82,0,0,1.85,0,0,0,0,0,1.84,0,0,3.64,0,0,0,0,0,0,0,0,2.7,0,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,2.82,0,0,0,0,2.33,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,2.06,0,0,1.84,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0
2010-04-01,0,0,0,0,0,1.79,0,0,0,2.42,0,0,2.43,0,0,0,0,0,1.93,0,0,4.01,0,2.02,0,0,1.92,0,0,0,2.29,0,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,2.98,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,2.03,0,0,0,0,0,4.74,0,0,0,0,0,0
2010-05-01,0,0,0,0,0,1.79,0,0,0,2.42,0,0,2.43,0,0,0,0,0,1.93,0,0,4.01,0,2.02,0,0,1.92,0,0,0,2.29,0,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,2.98,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,2.03,0,0,0,0,0,4.74,0,0,0,0,0,0
2010-06-01,0,0,0,0,0,1.79,0,0,0,2.42,0,0,2.43,0,0,0,0,0,1.93,0,0,4.01,0,2.02,0,0,1.92,0,0,0,2.29,0,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,2.98,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,2.03,0,0,0,0,0,4.74,0,0,0,0,0,0
2010-07-01,0,0,0,0,0,0,0,0,0,2.24,0,0,2.51,0,0,0,0,0,0,0,0,4.01,0,1.88,0,0,2.21,0,0,0,2.41,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,0,0,0,0,0,0,0,0,2.9,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,1.38,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,3.99,0,0,0,0,0,0
2010-08-01,0,0,0,0,0,0,0,0,0,2.24,0,0,2.51,0,0,0,0,0,0,0,0,4.01,0,1.88,0,0,2.21,0,0,0,2.41,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,0,0,0,0,0,0,0,0,2.9,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,1.38,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,3.99,0,0,0,0,0,0
2010-09-01,0,0,0,0,0,0,0,0,0,2.24,0,0,2.51,0,0,0,0,0,0,0,0,4.01,0,1.88,0,0,2.21,0,0,0,2.41,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,0,0,0,0,0,0,0,0,2.9,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,1.38,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,3.99,0,0,0,0,0,0
2010-10-01,0,0,0,0,0,2.5,0,0,0,1.67,0,0,2.42,0,0,0,0,0,0,0,0,3.69,0,0,0,0,1.51,0,0,0,2.5,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,2.2,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,2.05,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,1.93,0,0,0,0,0,4.17,0,0,0,0,0,0
