Date,ANDV
2012-06-18,22.280001000000002
2012-06-19,23.639999
2012-06-20,23.92
2012-06-21,23.41
2012-06-22,24.309998999999998
2012-06-25,23.85
2012-06-26,24.129998999999998
2012-06-27,24.6
2012-06-28,25.059998999999998
2012-06-29,24.959999
2012-07-02,25.48
2012-07-03,26.26
2012-07-05,25.91
2012-07-06,25.91
2012-07-09,25.4
2012-07-10,25.690001000000002
2012-07-11,26.379998999999998
2012-07-12,26.82
2012-07-13,27.32
2012-07-16,27.57
2012-07-17,27.41
2012-07-18,27.99
2012-07-19,27.120001000000002
2012-07-20,27.43
2012-07-23,27.379998999999998
2012-07-24,26.33
2012-07-25,26.450001
2012-07-26,27.110001
2012-07-27,27.9
2012-07-30,27.700001
2012-07-31,27.65
2012-08-01,27.809998999999998
2012-08-02,31.790001
2012-08-03,31.790001
2012-08-06,32.759997999999996
2012-08-07,34.41
2012-08-08,34.889998999999996
2012-08-09,35.32
2012-08-10,35.5
2012-08-13,38.869999
2012-08-14,38.59
2012-08-15,38.41
2012-08-16,38.700001
2012-08-17,39.389998999999996
2012-08-20,39.549999
2012-08-21,39.040001000000004
2012-08-22,38.919998
2012-08-23,38.610001000000004
2012-08-24,39.450001
2012-08-27,39.27
2012-08-28,39.560001
2012-08-29,39.279999
2012-08-30,39.389998999999996
2012-08-31,39.740002000000004
2012-09-04,39.310001
2012-09-05,39.09
2012-09-06,39.560001
2012-09-07,40.139998999999996
2012-09-10,40.099998
2012-09-11,40.310001
2012-09-12,40.34
2012-09-13,40.41
2012-09-14,40.849998
2012-09-17,40.560001
2012-09-18,40.740002000000004
2012-09-19,40.720001
2012-09-20,41.610001000000004
2012-09-21,41.200001
2012-09-24,41.709998999999996
2012-09-25,41.049999
2012-09-26,40.689999
2012-09-27,41.880001
2012-09-28,41.900002
2012-10-01,43.0
2012-10-02,43.080002
2012-10-03,42.549999
2012-10-04,44.150002
2012-10-05,43.240002000000004
2012-10-08,41.900002
2012-10-09,40.990002000000004
2012-10-10,38.700001
2012-10-11,38.59
2012-10-12,38.290001000000004
2012-10-15,38.040001000000004
2012-10-16,38.580002
2012-10-17,38.619999
2012-10-18,38.57
2012-10-19,38.16
2012-10-22,38.119999
2012-10-23,36.419998
2012-10-24,37.209998999999996
2012-10-25,37.380001
2012-10-26,38.349998
2012-10-31,37.711201
2012-11-01,36.18
2012-11-02,35.459998999999996
2012-11-05,36.93
2012-11-06,38.98
2012-11-07,37.990002000000004
2012-11-08,37.369999
2012-11-09,37.59
2012-11-12,38.209998999999996
2012-11-13,37.59
2012-11-14,37.619999
2012-11-15,38.380001
2012-11-16,38.07
2012-11-19,39.93
2012-11-20,40.080002
2012-11-21,41.150002
2012-11-23,41.919998
2012-11-26,41.459998999999996
2012-11-27,41.5
2012-11-28,41.639998999999996
2012-11-29,41.57
2012-11-30,42.279999
2012-12-03,41.389998999999996
2012-12-04,40.799999
2012-12-05,38.93
2012-12-06,38.860001000000004
2012-12-07,39.650002
2012-12-10,40.880001
2012-12-11,40.860001000000004
2012-12-12,39.990002000000004
2012-12-13,41.360001000000004
2012-12-14,43.66
2012-12-17,44.689999
2012-12-18,44.73
2012-12-19,43.950001
2012-12-20,44.360001000000004
2012-12-21,43.689999
2012-12-24,43.389998999999996
2012-12-26,43.34
2012-12-27,43.509997999999996
2012-12-28,42.75
2012-12-31,44.049999
2013-01-02,45.400002
2013-01-03,43.73
2013-01-04,42.540001000000004
2013-01-07,40.220001
2013-01-08,41.400002
2013-01-09,40.470001
2013-01-10,42.849998
2013-01-11,42.169998
2013-01-14,42.619999
2013-01-15,43.400002
2013-01-16,43.700001
2013-01-17,43.68
2013-01-18,42.490002000000004
2013-01-22,43.02
2013-01-23,44.459998999999996
2013-01-24,44.610001000000004
2013-01-25,44.580002
2013-01-28,45.830002
2013-01-29,48.049999
2013-01-30,48.09
2013-01-31,48.689999
2013-02-01,49.369999
2013-02-04,48.810001
2013-02-05,50.23
2013-02-06,51.16
2013-02-07,52.549999
2013-02-08,53.860001000000004
2013-02-11,54.549999
2013-02-12,53.490002000000004
2013-02-13,54.07
2013-02-14,55.18
2013-02-15,54.639998999999996
2013-02-19,55.130001
2013-02-20,52.02
2013-02-21,53.279999
2013-02-22,54.599998
2013-02-25,52.810001
2013-02-26,54.290001000000004
2013-02-27,55.549999
2013-02-28,56.240002000000004
2013-03-01,58.290001000000004
2013-03-04,58.970001
2013-03-05,58.299999
2013-03-06,57.700001
2013-03-07,57.75
2013-03-08,58.400002
2013-03-11,57.5
2013-03-12,57.790001000000004
2013-03-13,56.0
2013-03-14,56.950001
2013-03-15,56.5
2013-03-18,56.860001000000004
2013-03-19,56.830002
2013-03-20,58.880001
2013-03-21,58.0
2013-03-22,58.869999
2013-03-25,57.849998
2013-03-26,58.5
2013-03-27,57.959998999999996
2013-03-28,58.549999
2013-04-01,56.849998
2013-04-02,55.02
2013-04-03,52.259997999999996
2013-04-04,52.98
2013-04-05,53.240002000000004
2013-04-08,53.810001
2013-04-09,54.049999
2013-04-10,53.939999
2013-04-11,52.09
2013-04-12,51.459998999999996
2013-04-15,48.369999
2013-04-16,50.919998
2013-04-17,49.139998999999996
2013-04-18,49.610001000000004
2013-04-19,50.669998
2013-04-22,51.549999
2013-04-23,53.82
2013-04-24,55.200001
2013-04-25,54.560001
2013-04-26,53.84
2013-04-29,53.860001000000004
2013-04-30,53.400002
2013-05-01,50.869999
2013-05-02,53.889998999999996
2013-05-03,55.470001
2013-05-06,57.740002000000004
2013-05-07,58.040001000000004
2013-05-08,57.380001
2013-05-09,56.060001
2013-05-10,54.41
2013-05-13,55.279999
2013-05-14,56.709998999999996
2013-05-15,58.150002
2013-05-16,58.18
2013-05-17,62.240002000000004
2013-05-20,64.900002
2013-05-21,63.279999
2013-05-22,61.98
2013-05-23,62.009997999999996
2013-05-24,61.23
2013-05-28,62.16
2013-05-29,61.240002000000004
2013-05-30,61.330002
2013-05-31,61.650002
2013-06-03,60.509997999999996
2013-06-04,59.439999
2013-06-05,57.529999
2013-06-06,58.860001000000004
2013-06-07,58.68
2013-06-10,58.09
2013-06-11,57.009997999999996
2013-06-12,57.279999
2013-06-13,58.32
2013-06-14,57.16
2013-06-17,57.610001000000004
2013-06-18,57.110001000000004
2013-06-19,57.41
2013-06-20,55.32
2013-06-21,54.130001
2013-06-24,51.900002
2013-06-25,53.34
2013-06-26,54.099998
2013-06-27,52.790001000000004
2013-06-28,52.32
2013-07-01,51.91
2013-07-02,50.709998999999996
2013-07-03,50.380001
2013-07-05,51.279999
2013-07-08,52.470001
2013-07-09,52.98
2013-07-10,50.619999
2013-07-11,53.369999
2013-07-12,55.200001
2013-07-15,54.139998999999996
2013-07-16,52.619999
2013-07-17,53.099998
2013-07-18,51.099998
2013-07-19,51.740002000000004
2013-07-22,53.240002000000004
2013-07-23,54.060001
2013-07-24,53.360001000000004
2013-07-25,54.549999
2013-07-26,54.509997999999996
2013-07-29,54.990002000000004
2013-07-30,55.580002
2013-07-31,56.849998
2013-08-01,57.75
2013-08-02,55.299999
2013-08-05,56.09
2013-08-06,54.200001
2013-08-07,53.099998
2013-08-08,53.32
2013-08-09,53.080002
2013-08-12,52.27
2013-08-13,51.73
2013-08-14,51.169998
2013-08-15,49.34
2013-08-16,48.799999
2013-08-19,47.040001000000004
2013-08-20,46.700001
2013-08-21,47.779999
2013-08-22,49.279999
2013-08-23,49.009997999999996
2013-08-26,47.959998999999996
2013-08-27,46.34
2013-08-28,46.389998999999996
2013-08-29,46.459998999999996
2013-08-30,46.09
2013-09-03,47.02
2013-09-04,46.759997999999996
2013-09-05,46.400002
2013-09-06,46.779999
2013-09-09,46.16
2013-09-10,45.939999
2013-09-11,46.0
2013-09-12,44.82
2013-09-13,46.110001000000004
2013-09-16,45.490002000000004
2013-09-17,45.580002
2013-09-18,45.48
2013-09-19,45.580002
2013-09-20,44.41
2013-09-23,44.490002000000004
2013-09-24,45.09
2013-09-25,45.470001
2013-09-26,44.529999
2013-09-27,44.740002000000004
2013-09-30,43.98
2013-10-01,43.099998
2013-10-02,43.32
2013-10-03,43.790001000000004
2013-10-04,44.209998999999996
2013-10-07,43.540001000000004
2013-10-08,41.650002
2013-10-09,41.540001000000004
2013-10-10,43.52
2013-10-11,45.189999
2013-10-14,45.57
2013-10-15,45.330002
2013-10-16,45.279999
2013-10-17,47.84
2013-10-18,49.130001
2013-10-21,48.950001
2013-10-22,49.52
2013-10-23,49.259997999999996
2013-10-24,47.029999
2013-10-25,46.959998999999996
2013-10-28,47.169998
2013-10-29,47.299999
2013-10-30,48.939999
2013-10-31,48.889998999999996
2013-11-01,47.82
2013-11-04,48.360001000000004
2013-11-05,47.919998
2013-11-06,47.439999
2013-11-07,48.290001000000004
2013-11-08,50.09
2013-11-11,51.189999
2013-11-12,52.209998999999996
2013-11-13,53.27
2013-11-14,54.950001
2013-11-15,54.529999
2013-11-18,55.380001
2013-11-19,56.060001
2013-11-20,55.029999
2013-11-21,56.73
2013-11-22,57.419998
2013-11-25,57.560001
2013-11-26,56.959998999999996
2013-11-27,59.080002
2013-11-29,58.630001
2013-12-02,58.849998
2013-12-03,57.419998
2013-12-04,55.779999
2013-12-05,55.610001000000004
2013-12-06,57.700001
2013-12-09,57.990002000000004
2013-12-10,57.720001
2013-12-11,56.25
2013-12-12,56.939999
2013-12-13,56.299999
2013-12-16,58.369999
2013-12-17,56.98
2013-12-18,57.52
2013-12-19,56.389998999999996
2013-12-20,56.16
2013-12-23,58.310001
2013-12-24,58.209998999999996
2013-12-26,58.48
2013-12-27,57.369999
2013-12-30,56.549999
2013-12-31,58.5
2014-01-02,57.959998999999996
2014-01-03,57.139998999999996
2014-01-06,57.57
2014-01-07,58.07
2014-01-08,56.77
2014-01-09,58.0
2014-01-10,57.509997999999996
2014-01-13,54.810001
2014-01-14,54.509997999999996
2014-01-15,52.740002000000004
2014-01-16,52.759997999999996
2014-01-17,52.580002
2014-01-21,53.0
2014-01-22,52.709998999999996
2014-01-23,52.330002
2014-01-24,50.57
2014-01-27,50.880001
2014-01-28,50.880001
2014-01-29,51.849998
2014-01-30,51.259997999999996
2014-01-31,51.52
2014-02-03,50.77
2014-02-04,50.450001
2014-02-05,49.950001
2014-02-06,47.599998
2014-02-07,47.889998999999996
2014-02-10,47.77
2014-02-11,48.779999
2014-02-12,48.470001
2014-02-13,49.68
2014-02-14,50.259997999999996
2014-02-18,50.439999
2014-02-19,50.299999
2014-02-20,50.32
2014-02-21,50.34
2014-02-24,51.23
2014-02-25,51.869999
2014-02-26,51.470001
2014-02-27,50.73
2014-02-28,51.009997999999996
2014-03-03,50.970001
2014-03-04,50.93
2014-03-05,51.740002000000004
2014-03-06,53.549999
2014-03-07,53.470001
2014-03-10,52.779999
2014-03-11,52.369999
2014-03-12,54.5
2014-03-13,52.98
2014-03-14,53.209998999999996
2014-03-17,52.290001000000004
2014-03-18,52.610001000000004
2014-03-19,51.669998
2014-03-20,51.700001
2014-03-21,50.369999
2014-03-24,49.48
2014-03-25,49.98
2014-03-26,49.77
2014-03-27,49.48
2014-03-28,50.5
2014-03-31,50.59
2014-04-01,51.759997999999996
2014-04-02,50.950001
2014-04-03,51.349998
2014-04-04,50.580002
2014-04-07,49.48
2014-04-08,48.790001000000004
2014-04-09,48.849998
2014-04-10,48.110001000000004
2014-04-11,47.470001
2014-04-14,49.43
2014-04-15,51.25
2014-04-16,52.049999
2014-04-17,52.880001
2014-04-21,53.27
2014-04-22,53.130001
2014-04-23,53.779999
2014-04-24,54.209998999999996
2014-04-25,55.0
2014-04-28,55.82
2014-04-29,55.700001
2014-04-30,56.290001000000004
2014-05-01,57.060001
2014-05-02,55.860001000000004
2014-05-05,55.049999
2014-05-06,55.02
2014-05-07,54.049999
2014-05-08,53.619999
2014-05-09,53.060001
2014-05-12,53.73
2014-05-13,54.630001
2014-05-14,54.619999
2014-05-15,54.580002
2014-05-16,55.130001
2014-05-19,55.369999
2014-05-20,54.720001
2014-05-21,54.279999
2014-05-22,54.419998
2014-05-23,54.25
2014-05-27,54.419998
2014-05-28,55.419998
2014-05-29,56.82
2014-05-30,56.200001
2014-06-02,56.080002
2014-06-03,57.400002
2014-06-04,57.66
2014-06-05,58.299999
2014-06-06,58.220001
2014-06-09,57.18
2014-06-10,56.220001
2014-06-11,56.919998
2014-06-12,57.540001000000004
2014-06-13,57.779999
2014-06-16,58.0
2014-06-17,58.799999
2014-06-18,59.779999
2014-06-19,60.689999
2014-06-20,61.450001
2014-06-23,62.189999
2014-06-24,60.919998
2014-06-25,58.369999
2014-06-26,59.939999
2014-06-27,59.599998
2014-06-30,58.669998
2014-07-01,59.66
2014-07-02,60.529999
2014-07-03,60.59
2014-07-07,60.040001000000004
2014-07-08,58.23
2014-07-09,59.0
2014-07-10,58.93
2014-07-11,59.91
2014-07-14,59.380001
2014-07-15,60.740002000000004
2014-07-16,59.5
2014-07-17,58.43
2014-07-18,58.150002
2014-07-21,57.23
2014-07-22,57.98
2014-07-23,58.029999
2014-07-24,59.810001
2014-07-25,60.150002
2014-07-28,59.080002
2014-07-29,59.98
2014-07-30,59.389998999999996
2014-07-31,61.540001000000004
2014-08-01,59.849998
2014-08-04,61.200001
2014-08-05,61.299999
2014-08-06,61.869999
2014-08-07,62.73
2014-08-08,63.310001
2014-08-11,61.759997999999996
2014-08-12,62.200001
2014-08-13,63.43
2014-08-14,63.689999
2014-08-15,62.959998999999996
2014-08-18,63.970001
2014-08-19,64.260002
2014-08-20,64.690002
2014-08-21,63.98
2014-08-22,64.5
2014-08-25,64.910004
2014-08-26,64.760002
2014-08-27,63.709998999999996
2014-08-28,64.480003
2014-08-29,64.739998
2014-09-02,63.779999
2014-09-03,64.629997
2014-09-04,65.730003
2014-09-05,66.610001
2014-09-08,66.510002
2014-09-09,64.83000200000001
2014-09-10,62.970001
2014-09-11,61.759997999999996
2014-09-12,61.5
2014-09-15,62.060001
2014-09-16,62.639998999999996
2014-09-17,61.810001
2014-09-18,61.360001000000004
2014-09-19,61.919998
2014-09-22,60.009997999999996
2014-09-23,59.52
2014-09-24,59.48
2014-09-25,59.34
2014-09-26,60.91
2014-09-29,61.049999
2014-09-30,60.98
2014-10-01,61.349998
2014-10-02,60.720001
2014-10-03,60.650002
2014-10-06,62.02
2014-10-07,62.040001000000004
2014-10-08,64.599998
2014-10-09,61.98
