Date,ANDV
2014-10-10,61.669998
2014-10-13,60.389998999999996
2014-10-14,59.220001
2014-10-15,58.639998999999996
2014-10-16,59.810001
2014-10-17,60.380001
2014-10-20,65.43
2014-10-21,67.050003
2014-10-22,64.889999
2014-10-23,65.290001
2014-10-24,65.68
2014-10-27,65.83000200000001
2014-10-28,67.440002
2014-10-29,66.949997
2014-10-30,68.099998
2014-10-31,71.410004
2014-11-03,73.290001
2014-11-04,72.949997
2014-11-05,72.41999799999999
2014-11-06,72.720001
2014-11-07,71.949997
2014-11-10,71.43
2014-11-11,72.720001
2014-11-12,72.839996
2014-11-13,70.989998
2014-11-14,72.08000200000001
2014-11-17,72.370003
2014-11-18,72.959999
2014-11-19,74.57
2014-11-20,75.690002
2014-11-21,77.730003
2014-11-24,77.839996
2014-11-25,78.550003
2014-11-26,78.349998
2014-11-28,76.620003
2014-12-01,75.309998
2014-12-02,76.849998
2014-12-03,76.82
2014-12-04,78.07
2014-12-05,76.150002
2014-12-08,73.43
2014-12-09,76.93
2014-12-10,74.360001
2014-12-11,74.269997
2014-12-12,74.410004
2014-12-15,75.449997
2014-12-16,74.209999
2014-12-17,74.529999
2014-12-18,71.379997
2014-12-19,72.0
2014-12-22,72.25
2014-12-23,73.519997
2014-12-24,74.599998
2014-12-26,75.269997
2014-12-29,75.610001
2014-12-30,75.389999
2014-12-31,74.349998
2015-01-02,75.5
2015-01-05,72.059998
2015-01-06,71.809998
2015-01-07,70.610001
2015-01-08,74.269997
2015-01-09,72.860001
2015-01-12,70.0
2015-01-13,66.66999799999999
2015-01-14,66.739998
2015-01-15,67.970001
2015-01-16,71.029999
2015-01-20,72.150002
2015-01-21,74.08000200000001
2015-01-22,76.559998
2015-01-23,79.620003
2015-01-26,81.0
2015-01-27,81.370003
2015-01-28,81.849998
2015-01-29,80.440002
2015-01-30,81.730003
2015-02-02,82.510002
2015-02-03,85.08000200000001
2015-02-04,85.209999
2015-02-05,85.370003
2015-02-06,85.360001
2015-02-09,86.239998
2015-02-10,88.099998
2015-02-11,87.290001
2015-02-12,81.41999799999999
2015-02-13,81.91999799999999
2015-02-17,83.260002
2015-02-18,87.089996
2015-02-19,90.529999
2015-02-20,90.58000200000001
2015-02-23,91.66999799999999
2015-02-24,90.209999
2015-02-25,90.889999
2015-02-26,93.519997
2015-02-27,91.839996
2015-03-02,90.760002
2015-03-03,91.040001
2015-03-04,89.699997
2015-03-05,89.309998
2015-03-06,86.879997
2015-03-09,86.150002
2015-03-10,85.110001
2015-03-11,86.68
2015-03-12,84.269997
2015-03-13,86.230003
2015-03-16,87.809998
2015-03-17,89.120003
2015-03-18,93.540001
2015-03-19,93.089996
2015-03-20,93.510002
2015-03-23,92.360001
2015-03-24,90.32
2015-03-25,91.610001
2015-03-26,91.16999799999999
2015-03-27,89.900002
2015-03-30,91.150002
2015-03-31,91.290001
2015-04-01,91.309998
2015-04-02,86.610001
2015-04-06,86.650002
2015-04-07,85.559998
2015-04-08,85.529999
2015-04-09,85.290001
2015-04-10,85.980003
2015-04-13,82.120003
2015-04-14,82.790001
2015-04-15,83.33000200000001
2015-04-16,85.120003
2015-04-17,84.790001
2015-04-20,83.620003
2015-04-21,85.879997
2015-04-22,89.529999
2015-04-23,86.5
2015-04-24,89.629997
2015-04-27,88.989998
2015-04-28,88.510002
2015-04-29,86.800003
2015-04-30,85.83000200000001
2015-05-01,89.910004
2015-05-04,89.33000200000001
2015-05-05,89.290001
2015-05-06,88.82
2015-05-07,88.82
2015-05-08,90.480003
2015-05-11,88.239998
2015-05-12,88.16999799999999
2015-05-13,88.800003
2015-05-14,91.93
2015-05-15,91.360001
2015-05-18,92.790001
2015-05-19,91.209999
2015-05-20,90.639999
2015-05-21,90.489998
2015-05-22,90.089996
2015-05-26,88.769997
2015-05-27,88.400002
2015-05-28,89.019997
2015-05-29,88.5
2015-06-01,87.639999
2015-06-02,85.839996
2015-06-03,84.730003
2015-06-04,83.370003
2015-06-05,84.199997
2015-06-08,83.779999
2015-06-09,83.019997
2015-06-10,84.279999
2015-06-11,84.290001
2015-06-12,83.550003
2015-06-15,83.139999
2015-06-16,83.370003
2015-06-17,83.58000200000001
2015-06-18,85.25
2015-06-19,85.089996
2015-06-22,85.629997
2015-06-23,87.33000200000001
2015-06-24,85.790001
2015-06-25,85.650002
2015-06-26,85.720001
2015-06-29,83.83000200000001
2015-06-30,84.410004
2015-07-01,88.540001
2015-07-02,91.209999
2015-07-06,91.510002
2015-07-07,92.699997
2015-07-08,91.690002
2015-07-09,93.410004
2015-07-10,98.400002
2015-07-13,99.959999
2015-07-14,98.739998
2015-07-15,97.709999
2015-07-16,102.790001
2015-07-17,102.139999
2015-07-20,99.589996
2015-07-21,98.83000200000001
2015-07-22,99.760002
2015-07-23,98.440002
2015-07-24,98.940002
2015-07-27,97.110001
2015-07-28,97.779999
2015-07-29,97.760002
2015-07-30,96.230003
2015-07-31,97.339996
2015-08-03,96.83000200000001
2015-08-04,96.82
2015-08-05,98.120003
2015-08-06,101.269997
2015-08-07,102.029999
2015-08-10,107.360001
2015-08-11,109.43
2015-08-12,109.379997
2015-08-13,104.410004
2015-08-14,102.08000200000001
2015-08-17,104.25
2015-08-18,105.650002
2015-08-19,104.949997
2015-08-20,101.959999
2015-08-21,93.610001
2015-08-24,89.970001
2015-08-25,88.68
2015-08-26,91.760002
2015-08-27,90.639999
2015-08-28,93.459999
2015-08-31,92.010002
2015-09-01,89.720001
2015-09-02,92.459999
2015-09-03,92.860001
2015-09-04,92.019997
2015-09-08,95.980003
2015-09-09,96.290001
2015-09-10,96.800003
2015-09-11,95.58000200000001
2015-09-14,93.209999
2015-09-15,94.110001
2015-09-16,92.83000200000001
2015-09-17,93.879997
2015-09-18,93.050003
2015-09-21,93.68
2015-09-22,94.360001
2015-09-23,98.980003
2015-09-24,100.400002
2015-09-25,101.529999
2015-09-28,98.379997
2015-09-29,98.33000200000001
2015-09-30,97.239998
2015-10-01,100.290001
2015-10-02,101.540001
2015-10-05,104.849998
2015-10-06,103.099998
2015-10-07,102.970001
2015-10-08,104.410004
2015-10-09,103.400002
2015-10-12,103.629997
2015-10-13,100.07
2015-10-14,98.989998
2015-10-15,103.510002
2015-10-16,104.889999
2015-10-19,102.540001
2015-10-20,100.910004
2015-10-21,100.239998
2015-10-22,101.529999
2015-10-23,103.629997
2015-10-26,103.440002
2015-10-27,104.489998
2015-10-28,105.279999
2015-10-29,108.989998
2015-10-30,106.93
2015-11-02,111.349998
2015-11-03,112.529999
2015-11-04,114.58000200000001
2015-11-05,115.400002
2015-11-06,113.690002
2015-11-09,112.68
2015-11-10,115.099998
2015-11-11,114.58000200000001
2015-11-12,111.620003
2015-11-13,111.660004
2015-11-16,113.43
2015-11-17,113.449997
2015-11-18,113.75
2015-11-19,113.790001
2015-11-20,114.440002
2015-11-23,117.589996
2015-11-24,118.239998
2015-11-25,117.300003
2015-11-27,117.220001
2015-11-30,115.16999799999999
2015-12-01,117.809998
2015-12-02,112.75
2015-12-03,110.230003
2015-12-04,112.370003
2015-12-07,110.559998
2015-12-08,112.269997
2015-12-09,107.769997
2015-12-10,107.050003
2015-12-11,100.599998
2015-12-14,101.83000200000001
2015-12-15,101.940002
2015-12-16,104.790001
2015-12-17,105.949997
2015-12-18,104.32
2015-12-21,105.18
2015-12-22,102.940002
2015-12-23,105.040001
2015-12-24,104.470001
2015-12-28,102.41999799999999
2015-12-29,102.879997
2015-12-30,104.279999
2015-12-31,105.370003
2016-01-04,107.099998
2016-01-05,106.279999
2016-01-06,106.370003
2016-01-07,107.029999
2016-01-08,101.620003
2016-01-11,101.07
2016-01-12,104.650002
2016-01-13,91.91999799999999
2016-01-14,96.489998
2016-01-15,92.709999
2016-01-19,89.599998
2016-01-20,87.190002
2016-01-21,85.239998
2016-01-22,90.730003
2016-01-25,85.720001
2016-01-26,86.5
2016-01-27,82.809998
2016-01-28,83.75
2016-01-29,87.25
2016-02-01,87.760002
2016-02-02,80.529999
2016-02-03,79.209999
2016-02-04,79.790001
2016-02-05,76.239998
2016-02-08,72.949997
2016-02-09,73.620003
2016-02-10,74.010002
2016-02-11,72.010002
2016-02-12,71.07
2016-02-16,70.43
2016-02-17,70.519997
2016-02-18,68.639999
2016-02-19,72.160004
2016-02-22,76.32
2016-02-23,75.519997
2016-02-24,78.949997
2016-02-25,77.75
2016-02-26,80.349998
2016-02-29,80.68
2016-03-01,83.620003
2016-03-02,82.190002
2016-03-03,85.989998
2016-03-04,84.800003
2016-03-07,85.629997
2016-03-08,84.0
2016-03-09,88.5
2016-03-10,86.08000200000001
2016-03-11,88.860001
2016-03-14,86.730003
2016-03-15,86.610001
2016-03-16,87.910004
2016-03-17,87.699997
2016-03-18,89.760002
2016-03-21,89.57
2016-03-22,91.589996
2016-03-23,90.620003
2016-03-24,92.489998
2016-03-28,90.010002
2016-03-29,89.720001
2016-03-30,86.470001
2016-03-31,86.010002
2016-04-01,82.949997
2016-04-04,83.83000200000001
2016-04-05,82.709999
2016-04-06,82.269997
2016-04-07,81.82
2016-04-08,83.16999799999999
2016-04-11,82.199997
2016-04-12,83.800003
2016-04-13,85.550003
2016-04-14,83.32
2016-04-15,80.970001
2016-04-18,82.809998
2016-04-19,83.440002
2016-04-20,83.529999
2016-04-21,83.980003
2016-04-22,86.199997
2016-04-25,86.529999
2016-04-26,86.160004
2016-04-27,87.209999
2016-04-28,85.190002
2016-04-29,79.690002
2016-05-02,81.029999
2016-05-03,78.650002
2016-05-04,76.800003
2016-05-05,77.860001
2016-05-06,77.91999799999999
2016-05-09,75.709999
2016-05-10,77.110001
2016-05-11,77.66999799999999
2016-05-12,75.610001
2016-05-13,76.110001
2016-05-16,77.730003
2016-05-17,77.019997
2016-05-18,79.480003
2016-05-19,77.849998
2016-05-20,79.089996
2016-05-23,77.010002
2016-05-24,78.58000200000001
2016-05-25,78.739998
2016-05-26,77.339996
2016-05-27,78.470001
2016-05-31,78.08000200000001
2016-06-01,80.089996
2016-06-02,81.510002
2016-06-03,80.029999
2016-06-06,80.139999
2016-06-07,82.470001
2016-06-08,80.83000200000001
2016-06-09,78.75
2016-06-10,77.209999
2016-06-13,74.230003
2016-06-14,72.709999
2016-06-15,73.199997
2016-06-16,73.440002
2016-06-17,72.5
2016-06-20,75.010002
2016-06-21,77.059998
2016-06-22,76.860001
2016-06-23,77.779999
2016-06-24,75.279999
2016-06-27,72.160004
2016-06-28,74.040001
2016-06-29,75.480003
2016-06-30,74.91999799999999
2016-07-01,77.510002
2016-07-05,74.940002
2016-07-06,71.160004
2016-07-07,70.010002
2016-07-08,72.720001
2016-07-11,74.0
2016-07-12,76.309998
2016-07-13,74.279999
2016-07-14,75.800003
2016-07-15,75.410004
2016-07-18,76.82
2016-07-19,77.040001
2016-07-20,77.870003
2016-07-21,76.309998
2016-07-22,75.82
2016-07-25,75.650002
2016-07-26,78.730003
2016-07-27,75.970001
2016-07-28,75.779999
2016-07-29,76.150002
2016-08-01,74.57
2016-08-02,73.980003
2016-08-03,77.129997
2016-08-04,74.220001
2016-08-05,74.709999
2016-08-08,77.470001
2016-08-09,76.489998
2016-08-10,75.760002
2016-08-11,75.989998
2016-08-12,75.370003
2016-08-15,76.400002
2016-08-16,76.91999799999999
2016-08-17,75.849998
2016-08-18,75.75
2016-08-19,76.07
2016-08-22,74.41999799999999
2016-08-23,75.150002
2016-08-24,75.900002
2016-08-25,74.099998
2016-08-26,73.949997
2016-08-29,73.75
2016-08-30,75.83000200000001
2016-08-31,75.41999799999999
2016-09-01,73.309998
2016-09-02,74.550003
2016-09-06,76.650002
2016-09-07,79.68
2016-09-08,81.5
2016-09-09,79.139999
2016-09-12,81.540001
2016-09-13,81.150002
2016-09-14,79.760002
2016-09-15,81.25
2016-09-16,81.980003
2016-09-19,83.540001
2016-09-20,81.019997
2016-09-21,81.790001
2016-09-22,82.949997
2016-09-23,83.610001
2016-09-26,81.849998
2016-09-27,82.889999
2016-09-28,82.860001
2016-09-29,77.57
2016-09-30,79.559998
2016-10-03,79.43
2016-10-04,80.239998
2016-10-05,82.410004
2016-10-06,81.279999
2016-10-07,79.980003
2016-10-10,80.309998
2016-10-11,81.269997
2016-10-12,80.739998
2016-10-13,81.760002
2016-10-14,81.660004
2016-10-17,80.470001
2016-10-18,81.440002
2016-10-19,79.82
2016-10-20,80.849998
2016-10-21,81.800003
2016-10-24,81.900002
2016-10-25,82.800003
2016-10-26,84.33000200000001
2016-10-27,83.209999
2016-10-28,83.519997
2016-10-31,84.970001
2016-11-01,83.16999799999999
2016-11-02,79.940002
2016-11-03,79.660004
2016-11-04,79.91999799999999
2016-11-07,80.43
2016-11-08,79.959999
2016-11-09,83.239998
2016-11-10,84.610001
2016-11-11,85.379997
2016-11-14,86.309998
2016-11-15,86.029999
2016-11-16,85.739998
2016-11-17,86.559998
2016-11-18,83.220001
2016-11-21,84.699997
2016-11-22,87.25
2016-11-23,86.040001
2016-11-25,86.480003
2016-11-28,84.360001
2016-11-29,82.160004
2016-11-30,81.349998
2016-12-01,82.209999
2016-12-02,84.910004
2016-12-05,88.610001
2016-12-06,88.730003
2016-12-07,92.0
2016-12-08,90.940002
2016-12-09,90.18
2016-12-12,90.360001
2016-12-13,91.620003
2016-12-14,89.650002
2016-12-15,90.440002
2016-12-16,90.550003
2016-12-19,90.510002
2016-12-20,88.769997
2016-12-21,89.66999799999999
2016-12-22,90.309998
