Date,NRG
2008-08-05,32.919998
2008-08-06,33.990002000000004
2008-08-07,33.75
2008-08-08,33.57
2008-08-11,33.950001
2008-08-12,33.529999
2008-08-13,35.82
2008-08-14,35.220001
2008-08-15,37.150002
2008-08-18,38.080002
2008-08-19,37.75
2008-08-20,38.740002000000004
2008-08-21,38.619999
2008-08-22,38.75
2008-08-25,38.290001000000004
2008-08-26,38.650002
2008-08-27,38.880001
2008-08-28,38.110001000000004
2008-08-29,37.639998999999996
2008-09-02,36.669998
2008-09-03,35.130001
2008-09-04,34.18
2008-09-05,34.040001000000004
2008-09-08,32.75
2008-09-09,30.25
2008-09-10,31.4
2008-09-11,32.040001000000004
2008-09-12,33.389998999999996
2008-09-15,29.719998999999998
2008-09-16,28.190001000000002
2008-09-17,25.15
2008-09-18,27.110001
2008-09-19,30.59
2008-09-22,28.43
2008-09-23,27.719998999999998
2008-09-24,27.58
2008-09-25,27.93
2008-09-26,26.41
2008-09-29,23.559998999999998
2008-09-30,24.75
2008-10-01,23.92
2008-10-02,21.9
2008-10-03,21.780001000000002
2008-10-06,20.24
2008-10-07,17.59
2008-10-08,17.76
2008-10-09,16.780001000000002
2008-10-10,15.17
2008-10-13,18.889999
2008-10-14,19.549999
2008-10-15,18.110001
2008-10-16,18.18
2008-10-17,19.33
2008-10-20,25.0
2008-10-21,24.620001000000002
2008-10-22,21.879998999999998
2008-10-23,21.860001
2008-10-24,20.200001
2008-10-27,19.32
2008-10-28,19.9
2008-10-29,22.0
2008-10-30,24.379998999999998
2008-10-31,23.25
2008-11-03,22.450001
2008-11-04,24.5
2008-11-05,24.0
2008-11-06,21.75
2008-11-07,23.860001
2008-11-10,22.559998999999998
2008-11-11,23.049999
2008-11-12,21.6
2008-11-13,23.85
2008-11-14,22.65
2008-11-17,22.32
2008-11-18,22.09
2008-11-19,20.0
2008-11-20,16.52
2008-11-21,19.0
2008-11-24,21.0
2008-11-25,22.26
2008-11-26,22.700001
2008-11-28,23.690001000000002
2008-12-01,22.07
2008-12-02,23.02
2008-12-03,23.1
2008-12-04,22.17
2008-12-05,23.5
2008-12-08,23.299999
2008-12-09,22.91
2008-12-10,24.32
2008-12-11,23.1
2008-12-12,23.73
2008-12-15,21.76
2008-12-16,22.43
2008-12-17,21.58
2008-12-18,21.120001000000002
2008-12-19,21.67
2008-12-22,20.950001
2008-12-23,20.4
2008-12-24,20.27
2008-12-26,21.57
2008-12-29,20.75
2008-12-30,21.4
2008-12-31,23.33
2009-01-02,23.639999
2009-01-05,23.559998999999998
2009-01-06,24.610001
2009-01-07,23.370001000000002
2009-01-08,24.110001
2009-01-09,23.700001
2009-01-12,24.1
2009-01-13,23.5
2009-01-14,23.34
2009-01-15,23.4
2009-01-16,23.860001
2009-01-20,22.4
2009-01-21,22.66
2009-01-22,22.4
2009-01-23,22.6
2009-01-26,23.459999
2009-01-27,22.879998999999998
2009-01-28,23.879998999999998
2009-01-29,23.549999
2009-01-30,23.360001
2009-02-02,23.209999
2009-02-03,24.32
2009-02-04,24.690001000000002
2009-02-05,24.700001
2009-02-06,25.1
2009-02-09,24.879998999999998
2009-02-10,24.549999
2009-02-11,23.49
2009-02-12,22.049999
2009-02-13,22.32
2009-02-17,19.879998999999998
2009-02-18,19.68
2009-02-19,19.92
2009-02-20,19.799999
2009-02-23,19.23
2009-02-24,20.6
2009-02-25,20.620001000000002
2009-02-26,19.700001
2009-02-27,18.9
2009-03-02,18.559998999999998
2009-03-03,17.450001
2009-03-04,17.75
2009-03-05,17.6
2009-03-06,18.34
2009-03-09,17.4
2009-03-10,16.91
2009-03-11,16.34
2009-03-12,16.59
2009-03-13,17.209999
2009-03-16,17.969998999999998
2009-03-17,17.85
2009-03-18,17.91
2009-03-19,17.77
2009-03-20,17.35
2009-03-23,17.99
2009-03-24,17.27
2009-03-25,17.129998999999998
2009-03-26,17.370001000000002
2009-03-27,17.59
2009-03-30,17.049999
2009-03-31,17.6
2009-04-01,17.139999
2009-04-02,18.6
2009-04-03,19.4
2009-04-06,19.299999
2009-04-07,18.700001
2009-04-08,18.9
2009-04-09,19.41
2009-04-13,18.33
2009-04-14,18.4
2009-04-15,18.58
2009-04-16,17.950001
2009-04-17,17.889999
2009-04-20,17.59
2009-04-21,17.780001000000002
2009-04-22,17.610001
2009-04-23,17.58
2009-04-24,17.309998999999998
2009-04-27,17.35
2009-04-28,16.5
2009-04-29,17.18
2009-04-30,17.98
2009-05-01,18.98
2009-05-04,19.48
2009-05-05,19.77
2009-05-06,19.16
2009-05-07,19.290001
2009-05-08,21.190001000000002
2009-05-11,20.639999
2009-05-12,20.92
2009-05-13,20.15
2009-05-14,20.25
2009-05-15,19.58
2009-05-18,19.299999
2009-05-19,20.07
2009-05-20,19.889999
2009-05-21,19.15
2009-05-22,19.02
2009-05-26,20.65
2009-05-27,21.620001000000002
2009-05-28,22.190001000000002
2009-05-29,22.5
2009-06-01,23.719998999999998
2009-06-02,23.049999
2009-06-03,21.389999
2009-06-04,22.370001000000002
2009-06-05,22.26
2009-06-08,22.09
2009-06-09,22.49
2009-06-10,23.620001000000002
2009-06-11,24.23
2009-06-12,24.370001000000002
2009-06-15,23.209999
2009-06-16,22.9
2009-06-17,22.75
2009-06-18,23.700001
2009-06-19,23.82
2009-06-22,23.110001
2009-06-23,22.889999
2009-06-24,23.440001000000002
2009-06-25,23.809998999999998
2009-06-26,23.799999
2009-06-29,24.950001
2009-06-30,25.959999
2009-07-01,26.049999
2009-07-02,24.799999
2009-07-06,23.51
2009-07-07,22.08
2009-07-08,23.35
2009-07-09,23.98
2009-07-10,23.24
2009-07-13,23.629998999999998
2009-07-14,24.85
2009-07-15,24.860001
2009-07-16,24.719998999999998
2009-07-17,24.389999
2009-07-20,23.549999
2009-07-21,24.82
2009-07-22,24.6
2009-07-23,25.83
2009-07-24,26.91
2009-07-27,27.129998999999998
2009-07-28,26.299999
2009-07-29,26.48
2009-07-30,27.440001000000002
2009-07-31,27.209999
2009-08-03,28.709999
2009-08-04,28.389999
2009-08-05,27.76
2009-08-06,27.85
2009-08-07,27.67
2009-08-10,28.84
2009-08-11,28.4
2009-08-12,27.99
2009-08-13,28.4
2009-08-14,28.950001
2009-08-17,27.700001
2009-08-18,27.85
2009-08-19,28.35
2009-08-20,28.290001
2009-08-21,28.09
2009-08-24,28.08
2009-08-25,28.110001
2009-08-26,27.75
2009-08-27,27.5
2009-08-28,27.76
2009-08-31,26.85
2009-09-01,26.65
2009-09-02,25.879998999999998
2009-09-03,26.200001
2009-09-04,26.59
2009-09-08,26.5
2009-09-09,26.700001
2009-09-10,26.48
2009-09-11,26.75
2009-09-14,27.290001
2009-09-15,28.26
2009-09-16,29.129998999999998
2009-09-17,28.450001
2009-09-18,27.9
2009-09-21,28.030001000000002
2009-09-22,28.4
2009-09-23,27.620001000000002
2009-09-24,26.98
2009-09-25,26.889999
2009-09-28,27.15
2009-09-29,28.57
2009-09-30,28.190001000000002
2009-10-01,26.889999
2009-10-02,26.209999
2009-10-05,27.469998999999998
2009-10-06,27.32
2009-10-07,26.9
2009-10-08,27.15
2009-10-09,27.57
2009-10-12,28.370001000000002
2009-10-13,28.17
2009-10-14,29.01
2009-10-15,29.07
2009-10-16,28.76
2009-10-19,28.889999
2009-10-20,28.25
2009-10-21,27.5
2009-10-22,27.299999
2009-10-23,26.9
2009-10-26,26.049999
2009-10-27,25.6
2009-10-28,24.809998999999998
2009-10-29,24.139999
2009-10-30,22.99
2009-11-02,23.309998999999998
2009-11-03,23.280001000000002
2009-11-04,23.59
2009-11-05,23.809998999999998
2009-11-06,23.76
2009-11-09,24.48
2009-11-10,24.65
2009-11-11,24.66
2009-11-12,23.41
2009-11-13,23.799999
2009-11-16,24.290001
2009-11-17,24.360001
2009-11-18,24.35
2009-11-19,23.4
2009-11-20,23.809998999999998
2009-11-23,24.01
2009-11-24,23.860001
2009-11-25,24.15
2009-11-27,23.91
2009-11-30,23.940001000000002
2009-12-01,24.48
2009-12-02,24.59
2009-12-03,24.110001
2009-12-04,24.34
2009-12-07,24.620001000000002
2009-12-08,24.23
2009-12-09,24.18
2009-12-10,24.549999
2009-12-11,25.040001
2009-12-14,25.57
2009-12-15,25.85
2009-12-16,25.620001000000002
2009-12-17,25.52
2009-12-18,25.450001
2009-12-21,25.43
2009-12-22,24.870001000000002
2009-12-23,24.4
2009-12-24,24.639999
2009-12-28,24.209999
2009-12-29,23.940001000000002
2009-12-30,23.92
2009-12-31,23.610001
2010-01-04,23.870001000000002
2010-01-05,24.24
2010-01-06,24.77
2010-01-07,24.91
2010-01-08,24.5
2010-01-11,24.73
2010-01-12,24.040001
2010-01-13,24.299999
2010-01-14,24.049999
2010-01-15,24.4
2010-01-19,25.15
2010-01-20,24.67
2010-01-21,24.0
2010-01-22,24.73
2010-01-25,24.940001000000002
2010-01-26,24.92
2010-01-27,24.99
2010-01-28,24.719998999999998
2010-01-29,24.110001
2010-02-01,23.9
2010-02-02,23.559998999999998
2010-02-03,23.110001
2010-02-04,22.1
2010-02-05,21.709999
2010-02-08,21.59
2010-02-09,21.889999
2010-02-10,21.66
2010-02-11,22.219998999999998
2010-02-12,22.059998999999998
2010-02-16,22.49
2010-02-17,22.59
2010-02-18,22.57
2010-02-19,23.200001
2010-02-22,23.07
2010-02-23,22.26
2010-02-24,21.860001
2010-02-25,22.07
2010-02-26,21.84
2010-03-01,22.58
2010-03-02,22.67
2010-03-03,22.5
2010-03-04,22.299999
2010-03-05,22.82
2010-03-08,22.9
2010-03-09,22.75
2010-03-10,22.639999
2010-03-11,22.940001000000002
2010-03-12,22.190001000000002
2010-03-15,22.27
2010-03-16,22.5
2010-03-17,22.469998999999998
2010-03-18,22.02
2010-03-19,22.059998999999998
2010-03-22,21.620001000000002
2010-03-23,21.58
2010-03-24,21.17
2010-03-25,20.32
2010-03-26,20.25
2010-03-29,20.6
2010-03-30,21.09
2010-03-31,20.9
2010-04-01,21.459999
2010-04-05,21.65
2010-04-06,21.639999
2010-04-07,21.450001
2010-04-08,21.66
2010-04-09,21.799999
2010-04-12,22.41
2010-04-13,22.549999
2010-04-14,22.49
2010-04-15,22.700001
2010-04-16,21.85
2010-04-19,22.059998999999998
2010-04-20,22.52
2010-04-21,22.34
2010-04-22,22.41
2010-04-23,22.77
2010-04-26,23.32
2010-04-27,23.58
2010-04-28,23.559998999999998
2010-04-29,23.790001
2010-04-30,24.17
2010-05-03,25.17
2010-05-04,24.27
2010-05-05,23.690001000000002
2010-05-06,22.76
2010-05-07,22.639999
2010-05-10,22.07
2010-05-11,21.969998999999998
2010-05-12,23.379998999999998
2010-05-13,23.42
2010-05-14,22.709999
2010-05-17,22.700001
2010-05-18,22.6
2010-05-19,22.49
2010-05-20,21.51
2010-05-21,21.799999
2010-05-24,21.6
2010-05-25,21.690001000000002
2010-05-26,22.110001
2010-05-27,23.02
2010-05-28,23.35
2010-06-01,22.18
2010-06-02,22.809998999999998
2010-06-03,23.42
2010-06-04,22.51
2010-06-07,22.52
2010-06-08,22.530001000000002
2010-06-09,22.629998999999998
2010-06-10,23.42
2010-06-11,22.940001000000002
2010-06-14,22.92
2010-06-15,23.57
2010-06-16,23.34
2010-06-17,23.280001000000002
2010-06-18,23.639999
2010-06-21,23.6
2010-06-22,22.4
2010-06-23,22.209999
2010-06-24,21.780001000000002
2010-06-25,21.85
2010-06-28,21.99
2010-06-29,21.26
2010-06-30,21.209999
2010-07-01,21.190001000000002
2010-07-02,21.0
2010-07-06,21.370001000000002
2010-07-07,22.110001
2010-07-08,22.33
2010-07-09,22.629998999999998
2010-07-12,23.0
2010-07-13,22.9
2010-07-14,22.809998999999998
2010-07-15,22.870001000000002
2010-07-16,22.25
2010-07-19,22.459999
2010-07-20,22.540001
2010-07-21,22.040001
2010-07-22,22.4
2010-07-23,22.889999
2010-07-26,23.26
2010-07-27,23.440001000000002
2010-07-28,23.17
2010-07-29,22.42
2010-07-30,22.68
2010-08-02,23.0
2010-08-03,23.24
2010-08-04,23.190001000000002
2010-08-05,23.23
2010-08-06,22.99
2010-08-09,23.030001000000002
2010-08-10,23.09
2010-08-11,22.57
2010-08-12,22.41
2010-08-13,21.959999
2010-08-16,21.92
2010-08-17,21.950001
2010-08-18,21.790001
2010-08-19,21.290001
2010-08-20,20.73
2010-08-23,20.809998999999998
2010-08-24,20.32
2010-08-25,20.469998999999998
2010-08-26,20.26
2010-08-27,20.629998999999998
2010-08-30,20.32
2010-08-31,20.32
2010-09-01,21.040001
2010-09-02,21.59
2010-09-03,21.65
2010-09-07,21.27
2010-09-08,21.370001000000002
2010-09-09,21.790001
2010-09-10,21.84
2010-09-13,21.879998999999998
2010-09-14,21.65
2010-09-15,21.66
2010-09-16,21.57
2010-09-17,21.540001
2010-09-20,21.26
2010-09-21,21.110001
2010-09-22,21.01
2010-09-23,20.6
2010-09-24,20.75
2010-09-27,20.700001
2010-09-28,20.889999
2010-09-29,20.809998999999998
2010-09-30,20.82
2010-10-01,21.09
2010-10-04,20.799999
2010-10-05,21.26
2010-10-06,21.450001
2010-10-07,21.49
2010-10-08,21.309998999999998
2010-10-11,21.139999
2010-10-12,20.98
2010-10-13,21.219998999999998
2010-10-14,20.9
2010-10-15,20.860001
2010-10-18,20.860001
2010-10-19,20.459999
2010-10-20,20.549999
2010-10-21,20.34
2010-10-22,20.24
2010-10-25,20.18
2010-10-26,20.139999
2010-10-27,19.91
2010-10-28,19.790001
2010-10-29,19.91
2010-11-01,19.74
2010-11-02,19.889999
2010-11-03,20.040001
2010-11-04,19.93
2010-11-05,20.1
2010-11-08,20.17
2010-11-09,20.209999
2010-11-10,20.07
2010-11-11,20.16
2010-11-12,19.610001
2010-11-15,19.790001
2010-11-16,19.440001000000002
2010-11-17,19.469998999999998
2010-11-18,19.52
2010-11-19,19.35
2010-11-22,19.58
2010-11-23,19.4
2010-11-24,19.76
2010-11-26,19.620001000000002
2010-11-29,19.549999
2010-11-30,19.379998999999998
2010-12-01,19.16
2010-12-02,19.190001000000002
2010-12-03,19.15
2010-12-06,19.09
2010-12-07,18.85
2010-12-08,18.610001
2010-12-09,18.75
2010-12-10,18.700001
2010-12-13,18.74
2010-12-14,18.68
2010-12-15,18.51
2010-12-16,18.309998999999998
2010-12-17,18.67
2010-12-20,18.700001
2010-12-21,18.690001000000002
2010-12-22,19.1
2010-12-23,19.190001000000002
2010-12-27,19.17
2010-12-28,19.23
2010-12-29,19.559998999999998
2010-12-30,19.549999
2010-12-31,19.540001
2011-01-03,19.83
2011-01-04,19.84
2011-01-05,19.639999
2011-01-06,19.52
2011-01-07,19.629998999999998
2011-01-10,19.77
2011-01-11,20.18
2011-01-12,20.120001000000002
2011-01-13,20.23
2011-01-14,20.24
2011-01-18,20.200001
2011-01-19,20.049999
2011-01-20,20.459999
2011-01-21,20.610001
2011-01-24,20.709999
2011-01-25,20.85
2011-01-26,21.07
2011-01-27,21.530001000000002
2011-01-28,20.99
2011-01-31,20.75
2011-02-01,20.889999
2011-02-02,20.76
2011-02-03,21.280001000000002
2011-02-04,20.73
2011-02-07,21.17
2011-02-08,20.74
2011-02-09,20.68
2011-02-10,20.860001
2011-02-11,20.9
2011-02-14,20.629998999999998
2011-02-15,20.879998999999998
2011-02-16,20.76
2011-02-17,20.84
2011-02-18,20.889999
2011-02-22,19.969998999999998
2011-02-23,19.799999
2011-02-24,19.299999
2011-02-25,19.549999
2011-02-28,19.99
2011-03-01,19.52
2011-03-02,19.360001
2011-03-03,19.43
2011-03-04,19.379998999999998
2011-03-07,19.219998999999998
2011-03-08,19.549999
2011-03-09,19.780001000000002
2011-03-10,19.290001
2011-03-11,19.790001
2011-03-14,20.17
2011-03-15,20.129998999999998
2011-03-16,20.209999
2011-03-17,20.5
2011-03-18,20.719998999999998
2011-03-21,20.860001
2011-03-22,21.1
2011-03-23,21.08
2011-03-24,21.139999
2011-03-25,21.33
2011-03-28,21.280001000000002
2011-03-29,21.6
2011-03-30,21.84
2011-03-31,21.540001
2011-04-01,21.65
2011-04-04,21.379998999999998
2011-04-05,21.120001000000002
2011-04-06,21.32
2011-04-07,21.799999
2011-04-08,21.52
2011-04-11,21.469998999999998
2011-04-12,21.34
2011-04-13,21.309998999999998
2011-04-14,21.34
2011-04-15,21.66
2011-04-18,21.49
2011-04-19,21.879998999999998
2011-04-20,22.459999
2011-04-21,22.860001
2011-04-25,22.58
2011-04-26,23.33
2011-04-27,23.9
2011-04-28,23.93
2011-04-29,24.200001
2011-05-02,24.120001000000002
2011-05-03,23.83
2011-05-04,23.809998999999998
2011-05-05,23.719998999999998
2011-05-06,24.09
2011-05-09,24.370001000000002
2011-05-10,24.950001
2011-05-11,24.870001000000002
2011-05-12,24.77
2011-05-13,24.52
2011-05-16,24.690001000000002
2011-05-17,24.639999
2011-05-18,24.780001000000002
2011-05-19,24.92
2011-05-20,25.27
2011-05-23,24.700001
2011-05-24,24.59
2011-05-25,24.700001
2011-05-26,24.709999
2011-05-27,24.59
2011-05-31,24.76
2011-06-01,24.309998999999998
2011-06-02,24.030001000000002
2011-06-03,23.889999
2011-06-06,23.799999
2011-06-07,23.9
2011-06-08,24.139999
2011-06-09,24.1
2011-06-10,23.790001
2011-06-13,23.629998999999998
2011-06-14,23.74
2011-06-15,23.059998999999998
2011-06-16,22.969998999999998
2011-06-17,23.309998999999998
2011-06-20,23.49
2011-06-21,23.719998999999998
2011-06-22,23.4
2011-06-23,23.23
2011-06-24,22.799999
2011-06-27,23.059998999999998
2011-06-28,23.91
2011-06-29,24.290001
2011-06-30,24.58
2011-07-01,24.799999
2011-07-05,24.219998999999998
2011-07-06,24.01
2011-07-07,24.23
2011-07-08,24.200001
2011-07-11,23.389999
2011-07-12,23.709999
2011-07-13,23.99
2011-07-14,24.09
2011-07-15,24.299999
2011-07-18,24.190001000000002
2011-07-19,24.790001
2011-07-20,24.57
2011-07-21,24.950001
2011-07-22,24.75
2011-07-25,25.41
2011-07-26,25.17
2011-07-27,25.120001000000002
2011-07-28,24.85
2011-07-29,24.52
2011-08-01,24.440001000000002
2011-08-02,23.690001000000002
2011-08-03,23.66
2011-08-04,22.16
2011-08-05,22.16
2011-08-08,20.35
2011-08-09,21.48
2011-08-10,21.02
2011-08-11,22.450001
2011-08-12,22.27
2011-08-15,22.870001000000002
2011-08-16,22.440001000000002
2011-08-17,22.26
2011-08-18,21.790001
2011-08-19,21.379998999999998
2011-08-22,21.190001000000002
2011-08-23,21.719998999999998
2011-08-24,22.309998999999998
2011-08-25,21.59
2011-08-26,21.91
2011-08-29,22.639999
2011-08-30,22.610001
2011-08-31,23.440001000000002
2011-09-01,23.549999
2011-09-02,23.16
2011-09-06,22.799999
2011-09-07,23.549999
2011-09-08,23.540001
2011-09-09,22.709999
2011-09-12,22.940001000000002
2011-09-13,23.18
2011-09-14,23.190001000000002
2011-09-15,23.790001
2011-09-16,23.440001000000002
2011-09-19,22.969998999999998
2011-09-20,23.0
2011-09-21,22.370001000000002
2011-09-22,21.700001
2011-09-23,21.76
2011-09-26,21.92
2011-09-27,21.700001
2011-09-28,21.23
2011-09-29,21.639999
2011-09-30,21.209999
2011-10-03,19.93
2011-10-04,19.57
2011-10-05,20.51
2011-10-06,20.83
2011-10-07,20.4
2011-10-10,20.889999
2011-10-11,20.780001000000002
2011-10-12,20.99
2011-10-13,20.91
2011-10-14,21.139999
2011-10-17,20.52
2011-10-18,21.030001000000002
2011-10-19,20.889999
2011-10-20,20.92
2011-10-21,21.43
2011-10-24,21.48
2011-10-25,20.92
2011-10-26,20.809998999999998
2011-10-27,21.92
2011-10-28,21.709999
2011-10-31,21.42
2011-11-01,20.51
2011-11-02,21.0
2011-11-03,21.690001000000002
2011-11-04,21.52
2011-11-07,21.959999
2011-11-08,22.57
2011-11-09,21.620001000000002
2011-11-10,21.639999
2011-11-11,21.91
2011-11-14,21.59
2011-11-15,21.360001
2011-11-16,20.870001000000002
2011-11-17,20.74
2011-11-18,20.52
2011-11-21,20.16
2011-11-22,19.860001
2011-11-23,18.77
2011-11-25,18.709999
2011-11-28,19.01
2011-11-29,19.01
2011-11-30,19.68
2011-12-01,19.67
2011-12-02,19.370001000000002
2011-12-05,19.379998999999998
2011-12-06,19.370001000000002
2011-12-07,19.530001000000002
2011-12-08,18.610001
2011-12-09,18.93
2011-12-12,18.290001
2011-12-13,18.389999
2011-12-14,18.0
2011-12-15,18.209999
2011-12-16,18.309998999999998
2011-12-19,17.57
2011-12-20,18.620001000000002
2011-12-21,18.639999
2011-12-22,18.66
2011-12-23,18.57
2011-12-27,18.58
2011-12-28,18.17
2011-12-29,18.25
2011-12-30,18.120001000000002
2012-01-03,17.969998999999998
2012-01-04,17.98
2012-01-05,18.049999
2012-01-06,17.690001000000002
2012-01-09,17.540001
2012-01-10,17.629998999999998
2012-01-11,17.59
2012-01-12,17.629998999999998
2012-01-13,17.690001000000002
2012-01-17,17.24
2012-01-18,17.24
2012-01-19,16.42
2012-01-20,16.15
2012-01-23,16.629998999999998
2012-01-24,16.5
2012-01-25,17.33
2012-01-26,17.08
2012-01-27,16.68
2012-01-30,16.799999
2012-01-31,16.879998999999998
2012-02-01,16.809998999999998
2012-02-02,16.860001
2012-02-03,17.26
2012-02-06,16.950001
2012-02-07,17.120001000000002
2012-02-08,17.120001000000002
2012-02-09,17.08
2012-02-10,17.32
2012-02-13,17.08
2012-02-14,17.049999
2012-02-15,16.93
2012-02-16,17.34
2012-02-17,17.5
2012-02-21,17.77
2012-02-22,17.549999
2012-02-23,17.74
2012-02-24,17.85
2012-02-27,17.6
2012-02-28,17.549999
2012-02-29,17.1
2012-03-01,17.200001
2012-03-02,17.290001
2012-03-05,17.190001000000002
2012-03-06,16.719998999999998
2012-03-07,16.620001000000002
2012-03-08,16.690001000000002
2012-03-09,16.73
2012-03-12,16.48
2012-03-13,16.719998999999998
2012-03-14,16.6
2012-03-15,16.41
2012-03-16,16.77
2012-03-19,16.41
2012-03-20,16.48
2012-03-21,16.92
2012-03-22,16.65
2012-03-23,16.709999
2012-03-26,16.58
2012-03-27,16.5
2012-03-28,16.110001
2012-03-29,15.74
2012-03-30,15.67
2012-04-02,15.6
2012-04-03,15.5
2012-04-04,15.55
2012-04-05,15.18
2012-04-09,14.86
2012-04-10,14.62
2012-04-11,14.65
2012-04-12,14.74
2012-04-13,14.58
2012-04-16,14.34
2012-04-17,15.03
2012-04-18,14.97
2012-04-19,15.06
2012-04-20,15.39
2012-04-23,15.35
2012-04-24,15.9
2012-04-25,16.360001
2012-04-26,16.690001000000002
2012-04-27,16.629998999999998
2012-04-30,17.0
2012-05-01,16.969998999999998
2012-05-02,16.610001
2012-05-03,16.209999
2012-05-04,15.47
2012-05-07,15.49
2012-05-08,15.16
2012-05-09,15.42
2012-05-10,16.129998999999998
2012-05-11,16.290001
2012-05-14,16.07
2012-05-15,15.72
2012-05-16,15.77
2012-05-17,15.62
2012-05-18,15.44
2012-05-21,15.76
2012-05-22,15.84
2012-05-23,15.67
2012-05-24,15.69
2012-05-25,15.64
2012-05-29,15.72
2012-05-30,15.32
2012-05-31,15.32
2012-06-01,14.84
2012-06-04,15.14
2012-06-05,15.49
2012-06-06,16.07
2012-06-07,15.82
2012-06-08,15.93
2012-06-11,15.24
2012-06-12,15.3
2012-06-13,15.03
2012-06-14,15.09
2012-06-15,15.02
2012-06-18,15.21
2012-06-19,15.84
2012-06-20,15.81
2012-06-21,15.26
2012-06-22,15.61
2012-06-25,15.5
2012-06-26,15.61
2012-06-27,16.549999
2012-06-28,16.83
2012-06-29,17.360001
2012-07-02,17.26
2012-07-03,17.67
2012-07-05,17.309998999999998
2012-07-06,17.139999
2012-07-09,16.950001
2012-07-10,16.83
2012-07-11,17.1
2012-07-12,17.23
2012-07-13,17.6
2012-07-16,17.459999
2012-07-17,17.49
2012-07-18,17.93
2012-07-19,18.1
2012-07-20,18.049999
2012-07-23,19.52
2012-07-24,18.75
2012-07-25,19.02
2012-07-26,19.6
2012-07-27,19.780001000000002
2012-07-30,19.889999
2012-07-31,19.82
2012-08-01,19.75
2012-08-02,19.09
2012-08-03,19.41
2012-08-06,19.59
2012-08-07,19.540001
2012-08-08,20.24
2012-08-09,20.879998999999998
2012-08-10,20.860001
2012-08-13,20.67
2012-08-14,20.91
2012-08-15,20.870001000000002
2012-08-16,20.99
2012-08-17,21.540001
2012-08-20,22.26
2012-08-21,21.85
2012-08-22,21.48
2012-08-23,21.209999
2012-08-24,21.18
2012-08-27,21.200001
2012-08-28,21.16
2012-08-29,21.200001
2012-08-30,21.209999
2012-08-31,21.34
2012-09-04,21.530001000000002
2012-09-05,21.360001
2012-09-06,22.33
2012-09-07,21.780001000000002
2012-09-10,21.959999
2012-09-11,22.309998999999998
2012-09-12,22.34
2012-09-13,21.799999
2012-09-14,22.1
2012-09-17,21.77
2012-09-18,21.450001
2012-09-19,21.450001
2012-09-20,21.48
2012-09-21,21.889999
2012-09-24,22.02
2012-09-25,21.719998999999998
2012-09-26,21.4
2012-09-27,21.58
2012-09-28,21.389999
2012-10-01,21.629998999999998
2012-10-02,21.860001
2012-10-03,22.18
2012-10-04,22.620001000000002
2012-10-05,22.76
2012-10-08,22.950001
2012-10-09,23.09
2012-10-10,23.02
2012-10-11,23.65
2012-10-12,23.02
2012-10-15,23.27
2012-10-16,23.23
2012-10-17,23.440001000000002
2012-10-18,23.27
2012-10-19,23.280001000000002
2012-10-22,23.02
2012-10-23,22.4
2012-10-24,22.52
2012-10-25,22.25
2012-10-26,21.940001000000002
2012-10-31,21.559998999999998
2012-11-01,21.549999
2012-11-02,21.209999
2012-11-05,21.0
2012-11-06,21.290001
2012-11-07,20.790001
2012-11-08,20.620001000000002
2012-11-09,20.530001000000002
2012-11-12,20.209999
2012-11-13,19.67
2012-11-14,19.42
2012-11-15,19.59
2012-11-16,19.780001000000002
2012-11-19,19.75
2012-11-20,19.809998999999998
2012-11-21,19.98
2012-11-23,19.950001
2012-11-26,20.209999
2012-11-27,20.67
2012-11-28,20.799999
2012-11-29,21.02
2012-11-30,21.1
2012-12-03,21.129998999999998
2012-12-04,21.219998999999998
2012-12-05,21.73
2012-12-06,21.92
2012-12-07,21.879998999999998
2012-12-10,22.18
2012-12-11,22.440001000000002
2012-12-12,22.58
2012-12-13,22.74
2012-12-14,23.0
2012-12-17,23.450001
2012-12-18,23.110001
2012-12-19,22.780001000000002
2012-12-20,23.190001000000002
2012-12-21,22.870001000000002
2012-12-24,22.76
2012-12-26,22.6
2012-12-27,22.93
2012-12-28,22.59
2012-12-31,22.99
2013-01-02,22.9
2013-01-03,22.959999
2013-01-04,23.18
2013-01-07,22.68
2013-01-08,22.879998999999998
2013-01-09,22.799999
2013-01-10,23.139999
2013-01-11,23.559998999999998
2013-01-14,23.200001
2013-01-15,23.42
2013-01-16,23.26
2013-01-17,23.68
2013-01-18,23.889999
2013-01-22,23.92
2013-01-23,23.879998999999998
2013-01-24,23.67
2013-01-25,23.59
2013-01-28,23.58
2013-01-29,23.879998999999998
2013-01-30,23.860001
2013-01-31,24.0
2013-02-01,24.049999
2013-02-04,23.65
2013-02-05,23.719998999999998
2013-02-06,24.27
2013-02-07,24.16
2013-02-08,24.129998999999998
2013-02-11,24.120001000000002
2013-02-12,24.24
2013-02-13,24.120001000000002
2013-02-14,23.889999
2013-02-15,23.940001000000002
2013-02-19,24.530001000000002
2013-02-20,24.02
2013-02-21,23.950001
2013-02-22,24.030001000000002
2013-02-25,23.65
2013-02-26,23.83
2013-02-27,24.0
2013-02-28,24.0
2013-03-01,24.0
2013-03-04,24.129998999999998
2013-03-05,24.48
2013-03-06,24.59
2013-03-07,24.700001
2013-03-08,24.879998999999998
2013-03-11,25.209999
2013-03-12,25.33
2013-03-13,25.370001000000002
2013-03-14,25.870001000000002
2013-03-15,26.09
