Date,LIND
2018-07-18,13.6
2018-07-19,13.66
2018-07-20,13.5
2018-07-23,13.47
2018-07-24,13.4
2018-07-25,13.4
2018-07-26,13.25
2018-07-27,12.88
2018-07-30,12.87
2018-07-31,13.24
2018-08-01,13.01
2018-08-02,13.19
2018-08-03,13.27
2018-08-06,13.59
2018-08-07,14.03
2018-08-08,13.58
2018-08-09,13.8
2018-08-10,13.84
2018-08-13,13.77
2018-08-14,14.07
2018-08-15,14.14
2018-08-16,14.47
2018-08-17,14.78
2018-08-20,15.02
2018-08-21,15.04
2018-08-22,15.07
2018-08-23,15.12
2018-08-24,15.08
2018-08-27,15.11
2018-08-28,15.1
2018-08-29,15.11
2018-08-30,15.13
2018-08-31,15.19
2018-09-04,15.43
2018-09-05,15.35
2018-09-06,14.9
2018-09-07,14.66
2018-09-10,14.64
2018-09-11,14.52
2018-09-12,14.55
2018-09-13,14.51
2018-09-14,14.54
2018-09-17,14.67
2018-09-18,15.06
2018-09-19,14.8
2018-09-20,14.8
2018-09-21,14.89
2018-09-24,14.66
2018-09-25,14.6
2018-09-26,14.62
2018-09-27,14.71
2018-09-28,14.87
2018-10-01,14.94
2018-10-02,14.88
2018-10-03,14.84
2018-10-04,14.7
2018-10-05,14.5
2018-10-08,14.35
2018-10-09,14.17
2018-10-10,13.82
2018-10-11,13.76
2018-10-12,13.46
2018-10-15,13.44
2018-10-16,14.19
2018-10-17,13.85
2018-10-18,13.59
2018-10-19,13.54
2018-10-22,13.33
2018-10-23,13.27
2018-10-24,13.02
2018-10-25,13.34
2018-10-26,13.25
2018-10-29,13.27
2018-10-30,13.48
2018-10-31,13.51
2018-11-01,13.64
2018-11-02,13.34
2018-11-05,13.43
2018-11-06,13.49
2018-11-07,13.49
2018-11-08,13.31
2018-11-09,13.28
2018-11-12,13.19
2018-11-13,12.98
2018-11-14,13.01
2018-11-15,13.06
2018-11-16,13.07
2018-11-19,12.96
2018-11-20,12.75
2018-11-21,12.94
2018-11-23,13.06
2018-11-26,13.13
2018-11-27,12.93
2018-11-28,13.04
2018-11-29,12.74
2018-11-30,12.88
2018-12-03,12.93
2018-12-04,12.74
2018-12-06,13.2
2018-12-07,12.98
2018-12-10,12.9
2018-12-11,12.78
2018-12-12,13.12
2018-12-13,13.06
2018-12-14,12.99
2018-12-17,13.24
2018-12-18,13.21
2018-12-19,13.05
2018-12-20,12.56
2018-12-21,12.82
2018-12-24,12.32
2018-12-26,13.02
2018-12-27,12.99
2018-12-28,13.23
2018-12-31,13.46
2019-01-02,13.17
2019-01-03,13.06
2019-01-04,13.34
2019-01-07,13.09
2019-01-08,13.0
2019-01-09,13.0
2019-01-10,12.98
2019-01-11,12.76
2019-01-14,12.51
2019-01-15,12.63
2019-01-16,12.57
2019-01-17,12.51
2019-01-18,12.46
2019-01-22,12.42
2019-01-23,12.52
2019-01-24,12.64
2019-01-25,12.79
2019-01-28,12.49
2019-01-29,12.35
2019-01-30,12.36
2019-01-31,12.29
2019-02-01,12.24
2019-02-04,12.28
2019-02-05,12.21
2019-02-06,12.19
2019-02-07,12.38
2019-02-08,12.42
2019-02-11,12.35
2019-02-12,12.46
2019-02-13,12.77
2019-02-14,12.58
2019-02-15,13.08
2019-02-19,13.07
2019-02-20,13.04
2019-02-21,13.34
2019-02-22,13.36
2019-02-25,13.34
2019-02-26,13.5
2019-02-27,13.6
2019-02-28,13.59
2019-03-01,14.09
2019-03-04,14.31
2019-03-05,14.53
2019-03-06,14.78
2019-03-07,15.19
2019-03-08,15.79
2019-03-11,15.93
2019-03-12,15.6
2019-03-13,15.51
2019-03-14,15.16
2019-03-15,15.28
2019-03-18,15.3
2019-03-19,15.42
2019-03-20,15.27
2019-03-21,15.19
2019-03-22,15.22
2019-03-25,15.2
2019-03-26,15.33
2019-03-27,15.25
2019-03-28,15.2
2019-03-29,15.25
2019-04-01,15.48
2019-04-02,15.56
2019-04-03,15.71
2019-04-04,15.96
2019-04-05,16.209999
2019-04-08,16.4
2019-04-09,16.23
2019-04-10,16.24
2019-04-11,16.26
2019-04-12,16.23
2019-04-15,16.290001
2019-04-16,16.309998999999998
2019-04-17,16.15
2019-04-18,16.17
2019-04-22,15.69
2019-04-23,15.85
2019-04-24,15.87
2019-04-25,15.94
2019-04-26,16.120001000000002
2019-04-29,16.120001000000002
2019-04-30,16.209999
2019-05-01,15.98
2019-05-02,16.24
2019-05-03,16.07
2019-05-06,16.02
2019-05-07,16.190001000000002
2019-05-08,16.01
2019-05-09,16.030001000000002
2019-05-10,16.15
2019-05-13,15.93
2019-05-14,16.09
2019-05-15,16.139999
2019-05-16,16.040001
2019-05-17,15.91
2019-05-20,16.18
2019-05-21,16.24
2019-05-22,16.51
2019-05-23,16.49
2019-05-24,16.51
2019-05-28,16.48
2019-05-29,16.360001
2019-05-30,16.389999
2019-05-31,16.32
2019-06-03,16.809998999999998
2019-06-04,16.49
2019-06-05,16.549999
2019-06-06,16.43
2019-06-07,16.440001000000002
2019-06-10,16.450001
2019-06-11,16.440001000000002
2019-06-12,16.59
2019-06-13,16.84
2019-06-14,17.73
2019-06-17,17.65
2019-06-18,17.190001000000002
2019-06-19,17.57
2019-06-20,17.52
2019-06-21,17.440001000000002
2019-06-24,17.299999
2019-06-25,17.059998999999998
2019-06-26,17.27
2019-06-27,17.469998999999998
2019-06-28,17.950001
2019-07-01,18.440001000000002
2019-07-02,17.549999
2019-07-03,17.610001
2019-07-05,17.120001000000002
2019-07-08,16.98
2019-07-09,17.049999
2019-07-10,16.950001
2019-07-11,16.950001
2019-07-12,17.719998999999998
2019-07-15,17.93
2019-07-16,18.360001
2019-07-17,18.809998999999998
2019-07-18,18.77
2019-07-19,18.280001000000002
2019-07-22,17.93
2019-07-23,18.41
2019-07-24,18.67
2019-07-25,18.68
2019-07-26,18.709999
2019-07-29,18.51
2019-07-30,18.85
2019-07-31,18.83
2019-08-01,18.5
2019-08-02,18.9
2019-08-05,18.299999
2019-08-06,18.66
2019-08-07,18.57
2019-08-08,18.98
2019-08-09,18.799999
2019-08-12,18.610001
2019-08-13,18.799999
2019-08-14,18.299999
2019-08-15,18.43
2019-08-16,18.219998999999998
2019-08-19,18.440001000000002
2019-08-20,18.549999
2019-08-21,18.889999
2019-08-22,18.99
2019-08-23,18.620001000000002
2019-08-26,18.780001000000002
2019-08-27,18.719998999999998
2019-08-28,18.9
2019-08-29,19.0
2019-08-30,18.66
2019-09-03,18.690001000000002
2019-09-04,18.719998999999998
2019-09-05,18.43
2019-09-06,18.33
2019-09-09,18.370001000000002
2019-09-10,18.1
2019-09-11,17.139999
2019-09-12,17.26
2019-09-13,18.0
2019-09-16,17.57
2019-09-17,17.41
2019-09-18,17.379998999999998
2019-09-19,17.67
2019-09-20,17.690001000000002
2019-09-23,17.92
2019-09-24,18.01
2019-09-25,18.0
2019-09-26,17.15
2019-09-27,17.190001000000002
2019-09-30,16.76
2019-10-01,16.75
2019-10-02,17.01
2019-10-03,16.99
2019-10-04,16.68
2019-10-07,16.84
2019-10-08,16.91
2019-10-09,16.98
2019-10-10,16.98
2019-10-11,16.91
2019-10-14,16.67
2019-10-15,16.75
2019-10-16,16.709999
2019-10-17,16.950001
2019-10-18,16.93
2019-10-21,17.35
2019-10-22,17.18
2019-10-23,17.110001
2019-10-24,16.9
2019-10-25,16.540001
2019-10-28,16.379998999999998
2019-10-29,15.85
2019-10-30,15.03
2019-10-31,15.74
2019-11-01,15.7
2019-11-04,16.01
2019-11-05,15.12
2019-11-06,15.25
2019-11-07,15.19
2019-11-08,15.03
2019-11-11,15.11
2019-11-12,15.01
2019-11-13,15.14
2019-11-14,15.09
2019-11-15,15.01
2019-11-18,15.0
2019-11-19,15.01
2019-11-20,15.34
2019-11-21,15.05
2019-11-22,15.05
2019-11-25,15.08
2019-11-26,15.39
2019-11-27,15.05
2019-11-29,15.5
2019-12-02,15.48
2019-12-03,15.04
2019-12-04,15.09
2019-12-05,15.17
2019-12-06,15.37
2019-12-09,15.29
2019-12-10,15.47
2019-12-11,15.58
2019-12-12,15.72
2019-12-13,15.78
2019-12-16,15.89
2019-12-17,16.200001
2019-12-18,16.18
2019-12-19,16.26
2019-12-20,16.370001000000002
2019-12-23,16.77
2019-12-24,16.82
2019-12-26,16.73
2019-12-27,16.549999
2019-12-30,16.360001
2019-12-31,16.35
2020-01-02,16.200001
2020-01-03,16.15
2020-01-06,16.32
2020-01-07,16.25
2020-01-08,16.32
2020-01-09,17.549999
2020-01-10,17.99
2020-01-13,18.27
2020-01-14,17.629998999999998
2020-01-15,17.950001
2020-01-16,17.74
2020-01-17,17.73
2020-01-21,17.360001
2020-01-22,17.860001
2020-01-23,17.92
2020-01-24,17.459999
2020-01-27,16.969998999999998
2020-01-28,17.35
2020-01-29,17.549999
2020-01-30,16.870001000000002
2020-01-31,16.49
2020-02-03,16.870001000000002
2020-02-04,16.58
2020-02-05,16.76
2020-02-06,16.360001
2020-02-07,15.69
2020-02-10,15.87
2020-02-11,15.7
2020-02-12,15.63
2020-02-13,15.9
2020-02-14,15.4
2020-02-18,15.18
2020-02-19,15.31
2020-02-20,15.21
2020-02-21,14.89
2020-02-24,13.8
2020-02-25,13.17
2020-02-26,13.03
2020-02-27,12.4
2020-02-28,11.9
2020-03-02,12.8
2020-03-03,11.49
2020-03-04,11.62
2020-03-05,10.88
2020-03-06,10.45
2020-03-09,9.01
2020-03-10,10.22
2020-03-11,9.0
2020-03-12,6.73
2020-03-13,5.93
2020-03-16,3.82
2020-03-17,4.37
2020-03-18,3.74
2020-03-19,3.75
2020-03-20,3.31
2020-03-23,3.2
2020-03-24,3.95
2020-03-25,5.01
2020-03-26,5.68
2020-03-27,5.03
2020-03-30,4.28
2020-03-31,4.17
2020-04-01,3.69
2020-04-02,3.57
2020-04-03,3.7
2020-04-06,4.22
2020-04-07,4.97
2020-04-08,6.14
2020-04-09,5.38
2020-04-13,5.13
2020-04-14,5.24
2020-04-15,5.08
2020-04-16,4.75
2020-04-17,5.31
2020-04-20,5.1
2020-04-21,5.25
2020-04-22,4.92
2020-04-23,5.07
2020-04-24,5.12
2020-04-27,5.56
2020-04-28,6.05
2020-04-29,6.49
2020-04-30,6.68
2020-05-01,6.9
2020-05-04,6.46
2020-05-05,6.28
2020-05-06,5.96
2020-05-07,6.17
2020-05-08,6.52
