Date,HENKY
2009-06-22,6.6525
2009-06-23,6.6875
2009-06-24,6.65
2009-06-25,6.675
2009-06-26,6.6
2009-06-29,6.715
2009-06-30,6.7
2009-07-01,6.9125
2009-07-02,6.82
2009-07-06,6.7125
2009-07-07,6.6375
2009-07-08,6.575
2009-07-09,6.5725
2009-07-10,6.46
2009-07-13,6.55
2009-07-14,6.46
2009-07-15,6.715
2009-07-16,6.8625
2009-07-17,6.78
2009-07-20,6.97
2009-07-21,7.14
2009-07-22,7.2125
2009-07-23,7.375
2009-07-24,7.3625
2009-07-27,7.35
2009-07-28,7.4
2009-07-29,7.485
2009-07-30,7.82
2009-07-31,7.8625
2009-08-03,7.7875
2009-08-04,7.8
2009-08-05,8.125
2009-08-06,8.2375
2009-08-07,8.175
2009-08-10,8.1375
2009-08-11,8.1375
2009-08-12,8.355
2009-08-13,8.35
2009-08-14,8.1375
2009-08-17,8.1375
2009-08-18,7.9875
2009-08-19,8.0875
2009-08-20,8.0125
2009-08-21,8.2125
2009-08-24,8.3
2009-08-25,8.3875
2009-08-26,8.5125
2009-08-27,8.525
2009-08-28,8.425
2009-08-31,8.3425
2009-09-01,8.0775
2009-09-02,8.075
2009-09-03,8.025
2009-09-04,8.1125
2009-09-08,8.2
2009-09-09,8.45
2009-09-10,8.45
2009-09-11,8.7375
2009-09-14,8.9375
2009-09-15,8.825
2009-09-16,8.9125
2009-09-17,8.725
2009-09-18,8.68
2009-09-21,8.6625
2009-09-22,8.75
2009-09-23,8.8875
2009-09-24,8.725
2009-09-25,8.75
2009-09-28,9.075
2009-09-29,8.9875
2009-09-30,9.125
2009-10-01,8.8625
2009-10-02,8.75
2009-10-05,8.8625
2009-10-06,9.025
2009-10-07,9.1
2009-10-08,9.6375
2009-10-09,9.575
2009-10-12,9.75
2009-10-13,9.45
2009-10-14,9.7375
2009-10-15,10.0625
2009-10-16,10.0875
2009-10-19,10.005
2009-10-20,9.8625
2009-10-21,10.075
2009-10-22,10.1
2009-10-23,10.1025
2009-10-26,9.95
2009-10-27,9.9375
2009-10-28,9.6375
2009-10-29,10.125
2009-10-30,9.8375
2009-11-02,9.7875
2009-11-03,9.775
2009-11-04,10.05
2009-11-05,9.945
2009-11-06,9.975
2009-11-09,10.2875
2009-11-10,10.4075
2009-11-11,10.3125
2009-11-12,10.135
2009-11-13,10.1925
2009-11-16,10.3625
2009-11-17,10.37
2009-11-18,10.4375
2009-11-19,10.2625
2009-11-20,10.3875
2009-11-23,10.6675
2009-11-24,10.78
2009-11-25,10.925
2009-11-27,10.625
2009-11-30,10.875
2009-12-01,11.335
2009-12-02,11.0825
2009-12-03,11.1375
2009-12-04,11.1175
2009-12-07,11.1375
2009-12-08,10.8125
2009-12-09,10.7375
2009-12-10,10.97
2009-12-11,11.2375
2009-12-14,11.29
2009-12-15,11.175
2009-12-16,11.23
2009-12-17,11.15
2009-12-18,11.1575
2009-12-21,11.2
2009-12-22,11.0875
2009-12-23,11.325
2009-12-24,11.425
2009-12-28,11.3
2009-12-29,11.19
2009-12-30,11.1625
2009-12-31,11.1375
2010-01-04,11.4075
2010-01-05,11.21
2010-01-06,11.325
2010-01-07,11.0625
2010-01-08,11.1
2010-01-11,11.1225
2010-01-12,11.2625
2010-01-13,11.3625
2010-01-14,11.5625
2010-01-15,11.4375
2010-01-19,11.3875
2010-01-20,11.2375
2010-01-21,11.275
2010-01-22,11.0
2010-01-25,11.0
2010-01-26,11.0
2010-01-27,10.9
2010-01-28,10.9125
2010-01-29,10.8575
2010-02-01,10.925
2010-02-02,10.9575
2010-02-03,10.8
2010-02-04,10.4
2010-02-05,10.305
2010-02-08,10.4625
2010-02-09,10.825
2010-02-10,10.845
2010-02-11,10.8125
2010-02-12,10.675
2010-02-16,10.7625
2010-02-17,10.6125
2010-02-18,10.85
2010-02-19,10.845
2010-02-22,10.6875
2010-02-23,10.75
2010-02-24,10.77
2010-02-25,10.75
2010-02-26,11.025
2010-03-01,11.2375
2010-03-02,11.275
2010-03-03,11.2125
2010-03-04,11.345
2010-03-05,11.3825
2010-03-08,11.3875
2010-03-09,11.2
2010-03-10,11.3875
2010-03-11,11.4875
2010-03-12,11.2075
2010-03-15,11.1
2010-03-16,11.2125
2010-03-17,11.175
2010-03-18,11.0875
2010-03-19,11.05
2010-03-22,11.2175
2010-03-23,11.55
2010-03-24,11.1125
2010-03-25,11.15
2010-03-26,11.1875
2010-03-29,11.25
2010-03-30,11.2625
2010-03-31,11.575
2010-04-01,11.8125
2010-04-05,11.8125
2010-04-06,11.8625
2010-04-07,11.425
2010-04-08,11.4375
2010-04-09,11.7875
2010-04-12,11.825
2010-04-13,11.8575
2010-04-14,11.915
2010-04-15,11.65
2010-04-16,11.5125
2010-04-19,11.2625
2010-04-20,11.45
2010-04-21,11.525
2010-04-22,11.4375
2010-04-23,11.65
2010-04-26,11.5875
2010-04-27,11.15
2010-04-28,11.1
2010-04-29,11.255
2010-04-30,11.2375
2010-05-03,11.3375
2010-05-04,11.0125
2010-05-05,10.7
2010-05-06,10.0375
2010-05-07,9.7775
2010-05-10,10.2
2010-05-11,10.3375
2010-05-12,10.4625
2010-05-13,10.4625
2010-05-14,10.175
2010-05-17,10.1425
2010-05-18,10.0
2010-05-19,10.2
2010-05-20,10.025
2010-05-21,9.9125
2010-05-24,9.835
2010-05-25,9.525
2010-05-26,9.475
2010-05-27,9.9875
2010-05-28,9.9875
2010-06-01,9.8875
2010-06-02,10.225
2010-06-03,10.1875
2010-06-04,9.9075
2010-06-07,9.6875
2010-06-08,9.85
2010-06-09,10.1
2010-06-10,10.3625
2010-06-11,10.375
2010-06-14,10.54
2010-06-15,10.625
2010-06-16,10.7125
2010-06-17,10.9075
2010-06-18,10.8
2010-06-21,10.8625
2010-06-22,10.775
2010-06-23,10.9
2010-06-24,10.4875
2010-06-25,10.495
2010-06-28,10.5
2010-06-29,10.0925
2010-06-30,10.225
2010-07-01,10.3875
2010-07-02,10.27
2010-07-06,10.3075
2010-07-07,10.525
2010-07-08,10.3625
2010-07-09,10.475
2010-07-12,10.375
2010-07-13,10.3375
2010-07-14,10.5575
2010-07-15,10.65
2010-07-16,10.525
2010-07-19,10.5875
2010-07-20,10.445
2010-07-21,10.375
2010-07-22,10.75
2010-07-23,10.8625
2010-07-26,10.7625
2010-07-27,10.75
2010-07-28,10.625
2010-07-29,10.4
2010-07-30,10.25
2010-08-02,10.6125
2010-08-03,10.8
2010-08-04,10.9875
2010-08-05,10.92
2010-08-06,10.85
2010-08-09,11.0125
2010-08-10,10.925
2010-08-11,10.5175
2010-08-12,10.4625
2010-08-13,10.35
2010-08-16,10.325
2010-08-17,10.4875
2010-08-18,10.5125
2010-08-19,10.1975
2010-08-20,10.0425
2010-08-23,10.02
2010-08-24,9.8975
2010-08-25,9.8625
2010-08-26,10.05
2010-08-27,10.0625
2010-08-30,9.93
2010-08-31,10.05
2010-09-01,10.425
2010-09-02,10.4125
2010-09-03,10.48
2010-09-07,10.225
2010-09-08,10.35
2010-09-09,10.5175
2010-09-10,10.53
2010-09-13,10.675
2010-09-14,10.805
2010-09-15,10.8625
2010-09-16,10.7775
2010-09-17,10.95
2010-09-20,11.0
2010-09-21,11.02
2010-09-22,11.0975
2010-09-23,11.05
2010-09-24,11.3625
2010-09-27,11.2575
2010-09-28,11.25
2010-09-29,11.3625
2010-09-30,11.2625
2010-10-01,11.425
2010-10-04,11.3375
2010-10-05,11.7875
2010-10-06,11.9875
2010-10-07,12.0
2010-10-08,12.025
2010-10-11,12.025
2010-10-12,12.09
2010-10-13,12.2875
2010-10-14,12.34
2010-10-15,12.2375
2010-10-18,12.175
2010-10-19,11.9375
2010-10-20,12.1375
2010-10-21,12.4375
2010-10-22,12.505
2010-10-25,12.62
2010-10-26,12.645
2010-10-27,12.5375
2010-10-28,12.5875
2010-10-29,12.375
2010-11-01,12.475
2010-11-02,12.54
2010-11-03,12.695
2010-11-04,12.7225
2010-11-05,12.5375
2010-11-08,12.3125
2010-11-09,12.25
2010-11-10,13.4
2010-11-11,13.2625
2010-11-12,13.1875
2010-11-15,13.0625
2010-11-16,12.7375
2010-11-17,12.775
2010-11-18,12.9875
2010-11-19,13.3375
2010-11-22,13.3125
2010-11-23,12.93
2010-11-24,13.195
2010-11-26,13.03
2010-11-29,12.8375
2010-11-30,12.675
2010-12-01,13.195
2010-12-02,13.16
2010-12-03,13.26
2010-12-06,13.4675
2010-12-07,13.075
2010-12-08,12.89
2010-12-09,12.6625
2010-12-10,12.7325
2010-12-13,12.7
2010-12-14,13.0375
2010-12-15,12.75
2010-12-16,12.6825
2010-12-17,12.7375
2010-12-20,12.8675
2010-12-21,12.75
2010-12-22,12.85
2010-12-23,12.925
2010-12-27,12.835
2010-12-28,12.825
2010-12-29,13.0075
2010-12-30,12.875
2010-12-31,12.9625
2011-01-03,12.955
2011-01-04,12.8725
2011-01-05,12.75
2011-01-06,12.7225
2011-01-07,12.58
2011-01-10,12.395
2011-01-11,12.9375
2011-01-12,13.245
2011-01-13,13.3375
2011-01-14,13.405
2011-01-18,13.33
2011-01-19,13.275
2011-01-20,13.0
2011-01-21,12.785
2011-01-24,12.9125
2011-01-25,12.88
2011-01-26,13.0375
2011-01-27,12.9125
2011-01-28,12.805
2011-01-31,12.8725
2011-02-01,13.265
2011-02-02,13.2175
2011-02-03,13.11
2011-02-04,12.9125
2011-02-07,12.8625
2011-02-08,12.95
2011-02-09,12.75
2011-02-10,12.6875
2011-02-11,12.7
2011-02-14,12.7975
2011-02-15,13.105
2011-02-16,13.0725
2011-02-17,13.05
2011-02-18,13.055
2011-02-22,12.84
2011-02-23,12.625
2011-02-24,12.4275
2011-02-25,12.6525
2011-02-28,12.8
2011-03-01,12.93
2011-03-02,12.905
2011-03-03,13.295
2011-03-04,13.51
2011-03-07,13.3025
2011-03-08,13.5625
2011-03-09,13.2325
2011-03-10,13.0125
2011-03-11,13.0025
2011-03-14,12.7875
2011-03-15,12.4475
2011-03-16,12.03
2011-03-17,12.3725
2011-03-18,12.3725
2011-03-21,12.6125
2011-03-22,12.5325
2011-03-23,12.475
2011-03-24,12.725
2011-03-25,12.68
2011-03-28,12.745
2011-03-29,12.525
2011-03-30,13.0025
2011-03-31,13.125
2011-04-01,13.225
2011-04-04,13.32
2011-04-05,13.075
2011-04-06,13.35
2011-04-07,13.005
2011-04-08,13.1
2011-04-11,13.4125
2011-04-12,13.195
2011-04-13,13.25
2011-04-14,13.175
2011-04-15,13.38
2011-04-18,12.95
2011-04-19,13.1225
2011-04-20,13.775
2011-04-21,13.9
2011-04-25,13.9175
2011-04-26,13.97
2011-04-27,14.3
2011-04-28,14.1125
2011-04-29,14.2175
2011-05-02,14.3725
2011-05-03,14.3375
2011-05-04,14.525
2011-05-05,14.4775
2011-05-06,14.4775
2011-05-09,14.7875
2011-05-10,14.5875
2011-05-11,14.215
2011-05-12,14.52
2011-05-13,14.3625
2011-05-16,14.3925
2011-05-17,14.3925
2011-05-18,14.485
2011-05-19,14.7875
2011-05-20,14.5325
2011-05-23,14.055
2011-05-24,14.12
2011-05-25,14.0575
2011-05-26,14.065
2011-05-27,14.065
2011-05-31,14.5075
2011-06-01,14.41
2011-06-02,14.4125
2011-06-03,14.4625
2011-06-06,14.475
2011-06-07,14.6625
2011-06-08,14.3275
2011-06-09,14.6
2011-06-10,14.0175
2011-06-13,14.1425
2011-06-14,14.1875
2011-06-15,13.8575
2011-06-16,13.84
2011-06-17,13.8675
2011-06-20,14.0225
2011-06-21,14.0675
2011-06-22,13.9375
2011-06-23,13.915
2011-06-24,13.7325
2011-06-27,13.625
2011-06-28,13.7875
2011-06-29,14.1
2011-06-30,14.3425
2011-07-01,14.4
2011-07-05,14.7
2011-07-06,14.56
2011-07-07,14.475
2011-07-08,14.475
2011-07-11,13.965
2011-07-12,13.7925
2011-07-13,13.9825
2011-07-14,13.8025
2011-07-15,13.86
2011-07-18,13.785
2011-07-19,13.865
2011-07-20,13.88
2011-07-21,14.115
2011-07-22,14.005
2011-07-25,14.095
2011-07-26,14.1325
2011-07-27,13.94
2011-07-28,13.7425
2011-07-29,13.6325
2011-08-01,13.475
2011-08-02,12.9625
2011-08-03,12.965
2011-08-04,12.245
2011-08-05,12.375
2011-08-08,11.4275
2011-08-09,12.0
2011-08-10,12.285
2011-08-11,12.4675
2011-08-12,12.63
2011-08-15,13.0475
2011-08-16,12.775
2011-08-17,12.755
2011-08-18,12.125
2011-08-19,11.7575
2011-08-22,11.8375
2011-08-23,12.0825
2011-08-24,12.1125
2011-08-25,11.835
2011-08-26,11.9025
2011-08-29,12.0775
2011-08-30,11.7625
2011-08-31,12.005
2011-09-01,11.925
2011-09-02,11.665
2011-09-06,11.105
2011-09-07,11.305
2011-09-08,11.115
2011-09-09,10.5925
2011-09-12,10.5525
2011-09-13,10.5825
2011-09-14,11.2325
2011-09-15,11.3425
2011-09-16,11.4875
2011-09-19,11.05
2011-09-20,11.29
2011-09-21,11.0
2011-09-22,10.39
2011-09-23,10.5925
2011-09-26,10.905
2011-09-27,11.225
2011-09-28,11.065
2011-09-29,11.0425
2011-09-30,10.9325
2011-10-03,10.6975
2011-10-04,10.8625
2011-10-05,10.92
2011-10-06,11.17
2011-10-07,11.29
2011-10-10,11.7125
2011-10-11,11.7
2011-10-12,12.2
2011-10-13,12.1125
2011-10-14,12.225
2011-10-17,11.8975
2011-10-18,12.245
2011-10-19,11.915
2011-10-20,12.065
2011-10-21,12.56
2011-10-24,12.54
2011-10-25,12.4575
2011-10-26,12.4575
2011-10-27,12.8625
2011-10-28,12.9075
2011-10-31,12.2925
2011-11-01,11.8625
2011-11-02,12.0
2011-11-03,12.375
2011-11-04,12.4075
2011-11-07,12.2
2011-11-08,12.2775
2011-11-09,11.425
2011-11-10,11.675
2011-11-11,12.16
2011-11-14,11.8775
2011-11-15,11.7175
2011-11-16,11.5475
2011-11-17,11.3025
2011-11-18,11.375
2011-11-21,11.0275
2011-11-22,11.21
2011-11-23,11.3975
2011-11-25,11.05
2011-11-28,11.5625
2011-11-29,11.5975
2011-11-30,12.22
2011-12-01,11.98
2011-12-02,11.895
2011-12-05,12.0
2011-12-06,12.075
2011-12-07,12.39
2011-12-08,12.025
2011-12-09,12.13
2011-12-12,12.205
2011-12-13,11.975
2011-12-14,11.5
2011-12-15,11.6175
2011-12-16,11.6825
2011-12-19,11.76
2011-12-20,12.1425
2011-12-21,12.1
2011-12-22,12.08
2011-12-23,12.1675
2011-12-27,12.1875
2011-12-28,12.005
2011-12-29,12.03
2011-12-30,12.145
2012-01-03,12.475
2012-01-04,12.2125
2012-01-05,12.075
2012-01-06,12.025
2012-01-09,12.18
2012-01-10,12.055
2012-01-11,11.9675
2012-01-12,12.075
2012-01-13,11.78
2012-01-17,12.065
2012-01-18,12.395
2012-01-19,12.595
2012-01-20,12.6725
2012-01-23,12.7
2012-01-24,12.725
2012-01-25,12.8325
2012-01-26,13.1775
2012-01-27,13.1525
2012-01-30,13.065
2012-01-31,12.9675
2012-02-01,13.2725
2012-02-02,13.2275
2012-02-03,13.2875
2012-02-06,13.1175
2012-02-07,13.1525
2012-02-08,13.1975
2012-02-09,13.295
2012-02-10,13.09
2012-02-13,13.2725
2012-02-14,13.2725
2012-02-15,13.275
2012-02-16,13.295
2012-02-17,13.4025
2012-02-21,13.5425
2012-02-22,13.64
2012-02-23,13.4975
2012-02-24,13.4275
2012-02-27,13.385
2012-02-28,13.5025
2012-02-29,13.6425
2012-03-01,13.6975
2012-03-02,13.8275
2012-03-05,14.0475
2012-03-06,13.7225
2012-03-07,14.0125
2012-03-08,14.5225
2012-03-09,14.5275
2012-03-12,14.5275
2012-03-13,14.87
2012-03-14,14.68
2012-03-15,14.6875
2012-03-16,14.925
2012-03-19,14.9725
2012-03-20,14.7925
2012-03-21,14.8125
2012-03-22,14.665
2012-03-23,15.0475
2012-03-26,15.36
2012-03-27,15.3625
2012-03-28,15.3
2012-03-29,15.355
2012-03-30,15.5625
2012-04-02,15.5825
2012-04-03,15.435
2012-04-04,15.14
2012-04-05,15.0025
2012-04-09,15.0375
2012-04-10,15.045
2012-04-11,15.045
2012-04-12,14.9725
2012-04-13,14.6
2012-04-16,15.065
2012-04-17,15.05
2012-04-18,15.05
