Date,LIFE
2016-06-01,48.720001
2016-06-02,49.84
2016-06-03,48.580002
2016-06-06,48.860001000000004
2016-06-07,45.919998
2016-06-08,45.080002
2016-06-09,43.82
2016-06-10,42.98
2016-06-13,43.400002
2016-06-14,42.139998999999996
2016-06-15,42.139998999999996
2016-06-16,40.880001
2016-06-17,39.200001
2016-06-20,38.360001000000004
2016-06-21,38.919998
2016-06-22,39.200001
2016-06-23,41.16
2016-06-24,40.040001000000004
2016-06-27,35.84
2016-06-28,35.419998
2016-06-29,37.799999
2016-06-30,38.919998
2016-07-01,41.16
2016-07-05,39.34
2016-07-06,39.34
2016-07-07,38.360001000000004
2016-07-08,39.900002
2016-07-11,38.220001
2016-07-12,38.360001000000004
2016-07-13,37.52
2016-07-14,37.380001
2016-07-15,37.799999
2016-07-18,38.080002
2016-07-19,36.68
2016-07-20,42.84
2016-07-21,41.439999
2016-07-22,40.599998
2016-07-25,40.32
2016-07-26,40.32
2016-07-27,43.400002
2016-07-28,41.580002
2016-07-29,47.740002000000004
2016-08-01,44.380001
2016-08-02,43.259997999999996
2016-08-03,46.060001
2016-08-04,44.799999
2016-08-05,46.34
2016-08-08,46.200001
2016-08-09,44.52
2016-08-10,41.580002
2016-08-11,45.080002
2016-08-12,47.880001
2016-08-15,51.240002000000004
2016-08-16,49.279999
2016-08-17,47.32
2016-08-18,47.18
2016-08-19,46.759997999999996
2016-08-22,45.5
2016-08-23,45.5
2016-08-24,42.139998999999996
2016-08-25,41.16
2016-08-26,41.720001
2016-08-29,40.599998
2016-08-30,41.580002
2016-08-31,40.880001
2016-09-01,41.299999
2016-09-02,40.599998
2016-09-06,44.099998
2016-09-07,42.700001
2016-09-08,43.540001000000004
2016-09-09,43.119999
2016-09-12,43.82
2016-09-13,42.84
2016-09-14,45.360001000000004
2016-09-15,45.639998999999996
2016-09-16,44.939999
2016-09-19,45.779999
2016-09-20,45.080002
2016-09-21,46.060001
2016-09-22,46.619999
2016-09-23,46.200001
2016-09-26,45.779999
2016-09-27,46.200001
2016-09-28,45.220001
2016-09-29,44.52
2016-09-30,44.52
2016-10-03,44.66
2016-10-04,45.080002
2016-10-05,45.5
2016-10-06,41.580002
2016-10-07,40.599998
2016-10-10,42.560001
2016-10-11,40.459998999999996
2016-10-12,40.040001000000004
2016-10-13,40.32
2016-10-14,38.919998
2016-10-17,37.799999
2016-10-18,38.5
2016-10-19,38.5
2016-10-20,41.299999
2016-10-21,40.599998
2016-10-24,42.700001
2016-10-25,39.900002
2016-10-26,41.299999
2016-10-27,40.599998
2016-10-28,39.200001
2016-10-31,38.5
2016-11-01,37.099998
2016-11-02,36.400002
2016-11-03,35.700001
2016-11-04,37.799999
2016-11-07,39.200001
2016-11-08,37.799999
2016-11-09,41.299999
2016-11-10,44.099998
2016-11-11,44.099998
2016-11-14,49.0
2016-11-15,47.599998
2016-11-16,47.599998
2016-11-17,50.400002
2016-11-18,52.5
2016-11-21,49.700001
2016-11-22,46.200001
2016-11-23,46.200001
2016-11-25,44.099998
2016-11-28,42.700001
2016-11-29,44.099998
2016-11-30,43.400002
2016-12-01,43.400002
2016-12-02,42.700001
2016-12-05,45.5
2016-12-06,47.599998
2016-12-07,47.599998
2016-12-08,49.700001
2016-12-09,50.400002
2016-12-12,51.099998
2016-12-13,39.200001
2016-12-14,35.0
2016-12-15,32.900002
2016-12-16,33.599998
2016-12-19,30.1
2016-12-20,30.1
2016-12-21,32.200001
2016-12-22,33.599998
2016-12-23,34.299999
2016-12-27,35.700001
2016-12-28,32.200001
2016-12-29,31.5
2016-12-30,30.1
2017-01-03,32.900002
2017-01-04,34.299999
2017-01-05,33.599998
2017-01-06,34.299999
2017-01-09,35.0
2017-01-10,35.0
2017-01-11,32.900002
2017-01-12,35.0
2017-01-13,35.0
2017-01-17,34.299999
2017-01-18,45.5
2017-01-19,42.0
2017-01-20,42.0
2017-01-23,41.299999
2017-01-24,42.700001
2017-01-25,42.700001
2017-01-26,42.700001
2017-01-27,42.0
2017-01-30,46.200001
2017-01-31,46.200001
2017-02-01,45.5
2017-02-02,45.5
2017-02-03,45.5
2017-02-06,47.599998
2017-02-07,46.200001
2017-02-08,46.200001
2017-02-09,46.900002
2017-02-10,47.599998
2017-02-13,46.900002
2017-02-14,46.900002
2017-02-15,47.599998
2017-02-16,48.299999
2017-02-17,49.700001
2017-02-21,51.099998
2017-02-22,52.150002
2017-02-23,47.950001
2017-02-24,47.25
2017-02-27,48.299999
2017-02-28,56.0
2017-03-01,52.5
2017-03-02,49.700001
2017-03-03,48.299999
2017-03-06,47.599998
2017-03-07,46.900002
2017-03-08,46.900002
2017-03-09,51.099998
2017-03-10,50.400002
2017-03-13,50.400002
2017-03-14,48.299999
2017-03-15,49.700001
2017-03-16,53.200001
2017-03-17,53.200001
2017-03-20,51.799999
2017-03-21,51.099998
2017-03-22,48.299999
2017-03-23,49.0
2017-03-24,49.700001
2017-03-27,49.700001
2017-03-28,49.700001
2017-03-29,49.0
2017-03-30,49.700001
2017-03-31,49.0
2017-04-03,49.0
2017-04-04,47.599998
2017-04-05,46.200001
2017-04-06,46.900002
2017-04-07,45.5
2017-04-10,45.5
2017-04-11,44.099998
2017-04-12,44.099998
2017-04-13,44.099998
2017-04-17,42.0
2017-04-18,42.0
2017-04-19,42.349998
2017-04-20,42.700001
2017-04-21,42.700001
2017-04-24,44.099998
2017-04-25,45.5
2017-04-26,47.599998
2017-04-27,49.0
2017-04-28,46.200001
2017-05-01,42.700001
2017-05-02,42.700001
2017-05-03,43.400002
2017-05-04,43.400002
2017-05-05,44.099998
2017-05-08,46.200001
2017-05-09,44.099998
2017-05-10,43.400002
2017-05-11,43.400002
2017-05-12,45.5
2017-05-15,46.900002
2017-05-16,47.599998
2017-05-17,46.200001
2017-05-18,46.549999
2017-05-19,47.599998
2017-05-22,49.700001
2017-05-23,49.700001
2017-05-24,49.0
2017-05-25,47.599998
2017-05-26,46.200001
2017-05-30,44.799999
2017-05-31,46.200001
2017-06-01,46.900002
2017-06-02,49.0
2017-06-05,47.599998
2017-06-06,47.599998
2017-06-07,49.0
2017-06-08,48.299999
2017-06-09,47.599998
2017-06-12,47.599998
2017-06-13,48.299999
2017-06-14,47.599998
2017-06-15,46.900002
2017-06-16,49.700001
2017-06-19,50.400002
2017-06-20,50.400002
2017-06-21,51.450001
2017-06-22,51.799999
2017-06-23,51.099998
2017-06-26,51.099998
2017-06-27,51.099998
2017-06-28,51.799999
2017-06-29,51.099998
2017-06-30,47.599998
2017-07-03,44.099998
2017-07-05,46.200001
2017-07-06,46.900002
2017-07-07,49.0
2017-07-10,48.299999
2017-07-11,46.200001
2017-07-12,46.200001
2017-07-13,45.849998
2017-07-14,46.200001
2017-07-17,46.900002
2017-07-18,46.900002
2017-07-19,47.599998
2017-07-20,47.599998
2017-07-21,45.5
2017-07-24,49.700001
2017-07-25,47.599998
2017-07-26,47.599998
2017-07-27,46.900002
2017-07-28,49.0
2017-07-31,48.299999
2017-08-01,48.299999
2017-08-02,47.599998
2017-08-03,46.900002
2017-08-04,46.549999
2017-08-07,44.099998
2017-08-08,45.5
2017-08-09,44.799999
2017-08-10,42.700001
2017-08-11,42.700001
2017-08-14,45.5
2017-08-15,40.599998
2017-08-16,38.5
2017-08-17,37.799999
2017-08-18,36.400002
2017-08-21,36.400002
2017-08-22,35.0
2017-08-23,34.299999
2017-08-24,37.099998
2017-08-25,36.400002
2017-08-28,38.5
2017-08-29,39.200001
2017-08-30,42.0
2017-08-31,42.700001
2017-09-01,42.700001
2017-09-05,38.5
2017-09-06,39.200001
2017-09-07,42.700001
2017-09-08,44.099998
2017-09-11,42.0
2017-09-12,42.700001
2017-09-13,45.5
2017-09-14,46.200001
2017-09-15,51.799999
2017-09-18,54.25
2017-09-19,53.900002
2017-09-20,54.599998
2017-09-21,54.25
2017-09-22,56.700001
2017-09-25,56.700001
2017-09-26,58.799999
2017-09-27,64.400002
2017-09-28,66.5
2017-09-29,70.699997
2017-10-02,70.0
2017-10-03,66.5
2017-10-04,79.099998
2017-10-05,79.800003
2017-10-06,75.25
2017-10-09,77.0
2017-10-10,79.099998
2017-10-11,88.199997
2017-10-12,86.800003
2017-10-13,82.599998
2017-10-16,78.400002
2017-10-17,75.599998
2017-10-18,74.900002
2017-10-19,72.099998
2017-10-20,71.400002
2017-10-23,69.300003
2017-10-24,68.599998
2017-10-25,67.199997
2017-10-26,67.199997
2017-10-27,72.800003
2017-10-30,68.599998
2017-10-31,67.199997
2017-11-01,56.0
2017-11-02,56.0
2017-11-03,62.299999
2017-11-06,63.0
2017-11-07,60.200001
2017-11-08,59.5
2017-11-09,57.400002
2017-11-10,55.299999
2017-11-13,51.099998
2017-11-14,51.799999
2017-11-15,53.900002
2017-11-16,53.900002
2017-11-17,53.900002
2017-11-20,52.5
2017-11-21,53.900002
2017-11-22,55.299999
2017-11-24,56.0
2017-11-27,60.900002
2017-11-28,59.5
2017-11-29,57.400002
2017-11-30,54.599998
2017-12-01,56.0
2017-12-04,54.599998
2017-12-05,53.200001
2017-12-06,52.5
2017-12-07,54.599998
2017-12-08,56.0
2017-12-11,54.599998
2017-12-12,50.400002
2017-12-13,49.700001
2017-12-14,49.700001
2017-12-15,50.400002
2017-12-18,52.5
2017-12-19,49.700001
2017-12-20,53.200001
2017-12-21,53.900002
2017-12-22,53.900002
2017-12-26,53.200001
2017-12-27,51.799999
2017-12-28,52.5
2017-12-29,49.0
2018-01-02,53.200001
2018-01-03,53.200001
2018-01-04,52.5
2018-01-05,53.900002
2018-01-08,54.599998
2018-01-09,53.900002
2018-01-10,55.299999
2018-01-11,55.299999
2018-01-12,54.599998
2018-01-16,56.0
2018-01-17,58.099998
2018-01-18,57.400002
2018-01-19,55.299999
2018-01-22,57.049999
2018-01-23,56.0
2018-01-24,53.900002
2018-01-25,53.900002
2018-01-26,52.5
2018-01-29,53.200001
2018-01-30,51.099998
2018-01-31,49.700001
2018-02-01,46.900002
2018-02-02,46.900002
2018-02-05,45.5
2018-02-06,46.200001
2018-02-07,48.299999
2018-02-08,49.0
2018-02-09,46.900002
2018-02-12,47.599998
2018-02-13,49.0
2018-02-14,45.5
2018-02-15,43.400002
2018-02-16,44.099998
2018-02-20,43.400002
2018-02-21,44.099998
2018-02-22,42.0
2018-02-23,41.299999
2018-02-26,41.299999
2018-02-27,39.900002
2018-02-28,41.299999
2018-03-01,41.299999
2018-03-02,42.0
2018-03-05,42.0
2018-03-06,42.0
2018-03-07,42.0
2018-03-08,42.0
2018-03-09,42.0
2018-03-12,42.0
2018-03-13,41.299999
2018-03-14,42.0
2018-03-15,41.299999
2018-03-16,42.0
2018-03-19,42.0
2018-03-20,40.599998
2018-03-21,42.0
2018-03-22,41.299999
2018-03-23,41.299999
2018-03-26,41.299999
2018-03-27,40.25
2018-03-28,37.799999
2018-03-29,37.099998
2018-04-02,38.5
2018-04-03,37.099998
2018-04-04,37.799999
2018-04-05,37.799999
2018-04-06,38.5
2018-04-09,37.099998
2018-04-10,37.799999
2018-04-11,37.099998
2018-04-12,37.799999
2018-04-13,38.5
2018-04-16,37.099998
2018-04-17,35.700001
2018-04-18,35.700001
2018-04-19,34.299999
2018-04-20,33.599998
2018-04-23,32.900002
2018-04-24,33.599998
2018-04-25,32.900002
2018-04-26,32.900002
2018-04-27,32.200001
2018-04-30,31.5
2018-05-01,32.900002
2018-05-02,32.900002
2018-05-03,32.549999
2018-05-04,34.299999
2018-05-07,33.599998
2018-05-08,32.900002
2018-05-09,32.900002
2018-05-10,31.5
2018-05-11,32.200001
2018-05-14,21.700001
2018-05-15,18.9
2018-05-16,11.9
2018-05-17,13.65
2018-05-18,13.3
2018-05-21,12.292
2018-05-22,12.74
2018-05-23,12.81
2018-05-24,12.6
2018-05-25,12.88
2018-05-29,12.138
2018-05-30,12.18
2018-05-31,12.642
2018-06-01,12.32
2018-06-04,11.9
2018-06-05,11.9
2018-06-06,11.83
2018-06-07,12.6
2018-06-08,14.42
2018-06-11,13.846
2018-06-12,13.552
2018-06-13,13.44
2018-06-14,13.468
2018-06-15,14.14
2018-06-18,14.504
2018-06-19,14.7
2018-06-20,17.92
2018-06-21,16.379998999999998
2018-06-22,16.1
2018-06-25,15.4
2018-06-26,14.14
2018-06-27,13.636
2018-06-28,12.74
2018-06-29,12.74
2018-07-02,12.32
2018-07-03,12.18
2018-07-05,12.894
2018-07-06,13.146
2018-07-09,12.922
2018-07-10,12.698
2018-07-11,12.6
2018-07-12,13.58
2018-07-13,13.16
2018-07-16,12.768
2018-07-17,12.516
2018-07-18,12.502
2018-07-19,12.32
2018-07-20,12.32
2018-07-23,12.586
2018-07-24,12.32
2018-07-25,12.054
2018-07-26,11.956
2018-07-27,11.62
2018-07-30,11.41
2018-07-31,10.864
2018-08-01,10.92
2018-08-02,10.808
2018-08-03,10.64
2018-08-06,10.5
2018-08-07,10.01
2018-08-08,9.786
2018-08-09,9.8
2018-08-10,9.618
2018-08-13,9.058
2018-08-14,9.24
2018-08-15,8.834
2018-08-16,8.54
2018-08-17,9.114
2018-08-20,9.282
2018-08-21,9.716
2018-08-22,8.96
2018-08-23,8.68
2018-08-24,8.932
2018-08-27,8.96
2018-08-28,9.436
2018-08-29,10.08
2018-08-30,10.556
2018-08-31,10.108
2018-09-04,11.032
2018-09-05,11.48
2018-09-06,10.5
2018-09-07,10.78
2018-09-10,10.5
2018-09-11,10.29
2018-09-12,10.136
2018-09-13,10.08
2018-09-14,10.29
2018-09-17,10.5
2018-09-18,10.57
2018-09-19,11.522
2018-09-20,11.536
2018-09-21,10.92
2018-09-24,10.99
2018-09-25,11.634
2018-09-26,11.368
2018-09-27,11.55
2018-09-28,11.382
2018-10-01,10.85
2018-10-02,10.36
2018-10-03,11.088
2018-10-04,10.5
2018-10-05,11.2
2018-10-08,10.92
2018-10-09,9.94
2018-10-10,9.52
2018-10-11,8.568
2018-10-12,10.22
2018-10-15,9.94
2018-10-16,9.828
2018-10-17,10.038
2018-10-18,9.352
2018-10-19,9.8
2018-10-22,9.45
2018-10-23,9.114
2018-10-24,9.002
2018-10-25,8.68
2018-10-26,8.54
2018-10-29,9.016
2018-10-30,8.75
2018-10-31,8.512
2018-11-01,8.946
2018-11-02,9.254
2018-11-05,8.82
2018-11-06,8.54
2018-11-07,8.946
2018-11-08,9.506
2018-11-09,8.834
2018-11-12,8.54
2018-11-13,7.728
2018-11-14,7.28
2018-11-15,7.28
2018-11-16,7.742
2018-11-19,7.798
2018-11-20,7.49
2018-11-21,7.42
2018-11-23,7.28
2018-11-26,7.7
2018-11-27,8.106
2018-11-28,8.47
2018-11-29,8.75
2018-11-30,8.624
2018-12-03,8.722
2018-12-04,8.26
2018-12-06,8.008
2018-12-07,8.036
2018-12-10,8.064
2018-12-11,7.644
2018-12-12,7.504
2018-12-13,7.042
2018-12-14,6.342
2018-12-17,5.922
2018-12-18,6.02
2018-12-19,5.376
2018-12-20,6.02
2018-12-21,5.6
2018-12-24,5.754
2018-12-26,5.908
2018-12-27,6.86
2018-12-28,7.14
2018-12-31,6.944
2019-01-02,7.42
2019-01-03,7.532
2019-01-04,7.392
2019-01-07,7.742
2019-01-08,7.672
2019-01-09,7.714
2019-01-10,7.532
2019-01-11,7.518
2019-01-14,7.378
2019-01-15,7.98
2019-01-16,8.092
2019-01-17,7.882
2019-01-18,8.022
2019-01-22,7.602
2019-01-23,7.476
2019-01-24,7.462
2019-01-25,7.84
2019-01-28,7.42
2019-01-29,7.168
2019-01-30,7.0
2019-01-31,7.014
2019-02-01,7.14
2019-02-04,7.238
2019-02-05,7.14
2019-02-06,7.238
2019-02-07,7.35
2019-02-08,7.056
2019-02-11,6.874
2019-02-12,7.0
2019-02-13,6.86
2019-02-14,7.14
2019-02-15,7.0
2019-02-19,7.0
2019-02-20,6.86
2019-02-21,7.07
2019-02-22,7.14
2019-02-25,6.72
2019-02-26,6.706
2019-02-27,6.51
2019-02-28,6.72
2019-03-01,6.58
2019-03-04,6.23
2019-03-05,6.272
2019-03-06,6.02
2019-03-07,6.104
2019-03-08,6.3
2019-03-11,6.439997
2019-03-12,6.453998
2019-03-13,6.383997
2019-03-14,6.439997
2019-03-15,6.551997
2019-03-18,6.439997
2019-03-19,7.139997
2019-03-20,6.901997
2019-03-21,7.867997
2019-03-22,7.811997
2019-03-25,7.069997
2019-03-26,7.363997
2019-03-27,7.209997
2019-03-28,7.517997
2019-03-29,7.699997
2019-04-01,7.881997
2019-04-02,7.853997
2019-04-03,7.293997
2019-04-04,7.419997
2019-04-05,7.013997
2019-04-08,7.559997
2019-04-09,7.419997
2019-04-10,7.573997
2019-04-11,7.559997
2019-04-12,7.251997
2019-04-15,7.699997
2019-04-16,7.643997
2019-04-17,7.559997
2019-04-18,7.671997
2019-04-22,8.119997
2019-04-23,7.951997
2019-04-24,8.119997
2019-04-25,8.959996
2019-04-26,9.519997
2019-04-29,9.379996
2019-04-30,8.693996
2019-05-01,8.777996
2019-05-02,8.539996
2019-05-03,8.679996000000001
2019-05-06,8.357997
2019-05-07,8.175997
2019-05-08,8.161997
2019-05-09,7.769997
2019-05-10,7.503997
2019-05-13,7.433997
2019-05-14,6.971997
2019-05-15,6.621997
2019-05-16,6.439997
2019-05-17,6.495997
2019-05-20,6.271997
2019-05-21,6.453998
2019-05-22,6.453998
2019-05-23,6.061997
2019-05-24,6.159997
2019-05-28,6.1459980000000005
2019-05-29,5.8799980000000005
2019-05-30,5.977998
2019-05-31,6.0479970000000005
2019-06-03,5.543998
2019-06-04,5.6699980000000005
2019-06-05,5.417998000000001
2019-06-06,5.459998000000001
2019-06-07,5.459998000000001
2019-06-10,5.473998
2019-06-11,5.389998
2019-06-12,5.319998
2019-06-13,5.459998000000001
2019-06-14,5.319998
2019-06-17,4.857998
2019-06-18,4.969998
2019-06-19,5.179998
2019-06-20,5.389998
2019-06-21,5.487998
2019-06-24,5.459998000000001
2019-06-25,5.249998000000001
2019-06-26,5.095998000000001
2019-06-27,4.969998
2019-06-28,5.123998
2019-07-01,5.462
2019-07-02,5.42
2019-07-03,5.25
2019-07-05,5.046
2019-07-08,4.76
2019-07-09,4.67
2019-07-10,4.87
2019-07-11,5.15
2019-07-12,4.91
2019-07-15,5.223
2019-07-16,5.23
2019-07-17,5.38
2019-07-18,4.17
2019-07-19,3.9
2019-07-22,3.47
2019-07-23,3.64
2019-07-24,3.69
2019-07-25,3.37
2019-07-26,3.47
2019-07-29,3.26
2019-07-30,3.39
2019-07-31,3.51
2019-08-01,3.36
2019-08-02,3.21
2019-08-05,3.12
2019-08-06,3.12
2019-08-07,3.18
2019-08-08,3.13
2019-08-09,3.11
2019-08-12,2.937
2019-08-13,2.97
2019-08-14,2.8
2019-08-15,2.8
2019-08-16,2.92
2019-08-19,3.11
2019-08-20,2.85
2019-08-21,3.08
2019-08-22,3.25
2019-08-23,3.01
2019-08-26,3.06
2019-08-27,3.1
2019-08-28,3.08
2019-08-29,3.14
2019-08-30,2.94
2019-09-03,2.92
2019-09-04,2.85
2019-09-05,3.07
2019-09-06,3.04
2019-09-09,3.067
2019-09-10,3.39
2019-09-11,3.35
2019-09-12,3.67
2019-09-13,3.71
2019-09-16,4.15
2019-09-17,3.93
2019-09-18,3.86
2019-09-19,3.72
2019-09-20,3.93
2019-09-23,3.91
2019-09-24,3.91
2019-09-25,3.73
2019-09-26,3.735
2019-09-27,3.763
2019-09-30,3.5
2019-10-01,3.63
2019-10-02,3.28
2019-10-03,3.33
2019-10-04,3.28
2019-10-07,3.42
2019-10-08,3.2
2019-10-09,3.26
2019-10-10,3.23
2019-10-11,3.12
2019-10-14,3.03
2019-10-15,3.12
2019-10-16,3.79
2019-10-17,3.44
2019-10-18,3.41
2019-10-21,3.48
2019-10-22,3.52
2019-10-23,3.56
2019-10-24,3.58
2019-10-25,3.82
2019-10-28,3.835
2019-10-29,3.59
2019-10-30,3.56
2019-10-31,3.61
2019-11-01,3.79
2019-11-04,3.82
2019-11-05,3.7
2019-11-06,3.4
2019-11-07,3.71
2019-11-08,3.78
2019-11-11,3.7
2019-11-12,3.75
2019-11-13,3.87
2019-11-14,3.63
2019-11-15,3.72
2019-11-18,3.68
2019-11-19,3.72
2019-11-20,3.69
2019-11-21,4.15
2019-11-22,4.21
2019-11-25,4.25
2019-11-26,4.28
2019-11-27,4.72
2019-11-29,4.83
2019-12-02,4.79
2019-12-03,4.513
2019-12-04,4.53
2019-12-05,4.444
2019-12-06,4.42
2019-12-09,4.45
2019-12-10,4.28
2019-12-11,4.4
2019-12-12,3.95
2019-12-13,4.15
2019-12-16,4.15
2019-12-17,4.0
2019-12-18,3.96
2019-12-19,4.15
2019-12-20,4.19
2019-12-23,4.18
2019-12-24,4.209
2019-12-26,4.35
2019-12-27,4.27
2019-12-30,4.17
2019-12-31,4.17
2020-01-02,4.29
2020-01-03,4.26
2020-01-06,6.11
2020-01-07,5.87
2020-01-08,5.77
2020-01-09,5.69
2020-01-10,5.9
2020-01-13,5.7
2020-01-14,6.02
2020-01-15,6.83
2020-01-16,7.06
2020-01-17,6.16
2020-01-21,6.04
2020-01-22,6.03
2020-01-23,5.92
