Date,VRSK
2009-10-07,27.219998999999998
2009-10-08,26.6
2009-10-09,26.4
2009-10-12,26.25
2009-10-13,27.190001000000002
2009-10-14,27.99
2009-10-15,28.309998999999998
2009-10-16,28.57
2009-10-19,27.5
2009-10-20,28.059998999999998
2009-10-21,28.0
2009-10-22,27.889999
2009-10-23,28.370001000000002
2009-10-26,28.450001
2009-10-27,28.559998999999998
2009-10-28,27.690001000000002
2009-10-29,27.889999
2009-10-30,27.43
2009-11-02,27.370001000000002
2009-11-03,27.360001
2009-11-04,26.959999
2009-11-05,27.299999
2009-11-06,27.1
2009-11-09,27.58
2009-11-10,27.67
2009-11-11,28.98
2009-11-12,28.9
2009-11-13,28.9
2009-11-16,28.85
2009-11-17,27.85
2009-11-18,28.5
2009-11-19,28.540001
2009-11-20,28.549999
2009-11-23,28.4
2009-11-24,27.780001000000002
2009-11-25,27.299999
2009-11-27,26.99
2009-11-30,26.91
2009-12-01,27.780001000000002
2009-12-02,27.51
2009-12-03,27.719998999999998
2009-12-04,28.43
2009-12-07,28.74
2009-12-08,28.610001
2009-12-09,28.65
2009-12-10,28.4
2009-12-11,28.66
2009-12-14,28.99
2009-12-15,29.299999
2009-12-16,30.389999
2009-12-17,30.4
2009-12-18,30.559998999999998
2009-12-21,30.5
2009-12-22,30.58
2009-12-23,30.68
2009-12-24,30.799999
2009-12-28,30.959999
2009-12-29,31.0
2009-12-30,31.0
2009-12-31,30.280001000000002
2010-01-04,29.85
2010-01-05,30.049999
2010-01-06,30.440001000000002
2010-01-07,30.389999
2010-01-08,30.0
2010-01-11,29.93
2010-01-12,30.16
2010-01-13,30.15
2010-01-14,29.91
2010-01-15,28.950001
2010-01-19,27.950001
2010-01-20,27.99
2010-01-21,28.040001
2010-01-22,28.01
2010-01-25,27.950001
2010-01-26,28.35
2010-01-27,28.9
2010-01-28,28.77
2010-01-29,28.120001000000002
2010-02-01,28.41
2010-02-02,27.959999
2010-02-03,27.99
2010-02-04,27.75
2010-02-05,27.700001
2010-02-08,27.629998999999998
2010-02-09,27.84
2010-02-10,27.84
2010-02-11,28.02
2010-02-12,28.309998999999998
2010-02-16,28.25
2010-02-17,27.940001000000002
2010-02-18,28.0
2010-02-19,28.01
2010-02-22,28.24
2010-02-23,28.01
2010-02-24,27.959999
2010-02-25,27.98
2010-02-26,28.299999
2010-03-01,28.4
2010-03-02,28.02
2010-03-03,27.629998999999998
2010-03-04,27.24
2010-03-05,27.379998999999998
2010-03-08,29.030001000000002
2010-03-09,28.450001
2010-03-10,28.530001000000002
2010-03-11,28.190001000000002
2010-03-12,28.200001
2010-03-15,28.1
2010-03-16,28.049999
2010-03-17,28.01
2010-03-18,28.370001000000002
2010-03-19,28.290001
2010-03-22,28.200001
2010-03-23,28.0
2010-03-24,28.02
2010-03-25,28.0
2010-03-26,28.07
2010-03-29,28.0
2010-03-30,27.91
2010-03-31,28.200001
2010-04-01,27.99
2010-04-05,27.889999
2010-04-06,28.16
2010-04-07,27.809998999999998
2010-04-08,27.65
2010-04-09,27.98
2010-04-12,28.040001
2010-04-13,28.07
2010-04-14,28.559998999999998
2010-04-15,28.190001000000002
2010-04-16,28.02
2010-04-19,28.24
2010-04-20,28.290001
2010-04-21,28.16
2010-04-22,28.200001
2010-04-23,28.309998999999998
2010-04-26,28.559998999999998
2010-04-27,28.51
2010-04-28,27.799999
2010-04-29,28.030001000000002
2010-04-30,28.02
2010-05-03,28.15
2010-05-04,28.35
2010-05-05,28.299999
2010-05-06,27.99
2010-05-07,27.719998999999998
2010-05-10,27.83
2010-05-11,28.459999
2010-05-12,29.92
2010-05-13,30.299999
2010-05-14,30.83
2010-05-17,30.75
2010-05-18,30.299999
2010-05-19,29.99
2010-05-20,29.24
2010-05-21,29.01
2010-05-24,29.23
2010-05-25,29.73
2010-05-26,29.25
2010-05-27,29.76
2010-05-28,30.25
2010-06-01,29.700001
2010-06-02,30.26
2010-06-03,30.709999
2010-06-04,30.02
2010-06-07,29.58
2010-06-08,29.58
2010-06-09,28.950001
2010-06-10,29.469998999999998
2010-06-11,29.549999
2010-06-14,30.4
2010-06-15,30.530001000000002
2010-06-16,30.219998999999998
2010-06-17,30.35
2010-06-18,30.4
2010-06-21,29.969998999999998
2010-06-22,30.66
2010-06-23,30.370001000000002
2010-06-24,30.120001000000002
2010-06-25,30.93
2010-06-28,30.82
2010-06-29,29.700001
2010-06-30,29.9
2010-07-01,30.200001
2010-07-02,30.129998999999998
2010-07-06,30.049999
2010-07-07,29.58
2010-07-08,29.41
2010-07-09,29.370001000000002
2010-07-12,29.190001000000002
2010-07-13,29.209999
2010-07-14,29.309998999999998
2010-07-15,29.0
2010-07-16,28.85
2010-07-19,28.75
2010-07-20,28.799999
2010-07-21,28.530001000000002
2010-07-22,28.790001
2010-07-23,29.450001
2010-07-26,29.98
2010-07-27,29.6
2010-07-28,29.120001000000002
2010-07-29,29.139999
2010-07-30,29.690001000000002
2010-08-02,29.389999
2010-08-03,28.82
2010-08-04,29.43
2010-08-05,28.6
2010-08-06,28.5
2010-08-09,28.469998999999998
2010-08-10,28.42
2010-08-11,28.370001000000002
2010-08-12,28.34
2010-08-13,28.309998999999998
2010-08-16,28.200001
2010-08-17,28.4
2010-08-18,28.190001000000002
2010-08-19,28.32
2010-08-20,28.469998999999998
2010-08-23,27.959999
2010-08-24,28.0
2010-08-25,27.77
2010-08-26,27.6
2010-08-27,27.92
2010-08-30,27.75
2010-08-31,27.82
2010-09-01,28.139999
2010-09-02,28.370001000000002
2010-09-03,28.15
2010-09-07,27.860001
2010-09-08,27.559998999999998
2010-09-09,27.799999
2010-09-10,27.85
2010-09-13,28.0
2010-09-14,27.83
2010-09-15,28.42
2010-09-16,27.84
2010-09-17,28.0
2010-09-20,28.190001000000002
2010-09-21,28.01
2010-09-22,28.469998999999998
2010-09-23,28.309998999999998
2010-09-24,28.389999
2010-09-27,27.540001
2010-09-28,27.25
2010-09-29,27.870001000000002
2010-09-30,28.01
2010-10-01,28.32
2010-10-04,28.08
2010-10-05,27.700001
2010-10-06,27.92
2010-10-07,27.639999
2010-10-08,28.0
2010-10-11,28.200001
2010-10-12,28.629998999999998
2010-10-13,28.4
2010-10-14,28.620001000000002
2010-10-15,28.879998999999998
2010-10-18,29.530001000000002
2010-10-19,29.49
2010-10-20,29.67
2010-10-21,29.32
2010-10-22,29.809998999999998
2010-10-25,29.77
2010-10-26,30.0
2010-10-27,29.889999
2010-10-28,29.59
2010-10-29,29.809998999999998
2010-11-01,29.700001
2010-11-02,29.34
2010-11-03,29.389999
2010-11-04,30.51
2010-11-05,30.27
2010-11-08,30.1
2010-11-09,29.99
2010-11-10,30.530001000000002
2010-11-11,30.09
2010-11-12,29.98
2010-11-15,30.110001
2010-11-16,30.4
2010-11-17,30.549999
2010-11-18,31.0
2010-11-19,30.73
2010-11-22,30.889999
2010-11-23,30.450001
2010-11-24,30.59
2010-11-26,30.459999
2010-11-29,30.08
2010-11-30,30.27
2010-12-01,30.889999
2010-12-02,30.969998999999998
2010-12-03,31.57
2010-12-06,31.92
2010-12-07,32.509997999999996
2010-12-08,33.299999
2010-12-09,33.41
2010-12-10,33.0
2010-12-13,32.970001
2010-12-14,33.189999
2010-12-15,33.189999
2010-12-16,33.509997999999996
2010-12-17,33.93
2010-12-20,34.41
2010-12-21,34.439999
2010-12-22,34.450001
2010-12-23,34.200001
2010-12-27,34.599998
2010-12-28,34.310001
2010-12-29,34.360001000000004
2010-12-30,34.389998999999996
2010-12-31,34.080002
2011-01-03,34.470001
2011-01-04,34.27
2011-01-05,34.32
2011-01-06,34.34
2011-01-07,34.240002000000004
2011-01-10,34.290001000000004
2011-01-11,33.939999
2011-01-12,34.099998
2011-01-13,34.0
2011-01-14,33.73
2011-01-18,33.59
2011-01-19,33.580002
2011-01-20,33.41
2011-01-21,33.360001000000004
2011-01-24,33.84
2011-01-25,34.130001
2011-01-26,34.060001
2011-01-27,34.220001
2011-01-28,33.75
2011-01-31,33.830002
2011-02-01,34.18
2011-02-02,33.880001
2011-02-03,33.849998
2011-02-04,33.759997999999996
2011-02-07,33.900002
2011-02-08,33.77
2011-02-09,33.900002
2011-02-10,33.759997999999996
2011-02-11,33.860001000000004
