Date,WCN
1998-05-22,2.8209880000000003
1998-05-26,2.9629630000000002
1998-05-27,2.8641970000000003
1998-05-28,2.9629630000000002
1998-05-29,3.0
1998-06-01,3.0
1998-06-02,3.0370369999999998
1998-06-03,3.234568
1998-06-04,3.358025
1998-06-05,3.481482
1998-06-08,3.481482
1998-06-09,3.209877
1998-06-10,3.1851849999999997
1998-06-11,3.234568
1998-06-12,3.259259
1998-06-15,3.283951
1998-06-16,3.703704
1998-06-17,3.950617
1998-06-18,3.876543
1998-06-19,3.654321
1998-06-22,3.654321
1998-06-23,3.5555559999999997
1998-06-24,3.703704
1998-06-25,3.925926
1998-06-26,3.8024690000000003
1998-06-29,3.950617
1998-06-30,3.925926
1998-07-01,4.024692
1998-07-02,3.925926
1998-07-06,3.8518519999999996
1998-07-07,3.703704
1998-07-08,3.580247
1998-07-09,3.654321
1998-07-10,3.8024690000000003
1998-07-13,3.8271610000000003
1998-07-14,3.8024690000000003
1998-07-15,4.0
1998-07-16,3.8024690000000003
1998-07-17,3.9753089999999998
1998-07-20,3.876543
1998-07-21,3.950617
1998-07-22,4.037037000000001
1998-07-23,4.370369999999999
1998-07-24,4.148148
1998-07-27,4.098765
1998-07-28,4.3456790000000005
1998-07-29,4.246913
1998-07-30,4.395061
1998-07-31,4.370369999999999
1998-08-03,4.17284
1998-08-04,4.320988
1998-08-05,4.395061
1998-08-06,4.3456790000000005
1998-08-07,4.444445
1998-08-10,4.419753
1998-08-11,4.3456790000000005
1998-08-12,4.469136
1998-08-13,4.444445
1998-08-14,4.419753
1998-08-17,4.3456790000000005
1998-08-18,4.370369999999999
1998-08-19,4.370369999999999
1998-08-20,4.3333330000000005
1998-08-21,4.197531
1998-08-24,4.197531
1998-08-25,4.197531
1998-08-26,4.197531
1998-08-27,4.222222
1998-08-28,4.271605
1998-08-31,4.185185
1998-09-01,4.135802
1998-09-02,3.9753089999999998
1998-09-03,3.753086
1998-09-04,3.8024690000000003
1998-09-08,3.8024690000000003
1998-09-09,3.8148150000000003
1998-09-10,3.728395
1998-09-11,3.703704
1998-09-14,4.197531
1998-09-15,4.098765
1998-09-16,4.098765
1998-09-17,4.320988
