Date,CVEO
2014-05-19,22.799999
2014-05-20,22.16
2014-05-21,21.860001
2014-05-22,21.860001
2014-05-23,21.959999
2014-05-27,22.02
2014-05-28,22.41
2014-05-29,22.889999
2014-05-30,23.059998999999998
2014-06-02,23.25
2014-06-03,23.1
2014-06-04,22.84
2014-06-05,22.67
2014-06-06,22.75
2014-06-09,22.959999
2014-06-10,23.65
2014-06-11,24.85
2014-06-12,25.77
2014-06-13,27.040001
2014-06-16,28.0
2014-06-17,26.790001
2014-06-18,26.41
2014-06-19,25.809998999999998
2014-06-20,25.25
2014-06-23,25.43
2014-06-24,25.200001
2014-06-25,25.24
2014-06-26,25.450001
2014-06-27,26.01
2014-06-30,25.030001000000002
2014-07-01,25.959999
2014-07-02,26.549999
2014-07-03,27.17
2014-07-07,27.049999
2014-07-08,27.049999
2014-07-09,27.450001
2014-07-10,26.66
2014-07-11,26.83
2014-07-14,26.629998999999998
2014-07-15,26.690001000000002
2014-07-16,26.290001
2014-07-17,25.360001
2014-07-18,25.73
2014-07-21,25.459999
2014-07-22,25.52
2014-07-23,25.59
2014-07-24,25.379998999999998
2014-07-25,25.309998999999998
2014-07-28,26.200001
2014-07-29,25.969998999999998
2014-07-30,26.049999
2014-07-31,25.4
2014-08-01,25.6
2014-08-04,25.690001000000002
2014-08-05,25.360001
2014-08-06,24.549999
2014-08-07,24.950001
2014-08-08,25.35
2014-08-11,25.49
2014-08-12,25.07
2014-08-13,25.76
2014-08-14,24.5
2014-08-15,24.52
2014-08-18,24.98
2014-08-19,24.85
2014-08-20,24.799999
2014-08-21,25.459999
2014-08-22,25.1
2014-08-25,24.99
2014-08-26,25.02
2014-08-27,25.01
2014-08-28,25.219998999999998
2014-08-29,25.41
2014-09-02,25.49
2014-09-03,25.129998999999998
2014-09-04,24.92
2014-09-05,25.01
2014-09-08,25.389999
2014-09-09,24.84
2014-09-10,25.110001
2014-09-11,25.190001000000002
2014-09-12,25.0
2014-09-15,24.870001000000002
2014-09-16,24.790001
2014-09-17,24.84
2014-09-18,25.52
2014-09-19,25.360001
2014-09-22,24.790001
2014-09-23,24.450001
2014-09-24,24.92
2014-09-25,24.969998999999998
2014-09-26,25.469998999999998
2014-09-29,12.84
2014-09-30,11.61
2014-10-01,12.52
2014-10-02,12.56
2014-10-03,13.01
2014-10-06,13.25
2014-10-07,12.66
2014-10-08,12.76
2014-10-09,12.26
2014-10-10,12.46
2014-10-13,12.46
2014-10-14,12.17
2014-10-15,12.71
2014-10-16,12.4
2014-10-17,12.14
2014-10-20,12.06
2014-10-21,12.35
2014-10-22,12.5
2014-10-23,12.76
2014-10-24,12.35
2014-10-27,12.16
2014-10-28,12.49
2014-10-29,12.06
2014-10-30,12.2
2014-10-31,12.19
2014-11-03,11.7
2014-11-04,11.03
2014-11-05,11.6
2014-11-06,10.98
2014-11-07,10.99
2014-11-10,10.81
2014-11-11,10.96
2014-11-12,11.06
2014-11-13,10.5
2014-11-14,10.64
2014-11-17,10.47
2014-11-18,10.24
2014-11-19,10.0
2014-11-20,10.39
2014-11-21,10.4
2014-11-24,10.75
2014-11-25,10.72
2014-11-26,10.67
2014-11-28,9.42
2014-12-01,8.89
2014-12-02,9.1
2014-12-03,8.99
2014-12-04,8.99
2014-12-05,8.95
2014-12-08,8.51
2014-12-09,8.99
2014-12-10,7.81
2014-12-11,7.96
2014-12-12,7.81
2014-12-15,7.36
2014-12-16,6.98
2014-12-17,7.76
2014-12-18,7.9
2014-12-19,8.56
2014-12-22,8.27
2014-12-23,8.57
2014-12-24,8.01
2014-12-26,8.06
2014-12-29,8.27
2014-12-30,3.92
2014-12-31,4.11
2015-01-02,3.87
2015-01-05,3.43
2015-01-06,3.11
2015-01-07,3.1
2015-01-08,3.15
2015-01-09,3.26
2015-01-12,3.28
2015-01-13,3.33
2015-01-14,3.47
2015-01-15,3.36
2015-01-16,3.28
2015-01-20,3.31
2015-01-21,3.14
2015-01-22,3.17
2015-01-23,3.15
2015-01-26,3.13
2015-01-27,3.13
2015-01-28,3.03
2015-01-29,2.75
2015-01-30,2.93
2015-02-02,2.85
2015-02-03,3.27
2015-02-04,3.01
2015-02-05,3.17
2015-02-06,3.32
2015-02-09,3.71
2015-02-10,3.57
2015-02-11,3.61
2015-02-12,3.72
2015-02-13,3.87
2015-02-17,3.96
2015-02-18,4.05
2015-02-19,3.85
2015-02-20,3.7
2015-02-23,3.69
2015-02-24,3.78
2015-02-25,3.78
2015-02-26,3.76
2015-02-27,3.94
2015-03-02,3.81
2015-03-03,3.77
2015-03-04,3.7
2015-03-05,3.68
2015-03-06,3.64
2015-03-09,3.43
2015-03-10,3.37
2015-03-11,3.43
2015-03-12,3.52
2015-03-13,2.92
2015-03-16,2.73
2015-03-17,2.53
2015-03-18,2.5
2015-03-19,2.41
2015-03-20,2.41
2015-03-23,2.59
2015-03-24,2.63
2015-03-25,2.63
2015-03-26,2.59
2015-03-27,2.56
2015-03-30,2.53
2015-03-31,2.54
2015-04-01,2.76
2015-04-02,2.92
2015-04-06,3.12
2015-04-07,3.22
2015-04-08,3.29
2015-04-09,3.37
2015-04-10,3.48
2015-04-13,3.51
2015-04-14,3.62
2015-04-15,4.0
2015-04-16,3.86
2015-04-17,3.6
2015-04-20,3.56
2015-04-21,3.39
2015-04-22,3.3
2015-04-23,3.49
2015-04-24,3.43
2015-04-27,3.47
2015-04-28,3.82
2015-04-29,3.93
2015-04-30,4.67
2015-05-01,4.5
2015-05-04,4.64
2015-05-05,4.8
2015-05-06,4.68
2015-05-07,4.43
2015-05-08,4.55
2015-05-11,4.61
2015-05-12,4.52
2015-05-13,4.52
2015-05-14,4.46
2015-05-15,4.35
2015-05-18,4.37
2015-05-19,3.97
2015-05-20,3.97
2015-05-21,4.04
2015-05-22,4.03
2015-05-26,3.99
2015-05-27,3.95
2015-05-28,3.84
2015-05-29,4.0
2015-06-01,3.76
2015-06-02,3.86
2015-06-03,3.77
2015-06-04,3.72
2015-06-05,3.77
2015-06-08,3.56
2015-06-09,3.44
2015-06-10,3.61
2015-06-11,3.48
2015-06-12,3.41
2015-06-15,3.51
2015-06-16,3.4
2015-06-17,3.4
2015-06-18,3.45
2015-06-19,3.51
2015-06-22,3.48
2015-06-23,3.46
2015-06-24,3.38
2015-06-25,3.15
2015-06-26,3.24
2015-06-29,3.04
2015-06-30,3.07
2015-07-01,2.86
2015-07-02,2.94
2015-07-06,2.8
2015-07-07,2.9
2015-07-08,3.0
2015-07-09,3.02
2015-07-10,2.87
2015-07-13,2.87
2015-07-14,2.89
2015-07-15,2.74
2015-07-16,2.77
2015-07-17,2.66
2015-07-20,2.4
2015-07-21,2.39
2015-07-22,2.17
2015-07-23,2.25
2015-07-24,2.02
2015-07-27,1.87
2015-07-28,1.66
2015-07-29,1.86
2015-07-30,1.83
2015-07-31,2.14
2015-08-03,1.85
2015-08-04,1.92
2015-08-05,1.94
2015-08-06,2.0
2015-08-07,1.9
2015-08-10,1.93
2015-08-11,1.81
2015-08-12,1.72
2015-08-13,1.65
2015-08-14,1.58
2015-08-17,1.45
2015-08-18,1.44
2015-08-19,1.29
2015-08-20,1.27
2015-08-21,1.28
2015-08-24,1.22
2015-08-25,1.25
2015-08-26,1.47
2015-08-27,1.55
2015-08-28,1.79
2015-08-31,1.95
2015-09-01,1.86
2015-09-02,2.0
2015-09-03,2.1
2015-09-04,2.04
2015-09-08,1.86
2015-09-09,1.72
2015-09-10,1.89
2015-09-11,1.74
2015-09-14,1.78
2015-09-15,1.8
2015-09-16,1.94
2015-09-17,1.85
2015-09-18,1.81
2015-09-21,1.79
2015-09-22,1.78
2015-09-23,1.67
2015-09-24,1.7
2015-09-25,1.77
2015-09-28,1.6
2015-09-29,1.52
2015-09-30,1.48
2015-10-01,1.41
2015-10-02,1.69
2015-10-05,1.83
2015-10-06,1.95
2015-10-07,1.97
2015-10-08,2.01
2015-10-09,2.16
2015-10-12,1.99
2015-10-13,2.09
2015-10-14,1.94
2015-10-15,2.07
2015-10-16,2.03
2015-10-19,1.95
2015-10-20,2.06
2015-10-21,1.98
2015-10-22,2.02
2015-10-23,2.06
2015-10-26,1.95
2015-10-27,1.8
2015-10-28,1.92
2015-10-29,1.82
2015-10-30,1.86
2015-11-02,1.96
2015-11-03,2.17
2015-11-04,2.2
2015-11-05,2.13
2015-11-06,2.15
2015-11-09,2.09
2015-11-10,2.06
2015-11-11,1.98
2015-11-12,1.95
2015-11-13,1.94
2015-11-16,2.04
2015-11-17,1.98
2015-11-18,2.05
2015-11-19,1.98
2015-11-20,1.95
2015-11-23,1.97
2015-11-24,1.98
2015-11-25,1.98
2015-11-27,2.0
2015-11-30,1.94
2015-12-01,1.96
2015-12-02,1.91
2015-12-03,1.87
2015-12-04,1.7
2015-12-07,1.43
2015-12-08,1.5
2015-12-09,1.42
2015-12-10,1.54
2015-12-11,1.48
2015-12-14,1.31
2015-12-15,1.4
2015-12-16,1.35
2015-12-17,1.39
2015-12-18,1.46
2015-12-21,1.42
2015-12-22,1.49
2015-12-23,1.58
2015-12-24,1.67
2015-12-28,1.6
2015-12-29,1.62
2015-12-30,1.54
2015-12-31,1.42
2016-01-04,1.47
2016-01-05,1.46
2016-01-06,1.35
2016-01-07,1.26
2016-01-08,1.23
2016-01-11,1.14
2016-01-12,1.08
2016-01-13,1.0
