Date,LOW
1980-03-17,0.464844
1980-03-18,0.453125
1980-03-19,0.453125
1980-03-20,0.453125
1980-03-21,0.445313
1980-03-24,0.421875
1980-03-25,0.429688
1980-03-26,0.429688
1980-03-27,0.425781
1980-03-28,0.417969
1980-03-31,0.429688
1980-04-01,0.445313
1980-04-02,0.460938
1980-04-03,0.46875
1980-04-07,0.476563
1980-04-08,0.46875
1980-04-09,0.472656
1980-04-10,0.492188
1980-04-11,0.496094
1980-04-14,0.492188
1980-04-15,0.488281
1980-04-16,0.484375
1980-04-17,0.46875
1980-04-18,0.460938
1980-04-21,0.4375
1980-04-22,0.441406
1980-04-23,0.445313
1980-04-24,0.445313
1980-04-25,0.449219
1980-04-28,0.464844
1980-04-29,0.464844
1980-04-30,0.46875
1980-05-01,0.476563
1980-05-02,0.515625
1980-05-05,0.507813
1980-05-06,0.5
1980-05-07,0.5117189999999999
1980-05-08,0.5039060000000001
1980-05-09,0.515625
1980-05-12,0.5039060000000001
1980-05-13,0.5117189999999999
1980-05-14,0.515625
1980-05-15,0.5195310000000001
1980-05-16,0.515625
1980-05-19,0.5117189999999999
1980-05-20,0.5117189999999999
1980-05-21,0.5273439999999999
1980-05-22,0.515625
1980-05-23,0.523438
1980-05-27,0.546875
1980-05-28,0.5351560000000001
1980-05-29,0.53125
1980-05-30,0.5273439999999999
1980-06-02,0.523438
1980-06-03,0.5195310000000001
1980-06-04,0.5195310000000001
1980-06-05,0.5273439999999999
1980-06-06,0.53125
1980-06-09,0.523438
1980-06-10,0.53125
1980-06-11,0.5351560000000001
1980-06-12,0.5195310000000001
1980-06-13,0.523438
1980-06-16,0.523438
1980-06-17,0.5273439999999999
1980-06-18,0.546875
1980-06-19,0.53125
1980-06-20,0.5273439999999999
1980-06-23,0.5273439999999999
1980-06-24,0.539063
1980-06-25,0.5664060000000001
1980-06-26,0.570313
1980-06-27,0.570313
1980-06-30,0.5625
1980-07-01,0.570313
1980-07-02,0.5664060000000001
1980-07-03,0.5585939999999999
1980-07-07,0.5742189999999999
1980-07-08,0.570313
1980-07-09,0.617188
1980-07-10,0.6132810000000001
1980-07-11,0.6054689999999999
1980-07-14,0.632813
1980-07-15,0.6210939999999999
