Date,MAC
1994-03-10,18.054668
1994-03-11,18.286139000000002
1994-03-14,18.286139000000002
1994-03-15,18.170404
1994-03-16,18.170404
1994-03-17,18.170404
1994-03-18,18.401875
1994-03-21,18.517609
1994-03-22,18.517609
1994-03-23,18.749079000000002
1994-03-24,18.864815
1994-03-25,18.864815
1994-03-28,18.980549
1994-03-29,18.170404
1994-03-30,18.054668
1994-03-31,18.054668
1994-04-04,17.591728
1994-04-05,18.054668
1994-04-06,18.170404
1994-04-07,17.938934
1994-04-08,17.938934
1994-04-11,18.054668
1994-04-12,18.054668
1994-04-13,18.054668
1994-04-14,18.170404
1994-04-15,17.823198
1994-04-18,17.707464
1994-04-19,17.707464
1994-04-20,17.707464
1994-04-21,17.707464
1994-04-22,18.054668
1994-04-25,18.054668
1994-04-26,18.170404
1994-04-28,17.938934
1994-04-29,18.170404
1994-05-02,18.054668
1994-05-03,18.286139000000002
1994-05-04,18.054668
1994-05-05,18.054668
1994-05-06,17.938934
1994-05-09,17.707464
1994-05-10,17.591728
1994-05-11,17.707464
1994-05-12,17.823198
1994-05-13,17.823198
1994-05-16,17.707464
1994-05-17,17.823198
1994-05-18,17.823198
1994-05-19,17.591728
1994-05-20,17.823198
1994-05-23,17.823198
1994-05-24,17.591728
1994-05-25,17.591728
1994-05-26,17.360257999999998
1994-05-27,17.360257999999998
1994-05-31,17.591728
1994-06-01,17.938934
1994-06-02,18.054668
1994-06-03,18.054668
1994-06-06,18.633345000000002
1994-06-07,18.401875
1994-06-08,18.286139000000002
1994-06-09,18.054668
1994-06-10,18.517609
1994-06-13,18.517609
1994-06-14,18.633345000000002
1994-06-15,18.633345000000002
1994-06-16,18.401875
1994-06-17,18.517609
1994-06-20,18.170404
1994-06-21,18.054668
1994-06-22,18.170404
1994-06-23,18.054668
1994-06-24,18.286139000000002
1994-06-27,18.170404
1994-06-28,18.054668
1994-06-29,18.054668
1994-06-30,18.054668
1994-07-01,18.170404
1994-07-05,18.286139000000002
1994-07-06,18.054668
1994-07-07,18.286139000000002
1994-07-08,18.170404
1994-07-11,18.054668
1994-07-12,18.170404
1994-07-13,18.286139000000002
1994-07-14,18.401875
1994-07-15,18.401875
1994-07-18,18.170404
1994-07-19,18.170404
1994-07-20,18.170404
1994-07-21,17.938934
1994-07-22,17.938934
1994-07-25,17.938934
1994-07-26,18.170404
1994-07-27,18.054668
1994-07-28,18.170404
1994-07-29,18.170404
1994-08-01,18.286139000000002
1994-08-02,18.170404
1994-08-03,18.286139000000002
1994-08-04,17.938934
1994-08-05,17.823198
1994-08-08,17.707464
1994-08-09,17.591728
1994-08-10,17.475994
1994-08-11,17.475994
1994-08-12,17.707464
1994-08-15,18.054668
1994-08-16,18.170404
1994-08-17,18.170404
1994-08-18,18.054668
1994-08-19,17.938934
1994-08-22,18.170404
1994-08-23,18.054668
1994-08-24,18.054668
1994-08-25,17.938934
1994-08-26,18.170404
1994-08-29,18.054668
1994-08-30,18.054668
1994-08-31,18.286139000000002
1994-09-01,18.286139000000002
1994-09-02,18.401875
1994-09-06,18.401875
1994-09-07,18.286139000000002
1994-09-08,18.286139000000002
1994-09-09,18.054668
1994-09-12,18.054668
1994-09-13,18.170404
1994-09-14,18.170404
1994-09-15,18.286139000000002
1994-09-16,18.170404
1994-09-19,17.591728
1994-09-20,18.286139000000002
1994-09-21,18.170404
1994-09-22,18.170404
1994-09-23,18.170404
1994-09-26,18.401875
1994-09-27,18.401875
1994-09-28,18.517609
1994-09-29,18.401875
1994-09-30,18.517609
1994-10-03,18.517609
1994-10-04,18.401875
1994-10-05,18.401875
1994-10-06,18.401875
1994-10-07,18.401875
1994-10-10,18.401875
1994-10-11,18.401875
1994-10-12,18.401875
1994-10-13,18.633345000000002
1994-10-14,18.517609
1994-10-17,18.633345000000002
1994-10-18,18.517609
1994-10-19,18.401875
1994-10-20,18.749079000000002
1994-10-21,18.401875
1994-10-24,18.517609
1994-10-25,18.401875
1994-10-26,18.401875
1994-10-27,18.401875
1994-10-28,18.401875
1994-10-31,18.517609
1994-11-01,18.401875
1994-11-02,18.286139000000002
1994-11-03,18.401875
1994-11-04,18.401875
1994-11-07,18.054668
1994-11-08,18.054668
1994-11-09,17.938934
1994-11-10,18.054668
1994-11-11,17.938934
1994-11-14,17.938934
1994-11-15,18.286139000000002
1994-11-16,18.517609
1994-11-17,18.633345000000002
1994-11-18,18.517609
1994-11-21,18.401875
1994-11-22,18.286139000000002
1994-11-23,18.170404
1994-11-25,18.286139000000002
1994-11-28,18.401875
1994-11-29,18.286139000000002
1994-11-30,18.286139000000002
1994-12-01,18.286139000000002
1994-12-02,18.401875
1994-12-05,18.286139000000002
1994-12-06,18.286139000000002
1994-12-07,18.286139000000002
1994-12-08,18.286139000000002
1994-12-09,18.401875
1994-12-12,18.517609
1994-12-13,18.980549
1994-12-14,19.327755
1994-12-15,19.327755
1994-12-16,19.212019
1994-12-19,18.864815
1994-12-20,18.980549
1994-12-21,19.096285
1994-12-22,19.559225
1994-12-23,19.674959
1994-12-27,19.674959
1994-12-28,19.906429
1994-12-29,19.906429
1994-12-30,19.790695
1995-01-03,19.906429
1995-01-04,19.443489000000003
1995-01-05,19.674959
1995-01-06,19.212019
1995-01-09,18.980549
1995-01-10,18.749079000000002
