Date,PGH
2017-07-05,8.2
2017-07-06,8.19
2017-07-07,8.2
2017-07-10,8.2
2017-07-11,8.2
2017-07-12,8.2
2017-07-13,8.2
2017-07-14,8.19
2017-07-17,8.19
2017-07-18,8.18
2017-07-19,8.2
2017-07-20,8.19
2017-07-21,8.18
2017-07-24,8.2
2017-07-25,8.2
2017-07-26,8.2
2017-07-27,8.19
2017-07-28,8.19
2017-07-31,8.2
2017-08-01,8.2
2017-08-02,8.2
2017-08-03,8.2
2017-08-04,8.2
2017-08-07,8.2
2017-08-08,8.2
2017-08-09,8.2
2017-08-10,8.24
2017-08-11,8.24
2017-08-14,8.23
2017-08-15,8.24
2017-08-16,8.23
2017-08-17,8.23
2017-08-18,8.24
2017-08-21,8.23
2017-08-22,8.24
2017-08-23,8.23
2017-08-24,8.23
2017-08-25,8.23
2017-08-28,8.23
2017-08-29,8.23
2017-08-30,8.23
2017-08-31,8.23
2017-09-01,8.23
2017-09-05,8.23
2017-09-06,8.23
2017-09-07,8.23
2017-09-08,8.23
2017-09-11,8.23
2017-09-12,8.23
2017-09-13,8.2
2017-09-14,8.2
2017-09-15,8.2
2017-09-18,8.19
2017-09-19,8.19
2017-09-20,8.19
2017-09-21,8.19
2017-09-22,8.19
2017-09-25,8.19
2017-09-26,8.2
2017-09-27,8.19
2017-09-28,8.18
2017-09-29,8.16
2017-10-02,8.18
2017-10-03,8.17
2017-10-04,8.13
2017-10-05,8.14
2017-10-06,8.1
2017-10-09,8.1
2017-10-10,8.14
2017-10-11,8.1
2017-10-12,8.1
2017-10-13,8.08
2017-10-16,8.1
2017-10-17,8.12
2017-10-18,8.1
2017-10-19,8.19
2017-10-20,8.17
2017-10-23,8.38
2017-10-24,8.57
2017-10-25,8.57
2017-10-26,8.57
2017-10-27,8.59
2017-10-30,8.59
2017-10-31,8.6
2017-11-01,8.99
2017-11-02,9.39
2017-11-03,9.5
2017-11-06,9.64
2017-11-07,9.65
2017-11-08,9.9
2017-11-09,9.9
2017-11-10,10.0
2017-11-13,10.0
2017-11-14,10.0
2017-11-15,9.98
2017-11-16,9.97
2017-11-17,9.95
2017-11-20,9.93
2017-11-21,9.9
2017-11-22,9.88
2017-11-24,9.79
2017-11-27,9.74
2017-11-28,9.7
2017-11-29,9.7
2017-11-30,9.7
2017-12-01,9.7
2017-12-04,9.7
2017-12-05,9.8
2017-12-06,9.85
2017-12-07,9.87
2017-12-08,9.87
2017-12-11,9.87
2017-12-12,9.87
2017-12-13,9.88
2017-12-14,9.88
2017-12-15,9.88
2017-12-18,9.88
2017-12-19,9.88
2017-12-20,9.88
2017-12-21,9.88
2017-12-22,9.88
2017-12-26,9.88
2017-12-27,10.0
2017-12-28,10.0
2017-12-29,10.3
2018-01-02,10.91
2018-01-03,11.49
2018-01-04,11.32
2018-01-05,11.32
2018-01-08,11.1
2018-01-09,10.9
2018-01-10,10.85
2018-01-11,10.8
2018-01-12,10.79
2018-01-16,10.74
2018-01-17,10.61
2018-01-18,10.68
2018-01-19,10.5
2018-01-22,10.55
2018-01-23,10.53
2018-01-24,10.65
2018-01-25,10.64
2018-01-26,10.6
2018-01-29,10.53
2018-01-30,10.53
2018-01-31,10.52
2018-02-01,10.69
2018-02-02,10.68
2018-02-05,10.67
2018-02-06,10.61
2018-02-07,10.69
2018-02-08,10.65
2018-02-09,10.68
2018-02-12,10.68
2018-02-13,10.61
2018-02-14,10.65
2018-02-15,10.65
2018-02-16,10.62
2018-02-20,10.62
2018-02-21,10.6
2018-02-22,10.59
2018-02-23,10.6
2018-02-26,10.6
2018-02-27,10.63
2018-02-28,10.63
2018-03-01,10.6
2018-03-02,10.6
2018-03-05,10.63
2018-03-06,10.6
2018-03-07,10.6
2018-03-08,10.6
2018-03-09,10.6
2018-03-12,10.6
2018-03-13,10.6
2018-03-14,10.5
2018-03-15,10.5
2018-03-16,10.3
2018-03-19,10.5
2018-03-20,10.5
2018-03-21,10.2
2018-03-22,10.19
2018-03-23,10.05
2018-03-26,10.05
2018-03-27,10.3
2018-03-28,10.29
2018-03-29,10.1
2018-04-02,10.1
2018-04-03,10.1
2018-04-04,10.49
2018-04-05,10.4
2018-04-06,10.1
2018-04-09,10.1
2018-04-10,10.39
2018-04-11,10.38
2018-04-12,10.38
2018-04-13,10.32
2018-04-16,10.29
2018-04-17,10.19
2018-04-18,10.2
2018-04-19,10.2
2018-04-20,10.23
2018-04-23,0.75
2018-04-24,10.2
2018-04-25,10.04
2018-04-26,10.18
2018-04-27,10.17
2018-04-30,10.18
2018-05-01,10.18
2018-05-02,10.2
2018-05-03,10.19
2018-05-04,10.18
2018-05-07,10.19
2018-05-08,10.17
2018-05-09,10.23
2018-05-10,10.2
2018-05-11,10.35
2018-05-14,0.8235
2018-05-15,10.2
2018-05-16,0.835
2018-05-17,10.2
2018-05-18,10.2
2018-05-21,10.19
2018-05-22,10.19
2018-05-23,10.1
2018-05-24,10.1
2018-05-25,10.2
2018-05-29,10.39
2018-05-30,10.1
2018-05-31,10.37
2018-06-01,10.3
2018-06-04,10.22
2018-06-05,10.06
2018-06-06,10.0
2018-06-07,10.0
2018-06-08,10.0
2018-06-11,10.22
2018-06-12,10.1
2018-06-13,10.1
2018-06-14,10.2
2018-06-15,10.2
2018-06-18,10.21
2018-06-19,10.3
2018-06-20,10.32
2018-06-21,10.32
2018-06-22,10.43
2018-06-25,10.7
2018-06-26,10.8
2018-06-27,11.12
2018-06-28,11.6
2018-06-29,11.6
2018-07-02,11.6
2018-07-03,11.6
2018-07-05,11.0
2018-07-06,11.2
2018-07-09,11.2
2018-07-10,11.2
2018-07-11,11.19
2018-07-12,11.19
2018-07-13,11.18
2018-07-16,11.1
2018-07-17,11.0
2018-07-18,11.0
2018-07-19,11.0
2018-07-20,11.0
2018-07-23,11.0
2018-07-24,11.0
2018-07-25,11.0
2018-07-26,11.1
2018-07-27,11.1
2018-07-30,11.2
2018-07-31,11.39
2018-08-01,11.29
2018-08-02,11.3
2018-08-03,11.39
2018-08-06,11.39
2018-08-07,11.39
2018-08-08,11.6
2018-08-09,11.5
2018-08-10,11.5
2018-08-13,11.5
2018-08-14,11.45
2018-08-15,11.6
2018-08-16,11.55
2018-08-17,11.9
2018-08-20,12.5
2018-08-21,12.5
2018-08-22,12.5
2018-08-23,12.49
2018-08-24,12.49
2018-08-27,12.47
2018-08-28,12.47
2018-08-29,12.47
2018-08-30,11.91
2018-08-31,11.8
2018-09-04,11.41
2018-09-05,11.5
2018-09-06,11.45
2018-09-07,11.48
2018-09-10,11.4
2018-09-11,11.4
2018-09-12,11.51
2018-09-13,11.45
2018-09-14,11.21
2018-09-17,11.4
2018-09-18,11.19
2018-09-19,11.19
2018-09-20,11.2
2018-09-21,11.19
2018-09-24,11.2
2018-09-25,11.2
2018-09-26,11.2
2018-09-27,11.19
2018-09-28,11.19
2018-10-01,11.19
2018-10-02,11.2
2018-10-03,11.2
2018-10-04,11.2
2018-10-05,11.19
2018-10-08,11.2
2018-10-09,11.2
2018-10-10,11.2
2018-10-11,11.2
2018-10-12,11.25
2018-10-15,11.25
2018-10-16,11.2
2018-10-17,11.04
2018-10-18,11.17
2018-10-19,11.17
2018-10-22,11.17
2018-10-23,11.14
2018-10-24,11.1
2018-10-25,11.03
2018-10-26,11.16
2018-10-29,11.14
2018-10-30,
2018-10-31,
2018-11-01,12.34
2018-11-02,12.25
2018-11-05,12.25
2018-11-06,12.25
2018-11-07,12.2
2018-11-08,12.25
2018-11-09,12.0
2018-11-12,12.39
2018-11-13,12.75
2018-11-14,12.4
2018-11-15,12.76
2018-11-16,12.7
2018-11-19,12.7
2018-11-20,12.7
2018-11-21,12.69
2018-11-23,12.64
2018-11-26,12.64
2018-11-27,12.64
2018-11-28,12.63
2018-11-29,12.6
2018-11-30,12.6
2018-12-03,12.6
2018-12-04,12.6
2018-12-06,12.6
2018-12-07,12.6
2018-12-10,12.6
2018-12-11,12.6
2018-12-12,12.6
2018-12-13,12.4
2018-12-14,12.4
2018-12-17,12.34
2018-12-18,12.38
2018-12-19,12.35
2018-12-20,12.3
2018-12-21,12.19
2018-12-24,12.2
2018-12-26,12.0
2018-12-27,12.39
2018-12-28,12.39
2018-12-31,12.5
2019-01-02,12.5
2019-01-03,12.5
2019-01-04,12.5
2019-01-07,12.49
2019-01-08,12.48
2019-01-09,12.45
2019-01-10,12.45
2019-01-11,12.45
2019-01-14,12.45
2019-01-15,12.46
2019-01-16,12.47
2019-01-17,12.47
2019-01-18,12.5
2019-01-22,12.5
2019-01-23,12.63
2019-01-24,13.27
2019-01-25,13.55
2019-01-28,13.95
2019-01-29,14.78
2019-01-30,15.67
2019-01-31,16.530001000000002
2019-02-01,15.99
2019-02-04,15.86
2019-02-05,15.37
2019-02-06,15.0
2019-02-07,14.65
2019-02-08,14.21
2019-02-11,13.58
2019-02-12,13.18
2019-02-13,12.59
2019-02-14,12.52
2019-02-15,13.27
2019-02-19,14.84
2019-02-20,15.48
2019-02-21,15.4
2019-02-22,15.19
2019-02-25,15.19
2019-02-26,14.78
2019-02-27,14.5
2019-02-28,14.07
2019-03-01,14.47
2019-03-04,14.2
2019-03-05,14.03
2019-03-06,13.61
2019-03-07,13.58
2019-03-08,12.95
2019-03-11,12.2
2019-03-12,11.49
2019-03-13,11.1
2019-03-14,11.0
2019-03-15,11.0
2019-03-18,11.0
2019-03-19,11.43
2019-03-20,11.43
2019-03-21,11.5
2019-03-22,11.5
2019-03-25,11.63
2019-03-26,12.2
2019-03-27,12.25
2019-03-28,12.0
2019-03-29,11.99
2019-04-01,12.34
2019-04-02,12.34
2019-04-03,12.33
2019-04-04,12.3
2019-04-05,11.99
2019-04-08,11.85
2019-04-09,11.85
2019-04-10,11.95
2019-04-11,11.7
2019-04-12,12.0
2019-04-15,11.9
2019-04-16,11.9
2019-04-17,11.9
2019-04-18,11.89
2019-04-22,12.26
2019-04-23,12.25
2019-04-24,12.25
2019-04-25,12.24
2019-04-26,12.23
2019-04-29,11.9
2019-04-30,11.7
2019-05-01,11.7
2019-05-02,12.0
2019-05-03,11.89
2019-05-06,11.89
2019-05-07,11.89
2019-05-08,11.89
2019-05-09,11.89
2019-05-10,11.98
2019-05-13,11.99
2019-05-14,11.99
2019-05-15,11.99
2019-05-16,12.0
2019-05-17,12.0
2019-05-20,11.95
2019-05-21,11.95
2019-05-22,11.95
2019-05-23,12.44
2019-05-24,12.44
2019-05-28,12.6
2019-05-29,13.0
2019-05-30,13.0
2019-05-31,12.53
2019-06-03,12.52
2019-06-04,12.52
2019-06-05,12.52
2019-06-06,12.52
2019-06-07,12.9
2019-06-10,13.0
2019-06-11,12.9
2019-06-12,12.9
2019-06-13,12.99
2019-06-14,13.0
2019-06-17,13.0
2019-06-18,13.0
2019-06-19,13.0
2019-06-20,12.98
2019-06-21,12.98
2019-06-24,12.99
2019-06-25,12.71
2019-06-26,12.71
2019-06-27,12.7
2019-06-28,13.0
2019-07-01,13.1
2019-07-02,13.1
2019-07-03,13.1
2019-07-05,12.99
2019-07-08,12.99
2019-07-09,12.99
2019-07-10,12.98
2019-07-11,12.97
2019-07-12,12.95
2019-07-15,12.9
2019-07-16,12.9
2019-07-17,12.93
2019-07-18,12.94
2019-07-19,12.79
2019-07-22,12.9
2019-07-23,12.85
2019-07-24,12.71
2019-07-25,12.71
2019-07-26,12.6
2019-07-29,12.89
2019-07-30,12.89
2019-07-31,12.89
2019-08-01,12.51
2019-08-02,12.51
2019-08-05,12.51
2019-08-06,12.5
2019-08-07,12.81
2019-08-08,12.83
2019-08-09,12.83
2019-08-12,12.83
2019-08-13,12.83
2019-08-14,12.45
2019-08-15,12.45
2019-08-16,12.45
2019-08-19,12.5
2019-08-20,12.45
2019-08-21,12.4
2019-08-22,12.35
2019-08-23,12.35
2019-08-26,12.35
2019-08-27,12.35
2019-08-28,12.35
2019-08-29,12.24
2019-08-30,12.2
2019-09-03,12.09
2019-09-04,12.5
2019-09-05,12.5
2019-09-06,12.75
2019-09-09,12.55
2019-09-10,12.7
2019-09-11,12.74
2019-09-12,12.75
2019-09-13,12.75
2019-09-16,12.74
2019-09-17,12.4
2019-09-18,12.68
2019-09-19,12.68
2019-09-20,12.68
2019-09-23,12.68
2019-09-24,12.68
2019-09-25,12.6
2019-09-26,12.75
2019-09-27,12.73
2019-09-30,12.5
2019-10-01,12.5
2019-10-02,12.66
2019-10-03,12.8
2019-10-04,13.0
2019-10-07,13.0
2019-10-08,13.0
2019-10-09,13.0
2019-10-10,12.9
2019-10-11,12.9
2019-10-14,12.9
2019-10-15,12.9
2019-10-16,12.9
2019-10-17,12.9
2019-10-18,12.9
2019-10-21,12.8
2019-10-22,12.9
2019-10-23,12.9
2019-10-24,12.9
2019-10-25,12.74
2019-10-28,12.74
2019-10-29,12.74
2019-10-30,12.36
2019-10-31,12.73
2019-11-01,12.7
2019-11-04,12.8
2019-11-05,12.9
2019-11-06,12.8
2019-11-07,12.8
2019-11-08,12.8
2019-11-11,12.7
2019-11-12,12.7
2019-11-13,12.8
2019-11-14,12.8
2019-11-15,12.97
2019-11-18,12.95
2019-11-19,12.95
2019-11-20,12.95
2019-11-21,12.96
2019-11-22,12.9
2019-11-25,12.7
2019-11-26,12.9
2019-11-27,12.95
2019-11-29,13.18
2019-12-02,13.2
2019-12-03,13.0
2019-12-04,13.47
2019-12-05,13.1
2019-12-06,13.39
2019-12-09,13.39
2019-12-10,13.39
2019-12-11,13.06
2019-12-12,13.29
2019-12-13,12.91
2019-12-16,13.19
2019-12-17,13.2
2019-12-18,13.19
2019-12-19,13.19
2019-12-20,13.17
2019-12-23,13.15
2019-12-24,13.16
2019-12-26,13.1
2019-12-27,13.09
2019-12-30,13.09
2019-12-31,13.1
2020-01-02,13.0
2020-01-03,12.98
2020-01-06,12.8
2020-01-07,12.8
2020-01-08,12.71
2020-01-09,12.61
2020-01-10,12.6
2020-01-13,12.5
2020-01-14,12.5
2020-01-15,12.5
2020-01-16,12.4
2020-01-17,12.47
2020-01-21,12.47
2020-01-22,12.45
2020-01-23,12.4
2020-01-24,12.77
2020-01-27,12.95
2020-01-28,13.0
2020-01-29,12.99
2020-01-30,13.0
2020-01-31,13.0
2020-02-03,13.15
2020-02-04,13.0
2020-02-05,13.0
2020-02-06,12.99
2020-02-07,12.9
2020-02-10,12.97
2020-02-11,12.97
2020-02-12,12.99
2020-02-13,12.98
2020-02-14,12.98
2020-02-18,12.9
2020-02-19,12.68
2020-02-20,12.9
2020-02-21,12.9
2020-02-24,12.97
2020-02-25,12.9
2020-02-26,12.7
2020-02-27,12.9
2020-02-28,12.9
2020-03-02,12.9
2020-03-03,12.9
2020-03-04,12.9
2020-03-05,12.9
2020-03-06,12.68
2020-03-09,12.68
2020-03-10,12.38
2020-03-11,12.74
2020-03-12,12.69
2020-03-13,12.35
2020-03-16,11.8
2020-03-17,11.8
2020-03-18,12.15
2020-03-19,12.5
2020-03-20,
2020-03-23,12.7
2020-03-24,13.07
2020-03-25,13.04
2020-03-26,13.04
2020-03-27,13.1
2020-03-30,12.99
2020-03-31,12.89
2020-04-01,12.72
2020-04-02,12.5
2020-04-03,12.3
2020-04-06,12.3
2020-04-07,12.3
2020-04-08,12.0
2020-04-09,12.0
2020-04-13,12.0
2020-04-14,11.65
2020-04-15,11.99
2020-04-16,12.34
2020-04-17,12.5
2020-04-20,12.7
2020-04-21,13.0
2020-04-22,12.7
2020-04-23,12.84
2020-04-24,12.96
2020-04-27,12.58
2020-04-28,12.57
2020-04-29,12.2
2020-04-30,12.56
2020-05-01,
2020-05-04,12.6
2020-05-05,12.23
2020-05-06,12.0
2020-05-07,12.35
2020-05-08,12.5
