Date,EXP
1994-08-04,3.958333
1994-08-05,3.958333
1994-08-08,3.833333
1994-08-09,3.833333
1994-08-10,3.791667
1994-08-11,3.791667
1994-08-12,3.75
1994-08-15,3.791667
1994-08-16,3.75
1994-08-17,3.5
1994-08-18,3.583333
1994-08-19,3.583333
1994-08-22,3.666667
1994-08-23,3.541667
1994-08-24,3.5
1994-08-25,3.583333
1994-08-26,3.625
1994-08-29,3.625
1994-08-30,3.625
1994-08-31,3.791667
1994-09-01,3.791667
1994-09-02,3.833333
1994-09-06,3.791667
1994-09-07,3.875
1994-09-08,3.916667
1994-09-09,4.0
1994-09-12,4.125
1994-09-13,4.0833330000000005
1994-09-14,4.0833330000000005
1994-09-15,4.1666669999999995
1994-09-16,4.2083330000000005
1994-09-19,4.2083330000000005
1994-09-20,4.125
1994-09-21,4.0416669999999995
1994-09-22,4.0
1994-09-23,3.958333
1994-09-26,4.0
1994-09-27,3.958333
1994-09-28,3.916667
1994-09-29,4.0
1994-09-30,4.1666669999999995
1994-10-03,4.1666669999999995
1994-10-04,3.916667
1994-10-05,3.833333
1994-10-06,3.875
1994-10-07,3.708333
1994-10-10,3.666667
1994-10-11,3.708333
1994-10-12,3.75
1994-10-13,3.875
1994-10-14,3.875
1994-10-17,3.916667
1994-10-18,3.875
1994-10-19,3.833333
1994-10-20,3.833333
1994-10-21,3.708333
1994-10-24,3.708333
1994-10-25,3.541667
1994-10-26,3.541667
1994-10-27,3.5
1994-10-28,3.5
1994-10-31,3.541667
1994-11-01,3.583333
1994-11-02,3.791667
1994-11-03,3.75
1994-11-04,3.75
1994-11-07,3.708333
1994-11-08,3.708333
1994-11-09,3.791667
1994-11-10,3.75
1994-11-11,3.791667
1994-11-14,3.791667
1994-11-15,3.833333
1994-11-16,3.791667
1994-11-17,3.791667
1994-11-18,3.791667
1994-11-21,3.708333
1994-11-22,3.583333
1994-11-23,3.5
1994-11-25,3.416667
1994-11-28,3.333333
1994-11-29,3.333333
1994-11-30,3.291667
1994-12-01,3.041667
1994-12-02,3.041667
1994-12-05,3.041667
1994-12-06,3.083333
1994-12-07,3.125
1994-12-08,3.166667
1994-12-09,3.208333
1994-12-12,3.25
1994-12-13,3.375
1994-12-14,3.375
1994-12-15,3.458333
1994-12-16,3.541667
1994-12-19,3.416667
1994-12-20,3.416667
1994-12-21,3.5
1994-12-22,3.791667
1994-12-23,3.666667
1994-12-27,3.916667
1994-12-28,3.791667
1994-12-29,3.666667
1994-12-30,4.125
1995-01-03,3.916667
1995-01-04,3.833333
1995-01-05,3.666667
1995-01-06,3.625
1995-01-09,3.75
1995-01-10,3.791667
1995-01-11,3.708333
1995-01-12,3.708333
1995-01-13,3.666667
1995-01-16,3.583333
1995-01-17,3.666667
1995-01-18,3.666667
1995-01-19,3.708333
1995-01-20,3.875
1995-01-23,3.875
1995-01-24,3.916667
1995-01-25,3.916667
1995-01-26,3.833333
1995-01-27,3.833333
1995-01-30,3.708333
1995-01-31,3.833333
1995-02-01,3.75
1995-02-02,3.833333
1995-02-03,3.833333
1995-02-06,3.916667
1995-02-07,4.0
1995-02-08,4.0833330000000005
1995-02-09,4.0833330000000005
1995-02-10,4.0
1995-02-13,4.0
1995-02-14,4.0833330000000005
1995-02-15,4.1666669999999995
1995-02-16,4.0833330000000005
1995-02-17,3.958333
1995-02-21,3.958333
1995-02-22,4.0416669999999995
1995-02-23,4.1666669999999995
1995-02-24,4.125
1995-02-27,4.0833330000000005
1995-02-28,4.125
1995-03-01,4.1666669999999995
1995-03-02,4.2083330000000005
1995-03-03,4.0833330000000005
1995-03-06,4.0
1995-03-07,3.791667
1995-03-08,3.583333
1995-03-09,3.583333
1995-03-10,3.666667
1995-03-13,3.708333
1995-03-14,3.791667
1995-03-15,3.791667
1995-03-16,3.791667
1995-03-17,3.708333
1995-03-20,3.708333
1995-03-21,3.666667
1995-03-22,3.708333
1995-03-23,3.75
1995-03-24,4.0416669999999995
1995-03-27,3.916667
1995-03-28,4.0
1995-03-29,4.125
1995-03-30,4.125
1995-03-31,4.2083330000000005
1995-04-03,4.0416669999999995
1995-04-04,4.0416669999999995
1995-04-05,4.0416669999999995
1995-04-06,4.125
1995-04-07,4.1666669999999995
1995-04-10,4.2083330000000005
1995-04-11,4.1666669999999995
1995-04-12,4.0416669999999995
1995-04-13,4.0
1995-04-17,4.1666669999999995
1995-04-18,4.1666669999999995
1995-04-19,4.1666669999999995
1995-04-20,4.125
1995-04-21,4.0416669999999995
1995-04-24,4.2083330000000005
1995-04-25,4.2083330000000005
1995-04-26,4.25
1995-04-27,4.0833330000000005
1995-04-28,4.1666669999999995
1995-05-01,4.125
1995-05-02,4.125
1995-05-03,4.0833330000000005
1995-05-04,3.958333
1995-05-05,4.0
1995-05-08,4.2916669999999995
1995-05-09,4.4166669999999995
1995-05-10,4.5833330000000005
1995-05-11,4.5833330000000005
1995-05-12,4.4166669999999995
1995-05-15,4.375
1995-05-16,4.3333330000000005
1995-05-17,4.2916669999999995
1995-05-18,4.25
1995-05-19,4.375
1995-05-22,4.4166669999999995
1995-05-23,4.375
1995-05-24,4.375
1995-05-25,4.3333330000000005
1995-05-26,4.25
1995-05-30,4.25
1995-05-31,4.25
1995-06-01,4.2083330000000005
1995-06-02,4.1666669999999995
1995-06-05,4.1666669999999995
1995-06-06,4.1666669999999995
1995-06-07,4.1666669999999995
1995-06-08,4.125
1995-06-09,4.125
1995-06-12,3.833333
1995-06-13,3.916667
1995-06-14,3.875
1995-06-15,3.833333
1995-06-16,3.833333
1995-06-19,3.875
1995-06-20,3.916667
1995-06-21,4.0833330000000005
1995-06-22,4.2083330000000005
1995-06-23,4.1666669999999995
1995-06-26,4.1666669999999995
1995-06-27,4.2083330000000005
1995-06-28,4.2083330000000005
1995-06-29,4.25
1995-06-30,4.2916669999999995
1995-07-03,4.25
1995-07-05,4.2916669999999995
1995-07-06,4.3333330000000005
1995-07-07,4.5
1995-07-10,4.625
1995-07-11,4.625
1995-07-12,4.6666669999999995
1995-07-13,4.8333330000000005
1995-07-14,4.9166669999999995
1995-07-17,4.9583330000000005
1995-07-18,4.9166669999999995
1995-07-19,4.5833330000000005
1995-07-20,4.7083330000000005
1995-07-21,4.6666669999999995
1995-07-24,4.7083330000000005
1995-07-25,4.7916669999999995
1995-07-26,4.8333330000000005
1995-07-27,4.7083330000000005
1995-07-28,4.7916669999999995
1995-07-31,4.7916669999999995
1995-08-01,4.6666669999999995
1995-08-02,4.75
1995-08-03,4.75
1995-08-04,4.6666669999999995
1995-08-07,4.75
1995-08-08,4.75
1995-08-09,4.75
1995-08-10,4.7083330000000005
1995-08-11,4.6666669999999995
1995-08-14,4.7083330000000005
1995-08-15,4.6666669999999995
1995-08-16,4.9166669999999995
1995-08-17,4.875
1995-08-18,4.9166669999999995
1995-08-21,4.9166669999999995
1995-08-22,4.9166669999999995
1995-08-23,4.8125
1995-08-24,4.7083330000000005
1995-08-25,4.6666669999999995
1995-08-28,4.625
1995-08-29,4.5
1995-08-30,4.375
1995-08-31,4.3333330000000005
1995-09-01,4.5
1995-09-05,4.5416669999999995
1995-09-06,4.5833330000000005
1995-09-07,4.625
1995-09-08,4.7083330000000005
1995-09-11,4.75
1995-09-12,4.7083330000000005
1995-09-13,4.7916669999999995
1995-09-14,4.75
1995-09-15,4.7916669999999995
1995-09-18,4.6666669999999995
1995-09-19,4.5833330000000005
1995-09-20,4.5416669999999995
1995-09-21,4.375
1995-09-22,4.3333330000000005
1995-09-25,4.4166669999999995
1995-09-26,4.4166669999999995
1995-09-27,4.375
1995-09-28,4.375
1995-09-29,4.375
1995-10-02,4.2916669999999995
1995-10-03,4.125
1995-10-04,3.958333
1995-10-05,4.2083330000000005
1995-10-06,4.25
1995-10-09,4.3333330000000005
1995-10-10,4.25
1995-10-11,4.25
1995-10-12,4.2083330000000005
1995-10-13,4.2083330000000005
1995-10-16,4.3333330000000005
1995-10-17,4.3333330000000005
1995-10-18,4.4166669999999995
1995-10-19,4.375
1995-10-20,4.4166669999999995
1995-10-23,4.4583330000000005
1995-10-24,4.3333330000000005
1995-10-25,4.2083330000000005
1995-10-26,4.1666669999999995
1995-10-27,4.2083330000000005
1995-10-30,4.25
1995-10-31,4.2083330000000005
1995-11-01,4.1666669999999995
1995-11-02,4.25
1995-11-03,4.25
1995-11-06,4.2083330000000005
1995-11-07,4.5
1995-11-08,4.625
1995-11-09,4.5833330000000005
1995-11-10,4.625
1995-11-13,4.625
1995-11-14,4.5833330000000005
1995-11-15,4.625
1995-11-16,4.625
1995-11-17,4.6666669999999995
1995-11-20,4.6666669999999995
1995-11-21,4.75
1995-11-22,4.75
1995-11-24,4.6666669999999995
1995-11-27,4.6666669999999995
1995-11-28,4.6666669999999995
1995-11-29,4.6666669999999995
1995-11-30,4.6666669999999995
1995-12-01,4.6666669999999995
1995-12-04,4.6666669999999995
1995-12-05,4.7083330000000005
1995-12-06,4.7083330000000005
1995-12-07,4.625
1995-12-08,4.6666669999999995
1995-12-11,4.625
1995-12-12,4.625
1995-12-13,4.7083330000000005
1995-12-14,4.7916669999999995
1995-12-15,4.7916669999999995
1995-12-18,4.75
1995-12-19,4.75
1995-12-20,4.8333330000000005
1995-12-21,4.7916669999999995
1995-12-22,4.7916669999999995
1995-12-26,4.7083330000000005
1995-12-27,4.7916669999999995
1995-12-28,4.75
1995-12-29,4.7916669999999995
1996-01-02,4.75
1996-01-03,4.75
1996-01-04,4.875
1996-01-05,4.875
1996-01-08,4.875
1996-01-09,4.9583330000000005
1996-01-10,4.8333330000000005
1996-01-11,4.875
1996-01-12,4.875
1996-01-15,4.875
1996-01-16,4.875
1996-01-17,4.7916669999999995
1996-01-18,4.8333330000000005
1996-01-19,4.8333330000000005
1996-01-22,4.7916669999999995
1996-01-23,4.625
1996-01-24,4.625
1996-01-25,4.7083330000000005
1996-01-26,4.75
1996-01-29,4.6666669999999995
1996-01-30,4.7083330000000005
1996-01-31,4.7916669999999995
1996-02-01,4.8333330000000005
1996-02-02,4.8333330000000005
1996-02-05,4.7083330000000005
1996-02-06,4.7083330000000005
1996-02-07,4.875
1996-02-08,4.875
1996-02-09,4.9166669999999995
1996-02-12,4.9583330000000005
1996-02-13,4.9166669999999995
1996-02-14,4.9583330000000005
1996-02-15,4.9166669999999995
1996-02-16,4.9583330000000005
1996-02-20,4.9166669999999995
1996-02-21,4.9583330000000005
1996-02-22,4.9166669999999995
1996-02-23,4.9166669999999995
1996-02-26,4.875
1996-02-27,5.0
1996-02-28,4.8333330000000005
1996-02-29,4.875
1996-03-01,4.8333330000000005
1996-03-04,4.9166669999999995
1996-03-05,5.0
1996-03-06,5.0416669999999995
1996-03-07,5.0
1996-03-08,4.9583330000000005
1996-03-11,4.9583330000000005
1996-03-12,5.0
1996-03-13,4.9583330000000005
1996-03-14,4.9583330000000005
1996-03-15,4.9583330000000005
1996-03-18,4.9583330000000005
1996-03-19,5.0833330000000005
1996-03-20,5.1666669999999995
1996-03-21,5.1666669999999995
1996-03-22,5.0416669999999995
1996-03-25,5.0
1996-03-26,5.0
1996-03-27,4.7916669999999995
1996-03-28,4.7083330000000005
1996-03-29,4.5416669999999995
1996-04-01,4.6666669999999995
1996-04-02,4.6666669999999995
1996-04-03,4.7083330000000005
1996-04-04,4.6666669999999995
1996-04-08,4.5833330000000005
1996-04-09,4.5833330000000005
1996-04-10,4.5833330000000005
1996-04-11,4.5833330000000005
1996-04-12,4.625
1996-04-15,4.875
1996-04-16,4.875
1996-04-17,4.875
1996-04-18,4.9166669999999995
1996-04-19,4.9583330000000005
1996-04-22,4.9583330000000005
1996-04-23,4.9583330000000005
1996-04-24,5.0
1996-04-25,4.9583330000000005
1996-04-26,5.0
1996-04-29,4.8333330000000005
1996-04-30,4.7916669999999995
1996-05-01,4.875
1996-05-02,4.75
1996-05-03,4.75
1996-05-06,4.7916669999999995
1996-05-07,4.875
1996-05-08,4.875
1996-05-09,4.9166669999999995
1996-05-10,4.9166669999999995
1996-05-13,5.125
1996-05-14,5.1666669999999995
1996-05-15,5.125
1996-05-16,5.0416669999999995
1996-05-17,5.0416669999999995
1996-05-20,5.0
1996-05-21,4.8333330000000005
1996-05-22,4.875
1996-05-23,4.7916669999999995
1996-05-24,4.7916669999999995
1996-05-28,4.8333330000000005
1996-05-29,4.8333330000000005
1996-05-30,4.7916669999999995
1996-05-31,4.7916669999999995
1996-06-03,4.7916669999999995
1996-06-04,4.9583330000000005
1996-06-05,5.0416669999999995
1996-06-06,4.9583330000000005
1996-06-07,5.0416669999999995
1996-06-10,4.8333330000000005
1996-06-11,5.0416669999999995
1996-06-12,5.0833330000000005
1996-06-13,4.9583330000000005
1996-06-14,5.0
1996-06-17,5.0
1996-06-18,5.0
1996-06-19,4.7916669999999995
1996-06-20,4.7916669999999995
1996-06-21,4.7916669999999995
1996-06-24,4.8333330000000005
1996-06-25,4.8333330000000005
1996-06-26,4.875
1996-06-27,4.8333330000000005
1996-06-28,4.75
1996-07-01,4.7916669999999995
1996-07-02,4.875
1996-07-03,4.875
1996-07-05,4.8333330000000005
1996-07-08,4.7916669999999995
1996-07-09,4.7083330000000005
1996-07-10,4.7083330000000005
1996-07-11,4.625
1996-07-12,4.625
1996-07-15,4.5833330000000005
1996-07-16,4.5
1996-07-17,4.5833330000000005
1996-07-18,4.75
1996-07-19,4.8333330000000005
1996-07-22,4.9166669999999995
1996-07-23,4.625
1996-07-24,4.5833330000000005
1996-07-25,4.5416669999999995
1996-07-26,4.5
1996-07-29,4.5
1996-07-30,4.5833330000000005
1996-07-31,4.5416669999999995
1996-08-01,4.625
1996-08-02,4.625
1996-08-05,4.6666669999999995
1996-08-06,4.8333330000000005
1996-08-07,4.875
1996-08-08,4.875
1996-08-09,4.875
1996-08-12,4.875
1996-08-13,4.7916669999999995
1996-08-14,4.6666669999999995
1996-08-15,4.6666669999999995
1996-08-16,4.7916669999999995
1996-08-19,4.75
1996-08-20,4.75
1996-08-21,4.7916669999999995
1996-08-22,4.9166669999999995
1996-08-23,4.9583330000000005
1996-08-26,5.0
1996-08-27,5.0
1996-08-28,5.0416669999999995
1996-08-29,5.0
1996-08-30,4.9166669999999995
1996-09-03,4.9583330000000005
1996-09-04,5.0
1996-09-05,4.9583330000000005
1996-09-06,4.9166669999999995
1996-09-09,5.0
1996-09-10,5.125
1996-09-11,4.9583330000000005
1996-09-12,5.125
1996-09-13,5.0416669999999995
1996-09-16,5.0416669999999995
1996-09-17,5.0833330000000005
1996-09-18,5.2083330000000005
1996-09-19,5.2083330000000005
1996-09-20,5.2083330000000005
1996-09-23,5.125
1996-09-24,5.1666669999999995
1996-09-25,5.125
1996-09-26,5.25
1996-09-27,5.125
1996-09-30,5.2916669999999995
1996-10-01,5.2916669999999995
1996-10-02,5.25
1996-10-03,5.375
1996-10-04,5.3333330000000005
1996-10-07,5.25
1996-10-08,5.2916669999999995
1996-10-09,5.2916669999999995
1996-10-10,5.2916669999999995
1996-10-11,5.2916669999999995
1996-10-14,5.3333330000000005
1996-10-15,5.25
1996-10-16,5.25
1996-10-17,5.2083330000000005
1996-10-18,5.2083330000000005
1996-10-21,5.2083330000000005
1996-10-22,5.125
1996-10-23,5.125
1996-10-24,5.125
1996-10-25,5.2916669999999995
1996-10-28,5.2916669999999995
1996-10-29,5.2916669999999995
1996-10-30,5.3333330000000005
1996-10-31,5.2083330000000005
1996-11-01,5.2083330000000005
1996-11-04,5.1666669999999995
1996-11-05,5.2083330000000005
1996-11-06,5.2083330000000005
1996-11-07,5.2083330000000005
1996-11-08,5.1666669999999995
1996-11-11,5.125
1996-11-12,5.0833330000000005
1996-11-13,4.9583330000000005
1996-11-14,4.875
1996-11-15,4.9583330000000005
1996-11-18,4.9583330000000005
1996-11-19,4.9166669999999995
1996-11-20,4.8333330000000005
1996-11-21,4.875
1996-11-22,4.9166669999999995
1996-11-25,5.125
1996-11-26,5.125
1996-11-27,5.125
1996-11-29,5.2916669999999995
1996-12-02,5.2916669999999995
1996-12-03,5.4583330000000005
1996-12-04,5.4583330000000005
1996-12-05,5.4583330000000005
1996-12-06,5.4583330000000005
1996-12-09,5.4583330000000005
1996-12-10,5.4583330000000005
1996-12-11,5.4583330000000005
1996-12-12,5.3333330000000005
1996-12-13,5.25
1996-12-16,5.2916669999999995
1996-12-17,5.3333330000000005
1996-12-18,5.4583330000000005
1996-12-19,5.5416669999999995
1996-12-20,6.0
1996-12-23,5.9583330000000005
1996-12-24,5.9166669999999995
1996-12-26,5.9583330000000005
1996-12-27,5.9583330000000005
1996-12-30,6.0
1996-12-31,6.0
1997-01-02,5.9583330000000005
1997-01-03,6.0416669999999995
1997-01-06,6.0416669999999995
1997-01-07,6.0
1997-01-08,6.2916669999999995
1997-01-09,6.3333330000000005
1997-01-10,6.2083330000000005
1997-01-13,6.2916669999999995
1997-01-14,6.25
1997-01-15,6.375
1997-01-16,6.4166669999999995
1997-01-17,6.3333330000000005
1997-01-20,6.125
1997-01-21,6.2083330000000005
1997-01-22,6.0416669999999995
1997-01-23,6.1666669999999995
1997-01-24,6.1666669999999995
1997-01-27,6.1666669999999995
1997-01-28,6.5833330000000005
1997-01-29,6.4166669999999995
1997-01-30,6.4583330000000005
1997-01-31,6.5416669999999995
1997-02-03,6.5416669999999995
1997-02-04,6.4583330000000005
1997-02-05,6.3333330000000005
1997-02-06,6.3333330000000005
1997-02-07,6.25
1997-02-10,6.0833330000000005
1997-02-11,6.0416669999999995
1997-02-12,6.25
1997-02-13,6.2083330000000005
1997-02-14,6.0416669999999995
1997-02-18,5.875
1997-02-19,5.9166669999999995
1997-02-20,5.8333330000000005
1997-02-21,5.8333330000000005
1997-02-24,5.875
1997-02-25,5.9166669999999995
1997-02-26,5.7916669999999995
1997-02-27,5.7083330000000005
1997-02-28,5.6666669999999995
1997-03-03,5.5416669999999995
1997-03-04,5.5833330000000005
1997-03-05,5.8333330000000005
1997-03-06,5.7916669999999995
1997-03-07,5.8333330000000005
1997-03-10,5.875
1997-03-11,5.8333330000000005
1997-03-12,5.9583330000000005
1997-03-13,5.9583330000000005
1997-03-14,6.0
1997-03-17,6.125
1997-03-18,6.0
1997-03-19,6.0
1997-03-20,6.0
1997-03-21,6.0833330000000005
1997-03-24,6.0416669999999995
1997-03-25,6.0416669999999995
1997-03-26,6.1666669999999995
1997-03-27,6.0416669999999995
1997-03-31,6.0416669999999995
1997-04-01,6.0833330000000005
1997-04-02,6.0416669999999995
1997-04-03,6.0416669999999995
1997-04-04,6.125
1997-04-07,6.125
1997-04-08,6.125
1997-04-09,6.1666669999999995
1997-04-10,6.25
1997-04-11,6.125
1997-04-14,6.2083330000000005
1997-04-15,6.25
1997-04-16,6.125
1997-04-17,6.125
1997-04-18,6.0416669999999995
1997-04-21,6.0833330000000005
1997-04-22,6.0833330000000005
1997-04-23,6.0833330000000005
1997-04-24,6.0833330000000005
1997-04-25,6.0833330000000005
1997-04-28,6.0416669999999995
1997-04-29,6.1666669999999995
1997-04-30,6.1666669999999995
1997-05-01,6.25
1997-05-02,6.25
1997-05-05,6.2916669999999995
1997-05-06,6.0833330000000005
1997-05-07,6.25
1997-05-08,6.2083330000000005
1997-05-09,6.25
1997-05-12,6.5416669999999995
1997-05-13,6.5
1997-05-14,6.5
1997-05-15,6.4166669999999995
1997-05-16,6.375
1997-05-19,6.2916669999999995
1997-05-20,6.375
1997-05-21,6.5
1997-05-22,6.5416669999999995
1997-05-23,6.5833330000000005
1997-05-27,6.5833330000000005
1997-05-28,6.5833330000000005
1997-05-29,6.5833330000000005
1997-05-30,6.7083330000000005
1997-06-02,6.9166669999999995
1997-06-03,6.9583330000000005
1997-06-04,6.9583330000000005
1997-06-05,6.9166669999999995
1997-06-06,6.9166669999999995
1997-06-09,6.875
1997-06-10,7.0416669999999995
1997-06-11,6.9583330000000005
1997-06-12,6.9583330000000005
1997-06-13,6.9583330000000005
1997-06-16,6.9583330000000005
1997-06-17,6.9583330000000005
1997-06-18,6.9583330000000005
1997-06-19,7.0833330000000005
1997-06-20,6.9583330000000005
1997-06-23,6.875
1997-06-24,6.9583330000000005
1997-06-25,7.0
1997-06-26,7.1666669999999995
1997-06-27,6.8333330000000005
1997-06-30,6.5
1997-07-01,6.6041669999999995
1997-07-02,6.6666669999999995
1997-07-03,6.7083330000000005
1997-07-07,6.8333330000000005
1997-07-08,6.7083330000000005
1997-07-09,6.75
1997-07-10,7.125
1997-07-11,7.4583330000000005
1997-07-14,7.3541669999999995
1997-07-15,7.375
1997-07-16,7.4166669999999995
1997-07-17,7.9375
1997-07-18,7.6666669999999995
1997-07-21,7.9166669999999995
1997-07-22,8.479167
1997-07-23,10.0
1997-07-24,9.666667
1997-07-25,9.520833
1997-07-28,9.229167
1997-07-29,9.270833
1997-07-30,9.666667
1997-07-31,9.666667
1997-08-01,9.75
1997-08-04,9.979167
1997-08-05,10.0
1997-08-06,9.854167
1997-08-07,9.979167
1997-08-08,9.5
1997-08-11,9.666667
1997-08-12,9.4375
1997-08-13,9.5
1997-08-14,9.5625
1997-08-15,9.520833
1997-08-18,9.5625
1997-08-19,9.645833
1997-08-20,9.583333
1997-08-21,9.520833
1997-08-22,9.583333
1997-08-25,9.291667
1997-08-26,9.354167
1997-08-27,9.625
1997-08-28,9.604167
1997-08-29,9.541667
1997-09-02,9.666667
1997-09-03,9.5
1997-09-04,9.666667
1997-09-05,9.666667
1997-09-08,9.708333
1997-09-09,9.666667
1997-09-10,9.625
1997-09-11,9.583333
1997-09-12,9.645833
1997-09-15,9.645833
1997-09-16,9.645833
1997-09-17,9.958333
1997-09-18,10.1875
1997-09-19,10.125
1997-09-22,10.0
1997-09-23,10.145833
1997-09-24,10.041667
1997-09-25,9.791667
1997-09-26,10.0
1997-09-29,10.125
1997-09-30,9.875
1997-10-01,10.041667
1997-10-02,10.166667
1997-10-03,10.083333
1997-10-06,10.270833
1997-10-07,10.166667
1997-10-08,10.208333
1997-10-09,10.041667
1997-10-10,9.916667
1997-10-13,9.770833
1997-10-14,9.770833
1997-10-15,9.25
1997-10-16,9.25
1997-10-17,9.541667
1997-10-20,9.958333
1997-10-21,10.104167
1997-10-22,10.416667
1997-10-23,10.4375
1997-10-24,10.875
1997-10-27,10.375
1997-10-28,10.645833
1997-10-29,10.645833
1997-10-30,10.416667
1997-10-31,10.333333
1997-11-03,10.5
1997-11-04,10.479167
1997-11-05,10.1875
1997-11-06,10.0
1997-11-07,9.666667
1997-11-10,10.125
1997-11-11,10.020833
1997-11-12,10.020833
1997-11-13,10.0
1997-11-14,10.0
1997-11-17,10.0625
1997-11-18,10.0
1997-11-19,10.333333
1997-11-20,10.208333
1997-11-21,10.395833
1997-11-24,10.291667
1997-11-25,10.375
1997-11-26,10.333333
1997-11-28,10.208333
1997-12-01,10.375
1997-12-02,10.375
1997-12-03,10.479167
1997-12-04,10.458333
1997-12-05,10.458333
1997-12-08,10.479167
1997-12-09,10.291667
1997-12-10,10.145833
1997-12-11,10.0
1997-12-12,10.041667
1997-12-15,10.041667
1997-12-16,10.104167
1997-12-17,10.145833
1997-12-18,10.270833
1997-12-19,10.166667
1997-12-22,10.166667
1997-12-23,10.208333
1997-12-24,10.291667
1997-12-26,10.270833
1997-12-29,10.333333
1997-12-30,10.291667
1997-12-31,10.041667
1998-01-02,10.083333
1998-01-05,10.083333
1998-01-06,10.104167
1998-01-07,10.125
1998-01-08,10.125
1998-01-09,10.229167
1998-01-12,10.083333
1998-01-13,10.125
1998-01-14,10.0625
1998-01-15,10.020833
1998-01-16,10.0
1998-01-20,9.833333
1998-01-21,9.895833
1998-01-22,9.791667
1998-01-23,9.916667
1998-01-26,9.958333
1998-01-27,10.083333
1998-01-28,10.0
1998-01-29,10.020833
1998-01-30,10.229167
1998-02-02,10.25
1998-02-03,10.25
1998-02-04,10.291667
1998-02-05,10.354167
1998-02-06,10.354167
1998-02-09,10.395833
1998-02-10,10.395833
1998-02-11,10.479167
1998-02-12,10.479167
1998-02-13,10.5
1998-02-17,10.520833
1998-02-18,10.375
1998-02-19,10.4375
1998-02-20,10.5
1998-02-23,10.375
1998-02-24,10.395833
1998-02-25,10.375
1998-02-26,10.4375
1998-02-27,10.583333
1998-03-02,10.645833
1998-03-03,10.791667
1998-03-04,10.833333
1998-03-05,10.791667
1998-03-06,10.833333
1998-03-09,10.625
1998-03-10,10.729167
1998-03-11,10.875
1998-03-12,10.958333
1998-03-13,11.1875
1998-03-16,11.270833
1998-03-17,11.375
1998-03-18,11.4375
1998-03-19,11.666667
1998-03-20,12.020833
1998-03-23,12.645833
1998-03-24,12.645833
1998-03-25,12.708333
1998-03-26,12.958333
1998-03-27,12.8125
1998-03-30,12.291667
1998-03-31,12.145833
1998-04-01,12.229167
1998-04-02,12.604167
1998-04-03,12.625
1998-04-06,12.708333
1998-04-07,12.541667
1998-04-08,12.666667
1998-04-09,12.708333
1998-04-13,12.6875
1998-04-14,12.8125
1998-04-15,12.9375
1998-04-16,12.895833
1998-04-17,12.708333
1998-04-20,12.708333
1998-04-21,12.625
1998-04-22,12.541667
1998-04-23,12.208333
1998-04-24,12.0625
1998-04-27,11.9375
1998-04-28,11.916667
1998-04-29,12.041667
1998-04-30,12.25
1998-05-01,12.8125
1998-05-04,12.791667
1998-05-05,12.854167
1998-05-06,12.8125
1998-05-07,12.416667
1998-05-08,12.583333
1998-05-11,12.541667
1998-05-12,12.666667
1998-05-13,12.666667
1998-05-14,13.083333
1998-05-15,13.333332999999998
1998-05-18,12.583333
1998-05-19,12.979167
1998-05-20,12.770833
1998-05-21,12.708333
1998-05-22,12.666667
1998-05-26,12.666667
1998-05-27,12.666667
1998-05-28,12.770833
1998-05-29,12.75
1998-06-01,12.708333
