Date,IDCC
1992-09-28,5.5
1992-09-29,5.5
1992-09-30,5.375
1992-10-01,5.375
1992-10-02,5.375
1992-10-05,5.25
1992-10-06,5.5
1992-10-07,6.125
1992-10-08,6.5
1992-10-09,6.875
1992-10-12,6.75
1992-10-13,7.0
1992-10-14,6.875
1992-10-15,6.75
1992-10-16,6.25
1992-10-19,6.25
1992-10-20,6.25
1992-10-21,6.375
1992-10-22,6.5
1992-10-23,6.5
1992-10-26,6.5
1992-10-27,6.5
1992-10-28,6.625
1992-10-29,6.875
1992-10-30,6.875
1992-11-02,6.75
1992-11-03,6.75
1992-11-04,6.625
1992-11-05,6.875
1992-11-06,7.0
1992-11-09,7.0
1992-11-10,7.5
1992-11-11,7.875
1992-11-12,7.75
1992-11-13,7.625
1992-11-16,7.125
1992-11-17,7.0
1992-11-18,7.125
1992-11-19,7.25
1992-11-20,7.375
1992-11-23,7.125
1992-11-24,7.5
1992-11-25,7.625
1992-11-27,7.75
1992-11-30,7.875
1992-12-01,8.25
1992-12-02,8.75
1992-12-03,8.875
1992-12-04,9.0
1992-12-07,8.75
1992-12-08,8.625
1992-12-09,8.25
1992-12-10,8.25
1992-12-11,8.375
1992-12-14,8.25
1992-12-15,8.5
1992-12-16,8.25
1992-12-17,8.5
1992-12-18,8.375
1992-12-21,8.25
1992-12-22,8.0
1992-12-23,8.0
1992-12-24,8.5
1992-12-28,8.875
1992-12-29,9.25
1992-12-30,9.5
1992-12-31,9.25
1993-01-04,9.25
1993-01-05,9.0
1993-01-06,9.625
1993-01-07,9.5
1993-01-08,9.625
1993-01-11,10.25
1993-01-12,10.625
1993-01-13,10.875
1993-01-14,10.375
1993-01-15,10.25
1993-01-18,10.5
1993-01-19,10.25
1993-01-20,10.125
1993-01-21,10.25
1993-01-22,9.75
1993-01-25,9.5
1993-01-26,9.375
1993-01-27,9.5
1993-01-28,8.875
1993-01-29,8.5
1993-02-01,8.875
1993-02-02,9.25
1993-02-03,9.25
1993-02-04,8.75
1993-02-05,8.5
1993-02-08,8.75
1993-02-09,8.75
1993-02-10,8.625
1993-02-11,8.25
1993-02-12,8.0
1993-02-16,7.625
1993-02-17,7.0
1993-02-18,7.875
1993-02-19,8.125
1993-02-22,7.625
1993-02-23,7.375
1993-02-24,7.625
1993-02-25,8.0
1993-02-26,7.875
1993-03-01,7.625
1993-03-02,7.625
1993-03-03,7.125
1993-03-04,7.75
1993-03-05,8.125
1993-03-08,7.875
1993-03-09,8.0
1993-03-10,8.125
1993-03-11,7.75
1993-03-12,7.875
1993-03-15,8.125
1993-03-16,8.125
1993-03-17,7.75
1993-03-18,7.625
1993-03-19,7.5
1993-03-22,7.375
1993-03-23,7.375
1993-03-24,7.125
1993-03-25,7.375
1993-03-26,7.125
1993-03-29,7.25
1993-03-30,7.25
1993-03-31,7.625
1993-04-01,7.125
1993-04-02,6.375
1993-04-05,6.0
1993-04-06,6.25
1993-04-07,6.25
1993-04-08,6.125
1993-04-12,5.625
1993-04-13,5.625
1993-04-14,5.625
1993-04-15,5.75
1993-04-16,6.375
1993-04-19,6.375
1993-04-20,6.125
1993-04-21,5.875
1993-04-22,6.25
1993-04-23,6.375
1993-04-26,6.5
1993-04-27,6.25
1993-04-28,6.375
1993-04-29,6.0
1993-04-30,6.0
1993-05-03,5.875
1993-05-04,5.875
1993-05-05,5.875
1993-05-06,5.625
1993-05-07,6.0
1993-05-10,6.125
1993-05-11,6.25
1993-05-12,6.0
1993-05-13,6.0
1993-05-14,5.875
1993-05-17,5.75
1993-05-18,5.875
1993-05-19,6.25
1993-05-20,6.375
1993-05-21,6.625
1993-05-24,6.875
1993-05-25,6.375
1993-05-26,6.0
1993-05-27,6.125
1993-05-28,6.125
1993-06-01,6.0
1993-06-02,5.875
1993-06-03,5.75
1993-06-04,5.875
1993-06-07,5.5
1993-06-08,5.5
1993-06-09,5.875
1993-06-10,5.75
1993-06-11,5.625
1993-06-14,5.5
1993-06-15,5.125
1993-06-16,5.125
1993-06-17,5.125
1993-06-18,5.125
1993-06-21,5.25
1993-06-22,5.625
1993-06-23,5.875
1993-06-24,6.25
1993-06-25,6.0
1993-06-28,5.875
1993-06-29,5.625
1993-06-30,6.125
1993-07-01,6.0
1993-07-02,6.125
1993-07-06,6.375
1993-07-07,6.25
1993-07-08,6.75
1993-07-09,7.125
1993-07-12,7.25
1993-07-13,6.875
1993-07-14,6.875
1993-07-15,7.0
1993-07-16,6.875
1993-07-19,6.625
1993-07-20,6.25
1993-07-21,6.5
1993-07-22,6.625
1993-07-23,6.375
1993-07-26,6.5
1993-07-27,6.625
1993-07-28,6.5
1993-07-29,6.5
1993-07-30,6.375
1993-08-02,6.25
1993-08-03,6.375
1993-08-04,6.25
1993-08-05,6.25
1993-08-06,6.0
1993-08-09,5.875
1993-08-10,5.875
1993-08-11,6.0
1993-08-12,6.0
1993-08-13,6.125
1993-08-16,6.625
1993-08-17,6.375
1993-08-18,6.375
1993-08-19,6.25
1993-08-20,6.25
1993-08-23,6.25
1993-08-24,6.0
1993-08-25,6.25
1993-08-26,6.125
1993-08-27,6.25
1993-08-30,6.125
1993-08-31,6.75
1993-09-01,7.375
1993-09-02,8.0
1993-09-03,7.75
1993-09-07,7.5
1993-09-08,7.25
1993-09-09,7.625
1993-09-10,6.875
1993-09-13,6.75
1993-09-14,6.75
1993-09-15,6.5
1993-09-16,6.625
1993-09-17,6.75
1993-09-20,6.625
1993-09-21,6.25
1993-09-22,6.375
1993-09-23,6.0
1993-09-24,6.25
1993-09-27,6.375
1993-09-28,6.5
1993-09-29,6.5
1993-09-30,6.5
1993-10-01,6.5
1993-10-04,6.375
1993-10-05,6.75
1993-10-06,7.0
1993-10-07,6.75
1993-10-08,6.75
1993-10-11,6.125
1993-10-12,6.25
1993-10-13,6.25
1993-10-14,6.25
1993-10-15,6.375
1993-10-18,6.375
1993-10-19,6.25
1993-10-20,7.375
1993-10-21,7.25
1993-10-22,7.125
1993-10-25,7.125
1993-10-26,7.25
1993-10-27,6.875
1993-10-28,7.0
1993-10-29,7.0
1993-11-01,6.875
1993-11-02,6.5
1993-11-03,6.75
1993-11-04,6.625
1993-11-05,6.5
1993-11-08,6.5
1993-11-09,6.375
1993-11-10,6.5
1993-11-11,6.5
1993-11-12,7.0
1993-11-15,6.75
1993-11-16,6.75
1993-11-17,6.625
1993-11-18,6.875
1993-11-19,6.875
1993-11-22,6.625
1993-11-23,6.5
1993-11-24,6.5
1993-11-26,6.5
1993-11-29,6.5
1993-11-30,6.5
1993-12-01,6.75
1993-12-02,7.0
1993-12-03,7.125
1993-12-06,6.875
1993-12-07,6.875
1993-12-08,6.625
1993-12-09,6.875
1993-12-10,6.625
1993-12-13,6.5
1993-12-14,6.25
1993-12-15,6.375
1993-12-16,6.5
1993-12-17,6.25
1993-12-20,6.375
1993-12-21,5.0
1993-12-22,5.375
1993-12-23,5.75
1993-12-27,5.625
1993-12-28,5.25
1993-12-29,5.125
1993-12-30,5.125
1993-12-31,5.25
1994-01-03,5.625
1994-01-04,5.5
1994-01-05,5.375
1994-01-06,5.0
1994-01-07,5.0
1994-01-10,5.125
1994-01-11,5.125
1994-01-12,5.0
1994-01-13,5.125
1994-01-14,5.5
1994-01-17,5.375
1994-01-18,5.5
1994-01-19,5.5
1994-01-20,5.375
1994-01-21,5.25
1994-01-24,5.25
1994-01-25,5.375
1994-01-26,5.375
1994-01-27,5.25
1994-01-28,5.0
1994-01-31,4.25
1994-02-01,4.125
1994-02-02,4.25
1994-02-03,4.125
1994-02-04,3.875
1994-02-07,4.0625
1994-02-08,4.25
1994-02-09,4.8125
1994-02-10,4.125
1994-02-11,4.5
1994-02-14,4.5
1994-02-15,4.5625
1994-02-16,4.375
1994-02-17,4.6875
1994-02-18,4.5625
1994-02-22,4.4375
1994-02-23,4.4375
1994-02-24,4.625
1994-02-25,4.6875
1994-02-28,5.0
1994-03-01,4.9375
1994-03-02,5.0
1994-03-03,5.125
1994-03-04,5.125
1994-03-07,5.25
1994-03-08,5.25
1994-03-09,5.25
1994-03-10,5.125
1994-03-11,5.125
1994-03-14,5.125
1994-03-15,4.5
1994-03-16,4.875
1994-03-17,4.8125
1994-03-18,4.6875
1994-03-21,4.5625
1994-03-22,4.5
1994-03-23,4.375
1994-03-24,4.3125
1994-03-25,4.375
1994-03-28,4.125
1994-03-29,4.0
1994-03-30,4.0
1994-03-31,4.125
1994-04-04,4.0
1994-04-05,4.0625
1994-04-06,4.5
1994-04-07,4.125
1994-04-08,4.0
1994-04-11,4.0
1994-04-12,3.875
1994-04-13,3.9375
1994-04-14,3.75
1994-04-15,3.875
1994-04-18,3.6875
1994-04-19,3.6875
1994-04-20,3.75
1994-04-21,3.75
1994-04-22,3.75
1994-04-25,4.0
1994-04-26,5.125
1994-04-28,5.375
1994-04-29,5.125
1994-05-02,5.125
1994-05-03,5.25
1994-05-04,5.25
1994-05-05,5.5
1994-05-06,5.5
1994-05-09,5.5
1994-05-10,5.5
1994-05-11,5.25
1994-05-12,5.125
1994-05-13,5.0
1994-05-16,4.875
1994-05-17,4.4375
1994-05-18,4.6875
1994-05-19,4.9375
1994-05-20,5.125
1994-05-23,5.0
1994-05-24,5.125
1994-05-25,4.875
1994-05-26,4.625
1994-05-27,4.625
1994-05-31,4.5
1994-06-01,4.6875
1994-06-02,4.875
1994-06-03,5.0
1994-06-06,4.875
1994-06-07,4.625
1994-06-08,4.625
1994-06-09,4.75
1994-06-10,4.75
1994-06-13,4.5625
1994-06-14,4.6875
1994-06-15,4.5625
1994-06-16,4.625
1994-06-17,4.1875
1994-06-20,3.875
1994-06-21,3.75
1994-06-22,3.25
1994-06-23,2.8125
1994-06-24,3.0625
1994-06-27,2.75
1994-06-28,2.75
1994-06-29,3.0
1994-06-30,3.1875
1994-07-01,3.125
1994-07-05,3.0
1994-07-06,2.75
1994-07-07,2.75
1994-07-08,2.875
1994-07-11,2.8125
1994-07-12,2.875
1994-07-13,3.125
1994-07-14,3.25
1994-07-15,3.3125
1994-07-18,3.1875
1994-07-19,3.0625
1994-07-20,3.0625
1994-07-21,3.125
1994-07-22,2.875
1994-07-25,3.0
1994-07-26,3.0
1994-07-27,3.0625
1994-07-28,3.0
1994-07-29,2.9375
1994-08-01,2.9375
1994-08-02,2.875
1994-08-03,2.875
1994-08-04,2.8125
1994-08-05,2.6875
1994-08-08,2.625
1994-08-09,2.6875
1994-08-10,2.625
1994-08-11,2.5
1994-08-12,2.5
1994-08-15,2.3125
1994-08-16,2.375
1994-08-17,2.25
1994-08-18,2.0625
1994-08-19,2.125
1994-08-22,2.1875
1994-08-23,2.3125
1994-08-24,2.25
1994-08-25,2.3125
1994-08-26,2.3125
1994-08-29,2.375
1994-08-30,2.4375
1994-08-31,2.625
1994-09-01,2.6875
1994-09-02,2.6875
1994-09-06,2.6875
1994-09-07,2.5
1994-09-08,2.6875
1994-09-09,3.1875
1994-09-12,3.125
1994-09-13,3.25
1994-09-14,3.3125
1994-09-15,3.5625
1994-09-16,4.0
1994-09-19,3.875
1994-09-20,3.9375
1994-09-21,4.0
1994-09-22,3.6875
1994-09-23,3.5
1994-09-26,3.1875
1994-09-27,3.25
1994-09-28,3.375
1994-09-29,3.5
1994-09-30,3.25
1994-10-03,3.25
1994-10-04,3.0625
1994-10-05,2.8125
1994-10-06,2.8125
1994-10-07,3.0625
1994-10-10,3.375
1994-10-11,3.5625
1994-10-12,3.3125
1994-10-13,3.5
1994-10-14,3.3125
1994-10-17,3.4375
1994-10-18,3.0625
1994-10-19,3.125
1994-10-20,3.0625
1994-10-21,3.125
1994-10-24,3.0625
1994-10-25,3.0
1994-10-26,3.125
1994-10-27,3.125
1994-10-28,3.0625
1994-10-31,3.125
1994-11-01,3.125
1994-11-02,3.5
1994-11-03,3.5
1994-11-04,3.625
1994-11-07,3.625
1994-11-08,3.5625
1994-11-09,3.375
1994-11-10,3.5625
1994-11-11,3.5
1994-11-14,3.375
1994-11-15,3.3125
1994-11-16,3.0
1994-11-17,3.125
1994-11-18,3.0625
1994-11-21,3.0625
1994-11-22,2.9375
1994-11-23,3.0
1994-11-25,3.0
1994-11-28,3.0625
1994-11-29,3.0
1994-11-30,3.0625
1994-12-01,3.0
1994-12-02,3.1875
1994-12-05,3.0625
1994-12-06,3.0
1994-12-07,3.0
1994-12-08,2.875
1994-12-09,3.0625
1994-12-12,2.875
1994-12-13,3.125
1994-12-14,3.375
1994-12-15,3.375
1994-12-16,3.9375
1994-12-19,4.0
1994-12-20,4.625
1994-12-21,5.0
1994-12-22,5.75
1994-12-23,6.875
1994-12-27,7.375
1994-12-28,7.125
1994-12-29,7.0
1994-12-30,7.375
1995-01-03,8.0
1995-01-04,9.125
1995-01-05,8.375
1995-01-06,7.875
1995-01-09,8.375
1995-01-10,7.875
1995-01-11,8.625
1995-01-12,9.0
1995-01-13,8.875
1995-01-16,8.625
1995-01-17,8.5
1995-01-18,8.375
1995-01-19,8.0
1995-01-20,8.125
1995-01-23,8.625
1995-01-24,8.875
1995-01-25,8.625
1995-01-26,8.875
1995-01-27,9.0
1995-01-30,10.0
1995-01-31,10.625
1995-02-01,10.75
1995-02-02,11.875
1995-02-03,11.5
1995-02-06,10.5
1995-02-07,10.375
1995-02-08,10.625
1995-02-09,10.5
1995-02-10,10.75
1995-02-13,11.125
1995-02-14,11.0
1995-02-15,10.875
1995-02-16,11.0
1995-02-17,10.75
1995-02-21,11.0
1995-02-22,10.875
1995-02-23,10.625
1995-02-24,10.75
1995-02-27,10.75
1995-02-28,10.75
1995-03-01,10.625
1995-03-02,11.25
1995-03-03,11.375
1995-03-06,10.875
1995-03-07,10.5
1995-03-08,11.0
1995-03-09,10.875
1995-03-10,10.875
1995-03-13,10.625
1995-03-14,9.75
1995-03-15,9.25
1995-03-16,9.625
1995-03-17,9.875
1995-03-20,9.75
1995-03-21,11.25
1995-03-22,11.625
1995-03-23,11.375
1995-03-24,11.5
1995-03-27,11.625
1995-03-28,12.75
1995-03-29,12.0
1995-03-30,12.0
1995-03-31,6.125
1995-04-03,6.25
1995-04-04,6.25
1995-04-05,6.75
1995-04-06,7.25
1995-04-07,7.625
1995-04-10,7.625
1995-04-11,7.25
1995-04-12,7.125
1995-04-13,7.0
1995-04-17,6.75
1995-04-18,6.75
1995-04-19,6.625
1995-04-20,6.875
1995-04-21,6.8125
1995-04-24,6.625
1995-04-25,6.5625
1995-04-26,6.25
1995-04-27,6.5
1995-04-28,6.75
1995-05-01,7.125
1995-05-02,7.0
1995-05-03,6.8125
1995-05-04,6.625
1995-05-05,7.125
1995-05-08,7.0
1995-05-09,7.625
1995-05-10,7.4375
1995-05-11,7.25
1995-05-12,7.3125
1995-05-15,7.25
1995-05-16,7.25
1995-05-17,6.875
1995-05-18,6.6875
1995-05-19,6.8125
1995-05-22,6.875
1995-05-23,6.75
1995-05-24,6.5625
1995-05-25,6.6875
1995-05-26,6.625
1995-05-30,6.625
1995-05-31,6.5625
1995-06-01,6.1875
1995-06-02,5.9375
1995-06-05,5.875
1995-06-06,6.6875
1995-06-07,6.5
1995-06-08,6.4375
1995-06-09,6.625
1995-06-12,6.8125
1995-06-13,6.8125
1995-06-14,6.8125
1995-06-15,6.625
1995-06-16,6.625
1995-06-19,6.4375
1995-06-20,6.4375
1995-06-21,6.25
1995-06-22,6.3125
1995-06-23,7.1875
1995-06-26,7.375
1995-06-27,7.5625
1995-06-28,7.4375
1995-06-29,7.1875
1995-06-30,7.0
1995-07-03,7.0625
1995-07-05,6.875
1995-07-06,6.8125
1995-07-07,7.0625
1995-07-10,7.0
1995-07-11,7.3125
1995-07-12,7.5
1995-07-13,7.25
1995-07-14,7.5
1995-07-17,7.375
1995-07-18,7.3125
1995-07-19,6.9375
1995-07-20,6.875
1995-07-21,6.875
1995-07-24,6.9375
1995-07-25,6.75
1995-07-26,6.875
1995-07-27,6.6875
1995-07-28,6.6875
1995-07-31,6.875
1995-08-01,6.75
1995-08-02,6.6875
1995-08-03,6.6875
1995-08-04,6.625
1995-08-07,6.75
1995-08-08,6.625
1995-08-09,6.625
1995-08-10,7.5625
1995-08-11,7.875
1995-08-14,7.75
1995-08-15,7.5
1995-08-16,7.75
1995-08-17,7.75
1995-08-18,7.5625
1995-08-21,7.875
1995-08-22,8.125
1995-08-23,8.875
1995-08-24,8.8125
1995-08-25,8.625
1995-08-28,8.375
1995-08-29,8.3125
1995-08-30,8.625
1995-08-31,8.8125
1995-09-01,8.5625
1995-09-05,8.6875
1995-09-06,8.375
1995-09-07,8.4375
1995-09-08,8.4375
1995-09-11,8.6875
1995-09-12,8.5625
1995-09-13,8.625
1995-09-14,8.5
1995-09-15,8.1875
1995-09-18,8.0625
1995-09-19,7.75
1995-09-20,8.25
1995-09-21,8.125
1995-09-22,7.875
1995-09-25,7.9375
1995-09-26,7.75
1995-09-27,7.5625
1995-09-28,7.75
1995-09-29,8.25
1995-10-02,7.875
1995-10-03,7.6875
1995-10-04,7.5
1995-10-05,7.75
1995-10-06,7.4375
1995-10-09,6.9375
1995-10-10,6.9375
1995-10-11,7.125
1995-10-12,7.0625
1995-10-13,6.5
1995-10-16,6.6875
1995-10-17,6.5625
1995-10-18,7.25
1995-10-19,7.25
1995-10-20,7.25
1995-10-23,7.0
1995-10-24,7.0
1995-10-25,7.0
1995-10-26,6.8125
1995-10-27,7.1875
1995-10-30,7.25
1995-10-31,7.3125
1995-11-01,7.5625
1995-11-02,7.375
1995-11-03,7.375
1995-11-06,7.125
1995-11-07,7.0
1995-11-08,6.9375
1995-11-09,7.0
1995-11-10,6.9375
1995-11-13,7.0625
1995-11-14,7.125
1995-11-15,6.9375
1995-11-16,6.625
1995-11-17,7.125
1995-11-20,6.875
1995-11-21,7.0
1995-11-22,7.0
1995-11-24,7.0
1995-11-27,7.3125
1995-11-28,8.125
1995-11-29,7.9375
1995-11-30,8.5
1995-12-01,8.875
1995-12-04,8.9375
1995-12-05,8.75
1995-12-06,8.4375
1995-12-07,8.125
1995-12-08,8.5625
1995-12-11,8.375
1995-12-12,8.0625
1995-12-13,7.8125
1995-12-14,7.8125
1995-12-15,7.625
1995-12-18,7.3125
1995-12-19,7.5625
1995-12-20,7.5625
1995-12-21,7.9375
1995-12-22,7.8125
1995-12-26,7.875
1995-12-27,7.625
1995-12-28,7.625
1995-12-29,7.375
1996-01-02,7.625
1996-01-03,8.0625
1996-01-04,8.0625
1996-01-05,8.125
1996-01-08,8.125
1996-01-09,7.6875
1996-01-10,7.5
1996-01-11,7.75
1996-01-12,7.75
1996-01-15,7.5625
1996-01-16,7.375
1996-01-17,7.5625
1996-01-18,7.5
1996-01-19,7.625
1996-01-22,8.0625
1996-01-23,8.5
1996-01-24,8.25
1996-01-25,8.125
1996-01-26,8.0
1996-01-29,8.5
1996-01-30,8.5
1996-01-31,9.1875
1996-02-01,9.0
1996-02-02,8.875
1996-02-05,8.875
1996-02-06,9.25
1996-02-07,9.3125
1996-02-08,9.9375
1996-02-09,9.25
1996-02-12,8.75
1996-02-13,8.375
1996-02-14,8.375
1996-02-15,8.875
1996-02-16,8.9375
1996-02-20,9.0625
1996-02-21,8.8125
1996-02-22,8.6875
1996-02-23,9.0
1996-02-26,9.0625
1996-02-27,9.0
1996-02-28,10.125
1996-02-29,10.0
1996-03-01,9.75
1996-03-04,9.6875
1996-03-05,9.4375
1996-03-06,9.3125
1996-03-07,9.1875
1996-03-08,8.875
1996-03-11,9.0625
1996-03-12,9.0625
1996-03-13,9.328125
1996-03-14,9.25
1996-03-15,9.25
1996-03-18,9.375
1996-03-19,9.125
1996-03-20,8.8125
1996-03-21,8.6875
1996-03-22,8.875
1996-03-25,8.625
1996-03-26,8.4375
1996-03-27,8.5
1996-03-28,8.75
1996-03-29,8.75
1996-04-01,8.5625
1996-04-02,8.6875
1996-04-03,8.875
1996-04-04,8.875
1996-04-08,8.4375
1996-04-09,8.5
1996-04-10,8.1875
1996-04-11,8.3125
1996-04-12,8.125
1996-04-15,8.1875
1996-04-16,8.25
1996-04-17,8.4375
1996-04-18,8.375
1996-04-19,8.1875
1996-04-22,8.0625
1996-04-23,8.375
1996-04-24,8.5625
1996-04-25,8.625
1996-04-26,8.5
1996-04-29,8.375
1996-04-30,8.125
1996-05-01,8.5
1996-05-02,8.375
1996-05-03,8.5625
1996-05-06,8.75
1996-05-07,8.8125
1996-05-08,8.9375
1996-05-09,9.0625
1996-05-10,8.8125
1996-05-13,8.6875
1996-05-14,8.625
1996-05-15,8.25
1996-05-16,8.25
1996-05-17,8.25
1996-05-20,8.125
1996-05-21,7.8125
1996-05-22,8.125
1996-05-23,8.125
1996-05-24,9.1875
1996-05-28,8.875
1996-05-29,8.875
1996-05-30,9.5
1996-05-31,9.5
1996-06-03,9.125
1996-06-04,9.5
1996-06-05,10.5
1996-06-06,10.0
1996-06-07,10.625
1996-06-10,10.75
1996-06-11,10.375
1996-06-12,10.25
1996-06-13,10.25
1996-06-14,10.25
1996-06-17,10.125
1996-06-18,8.75
1996-06-19,8.625
1996-06-20,8.5625
1996-06-21,8.3125
1996-06-24,8.0
1996-06-25,7.75
1996-06-26,7.5625
1996-06-27,8.0
1996-06-28,8.5
1996-07-01,8.375
1996-07-02,8.25
1996-07-03,8.125
1996-07-05,7.875
1996-07-08,7.75
1996-07-09,8.0
1996-07-10,7.8125
1996-07-11,7.3125
1996-07-12,7.375
1996-07-15,6.6875
1996-07-16,6.5625
1996-07-17,7.125
1996-07-18,7.4375
1996-07-19,7.375
1996-07-22,7.5
1996-07-23,7.0625
1996-07-24,6.875
1996-07-25,7.125
1996-07-26,7.0625
1996-07-29,6.9375
1996-07-30,6.875
1996-07-31,6.875
1996-08-01,7.3125
1996-08-02,8.0
1996-08-05,7.8125
1996-08-06,7.8125
1996-08-07,7.6875
1996-08-08,7.75
1996-08-09,7.625
1996-08-12,7.5625
1996-08-13,7.3125
1996-08-14,7.5625
1996-08-15,7.5
1996-08-16,8.1875
1996-08-19,8.0
1996-08-20,8.0
1996-08-21,7.875
1996-08-22,7.8125
1996-08-23,7.6875
1996-08-26,8.4375
1996-08-27,8.625
1996-08-28,8.625
1996-08-29,8.375
1996-08-30,8.3125
1996-09-03,8.1875
1996-09-04,8.1875
1996-09-05,7.9375
1996-09-06,7.6875
1996-09-09,7.9375
1996-09-10,7.9375
1996-09-11,7.875
1996-09-12,8.375
1996-09-13,8.0
1996-09-16,8.0
1996-09-17,7.875
1996-09-18,8.0
1996-09-19,7.875
1996-09-20,7.8125
1996-09-23,7.75
1996-09-24,7.5625
1996-09-25,7.6875
1996-09-26,7.75
1996-09-27,7.75
1996-09-30,7.75
1996-10-01,7.8125
1996-10-02,7.875
1996-10-03,7.6875
1996-10-04,7.6875
1996-10-07,7.6875
1996-10-08,7.5625
1996-10-09,7.5
1996-10-10,7.5
1996-10-11,7.5
1996-10-14,7.625
1996-10-15,7.75
1996-10-16,7.5
1996-10-17,7.375
1996-10-18,7.5625
1996-10-21,7.375
1996-10-22,6.9375
1996-10-23,6.9375
1996-10-24,6.6875
1996-10-25,6.75
1996-10-28,6.625
1996-10-29,6.1875
1996-10-30,5.75
1996-10-31,6.5
1996-11-01,6.0
1996-11-04,5.8125
1996-11-05,5.6875
1996-11-06,5.875
1996-11-07,5.75
1996-11-08,5.75
1996-11-11,5.625
1996-11-12,5.625
1996-11-13,5.5
1996-11-14,5.875
1996-11-15,6.0625
1996-11-18,6.1875
1996-11-19,7.4375
1996-11-20,6.875
1996-11-21,7.125
1996-11-22,7.125
1996-11-25,7.4375
1996-11-26,7.4375
1996-11-27,7.4375
1996-11-29,7.25
1996-12-02,7.0
1996-12-03,6.9375
1996-12-04,7.0
1996-12-05,7.0
1996-12-06,6.8125
1996-12-09,6.875
1996-12-10,6.625
1996-12-11,6.5625
1996-12-12,6.5
1996-12-13,6.6875
1996-12-16,6.5
1996-12-17,6.375
1996-12-18,6.3125
1996-12-19,6.375
1996-12-20,6.0625
1996-12-23,6.0
1996-12-24,6.0
1996-12-26,5.875
1996-12-27,5.9375
1996-12-30,5.8125
1996-12-31,5.9375
1997-01-02,5.9375
1997-01-03,6.5625
1997-01-06,6.75
1997-01-07,6.6875
1997-01-08,6.5625
1997-01-09,6.5
1997-01-10,6.4375
1997-01-13,6.5625
1997-01-14,7.0
1997-01-15,6.9375
1997-01-16,6.8125
1997-01-17,6.875
1997-01-20,6.9375
1997-01-21,7.0625
1997-01-22,7.125
1997-01-23,6.875
1997-01-24,7.0
1997-01-27,7.0
1997-01-28,6.9375
1997-01-29,7.0
1997-01-30,6.9375
1997-01-31,6.75
1997-02-03,6.9375
1997-02-04,6.625
1997-02-05,6.3125
1997-02-06,6.375
1997-02-07,6.3125
1997-02-10,6.4375
1997-02-11,6.3125
1997-02-12,6.125
1997-02-13,6.1875
1997-02-14,6.0625
1997-02-18,6.0
1997-02-19,6.375
1997-02-20,6.25
1997-02-21,6.375
1997-02-24,6.5625
1997-02-25,6.375
1997-02-26,6.1875
1997-02-27,6.125
1997-02-28,6.0
1997-03-03,6.125
1997-03-04,5.9375
1997-03-05,6.0625
1997-03-06,6.1875
1997-03-07,6.1875
1997-03-10,6.1875
1997-03-11,6.234375
1997-03-12,6.34375
1997-03-13,6.296875
1997-03-14,6.3125
1997-03-17,6.1875
1997-03-18,6.1875
1997-03-19,5.8125
1997-03-20,5.6875
1997-03-21,5.5625
1997-03-24,5.75
1997-03-25,5.8125
1997-03-26,5.875
1997-03-27,5.5
1997-03-31,5.375
1997-04-01,5.0625
1997-04-02,4.5
1997-04-03,5.375
1997-04-04,5.5
1997-04-07,5.8125
1997-04-08,5.8125
1997-04-09,5.6875
1997-04-10,5.625
1997-04-11,5.75
1997-04-14,5.6875
1997-04-15,5.625
1997-04-16,5.375
1997-04-17,5.0625
1997-04-18,5.0625
1997-04-21,5.0625
1997-04-22,5.125
1997-04-23,5.0625
1997-04-24,5.0
1997-04-25,5.0
1997-04-28,5.0
1997-04-29,5.0
1997-04-30,4.625
1997-05-01,4.625
1997-05-02,4.875
1997-05-05,5.0
1997-05-06,5.1875
1997-05-07,5.125
1997-05-08,4.875
1997-05-09,5.1875
1997-05-12,5.4375
1997-05-13,5.375
1997-05-14,5.125
1997-05-15,5.0
1997-05-16,7.0
1997-05-19,6.5625
1997-05-20,6.5625
1997-05-21,6.3125
1997-05-22,6.375
1997-05-23,6.75
1997-05-27,6.75
1997-05-28,6.625
1997-05-29,6.4375
1997-05-30,6.625
1997-06-02,6.625
1997-06-03,6.5
1997-06-04,6.4375
1997-06-05,6.125
1997-06-06,6.3125
1997-06-09,6.1875
1997-06-10,6.25
1997-06-11,6.3125
1997-06-12,6.3125
1997-06-13,6.3125
1997-06-16,5.75
1997-06-17,5.75
1997-06-18,5.5625
1997-06-19,5.5625
1997-06-20,5.25
1997-06-23,5.25
1997-06-24,5.4375
1997-06-25,5.3125
1997-06-26,5.1875
1997-06-27,5.1875
1997-06-30,5.5
1997-07-01,5.375
1997-07-02,5.25
1997-07-03,5.3125
1997-07-07,5.0625
1997-07-08,5.1875
1997-07-09,5.125
1997-07-10,5.375
1997-07-11,5.6875
1997-07-14,5.625
1997-07-15,5.4375
1997-07-16,5.875
1997-07-17,6.0625
1997-07-18,6.0
1997-07-21,6.0
1997-07-22,5.875
1997-07-23,5.625
1997-07-24,5.6875
1997-07-25,5.75
1997-07-28,5.5625
1997-07-29,5.6875
1997-07-30,5.5
1997-07-31,5.625
1997-08-01,5.5
1997-08-04,5.625
1997-08-05,6.0625
1997-08-06,6.0
1997-08-07,6.0625
1997-08-08,5.9375
1997-08-11,5.75
1997-08-12,5.75
1997-08-13,5.875
1997-08-14,5.9375
1997-08-15,5.9375
1997-08-18,5.9375
1997-08-19,5.875
1997-08-20,5.75
1997-08-21,5.6875
1997-08-22,5.6875
