Date,TSG
2015-09-04,20.790001
2015-09-08,20.870001000000002
2015-09-09,20.950001
2015-09-10,21.01
2015-09-11,21.1
2015-09-14,20.6
2015-09-15,20.42
2015-09-16,20.610001
2015-09-17,21.059998999999998
2015-09-18,20.67
2015-09-21,20.889999
2015-09-22,20.43
2015-09-23,20.280001000000002
2015-09-24,19.799999
2015-09-25,19.32
2015-09-28,18.26
2015-09-29,17.18
2015-09-30,18.200001
2015-10-01,21.51
2015-10-02,23.450001
2015-10-05,24.25
2015-10-06,24.01
2015-10-07,24.950001
2015-10-08,24.969998999999998
2015-10-09,24.639999
2015-10-12,25.209999
2015-10-13,23.959999
2015-10-14,23.93
2015-10-15,23.559998999999998
2015-10-16,22.809998999999998
2015-10-19,22.370001000000002
2015-10-20,22.34
2015-10-21,21.450001
2015-10-22,21.91
2015-10-23,21.68
2015-10-26,22.030001000000002
2015-10-27,22.24
2015-10-28,22.219998999999998
2015-10-29,22.25
2015-10-30,22.32
2015-11-02,22.719998999999998
2015-11-03,22.950001
2015-11-04,23.02
2015-11-05,23.48
2015-11-06,22.969998999999998
2015-11-09,23.559998999999998
2015-11-10,15.99
2015-11-11,14.8
2015-11-12,15.79
2015-11-13,16.379998999999998
2015-11-16,16.5
2015-11-17,16.15
2015-11-18,16.280001000000002
2015-11-19,16.35
2015-11-20,16.25
2015-11-23,16.219998999999998
2015-11-24,16.41
2015-11-25,16.4
2015-11-27,16.17
2015-11-30,15.79
2015-12-01,15.72
2015-12-02,15.71
2015-12-03,15.4
2015-12-04,15.07
2015-12-07,14.41
2015-12-08,13.47
2015-12-09,13.86
2015-12-10,14.19
2015-12-11,13.56
2015-12-14,13.78
2015-12-15,14.55
2015-12-16,15.01
2015-12-17,14.15
2015-12-18,13.7
2015-12-21,13.63
2015-12-22,13.53
2015-12-23,13.36
2015-12-24,12.63
2015-12-28,12.42
2015-12-29,12.77
2015-12-30,12.6
2015-12-31,12.59
2016-01-04,12.26
2016-01-05,12.25
2016-01-06,11.89
2016-01-07,11.97
2016-01-08,11.76
2016-01-11,11.42
2016-01-12,11.21
2016-01-13,10.92
2016-01-14,10.88
2016-01-15,10.82
2016-01-19,10.51
2016-01-20,10.02
2016-01-21,10.49
2016-01-22,10.62
2016-01-25,10.15
2016-01-26,10.36
2016-01-27,10.16
2016-01-28,9.89
2016-01-29,10.56
2016-02-01,12.93
2016-02-02,12.65
2016-02-03,13.54
2016-02-04,13.68
2016-02-05,13.66
2016-02-08,13.28
2016-02-09,13.12
2016-02-10,12.69
2016-02-11,12.38
2016-02-12,13.2
2016-02-16,13.21
2016-02-17,13.37
2016-02-18,13.36
2016-02-19,13.18
2016-02-22,14.07
2016-02-23,13.98
2016-02-24,14.26
2016-02-25,14.22
2016-02-26,14.54
2016-02-29,14.45
2016-03-01,14.84
2016-03-02,14.47
2016-03-03,14.78
2016-03-04,14.72
2016-03-07,14.6
2016-03-08,14.18
2016-03-09,14.51
2016-03-10,14.16
2016-03-11,14.34
2016-03-14,14.04
2016-03-15,14.22
2016-03-16,14.34
2016-03-17,14.37
2016-03-18,14.31
2016-03-21,14.33
2016-03-22,14.25
2016-03-23,11.18
2016-03-24,11.71
2016-03-28,11.23
2016-03-29,12.81
2016-03-30,13.36
2016-03-31,13.38
2016-04-01,13.78
2016-04-04,12.9
2016-04-05,12.93
2016-04-06,12.98
2016-04-07,12.61
2016-04-08,12.31
2016-04-11,12.28
2016-04-12,12.31
2016-04-13,12.68
2016-04-14,12.77
2016-04-15,12.52
2016-04-18,12.66
2016-04-19,12.79
2016-04-20,12.84
2016-04-21,12.68
2016-04-22,13.31
2016-04-25,13.45
2016-04-26,13.46
2016-04-27,13.36
2016-04-28,13.43
2016-04-29,13.73
2016-05-02,13.16
2016-05-03,12.7
2016-05-04,12.48
2016-05-05,12.29
2016-05-06,12.35
2016-05-09,12.09
2016-05-10,12.28
2016-05-11,12.32
2016-05-12,12.53
2016-05-13,12.43
2016-05-16,13.03
2016-05-17,14.06
2016-05-18,13.99
2016-05-19,13.75
2016-05-20,13.8
2016-05-23,14.76
2016-05-24,14.12
2016-05-25,14.33
2016-05-26,14.32
2016-05-27,14.36
2016-05-31,14.89
2016-06-01,15.13
2016-06-02,14.97
2016-06-03,15.02
2016-06-06,15.0
2016-06-07,15.37
2016-06-08,15.43
2016-06-09,15.25
2016-06-10,15.06
2016-06-13,14.7
2016-06-14,14.72
2016-06-15,14.89
2016-06-16,15.14
2016-06-17,15.39
2016-06-20,15.41
2016-06-21,15.3
2016-06-22,15.07
2016-06-23,15.39
2016-06-24,14.54
2016-06-27,14.04
2016-06-28,13.99
2016-06-29,14.47
2016-06-30,15.33
2016-07-01,15.45
2016-07-05,15.03
2016-07-06,15.17
2016-07-07,15.19
2016-07-08,15.26
2016-07-11,15.26
2016-07-12,15.47
2016-07-13,16.01
2016-07-14,15.72
2016-07-15,15.75
2016-07-18,15.68
2016-07-19,15.59
2016-07-20,15.31
2016-07-21,15.41
2016-07-22,15.38
2016-07-25,15.41
2016-07-26,15.47
2016-07-27,15.41
2016-07-28,15.45
2016-07-29,15.48
2016-08-01,15.36
2016-08-02,15.14
2016-08-03,14.64
2016-08-04,14.8
2016-08-05,15.16
2016-08-08,15.48
2016-08-09,15.55
2016-08-10,16.030001000000002
2016-08-11,16.299999
2016-08-12,16.129998999999998
2016-08-15,15.56
2016-08-16,15.67
2016-08-17,15.46
2016-08-18,15.76
2016-08-19,16.299999
2016-08-22,15.9
2016-08-23,15.59
2016-08-24,15.63
2016-08-25,15.61
2016-08-26,15.37
2016-08-29,15.07
2016-08-30,14.97
2016-08-31,15.02
2016-09-01,15.01
2016-09-02,15.44
2016-09-06,15.98
2016-09-07,16.18
2016-09-08,16.24
2016-09-09,15.99
2016-09-12,15.38
2016-09-13,15.36
2016-09-14,15.4
2016-09-15,15.65
2016-09-16,15.66
2016-09-19,15.55
2016-09-20,15.55
2016-09-21,15.65
2016-09-22,15.76
2016-09-23,15.94
2016-09-26,15.83
2016-09-27,15.91
2016-09-28,16.059998999999998
2016-09-29,16.049999
2016-09-30,16.200001
2016-10-03,16.280001000000002
2016-10-04,16.17
2016-10-05,16.299999
2016-10-06,16.23
2016-10-07,16.75
2016-10-10,16.09
2016-10-11,17.07
2016-10-12,17.26
2016-10-13,16.24
2016-10-14,15.87
2016-10-17,15.49
2016-10-18,14.24
2016-10-19,13.85
2016-10-20,14.02
2016-10-21,13.76
2016-10-24,13.72
2016-10-25,13.43
2016-10-26,13.4
2016-10-27,13.48
2016-10-28,13.52
2016-10-31,13.45
2016-11-01,13.35
2016-11-02,13.4
2016-11-03,13.45
2016-11-04,13.0
2016-11-07,13.4
2016-11-08,13.3
2016-11-09,13.35
2016-11-10,13.6
2016-11-11,13.6
2016-11-14,15.5
2016-11-15,14.8
2016-11-16,14.65
2016-11-17,15.4
2016-11-18,14.95
2016-11-21,14.85
2016-11-22,13.85
2016-11-23,13.95
2016-11-25,15.0
2016-11-28,14.95
2016-11-29,14.9
2016-11-30,14.55
2016-12-01,14.3
2016-12-02,14.35
2016-12-05,14.4
2016-12-06,14.6
2016-12-07,14.55
2016-12-08,14.6
2016-12-09,14.45
2016-12-12,14.05
2016-12-13,14.5
2016-12-14,14.45
2016-12-15,14.4
2016-12-16,14.35
2016-12-19,14.45
2016-12-20,14.25
2016-12-21,14.2
2016-12-22,14.15
2016-12-23,14.05
2016-12-27,14.05
2016-12-28,14.05
2016-12-29,14.1
2016-12-30,14.15
2017-01-03,14.45
2017-01-04,14.6
2017-01-05,14.35
2017-01-06,14.4
2017-01-09,14.55
2017-01-10,14.25
2017-01-11,14.2
2017-01-12,14.05
2017-01-13,13.8
2017-01-17,13.6
2017-01-18,13.35
2017-01-19,13.3
2017-01-20,13.75
2017-01-23,13.75
2017-01-24,13.95
2017-01-25,13.85
2017-01-26,13.8
2017-01-27,13.9
2017-01-30,13.75
2017-01-31,13.75
2017-02-01,14.05
2017-02-02,14.05
2017-02-03,14.2
2017-02-06,14.2
2017-02-07,14.2
2017-02-08,14.25
2017-02-09,14.4
2017-02-10,14.65
2017-02-13,14.85
2017-02-14,14.85
2017-02-15,14.6
2017-02-16,14.85
2017-02-17,14.65
2017-02-21,14.7
2017-02-22,14.7
2017-02-23,14.8
2017-02-24,14.6
2017-02-27,14.7
2017-02-28,14.5
2017-03-01,14.4
2017-03-02,14.4
2017-03-03,14.25
2017-03-06,14.15
2017-03-07,14.95
2017-03-08,14.55
2017-03-09,14.75
2017-03-10,14.5
2017-03-13,14.5
2017-03-14,14.45
2017-03-15,14.9
2017-03-16,14.9
2017-03-17,15.25
2017-03-20,15.3
2017-03-21,15.35
2017-03-22,15.75
2017-03-23,16.25
2017-03-24,16.9
2017-03-27,16.85
2017-03-28,16.85
2017-03-29,16.75
2017-03-30,17.15
2017-03-31,17.0
2017-04-03,16.75
2017-04-04,16.700001
2017-04-05,16.450001
2017-04-06,16.4
2017-04-07,16.65
2017-04-10,16.85
2017-04-11,16.9
2017-04-12,16.950001
2017-04-13,16.85
2017-04-17,17.049999
2017-04-18,17.450001
2017-04-19,17.65
2017-04-20,17.6
2017-04-21,17.75
2017-04-24,17.6
2017-04-25,17.299999
2017-04-26,17.299999
2017-04-27,17.6
2017-04-28,17.799999
2017-05-01,17.950001
2017-05-02,17.85
2017-05-03,17.700001
2017-05-04,17.4
2017-05-05,17.85
2017-05-08,17.85
2017-05-09,17.75
2017-05-10,17.9
2017-05-11,18.75
2017-05-12,19.35
2017-05-15,19.049999
2017-05-16,19.200001
2017-05-17,19.0
2017-05-18,18.9
2017-05-19,19.0
2017-05-22,18.9
2017-05-23,18.75
2017-05-24,18.75
2017-05-25,18.549999
2017-05-26,18.450001
2017-05-30,17.65
2017-05-31,17.35
2017-06-01,17.35
2017-06-02,17.549999
2017-06-05,17.700001
2017-06-06,17.799999
2017-06-07,17.549999
2017-06-08,17.65
2017-06-09,17.799999
2017-06-12,17.549999
2017-06-13,17.6
2017-06-14,17.75
2017-06-15,17.9
2017-06-16,17.85
2017-06-19,17.85
2017-06-20,17.65
2017-06-21,17.450001
2017-06-22,17.450001
2017-06-23,17.799999
2017-06-26,18.1
2017-06-27,17.549999
2017-06-28,17.5
2017-06-29,17.549999
2017-06-30,17.9
2017-07-03,17.35
2017-07-05,17.1
2017-07-06,17.15
2017-07-07,17.299999
2017-07-10,17.200001
2017-07-11,17.200001
2017-07-12,17.450001
2017-07-13,17.299999
2017-07-14,17.450001
2017-07-17,17.299999
2017-07-18,17.35
2017-07-19,17.549999
2017-07-20,17.85
2017-07-21,17.9
2017-07-24,17.700001
2017-07-25,18.0
2017-07-26,17.950001
2017-07-27,18.0
2017-07-28,17.9
2017-07-31,17.700001
2017-08-01,18.35
2017-08-02,17.950001
2017-08-03,17.75
2017-08-04,17.700001
2017-08-07,17.799999
2017-08-08,17.9
2017-08-09,18.85
2017-08-10,18.549999
2017-08-11,18.65
2017-08-14,18.9
2017-08-15,18.65
2017-08-16,18.75
2017-08-17,18.450001
2017-08-18,18.15
2017-08-21,18.129998999999998
2017-08-22,17.950001
2017-08-23,17.700001
2017-08-24,17.6
2017-08-25,17.65
2017-08-28,17.450001
2017-08-29,17.450001
2017-08-30,17.049999
2017-08-31,16.549999
2017-09-01,16.5
2017-09-05,16.1
2017-09-06,16.450001
2017-09-07,16.73
2017-09-08,16.65
2017-09-11,16.75
2017-09-12,17.049999
2017-09-13,17.299999
2017-09-14,17.450001
2017-09-15,19.299999
2017-09-18,19.4
2017-09-19,19.6
2017-09-20,20.25
2017-09-21,19.950001
2017-09-22,20.0
2017-09-25,19.9
2017-09-26,19.85
2017-09-27,20.0
2017-09-28,20.08
2017-09-29,20.5
2017-10-02,20.299999
2017-10-03,20.4
2017-10-04,20.35
2017-10-05,20.35
2017-10-06,20.35
2017-10-09,20.549999
2017-10-10,20.4
2017-10-11,20.450001
2017-10-12,20.25
2017-10-13,20.5
2017-10-16,20.35
2017-10-17,20.4
2017-10-18,20.5
2017-10-19,20.200001
2017-10-20,20.0
2017-10-23,20.15
2017-10-24,20.1
2017-10-25,19.9
2017-10-26,19.9
2017-10-27,19.9
2017-10-30,20.25
2017-10-31,20.15
2017-11-01,20.15
2017-11-02,20.5
2017-11-03,20.549999
2017-11-06,20.9
2017-11-07,21.049999
2017-11-08,21.1
2017-11-09,21.549999
2017-11-10,21.65
2017-11-13,21.700001
2017-11-14,21.9
2017-11-15,22.1
2017-11-16,22.15
2017-11-17,22.15
2017-11-20,22.0
2017-11-21,22.35
2017-11-22,22.5
2017-11-24,22.65
2017-11-27,22.200001
2017-11-28,22.299999
2017-11-29,22.35
2017-11-30,22.799999
2017-12-01,23.35
2017-12-04,23.6
2017-12-05,23.879998999999998
2017-12-06,23.9
2017-12-07,23.85
2017-12-08,23.85
2017-12-11,23.799999
2017-12-12,23.65
2017-12-13,23.4
2017-12-14,23.299999
2017-12-15,23.15
2017-12-18,23.4
2017-12-19,23.450001
2017-12-20,23.299999
2017-12-21,23.549999
2017-12-22,23.4
2017-12-26,23.1
2017-12-27,23.4
2017-12-28,23.25
2017-12-29,23.299999
2018-01-02,23.4
2018-01-03,23.5
2018-01-04,23.4
2018-01-05,23.6
2018-01-08,23.5
2018-01-09,23.450001
2018-01-10,23.200001
2018-01-11,23.25
2018-01-12,23.549999
2018-01-16,24.25
2018-01-17,24.950001
2018-01-18,24.450001
2018-01-19,25.25
2018-01-22,26.0
2018-01-23,26.1
2018-01-24,25.9
2018-01-25,25.85
2018-01-26,25.799999
2018-01-29,25.65
2018-01-30,25.35
2018-01-31,25.450001
2018-02-01,25.700001
2018-02-02,24.9
2018-02-05,24.65
2018-02-06,25.299999
2018-02-07,25.4
2018-02-08,25.25
2018-02-09,25.450001
2018-02-12,25.549999
2018-02-13,25.5
2018-02-14,26.200001
2018-02-15,26.700001
2018-02-16,26.75
2018-02-20,26.6
2018-02-21,26.450001
2018-02-22,26.65
2018-02-23,26.700001
2018-02-26,26.75
2018-02-27,26.6
2018-02-28,27.450001
2018-03-01,27.83
2018-03-02,27.950001
2018-03-05,27.9
2018-03-06,28.85
2018-03-07,29.0
2018-03-08,28.799999
2018-03-09,29.1
2018-03-12,29.4
2018-03-13,29.25
2018-03-14,28.799999
2018-03-15,28.9
2018-03-16,28.4
2018-03-19,27.5
2018-03-20,27.35
2018-03-21,27.35
2018-03-22,26.6
2018-03-23,26.200001
2018-03-26,26.5
2018-03-27,26.049999
2018-03-28,26.299999
2018-03-29,27.549999
2018-04-02,26.6
2018-04-03,26.75
2018-04-04,26.799999
2018-04-05,26.85
2018-04-06,26.35
2018-04-09,26.65
2018-04-10,27.1
2018-04-11,27.4
2018-04-12,27.75
2018-04-13,28.049999
2018-04-16,28.0
2018-04-17,28.200001
2018-04-18,28.35
2018-04-19,28.9
2018-04-20,29.299999
2018-04-23,33.450001
2018-04-24,31.450001
2018-04-25,30.950001
2018-04-26,30.85
2018-04-27,31.25
2018-04-30,31.15
2018-05-01,31.5
2018-05-02,33.0
2018-05-03,32.950001
2018-05-04,33.299999
2018-05-07,33.599998
2018-05-08,32.5
2018-05-09,32.400002
2018-05-10,35.700001
2018-05-11,33.450001
2018-05-14,36.450001
2018-05-15,35.75
2018-05-16,37.150002
2018-05-17,36.599998
2018-05-18,36.049999
2018-05-21,36.700001
2018-05-22,36.599998
2018-05-23,36.299999
2018-05-24,36.049999
2018-05-25,36.049999
2018-05-29,34.849998
2018-05-30,34.650002
2018-05-31,34.0
2018-06-01,35.849998
2018-06-04,36.0
2018-06-05,36.700001
2018-06-06,36.599998
2018-06-07,36.450001
2018-06-08,36.650002
2018-06-11,36.630001
2018-06-12,38.099998
2018-06-13,36.75
2018-06-14,37.700001
2018-06-15,37.799999
2018-06-18,36.25
2018-06-19,35.700001
2018-06-20,37.099998
2018-06-21,38.900002
2018-06-22,37.299999
2018-06-25,35.650002
2018-06-26,34.5
2018-06-27,33.25
2018-06-28,35.549999
2018-06-29,36.299999
2018-07-02,36.650002
2018-07-03,36.650002
2018-07-05,36.099998
2018-07-06,36.349998
2018-07-09,36.400002
2018-07-10,36.150002
2018-07-11,35.349998
2018-07-12,36.049999
2018-07-13,36.200001
2018-07-16,37.200001
2018-07-17,37.900002
2018-07-18,37.950001
2018-07-19,37.650002
2018-07-20,36.799999
2018-07-23,37.349998
2018-07-24,37.200001
2018-07-25,37.5
2018-07-26,36.950001
2018-07-27,35.599998
2018-07-30,34.599998
2018-07-31,34.299999
2018-08-01,33.349998
2018-08-02,32.799999
2018-08-03,32.650002
2018-08-06,32.549999
2018-08-07,31.950001
2018-08-08,31.950001
2018-08-09,31.75
2018-08-10,31.9
2018-08-13,28.450001
2018-08-14,28.030001000000002
2018-08-15,26.700001
2018-08-16,28.049999
2018-08-17,28.0
2018-08-20,27.65
2018-08-21,27.75
2018-08-22,27.799999
2018-08-23,27.299999
2018-08-24,27.85
2018-08-27,28.75
2018-08-28,28.9
2018-08-29,29.15
2018-08-30,28.25
2018-08-31,28.4
2018-09-04,25.85
2018-09-05,25.049999
2018-09-06,24.25
2018-09-07,24.299999
2018-09-10,24.15
2018-09-11,24.0
2018-09-12,23.75
2018-09-13,23.5
2018-09-14,25.1
2018-09-17,24.799999
2018-09-18,24.450001
2018-09-19,24.6
2018-09-20,25.700001
2018-09-21,25.1
2018-09-24,24.950001
2018-09-25,25.15
2018-09-26,24.9
2018-09-27,25.6
2018-09-28,24.9
2018-10-01,24.49
2018-10-02,24.17
2018-10-03,24.27
2018-10-04,23.43
2018-10-05,22.91
2018-10-08,22.83
2018-10-09,22.860001
2018-10-10,22.15
2018-10-11,22.969998999999998
2018-10-12,23.379998999999998
2018-10-15,23.66
2018-10-16,24.120001000000002
2018-10-17,24.209999
2018-10-18,23.6
2018-10-19,23.25
2018-10-22,22.450001
2018-10-23,21.620001000000002
2018-10-24,20.76
2018-10-25,21.110001
2018-10-26,20.58
2018-10-29,19.84
2018-10-30,20.209999
2018-10-31,20.77
2018-11-01,21.76
2018-11-02,21.059998999999998
2018-11-05,20.120001000000002
2018-11-06,19.82
2018-11-07,18.030001000000002
2018-11-08,18.219998999999998
2018-11-09,17.309998999999998
2018-11-12,16.76
2018-11-13,16.35
2018-11-14,16.940001000000002
2018-11-15,17.25
2018-11-16,17.700001
2018-11-19,17.27
2018-11-20,17.01
2018-11-21,18.299999
2018-11-23,18.889999
2018-11-26,19.190001000000002
2018-11-27,19.120001000000002
2018-11-28,19.32
2018-11-29,19.309998999999998
2018-11-30,19.77
2018-12-03,19.690001000000002
2018-12-04,18.92
2018-12-06,18.469998999999998
2018-12-07,17.9
2018-12-10,17.35
2018-12-11,17.24
2018-12-12,17.0
2018-12-13,16.41
2018-12-14,16.309998999999998
2018-12-17,16.34
2018-12-18,15.91
2018-12-19,15.55
2018-12-20,15.46
2018-12-21,16.469998999999998
2018-12-24,15.94
2018-12-26,16.700001
2018-12-27,16.67
2018-12-28,16.33
2018-12-31,16.52
2019-01-02,16.84
2019-01-03,16.6
2019-01-04,17.030001000000002
2019-01-07,17.83
2019-01-08,17.83
2019-01-09,18.98
2019-01-10,18.780001000000002
2019-01-11,18.82
2019-01-14,17.93
2019-01-15,17.18
2019-01-16,17.709999
2019-01-17,17.93
2019-01-18,17.940001000000002
2019-01-22,17.98
2019-01-23,17.49
2019-01-24,17.799999
2019-01-25,18.0
2019-01-28,17.9
2019-01-29,17.629998999999998
2019-01-30,17.610001
2019-01-31,18.110001
2019-02-01,17.559998999999998
2019-02-04,17.51
2019-02-05,17.09
2019-02-06,17.049999
2019-02-07,16.280001000000002
2019-02-08,16.299999
2019-02-11,16.209999
2019-02-12,16.290001
2019-02-13,16.549999
2019-02-14,16.0
2019-02-15,16.1
2019-02-19,16.52
2019-02-20,16.9
2019-02-21,16.68
2019-02-22,16.73
2019-02-25,16.620001000000002
2019-02-26,17.43
2019-02-27,16.629998999999998
2019-02-28,16.620001000000002
2019-03-01,16.6
2019-03-04,15.83
2019-03-05,15.71
2019-03-06,17.66
2019-03-07,17.559998999999998
2019-03-08,16.969998999999998
2019-03-11,16.940001000000002
2019-03-12,16.620001000000002
2019-03-13,16.200001
2019-03-14,16.25
2019-03-15,16.639999
2019-03-18,16.950001
2019-03-19,16.969998999999998
2019-03-20,17.059998999999998
2019-03-21,17.700001
2019-03-22,17.190001000000002
2019-03-25,17.98
2019-03-26,18.43
2019-03-27,17.530001000000002
2019-03-28,17.450001
2019-03-29,17.51
2019-04-01,18.190001000000002
2019-04-02,18.040001
2019-04-03,17.98
2019-04-04,18.35
2019-04-05,18.870001000000002
2019-04-08,18.68
2019-04-09,18.49
2019-04-10,18.690001000000002
2019-04-11,18.76
2019-04-12,19.24
2019-04-15,19.040001
2019-04-16,19.540001
2019-04-17,19.200001
2019-04-18,19.379998999999998
2019-04-22,19.08
2019-04-23,19.01
2019-04-24,18.969998999999998
2019-04-25,18.65
2019-04-26,19.08
2019-04-29,18.82
2019-04-30,18.889999
2019-05-01,18.190001000000002
2019-05-02,17.99
2019-05-03,18.030001000000002
2019-05-06,17.879998999999998
2019-05-07,17.59
2019-05-08,17.49
2019-05-09,20.110001
2019-05-10,19.73
2019-05-13,18.59
2019-05-14,18.49
2019-05-15,18.25
2019-05-16,18.57
2019-05-17,17.92
2019-05-20,17.870001000000002
2019-05-21,17.389999
2019-05-22,17.309998999999998
2019-05-23,16.799999
2019-05-24,16.98
2019-05-28,16.93
2019-05-29,16.49
2019-05-30,16.32
2019-05-31,16.559998999999998
2019-06-03,16.66
2019-06-04,17.040001
2019-06-05,17.030001000000002
2019-06-06,16.59
2019-06-07,16.85
2019-06-10,16.879998999999998
2019-06-11,16.790001
2019-06-12,16.33
2019-06-13,16.48
2019-06-14,16.389999
2019-06-17,16.33
2019-06-18,16.700001
2019-06-19,16.66
2019-06-20,16.66
2019-06-21,16.6
2019-06-24,16.33
2019-06-25,16.139999
2019-06-26,16.209999
2019-06-27,17.0
2019-06-28,17.07
2019-07-01,17.1
2019-07-02,16.67
2019-07-03,16.67
2019-07-05,16.93
2019-07-08,16.440001000000002
2019-07-09,16.139999
2019-07-10,16.01
2019-07-11,16.01
2019-07-12,16.309998999999998
2019-07-15,16.459999
2019-07-16,16.940001000000002
2019-07-17,16.59
2019-07-18,15.98
2019-07-19,15.83
2019-07-22,15.68
2019-07-23,16.030001000000002
2019-07-24,16.389999
2019-07-25,16.33
2019-07-26,16.74
2019-07-29,16.67
2019-07-30,16.23
2019-07-31,15.55
2019-08-01,15.45
2019-08-02,15.3
2019-08-05,15.09
2019-08-06,14.99
2019-08-07,15.06
2019-08-08,15.59
2019-08-09,15.98
2019-08-12,12.98
2019-08-13,13.43
2019-08-14,13.23
2019-08-15,13.45
2019-08-16,13.95
2019-08-19,14.12
2019-08-20,13.99
2019-08-21,14.01
2019-08-22,14.28
2019-08-23,14.07
2019-08-26,14.21
2019-08-27,14.52
2019-08-28,14.8
2019-08-29,15.13
2019-08-30,15.19
2019-09-03,15.35
2019-09-04,15.74
2019-09-05,16.190001000000002
2019-09-06,16.27
2019-09-09,16.459999
2019-09-10,16.26
2019-09-11,16.24
2019-09-12,16.25
2019-09-13,16.16
2019-09-16,16.459999
2019-09-17,16.23
2019-09-18,15.78
2019-09-19,15.5
2019-09-20,15.8
2019-09-23,15.53
2019-09-24,15.01
2019-09-25,15.32
2019-09-26,15.3
2019-09-27,15.07
2019-09-30,14.98
2019-10-01,15.31
2019-10-02,19.91
2019-10-03,20.290001
2019-10-04,20.92
2019-10-07,20.6
2019-10-08,19.52
2019-10-09,19.92
2019-10-10,19.959999
2019-10-11,20.09
2019-10-14,19.92
2019-10-15,19.9
2019-10-16,19.950001
2019-10-17,19.889999
2019-10-18,19.76
2019-10-21,19.799999
2019-10-22,19.77
2019-10-23,19.940001000000002
2019-10-24,20.299999
2019-10-25,20.309998999999998
2019-10-28,20.309998999999998
2019-10-29,20.200001
2019-10-30,20.66
2019-10-31,21.76
2019-11-01,22.16
2019-11-04,21.5
2019-11-05,21.52
2019-11-06,21.459999
2019-11-07,21.91
2019-11-08,21.77
2019-11-11,21.75
2019-11-12,21.790001
2019-11-13,21.809998999999998
2019-11-14,21.879998999999998
2019-11-15,22.48
2019-11-18,22.860001
2019-11-19,22.85
2019-11-20,22.91
2019-11-21,23.190001000000002
2019-11-22,23.73
2019-11-25,23.82
2019-11-26,23.870001000000002
2019-11-27,24.24
2019-11-29,24.290001
2019-12-02,24.41
2019-12-03,24.290001
2019-12-04,24.17
2019-12-05,24.16
2019-12-06,24.139999
2019-12-09,24.0
2019-12-10,24.190001000000002
2019-12-11,24.290001
2019-12-12,24.48
2019-12-13,24.870001000000002
2019-12-16,24.959999
2019-12-17,24.35
2019-12-18,24.809998999999998
2019-12-19,25.18
2019-12-20,25.360001
2019-12-23,25.32
2019-12-24,25.290001
2019-12-26,25.559998999999998
2019-12-27,25.780001000000002
2019-12-30,25.98
2019-12-31,26.09
2020-01-02,26.540001
2020-01-03,26.02
2020-01-06,25.98
2020-01-07,26.09
2020-01-08,25.940001000000002
2020-01-09,25.93
2020-01-10,25.809998999999998
2020-01-13,25.25
2020-01-14,25.16
2020-01-15,25.459999
2020-01-16,25.65
2020-01-17,25.16
2020-01-21,24.85
2020-01-22,24.91
2020-01-23,24.780001000000002
2020-01-24,24.59
2020-01-27,24.52
2020-01-28,24.379998999999998
2020-01-29,24.48
2020-01-30,24.42
2020-01-31,23.860001
2020-02-03,24.0
2020-02-04,24.0
2020-02-05,24.110001
2020-02-06,23.299999
2020-02-07,23.200001
2020-02-10,23.190001000000002
2020-02-11,23.76
2020-02-12,23.99
2020-02-13,23.66
2020-02-14,23.35
2020-02-18,23.969998999999998
2020-02-19,25.24
2020-02-20,25.209999
2020-02-21,25.4
2020-02-24,24.91
2020-02-25,24.15
2020-02-26,24.16
2020-02-27,22.32
2020-02-28,22.950001
2020-03-02,23.67
2020-03-03,23.540001
2020-03-04,23.860001
2020-03-05,23.469998999999998
2020-03-06,23.059998999999998
2020-03-09,21.91
2020-03-10,21.93
2020-03-11,20.76
2020-03-12,16.889999
2020-03-13,16.68
2020-03-16,13.35
2020-03-17,12.78
2020-03-18,12.18
2020-03-19,13.99
2020-03-20,15.84
2020-03-23,15.09
2020-03-24,17.370001000000002
2020-03-25,18.77
2020-03-26,19.190001000000002
2020-03-27,17.68
2020-03-30,18.17
2020-03-31,20.42
2020-04-01,20.07
2020-04-02,19.0
2020-04-03,18.610001
2020-04-06,19.870001000000002
2020-04-07,19.639999
2020-04-08,20.5
2020-04-09,21.65
2020-04-13,20.85
2020-04-14,20.65
2020-04-15,20.889999
2020-04-16,21.52
2020-04-17,25.290001
2020-04-20,24.940001000000002
2020-04-21,24.549999
2020-04-22,24.6
2020-04-23,24.530001000000002
2020-04-24,25.1
2020-04-27,25.549999
2020-04-28,26.23
2020-04-29,26.450001
2020-04-30,27.959999
2020-05-01,29.110001
2020-05-04,27.309998999999998
2020-05-05,27.309998999999998
2020-05-06,27.309998999999998
2020-05-07,27.309998999999998
