Date,IBKR
2008-10-14,21.940001000000002
2008-10-15,20.040001
2008-10-16,21.280001000000002
2008-10-17,22.030001000000002
2008-10-20,23.4
2008-10-21,23.58
2008-10-22,21.92
2008-10-23,21.59
2008-10-24,20.0
2008-10-27,18.190001000000002
2008-10-28,19.77
2008-10-29,19.75
2008-10-30,20.23
2008-10-31,21.370001000000002
2008-11-03,21.99
2008-11-04,22.280001000000002
2008-11-05,21.959999
2008-11-06,21.4
2008-11-07,21.370001000000002
2008-11-10,19.98
2008-11-11,19.25
2008-11-12,17.91
2008-11-13,19.82
2008-11-14,18.99
2008-11-17,17.99
2008-11-18,16.610001
2008-11-19,15.49
2008-11-20,13.1
2008-11-21,14.75
2008-11-24,16.26
2008-11-25,16.719998999999998
2008-11-26,17.9
2008-11-28,18.24
2008-12-01,17.18
2008-12-02,16.799999
2008-12-03,16.6
2008-12-04,16.24
2008-12-05,17.190001000000002
2008-12-08,18.4
2008-12-09,18.139999
2008-12-10,18.49
2008-12-11,18.09
2008-12-12,18.200001
2008-12-15,17.190001000000002
2008-12-16,18.25
2008-12-17,18.120001000000002
2008-12-18,17.76
2008-12-19,17.299999
2008-12-22,16.82
2008-12-23,15.86
2008-12-24,15.6
2008-12-26,15.84
2008-12-29,16.059998999999998
2008-12-30,17.09
2008-12-31,17.889999
2009-01-02,18.15
2009-01-05,18.82
2009-01-06,19.41
2009-01-07,18.58
2009-01-08,18.0
2009-01-09,17.799999
2009-01-12,17.700001
2009-01-13,18.01
2009-01-14,17.58
2009-01-15,18.08
2009-01-16,18.1
2009-01-20,16.82
2009-01-21,18.389999
2009-01-22,16.24
2009-01-23,16.09
2009-01-26,15.6
2009-01-27,15.5
2009-01-28,16.9
2009-01-29,15.79
2009-01-30,15.27
2009-02-02,15.04
2009-02-03,15.12
2009-02-04,15.06
2009-02-05,15.48
2009-02-06,15.82
2009-02-09,15.94
2009-02-10,14.78
2009-02-11,14.95
2009-02-12,15.29
2009-02-13,15.35
2009-02-17,14.6
2009-02-18,14.48
2009-02-19,14.53
2009-02-20,14.43
2009-02-23,14.05
2009-02-24,14.84
2009-02-25,14.59
2009-02-26,14.5
2009-02-27,14.05
2009-03-02,14.02
2009-03-03,13.96
2009-03-04,13.99
2009-03-05,13.37
2009-03-06,13.37
2009-03-09,12.89
2009-03-10,14.42
2009-03-11,14.21
2009-03-12,14.62
2009-03-13,14.78
2009-03-16,14.38
2009-03-17,15.16
2009-03-18,15.4
2009-03-19,14.93
2009-03-20,14.5
2009-03-23,15.9
2009-03-24,15.59
2009-03-25,16.49
2009-03-26,16.870001000000002
2009-03-27,16.98
2009-03-30,15.91
2009-03-31,16.129998999999998
2009-04-01,16.139999
2009-04-02,16.57
2009-04-03,17.030001000000002
2009-04-06,15.98
2009-04-07,15.41
2009-04-08,15.23
2009-04-09,15.8
2009-04-13,15.86
2009-04-14,15.65
2009-04-15,16.809998999999998
2009-04-16,16.83
2009-04-17,17.42
2009-04-20,16.17
2009-04-21,16.889999
2009-04-22,16.6
2009-04-23,16.58
2009-04-24,14.16
2009-04-27,13.89
2009-04-28,14.34
2009-04-29,14.89
2009-04-30,14.75
2009-05-01,14.19
2009-05-04,14.93
2009-05-05,15.12
2009-05-06,15.72
2009-05-07,15.35
2009-05-08,15.83
2009-05-11,15.47
2009-05-12,15.21
2009-05-13,14.72
2009-05-14,14.46
2009-05-15,14.53
2009-05-18,14.84
2009-05-19,14.63
2009-05-20,14.59
2009-05-21,14.18
2009-05-22,14.14
2009-05-26,14.72
2009-05-27,14.31
2009-05-28,14.44
2009-05-29,14.87
2009-06-01,14.99
2009-06-02,15.17
2009-06-03,15.23
2009-06-04,15.32
2009-06-05,15.29
2009-06-08,15.21
2009-06-09,15.13
2009-06-10,14.87
2009-06-11,14.7
2009-06-12,14.77
2009-06-15,14.57
2009-06-16,14.43
2009-06-17,14.61
2009-06-18,14.49
2009-06-19,14.89
2009-06-22,14.38
2009-06-23,14.47
2009-06-24,14.83
2009-06-25,15.43
2009-06-26,15.24
2009-06-29,15.49
2009-06-30,15.53
2009-07-01,15.77
2009-07-02,15.53
2009-07-06,15.39
2009-07-07,15.25
2009-07-08,15.0
2009-07-09,15.31
2009-07-10,15.71
2009-07-13,15.48
2009-07-14,15.38
2009-07-15,15.56
2009-07-16,15.24
2009-07-17,15.03
2009-07-20,15.16
2009-07-21,15.14
2009-07-22,15.19
2009-07-23,15.52
2009-07-24,17.200001
2009-07-27,17.360001
2009-07-28,17.93
2009-07-29,18.219998999999998
2009-07-30,18.549999
2009-07-31,18.790001
2009-08-03,19.190001000000002
2009-08-04,19.1
2009-08-05,19.139999
2009-08-06,19.049999
2009-08-07,19.84
2009-08-10,19.82
2009-08-11,19.379998999999998
2009-08-12,20.059998999999998
2009-08-13,19.809998999999998
2009-08-14,19.24
2009-08-17,18.790001
2009-08-18,19.040001
2009-08-19,18.780001000000002
2009-08-20,18.950001
2009-08-21,19.1
2009-08-24,18.959999
2009-08-25,18.98
2009-08-26,19.209999
2009-08-27,19.07
2009-08-28,18.99
2009-08-31,18.98
2009-09-01,18.200001
2009-09-02,17.860001
2009-09-03,17.879998999999998
2009-09-04,18.15
2009-09-08,18.32
2009-09-09,18.370001000000002
2009-09-10,18.67
2009-09-11,18.940001000000002
2009-09-14,18.92
2009-09-15,19.200001
2009-09-16,19.950001
2009-09-17,19.700001
2009-09-18,19.860001
2009-09-21,19.799999
2009-09-22,20.02
2009-09-23,19.809998999999998
2009-09-24,19.280001000000002
2009-09-25,19.030001000000002
2009-09-28,19.719998999999998
2009-09-29,20.01
2009-09-30,19.870001000000002
2009-10-01,19.83
2009-10-02,19.299999
2009-10-05,20.0
2009-10-06,20.59
2009-10-07,20.370001000000002
2009-10-08,20.6
2009-10-09,20.559998999999998
2009-10-12,20.559998999999998
2009-10-13,20.34
2009-10-14,20.9
2009-10-15,20.93
2009-10-16,20.33
2009-10-19,20.49
2009-10-20,20.530001000000002
2009-10-21,19.959999
2009-10-22,19.559998999999998
2009-10-23,16.84
2009-10-26,16.52
2009-10-27,16.370001000000002
2009-10-28,16.219998999999998
2009-10-29,16.370001000000002
2009-10-30,16.01
2009-11-02,16.309998999999998
2009-11-03,16.9
2009-11-04,16.82
2009-11-05,17.07
2009-11-06,17.059998999999998
2009-11-09,17.139999
2009-11-10,17.049999
2009-11-11,17.309998999999998
2009-11-12,17.07
2009-11-13,17.17
2009-11-16,17.41
2009-11-17,17.030001000000002
2009-11-18,17.120001000000002
2009-11-19,16.9
2009-11-20,16.879998999999998
2009-11-23,16.9
2009-11-24,16.700001
2009-11-25,16.92
2009-11-27,16.76
2009-11-30,16.93
2009-12-01,17.58
2009-12-02,17.290001
2009-12-03,17.209999
2009-12-04,17.5
2009-12-07,17.59
2009-12-08,17.389999
2009-12-09,17.32
2009-12-10,17.32
2009-12-11,17.33
2009-12-14,17.459999
2009-12-15,17.459999
2009-12-16,17.48
2009-12-17,17.49
2009-12-18,17.52
2009-12-21,17.4
2009-12-22,17.549999
2009-12-23,17.959999
2009-12-24,17.92
2009-12-28,17.9
2009-12-29,17.82
2009-12-30,17.709999
2009-12-31,17.719998999999998
2010-01-04,17.75
2010-01-05,17.35
2010-01-06,17.41
2010-01-07,17.52
2010-01-08,17.26
2010-01-11,17.049999
2010-01-12,16.9
2010-01-13,16.879998999999998
2010-01-14,16.780001000000002
2010-01-15,16.389999
2010-01-19,16.49
2010-01-20,16.299999
2010-01-21,16.5
2010-01-22,15.96
2010-01-25,15.96
2010-01-26,15.8
2010-01-27,16.139999
2010-01-28,16.09
2010-01-29,15.9
2010-02-01,16.129998999999998
2010-02-02,16.379998999999998
2010-02-03,16.25
2010-02-04,15.96
2010-02-05,16.5
2010-02-08,16.24
2010-02-09,16.26
2010-02-10,16.4
2010-02-11,16.5
2010-02-12,16.93
2010-02-16,16.84
2010-02-17,16.790001
2010-02-18,17.139999
2010-02-19,17.309998999999998
2010-02-22,17.049999
2010-02-23,16.65
2010-02-24,16.77
2010-02-25,16.969998999999998
2010-02-26,17.23
2010-03-01,17.23
2010-03-02,17.209999
2010-03-03,16.950001
2010-03-04,17.08
2010-03-05,17.129998999999998
2010-03-08,17.08
2010-03-09,16.75
2010-03-10,16.549999
2010-03-11,16.690001000000002
2010-03-12,16.65
2010-03-15,16.32
2010-03-16,16.42
2010-03-17,16.459999
2010-03-18,16.49
2010-03-19,16.690001000000002
2010-03-22,16.469998999999998
2010-03-23,16.26
2010-03-24,16.219998999999998
2010-03-25,16.110001
2010-03-26,16.120001000000002
2010-03-29,16.129998999999998
2010-03-30,16.16
2010-03-31,16.15
2010-04-01,16.42
2010-04-05,16.26
2010-04-06,16.26
2010-04-07,16.35
2010-04-08,16.370001000000002
2010-04-09,16.59
2010-04-12,16.6
2010-04-13,16.48
2010-04-14,16.51
2010-04-15,16.540001
2010-04-16,16.290001
2010-04-19,16.48
2010-04-20,16.299999
2010-04-21,16.17
2010-04-22,16.15
2010-04-23,17.01
2010-04-26,16.879998999999998
2010-04-27,16.51
2010-04-28,16.5
2010-04-29,17.02
2010-04-30,17.15
2010-05-03,17.25
2010-05-04,16.889999
2010-05-05,16.74
2010-05-06,17.15
2010-05-07,16.74
2010-05-10,16.959999
2010-05-11,16.91
2010-05-12,17.24
2010-05-13,17.459999
2010-05-14,17.469998999999998
2010-05-17,17.33
2010-05-18,16.870001000000002
2010-05-19,16.950001
2010-05-20,16.4
2010-05-21,16.389999
2010-05-24,16.34
2010-05-25,16.440001000000002
2010-05-26,16.42
2010-05-27,16.82
2010-05-28,16.77
2010-06-01,16.639999
2010-06-02,16.969998999999998
2010-06-03,17.450001
2010-06-04,17.110001
2010-06-07,16.700001
2010-06-08,17.110001
2010-06-09,16.9
2010-06-10,17.18
2010-06-11,17.34
2010-06-14,17.26
2010-06-15,17.4
2010-06-16,17.6
2010-06-17,17.629998999999998
2010-06-18,17.459999
2010-06-21,17.42
2010-06-22,17.09
2010-06-23,17.049999
2010-06-24,16.870001000000002
2010-06-25,17.25
2010-06-28,17.33
2010-06-29,16.809998999999998
2010-06-30,16.6
2010-07-01,16.48
2010-07-02,16.52
2010-07-06,16.389999
2010-07-07,16.66
2010-07-08,16.629998999999998
2010-07-09,16.82
2010-07-12,16.790001
2010-07-13,17.059998999999998
2010-07-14,17.01
2010-07-15,17.67
2010-07-16,17.370001000000002
2010-07-19,17.65
2010-07-20,17.59
2010-07-21,17.84
2010-07-22,18.09
2010-07-23,16.700001
2010-07-26,16.559998999999998
2010-07-27,16.59
2010-07-28,16.5
2010-07-29,16.469998999999998
2010-07-30,16.549999
2010-08-02,16.77
2010-08-03,16.65
2010-08-04,16.799999
2010-08-05,17.1
2010-08-06,16.969998999999998
2010-08-09,17.049999
2010-08-10,16.99
2010-08-11,16.450001
2010-08-12,16.59
2010-08-13,16.41
2010-08-16,16.34
2010-08-17,16.469998999999998
2010-08-18,16.43
2010-08-19,16.190001000000002
2010-08-20,16.34
2010-08-23,16.200001
2010-08-24,16.02
2010-08-25,15.97
2010-08-26,16.01
2010-08-27,16.309998999999998
2010-08-30,16.1
2010-08-31,16.190001000000002
2010-09-01,16.68
2010-09-02,16.58
2010-09-03,16.66
2010-09-07,16.370001000000002
2010-09-08,16.559998999999998
2010-09-09,16.549999
2010-09-10,16.65
2010-09-13,16.790001
2010-09-14,16.9
2010-09-15,16.92
2010-09-16,16.950001
2010-09-17,17.059998999999998
2010-09-20,17.15
2010-09-21,17.129998999999998
2010-09-22,17.08
2010-09-23,16.870001000000002
2010-09-24,17.26
2010-09-27,17.389999
2010-09-28,17.370001000000002
2010-09-29,17.23
2010-09-30,17.209999
2010-10-01,17.360001
2010-10-04,17.33
2010-10-05,17.309998999999998
2010-10-06,17.07
2010-10-07,16.85
2010-10-08,17.08
2010-10-11,17.18
2010-10-12,17.25
2010-10-13,17.15
2010-10-14,17.190001000000002
2010-10-15,16.93
2010-10-18,17.49
2010-10-19,17.18
2010-10-20,17.309998999999998
2010-10-21,17.200001
2010-10-22,18.870001000000002
2010-10-25,18.700001
2010-10-26,18.59
2010-10-27,18.780001000000002
2010-10-28,18.75
2010-10-29,18.719998999999998
2010-11-01,18.5
2010-11-02,18.690001000000002
2010-11-03,18.66
2010-11-04,18.870001000000002
2010-11-05,19.08
2010-11-08,18.83
2010-11-09,18.75
2010-11-10,18.940001000000002
2010-11-11,18.620001000000002
2010-11-12,18.5
2010-11-15,18.84
2010-11-16,18.41
2010-11-17,18.09
2010-11-18,17.799999
2010-11-19,17.860001
2010-11-22,17.700001
2010-11-23,17.52
2010-11-24,17.67
2010-11-26,17.940001000000002
2010-11-29,17.559998999999998
2010-11-30,18.309998999999998
2010-12-01,18.040001
2010-12-02,18.34
2010-12-03,19.24
2010-12-06,19.120001000000002
2010-12-07,17.42
2010-12-08,17.370001000000002
2010-12-09,17.469998999999998
2010-12-10,17.440001000000002
2010-12-13,17.360001
2010-12-14,17.32
2010-12-15,17.43
2010-12-16,17.27
2010-12-17,17.58
2010-12-20,17.549999
2010-12-21,17.73
2010-12-22,17.77
2010-12-23,17.92
2010-12-27,17.98
2010-12-28,18.030001000000002
2010-12-29,17.98
2010-12-30,17.950001
2010-12-31,17.82
2011-01-03,18.0
2011-01-04,17.629998999999998
2011-01-05,17.77
2011-01-06,17.98
2011-01-07,17.92
2011-01-10,17.790001
2011-01-11,17.809998999999998
2011-01-12,18.200001
2011-01-13,18.08
2011-01-14,18.030001000000002
2011-01-18,17.98
2011-01-19,17.41
2011-01-20,17.48
2011-01-21,16.700001
2011-01-24,16.719998999999998
2011-01-25,16.799999
2011-01-26,16.700001
2011-01-27,16.700001
2011-01-28,16.17
2011-01-31,16.17
2011-02-01,16.440001000000002
2011-02-02,16.23
2011-02-03,16.15
2011-02-04,16.08
2011-02-07,16.07
2011-02-08,15.97
2011-02-09,15.96
2011-02-10,16.01
2011-02-11,16.07
2011-02-14,16.1
2011-02-15,15.86
2011-02-16,15.89
2011-02-17,15.85
2011-02-18,15.82
2011-02-22,15.54
2011-02-23,15.49
2011-02-24,15.4
2011-02-25,15.55
2011-02-28,15.45
2011-03-01,15.4
2011-03-02,16.030001000000002
2011-03-03,15.9
2011-03-04,15.77
2011-03-07,15.66
2011-03-08,15.67
2011-03-09,15.73
2011-03-10,15.51
2011-03-11,15.56
2011-03-14,15.51
2011-03-15,15.5
2011-03-16,15.43
2011-03-17,15.57
2011-03-18,15.78
2011-03-21,16.01
2011-03-22,15.82
2011-03-23,15.81
2011-03-24,15.91
2011-03-25,15.95
2011-03-28,15.83
2011-03-29,15.82
2011-03-30,15.85
2011-03-31,15.89
2011-04-01,16.15
2011-04-04,16.139999
2011-04-05,16.01
2011-04-06,16.09
2011-04-07,16.200001
2011-04-08,16.08
2011-04-11,16.040001
2011-04-12,15.97
2011-04-13,15.92
2011-04-14,15.9
2011-04-15,15.98
2011-04-18,15.78
2011-04-19,15.64
2011-04-20,16.0
2011-04-21,16.48
2011-04-25,16.66
2011-04-26,17.24
2011-04-27,17.469998999999998
2011-04-28,17.440001000000002
2011-04-29,17.540001
2011-05-02,17.52
2011-05-03,17.4
2011-05-04,17.26
2011-05-05,17.459999
2011-05-06,17.219998999999998
2011-05-09,17.41
2011-05-10,17.639999
2011-05-11,17.33
2011-05-12,17.450001
2011-05-13,17.190001000000002
2011-05-16,17.1
2011-05-17,16.83
2011-05-18,16.940001000000002
2011-05-19,16.889999
2011-05-20,16.75
2011-05-23,16.52
2011-05-24,16.530001000000002
2011-05-25,16.5
2011-05-26,16.809998999999998
2011-05-27,17.120001000000002
2011-05-31,17.16
2011-06-01,16.66
2011-06-02,16.48
2011-06-03,16.25
2011-06-06,16.129998999999998
2011-06-07,16.01
2011-06-08,16.0
2011-06-09,16.24
2011-06-10,15.89
2011-06-13,15.68
2011-06-14,15.81
2011-06-15,15.92
2011-06-16,15.86
2011-06-17,16.07
2011-06-20,16.32
2011-06-21,16.27
2011-06-22,16.139999
2011-06-23,15.89
2011-06-24,15.17
2011-06-27,15.41
2011-06-28,15.57
2011-06-29,15.77
2011-06-30,15.65
2011-07-01,15.92
2011-07-05,16.0
2011-07-06,15.93
2011-07-07,15.8
2011-07-08,15.73
2011-07-11,15.4
2011-07-12,15.52
2011-07-13,15.47
2011-07-14,15.31
2011-07-15,15.33
2011-07-18,15.24
2011-07-19,15.5
2011-07-20,15.59
2011-07-21,15.68
2011-07-22,15.23
2011-07-25,15.17
2011-07-26,14.98
2011-07-27,14.99
2011-07-28,15.13
2011-07-29,15.14
2011-08-01,15.07
2011-08-02,14.98
2011-08-03,15.07
2011-08-04,14.72
2011-08-05,14.43
2011-08-08,13.08
2011-08-09,14.62
2011-08-10,14.26
2011-08-11,14.88
2011-08-12,14.98
2011-08-15,15.23
2011-08-16,15.08
2011-08-17,15.03
2011-08-18,14.86
2011-08-19,14.64
2011-08-22,14.83
2011-08-23,15.02
2011-08-24,15.18
2011-08-25,14.75
2011-08-26,14.64
2011-08-29,14.99
2011-08-30,14.87
2011-08-31,15.01
2011-09-01,14.64
2011-09-02,14.4
2011-09-06,14.35
2011-09-07,14.63
2011-09-08,14.24
2011-09-09,14.29
2011-09-12,14.4
2011-09-13,14.25
2011-09-14,14.43
2011-09-15,14.63
2011-09-16,14.46
2011-09-19,14.37
2011-09-20,14.39
2011-09-21,14.26
2011-09-22,14.32
2011-09-23,14.2
2011-09-26,14.54
2011-09-27,14.66
2011-09-28,14.28
2011-09-29,14.33
2011-09-30,13.93
2011-10-03,13.39
2011-10-04,13.6
2011-10-05,13.84
2011-10-06,14.02
2011-10-07,13.62
2011-10-10,13.83
2011-10-11,13.74
2011-10-12,13.97
2011-10-13,14.31
2011-10-14,14.4
2011-10-17,14.17
2011-10-18,14.21
2011-10-19,14.15
2011-10-20,14.16
2011-10-21,14.63
2011-10-24,14.81
2011-10-25,14.64
2011-10-26,14.87
2011-10-27,15.24
2011-10-28,15.22
2011-10-31,15.38
2011-11-01,14.89
2011-11-02,15.08
2011-11-03,15.27
2011-11-04,15.07
2011-11-07,14.84
2011-11-08,15.0
2011-11-09,14.61
2011-11-10,14.88
2011-11-11,15.03
2011-11-14,14.96
2011-11-15,14.87
2011-11-16,14.63
2011-11-17,14.42
2011-11-18,14.63
2011-11-21,14.41
2011-11-22,14.28
2011-11-23,14.2
2011-11-25,14.17
2011-11-28,14.49
2011-11-29,14.65
2011-11-30,14.87
2011-12-01,14.76
2011-12-02,15.06
2011-12-05,15.1
2011-12-06,15.06
2011-12-07,15.18
2011-12-08,14.9
2011-12-09,15.15
2011-12-12,14.88
2011-12-13,14.93
2011-12-14,14.59
2011-12-15,14.48
2011-12-16,14.69
2011-12-19,14.46
2011-12-20,14.83
2011-12-21,15.0
2011-12-22,15.0
2011-12-23,15.03
2011-12-27,14.96
2011-12-28,14.94
2011-12-29,14.99
2011-12-30,14.94
2012-01-03,15.17
2012-01-04,15.0
2012-01-05,15.13
2012-01-06,15.15
2012-01-09,15.18
