Date,AVLR
2018-06-15,44.939999
2018-06-18,44.110001000000004
2018-06-19,45.990002000000004
2018-06-20,45.009997999999996
2018-06-21,51.040001000000004
2018-06-22,51.0
2018-06-25,49.599998
2018-06-26,47.849998
2018-06-27,45.700001
2018-06-28,44.580002
2018-06-29,53.369999
2018-07-02,48.720001
2018-07-03,49.59
2018-07-05,49.099998
2018-07-06,47.389998999999996
2018-07-09,47.5
2018-07-10,44.959998999999996
2018-07-11,42.400002
2018-07-12,43.990002000000004
2018-07-13,43.75
2018-07-16,43.619999
2018-07-17,44.169998
2018-07-18,43.07
2018-07-19,42.290001000000004
2018-07-20,42.93
2018-07-23,42.259997999999996
2018-07-24,41.189999
2018-07-25,44.349998
2018-07-26,45.310001
2018-07-27,42.82
2018-07-30,40.400002
2018-07-31,38.34
2018-08-01,38.18
2018-08-02,37.130001
2018-08-03,37.16
2018-08-06,40.75
2018-08-07,42.209998999999996
2018-08-08,42.509997999999996
2018-08-09,45.970001
2018-08-10,42.41
2018-08-13,38.509997999999996
2018-08-14,36.029999
2018-08-15,34.669998
2018-08-16,39.759997999999996
2018-08-17,39.25
2018-08-20,40.560001
2018-08-21,42.349998
2018-08-22,41.720001
2018-08-23,40.240002000000004
2018-08-24,39.52
2018-08-27,39.509997999999996
2018-08-28,39.91
2018-08-29,39.0
2018-08-30,37.419998
2018-08-31,36.990002000000004
2018-09-04,39.869999
2018-09-05,39.619999
2018-09-06,40.830002
2018-09-07,41.220001
2018-09-10,42.220001
2018-09-11,41.0
2018-09-12,40.91
2018-09-13,42.27
2018-09-14,42.470001
2018-09-17,41.810001
2018-09-18,43.549999
2018-09-19,43.490002000000004
2018-09-20,41.419998
2018-09-21,40.48
2018-09-24,40.950001
2018-09-25,38.59
2018-09-26,36.77
2018-09-27,35.82
2018-09-28,34.93
2018-10-01,37.93
2018-10-02,36.080002
2018-10-03,35.75
2018-10-04,35.139998999999996
2018-10-05,33.77
2018-10-08,33.34
2018-10-09,32.549999
2018-10-10,33.110001000000004
2018-10-11,32.560001
2018-10-12,34.959998999999996
2018-10-15,35.009997999999996
2018-10-16,37.259997999999996
2018-10-17,37.75
2018-10-18,36.48
2018-10-19,35.259997999999996
2018-10-22,34.040001000000004
2018-10-23,33.52
2018-10-24,31.790001
2018-10-25,33.119999
2018-10-26,32.889998999999996
2018-10-29,31.51
2018-10-30,32.619999
2018-10-31,33.52
2018-11-01,34.169998
2018-11-02,34.200001
