Date,OVV
2002-10-18,74.875
2002-10-21,73.550003
2002-10-22,70.099998
2002-10-23,70.900002
2002-10-24,70.175003
2002-10-25,70.25
2002-10-28,70.974998
2002-10-29,70.050003
2002-10-30,71.550003
2002-10-31,72.75
2002-11-01,72.050003
2002-11-04,72.5
2002-11-05,71.449997
2002-11-06,69.75
2002-11-07,69.025002
2002-11-08,69.675003
2002-11-11,69.0
2002-11-12,68.974998
2002-11-13,66.125
2002-11-14,66.224998
2002-11-15,67.25
2002-11-18,69.224998
2002-11-19,68.474998
2002-11-20,70.800003
2002-11-21,71.125
2002-11-22,70.474998
2002-11-25,69.699997
2002-11-26,66.875
2002-11-27,68.125
2002-11-29,68.025002
2002-12-02,68.5
2002-12-03,69.925003
2002-12-04,69.875
2002-12-05,72.050003
2002-12-06,72.849998
2002-12-09,73.949997
2002-12-10,73.75
2002-12-11,72.650002
2002-12-12,75.525002
2002-12-13,77.175003
2002-12-16,79.75
2002-12-17,80.25
2002-12-18,77.925003
2002-12-19,77.150002
2002-12-20,76.775002
2002-12-23,78.875
2002-12-24,78.900002
2002-12-26,77.900002
2002-12-27,76.699997
2002-12-30,77.324997
2002-12-31,77.75
2003-01-02,78.75
2003-01-03,78.824997
2003-01-06,79.074997
2003-01-07,76.699997
2003-01-08,75.974998
2003-01-09,77.25
2003-01-10,77.550003
2003-01-13,75.699997
2003-01-14,74.800003
2003-01-15,75.599998
2003-01-16,77.375
2003-01-17,77.800003
2003-01-21,77.574997
2003-01-22,77.675003
2003-01-23,78.800003
2003-01-24,78.125
2003-01-27,76.775002
2003-01-28,76.449997
2003-01-29,77.474998
2003-01-30,77.5
2003-01-31,78.525002
2003-02-03,79.025002
2003-02-04,79.025002
2003-02-05,78.0
2003-02-06,77.75
2003-02-07,77.800003
2003-02-10,77.5
2003-02-11,77.699997
2003-02-12,77.150002
2003-02-13,77.400002
2003-02-14,77.300003
2003-02-18,77.800003
2003-02-19,77.574997
2003-02-20,79.199997
2003-02-21,79.900002
2003-02-24,82.824997
2003-02-25,82.050003
2003-02-26,82.925003
2003-02-27,82.175003
2003-02-28,82.074997
2003-03-03,80.775002
2003-03-04,81.349998
2003-03-05,82.800003
2003-03-06,82.625
2003-03-07,82.5
2003-03-10,82.974998
2003-03-11,83.474998
2003-03-12,82.375
2003-03-13,80.75
2003-03-14,79.050003
2003-03-17,79.849998
2003-03-18,79.300003
2003-03-19,79.050003
2003-03-20,80.175003
2003-03-21,79.925003
2003-03-24,80.474998
2003-03-25,80.099998
2003-03-26,79.650002
2003-03-27,81.800003
2003-03-28,81.625
2003-03-31,80.900002
2003-04-01,80.800003
2003-04-02,79.025002
2003-04-03,77.75
2003-04-04,77.875
2003-04-07,77.599998
2003-04-08,78.449997
2003-04-09,78.75
2003-04-10,79.425003
2003-04-11,79.349998
2003-04-14,79.900002
2003-04-15,80.199997
2003-04-16,79.550003
2003-04-17,80.824997
2003-04-21,82.224998
2003-04-22,83.275002
2003-04-23,83.224998
2003-04-24,82.474998
2003-04-25,82.0
2003-04-28,82.150002
2003-04-29,81.125
2003-04-30,82.25
2003-05-01,82.875
2003-05-02,83.925003
2003-05-05,84.974998
2003-05-06,85.175003
2003-05-07,85.25
2003-05-08,85.300003
2003-05-09,85.650002
2003-05-12,86.099998
2003-05-13,87.650002
2003-05-14,87.275002
2003-05-15,86.574997
2003-05-16,87.099998
2003-05-19,87.175003
2003-05-20,88.25
2003-05-21,88.900002
2003-05-22,89.0
2003-05-23,90.949997
2003-05-27,92.449997
2003-05-28,90.800003
2003-05-29,90.025002
2003-05-30,91.625
2003-06-02,93.0
2003-06-03,93.5
2003-06-04,94.275002
2003-06-05,95.175003
2003-06-06,94.025002
2003-06-09,93.25
2003-06-10,95.550003
2003-06-11,98.150002
2003-06-12,97.375
2003-06-13,96.375
2003-06-16,95.474998
2003-06-17,93.724998
2003-06-18,94.0
2003-06-19,94.125
2003-06-20,93.349998
2003-06-23,95.324997
2003-06-24,95.175003
2003-06-25,97.199997
2003-06-26,95.0
2003-06-27,95.099998
2003-06-30,95.925003
2003-07-01,95.0
2003-07-02,95.25
2003-07-03,95.349998
2003-07-07,93.800003
2003-07-08,90.875
2003-07-09,91.574997
2003-07-10,90.25
2003-07-11,90.349998
2003-07-14,91.574997
2003-07-15,89.5
2003-07-16,89.125
2003-07-17,89.324997
2003-07-18,88.849998
2003-07-21,89.25
2003-07-22,88.949997
2003-07-23,89.525002
2003-07-24,89.0
2003-07-25,89.699997
2003-07-28,87.925003
2003-07-29,86.074997
2003-07-30,85.900002
2003-07-31,86.349998
2003-08-01,88.099998
2003-08-04,87.150002
2003-08-05,87.449997
2003-08-06,87.800003
2003-08-07,90.974998
2003-08-08,92.800003
2003-08-11,93.724998
2003-08-12,93.625
2003-08-13,93.050003
2003-08-14,91.900002
2003-08-15,93.0
2003-08-18,92.925003
2003-08-19,92.224998
2003-08-20,92.125
2003-08-21,92.5
2003-08-22,92.275002
2003-08-25,92.025002
2003-08-26,93.199997
2003-08-27,92.849998
2003-08-28,93.925003
2003-08-29,93.625
2003-09-02,93.175003
2003-09-03,93.275002
2003-09-04,93.5
2003-09-05,93.050003
2003-09-08,92.5
2003-09-09,92.25
2003-09-10,93.175003
2003-09-11,92.675003
2003-09-12,91.574997
2003-09-15,89.900002
2003-09-16,90.425003
2003-09-17,89.275002
2003-09-18,88.25
2003-09-19,88.199997
2003-09-22,89.474998
2003-09-23,90.550003
2003-09-24,92.525002
2003-09-25,90.75
2003-09-26,89.375
2003-09-29,90.099998
2003-09-30,90.949997
2003-10-01,91.474998
2003-10-02,91.699997
2003-10-03,91.199997
2003-10-06,92.849998
2003-10-07,93.0
2003-10-08,92.974998
2003-10-09,92.724998
2003-10-10,94.449997
2003-10-13,94.050003
2003-10-14,94.25
2003-10-15,94.449997
2003-10-16,95.125
2003-10-17,94.925003
2003-10-20,92.300003
2003-10-21,92.550003
2003-10-22,91.775002
2003-10-23,91.375
2003-10-24,91.474998
2003-10-27,91.025002
2003-10-28,88.625
2003-10-29,87.0
2003-10-30,85.5
2003-10-31,85.925003
2003-11-03,85.099998
2003-11-04,84.0
2003-11-05,84.025002
2003-11-06,84.0
2003-11-07,86.474998
2003-11-10,87.849998
2003-11-11,87.550003
2003-11-12,87.349998
2003-11-13,87.699997
2003-11-14,88.574997
2003-11-17,87.75
2003-11-18,87.675003
2003-11-19,88.724998
2003-11-20,89.724998
2003-11-21,89.5
2003-11-24,87.949997
2003-11-25,87.849998
2003-11-26,89.525002
2003-11-28,91.824997
2003-12-01,91.175003
2003-12-02,92.324997
2003-12-03,93.724998
2003-12-04,95.974998
2003-12-05,95.175003
2003-12-08,96.574997
2003-12-09,96.400002
2003-12-10,94.800003
2003-12-11,93.775002
2003-12-12,94.449997
2003-12-15,94.099998
2003-12-16,94.224998
2003-12-17,96.050003
2003-12-18,97.599998
2003-12-19,95.724998
2003-12-22,95.675003
2003-12-23,95.724998
2003-12-24,97.199997
2003-12-26,96.699997
2003-12-29,98.550003
2003-12-30,99.275002
2003-12-31,98.599998
2004-01-02,99.550003
2004-01-05,103.224998
2004-01-06,104.425003
2004-01-07,103.449997
2004-01-08,103.375
2004-01-09,104.824997
2004-01-12,104.724998
2004-01-13,105.650002
2004-01-14,105.224998
2004-01-15,102.949997
2004-01-16,103.400002
2004-01-20,108.275002
2004-01-21,106.925003
2004-01-22,105.5
2004-01-23,105.199997
2004-01-26,105.775002
2004-01-27,106.675003
2004-01-28,102.75
2004-01-29,100.050003
2004-01-30,97.75
2004-02-02,99.375
2004-02-03,101.275002
2004-02-04,98.974998
2004-02-05,97.050003
2004-02-06,98.400002
2004-02-09,98.925003
2004-02-10,103.0
2004-02-11,102.224998
2004-02-12,102.675003
2004-02-13,102.699997
2004-02-17,102.800003
2004-02-18,101.875
2004-02-19,101.425003
2004-02-20,101.875
2004-02-23,102.800003
2004-02-24,103.974998
2004-02-25,105.150002
2004-02-26,106.699997
2004-02-27,108.625
2004-03-01,109.925003
2004-03-02,107.275002
2004-03-03,107.0
2004-03-04,105.224998
2004-03-05,107.474998
2004-03-08,107.974998
2004-03-09,108.525002
2004-03-10,105.75
2004-03-11,104.775002
2004-03-12,105.0
2004-03-15,103.974998
2004-03-16,104.050003
2004-03-17,105.599998
2004-03-18,105.824997
2004-03-19,106.150002
2004-03-22,105.5
2004-03-23,104.925003
2004-03-24,102.599998
2004-03-25,102.625
2004-03-26,103.224998
2004-03-29,105.175003
2004-03-30,107.650002
2004-03-31,107.800003
2004-04-01,107.525002
2004-04-02,109.550003
2004-04-05,109.849998
2004-04-06,109.550003
2004-04-07,110.574997
2004-04-08,109.800003
2004-04-12,111.224998
2004-04-13,109.974998
2004-04-14,108.800003
2004-04-15,108.375
2004-04-16,107.375
2004-04-19,106.425003
2004-04-20,105.025002
2004-04-21,103.875
2004-04-22,105.550003
2004-04-23,104.599998
2004-04-26,105.125
2004-04-27,106.875
2004-04-28,102.025002
2004-04-29,98.400002
2004-04-30,98.050003
2004-05-03,101.5
2004-05-04,104.525002
2004-05-05,103.300003
2004-05-06,102.775002
2004-05-07,99.974998
2004-05-10,95.875
2004-05-11,97.724998
2004-05-12,98.875
2004-05-13,99.125
2004-05-14,102.175003
2004-05-17,102.525002
2004-05-18,100.525002
2004-05-19,100.375
2004-05-20,100.775002
2004-05-21,99.125
2004-05-24,101.599998
2004-05-25,102.25
2004-05-26,100.699997
2004-05-27,98.5
2004-05-28,98.375
2004-06-01,101.199997
2004-06-02,101.0
2004-06-03,100.199997
2004-06-04,100.525002
2004-06-07,101.949997
2004-06-08,101.025002
2004-06-09,98.675003
2004-06-10,100.875
2004-06-14,101.099998
2004-06-15,104.449997
2004-06-16,105.425003
2004-06-17,106.5
2004-06-18,106.574997
2004-06-21,106.900002
2004-06-22,107.474998
2004-06-23,107.449997
2004-06-24,107.425003
2004-06-25,106.925003
2004-06-28,105.0
2004-06-29,106.150002
2004-06-30,107.900002
2004-07-01,107.824997
2004-07-02,107.824997
2004-07-06,108.925003
2004-07-07,109.150002
2004-07-08,109.675003
2004-07-09,111.0
2004-07-12,110.150002
2004-07-13,109.349998
2004-07-14,110.449997
2004-07-15,109.925003
2004-07-16,112.375
2004-07-19,113.525002
2004-07-20,113.224998
2004-07-21,113.675003
2004-07-22,112.525002
2004-07-23,111.75
2004-07-26,109.900002
2004-07-27,109.425003
2004-07-28,110.650002
2004-07-29,110.75
2004-07-30,110.800003
2004-08-02,111.175003
2004-08-03,112.125
2004-08-04,108.900002
2004-08-05,106.724998
2004-08-06,104.425003
2004-08-09,105.050003
2004-08-10,105.925003
2004-08-11,104.25
2004-08-12,102.800003
2004-08-13,105.275002
2004-08-16,103.925003
2004-08-17,102.775002
2004-08-18,103.550003
2004-08-19,105.599998
2004-08-20,104.724998
2004-08-23,101.974998
2004-08-24,101.324997
2004-08-25,102.150002
2004-08-26,101.724998
2004-08-27,101.599998
2004-08-30,101.150002
2004-08-31,102.75
2004-09-01,104.650002
2004-09-02,105.300003
2004-09-03,105.025002
2004-09-07,104.275002
2004-09-08,104.650002
2004-09-09,105.525002
2004-09-10,103.949997
2004-09-13,105.949997
2004-09-14,106.425003
2004-09-15,106.675003
2004-09-16,106.925003
2004-09-17,107.300003
2004-09-20,110.199997
2004-09-21,113.425003
2004-09-22,112.824997
2004-09-23,113.199997
2004-09-24,114.125
2004-09-27,113.025002
2004-09-28,115.5
2004-09-29,115.5
2004-09-30,115.75
2004-10-01,117.425003
2004-10-04,117.625
2004-10-05,120.800003
2004-10-06,121.949997
2004-10-07,122.875
2004-10-08,123.699997
2004-10-11,122.75
2004-10-12,121.074997
2004-10-13,118.625
2004-10-14,120.425003
2004-10-15,119.724998
2004-10-18,116.949997
2004-10-19,117.175003
2004-10-20,122.199997
2004-10-21,123.099998
2004-10-22,123.150002
2004-10-25,122.625
2004-10-26,123.074997
2004-10-27,120.875
2004-10-28,119.300003
2004-10-29,123.5
2004-11-01,124.0
2004-11-02,123.025002
2004-11-03,124.349998
2004-11-04,124.599998
2004-11-05,128.75
2004-11-08,128.725006
2004-11-09,128.125
2004-11-10,130.300003
2004-11-11,129.824997
2004-11-12,131.524994
2004-11-15,129.524994
2004-11-16,129.0
2004-11-17,129.300003
2004-11-18,127.900002
2004-11-19,133.649994
2004-11-22,136.949997
2004-11-23,136.600006
2004-11-24,139.399994
2004-11-26,142.274994
2004-11-29,142.5
2004-11-30,142.574997
2004-12-01,140.600006
2004-12-02,135.675003
2004-12-03,136.149994
2004-12-06,136.75
2004-12-07,132.5
2004-12-08,132.175003
2004-12-09,134.375
2004-12-10,131.649994
2004-12-13,132.125
2004-12-14,133.350006
2004-12-15,137.25
2004-12-16,135.699997
2004-12-17,138.024994
2004-12-20,140.274994
2004-12-21,141.550003
2004-12-22,138.024994
2004-12-23,139.75
2004-12-27,137.975006
2004-12-28,138.800003
2004-12-29,140.649994
2004-12-30,142.0
2004-12-31,142.649994
2005-01-03,135.75
2005-01-04,136.074997
2005-01-05,133.074997
2005-01-06,134.125
2005-01-07,133.425003
2005-01-10,136.300003
2005-01-11,138.699997
2005-01-12,143.25
2005-01-13,144.25
2005-01-14,143.425003
2005-01-18,145.25
2005-01-19,142.475006
2005-01-20,140.774994
2005-01-21,143.100006
2005-01-24,144.475006
2005-01-25,146.024994
2005-01-26,148.0
2005-01-27,148.149994
2005-01-28,147.574997
2005-01-31,147.725006
2005-02-01,150.875
2005-02-02,151.949997
2005-02-03,151.800003
2005-02-04,151.875
2005-02-07,150.675003
2005-02-08,150.300003
2005-02-09,148.125
2005-02-10,153.524994
2005-02-11,153.600006
2005-02-14,154.949997
2005-02-15,155.175003
2005-02-16,159.875
2005-02-17,155.175003
2005-02-18,158.75
2005-02-22,161.574997
2005-02-23,162.649994
2005-02-24,163.425003
2005-02-25,169.024994
2005-02-28,167.225006
2005-03-01,166.675003
2005-03-02,169.824997
2005-03-03,172.925003
2005-03-04,177.850006
2005-03-07,174.975006
2005-03-08,176.125
2005-03-09,174.199997
2005-03-10,168.649994
2005-03-11,171.875
2005-03-14,173.300003
2005-03-15,172.425003
2005-03-16,174.475006
2005-03-17,176.875
2005-03-18,174.824997
2005-03-21,172.774994
2005-03-22,170.5
2005-03-23,167.149994
2005-03-24,168.875
2005-03-28,167.0
2005-03-29,167.574997
2005-03-30,168.975006
2005-03-31,176.050003
2005-04-01,180.449997
2005-04-04,179.324997
2005-04-05,177.600006
2005-04-06,182.425003
2005-04-07,178.5
2005-04-08,175.0
2005-04-11,176.0
2005-04-12,171.324997
2005-04-13,166.199997
2005-04-14,164.425003
2005-04-15,158.774994
2005-04-18,161.300003
2005-04-19,167.050003
2005-04-20,163.949997
2005-04-21,168.074997
2005-04-22,167.899994
2005-04-25,169.074997
2005-04-26,167.925003
2005-04-27,161.125
2005-04-28,160.274994
2005-04-29,159.649994
2005-05-02,167.524994
2005-05-03,162.75
2005-05-04,166.375
2005-05-05,170.25
2005-05-06,172.774994
2005-05-09,172.699997
2005-05-10,172.925003
2005-05-11,170.850006
2005-05-12,164.949997
2005-05-13,162.274994
2005-05-16,161.225006
2005-05-17,164.550003
2005-05-18,166.600006
2005-05-19,167.649994
2005-05-20,165.350006
2005-05-23,171.300003
2005-05-24,170.449997
2005-05-25,173.350006
2005-05-26,172.449997
2005-05-27,177.149994
2005-05-31,173.350006
2005-06-01,177.100006
2005-06-02,177.050003
2005-06-03,179.649994
2005-06-06,181.300003
2005-06-07,181.25
2005-06-08,188.75
2005-06-09,192.550003
2005-06-10,196.899994
2005-06-13,195.699997
2005-06-14,194.649994
2005-06-15,198.949997
2005-06-16,201.850006
2005-06-17,199.600006
2005-06-20,206.399994
2005-06-21,200.850006
2005-06-22,206.25
2005-06-23,203.0
2005-06-24,203.600006
2005-06-27,206.75
2005-06-28,203.100006
2005-06-29,201.350006
2005-06-30,197.949997
2005-07-01,206.050003
2005-07-05,210.25
2005-07-06,210.75
2005-07-07,216.100006
2005-07-08,217.5
2005-07-11,215.649994
2005-07-12,218.30000299999998
2005-07-13,214.0
2005-07-14,202.699997
2005-07-15,201.449997
2005-07-18,197.5
2005-07-19,204.050003
2005-07-20,206.949997
2005-07-21,204.5
2005-07-22,210.399994
2005-07-25,212.649994
2005-07-26,209.94999700000002
2005-07-27,210.69999700000002
2005-07-28,211.94999700000002
2005-07-29,206.75
2005-08-01,209.300003
2005-08-02,210.5
2005-08-03,210.19999700000002
2005-08-04,215.44999700000002
2005-08-05,215.100006
2005-08-08,217.0
2005-08-09,216.649994
2005-08-10,223.899994
2005-08-11,228.25
2005-08-12,225.899994
2005-08-15,222.0
2005-08-16,222.350006
2005-08-17,213.19999700000002
2005-08-18,206.25
2005-08-19,211.19999700000002
2005-08-22,212.899994
2005-08-23,215.899994
2005-08-24,222.600006
2005-08-25,226.399994
2005-08-26,223.5
2005-08-29,228.44999700000002
2005-08-30,235.899994
2005-08-31,245.94999700000002
2005-09-01,256.299988
2005-09-02,248.05000299999998
2005-09-06,244.5
2005-09-07,243.0
2005-09-08,247.05000299999998
2005-09-09,252.75
2005-09-12,247.600006
2005-09-13,247.55000299999998
2005-09-14,254.69999700000002
2005-09-15,252.600006
2005-09-16,254.80000299999998
2005-09-19,266.5
2005-09-20,267.799988
2005-09-21,278.350006
2005-09-22,279.200012
2005-09-23,271.75
2005-09-26,280.799988
2005-09-27,279.0
2005-09-28,286.399994
2005-09-29,287.399994
2005-09-30,291.549988
2005-10-03,298.25
2005-10-04,285.649994
2005-10-05,267.600006
2005-10-06,247.25
2005-10-07,253.30000299999998
2005-10-10,244.30000299999998
2005-10-11,255.850006
2005-10-12,247.5
2005-10-13,236.80000299999998
2005-10-14,245.80000299999998
2005-10-17,252.55000299999998
2005-10-18,239.44999700000002
2005-10-19,262.799988
2005-10-20,242.75
2005-10-21,244.0
2005-10-24,253.0
2005-10-25,260.0
2005-10-26,239.75
2005-10-27,227.80000299999998
2005-10-28,228.899994
2005-10-31,229.30000299999998
2005-11-01,233.149994
2005-11-02,239.899994
2005-11-03,243.5
2005-11-04,236.649994
2005-11-07,226.19999700000002
2005-11-08,227.25
2005-11-09,222.75
2005-11-10,211.94999700000002
2005-11-11,213.399994
2005-11-14,215.75
2005-11-15,215.94999700000002
2005-11-16,225.399994
2005-11-17,221.69999700000002
2005-11-18,217.5
2005-11-21,223.0
2005-11-22,232.19999700000002
2005-11-23,230.0
2005-11-25,230.899994
2005-11-28,223.75
2005-11-29,223.44999700000002
2005-11-30,221.600006
2005-12-01,230.600006
2005-12-02,236.19999700000002
2005-12-05,240.649994
2005-12-06,243.25
2005-12-07,246.0
2005-12-08,253.149994
2005-12-09,250.350006
2005-12-12,256.200012
2005-12-13,255.600006
2005-12-14,251.100006
2005-12-15,244.5
2005-12-16,234.55000299999998
2005-12-19,233.649994
2005-12-20,234.44999700000002
2005-12-21,233.5
2005-12-22,230.05000299999998
2005-12-23,228.350006
2005-12-27,220.0
2005-12-28,227.75
2005-12-29,224.350006
2005-12-30,225.80000299999998
2006-01-03,233.5
2006-01-04,231.5
2006-01-05,226.100006
2006-01-06,229.30000299999998
2006-01-09,225.25
2006-01-10,227.80000299999998
2006-01-11,227.0
2006-01-12,228.05000299999998
2006-01-13,229.55000299999998
2006-01-17,241.649994
2006-01-18,232.100006
2006-01-19,239.5
2006-01-20,238.0
2006-01-23,240.44999700000002
2006-01-24,235.25
2006-01-25,230.75
2006-01-26,232.399994
2006-01-27,235.55000299999998
2006-01-30,246.149994
2006-01-31,249.30000299999998
2006-02-01,240.80000299999998
2006-02-02,237.149994
2006-02-03,233.899994
2006-02-06,238.25
2006-02-07,225.100006
2006-02-08,221.94999700000002
2006-02-09,213.44999700000002
2006-02-10,209.25
2006-02-13,208.800003
2006-02-14,206.600006
2006-02-15,204.850006
2006-02-16,214.19999700000002
2006-02-17,214.94999700000002
2006-02-21,218.25
2006-02-22,210.19999700000002
2006-02-23,210.05000299999998
2006-02-24,210.19999700000002
2006-02-27,202.5
2006-02-28,206.550003
2006-03-01,209.0
2006-03-02,216.149994
2006-03-03,219.55000299999998
2006-03-06,215.25
2006-03-07,210.5
2006-03-08,213.600006
2006-03-09,214.0
2006-03-10,214.30000299999998
2006-03-13,220.899994
2006-03-14,232.94999700000002
2006-03-15,237.0
2006-03-16,240.55000299999998
2006-03-17,239.69999700000002
2006-03-20,229.25
2006-03-21,230.600006
2006-03-22,231.5
2006-03-23,233.899994
2006-03-24,239.55000299999998
2006-03-27,237.899994
2006-03-28,235.399994
2006-03-29,239.850006
2006-03-30,241.5
2006-03-31,233.649994
2006-04-03,235.5
2006-04-04,243.850006
2006-04-05,242.149994
2006-04-06,240.100006
2006-04-07,234.19999700000002
2006-04-10,237.30000299999998
2006-04-11,236.75
2006-04-12,238.30000299999998
2006-04-13,238.75
2006-04-17,242.55000299999998
2006-04-18,252.30000299999998
2006-04-19,255.600006
2006-04-20,252.5
2006-04-21,256.600006
2006-04-24,251.350006
2006-04-25,254.55000299999998
2006-04-26,256.25
2006-04-27,253.600006
2006-04-28,250.25
2006-05-01,253.25
2006-05-02,261.049988
2006-05-03,258.100006
2006-05-04,253.80000299999998
2006-05-05,257.850006
2006-05-08,259.049988
2006-05-09,266.299988
2006-05-10,266.200012
2006-05-11,259.899994
2006-05-12,251.350006
2006-05-15,242.600006
2006-05-16,238.94999700000002
2006-05-17,232.75
2006-05-18,225.05000299999998
2006-05-19,229.94999700000002
2006-05-22,232.5
2006-05-23,234.44999700000002
2006-05-24,233.25
2006-05-25,240.649994
2006-05-26,243.850006
2006-05-30,246.149994
2006-05-31,252.69999700000002
2006-06-01,256.950012
2006-06-02,260.049988
2006-06-05,252.899994
2006-06-06,250.149994
2006-06-07,235.94999700000002
2006-06-08,239.94999700000002
2006-06-09,238.80000299999998
2006-06-12,232.5
2006-06-13,231.80000299999998
2006-06-14,234.399994
2006-06-15,245.149994
2006-06-16,243.649994
2006-06-19,234.149994
2006-06-20,234.350006
2006-06-21,243.5
2006-06-22,244.80000299999998
2006-06-23,251.5
2006-06-26,252.5
2006-06-27,255.44999700000002
2006-06-28,261.100006
2006-06-29,264.799988
2006-06-30,263.200012
2006-07-03,268.0
2006-07-05,263.399994
2006-07-06,260.75
2006-07-07,260.100006
2006-07-10,256.5
2006-07-11,259.75
2006-07-12,258.5
2006-07-13,252.0
2006-07-14,252.30000299999998
2006-07-17,247.100006
2006-07-18,246.899994
2006-07-19,244.649994
2006-07-20,241.94999700000002
2006-07-21,237.19999700000002
2006-07-24,243.649994
2006-07-25,253.649994
2006-07-26,265.200012
2006-07-27,263.149994
2006-07-28,269.299988
2006-07-31,270.299988
2006-08-01,269.299988
2006-08-02,272.450012
2006-08-03,268.450012
2006-08-04,267.450012
2006-08-07,271.75
2006-08-08,273.049988
2006-08-09,275.0
2006-08-10,271.600006
2006-08-11,269.299988
2006-08-14,263.299988
2006-08-15,265.799988
2006-08-16,267.600006
2006-08-17,267.0
2006-08-18,266.049988
2006-08-21,269.649994
2006-08-22,277.25
2006-08-23,274.149994
2006-08-24,274.5
2006-08-25,274.850006
2006-08-28,275.299988
2006-08-29,269.25
2006-08-30,266.0
2006-08-31,263.700012
2006-09-01,266.649994
2006-09-05,267.399994
2006-09-06,257.350006
2006-09-07,254.850006
2006-09-08,247.649994
2006-09-11,238.350006
2006-09-12,234.55000299999998
2006-09-13,240.399994
2006-09-14,233.600006
2006-09-15,227.649994
2006-09-18,236.350006
2006-09-19,231.149994
2006-09-20,224.5
2006-09-21,226.0
2006-09-22,224.0
2006-09-25,220.69999700000002
2006-09-26,229.19999700000002
2006-09-27,234.350006
2006-09-28,236.100006
2006-09-29,233.44999700000002
2006-10-02,232.05000299999998
2006-10-03,219.0
2006-10-04,222.0
2006-10-05,229.80000299999998
2006-10-06,227.94999700000002
2006-10-09,226.80000299999998
2006-10-10,228.94999700000002
2006-10-11,221.899994
2006-10-12,222.399994
2006-10-13,229.5
2006-10-16,241.75
2006-10-17,236.05000299999998
2006-10-18,236.350006
2006-10-19,240.399994
2006-10-20,237.75
2006-10-23,236.600006
2006-10-24,239.0
2006-10-25,242.69999700000002
2006-10-26,240.149994
2006-10-27,242.94999700000002
2006-10-30,236.100006
2006-10-31,237.44999700000002
2006-11-01,230.25
2006-11-02,233.44999700000002
2006-11-03,240.149994
2006-11-06,246.0
2006-11-07,245.149994
2006-11-08,251.350006
2006-11-09,253.94999700000002
2006-11-10,248.69999700000002
2006-11-13,246.0
2006-11-14,248.55000299999998
2006-11-15,252.350006
2006-11-16,246.149994
2006-11-17,249.899994
2006-11-20,251.19999700000002
2006-11-21,256.299988
2006-11-22,254.5
2006-11-24,256.649994
