Date,REGI
2017-01-06,9.5
2017-01-09,9.2
2017-01-10,9.3
2017-01-11,9.25
2017-01-12,9.1
2017-01-13,9.1
2017-01-17,8.9
2017-01-18,8.95
2017-01-19,8.9
2017-01-20,9.0
2017-01-23,9.1
2017-01-24,9.05
2017-01-25,8.95
2017-01-26,8.95
2017-01-27,8.95
2017-01-30,8.45
2017-01-31,8.7
2017-02-01,8.45
2017-02-02,8.4
2017-02-03,8.6
2017-02-06,8.45
2017-02-07,8.65
2017-02-08,8.7
2017-02-09,8.85
2017-02-10,9.05
2017-02-13,8.75
2017-02-14,8.85
2017-02-15,8.6
2017-02-16,8.8
2017-02-17,9.0
2017-02-21,8.8
2017-02-22,8.7
2017-02-23,8.7
2017-02-24,8.43
2017-02-27,8.7
2017-02-28,8.9
2017-03-01,9.35
2017-03-02,9.3
2017-03-03,9.1
2017-03-06,9.0
2017-03-07,9.0
2017-03-08,9.4
2017-03-09,9.45
2017-03-10,9.5
2017-03-13,9.7
2017-03-14,9.8
2017-03-15,9.9
2017-03-16,10.15
2017-03-17,10.5
2017-03-20,10.4
2017-03-21,10.05
2017-03-22,10.0
2017-03-23,10.05
2017-03-24,9.95
2017-03-27,9.9
2017-03-28,9.85
2017-03-29,10.2
2017-03-30,10.15
2017-03-31,10.45
2017-04-03,10.35
2017-04-04,10.3
2017-04-05,9.95
2017-04-06,10.1
2017-04-07,9.95
2017-04-10,10.25
2017-04-11,10.3
2017-04-12,10.2
2017-04-13,9.9
2017-04-17,10.2
2017-04-18,9.95
2017-04-19,10.1
2017-04-20,10.25
2017-04-21,10.3
2017-04-24,10.35
2017-04-25,10.5
2017-04-26,10.48
2017-04-27,10.55
2017-04-28,10.45
2017-05-01,10.55
2017-05-02,10.55
2017-05-03,10.3
2017-05-04,10.15
2017-05-05,11.8
2017-05-08,12.25
2017-05-09,12.5
2017-05-10,12.45
2017-05-11,11.85
2017-05-12,11.65
2017-05-15,11.4
2017-05-16,11.5
2017-05-17,11.15
2017-05-18,11.5
2017-05-19,11.4
2017-05-22,11.35
2017-05-23,11.3
2017-05-24,11.3
2017-05-25,11.3
2017-05-26,11.3
2017-05-30,11.05
2017-05-31,11.3
2017-06-01,11.45
2017-06-02,11.45
2017-06-05,11.35
2017-06-06,11.35
2017-06-07,11.05
2017-06-08,11.2
2017-06-09,11.4
2017-06-12,11.8
2017-06-13,11.95
2017-06-14,12.0
2017-06-15,12.2
2017-06-16,12.38
2017-06-19,12.0
2017-06-20,12.35
2017-06-21,12.1
2017-06-22,12.0
2017-06-23,12.5
2017-06-26,12.8
2017-06-27,12.65
2017-06-28,12.55
2017-06-29,12.75
2017-06-30,12.95
2017-07-03,13.1
2017-07-05,12.4
2017-07-06,12.35
2017-07-07,12.3
2017-07-10,12.4
2017-07-11,12.05
2017-07-12,12.1
2017-07-13,12.2
2017-07-14,12.25
2017-07-17,12.3
2017-07-18,12.25
2017-07-19,12.3
2017-07-20,12.4
2017-07-21,12.55
2017-07-24,12.75
2017-07-25,12.75
2017-07-26,12.6
2017-07-27,12.6
2017-07-28,12.55
2017-07-31,12.5
2017-08-01,12.65
2017-08-02,12.55
2017-08-03,12.7
2017-08-04,12.0
2017-08-07,12.03
2017-08-08,11.75
2017-08-09,11.65
2017-08-10,11.55
2017-08-11,11.55
2017-08-14,11.6
2017-08-15,11.5
2017-08-16,11.15
2017-08-17,10.95
2017-08-18,11.1
2017-08-21,11.1
2017-08-22,11.2
2017-08-23,11.6
2017-08-24,11.75
2017-08-25,12.0
2017-08-28,12.0
2017-08-29,12.05
2017-08-30,12.1
2017-08-31,12.1
2017-09-01,12.25
2017-09-05,12.25
2017-09-06,12.15
2017-09-07,12.25
2017-09-08,12.05
2017-09-11,12.2
2017-09-12,12.6
2017-09-13,12.75
2017-09-14,12.75
2017-09-15,12.95
2017-09-18,13.0
2017-09-19,12.9
2017-09-20,13.4
2017-09-21,13.1
2017-09-22,13.15
2017-09-25,13.35
2017-09-26,13.25
2017-09-27,12.45
2017-09-28,12.2
2017-09-29,12.15
2017-10-02,12.35
2017-10-03,12.4
2017-10-04,12.2
2017-10-05,12.1
2017-10-06,11.6
2017-10-09,11.6
2017-10-10,11.75
2017-10-11,11.7
2017-10-12,11.55
2017-10-13,11.5
2017-10-16,11.4
2017-10-17,11.2
2017-10-18,11.6
2017-10-19,11.7
2017-10-20,12.05
2017-10-23,11.9
2017-10-24,12.1
2017-10-25,12.0
2017-10-26,11.95
2017-10-27,12.1
2017-10-30,12.0
2017-10-31,12.1
2017-11-01,11.83
2017-11-02,11.65
2017-11-03,11.55
2017-11-06,11.7
2017-11-07,11.8
2017-11-08,12.0
2017-11-09,11.5
2017-11-10,11.35
2017-11-13,11.1
2017-11-14,11.0
2017-11-15,10.6
2017-11-16,10.9
2017-11-17,10.9
2017-11-20,11.25
2017-11-21,11.25
2017-11-22,11.15
2017-11-24,11.2
2017-11-27,10.9
2017-11-28,10.8
2017-11-29,10.85
2017-11-30,11.35
2017-12-01,11.4
2017-12-04,11.15
2017-12-05,11.3
2017-12-06,11.4
2017-12-07,11.5
2017-12-08,11.55
2017-12-11,11.7
2017-12-12,11.4
2017-12-13,11.0
2017-12-14,10.9
2017-12-15,11.35
2017-12-18,11.35
2017-12-19,11.8
2017-12-20,11.8
2017-12-21,11.95
2017-12-22,11.75
2017-12-26,11.5
2017-12-27,11.85
2017-12-28,12.0
2017-12-29,11.8
2018-01-02,11.9
2018-01-03,11.75
2018-01-04,11.55
2018-01-05,11.3
2018-01-08,11.05
2018-01-09,11.05
2018-01-10,11.0
2018-01-11,11.3
2018-01-12,11.25
2018-01-16,11.0
2018-01-17,11.13
2018-01-18,10.9
2018-01-19,11.05
2018-01-22,10.95
2018-01-23,10.9
2018-01-24,10.95
2018-01-25,10.95
2018-01-26,11.0
2018-01-29,10.7
2018-01-30,10.6
2018-01-31,10.7
2018-02-01,10.4
2018-02-02,10.25
2018-02-05,9.8
2018-02-06,9.85
2018-02-07,9.9
2018-02-08,10.3
2018-02-09,11.0
2018-02-12,10.85
2018-02-13,10.85
2018-02-14,11.05
2018-02-15,11.25
2018-02-16,11.65
2018-02-20,11.35
2018-02-21,11.6
2018-02-22,11.45
2018-02-23,11.35
2018-02-26,11.25
2018-02-27,11.0
2018-02-28,11.1
2018-03-01,10.8
2018-03-02,10.9
2018-03-05,10.9
2018-03-06,10.9
2018-03-07,10.85
2018-03-08,10.9
2018-03-09,11.2
2018-03-12,10.9
2018-03-13,11.05
2018-03-14,11.3
2018-03-15,11.75
2018-03-16,12.05
2018-03-19,12.25
2018-03-20,12.25
2018-03-21,12.3
2018-03-22,12.2
2018-03-23,12.1
2018-03-26,12.65
2018-03-27,12.65
2018-03-28,12.6
2018-03-29,12.8
2018-04-02,12.8
2018-04-03,13.0
2018-04-04,13.2
2018-04-05,13.7
2018-04-06,13.8
2018-04-09,13.5
2018-04-10,13.5
2018-04-11,13.5
2018-04-12,13.45
2018-04-13,13.5
2018-04-16,13.4
2018-04-17,13.1
2018-04-18,13.35
2018-04-19,12.95
2018-04-20,12.95
2018-04-23,13.0
2018-04-24,13.05
2018-04-25,13.0
2018-04-26,13.25
2018-04-27,13.15
2018-04-30,12.9
2018-05-01,13.15
2018-05-02,13.3
2018-05-03,13.35
2018-05-04,13.2
2018-05-07,13.25
2018-05-08,13.45
2018-05-09,13.5
2018-05-10,13.7
2018-05-11,13.75
2018-05-14,15.1
2018-05-15,15.45
2018-05-16,15.65
2018-05-17,16.65
2018-05-18,16.950001
2018-05-21,17.549999
2018-05-22,17.35
2018-05-23,17.4
2018-05-24,17.6
2018-05-25,17.6
2018-05-29,18.0
2018-05-30,17.85
2018-05-31,17.85
2018-06-01,17.65
2018-06-04,17.5
2018-06-05,17.5
2018-06-06,17.75
2018-06-07,17.950001
2018-06-08,18.1
2018-06-11,17.549999
2018-06-12,17.25
2018-06-13,16.950001
2018-06-14,17.15
2018-06-15,17.25
2018-06-18,18.200001
2018-06-19,18.200001
2018-06-20,18.049999
2018-06-21,17.4
2018-06-22,17.950001
2018-06-25,18.049999
2018-06-26,17.950001
2018-06-27,17.75
2018-06-28,17.549999
2018-06-29,17.85
2018-07-02,17.5
2018-07-03,17.25
2018-07-05,17.299999
2018-07-06,17.200001
2018-07-09,17.15
2018-07-10,17.299999
2018-07-11,17.299999
2018-07-12,17.299999
2018-07-13,17.299999
2018-07-16,16.9
2018-07-17,16.799999
2018-07-18,17.15
2018-07-19,17.049999
2018-07-20,16.700001
2018-07-23,16.25
2018-07-24,16.549999
2018-07-25,16.549999
2018-07-26,16.450001
2018-07-27,16.549999
2018-07-30,16.85
2018-07-31,17.049999
2018-08-01,17.5
2018-08-02,17.75
2018-08-03,17.6
2018-08-06,17.85
2018-08-07,20.4
2018-08-08,20.35
2018-08-09,20.25
2018-08-10,21.049999
2018-08-13,21.35
2018-08-14,21.629998999999998
2018-08-15,21.75
2018-08-16,22.4
2018-08-17,23.1
2018-08-20,24.25
2018-08-21,25.049999
2018-08-22,26.0
2018-08-23,26.65
2018-08-24,26.4
2018-08-27,26.450001
2018-08-28,25.75
2018-08-29,26.200001
2018-08-30,26.35
2018-08-31,26.950001
2018-09-04,26.85
2018-09-05,27.5
2018-09-06,26.049999
2018-09-07,26.200001
2018-09-10,26.75
2018-09-11,27.1
2018-09-12,27.799999
2018-09-13,27.75
2018-09-14,27.200001
2018-09-17,27.25
2018-09-18,27.6
2018-09-19,26.75
2018-09-20,26.15
2018-09-21,27.299999
2018-09-24,27.35
2018-09-25,27.200001
2018-09-26,27.25
2018-09-27,27.85
2018-09-28,28.799999
2018-10-01,27.84
2018-10-02,28.299999
2018-10-03,28.709999
2018-10-04,27.92
2018-10-05,28.48
2018-10-08,27.809998999999998
2018-10-09,27.74
2018-10-10,26.08
2018-10-11,26.389999
2018-10-12,26.959999
2018-10-15,28.57
2018-10-16,29.870001000000002
2018-10-17,29.98
2018-10-18,31.139999
2018-10-19,29.610001
2018-10-22,28.92
2018-10-23,28.91
2018-10-24,27.5
2018-10-25,28.1
2018-10-26,29.59
2018-10-29,29.389999
2018-10-30,31.32
2018-10-31,31.08
2018-11-01,31.209999
2018-11-02,28.690001000000002
2018-11-05,28.32
2018-11-06,28.889999
2018-11-07,24.93
2018-11-08,25.0
2018-11-09,25.709999
2018-11-12,25.09
2018-11-13,25.18
2018-11-14,26.110001
2018-11-15,26.27
2018-11-16,26.59
2018-11-19,26.52
2018-11-20,26.27
2018-11-21,26.84
2018-11-23,25.07
2018-11-26,25.33
2018-11-27,27.389999
2018-11-28,27.870001000000002
2018-11-29,27.51
2018-11-30,26.950001
2018-12-03,27.190001000000002
2018-12-04,26.68
2018-12-06,26.969998999999998
2018-12-07,26.200001
2018-12-10,25.84
2018-12-11,26.26
2018-12-12,25.84
2018-12-13,25.620001000000002
2018-12-14,24.82
2018-12-17,24.190001000000002
2018-12-18,24.0
2018-12-19,24.860001
2018-12-20,23.84
2018-12-21,23.27
2018-12-24,23.67
2018-12-26,25.07
2018-12-27,25.209999
2018-12-28,25.33
2018-12-31,25.700001
2019-01-02,26.01
2019-01-03,25.389999
2019-01-04,26.07
2019-01-07,26.08
2019-01-08,26.559998999999998
2019-01-09,26.43
2019-01-10,26.4
2019-01-11,26.190001000000002
2019-01-14,26.219998999999998
2019-01-15,26.6
2019-01-16,26.889999
2019-01-17,27.57
2019-01-18,27.99
2019-01-22,27.01
2019-01-23,26.75
2019-01-24,26.84
2019-01-25,27.27
2019-01-28,27.139999
2019-01-29,27.49
2019-01-30,28.219998999999998
2019-01-31,28.9
2019-02-01,28.68
2019-02-04,28.549999
2019-02-05,28.360001
2019-02-06,28.120001000000002
2019-02-07,27.85
2019-02-08,26.35
2019-02-11,26.379998999999998
2019-02-12,26.01
2019-02-13,26.59
2019-02-14,26.43
2019-02-15,26.42
2019-02-19,26.41
2019-02-20,26.469998999999998
2019-02-21,26.57
2019-02-22,26.91
2019-02-25,26.51
2019-02-26,26.639999
2019-02-27,26.889999
2019-02-28,26.57
2019-03-01,26.469998999999998
2019-03-04,26.83
2019-03-05,26.780001000000002
2019-03-06,24.0
2019-03-07,23.49
2019-03-08,23.09
2019-03-11,23.25
2019-03-12,23.58
2019-03-13,24.18
2019-03-14,23.93
2019-03-15,23.24
2019-03-18,23.389999
2019-03-19,22.74
2019-03-20,22.48
2019-03-21,22.67
2019-03-22,22.379998999999998
2019-03-25,22.32
2019-03-26,22.719998999999998
2019-03-27,22.91
2019-03-28,22.52
2019-03-29,21.959999
2019-04-01,21.93
2019-04-02,21.809998999999998
2019-04-03,21.98
2019-04-04,22.5
2019-04-05,23.27
2019-04-08,22.719998999999998
2019-04-09,22.690001000000002
2019-04-10,23.450001
2019-04-11,23.139999
2019-04-12,23.33
2019-04-15,23.16
2019-04-16,23.219998999999998
2019-04-17,23.02
2019-04-18,23.059998999999998
2019-04-22,23.66
2019-04-23,23.17
2019-04-24,23.15
2019-04-25,23.290001
2019-04-26,23.67
2019-04-29,24.110001
2019-04-30,24.120001000000002
2019-05-01,23.459999
2019-05-02,22.52
2019-05-03,17.879998999999998
2019-05-06,17.48
2019-05-07,16.91
2019-05-08,16.879998999999998
2019-05-09,16.969998999999998
2019-05-10,16.959999
2019-05-13,16.690001000000002
2019-05-14,16.690001000000002
2019-05-15,16.67
2019-05-16,16.719998999999998
2019-05-17,16.34
2019-05-20,16.370001000000002
2019-05-21,16.24
2019-05-22,16.049999
2019-05-23,15.92
2019-05-24,16.01
2019-05-28,16.0
2019-05-29,15.84
2019-05-30,15.58
2019-05-31,15.64
2019-06-03,15.35
2019-06-04,15.1
2019-06-05,14.38
2019-06-06,14.09
2019-06-07,14.35
2019-06-10,14.05
2019-06-11,13.99
2019-06-12,13.54
2019-06-13,14.01
2019-06-14,14.07
2019-06-17,14.31
2019-06-18,15.21
2019-06-19,16.07
2019-06-20,16.16
2019-06-21,16.43
2019-06-24,16.209999
2019-06-25,15.82
2019-06-26,15.97
2019-06-27,16.139999
2019-06-28,15.86
2019-07-01,16.129998999999998
2019-07-02,15.77
2019-07-03,15.74
2019-07-05,15.83
2019-07-08,15.95
2019-07-09,15.87
2019-07-10,15.56
2019-07-11,15.61
2019-07-12,15.6
2019-07-15,15.43
2019-07-16,15.35
2019-07-17,15.24
2019-07-18,15.34
2019-07-19,15.55
2019-07-22,15.11
2019-07-23,15.29
2019-07-24,14.55
2019-07-25,13.34
2019-07-26,13.87
2019-07-29,13.85
2019-07-30,13.76
2019-07-31,13.59
2019-08-01,13.61
2019-08-02,13.22
2019-08-05,12.69
2019-08-06,12.63
2019-08-07,11.92
2019-08-08,12.72
2019-08-09,12.85
2019-08-12,12.26
2019-08-13,12.3
2019-08-14,11.35
2019-08-15,10.95
2019-08-16,10.77
2019-08-19,10.93
2019-08-20,10.71
2019-08-21,10.83
2019-08-22,11.03
2019-08-23,11.62
2019-08-26,11.51
2019-08-27,11.12
2019-08-28,11.53
2019-08-29,12.0
2019-08-30,12.17
2019-09-03,12.0
2019-09-04,12.5
2019-09-05,13.47
2019-09-06,14.08
2019-09-09,14.64
2019-09-10,15.07
2019-09-11,15.25
2019-09-12,15.34
2019-09-13,15.89
2019-09-16,15.77
2019-09-17,15.03
2019-09-18,14.7
2019-09-19,14.88
2019-09-20,14.98
2019-09-23,14.79
2019-09-24,13.91
2019-09-25,14.1
2019-09-26,14.01
2019-09-27,14.51
2019-09-30,15.01
2019-10-01,14.34
2019-10-02,14.37
2019-10-03,14.72
2019-10-04,15.09
2019-10-07,15.18
2019-10-08,15.46
2019-10-09,15.42
2019-10-10,15.69
2019-10-11,15.61
2019-10-14,15.77
2019-10-15,15.62
2019-10-16,14.75
2019-10-17,15.15
2019-10-18,15.15
2019-10-21,15.1
2019-10-22,15.24
2019-10-23,15.39
2019-10-24,15.68
2019-10-25,16.200001
2019-10-28,16.15
2019-10-29,16.690001000000002
2019-10-30,16.4
2019-10-31,16.34
2019-11-01,16.57
2019-11-04,16.67
2019-11-05,17.190001000000002
2019-11-06,17.290001
2019-11-07,17.0
2019-11-08,17.02
2019-11-11,17.459999
2019-11-12,17.4
2019-11-13,17.34
2019-11-14,16.82
2019-11-15,17.27
2019-11-18,17.16
2019-11-19,17.1
2019-11-20,16.879998999999998
2019-11-21,17.129998999999998
2019-11-22,16.790001
2019-11-25,17.200001
2019-11-26,16.92
2019-11-27,17.299999
2019-11-29,17.059998999999998
2019-12-02,17.26
2019-12-03,18.17
2019-12-04,18.860001
2019-12-05,17.709999
2019-12-06,18.99
2019-12-09,18.18
2019-12-10,17.870001000000002
2019-12-11,17.49
2019-12-12,18.32
2019-12-13,17.799999
2019-12-16,19.76
2019-12-17,25.08
2019-12-18,25.08
2019-12-19,25.389999
2019-12-20,24.950001
2019-12-23,26.58
2019-12-24,27.059998999999998
2019-12-26,27.5
2019-12-27,27.219998999999998
2019-12-30,26.76
2019-12-31,26.950001
2020-01-02,27.889999
2020-01-03,28.82
2020-01-06,28.389999
2020-01-07,26.440001000000002
2020-01-08,25.190001000000002
2020-01-09,25.309998999999998
2020-01-10,25.280001000000002
2020-01-13,25.309998999999998
2020-01-14,26.360001
2020-01-15,26.200001
2020-01-16,26.43
2020-01-17,25.4
2020-01-21,25.52
2020-01-22,25.59
2020-01-23,26.5
2020-01-24,25.99
2020-01-27,25.67
2020-01-28,26.139999
2020-01-29,25.98
2020-01-30,26.0
2020-01-31,26.280001000000002
2020-02-03,26.52
2020-02-04,27.34
2020-02-05,27.889999
2020-02-06,28.139999
2020-02-07,26.85
2020-02-10,27.48
2020-02-11,27.559998999999998
2020-02-12,27.76
2020-02-13,28.389999
2020-02-14,29.09
2020-02-18,29.4
2020-02-19,30.620001000000002
2020-02-20,30.860001
2020-02-21,30.25
2020-02-24,29.07
2020-02-25,27.6
2020-02-26,27.84
2020-02-27,25.889999
2020-02-28,26.450001
2020-03-02,27.0
2020-03-03,26.059998999999998
2020-03-04,27.48
2020-03-05,27.15
2020-03-06,26.99
2020-03-09,23.360001
2020-03-10,23.85
2020-03-11,20.879998999999998
2020-03-12,19.41
2020-03-13,28.5
2020-03-16,20.92
2020-03-17,18.969998999999998
2020-03-18,17.16
2020-03-19,19.059998999999998
2020-03-20,19.76
2020-03-23,18.83
2020-03-24,20.9
2020-03-25,20.059998999999998
2020-03-26,19.6
2020-03-27,18.280001000000002
2020-03-30,18.700001
2020-03-31,20.530001000000002
2020-04-01,18.99
2020-04-02,19.42
2020-04-03,19.91
2020-04-06,21.610001
2020-04-07,22.700001
2020-04-08,23.5
2020-04-09,23.440001000000002
2020-04-13,23.65
2020-04-14,22.780001000000002
2020-04-15,21.280001000000002
2020-04-16,20.93
2020-04-17,22.459999
2020-04-20,22.4
2020-04-21,21.280001000000002
2020-04-22,22.030001000000002
2020-04-23,23.26
2020-04-24,23.74
2020-04-27,24.49
2020-04-28,24.459999
2020-04-29,24.98
2020-04-30,24.809998999999998
2020-05-01,23.059998999999998
2020-05-04,24.57
2020-05-05,24.24
2020-05-06,23.5
2020-05-07,24.190001000000002
2020-05-08,24.6
