Date,PETQ
2017-11-14,19.209999
2017-11-15,20.07
2017-11-16,20.98
2017-11-17,20.290001
2017-11-20,22.200001
2017-11-21,21.98
2017-11-22,22.200001
2017-11-24,22.1
2017-11-27,22.18
2017-11-28,22.049999
2017-11-29,22.15
2017-11-30,22.18
2017-12-01,20.34
2017-12-04,21.629998999999998
2017-12-05,21.35
2017-12-06,21.02
2017-12-07,20.92
2017-12-08,20.440001000000002
2017-12-11,21.43
2017-12-12,20.950001
2017-12-13,21.940001000000002
2017-12-14,21.02
2017-12-15,22.01
2017-12-18,21.469998999999998
2017-12-19,21.27
2017-12-20,21.85
2017-12-21,22.459999
2017-12-22,22.35
2017-12-26,22.49
2017-12-27,22.23
2017-12-28,22.200001
2017-12-29,21.84
2018-01-02,22.120001000000002
2018-01-03,21.49
2018-01-04,21.65
2018-01-05,21.370001000000002
2018-01-08,21.879998999999998
2018-01-09,22.17
2018-01-10,22.610001
2018-01-11,22.559998999999998
2018-01-12,23.5
2018-01-16,23.299999
2018-01-17,24.290001
2018-01-18,24.49
2018-01-19,25.08
2018-01-22,25.610001
2018-01-23,25.23
2018-01-24,24.51
2018-01-25,24.59
2018-01-26,24.110001
2018-01-29,24.530001000000002
2018-01-30,24.450001
2018-01-31,24.0
2018-02-01,23.110001
2018-02-02,22.700001
2018-02-05,22.67
2018-02-06,22.68
2018-02-07,22.77
2018-02-08,21.860001
2018-02-09,22.110001
2018-02-12,22.219998999999998
2018-02-13,22.23
2018-02-14,22.01
2018-02-15,22.709999
2018-02-16,22.91
2018-02-20,21.74
2018-02-21,21.73
2018-02-22,21.92
2018-02-23,21.889999
2018-02-26,22.5
2018-02-27,21.959999
2018-02-28,21.9
2018-03-01,22.32
2018-03-02,22.35
2018-03-05,22.51
2018-03-06,22.309998999999998
2018-03-07,22.700001
2018-03-08,22.809998999999998
2018-03-09,22.690001000000002
2018-03-12,22.93
2018-03-13,22.809998999999998
2018-03-14,25.0
2018-03-15,24.969998999999998
2018-03-16,26.059998999999998
2018-03-19,25.91
2018-03-20,25.85
2018-03-21,25.059998999999998
2018-03-22,25.02
2018-03-23,25.52
2018-03-26,25.290001
2018-03-27,25.32
2018-03-28,26.280001000000002
2018-03-29,26.6
2018-04-02,26.67
2018-04-03,25.305
2018-04-04,24.84
2018-04-05,24.1
2018-04-06,23.23
2018-04-09,23.16
2018-04-10,21.959999
2018-04-11,21.299999
2018-04-12,21.450001
2018-04-13,22.41
2018-04-16,22.92
2018-04-17,23.15
2018-04-18,23.15
2018-04-19,22.700001
2018-04-20,23.01
2018-04-23,23.190001000000002
2018-04-24,22.65
2018-04-25,22.530001000000002
2018-04-26,22.82
2018-04-27,22.68
2018-04-30,22.35
2018-05-01,21.5
2018-05-02,19.940001000000002
2018-05-03,18.780001000000002
2018-05-04,18.76
2018-05-07,18.969998999999998
2018-05-08,19.16
2018-05-09,19.08
2018-05-10,18.690001000000002
2018-05-11,19.379998999999998
2018-05-14,19.629998999999998
2018-05-15,19.34
2018-05-16,20.26
2018-05-17,18.25
2018-05-18,18.17
2018-05-21,17.91
2018-05-22,18.75
2018-05-23,19.540001
2018-05-24,20.290001
2018-05-25,20.76
2018-05-29,20.219998999999998
2018-05-30,19.309998999999998
2018-05-31,19.15
2018-06-01,19.58
2018-06-04,20.190001000000002
2018-06-05,20.25
2018-06-06,20.440001000000002
2018-06-07,20.57
2018-06-08,20.870001000000002
2018-06-11,21.139999
2018-06-12,21.42
2018-06-13,21.9
2018-06-14,22.1
2018-06-15,22.82
2018-06-18,22.66
2018-06-19,23.290001
2018-06-20,24.18
2018-06-21,23.959999
2018-06-22,24.120001000000002
2018-06-25,24.82
2018-06-26,24.860001
2018-06-27,25.52
2018-06-28,26.049999
2018-06-29,26.860001
2018-07-02,27.5
2018-07-03,26.65
2018-07-05,27.34
2018-07-06,27.860001
2018-07-09,28.07
2018-07-10,28.299999
2018-07-11,26.450001
2018-07-12,26.809998999999998
2018-07-13,25.67
2018-07-16,25.950001
2018-07-17,26.049999
2018-07-18,25.83
2018-07-19,26.379998999999998
2018-07-20,26.73
2018-07-23,27.18
2018-07-24,27.889999
2018-07-25,27.98
2018-07-26,28.4
2018-07-27,27.5
2018-07-30,27.24
2018-07-31,27.4
2018-08-01,27.549999
2018-08-02,27.709999
2018-08-03,27.459999
2018-08-06,26.85
2018-08-07,27.18
2018-08-08,27.299999
2018-08-09,27.200001
2018-08-10,27.120001000000002
2018-08-13,27.24
2018-08-14,28.280001000000002
2018-08-15,31.25
2018-08-16,35.029999
2018-08-17,34.509997999999996
2018-08-20,37.66
2018-08-21,36.790001000000004
2018-08-22,39.07
2018-08-23,39.939999
2018-08-24,37.509997999999996
2018-08-27,37.459998999999996
2018-08-28,37.959998999999996
2018-08-29,36.950001
2018-08-30,37.93
2018-08-31,39.16
2018-09-04,41.560001
2018-09-05,39.669998
2018-09-06,39.970001
2018-09-07,38.650002
2018-09-10,39.099998
2018-09-11,39.77
2018-09-12,41.93
2018-09-13,42.360001000000004
2018-09-14,41.200001
2018-09-17,42.07
2018-09-18,41.77
2018-09-19,39.950001
2018-09-20,41.209998999999996
2018-09-21,41.610001000000004
2018-09-24,41.080002
2018-09-25,41.040001000000004
2018-09-26,40.77
2018-09-27,39.009997999999996
2018-09-28,39.310001
2018-10-01,37.490002000000004
2018-10-02,35.959998999999996
2018-10-03,36.279999
2018-10-04,34.259997999999996
2018-10-05,34.490002000000004
2018-10-08,34.310001
2018-10-09,34.799999
2018-10-10,34.16
2018-10-11,33.93
2018-10-12,34.049999
2018-10-15,34.169998
2018-10-16,35.630001
2018-10-17,34.5
2018-10-18,33.68
2018-10-19,33.540001000000004
2018-10-22,33.459998999999996
2018-10-23,33.869999
2018-10-24,32.939999
2018-10-25,32.57
2018-10-26,32.049999
2018-10-29,32.310001
2018-10-30,29.91
2018-10-31,31.66
2018-11-01,33.16
2018-11-02,32.139998999999996
2018-11-05,30.959999
2018-11-06,31.940001000000002
2018-11-07,33.93
2018-11-08,34.139998999999996
2018-11-09,34.040001000000004
2018-11-12,33.040001000000004
2018-11-13,31.27
2018-11-14,28.67
2018-11-15,28.690001000000002
2018-11-16,27.440001000000002
2018-11-19,27.42
2018-11-20,28.530001000000002
2018-11-21,29.450001
2018-11-23,29.559998999999998
2018-11-26,30.040001
2018-11-27,29.299999
2018-11-28,30.559998999999998
2018-11-29,30.540001
2018-11-30,31.200001
2018-12-03,31.610001
2018-12-04,31.610001
2018-12-06,31.43
2018-12-07,31.450001
2018-12-10,29.379998999999998
2018-12-11,29.950001
2018-12-12,30.450001
2018-12-13,30.120001000000002
2018-12-14,29.85
2018-12-17,28.82
2018-12-18,25.32
2018-12-19,25.379998999999998
2018-12-20,23.09
2018-12-21,22.690001000000002
2018-12-24,21.6
2018-12-26,23.889999
2018-12-27,23.950001
2018-12-28,23.559998999999998
2018-12-31,23.469998999999998
2019-01-02,23.719998999999998
2019-01-03,23.309998999999998
2019-01-04,24.639999
2019-01-07,24.879998999999998
2019-01-08,25.34
2019-01-09,25.379998999999998
2019-01-10,24.450001
2019-01-11,25.290001
2019-01-14,24.690001000000002
2019-01-15,27.76
2019-01-16,27.84
2019-01-17,28.049999
2019-01-18,27.74
2019-01-22,27.99
2019-01-23,28.209999
2019-01-24,28.299999
2019-01-25,28.92
2019-01-28,29.190001000000002
2019-01-29,29.049999
2019-01-30,29.219998999999998
2019-01-31,30.42
2019-02-01,29.950001
2019-02-04,29.99
2019-02-05,29.07
2019-02-06,29.459999
2019-02-07,27.98
2019-02-08,27.84
2019-02-11,28.780001000000002
2019-02-12,29.02
2019-02-13,29.74
2019-02-14,29.16
2019-02-15,29.700001
2019-02-19,29.59
2019-02-20,30.790001
2019-02-21,29.26
2019-02-22,29.709999
2019-02-25,30.65
2019-02-26,30.85
2019-02-27,30.09
2019-02-28,30.110001
2019-03-01,29.59
2019-03-04,27.02
2019-03-05,27.0
2019-03-06,25.65
2019-03-07,25.33
2019-03-08,25.1
2019-03-11,26.559998999999998
2019-03-12,26.219998999999998
2019-03-13,27.73
2019-03-14,27.219998999999998
2019-03-15,27.940001000000002
2019-03-18,28.01
2019-03-19,28.93
2019-03-20,29.91
2019-03-21,30.950001
2019-03-22,29.48
2019-03-25,29.639999
2019-03-26,30.4
2019-03-27,30.299999
2019-03-28,30.950001
2019-03-29,31.41
2019-04-01,30.700001
2019-04-02,31.129998999999998
2019-04-03,31.41
2019-04-04,31.34
2019-04-05,31.82
2019-04-08,31.91
2019-04-09,32.009997999999996
2019-04-10,31.18
2019-04-11,30.780001000000002
2019-04-12,31.290001
2019-04-15,31.559998999999998
2019-04-16,31.5
2019-04-17,30.209999
2019-04-18,30.59
2019-04-22,30.200001
2019-04-23,30.700001
2019-04-24,31.02
2019-04-25,30.9
2019-04-26,31.73
2019-04-29,30.469998999999998
2019-04-30,27.469998999999998
2019-05-01,24.790001
2019-05-02,24.85
2019-05-03,27.32
2019-05-06,28.030001000000002
2019-05-07,28.450001
2019-05-08,27.940001000000002
2019-05-09,28.469998999999998
2019-05-10,30.0
2019-05-13,27.719998999999998
2019-05-14,27.82
2019-05-15,29.370001000000002
2019-05-16,28.15
2019-05-17,28.59
2019-05-20,28.809998999999998
2019-05-21,29.57
2019-05-22,28.67
2019-05-23,27.450001
2019-05-24,27.620001000000002
2019-05-28,26.76
2019-05-29,26.790001
2019-05-30,26.41
2019-05-31,26.23
2019-06-03,27.299999
2019-06-04,27.799999
2019-06-05,27.23
2019-06-06,26.67
2019-06-07,27.42
2019-06-10,28.67
2019-06-11,29.049999
2019-06-12,29.41
2019-06-13,29.1
2019-06-14,29.690001000000002
2019-06-17,30.879998999999998
2019-06-18,31.91
2019-06-19,32.869999
2019-06-20,32.470001
2019-06-21,31.889999
2019-06-24,30.66
2019-06-25,30.49
2019-06-26,30.1
2019-06-27,31.25
2019-06-28,32.959998999999996
2019-07-01,33.75
2019-07-02,34.119999
2019-07-03,34.720001
2019-07-05,34.959998999999996
2019-07-08,34.110001000000004
2019-07-09,34.139998999999996
2019-07-10,34.119999
2019-07-11,34.119999
2019-07-12,34.439999
2019-07-15,35.240002000000004
2019-07-16,35.509997999999996
2019-07-17,35.75
2019-07-18,35.52
2019-07-19,36.0
2019-07-22,35.669998
2019-07-23,36.099998
2019-07-24,36.029999
2019-07-25,35.75
2019-07-26,35.939999
2019-07-29,34.48
2019-07-30,34.02
2019-07-31,34.240002000000004
2019-08-01,33.439999
2019-08-02,32.529999
2019-08-05,31.940001000000002
2019-08-06,31.68
2019-08-07,32.27
2019-08-08,32.77
2019-08-09,34.75
2019-08-12,33.77
2019-08-13,33.759997999999996
2019-08-14,32.16
2019-08-15,30.540001
2019-08-16,32.16
2019-08-19,32.630001
2019-08-20,32.919998
2019-08-21,31.950001
2019-08-22,31.9
2019-08-23,30.280001000000002
2019-08-26,31.85
2019-08-27,31.27
2019-08-28,31.32
2019-08-29,31.379998999999998
2019-08-30,31.66
2019-09-03,29.379998999999998
2019-09-04,28.25
2019-09-05,29.379998999999998
2019-09-06,28.6
2019-09-09,27.530001000000002
2019-09-10,27.700001
2019-09-11,29.030001000000002
2019-09-12,27.01
2019-09-13,26.610001
2019-09-16,27.040001
2019-09-17,25.559998999999998
2019-09-18,26.209999
2019-09-19,25.870001000000002
2019-09-20,27.23
2019-09-23,27.530001000000002
2019-09-24,26.65
2019-09-25,27.049999
2019-09-26,26.725
2019-09-27,26.809998999999998
2019-09-30,27.26
2019-10-01,26.309998999999998
2019-10-02,26.030001000000002
2019-10-03,27.309998999999998
2019-10-04,27.43
2019-10-07,27.360001
2019-10-08,27.02
2019-10-09,26.639999
2019-10-10,25.6
2019-10-11,25.219998999999998
2019-10-14,26.43
2019-10-15,27.559998999999998
2019-10-16,26.139999
2019-10-17,25.700001
2019-10-18,23.969998999999998
2019-10-21,25.889999
2019-10-22,26.385
2019-10-23,25.559998999999998
2019-10-24,25.059998999999998
2019-10-25,24.690001000000002
2019-10-28,25.200001
2019-10-29,25.120001000000002
2019-10-30,24.99
2019-10-31,24.719998999999998
2019-11-01,25.549999
2019-11-04,26.01
2019-11-05,26.440001000000002
2019-11-06,25.530001000000002
2019-11-07,26.200001
2019-11-08,23.219998999999998
2019-11-11,22.73
2019-11-12,22.41
2019-11-13,23.969998999999998
2019-11-14,24.25
2019-11-15,24.02
2019-11-18,23.18
2019-11-19,23.66
2019-11-20,23.719998999999998
2019-11-21,23.77
2019-11-22,22.92
2019-11-25,23.09
2019-11-26,22.24
2019-11-27,22.469998999999998
2019-11-29,23.0
2019-12-02,22.945
2019-12-03,22.809998999999998
2019-12-04,22.790001
2019-12-05,23.33
2019-12-06,23.870001000000002
2019-12-09,24.219998999999998
2019-12-10,23.66
2019-12-11,24.6
2019-12-12,24.559998999999998
2019-12-13,24.59
2019-12-16,25.16
2019-12-17,25.0
2019-12-18,24.969998999999998
2019-12-19,25.075001
2019-12-20,25.860001
2019-12-23,25.65
2019-12-24,25.959999
2019-12-26,25.16
2019-12-27,24.940001000000002
2019-12-30,24.6
2019-12-31,25.049999
2020-01-02,24.82
2020-01-03,25.07
2020-01-06,24.82
2020-01-07,24.709999
2020-01-08,24.35
2020-01-09,24.59
2020-01-10,25.52
2020-01-13,27.280001000000002
2020-01-14,29.639999
2020-01-15,30.5
2020-01-16,31.26
2020-01-17,30.74
2020-01-21,29.48
2020-01-22,30.299999
2020-01-23,30.719998999999998
2020-01-24,30.879998999999998
2020-01-27,30.280001000000002
2020-01-28,30.299999
2020-01-29,30.700001
2020-01-30,30.709999
2020-01-31,29.75
2020-02-03,29.959999
2020-02-04,30.85
2020-02-05,31.129998999999998
2020-02-06,31.309998999999998
2020-02-07,31.549999
2020-02-10,32.009997999999996
2020-02-11,33.209998999999996
2020-02-12,34.139998999999996
2020-02-13,34.279999
2020-02-14,33.810001
2020-02-18,33.970001
2020-02-19,34.779999
2020-02-20,34.939999
2020-02-21,34.759997999999996
2020-02-24,33.450001
2020-02-25,32.73
2020-02-26,32.740002000000004
2020-02-27,31.809998999999998
2020-02-28,31.1
2020-03-02,30.5
2020-03-03,30.059998999999998
2020-03-04,30.26
2020-03-05,29.07
2020-03-06,28.559998999999998
2020-03-09,25.01
2020-03-10,26.17
2020-03-11,22.59
2020-03-12,19.49
2020-03-13,21.82
2020-03-16,17.209999
2020-03-17,18.0
2020-03-18,16.59
2020-03-19,21.24
2020-03-20,17.93
2020-03-23,18.0
2020-03-24,20.459999
2020-03-25,20.42
2020-03-26,21.41
2020-03-27,21.450001
2020-03-30,23.280001000000002
2020-03-31,23.23
2020-04-01,20.16
2020-04-02,20.299999
2020-04-03,20.58
2020-04-06,23.889999
2020-04-07,23.879998999999998
2020-04-08,25.219998999999998
2020-04-09,25.790001
2020-04-13,23.85
2020-04-14,24.92
2020-04-15,23.049999
2020-04-16,22.129998999999998
2020-04-17,23.360001
2020-04-20,22.860001
2020-04-21,22.35
2020-04-22,22.84
2020-04-23,23.1
2020-04-24,24.41
2020-04-27,27.290001
2020-04-28,28.5
2020-04-29,29.84
2020-04-30,28.6
2020-05-01,28.309998999999998
2020-05-04,27.75
2020-05-05,29.16
2020-05-06,28.4
2020-05-07,28.35
2020-05-08,26.75
