Date,FOX
2019-03-13,39.200001
2019-03-14,39.959998999999996
2019-03-15,41.02
2019-03-18,40.860001000000004
2019-03-19,39.549999
2019-03-20,37.599998
2019-03-21,38.880001
2019-03-22,37.459998999999996
2019-03-25,36.450001
2019-03-26,36.709998999999996
2019-03-27,36.200001
2019-03-28,35.669998
2019-03-29,35.880001
2019-04-01,36.150002
2019-04-02,35.700001
2019-04-03,35.5
2019-04-04,36.029999
2019-04-05,36.98
2019-04-08,36.849998
2019-04-09,36.889998999999996
2019-04-10,35.93
2019-04-11,36.41
2019-04-12,36.950001
2019-04-15,36.98
2019-04-16,37.209998999999996
2019-04-17,38.209998999999996
2019-04-18,37.919998
2019-04-22,37.240002000000004
2019-04-23,37.599998
2019-04-24,37.450001
2019-04-25,37.639998999999996
2019-04-26,37.91
2019-04-29,38.73
2019-04-30,38.5
2019-05-01,38.740002000000004
2019-05-02,36.84
2019-05-03,37.02
2019-05-06,37.310001
2019-05-07,36.700001
2019-05-08,36.82
2019-05-09,37.970001
2019-05-10,38.049999
2019-05-13,37.5
2019-05-14,37.48
2019-05-15,37.23
2019-05-16,36.32
2019-05-17,36.830002
2019-05-20,36.68
2019-05-21,37.18
2019-05-22,36.669998
2019-05-23,36.509997999999996
2019-05-24,36.450001
2019-05-28,36.16
2019-05-29,35.299999
2019-05-30,34.810001
2019-05-31,34.709998999999996
2019-06-03,33.779999
2019-06-04,34.09
2019-06-05,34.02
2019-06-06,33.740002000000004
2019-06-07,33.68
2019-06-10,33.740002000000004
2019-06-11,33.830002
2019-06-12,34.700001
2019-06-13,34.939999
2019-06-14,34.959998999999996
2019-06-17,35.799999
2019-06-18,35.830002
2019-06-19,35.740002000000004
2019-06-20,35.349998
2019-06-21,35.880001
2019-06-24,35.540001000000004
2019-06-25,35.189999
2019-06-26,35.310001
2019-06-27,35.75
2019-06-28,36.529999
2019-07-01,35.959998999999996
2019-07-02,36.529999
2019-07-03,36.349998
2019-07-05,36.560001
2019-07-08,36.130001
2019-07-09,36.009997999999996
2019-07-10,36.139998999999996
2019-07-11,36.310001
2019-07-12,36.959998999999996
2019-07-15,37.040001000000004
2019-07-16,36.689999
2019-07-17,36.169998
2019-07-18,36.610001000000004
2019-07-19,36.450001
2019-07-22,36.32
2019-07-23,36.509997999999996
2019-07-24,36.889998999999996
2019-07-25,37.43
2019-07-26,37.490002000000004
2019-07-29,37.689999
2019-07-30,37.849998
2019-07-31,37.200001
2019-08-01,36.84
2019-08-02,36.560001
2019-08-05,36.0
2019-08-06,36.400002
2019-08-07,36.790001000000004
2019-08-08,35.0
2019-08-09,35.369999
2019-08-12,34.810001
2019-08-13,35.0
2019-08-14,33.66
2019-08-15,32.810001
2019-08-16,33.009997999999996
2019-08-19,33.599998
2019-08-20,33.360001000000004
2019-08-21,33.150002
2019-08-22,32.82
2019-08-23,31.440001000000002
2019-08-26,31.709999
2019-08-27,31.620001000000002
2019-08-28,31.559998999999998
2019-08-29,32.450001
2019-08-30,32.799999
2019-09-03,32.43
2019-09-04,33.209998999999996
2019-09-05,33.91
2019-09-06,33.869999
2019-09-09,33.990002000000004
2019-09-10,34.220001
2019-09-11,33.970001
2019-09-12,33.700001
2019-09-13,33.709998999999996
2019-09-16,33.490002000000004
2019-09-17,32.82
2019-09-18,32.5
2019-09-19,31.969998999999998
2019-09-20,32.080002
2019-09-23,32.18
2019-09-24,31.530001000000002
2019-09-25,32.0
2019-09-26,31.469998999999998
2019-09-27,31.48
2019-09-30,31.540001
2019-10-01,31.18
2019-10-02,30.309998999999998
2019-10-03,30.389999
2019-10-04,30.485001
2019-10-07,30.49
2019-10-08,30.035
2019-10-09,30.26
2019-10-10,30.424999
2019-10-11,31.16
2019-10-14,31.01
2019-10-15,31.440001000000002
2019-10-16,31.584999
2019-10-17,31.49
2019-10-18,31.525
2019-10-21,32.09
2019-10-22,32.77
2019-10-23,32.610001000000004
2019-10-24,31.6
2019-10-25,31.700001
2019-10-28,32.209998999999996
2019-10-29,32.049999
2019-10-30,31.360001
2019-10-31,31.24
2019-11-01,31.860001
2019-11-04,31.9
2019-11-05,32.150002
2019-11-06,32.330002
2019-11-07,34.25
2019-11-08,34.43
2019-11-11,34.220001
2019-11-12,33.810001
2019-11-13,33.57
2019-11-14,33.450001
2019-11-15,33.595001
2019-11-18,34.459998999999996
2019-11-19,35.43
2019-11-20,34.994999
2019-11-21,34.779999
2019-11-22,34.875
2019-11-25,34.849998
2019-11-26,35.189999
2019-11-27,35.029999
2019-11-29,34.98
2019-12-02,34.814999
2019-12-03,34.349998
2019-12-04,34.639998999999996
2019-12-05,34.634997999999996
2019-12-06,34.599998
2019-12-09,34.790001000000004
2019-12-10,34.919998
2019-12-11,35.290001000000004
2019-12-12,35.959998999999996
2019-12-13,35.860001000000004
2019-12-16,35.889998999999996
2019-12-17,36.240002000000004
2019-12-18,36.0
2019-12-19,36.049999
2019-12-20,36.220001
2019-12-23,36.630001
2019-12-24,36.5
2019-12-26,36.799999
2019-12-27,36.724998
2019-12-30,36.439999
2019-12-31,36.400002
2020-01-02,36.459998999999996
2020-01-03,36.099998
2020-01-06,36.014998999999996
2020-01-07,36.470001
2020-01-08,36.419998
2020-01-09,36.5
2020-01-10,36.084998999999996
2020-01-13,36.299999
2020-01-14,36.540001000000004
2020-01-15,36.790001000000004
2020-01-16,38.23
2020-01-17,38.575001
2020-01-21,38.41
2020-01-22,38.400002
2020-01-23,36.900002
2020-01-24,36.040001000000004
2020-01-27,36.369999
2020-01-28,36.619999
2020-01-29,35.990002000000004
2020-01-30,36.459998999999996
2020-01-31,36.330002
2020-02-03,36.830002
2020-02-04,37.400002
2020-02-05,37.93
2020-02-06,36.5
2020-02-07,36.369999
2020-02-10,36.779999
2020-02-11,36.610001000000004
2020-02-12,37.16
2020-02-13,37.52
2020-02-14,37.310001
2020-02-18,37.220001
2020-02-19,37.529999
2020-02-20,36.540001000000004
2020-02-21,35.5
2020-02-24,34.27
2020-02-25,32.830002
2020-02-26,32.400002
2020-02-27,30.99
2020-02-28,30.450001
2020-03-02,31.790001
2020-03-03,30.709999
2020-03-04,30.67
2020-03-05,29.120001000000002
2020-03-06,28.52
2020-03-09,27.129998999999998
2020-03-10,28.76
2020-03-11,27.52
2020-03-12,25.559998999999998
2020-03-13,25.379998999999998
2020-03-16,23.190001000000002
2020-03-17,23.790001
2020-03-18,21.41
2020-03-19,21.940001000000002
2020-03-20,20.049999
2020-03-23,19.809998999999998
2020-03-24,21.65
2020-03-25,23.34
2020-03-26,24.6
2020-03-27,22.040001
2020-03-30,23.77
2020-03-31,22.879998999999998
2020-04-01,21.565001000000002
2020-04-02,21.84
2020-04-03,21.59
2020-04-06,24.450001
2020-04-07,24.969998999999998
2020-04-08,25.82
2020-04-09,25.639999
2020-04-13,25.4
2020-04-14,26.01
2020-04-15,25.17
2020-04-16,25.129998999999998
2020-04-17,26.23
2020-04-20,25.690001000000002
2020-04-21,25.049999
2020-04-22,24.59
2020-04-23,24.450001
2020-04-24,24.52
2020-04-27,26.01
2020-04-28,26.969998999999998
2020-04-29,27.950001
2020-04-30,25.559998999999998
2020-05-01,25.02
2020-05-04,24.629998999999998
2020-05-05,23.85
2020-05-06,24.610001
2020-05-07,25.01
2020-05-08,25.73
