Date,NTR
2019-02-13,54.09
2019-02-14,53.830002
2019-02-15,53.439999
2019-02-19,53.349998
2019-02-20,54.459998999999996
2019-02-21,54.169998
2019-02-22,54.189999
2019-02-25,54.860001000000004
2019-02-26,55.02
2019-02-27,55.57
2019-02-28,54.439999
2019-03-01,54.68
2019-03-04,55.119999
2019-03-05,54.330002
2019-03-06,54.07
2019-03-07,52.560001
2019-03-08,52.84
2019-03-11,53.41
2019-03-12,53.700001
2019-03-13,53.91
2019-03-14,53.66
2019-03-15,53.5
2019-03-18,53.709998999999996
2019-03-19,53.759997999999996
2019-03-20,53.5
2019-03-21,53.169998
2019-03-22,50.470001
2019-03-25,50.560001
2019-03-26,51.110001000000004
2019-03-27,51.75
2019-03-28,52.09
2019-03-29,52.759997999999996
2019-04-01,53.389998999999996
2019-04-02,53.369999
2019-04-03,53.950001
2019-04-04,54.439999
2019-04-05,54.07
2019-04-08,54.07
2019-04-09,53.279999
2019-04-10,53.02
2019-04-11,52.220001
2019-04-12,52.130001
2019-04-15,53.029999
2019-04-16,53.299999
2019-04-17,53.84
2019-04-18,54.02
2019-04-22,53.810001
2019-04-23,54.040001000000004
2019-04-24,52.990002000000004
2019-04-25,53.110001000000004
2019-04-26,53.790001000000004
2019-04-29,53.73
2019-04-30,54.18
2019-05-01,53.639998999999996
2019-05-02,52.740002000000004
2019-05-03,53.990002000000004
2019-05-06,53.299999
2019-05-07,51.34
2019-05-08,51.610001000000004
2019-05-09,50.599998
2019-05-10,52.130001
2019-05-13,50.09
2019-05-14,49.830002
2019-05-15,50.41
2019-05-16,50.029999
2019-05-17,49.400002
2019-05-20,48.470001
2019-05-21,48.91
2019-05-22,48.389998999999996
2019-05-23,47.34
2019-05-24,48.169998
2019-05-28,47.860001000000004
2019-05-29,48.560001
2019-05-30,48.970001
2019-05-31,48.740002000000004
2019-06-03,49.759997999999996
2019-06-04,51.290001000000004
2019-06-05,51.369999
2019-06-06,51.799999
2019-06-07,51.650002
2019-06-10,51.880001
2019-06-11,52.459998999999996
2019-06-12,52.970001
2019-06-13,53.049999
2019-06-14,53.27
2019-06-17,53.43
2019-06-18,54.18
2019-06-19,54.220001
2019-06-20,54.799999
2019-06-21,54.759997999999996
2019-06-24,54.880001
2019-06-25,54.110001000000004
2019-06-26,53.990002000000004
2019-06-27,53.689999
2019-06-28,53.459998999999996
2019-07-01,53.810001
2019-07-02,53.75
2019-07-03,52.900002
2019-07-05,53.509997999999996
2019-07-08,52.450001
2019-07-09,51.450001
2019-07-10,50.66
2019-07-11,50.049999
2019-07-12,49.939999
2019-07-15,50.23
2019-07-16,50.959998999999996
2019-07-17,51.049999
2019-07-18,51.080002
2019-07-19,51.490002000000004
2019-07-22,51.41
2019-07-23,52.099998
2019-07-24,51.869999
2019-07-25,50.639998999999996
2019-07-26,50.830002
2019-07-29,50.540001000000004
2019-07-30,54.209998999999996
2019-07-31,54.810001
2019-08-01,53.84
2019-08-02,53.52
2019-08-05,52.099998
2019-08-06,51.529999
2019-08-07,51.720001
2019-08-08,52.73
2019-08-09,52.619999
2019-08-12,50.380001
2019-08-13,50.209998999999996
2019-08-14,48.880001
2019-08-15,48.84
2019-08-16,49.779999
2019-08-19,50.139998999999996
2019-08-20,49.279999
2019-08-21,49.349998
2019-08-22,49.59
2019-08-23,48.029999
2019-08-26,48.759997999999996
2019-08-27,48.720001
2019-08-28,49.240002000000004
2019-08-29,49.889998999999996
2019-08-30,50.360001000000004
2019-09-03,49.189999
2019-09-04,49.939999
2019-09-05,51.400002
2019-09-06,51.66
2019-09-09,51.099998
2019-09-10,52.290001000000004
2019-09-11,51.77
2019-09-12,51.07
2019-09-13,51.720001
2019-09-16,51.810001
2019-09-17,51.709998999999996
2019-09-18,51.740002000000004
2019-09-19,52.09
2019-09-20,51.57
2019-09-23,50.349998
2019-09-24,49.700001
2019-09-25,49.389998999999996
2019-09-26,48.860001000000004
2019-09-27,49.450001
2019-09-30,49.880001
2019-10-01,50.139998999999996
2019-10-02,49.23
2019-10-03,48.610001000000004
2019-10-04,48.470001
2019-10-07,48.610001000000004
2019-10-08,48.41
2019-10-09,49.279999
2019-10-10,49.720001
2019-10-11,50.889998999999996
2019-10-14,50.119999
2019-10-15,49.799999
2019-10-16,49.470001
2019-10-17,49.099998
2019-10-18,48.990002000000004
2019-10-21,48.93
2019-10-22,48.599998
2019-10-23,48.400002
2019-10-24,48.25
2019-10-25,49.349998
2019-10-28,48.889998999999996
2019-10-29,49.529999
2019-10-30,48.82
2019-10-31,47.790001000000004
2019-11-01,48.279999
2019-11-04,49.209998999999996
2019-11-05,49.759997999999996
2019-11-06,49.080002
2019-11-07,49.310001
2019-11-08,49.110001000000004
2019-11-11,48.490002000000004
2019-11-12,48.93
2019-11-13,49.450001
2019-11-14,49.310001
2019-11-15,49.369999
2019-11-18,47.880001
2019-11-19,47.669998
2019-11-20,46.720001
2019-11-21,46.549999
2019-11-22,46.57
2019-11-25,47.419998
2019-11-26,46.900002
2019-11-27,47.119999
2019-11-29,47.419998
2019-12-02,46.439999
2019-12-03,46.240002000000004
2019-12-04,46.650002
2019-12-05,46.279999
2019-12-06,46.77
2019-12-09,46.939999
2019-12-10,46.360001000000004
2019-12-11,46.369999
2019-12-12,46.900002
2019-12-13,47.619999
2019-12-16,48.450001
2019-12-17,48.5
2019-12-18,48.580002
2019-12-19,48.310001
2019-12-20,48.740002000000004
2019-12-23,48.599998
2019-12-24,48.669998
2019-12-26,48.91
2019-12-27,48.099998
2019-12-30,47.369999
2019-12-31,47.91
2020-01-02,47.330002
2020-01-03,46.849998
2020-01-06,47.290001000000004
2020-01-07,47.75
2020-01-08,47.73
2020-01-09,47.630001
2020-01-10,47.209998999999996
2020-01-13,47.98
2020-01-14,48.349998
2020-01-15,47.939999
2020-01-16,47.110001000000004
2020-01-17,46.869999
2020-01-21,46.610001000000004
2020-01-22,45.950001
2020-01-23,45.349998
2020-01-24,44.279999
2020-01-27,42.810001
2020-01-28,43.860001000000004
2020-01-29,43.299999
2020-01-30,43.049999
2020-01-31,42.689999
2020-02-03,42.73
2020-02-04,42.869999
2020-02-05,44.299999
2020-02-06,44.16
2020-02-07,43.27
2020-02-10,42.959998999999996
2020-02-11,43.43
2020-02-12,43.48
2020-02-13,42.75
2020-02-14,41.279999
2020-02-18,41.290001000000004
2020-02-19,42.0
2020-02-20,43.23
2020-02-21,42.560001
2020-02-24,42.02
2020-02-25,40.580002
2020-02-26,40.459998999999996
2020-02-27,39.529999
2020-02-28,40.43
2020-03-02,41.009997999999996
2020-03-03,40.650002
2020-03-04,40.950001
2020-03-05,40.400002
2020-03-06,38.52
2020-03-09,34.549999
2020-03-10,33.900002
2020-03-11,32.0
2020-03-12,27.969998999999998
2020-03-13,31.290001
2020-03-16,27.42
2020-03-17,26.49
2020-03-18,25.1
2020-03-19,27.4
2020-03-20,27.75
2020-03-23,25.790001
2020-03-24,28.66
2020-03-25,30.639999
2020-03-26,32.66
2020-03-27,30.969998999999998
2020-03-30,32.450001
2020-03-31,33.939999
2020-04-01,31.620001000000002
2020-04-02,32.799999
2020-04-03,32.639998999999996
2020-04-06,34.400002
2020-04-07,34.950001
2020-04-08,35.810001
2020-04-09,36.759997999999996
2020-04-13,35.759997999999996
2020-04-14,35.68
2020-04-15,34.610001000000004
2020-04-16,34.150002
2020-04-17,35.810001
2020-04-20,35.740002000000004
2020-04-21,33.599998
2020-04-22,34.299999
2020-04-23,34.369999
2020-04-24,34.57
2020-04-27,35.290001000000004
2020-04-28,35.650002
2020-04-29,36.939999
2020-04-30,35.709998999999996
2020-05-01,34.68
2020-05-04,35.41
2020-05-05,35.700001
2020-05-06,35.43
2020-05-07,34.439999
2020-05-08,35.509997999999996
