Date,NTR
2018-01-02,54.75
2018-01-03,55.360001000000004
2018-01-04,55.549999
2018-01-05,55.73
2018-01-08,53.84
2018-01-09,52.68
2018-01-10,51.900002
2018-01-11,53.25
2018-01-12,53.43
2018-01-16,53.049999
2018-01-17,52.810001
2018-01-18,53.189999
2018-01-19,53.0
2018-01-22,53.07
2018-01-23,53.68
2018-01-24,53.599998
2018-01-25,53.049999
2018-01-26,54.0
2018-01-29,53.689999
2018-01-30,53.040001000000004
2018-01-31,52.34
2018-02-01,51.540001000000004
2018-02-02,49.98
2018-02-05,48.290001000000004
2018-02-06,46.860001000000004
2018-02-07,46.810001
2018-02-08,45.049999
2018-02-09,44.509997999999996
2018-02-12,45.549999
2018-02-13,44.700001
2018-02-14,44.540001000000004
2018-02-15,44.59
2018-02-16,44.419998
2018-02-20,45.029999
2018-02-21,47.080002
2018-02-22,47.580002
2018-02-23,50.32
2018-02-26,50.130001
2018-02-27,49.630001
2018-02-28,49.25
2018-03-01,49.490002000000004
2018-03-02,49.48
2018-03-05,51.799999
2018-03-06,51.560001
2018-03-07,51.040001000000004
2018-03-08,50.57
2018-03-09,52.150002
2018-03-12,50.68
2018-03-13,50.549999
2018-03-14,50.450001
2018-03-15,50.0
2018-03-16,49.57
2018-03-19,48.720001
2018-03-20,47.889998999999996
2018-03-21,48.59
2018-03-22,47.330002
2018-03-23,46.990002000000004
2018-03-26,47.169998
2018-03-27,47.209998999999996
2018-03-28,45.810001
2018-03-29,47.259997999999996
2018-04-02,45.830002
2018-04-03,45.77
2018-04-04,45.099998
2018-04-05,46.099998
2018-04-06,44.950001
2018-04-09,46.240002000000004
2018-04-10,46.75
2018-04-11,46.43
2018-04-12,47.02
2018-04-13,46.68
2018-04-16,46.810001
2018-04-17,47.099998
2018-04-18,48.240002000000004
2018-04-19,47.619999
2018-04-20,46.740002000000004
2018-04-23,46.0
2018-04-24,45.619999
2018-04-25,46.349998
2018-04-26,46.630001
2018-04-27,46.259997999999996
2018-04-30,45.529999
2018-05-01,45.82
2018-05-02,46.02
2018-05-03,46.0
2018-05-04,46.529999
2018-05-07,46.240002000000004
2018-05-08,47.650002
2018-05-09,48.689999
2018-05-10,49.220001
2018-05-11,48.869999
2018-05-14,50.5
2018-05-15,51.700001
2018-05-16,51.720001
2018-05-17,51.529999
2018-05-18,51.439999
2018-05-21,52.110001000000004
2018-05-22,51.060001
2018-05-23,51.380001
2018-05-24,51.139998999999996
2018-05-25,50.700001
2018-05-29,50.07
2018-05-30,51.099998
2018-05-31,50.650002
2018-06-01,50.759997999999996
2018-06-04,50.400002
2018-06-05,50.59
2018-06-06,52.669998
2018-06-07,52.5
2018-06-08,52.669998
2018-06-11,52.73
2018-06-12,52.689999
2018-06-13,53.549999
2018-06-14,53.73
2018-06-15,53.549999
2018-06-18,53.48
2018-06-19,52.77
2018-06-20,52.310001
2018-06-21,52.75
2018-06-22,53.689999
2018-06-25,53.959998999999996
2018-06-26,54.610001000000004
2018-06-27,53.73
2018-06-28,53.380001
2018-06-29,54.380001
2018-07-02,53.77
2018-07-03,54.32
2018-07-05,53.490002000000004
2018-07-06,54.009997999999996
2018-07-09,53.630001
2018-07-10,54.34
2018-07-11,52.509997999999996
2018-07-12,53.049999
2018-07-13,53.07
2018-07-16,52.740002000000004
2018-07-17,52.700001
2018-07-18,52.299999
2018-07-19,52.0
2018-07-20,52.450001
2018-07-23,51.91
2018-07-24,52.5
2018-07-25,52.959998999999996
2018-07-26,53.740002000000004
2018-07-27,53.779999
2018-07-30,53.240002000000004
2018-07-31,54.209998999999996
2018-08-01,54.380001
2018-08-02,57.68
2018-08-03,57.75
2018-08-06,57.459998999999996
2018-08-07,56.619999
2018-08-08,56.869999
2018-08-09,58.049999
2018-08-10,57.060001
2018-08-13,56.02
2018-08-14,56.349998
2018-08-15,54.990002000000004
2018-08-16,54.990002000000004
2018-08-17,55.959998999999996
2018-08-20,55.529999
2018-08-21,54.959998999999996
2018-08-22,55.040001000000004
2018-08-23,55.029999
2018-08-24,55.240002000000004
2018-08-27,56.200001
2018-08-28,56.400002
2018-08-29,57.509997999999996
2018-08-30,57.049999
2018-08-31,56.630001
2018-09-04,55.349998
2018-09-05,54.810001
2018-09-06,54.740002000000004
2018-09-07,54.82
2018-09-10,55.299999
2018-09-11,55.970001
2018-09-12,56.27
2018-09-13,56.450001
2018-09-14,55.970001
2018-09-17,57.84
2018-09-18,58.41
2018-09-19,58.619999
2018-09-20,57.82
2018-09-21,57.279999
2018-09-24,56.889998999999996
2018-09-25,57.709998999999996
2018-09-26,57.52
2018-09-27,57.25
2018-09-28,57.700001
2018-10-01,58.389998999999996
2018-10-02,58.279999
2018-10-03,58.040001000000004
2018-10-04,58.009997999999996
2018-10-05,58.02
2018-10-08,58.68
2018-10-09,57.580002
2018-10-10,54.93
2018-10-11,54.060001
2018-10-12,54.07
2018-10-15,53.880001
2018-10-16,55.779999
2018-10-17,55.66
2018-10-18,54.540001000000004
2018-10-19,55.84
2018-10-22,54.580002
2018-10-23,52.790001000000004
2018-10-24,50.700001
2018-10-25,51.369999
2018-10-26,51.700001
2018-10-29,51.009997999999996
2018-10-30,51.779999
2018-10-31,52.93
2018-11-01,55.18
2018-11-02,55.169998
2018-11-05,54.200001
2018-11-06,56.98
2018-11-07,57.450001
2018-11-08,56.540001000000004
2018-11-09,56.150002
2018-11-12,55.07
2018-11-13,54.52
2018-11-14,52.48
2018-11-15,53.529999
2018-11-16,53.75
2018-11-19,52.240002000000004
2018-11-20,50.77
2018-11-21,51.220001
2018-11-23,50.630001
2018-11-26,51.610001000000004
2018-11-27,50.619999
2018-11-28,50.98
2018-11-29,51.349998
2018-11-30,51.560001
2018-12-03,52.279999
2018-12-04,51.209998999999996
2018-12-06,51.73
2018-12-07,49.860001000000004
2018-12-10,48.880001
2018-12-11,47.900002
2018-12-12,47.580002
2018-12-13,47.02
2018-12-14,46.98
2018-12-17,45.59
2018-12-18,45.639998999999996
2018-12-19,45.43
2018-12-20,45.029999
2018-12-21,44.75
2018-12-24,44.150002
2018-12-26,46.41
2018-12-27,47.290001000000004
2018-12-28,46.200001
2018-12-31,47.0
2019-01-02,46.259997999999996
2019-01-03,45.049999
2019-01-04,47.130001
2019-01-07,47.740002000000004
2019-01-08,49.209998999999996
2019-01-09,49.41
2019-01-10,50.049999
2019-01-11,49.869999
2019-01-14,49.68
2019-01-15,49.669998
2019-01-16,49.57
2019-01-17,51.0
2019-01-18,51.290001000000004
2019-01-22,50.810001
2019-01-23,50.610001000000004
2019-01-24,50.959998999999996
2019-01-25,51.66
2019-01-28,51.5
2019-01-29,51.610001000000004
2019-01-30,52.049999
2019-01-31,51.82
2019-02-01,52.209998999999996
2019-02-04,52.07
2019-02-05,51.959998999999996
2019-02-06,51.810001
2019-02-07,52.310001
2019-02-08,52.66
2019-02-11,52.099998
2019-02-12,53.919998
