Date,WWW
1980-03-17,0.510288
1980-03-18,0.521262
1980-03-19,0.537723
1980-03-20,0.537723
1980-03-21,0.5322359999999999
1980-03-24,0.493827
1980-03-25,0.477366
1980-03-26,0.477366
1980-03-27,0.45541800000000005
1980-03-28,0.521262
1980-03-31,0.526749
1980-04-01,0.5322359999999999
1980-04-02,0.537723
1980-04-03,0.5322359999999999
1980-04-07,0.554184
1980-04-08,0.581619
1980-04-09,0.581619
1980-04-10,0.587106
1980-04-11,0.5980800000000001
1980-04-14,0.587106
1980-04-15,0.592593
1980-04-16,0.581619
1980-04-17,0.559671
1980-04-18,0.570645
1980-04-21,0.554184
1980-04-22,0.576132
1980-04-23,0.581619
1980-04-24,0.603567
1980-04-25,0.592593
1980-04-28,0.609053
1980-04-29,0.603567
1980-04-30,0.603567
1980-05-01,0.5980800000000001
1980-05-02,0.625514
1980-05-05,0.636488
1980-05-06,0.647462
1980-05-07,0.647462
1980-05-08,0.647462
1980-05-09,0.647462
1980-05-12,0.6748970000000001
1980-05-13,0.6639229999999999
1980-05-14,0.685871
1980-05-15,0.647462
1980-05-16,0.6694100000000001
1980-05-19,0.6694100000000001
1980-05-20,0.6639229999999999
1980-05-21,0.658436
1980-05-22,0.6694100000000001
1980-05-23,0.685871
1980-05-27,0.691358
1980-05-28,0.707819
1980-05-29,0.680384
1980-05-30,0.702332
1980-06-02,0.702332
1980-06-03,0.702332
1980-06-04,0.702332
1980-06-05,0.72428
1980-06-06,0.729767
1980-06-09,0.72428
1980-06-10,0.72428
1980-06-11,0.707819
1980-06-12,0.707819
1980-06-13,0.713306
1980-06-16,0.707819
1980-06-17,0.680384
1980-06-18,0.685871
1980-06-19,0.6639229999999999
1980-06-20,0.6694100000000001
1980-06-23,0.6748970000000001
1980-06-24,0.6694100000000001
1980-06-25,0.6639229999999999
1980-06-26,0.6639229999999999
1980-06-27,0.685871
1980-06-30,0.6748970000000001
1980-07-01,0.6748970000000001
1980-07-02,0.6968449999999999
1980-07-03,0.729767
1980-07-07,0.72428
1980-07-08,0.7626890000000001
1980-07-09,0.768176
1980-07-10,0.7626890000000001
1980-07-11,0.768176
1980-07-14,0.8010970000000001
1980-07-15,0.735254
1980-07-16,0.7517149999999999
1980-07-17,0.7626890000000001
1980-07-18,0.768176
1980-07-21,0.740741
1980-07-22,0.740741
1980-07-23,0.72428
1980-07-24,0.72428
1980-07-25,0.702332
1980-07-28,0.702332
1980-07-29,0.735254
1980-07-30,0.735254
1980-07-31,0.740741
1980-08-01,0.729767
1980-08-04,0.718793
1980-08-05,0.72428
1980-08-06,0.757202
1980-08-07,0.768176
1980-08-08,0.746228
1980-08-11,0.729767
1980-08-12,0.7517149999999999
1980-08-13,0.740741
1980-08-14,0.735254
1980-08-15,0.735254
1980-08-18,0.718793
1980-08-19,0.735254
1980-08-20,0.768176
1980-08-21,0.77915
1980-08-22,0.784636
1980-08-25,0.7901229999999999
1980-08-26,0.79561
1980-08-27,0.7901229999999999
1980-08-28,0.768176
1980-08-29,0.784636
1980-09-02,0.7901229999999999
1980-09-03,0.7901229999999999
1980-09-04,0.7901229999999999
1980-09-05,0.79561
1980-09-08,0.768176
1980-09-09,0.784636
1980-09-10,0.7901229999999999
1980-09-11,0.784636
1980-09-12,0.784636
1980-09-15,0.79561
1980-09-16,0.79561
1980-09-17,0.855967
1980-09-18,0.866941
1980-09-19,0.899863
1980-09-22,0.921811
1980-09-23,0.8340190000000001
1980-09-24,0.861454
1980-09-25,0.8340190000000001
1980-09-26,0.812071
1980-09-29,0.812071
1980-09-30,0.817558
1980-10-01,0.8340190000000001
1980-10-02,0.844993
1980-10-03,0.877915
1980-10-06,0.965706
1980-10-07,0.965706
1980-10-08,1.009602
1980-10-09,0.9986280000000001
1980-10-10,0.9931409999999999
1980-10-13,1.0041149999999999
1980-10-14,0.9766799999999999
1980-10-15,0.987654
1980-10-16,0.987654
1980-10-17,0.9986280000000001
1980-10-20,0.987654
1980-10-21,0.9547329999999999
1980-10-22,0.943759
1980-10-23,0.9108370000000001
1980-10-24,0.927298
1980-10-27,0.9327850000000001
1980-10-28,0.943759
1980-10-29,0.9547329999999999
1980-10-30,0.921811
1980-10-31,0.9108370000000001
1980-11-03,0.916324
1980-11-05,0.943759
1980-11-06,0.8943760000000001
1980-11-07,0.883402
1980-11-10,0.866941
1980-11-11,0.883402
1980-11-12,0.8943760000000001
1980-11-13,0.8888889999999999
1980-11-14,0.899863
1980-11-17,0.883402
1980-11-18,0.90535
1980-11-19,0.8888889999999999
1980-11-20,0.916324
1980-11-21,0.90535
1980-11-24,0.899863
1980-11-25,0.877915
1980-11-26,0.877915
1980-11-28,0.861454
1980-12-01,0.861454
1980-12-02,0.839506
1980-12-03,0.844993
1980-12-04,0.8888889999999999
1980-12-05,0.866941
1980-12-08,0.839506
1980-12-09,0.823045
1980-12-10,0.823045
1980-12-11,0.7901229999999999
1980-12-12,0.7901229999999999
1980-12-15,0.844993
1980-12-16,0.839506
1980-12-17,0.8504799999999999
1980-12-18,0.8504799999999999
1980-12-19,0.8504799999999999
1980-12-22,0.8724280000000001
1980-12-23,0.899863
1980-12-24,0.8888889999999999
1980-12-26,0.8943760000000001
1980-12-29,0.8943760000000001
1980-12-30,0.927298
1980-12-31,0.921811
1981-01-02,0.9602200000000001
1981-01-05,0.9766799999999999
1981-01-06,0.9547329999999999
1981-01-07,0.9108370000000001
1981-01-08,0.90535
1981-01-09,0.90535
1981-01-12,0.90535
1981-01-13,0.916324
1981-01-14,0.9108370000000001
1981-01-15,0.927298
1981-01-16,0.9327850000000001
1981-01-19,0.9547329999999999
1981-01-20,0.943759
1981-01-21,0.9327850000000001
1981-01-22,0.927298
1981-01-23,0.916324
1981-01-26,0.9108370000000001
1981-01-27,0.9108370000000001
1981-01-28,0.9108370000000001
1981-01-29,0.916324
1981-01-30,0.921811
1981-02-02,0.8888889999999999
1981-02-03,0.90535
1981-02-04,0.899863
1981-02-05,0.90535
1981-02-06,0.883402
1981-02-09,0.8724280000000001
1981-02-10,0.8724280000000001
1981-02-11,0.855967
1981-02-12,0.866941
1981-02-13,0.866941
1981-02-17,0.861454
1981-02-18,0.9327850000000001
1981-02-19,0.9382719999999999
1981-02-20,0.987654
1981-02-23,1.020576
1981-02-24,1.026063
1981-02-25,1.037037
1981-02-26,1.080933
1981-02-27,1.102881
1981-03-02,1.0864200000000002
1981-03-03,1.108368
1981-03-04,1.108368
1981-03-05,1.119342
1981-03-06,1.108368
1981-03-09,1.0644719999999999
1981-03-10,1.0864200000000002
1981-03-11,1.097394
1981-03-12,1.097394
1981-03-13,1.1303159999999999
1981-03-16,1.190672
1981-03-17,1.1687239999999999
1981-03-18,1.179698
1981-03-19,1.201646
1981-03-20,1.240055
1981-03-23,1.185185
1981-03-24,1.163237
1981-03-25,1.207133
1981-03-26,1.201646
1981-03-27,1.1742110000000001
1981-03-30,1.185185
1981-03-31,1.2510290000000002
1981-04-01,1.240055
1981-04-02,1.262003
1981-04-03,1.256516
1981-04-06,1.262003
