Date,KBR
2008-01-23,29.799999
2008-01-24,30.76
2008-01-25,30.0
2008-01-28,31.5
2008-01-29,31.92
2008-01-30,31.65
2008-01-31,31.559998999999998
2008-02-01,33.400002
2008-02-04,31.969998999999998
2008-02-05,30.200001
2008-02-06,30.17
2008-02-07,29.16
2008-02-08,30.110001
2008-02-11,30.84
2008-02-12,31.049999
2008-02-13,31.91
2008-02-14,31.530001000000002
2008-02-15,31.190001000000002
2008-02-19,32.439999
2008-02-20,33.369999
2008-02-21,32.759997999999996
2008-02-22,34.73
2008-02-25,34.049999
2008-02-26,35.84
2008-02-27,34.360001000000004
2008-02-28,35.16
2008-02-29,33.330002
2008-03-03,32.470001
2008-03-04,32.130001
2008-03-05,33.299999
2008-03-06,32.029999
2008-03-07,31.91
2008-03-10,29.370001000000002
2008-03-11,30.690001000000002
2008-03-12,29.459999
2008-03-13,29.190001000000002
2008-03-14,28.48
2008-03-17,26.43
2008-03-18,28.0
2008-03-19,26.139999
2008-03-20,26.280001000000002
2008-03-24,27.57
2008-03-25,28.58
2008-03-26,28.5
2008-03-27,28.379998999999998
2008-03-28,28.08
2008-03-31,27.73
2008-04-01,28.360001
2008-04-02,28.66
2008-04-03,30.0
2008-04-04,30.200001
2008-04-07,29.73
2008-04-08,29.75
2008-04-09,29.52
2008-04-10,30.23
2008-04-11,29.67
2008-04-14,29.549999
2008-04-15,29.559998999999998
2008-04-16,31.209999
2008-04-17,30.75
2008-04-18,31.82
2008-04-21,32.110001000000004
2008-04-22,31.34
2008-04-23,31.639999
2008-04-24,31.35
2008-04-25,32.07
2008-04-28,32.150002
2008-04-29,30.870001000000002
2008-04-30,28.84
2008-05-01,28.530001000000002
2008-05-02,30.209999
2008-05-05,31.6
2008-05-06,31.370001000000002
2008-05-07,32.48
2008-05-08,32.709998999999996
2008-05-09,32.049999
2008-05-12,33.02
2008-05-13,34.110001000000004
2008-05-14,33.549999
2008-05-15,34.66
2008-05-16,35.919998
2008-05-19,35.59
2008-05-20,35.07
2008-05-21,33.919998
2008-05-22,34.540001000000004
2008-05-23,33.790001000000004
2008-05-27,33.900002
2008-05-28,33.91
2008-05-29,33.790001000000004
2008-05-30,34.709998999999996
2008-06-02,35.740002000000004
2008-06-03,35.77
2008-06-04,36.830002
2008-06-05,38.130001
2008-06-06,37.130001
2008-06-09,37.040001000000004
2008-06-10,35.950001
2008-06-11,35.509997999999996
2008-06-12,34.950001
2008-06-13,36.709998999999996
2008-06-16,36.700001
2008-06-17,36.77
2008-06-18,36.259997999999996
2008-06-19,36.209998999999996
2008-06-20,35.990002000000004
2008-06-23,36.259997999999996
2008-06-24,34.919998
2008-06-25,34.93
2008-06-26,33.599998
2008-06-27,35.209998999999996
2008-06-30,34.91
2008-07-01,35.119999
2008-07-02,33.07
2008-07-03,31.85
2008-07-07,31.209999
2008-07-08,31.01
2008-07-09,30.32
2008-07-10,31.32
2008-07-11,30.700001
2008-07-14,30.5
2008-07-15,29.76
2008-07-16,30.459999
2008-07-17,31.02
2008-07-18,30.959999
2008-07-21,31.25
2008-07-22,31.34
2008-07-23,30.51
2008-07-24,28.16
2008-07-25,28.389999
2008-07-28,27.280001000000002
2008-07-29,28.07
2008-07-30,29.450001
2008-07-31,28.5
2008-08-01,26.76
2008-08-04,22.74
2008-08-05,24.389999
2008-08-06,23.780001000000002
2008-08-07,23.540001
2008-08-08,22.540001
2008-08-11,22.26
2008-08-12,22.629998999999998
2008-08-13,22.93
2008-08-14,23.389999
2008-08-15,22.99
2008-08-18,22.620001000000002
2008-08-19,22.35
2008-08-20,23.02
2008-08-21,23.91
2008-08-22,23.91
2008-08-25,23.15
2008-08-26,23.73
2008-08-27,24.49
2008-08-28,24.799999
2008-08-29,24.549999
2008-09-02,23.33
2008-09-03,22.110001
2008-09-04,21.08
2008-09-05,21.379998999999998
2008-09-08,20.370001000000002
2008-09-09,17.790001
2008-09-10,17.940001000000002
2008-09-11,17.540001
2008-09-12,19.17
2008-09-15,16.959999
2008-09-16,17.58
2008-09-17,16.440001000000002
2008-09-18,17.040001
2008-09-19,19.440001000000002
2008-09-22,19.190001000000002
2008-09-23,17.09
2008-09-24,16.68
2008-09-25,16.459999
2008-09-26,16.200001
2008-09-29,14.03
2008-09-30,15.27
2008-10-01,15.13
2008-10-02,15.09
2008-10-03,15.39
2008-10-06,15.6
2008-10-07,14.3
2008-10-08,14.76
2008-10-09,14.66
2008-10-10,15.03
2008-10-13,17.43
2008-10-14,16.93
2008-10-15,15.07
2008-10-16,15.94
2008-10-17,16.08
2008-10-20,17.51
2008-10-21,16.48
2008-10-22,14.75
2008-10-23,14.16
2008-10-24,13.5
2008-10-27,12.5
2008-10-28,13.26
2008-10-29,13.22
2008-10-30,14.07
2008-10-31,14.84
2008-11-03,14.48
2008-11-04,16.0
2008-11-05,15.65
2008-11-06,14.33
2008-11-07,14.89
2008-11-10,15.12
2008-11-11,13.96
2008-11-12,12.68
2008-11-13,13.97
2008-11-14,13.11
2008-11-17,12.68
2008-11-18,12.06
2008-11-19,11.44
2008-11-20,9.86
2008-11-21,10.45
2008-11-24,11.71
2008-11-25,12.24
2008-11-26,13.72
2008-11-28,13.77
2008-12-01,11.68
2008-12-02,12.54
2008-12-03,12.54
2008-12-04,12.3
2008-12-05,12.94
2008-12-08,14.38
2008-12-09,14.46
2008-12-10,15.38
2008-12-11,14.67
2008-12-12,15.31
2008-12-15,14.85
2008-12-16,15.73
2008-12-17,15.76
2008-12-18,15.08
2008-12-19,15.17
2008-12-22,14.91
2008-12-23,14.63
2008-12-24,14.76
2008-12-26,14.98
2008-12-29,14.84
2008-12-30,15.23
2008-12-31,15.2
2009-01-02,15.84
2009-01-05,15.97
2009-01-06,16.49
2009-01-07,16.139999
2009-01-08,17.08
2009-01-09,17.34
2009-01-12,15.95
2009-01-13,16.23
2009-01-14,15.18
2009-01-15,15.7
2009-01-16,15.98
2009-01-20,14.9
2009-01-21,15.53
2009-01-22,14.89
2009-01-23,15.06
2009-01-26,15.07
2009-01-27,15.19
2009-01-28,16.040001
2009-01-29,15.18
2009-01-30,14.16
2009-02-02,14.07
2009-02-03,14.11
2009-02-04,14.1
2009-02-05,14.02
2009-02-06,15.31
2009-02-09,15.41
2009-02-10,14.87
2009-02-11,14.6
2009-02-12,14.77
2009-02-13,14.97
2009-02-17,14.06
2009-02-18,13.81
2009-02-19,13.79
2009-02-20,13.45
2009-02-23,12.62
2009-02-24,13.47
2009-02-25,13.08
2009-02-26,12.86
2009-02-27,12.6
2009-03-02,11.8
2009-03-03,11.76
2009-03-04,12.49
2009-03-05,11.74
2009-03-06,11.71
2009-03-09,11.85
2009-03-10,13.02
2009-03-11,12.99
2009-03-12,14.51
2009-03-13,14.23
2009-03-16,13.83
2009-03-17,14.52
2009-03-18,14.54
2009-03-19,14.89
2009-03-20,13.83
2009-03-23,14.62
2009-03-24,14.62
2009-03-25,14.62
2009-03-26,15.41
2009-03-27,14.67
2009-03-30,13.68
2009-03-31,13.81
2009-04-01,14.3
2009-04-02,14.81
2009-04-03,15.2
2009-04-06,15.03
2009-04-07,14.4
2009-04-08,14.38
2009-04-09,15.13
2009-04-13,15.05
2009-04-14,14.7
2009-04-15,14.96
2009-04-16,15.21
2009-04-17,16.24
2009-04-20,15.05
2009-04-21,15.23
2009-04-22,15.66
2009-04-23,15.36
2009-04-24,15.86
2009-04-27,16.0
2009-04-28,15.91
2009-04-29,16.34
2009-04-30,15.62
2009-05-01,15.9
2009-05-04,17.15
2009-05-05,17.309998999999998
2009-05-06,17.030001000000002
2009-05-07,17.049999
2009-05-08,18.25
2009-05-11,17.389999
2009-05-12,17.33
2009-05-13,16.790001
2009-05-14,17.389999
2009-05-15,16.99
2009-05-18,17.790001
2009-05-19,17.49
2009-05-20,17.35
2009-05-21,16.84
2009-05-22,16.709999
2009-05-26,17.59
2009-05-27,17.93
2009-05-28,18.33
2009-05-29,18.42
2009-06-01,19.27
2009-06-02,19.25
2009-06-03,17.99
2009-06-04,18.43
2009-06-05,18.889999
2009-06-08,18.42
2009-06-09,18.889999
2009-06-10,19.18
2009-06-11,19.16
2009-06-12,19.389999
2009-06-15,19.059998999999998
2009-06-16,18.84
2009-06-17,18.610001
2009-06-18,18.360001
2009-06-19,18.65
2009-06-22,17.34
2009-06-23,17.860001
2009-06-24,17.969998999999998
2009-06-25,18.75
2009-06-26,18.66
2009-06-29,18.700001
2009-06-30,18.440001000000002
2009-07-01,18.58
2009-07-02,17.84
2009-07-06,17.42
2009-07-07,16.84
2009-07-08,17.0
2009-07-09,17.23
2009-07-10,16.91
2009-07-13,17.219998999999998
2009-07-14,17.629998999999998
2009-07-15,18.110001
2009-07-16,18.32
2009-07-17,18.52
2009-07-20,18.799999
2009-07-21,19.030001000000002
2009-07-22,19.25
2009-07-23,19.6
2009-07-24,19.879998999999998
2009-07-27,20.33
2009-07-28,20.389999
2009-07-29,19.59
2009-07-30,20.370001000000002
2009-07-31,21.190001000000002
2009-08-03,21.82
2009-08-04,21.709999
2009-08-05,22.16
2009-08-06,22.09
2009-08-07,22.42
2009-08-10,23.0
2009-08-11,22.01
2009-08-12,22.299999
2009-08-13,22.9
2009-08-14,22.860001
2009-08-17,21.469998999999998
2009-08-18,22.709999
2009-08-19,22.940001000000002
2009-08-20,23.33
2009-08-21,24.1
2009-08-24,23.870001000000002
2009-08-25,24.120001000000002
2009-08-26,23.870001000000002
2009-08-27,23.540001
2009-08-28,23.51
2009-08-31,22.65
2009-09-01,22.09
2009-09-02,21.610001
2009-09-03,21.6
2009-09-04,21.809998999999998
2009-09-08,23.15
2009-09-09,23.52
2009-09-10,23.969998999999998
2009-09-11,24.190001000000002
2009-09-14,22.809998999999998
2009-09-15,22.870001000000002
2009-09-16,23.360001
2009-09-17,23.23
2009-09-18,23.07
2009-09-21,22.35
2009-09-22,22.57
2009-09-23,23.0
2009-09-24,22.26
2009-09-25,22.299999
2009-09-28,22.91
2009-09-29,23.32
2009-09-30,23.290001
2009-10-01,22.190001000000002
2009-10-02,21.540001
2009-10-05,22.68
2009-10-06,22.690001000000002
2009-10-07,22.469998999999998
2009-10-08,22.629998999999998
2009-10-09,22.690001000000002
2009-10-12,23.17
2009-10-13,23.290001
2009-10-14,24.1
2009-10-15,24.049999
2009-10-16,23.870001000000002
2009-10-19,24.01
2009-10-20,24.120001000000002
2009-10-21,23.91
2009-10-22,24.49
2009-10-23,24.02
2009-10-26,22.610001
2009-10-27,22.860001
2009-10-28,21.209999
2009-10-29,20.57
2009-10-30,20.469998999999998
2009-11-02,19.93
2009-11-03,19.85
2009-11-04,20.09
2009-11-05,20.639999
2009-11-06,20.280001000000002
2009-11-09,21.040001
2009-11-10,20.200001
2009-11-11,20.389999
2009-11-12,20.25
2009-11-13,20.620001000000002
2009-11-16,20.82
2009-11-17,20.67
2009-11-18,19.799999
2009-11-19,19.0
2009-11-20,18.889999
2009-11-23,19.129998999999998
2009-11-24,19.02
2009-11-25,19.200001
2009-11-27,18.83
2009-11-30,18.629998999999998
2009-12-01,18.93
2009-12-02,18.870001000000002
2009-12-03,18.58
2009-12-04,18.41
2009-12-07,18.280001000000002
2009-12-08,17.93
2009-12-09,17.74
2009-12-10,17.879998999999998
2009-12-11,18.1
2009-12-14,18.219998999999998
2009-12-15,18.299999
2009-12-16,18.27
2009-12-17,18.139999
2009-12-18,18.25
2009-12-21,18.48
2009-12-22,18.74
2009-12-23,19.379998999999998
2009-12-24,19.540001
2009-12-28,19.77
2009-12-29,19.629998999999998
2009-12-30,19.48
2009-12-31,19.0
2010-01-04,19.440001000000002
2010-01-05,19.379998999999998
2010-01-06,20.0
2010-01-07,20.610001
2010-01-08,21.200001
2010-01-11,20.709999
2010-01-12,20.280001000000002
2010-01-13,20.98
2010-01-14,20.959999
2010-01-15,20.799999
2010-01-19,20.73
2010-01-20,20.200001
2010-01-21,20.27
2010-01-22,19.889999
2010-01-25,19.65
2010-01-26,19.360001
2010-01-27,19.450001
2010-01-28,18.969998999999998
2010-01-29,18.73
2010-02-01,18.75
2010-02-02,19.049999
2010-02-03,18.790001
2010-02-04,18.139999
2010-02-05,17.950001
2010-02-08,17.6
2010-02-09,17.83
2010-02-10,17.6
2010-02-11,18.190001000000002
2010-02-12,18.4
2010-02-16,19.219998999999998
2010-02-17,19.83
2010-02-18,20.049999
2010-02-19,20.18
2010-02-22,20.700001
2010-02-23,20.25
2010-02-24,20.309998999999998
2010-02-25,20.34
2010-02-26,20.709999
2010-03-01,21.18
2010-03-02,21.030001000000002
2010-03-03,20.82
2010-03-04,20.799999
2010-03-05,21.4
2010-03-08,21.67
2010-03-09,21.610001
2010-03-10,21.190001000000002
2010-03-11,21.24
2010-03-12,21.24
2010-03-15,20.940001000000002
2010-03-16,21.690001000000002
2010-03-17,21.4
2010-03-18,21.32
2010-03-19,21.48
2010-03-22,21.450001
2010-03-23,22.309998999999998
2010-03-24,22.27
2010-03-25,22.290001
2010-03-26,22.09
2010-03-29,22.24
2010-03-30,22.469998999999998
2010-03-31,22.16
2010-04-01,22.68
2010-04-05,22.82
2010-04-06,22.969998999999998
2010-04-07,22.33
2010-04-08,22.18
2010-04-09,22.92
2010-04-12,22.809998999999998
2010-04-13,23.030001000000002
2010-04-14,23.42
2010-04-15,23.09
2010-04-16,22.860001
2010-04-19,22.690001000000002
2010-04-20,23.51
2010-04-21,23.6
2010-04-22,23.74
2010-04-23,23.940001000000002
2010-04-26,23.91
2010-04-27,23.42
2010-04-28,23.950001
2010-04-29,23.200001
2010-04-30,22.08
2010-05-03,22.049999
2010-05-04,21.299999
2010-05-05,21.370001000000002
2010-05-06,21.059998999999998
2010-05-07,20.209999
2010-05-10,21.389999
2010-05-11,21.59
2010-05-12,21.969998999999998
2010-05-13,22.98
2010-05-14,22.620001000000002
2010-05-17,22.709999
2010-05-18,22.299999
2010-05-19,21.75
2010-05-20,20.57
2010-05-21,20.77
2010-05-24,20.110001
2010-05-25,20.17
2010-05-26,20.389999
2010-05-27,21.629998999999998
2010-05-28,21.98
2010-06-01,20.530001000000002
2010-06-02,20.73
2010-06-03,21.889999
2010-06-04,20.34
2010-06-07,19.700001
2010-06-08,19.9
2010-06-09,21.9
2010-06-10,22.040001
2010-06-11,22.290001
2010-06-14,22.440001000000002
2010-06-15,22.700001
2010-06-16,22.98
2010-06-17,23.0
2010-06-18,22.879998999999998
2010-06-21,22.9
2010-06-22,22.24
2010-06-23,22.01
2010-06-24,21.969998999999998
2010-06-25,21.620001000000002
2010-06-28,21.870001000000002
2010-06-29,20.559998999999998
2010-06-30,20.34
2010-07-01,19.83
2010-07-02,19.74
2010-07-06,19.74
2010-07-07,20.48
2010-07-08,20.889999
2010-07-09,20.969998999999998
2010-07-12,21.49
2010-07-13,21.870001000000002
2010-07-14,21.66
2010-07-15,21.35
2010-07-16,20.440001000000002
2010-07-19,21.26
2010-07-20,22.16
2010-07-21,22.01
2010-07-22,22.620001000000002
2010-07-23,22.83
2010-07-26,23.219998999999998
2010-07-27,22.85
2010-07-28,22.309998999999998
2010-07-29,22.15
2010-07-30,22.379998999999998
2010-08-02,23.450001
2010-08-03,23.209999
2010-08-04,23.83
2010-08-05,23.190001000000002
2010-08-06,24.02
2010-08-09,24.24
2010-08-10,23.950001
2010-08-11,22.940001000000002
2010-08-12,22.780001000000002
2010-08-13,22.969998999999998
2010-08-16,22.969998999999998
2010-08-17,23.030001000000002
2010-08-18,23.629998999999998
2010-08-19,23.16
2010-08-20,23.02
2010-08-23,22.68
2010-08-24,23.18
2010-08-25,22.690001000000002
2010-08-26,22.639999
2010-08-27,23.370001000000002
2010-08-30,23.139999
2010-08-31,23.209999
2010-09-01,24.17
2010-09-02,24.309998999999998
2010-09-03,24.43
2010-09-07,24.33
2010-09-08,24.389999
2010-09-09,24.34
2010-09-10,24.34
2010-09-13,24.299999
2010-09-14,24.42
2010-09-15,24.02
2010-09-16,23.889999
2010-09-17,23.790001
2010-09-20,24.030001000000002
2010-09-21,24.08
2010-09-22,24.17
2010-09-23,23.959999
2010-09-24,24.24
2010-09-27,24.24
2010-09-28,24.26
2010-09-29,24.469998999999998
2010-09-30,24.639999
2010-10-01,25.08
2010-10-04,24.879998999999998
2010-10-05,25.110001
2010-10-06,25.16
2010-10-07,25.120001000000002
2010-10-08,25.18
2010-10-11,24.99
2010-10-12,25.120001000000002
2010-10-13,25.379998999999998
2010-10-14,25.26
2010-10-15,25.4
2010-10-18,25.370001000000002
2010-10-19,24.610001
2010-10-20,25.190001000000002
2010-10-21,25.07
2010-10-22,25.200001
2010-10-25,24.889999
2010-10-26,25.120001000000002
2010-10-27,24.719998999999998
2010-10-28,25.0
2010-10-29,25.4
2010-11-01,25.879998999999998
2010-11-02,26.01
2010-11-03,25.58
2010-11-04,26.120001000000002
2010-11-05,27.08
2010-11-08,27.360001
2010-11-09,27.17
2010-11-10,27.49
2010-11-11,27.67
2010-11-12,26.940001000000002
2010-11-15,27.040001
2010-11-16,25.959999
2010-11-17,26.200001
2010-11-18,27.57
2010-11-19,27.51
2010-11-22,27.889999
2010-11-23,27.23
2010-11-24,28.43
2010-11-26,27.74
2010-11-29,27.68
2010-11-30,27.08
2010-12-01,27.99
2010-12-02,29.17
2010-12-03,29.65
2010-12-06,29.76
2010-12-07,29.73
2010-12-08,29.379998999999998
2010-12-09,29.43
2010-12-10,29.629998999999998
2010-12-13,29.67
2010-12-14,29.4
2010-12-15,28.98
2010-12-16,29.66
2010-12-17,29.959999
2010-12-20,29.370001000000002
2010-12-21,29.59
2010-12-22,29.51
2010-12-23,29.379998999999998
2010-12-27,29.51
2010-12-28,30.9
2010-12-29,30.73
2010-12-30,30.51
2010-12-31,30.469998999999998
2011-01-03,30.440001000000002
2011-01-04,29.620001000000002
2011-01-05,29.68
2011-01-06,29.530001000000002
2011-01-07,29.41
2011-01-10,29.08
2011-01-11,29.9
2011-01-12,30.389999
2011-01-13,30.860001
2011-01-14,32.029999
2011-01-18,32.439999
2011-01-19,32.400002
2011-01-20,32.220001
2011-01-21,32.23
2011-01-24,32.34
2011-01-25,31.950001
2011-01-26,32.669998
2011-01-27,33.029999
2011-01-28,31.66
2011-01-31,32.099998
2011-02-01,33.43
2011-02-02,33.009997999999996
2011-02-03,32.919998
2011-02-04,33.150002
2011-02-07,33.41
2011-02-08,33.540001000000004
2011-02-09,33.110001000000004
2011-02-10,33.59
2011-02-11,34.490002000000004
2011-02-14,34.27
2011-02-15,33.599998
2011-02-16,34.389998999999996
2011-02-17,35.060001
2011-02-18,35.110001000000004
2011-02-22,33.509997999999996
2011-02-23,32.060001
2011-02-24,31.85
2011-02-25,32.779999
2011-02-28,32.799999
2011-03-01,33.310001
2011-03-02,33.880001
2011-03-03,35.490002000000004
2011-03-04,35.369999
2011-03-07,34.32
2011-03-08,34.290001000000004
2011-03-09,33.650002
2011-03-10,31.82
2011-03-11,33.77
2011-03-14,34.040001000000004
2011-03-15,33.200001
2011-03-16,32.669998
2011-03-17,34.25
2011-03-18,35.490002000000004
2011-03-21,36.599998
2011-03-22,36.459998999999996
2011-03-23,36.630001
2011-03-24,37.130001
2011-03-25,37.080002
2011-03-28,36.27
2011-03-29,36.709998999999996
2011-03-30,37.91
2011-03-31,37.77
2011-04-01,38.330002
2011-04-04,37.860001000000004
2011-04-05,38.110001000000004
2011-04-06,38.23
2011-04-07,38.009997999999996
2011-04-08,37.360001000000004
2011-04-11,37.009997999999996
2011-04-12,35.779999
2011-04-13,36.09
2011-04-14,35.740002000000004
2011-04-15,37.029999
2011-04-18,35.560001
2011-04-19,36.099998
2011-04-20,36.73
2011-04-21,37.369999
2011-04-25,36.950001
2011-04-26,36.91
2011-04-27,36.310001
2011-04-28,37.77
2011-04-29,38.369999
2011-05-02,38.09
2011-05-03,37.560001
2011-05-04,36.490002000000004
2011-05-05,36.07
2011-05-06,36.599998
2011-05-09,37.439999
2011-05-10,37.709998999999996
2011-05-11,37.330002
2011-05-12,37.279999
2011-05-13,35.990002000000004
2011-05-16,35.77
2011-05-17,34.860001000000004
2011-05-18,35.599998
2011-05-19,35.689999
2011-05-20,35.59
2011-05-23,34.689999
2011-05-24,34.900002
2011-05-25,36.060001
2011-05-26,36.360001000000004
2011-05-27,37.009997999999996
2011-05-31,37.32
2011-06-01,36.650002
2011-06-02,37.169998
2011-06-03,37.009997999999996
2011-06-06,35.939999
2011-06-07,36.439999
2011-06-08,36.189999
2011-06-09,36.360001000000004
2011-06-10,35.41
2011-06-13,35.209998999999996
2011-06-14,36.16
2011-06-15,35.389998999999996
2011-06-16,34.990002000000004
2011-06-17,34.110001000000004
