Date,EAF
2018-04-19,14.45
2018-04-20,15.5
2018-04-23,16.209999
2018-04-24,15.53
2018-04-25,15.7
2018-04-26,16.25
2018-04-27,16.26
2018-04-30,15.98
2018-05-01,16.18
2018-05-02,16.200001
2018-05-03,16.299999
2018-05-04,16.41
2018-05-07,17.84
2018-05-08,17.780001000000002
2018-05-09,17.33
2018-05-10,17.99
2018-05-11,18.709999
2018-05-14,18.860001
2018-05-15,19.780001000000002
2018-05-16,18.83
2018-05-17,19.059998999999998
2018-05-18,19.41
2018-05-21,19.5
2018-05-22,19.6
2018-05-23,19.450001
2018-05-24,19.18
2018-05-25,19.23
2018-05-29,18.540001
2018-05-30,18.52
2018-05-31,18.35
2018-06-01,18.190001000000002
2018-06-04,19.67
2018-06-05,19.34
2018-06-06,19.469998999999998
2018-06-07,19.360001
2018-06-08,19.77
2018-06-11,20.129998999999998
2018-06-12,20.23
2018-06-13,20.23
2018-06-14,20.530001000000002
2018-06-15,20.530001000000002
2018-06-18,19.99
2018-06-19,19.26
2018-06-20,19.1
2018-06-21,18.530001000000002
2018-06-22,18.540001
2018-06-25,17.49
2018-06-26,17.299999
2018-06-27,17.700001
2018-06-28,18.459999
2018-06-29,17.99
2018-07-02,18.02
2018-07-03,17.51
2018-07-05,18.110001
2018-07-06,18.360001
2018-07-09,18.48
2018-07-10,18.139999
2018-07-11,17.76
2018-07-12,17.879998999999998
2018-07-13,17.469998999999998
2018-07-16,17.25
2018-07-17,17.290001
2018-07-18,18.049999
2018-07-19,18.209999
2018-07-20,18.6
2018-07-23,18.73
2018-07-24,19.24
2018-07-25,19.0
2018-07-26,19.58
2018-07-27,19.620001000000002
2018-07-30,20.0
2018-07-31,21.200001
2018-08-01,22.370001000000002
2018-08-02,21.9
2018-08-03,21.040001
2018-08-06,21.98
2018-08-07,21.52
2018-08-08,21.35
2018-08-09,19.5
2018-08-10,19.469998999999998
2018-08-13,19.5
2018-08-14,19.5
2018-08-15,18.02
2018-08-16,18.049999
2018-08-17,17.549999
2018-08-20,17.889999
2018-08-21,17.959999
2018-08-22,18.370001000000002
2018-08-23,18.370001000000002
2018-08-24,18.75
2018-08-27,19.459999
2018-08-28,18.76
2018-08-29,18.639999
2018-08-30,18.23
2018-08-31,18.48
2018-09-04,18.52
2018-09-05,18.370001000000002
2018-09-06,18.129998999999998
2018-09-07,17.32
2018-09-10,17.219998999999998
2018-09-11,17.549999
2018-09-12,17.48
2018-09-13,17.77
2018-09-14,18.030001000000002
2018-09-17,18.690001000000002
2018-09-18,18.49
2018-09-19,19.059998999999998
2018-09-20,20.139999
2018-09-21,19.98
2018-09-24,19.209999
2018-09-25,18.93
2018-09-26,18.76
2018-09-27,19.290001
2018-09-28,19.51
2018-10-01,19.440001000000002
2018-10-02,18.73
2018-10-03,19.209999
2018-10-04,18.969998999999998
2018-10-05,18.549999
2018-10-08,17.870001000000002
2018-10-09,17.5
2018-10-10,17.280001000000002
2018-10-11,16.540001
2018-10-12,17.440001000000002
2018-10-15,16.879998999999998
2018-10-16,17.98
2018-10-17,17.530001000000002
2018-10-18,17.459999
2018-10-19,17.15
2018-10-22,16.959999
2018-10-23,16.610001
2018-10-24,14.8
2018-10-25,15.7
2018-10-26,15.47
2018-10-29,15.42
2018-10-30,16.83
2018-10-31,17.879998999999998
2018-11-01,18.299999
2018-11-02,17.17
2018-11-05,18.190001000000002
2018-11-06,17.99
2018-11-07,17.51
2018-11-08,17.120001000000002
2018-11-09,16.08
2018-11-12,15.14
2018-11-13,15.19
2018-11-14,14.88
2018-11-15,14.57
2018-11-16,14.69
2018-11-19,14.8
2018-11-20,14.43
2018-11-21,14.46
2018-11-23,14.83
2018-11-26,15.28
2018-11-27,15.04
2018-11-28,15.85
2018-11-29,16.07
2018-11-30,15.81
2018-12-03,16.01
2018-12-04,14.73
2018-12-06,13.18
2018-12-07,12.68
2018-12-10,12.64
2018-12-11,11.84
2018-12-12,12.27
2018-12-13,12.09
2018-12-14,11.78
2018-12-17,11.62
2018-12-18,11.89
2018-12-19,11.54
2018-12-20,11.46
2018-12-21,10.86
2018-12-24,10.34
2018-12-26,11.62
2018-12-27,11.31
2018-12-28,11.24
2018-12-31,11.44
2019-01-02,11.62
2019-01-03,11.47
2019-01-04,12.13
2019-01-07,12.57
2019-01-08,13.07
2019-01-09,13.44
2019-01-10,13.58
2019-01-11,13.76
2019-01-14,13.62
2019-01-15,13.39
2019-01-16,13.12
2019-01-17,13.32
2019-01-18,13.79
2019-01-22,13.46
2019-01-23,12.98
2019-01-24,12.54
2019-01-25,12.81
2019-01-28,12.16
2019-01-29,12.79
2019-01-30,13.14
2019-01-31,13.21
2019-02-01,13.49
2019-02-04,13.27
2019-02-05,13.1
2019-02-06,13.42
2019-02-07,13.13
2019-02-08,13.15
2019-02-11,13.24
2019-02-12,13.83
2019-02-13,14.13
2019-02-14,13.46
2019-02-15,14.23
2019-02-19,14.31
2019-02-20,14.45
2019-02-21,14.57
2019-02-22,14.9
2019-02-25,15.0
2019-02-26,14.8
2019-02-27,14.88
2019-02-28,14.42
2019-03-01,14.23
2019-03-04,14.23
2019-03-05,12.36
2019-03-06,11.61
2019-03-07,12.34
2019-03-08,12.37
2019-03-11,12.93
2019-03-12,13.2
2019-03-13,13.64
2019-03-14,12.97
2019-03-15,13.5
2019-03-18,13.39
2019-03-19,13.36
2019-03-20,13.01
2019-03-21,13.36
2019-03-22,12.24
2019-03-25,12.59
2019-03-26,13.03
2019-03-27,12.47
2019-03-28,12.91
2019-03-29,12.79
2019-04-01,13.29
2019-04-02,13.62
2019-04-03,13.62
2019-04-04,13.72
2019-04-05,13.4
2019-04-08,13.85
2019-04-09,13.75
2019-04-10,13.82
2019-04-11,13.84
2019-04-12,13.78
2019-04-15,13.98
2019-04-16,14.04
2019-04-17,13.98
2019-04-18,13.93
2019-04-22,12.4
2019-04-23,12.46
2019-04-24,12.2
2019-04-25,11.68
2019-04-26,11.74
2019-04-29,11.8
2019-04-30,11.45
2019-05-01,11.14
2019-05-02,11.7
2019-05-03,12.49
2019-05-06,12.22
2019-05-07,12.27
2019-05-08,12.16
2019-05-09,12.08
2019-05-10,12.11
2019-05-13,11.37
2019-05-14,11.46
2019-05-15,11.25
2019-05-16,11.39
2019-05-17,10.95
2019-05-20,10.86
2019-05-21,10.59
2019-05-22,10.43
2019-05-23,9.91
2019-05-24,10.21
2019-05-28,10.2
2019-05-29,10.16
2019-05-30,10.24
2019-05-31,9.91
2019-06-03,10.1
2019-06-04,10.35
2019-06-05,10.2
2019-06-06,10.22
2019-06-07,10.47
2019-06-10,10.44
2019-06-11,10.5
2019-06-12,10.48
2019-06-13,11.13
2019-06-14,10.9
2019-06-17,10.81
2019-06-18,10.96
2019-06-19,11.39
2019-06-20,11.38
2019-06-21,11.6
2019-06-24,11.29
2019-06-25,11.07
2019-06-26,11.17
2019-06-27,11.2
2019-06-28,11.5
2019-07-01,11.49
2019-07-02,11.48
2019-07-03,11.53
2019-07-05,11.52
2019-07-08,11.51
2019-07-09,11.5
2019-07-10,11.28
