Date,ARII
2012-06-18,25.76
2012-06-19,26.24
2012-06-20,26.17
2012-06-21,25.35
2012-06-22,25.42
2012-06-25,24.66
2012-06-26,25.299999
2012-06-27,25.48
2012-06-28,25.950001
2012-06-29,27.1
2012-07-02,27.0
2012-07-03,27.15
2012-07-05,26.92
2012-07-06,26.190001000000002
2012-07-09,26.0
2012-07-10,25.700001
2012-07-11,24.370001000000002
2012-07-12,24.4
2012-07-13,26.35
2012-07-16,26.9
2012-07-17,25.85
2012-07-18,26.24
2012-07-19,25.74
2012-07-20,25.6
2012-07-23,25.02
2012-07-24,25.440001000000002
2012-07-25,25.57
2012-07-26,26.200001
2012-07-27,29.57
2012-07-30,29.459999
2012-07-31,30.43
2012-08-01,29.129998999999998
2012-08-02,29.42
2012-08-03,30.440001000000002
2012-08-06,30.139999
2012-08-07,29.780001000000002
2012-08-08,29.27
2012-08-09,29.700001
2012-08-10,29.790001
2012-08-13,29.549999
2012-08-14,30.129998999999998
2012-08-15,30.08
2012-08-16,30.02
2012-08-17,30.110001
2012-08-20,30.139999
2012-08-21,30.290001
2012-08-22,30.17
2012-08-23,30.01
2012-08-24,29.530001000000002
2012-08-27,29.1
2012-08-28,28.620001000000002
2012-08-29,29.34
2012-08-30,28.290001
2012-08-31,28.540001
2012-09-04,28.66
2012-09-05,28.219998999999998
2012-09-06,30.139999
2012-09-07,30.799999
2012-09-10,30.68
2012-09-11,31.18
2012-09-12,30.77
2012-09-13,30.790001
2012-09-14,32.119999
2012-09-17,31.93
2012-09-18,31.57
2012-09-19,32.529999
2012-09-20,31.370001000000002
2012-09-21,31.200001
2012-09-24,30.5
2012-09-25,30.860001
2012-09-26,28.85
2012-09-27,28.83
2012-09-28,28.34
2012-10-01,28.43
2012-10-02,28.83
2012-10-03,28.709999
2012-10-04,28.469998999999998
2012-10-05,28.709999
2012-10-08,28.620001000000002
2012-10-09,28.6
2012-10-10,28.58
2012-10-11,28.540001
2012-10-12,28.24
2012-10-15,28.870001000000002
2012-10-16,29.92
2012-10-17,30.860001
2012-10-18,30.860001
2012-10-19,30.16
2012-10-22,30.32
2012-10-23,31.16
2012-10-24,30.060699
2012-10-25,28.6
2012-10-26,29.4
2012-10-31,29.379998999999998
2012-11-01,29.68
2012-11-02,28.690001000000002
2012-11-05,28.5
2012-11-06,28.959999
2012-11-07,27.459999
2012-11-08,27.0
2012-11-09,26.99
2012-11-12,26.48
2012-11-13,31.16
2012-11-14,29.51
2012-11-15,28.65
2012-11-16,28.68
2012-11-19,29.1
2012-11-20,28.799999
2012-11-21,29.200001
2012-11-23,29.42
2012-11-26,29.280001000000002
2012-11-27,29.040001
2012-11-28,30.76
2012-11-29,30.68
2012-11-30,30.73
2012-12-03,30.67
2012-12-04,31.360001
2012-12-05,31.120001000000002
2012-12-06,31.24
2012-12-07,30.889999
2012-12-10,31.83
2012-12-11,32.169998
2012-12-12,31.889999
2012-12-13,31.209999
2012-12-14,31.5
2012-12-17,32.220001
2012-12-18,34.360001000000004
2012-12-19,36.0
2012-12-20,33.110001000000004
2012-12-21,32.240002000000004
2012-12-24,31.120001000000002
2012-12-26,31.35
2012-12-27,31.379998999999998
2012-12-28,30.93
2012-12-31,31.73
2013-01-02,32.560001
2013-01-03,32.18
2013-01-04,32.369999
2013-01-07,32.450001
2013-01-08,33.57
2013-01-09,33.48
