Date,TSM
1997-10-09,6.323565
1997-10-10,6.61583
1997-10-13,6.469697
1997-10-14,6.204001
1997-10-15,6.031299
1997-10-16,5.845312
1997-10-17,5.340489
1997-10-20,4.67625
1997-10-21,5.340489
1997-10-22,4.7161040000000005
1997-10-23,4.437123000000001
1997-10-24,4.197997
1997-10-27,3.6400349999999997
1997-10-28,4.463693
1997-10-29,4.051864
1997-10-30,3.945585
1997-10-31,4.197997
1997-11-03,4.822382
1997-11-04,4.822382
1997-11-05,5.207642
1997-11-06,5.181072
1997-11-07,5.061509
1997-11-10,5.088078
1997-11-11,4.9818
1997-11-12,4.702819
1997-11-13,4.662965
1997-11-14,4.662965
1997-11-17,4.9950849999999996
1997-11-18,4.67625
1997-11-19,4.5434019999999995
1997-11-20,4.437123000000001
1997-11-21,4.662965
1997-11-24,4.556686
1997-11-25,4.67625
1997-11-26,4.596541
1997-11-28,4.67625
1997-12-01,4.463693
1997-12-02,4.463693
1997-12-03,4.490263
1997-12-04,4.67625
1997-12-05,4.689534
1997-12-08,4.888806
1997-12-09,4.67625
1997-12-10,4.476978
1997-12-11,4.277705999999999
1997-12-12,4.237851
1997-12-15,3.8791620000000004
1997-12-16,3.998725
1997-12-17,3.865877
1997-12-18,3.7197440000000004
1997-12-19,3.945585
1997-12-22,3.905731
1997-12-23,3.786168
1997-12-24,3.772883
1997-12-26,3.826022
1997-12-29,3.852592
1997-12-30,3.98544
1997-12-31,3.865877
1998-01-02,3.9190160000000005
1998-01-05,3.905731
1998-01-06,3.826022
1998-01-07,3.4540480000000002
1998-01-08,3.29463
1998-01-09,3.095358
1998-01-12,3.201637
1998-01-13,3.573611
1998-01-14,3.6400349999999997
1998-01-15,3.586896
1998-01-16,3.7064589999999997
1998-01-20,3.9190160000000005
1998-01-21,3.998725
1998-01-22,4.105003
1998-01-23,4.197997
1998-01-26,4.516832
1998-01-27,4.64968
1998-01-28,4.888806
1998-01-29,4.67625
1998-01-30,5.048223999999999
1998-02-02,5.207642
1998-02-03,5.553046
1998-02-04,5.247496
1998-02-05,5.28735
1998-02-06,5.260781
1998-02-09,5.074794
1998-02-10,5.234211
1998-02-11,5.393629
1998-02-12,5.632755
1998-02-13,5.499907
1998-02-17,5.699179
1998-02-18,5.792173
1998-02-19,5.925021
1998-02-20,5.765603
1998-02-23,5.632755
1998-02-24,5.752318
1998-02-25,6.177432
1998-02-26,6.323565
1998-02-27,6.097723
1998-03-02,5.991445
1998-03-03,5.938305000000001
1998-03-04,5.64604
1998-03-05,5.1279330000000005
1998-03-06,5.606185
1998-03-09,5.446768
1998-03-10,5.566331
1998-03-11,5.792173
1998-03-12,5.712464
1998-03-13,5.712464
1998-03-16,5.685894
1998-03-17,5.460053
1998-03-18,5.340489
1998-03-19,5.473338
1998-03-20,5.460053
1998-03-23,5.3139199999999995
1998-03-24,5.499907
1998-03-25,5.739033999999999
1998-03-26,5.699179
1998-03-27,5.685894
1998-03-30,5.592901
1998-03-31,5.499907
1998-04-01,5.460053
1998-04-02,5.446768
1998-04-03,5.393629
1998-04-06,5.380344
1998-04-07,5.207642
1998-04-08,5.260781
1998-04-09,5.220926
1998-04-13,4.9818
1998-04-14,5.074794
1998-04-15,5.1279330000000005
1998-04-16,4.968515
1998-04-17,4.835667
1998-04-20,4.8090980000000005
1998-04-21,4.9950849999999996
1998-04-22,5.274065
1998-04-23,5.167787000000001
1998-04-24,5.274065
1998-04-27,5.034939
1998-04-28,5.194357
1998-04-29,5.181072
1998-04-30,5.220926
1998-05-01,5.154502
1998-05-04,5.220926
1998-05-05,5.1279330000000005
1998-05-06,5.141218
1998-05-07,5.114648000000001
1998-05-08,5.114648000000001
1998-05-11,5.167787000000001
1998-05-12,5.101363
1998-05-13,5.101363
1998-05-14,5.114648000000001
1998-05-15,5.034939
1998-05-18,4.902091
1998-05-19,4.848952
1998-05-20,4.8090980000000005
1998-05-21,4.782528
1998-05-22,4.822382
1998-05-26,4.251136
1998-05-27,4.051864
1998-05-28,4.051864
1998-05-29,4.01201
1998-06-01,3.772883
1998-06-02,3.666605
1998-06-03,3.7994529999999997
1998-06-04,3.746314
1998-06-05,3.865877
1998-06-08,3.826022
1998-06-09,3.7197440000000004
1998-06-10,3.507187
1998-06-11,3.4407629999999996
1998-06-12,3.480618
1998-06-15,3.467333
1998-06-16,3.666605
1998-06-17,3.9588699999999997
1998-06-18,3.9190160000000005
1998-06-19,3.998725
1998-06-22,3.826022
1998-06-23,3.8791620000000004
1998-06-24,3.839307
1998-06-25,3.839307
1998-06-26,3.9190160000000005
1998-06-29,3.693174
1998-06-30,3.586896
1998-07-01,3.693174
1998-07-02,3.62675
1998-07-06,3.533757
1998-07-07,3.7197440000000004
1998-07-08,3.852592
1998-07-09,3.9323010000000003
1998-07-10,3.733029
1998-07-13,3.5603260000000003
1998-07-14,3.6134660000000003
1998-07-15,3.746314
1998-07-16,4.197997
1998-07-17,4.131573
1998-07-20,4.144857
1998-07-21,4.051864
1998-07-22,4.01201
1998-07-23,3.8791620000000004
1998-07-24,3.998725
1998-07-27,3.945585
1998-07-28,3.905731
1998-07-29,3.945585
1998-07-30,3.98544
1998-07-31,3.905731
1998-08-03,3.7064589999999997
1998-08-04,3.733029
1998-08-05,3.7595980000000004
1998-08-06,3.905731
1998-08-07,3.9721550000000003
1998-08-10,3.772883
1998-08-11,3.62675
1998-08-12,3.852592
1998-08-13,3.8127379999999995
1998-08-14,3.9721550000000003
1998-08-17,3.9721550000000003
1998-08-18,3.9721550000000003
1998-08-19,3.945585
1998-08-20,3.826022
1998-08-21,3.693174
1998-08-24,3.5603260000000003
1998-08-25,3.7197440000000004
1998-08-26,3.5443849999999997
1998-08-27,3.428807
1998-08-28,3.428807
1998-08-31,3.2747029999999997
1998-09-01,3.197651
1998-09-02,3.178388
1998-09-03,3.101336
1998-09-04,3.1206
1998-09-08,3.467333
1998-09-09,3.390281
