Date,LM
1994-09-26,5.1875
1994-09-27,5.125
1994-09-28,5.15625
1994-09-29,5.15625
1994-09-30,5.09375
1994-10-03,5.15625
1994-10-04,5.15625
1994-10-05,5.125
1994-10-06,5.21875
1994-10-07,5.125
1994-10-10,5.09375
1994-10-11,5.0
1994-10-12,5.03125
1994-10-13,5.15625
1994-10-14,5.1875
1994-10-17,5.3125
1994-10-18,5.3125
1994-10-19,5.25
1994-10-20,5.03125
1994-10-21,5.125
1994-10-24,5.1875
1994-10-25,5.0
1994-10-26,5.0625
1994-10-27,5.0625
1994-10-28,5.21875
1994-10-31,5.25
1994-11-01,5.21875
1994-11-02,5.21875
1994-11-03,5.1875
1994-11-04,5.0
1994-11-07,4.96875
1994-11-08,5.09375
1994-11-09,5.125
1994-11-10,5.25
1994-11-11,5.15625
1994-11-14,5.1875
1994-11-15,5.25
1994-11-16,5.25
1994-11-17,5.28125
1994-11-18,5.28125
1994-11-21,5.21875
1994-11-22,5.21875
1994-11-23,5.1875
1994-11-25,5.25
1994-11-28,5.34375
1994-11-29,5.3125
1994-11-30,5.40625
1994-12-01,5.5
1994-12-02,5.46875
1994-12-05,5.375
1994-12-06,5.34375
1994-12-07,5.34375
1994-12-08,5.25
1994-12-09,5.1875
1994-12-12,5.15625
1994-12-13,5.1875
1994-12-14,5.1875
1994-12-15,5.34375
1994-12-16,5.28125
1994-12-19,5.21875
1994-12-20,5.21875
1994-12-21,5.21875
1994-12-22,5.15625
1994-12-23,5.15625
1994-12-27,5.1875
1994-12-28,5.15625
1994-12-29,5.21875
1994-12-30,5.3125
1995-01-03,5.28125
1995-01-04,5.34375
1995-01-05,5.40625
1995-01-06,5.40625
1995-01-09,5.40625
1995-01-10,5.40625
1995-01-11,5.4375
1995-01-12,5.5
1995-01-13,5.34375
1995-01-16,5.59375
1995-01-17,5.59375
1995-01-18,5.59375
1995-01-19,5.53125
1995-01-20,5.34375
1995-01-23,5.25
1995-01-24,5.1875
1995-01-25,5.21875
1995-01-26,5.1875
1995-01-27,5.15625
1995-01-30,5.1875
1995-01-31,5.25
1995-02-01,5.21875
1995-02-02,5.34375
1995-02-03,5.53125
1995-02-06,5.53125
1995-02-07,5.53125
1995-02-08,5.5
1995-02-09,5.5
1995-02-10,5.59375
1995-02-13,5.5625
1995-02-14,5.65625
1995-02-15,5.6875
1995-02-16,5.71875
1995-02-17,5.6875
1995-02-21,5.65625
1995-02-22,5.625
1995-02-23,5.65625
1995-02-24,5.6875
1995-02-27,5.625
1995-02-28,5.65625
1995-03-01,5.625
1995-03-02,5.65625
1995-03-03,5.75
1995-03-06,5.75
1995-03-07,5.84375
1995-03-08,5.84375
1995-03-09,5.875
1995-03-10,5.78125
1995-03-13,5.75
1995-03-14,5.8125
1995-03-15,5.78125
1995-03-16,5.8125
1995-03-17,5.8125
1995-03-20,5.78125
1995-03-21,5.75
1995-03-22,5.75
1995-03-23,5.78125
1995-03-24,5.78125
1995-03-27,5.875
1995-03-28,5.875
1995-03-29,5.875
1995-03-30,5.90625
1995-03-31,5.90625
1995-04-03,5.78125
1995-04-04,5.84375
1995-04-05,5.875
1995-04-06,5.875
1995-04-07,5.875
1995-04-10,5.875
1995-04-11,6.0
1995-04-12,6.0
1995-04-13,5.96875
1995-04-17,5.9375
1995-04-18,5.9375
1995-04-19,5.84375
1995-04-20,5.90625
1995-04-21,5.96875
1995-04-24,5.90625
1995-04-25,6.09375
1995-04-26,6.15625
1995-04-27,6.15625
1995-04-28,6.15625
1995-05-01,6.125
1995-05-02,6.0625
1995-05-03,6.09375
1995-05-04,6.125
1995-05-05,6.125
1995-05-08,6.125
1995-05-09,6.28125
1995-05-10,6.40625
1995-05-11,6.40625
1995-05-12,6.46875
1995-05-15,6.53125
1995-05-16,6.65625
1995-05-17,6.59375
1995-05-18,6.53125
1995-05-19,6.3125
1995-05-22,6.3125
1995-05-23,6.65625
1995-05-24,6.75
1995-05-25,6.75
1995-05-26,6.71875
1995-05-30,6.75
1995-05-31,6.75
1995-06-01,6.71875
1995-06-02,6.84375
1995-06-05,6.84375
1995-06-06,6.9375
1995-06-07,6.96875
1995-06-08,7.03125
1995-06-09,6.96875
1995-06-12,6.96875
1995-06-13,6.8125
1995-06-14,6.78125
1995-06-15,6.78125
1995-06-16,6.75
1995-06-19,6.90625
1995-06-20,6.96875
1995-06-21,7.09375
1995-06-22,7.09375
1995-06-23,7.03125
1995-06-26,6.96875
1995-06-27,6.84375
1995-06-28,6.78125
1995-06-29,6.75
1995-06-30,6.75
1995-07-03,6.71875
1995-07-05,6.6875
1995-07-06,6.75
1995-07-07,6.875
1995-07-10,6.84375
1995-07-11,6.875
1995-07-12,6.90625
1995-07-13,6.9375
1995-07-14,6.875
1995-07-17,6.84375
1995-07-18,6.84375
1995-07-19,6.75
1995-07-20,6.71875
1995-07-21,6.65625
1995-07-24,6.71875
1995-07-25,6.9375
1995-07-26,6.96875
1995-07-27,7.15625
1995-07-28,7.1875
1995-07-31,7.21875
1995-08-01,7.25
1995-08-02,7.28125
1995-08-03,7.25
1995-08-04,7.34375
1995-08-07,7.40625
1995-08-08,7.375
1995-08-09,7.40625
1995-08-10,7.4375
1995-08-11,7.40625
1995-08-14,7.3125
1995-08-15,7.4375
1995-08-16,7.34375
1995-08-17,7.375
1995-08-18,7.34375
1995-08-21,7.34375
1995-08-22,7.28125
1995-08-23,7.1875
1995-08-24,7.125
1995-08-25,7.125
1995-08-28,7.0625
1995-08-29,7.15625
1995-08-30,7.25
1995-08-31,7.375
1995-09-01,7.5
1995-09-05,7.65625
1995-09-06,7.5625
1995-09-07,7.53125
1995-09-08,7.5
1995-09-11,7.46875
1995-09-12,7.5
1995-09-13,7.46875
1995-09-14,7.5
1995-09-15,7.5
1995-09-18,7.5
1995-09-19,7.5
1995-09-20,7.5
1995-09-21,7.53125
1995-09-22,7.53125
1995-09-25,7.4375
1995-09-26,7.46875
1995-09-27,7.46875
1995-09-28,7.40625
1995-09-29,7.4375
1995-10-02,7.375
1995-10-03,7.375
1995-10-04,7.3125
1995-10-05,7.21875
1995-10-06,7.3125
1995-10-09,7.3125
1995-10-10,7.25
1995-10-11,7.375
1995-10-12,7.3125
1995-10-13,7.3125
1995-10-16,7.375
1995-10-17,7.34375
1995-10-18,7.34375
1995-10-19,7.4375
1995-10-20,7.46875
1995-10-23,7.34375
1995-10-24,7.375
1995-10-25,7.3125
1995-10-26,7.25
1995-10-27,7.15625
1995-10-30,7.03125
1995-10-31,7.1875
1995-11-01,7.1875
1995-11-02,7.375
1995-11-03,7.40625
1995-11-06,7.40625
1995-11-07,7.375
1995-11-08,7.46875
1995-11-09,7.5
1995-11-10,7.5
1995-11-13,7.5
1995-11-14,7.4375
1995-11-15,7.5625
1995-11-16,7.84375
1995-11-17,7.75
1995-11-20,7.6875
1995-11-21,7.65625
1995-11-22,7.625
1995-11-24,7.59375
1995-11-27,7.53125
1995-11-28,7.5
1995-11-29,7.5
1995-11-30,7.4375
1995-12-01,7.375
1995-12-04,7.46875
1995-12-05,7.5625
1995-12-06,7.53125
1995-12-07,7.46875
1995-12-08,7.375
1995-12-11,7.34375
1995-12-12,7.28125
1995-12-13,7.21875
1995-12-14,7.25
1995-12-15,7.25
1995-12-18,7.125
1995-12-19,7.0625
1995-12-20,7.03125
1995-12-21,7.09375
1995-12-22,6.96875
1995-12-26,6.84375
1995-12-27,6.875
1995-12-28,6.875
1995-12-29,6.875
1996-01-02,6.9375
1996-01-03,7.0625
1996-01-04,7.03125
1996-01-05,7.0
1996-01-08,7.0
1996-01-09,6.9375
1996-01-10,6.9375
1996-01-11,7.0
1996-01-12,6.90625
1996-01-15,6.8125
1996-01-16,6.71875
1996-01-17,6.75
1996-01-18,6.65625
1996-01-19,6.84375
1996-01-22,6.96875
1996-01-23,7.0
1996-01-24,7.0
1996-01-25,7.0625
1996-01-26,7.25
1996-01-29,7.28125
1996-01-30,7.21875
1996-01-31,7.53125
1996-02-01,7.6875
1996-02-02,7.5625
1996-02-05,7.4375
1996-02-06,7.5625
1996-02-07,7.59375
1996-02-08,7.59375
1996-02-09,7.625
1996-02-12,7.5625
1996-02-13,7.6875
1996-02-14,7.75
1996-02-15,7.71875
1996-02-16,7.78125
1996-02-20,7.71875
1996-02-21,7.6875
1996-02-22,7.65625
1996-02-23,7.5625
1996-02-26,7.46875
1996-02-27,7.53125
1996-02-28,7.5625
1996-02-29,7.53125
1996-03-01,7.375
1996-03-04,7.5
1996-03-05,7.5
1996-03-06,7.46875
1996-03-07,7.46875
1996-03-08,7.34375
1996-03-11,7.28125
1996-03-12,7.3125
1996-03-13,7.25
1996-03-14,7.15625
1996-03-15,7.09375
1996-03-18,7.15625
1996-03-19,7.21875
1996-03-20,7.21875
1996-03-21,7.21875
1996-03-22,7.21875
1996-03-25,7.1875
1996-03-26,7.1875
1996-03-27,7.125
1996-03-28,7.1875
1996-03-29,7.28125
1996-04-01,7.40625
1996-04-02,7.40625
1996-04-03,7.46875
1996-04-04,7.4375
1996-04-08,7.25
1996-04-09,7.21875
1996-04-10,7.0625
1996-04-11,6.9375
1996-04-12,6.9375
1996-04-15,7.1875
1996-04-16,7.1875
1996-04-17,7.09375
1996-04-18,7.25
1996-04-19,7.34375
1996-04-22,7.40625
1996-04-23,7.34375
1996-04-24,7.28125
1996-04-25,7.21875
1996-04-26,7.125
1996-04-29,7.09375
1996-04-30,7.1875
1996-05-01,7.25
1996-05-02,7.4375
1996-05-03,7.4375
1996-05-06,7.53125
1996-05-07,7.59375
1996-05-08,7.5625
1996-05-09,7.625
1996-05-10,7.625
1996-05-13,8.0
1996-05-14,8.34375
1996-05-15,8.25
1996-05-16,8.3125
1996-05-17,8.375
1996-05-20,8.40625
1996-05-21,8.40625
1996-05-22,8.34375
1996-05-23,8.375
1996-05-24,8.34375
1996-05-28,8.34375
1996-05-29,8.34375
1996-05-30,8.34375
1996-05-31,8.34375
1996-06-03,8.28125
1996-06-04,8.3125
1996-06-05,8.3125
1996-06-06,8.3125
1996-06-07,8.21875
1996-06-10,8.21875
1996-06-11,8.09375
1996-06-12,8.125
1996-06-13,8.125
1996-06-14,8.09375
1996-06-17,8.0625
1996-06-18,8.03125
1996-06-19,7.9375
1996-06-20,7.8125
1996-06-21,7.75
1996-06-24,7.875
1996-06-25,7.96875
1996-06-26,7.875
1996-06-27,7.96875
1996-06-28,8.0625
1996-07-01,8.25
1996-07-02,8.5
1996-07-03,8.28125
1996-07-05,8.15625
1996-07-08,7.96875
1996-07-09,7.875
1996-07-10,7.84375
1996-07-11,7.78125
1996-07-12,7.71875
1996-07-15,7.6875
1996-07-16,7.65625
1996-07-17,7.65625
1996-07-18,7.625
1996-07-19,7.5625
1996-07-22,7.5625
1996-07-23,7.28125
1996-07-24,7.21875
1996-07-25,7.21875
1996-07-26,7.15625
1996-07-29,7.125
1996-07-30,7.03125
1996-07-31,7.125
1996-08-01,7.5
1996-08-02,7.8125
1996-08-05,7.84375
1996-08-06,7.75
1996-08-07,7.71875
1996-08-08,7.625
1996-08-09,7.6875
1996-08-12,7.6875
1996-08-13,7.75
1996-08-14,7.71875
1996-08-15,7.6875
1996-08-16,7.65625
1996-08-19,7.65625
1996-08-20,7.625
1996-08-21,7.40625
1996-08-22,7.59375
1996-08-23,7.59375
1996-08-26,7.5625
1996-08-27,7.5625
1996-08-28,7.5625
1996-08-29,7.5625
1996-08-30,7.59375
1996-09-03,7.5
1996-09-04,7.5
1996-09-05,7.53125
1996-09-06,7.8125
1996-09-09,8.0625
1996-09-10,8.03125
1996-09-11,7.96875
1996-09-12,7.9375
1996-09-13,8.125
1996-09-16,8.0
1996-09-17,8.0
1996-09-18,7.90625
1996-09-19,7.84375
1996-09-20,7.9375
1996-09-23,8.03125
1996-09-24,8.03125
1996-09-25,8.03125
1996-09-26,8.03125
1996-09-27,8.0
1996-09-30,8.0
1996-10-01,8.0
1996-10-02,8.0625
1996-10-03,8.1875
1996-10-04,8.34375
1996-10-07,8.28125
1996-10-08,8.1875
1996-10-09,8.1875
1996-10-10,8.3125
1996-10-11,8.375
1996-10-14,8.28125
1996-10-15,8.28125
1996-10-16,8.15625
1996-10-17,8.34375
1996-10-18,8.40625
1996-10-21,8.53125
1996-10-22,8.46875
1996-10-23,8.3125
1996-10-24,8.21875
1996-10-25,8.125
1996-10-28,8.0
1996-10-29,8.09375
1996-10-30,8.03125
1996-10-31,8.0625
1996-11-01,8.21875
1996-11-04,8.375
1996-11-05,8.625
1996-11-06,8.84375
1996-11-07,9.0
1996-11-08,9.25
1996-11-11,9.125
1996-11-12,9.15625
1996-11-13,9.15625
1996-11-14,9.21875
1996-11-15,9.375
1996-11-18,9.53125
1996-11-19,9.46875
1996-11-20,9.375
1996-11-21,9.4375
1996-11-22,9.5625
1996-11-25,9.78125
1996-11-26,9.71875
1996-11-27,9.6875
1996-11-29,9.71875
1996-12-02,9.71875
1996-12-03,9.5
1996-12-04,9.40625
1996-12-05,9.375
1996-12-06,9.5
1996-12-09,9.4375
1996-12-10,9.4375
1996-12-11,9.375
1996-12-12,9.21875
1996-12-13,9.0
1996-12-16,9.125
1996-12-17,9.34375
1996-12-18,9.5
1996-12-19,9.5
1996-12-20,9.53125
1996-12-23,9.53125
1996-12-24,9.5625
1996-12-26,9.625
1996-12-27,9.625
1996-12-30,9.6875
1996-12-31,9.625
1997-01-02,9.46875
1997-01-03,9.6875
1997-01-06,9.6875
1997-01-07,9.75
1997-01-08,9.96875
1997-01-09,10.5
1997-01-10,10.5
1997-01-13,10.625
1997-01-14,10.5625
1997-01-15,10.5
1997-01-16,10.40625
1997-01-17,10.46875
1997-01-20,10.6875
1997-01-21,11.03125
1997-01-22,11.5625
1997-01-23,11.78125
1997-01-24,11.625
1997-01-27,11.40625
1997-01-28,11.4375
1997-01-29,11.40625
1997-01-30,11.40625
1997-01-31,11.3125
1997-02-03,11.5
1997-02-04,11.40625
1997-02-05,11.84375
1997-02-06,12.25
1997-02-07,12.21875
1997-02-10,12.0
1997-02-11,11.84375
1997-02-12,11.875
1997-02-13,12.28125
1997-02-14,12.34375
1997-02-18,12.46875
1997-02-19,12.78125
1997-02-20,12.3125
1997-02-21,12.15625
1997-02-24,12.125
1997-02-25,12.09375
1997-02-26,11.75
1997-02-27,11.59375
1997-02-28,11.125
1997-03-03,11.40625
1997-03-04,11.75
1997-03-05,11.9375
1997-03-06,12.0
1997-03-07,12.09375
1997-03-10,12.0625
1997-03-11,12.1875
1997-03-12,12.03125
1997-03-13,11.6875
1997-03-14,11.71875
1997-03-17,11.5
1997-03-18,11.34375
1997-03-19,11.21875
1997-03-20,11.25
1997-03-21,11.28125
1997-03-24,10.96875
1997-03-25,11.25
1997-03-26,11.03125
1997-03-27,10.875
1997-03-31,10.5625
1997-04-01,10.59375
1997-04-02,10.625
1997-04-03,10.96875
1997-04-04,11.25
1997-04-07,12.25
1997-04-08,12.125
1997-04-09,12.375
1997-04-10,11.8125
1997-04-11,11.59375
1997-04-14,11.625
1997-04-15,11.65625
1997-04-16,11.875
1997-04-17,11.96875
1997-04-18,11.78125
1997-04-21,11.6875
1997-04-22,11.6875
1997-04-23,11.53125
1997-04-24,11.375
1997-04-25,11.4375
1997-04-28,11.71875
1997-04-29,11.9375
1997-04-30,11.875
1997-05-01,11.875
1997-05-02,12.28125
1997-05-05,12.46875
1997-05-06,12.15625
1997-05-07,11.90625
1997-05-08,11.875
1997-05-09,12.09375
1997-05-12,12.0
1997-05-13,12.0
1997-05-14,11.78125
1997-05-15,11.65625
1997-05-16,11.6875
1997-05-19,11.625
1997-05-20,11.59375
1997-05-21,11.5
1997-05-22,11.375
1997-05-23,11.59375
1997-05-27,11.40625
1997-05-28,11.46875
1997-05-29,11.40625
1997-05-30,11.53125
1997-06-02,11.625
1997-06-03,11.59375
1997-06-04,11.53125
1997-06-05,11.59375
1997-06-06,11.5625
1997-06-09,12.28125
1997-06-10,12.28125
1997-06-11,12.28125
1997-06-12,12.53125
1997-06-13,12.96875
1997-06-16,13.03125
1997-06-17,12.9375
1997-06-18,13.09375
1997-06-19,13.25
1997-06-20,13.0
1997-06-23,12.875
1997-06-24,12.703125
1997-06-25,12.71875
1997-06-26,12.65625
1997-06-27,12.84375
1997-06-30,13.453125
1997-07-01,13.21875
1997-07-02,13.171875
1997-07-03,13.25
1997-07-07,13.296875
1997-07-08,13.375
1997-07-09,13.109375
1997-07-10,13.21875
1997-07-11,13.25
1997-07-14,13.25
1997-07-15,13.390625
1997-07-16,13.859375
1997-07-17,13.828125
1997-07-18,13.546875
1997-07-21,13.78125
1997-07-22,14.0
1997-07-23,14.3125
1997-07-24,14.578125
1997-07-25,14.640625
1997-07-28,14.90625
1997-07-29,14.96875
1997-07-30,15.0
1997-07-31,15.40625
1997-08-01,15.1875
1997-08-04,14.96875
1997-08-05,14.984375
1997-08-06,15.015625
1997-08-07,15.015625
1997-08-08,14.359375
1997-08-11,14.609375
1997-08-12,14.78125
1997-08-13,14.5625
1997-08-14,14.46875
1997-08-15,14.265625
1997-08-18,14.171875
1997-08-19,14.625
1997-08-20,15.0625
1997-08-21,15.140625
1997-08-22,14.96875
1997-08-25,14.9375
1997-08-26,14.859375
1997-08-27,15.0625
1997-08-28,15.109375
1997-08-29,15.4375
1997-09-02,15.6875
1997-09-03,15.609375
1997-09-04,15.59375
1997-09-05,15.734375
1997-09-08,15.796875
1997-09-09,15.828125
1997-09-10,15.734375
1997-09-11,15.421875
1997-09-12,15.71875
1997-09-15,15.609375
1997-09-16,16.375
1997-09-17,16.703125
1997-09-18,16.703125
1997-09-19,16.328125
1997-09-22,16.375
1997-09-23,16.484375
1997-09-24,16.875
1997-09-25,16.8125
1997-09-26,17.833334
1997-09-29,17.645834
1997-09-30,17.583334
1997-10-01,17.4375
1997-10-02,17.5
1997-10-03,17.875
1997-10-06,17.895834
1997-10-07,18.041666
1997-10-08,17.916666
1997-10-09,18.1875
1997-10-10,18.041666
1997-10-13,18.0
1997-10-14,17.9375
1997-10-15,18.0
1997-10-16,18.145834
1997-10-17,17.9375
1997-10-20,18.041666
1997-10-21,18.166666
1997-10-22,18.291666
1997-10-23,18.291666
1997-10-24,18.1875
1997-10-27,17.25
1997-10-28,16.708334
1997-10-29,16.3125
1997-10-30,16.4375
1997-10-31,16.354166
1997-11-03,17.041666
1997-11-04,16.666666
1997-11-05,17.083334
1997-11-06,16.875
1997-11-07,16.625
1997-11-10,16.083334
1997-11-11,15.979167000000002
1997-11-12,15.3125
1997-11-13,15.041667000000002
1997-11-14,15.4375
1997-11-17,16.0625
1997-11-18,15.520832999999998
1997-11-19,15.666667000000002
1997-11-20,16.25
1997-11-21,15.979167000000002
1997-11-24,15.541667000000002
1997-11-25,15.75
1997-11-26,16.083334
1997-11-28,16.125
1997-12-01,16.604166
1997-12-02,16.645834
1997-12-03,16.875
1997-12-04,17.104166
1997-12-05,17.083334
1997-12-08,17.229166
1997-12-09,17.333334
1997-12-10,16.979166
1997-12-11,16.8125
1997-12-12,17.0
1997-12-15,17.625
1997-12-16,17.458334
1997-12-17,17.291666
1997-12-18,17.3125
1997-12-19,16.75
1997-12-22,17.875
1997-12-23,17.666666
1997-12-24,17.4375
1997-12-26,17.4375
1997-12-29,17.916666
1997-12-30,18.604166
1997-12-31,18.645834
1998-01-02,18.395834
1998-01-05,18.895834
1998-01-06,18.666666
1998-01-07,18.0
1998-01-08,17.875
1998-01-09,16.875
1998-01-12,16.708334
1998-01-13,16.6875
1998-01-14,16.75
1998-01-15,16.395834
1998-01-16,16.6875
1998-01-20,16.395834
1998-01-21,16.583334
1998-01-22,16.0625
1998-01-23,15.6875
1998-01-26,15.729167000000002
1998-01-27,15.770832999999998
1998-01-28,16.125
1998-01-29,16.354166
1998-01-30,16.479166
1998-02-02,17.208334
1998-02-03,17.833334
1998-02-04,18.5
1998-02-05,18.375
1998-02-06,18.270834
1998-02-09,18.145834
1998-02-10,18.854166
1998-02-11,18.6875
1998-02-12,19.291666
1998-02-13,19.270834
1998-02-17,18.958334
1998-02-18,19.166666
1998-02-19,19.708334
1998-02-20,19.729166
1998-02-23,19.416666
1998-02-24,19.6875
1998-02-25,19.8125
1998-02-26,19.729166
1998-02-27,19.916666
1998-03-02,19.541666
1998-03-03,19.979166
1998-03-04,19.5625
1998-03-05,19.1875
1998-03-06,19.833334
1998-03-09,19.979166
1998-03-10,19.9375
1998-03-11,20.166666
1998-03-12,20.166666
1998-03-13,20.166666
1998-03-16,20.083334
1998-03-17,20.4375
1998-03-18,20.729166
1998-03-19,21.0625
1998-03-20,20.979166
1998-03-23,21.145834
1998-03-24,20.708334
1998-03-25,20.6875
1998-03-26,20.416666
1998-03-27,20.333334
1998-03-30,19.666666
1998-03-31,19.770834
1998-04-01,19.6875
1998-04-02,20.041666
1998-04-03,20.0625
1998-04-06,20.541666
1998-04-07,20.666666
1998-04-08,20.208334
1998-04-09,21.0
1998-04-13,21.395834
1998-04-14,21.375
1998-04-15,20.854166
1998-04-16,20.020834
1998-04-17,21.208334
1998-04-20,20.666666
1998-04-21,20.958334
1998-04-22,21.166666
1998-04-23,20.229166
1998-04-24,20.0
1998-04-27,19.291666
1998-04-28,19.354166
1998-04-29,19.375
1998-04-30,19.666666
1998-05-01,20.125
1998-05-04,19.833334
1998-05-05,20.333334
1998-05-06,19.604166
1998-05-07,19.625
1998-05-08,20.5
1998-05-11,20.020834
1998-05-12,20.166666
1998-05-13,20.3125
1998-05-14,20.125
1998-05-15,20.041666
1998-05-18,20.125
1998-05-19,20.104166
1998-05-20,20.416666
1998-05-21,20.25
1998-05-22,20.145834
1998-05-26,20.0
1998-05-27,19.458334
1998-05-28,19.958334
1998-05-29,20.104166
1998-06-01,19.708334
1998-06-02,19.854166
1998-06-03,20.020834
1998-06-04,19.916666
1998-06-05,20.083334
1998-06-08,20.25
1998-06-09,20.104166
1998-06-10,19.958334
1998-06-11,19.541666
1998-06-12,19.208334
1998-06-15,18.395834
1998-06-16,18.416666
1998-06-17,18.75
1998-06-18,18.333334
1998-06-19,18.104166
1998-06-22,17.9375
1998-06-23,18.479166
1998-06-24,18.583334
1998-06-25,19.020834
1998-06-26,18.729166
1998-06-29,19.020834
1998-06-30,19.1875
1998-07-01,19.375
1998-07-02,19.4375
1998-07-06,19.4375
1998-07-07,19.708334
1998-07-08,20.125
1998-07-09,19.9375
1998-07-10,19.979166
1998-07-13,19.833334
1998-07-14,19.791666
1998-07-15,19.791666
1998-07-16,19.958334
1998-07-17,20.416666
1998-07-20,20.354166
1998-07-21,20.291666
1998-07-22,20.270834
1998-07-23,20.416666
1998-07-24,20.333334
1998-07-27,20.166666
1998-07-28,20.020834
1998-07-29,20.083334
1998-07-30,20.291666
1998-07-31,20.354166
1998-08-03,19.833334
1998-08-04,19.145834
1998-08-05,19.270834
1998-08-06,19.625
1998-08-07,20.145834
1998-08-10,19.875
1998-08-11,19.458334
1998-08-12,20.166666
1998-08-13,19.895834
1998-08-14,19.895834
1998-08-17,19.895834
1998-08-18,20.166666
1998-08-19,20.333334
1998-08-20,20.229166
1998-08-21,20.0625
1998-08-24,20.041666
1998-08-25,20.0625
1998-08-26,19.625
1998-08-27,17.979166
1998-08-28,17.375
1998-08-31,15.833332999999998
1998-09-01,14.875
1998-09-02,15.5
1998-09-03,15.083332999999998
1998-09-04,14.541667000000002
1998-09-08,15.4375
1998-09-09,14.8125
1998-09-10,13.979167000000002
1998-09-11,14.708332999999998
1998-09-14,15.8125
1998-09-15,16.791666
1998-09-16,16.958334
1998-09-17,16.791666
1998-09-18,16.833334
1998-09-21,16.729166
1998-09-22,17.020834
1998-09-23,18.166666
1998-09-24,17.875
1998-09-25,18.6875
1998-09-28,17.708334
1998-09-29,17.75
1998-09-30,17.541666
1998-10-01,15.958332999999998
1998-10-02,16.0
1998-10-05,15.416667000000002
1998-10-06,15.083332999999998
1998-10-07,13.5
1998-10-08,12.375
1998-10-09,13.0
1998-10-12,13.666667000000002
1998-10-13,13.916667000000002
1998-10-14,13.625
1998-10-15,14.916667000000002
1998-10-16,16.916666
1998-10-19,16.666666
1998-10-20,16.625
1998-10-21,16.291666
1998-10-22,16.875
1998-10-23,16.833334
1998-10-26,17.0
1998-10-27,16.958334
1998-10-28,17.333334
1998-10-29,17.25
1998-10-30,17.708334
1998-11-02,17.208334
1998-11-03,17.041666
1998-11-04,17.625
1998-11-05,17.833334
1998-11-06,17.333334
1998-11-09,16.875
1998-11-10,16.708334
1998-11-11,16.125
1998-11-12,16.458334
1998-11-13,16.583334
1998-11-16,17.458334
1998-11-17,18.333334
1998-11-18,18.208334
1998-11-19,18.083334
1998-11-20,19.166666
1998-11-23,19.833334
1998-11-24,20.0
1998-11-25,19.541666
1998-11-27,19.875
1998-11-30,19.875
1998-12-01,19.333334
1998-12-02,19.5
1998-12-03,18.5
1998-12-04,19.083334
1998-12-07,18.958334
1998-12-08,18.5
1998-12-09,18.0
1998-12-10,17.833334
1998-12-11,18.041666
1998-12-14,17.541666
1998-12-15,18.416666
1998-12-16,18.333334
1998-12-17,18.25
1998-12-18,18.708334
1998-12-21,19.625
1998-12-22,19.041666
1998-12-23,19.208334
1998-12-24,19.333334
1998-12-28,19.916666
1998-12-29,20.333334
1998-12-30,20.75
1998-12-31,21.041666
1999-01-04,21.375
1999-01-05,21.333334
1999-01-06,21.875
1999-01-07,21.875
1999-01-08,21.458334
1999-01-11,21.166666
1999-01-12,20.375
1999-01-13,19.541666
1999-01-14,19.208334
1999-01-15,19.666666
1999-01-19,19.166666
1999-01-20,19.25
1999-01-21,18.666666
1999-01-22,18.875
1999-01-25,19.833334
1999-01-26,20.166666
1999-01-27,19.875
1999-01-28,19.833334
1999-01-29,19.833334
1999-02-01,19.958334
1999-02-02,19.791666
1999-02-03,20.458334
1999-02-04,19.875
1999-02-05,19.583334
1999-02-08,18.916666
1999-02-09,18.916666
1999-02-10,18.166666
1999-02-11,18.541666
1999-02-12,18.5
1999-02-16,18.083334
1999-02-17,18.166666
1999-02-18,18.458334
1999-02-19,18.166666
1999-02-22,18.708334
1999-02-23,18.416666
1999-02-24,19.166666
1999-02-25,18.625
1999-02-26,18.875
1999-03-01,19.083334
1999-03-02,18.958334
1999-03-03,18.666666
1999-03-04,19.625
1999-03-05,20.25
1999-03-08,19.583334
1999-03-09,19.333334
1999-03-10,19.166666
1999-03-11,19.291666
1999-03-12,19.625
1999-03-15,19.958334
1999-03-16,21.333334
1999-03-17,22.0
1999-03-18,22.208334
1999-03-19,22.125
1999-03-22,22.666666
1999-03-23,21.416666
1999-03-24,21.166666
1999-03-25,22.25
1999-03-26,22.541666
1999-03-29,23.833334
1999-03-30,23.791666
1999-03-31,22.458334
1999-04-01,22.916666
1999-04-05,23.666666
1999-04-06,23.791666
1999-04-07,23.958334
1999-04-08,24.5
1999-04-09,25.083334
1999-04-12,26.75
1999-04-13,27.541665999999996
1999-04-14,26.0
1999-04-15,25.375
1999-04-16,24.666666
1999-04-19,23.625
1999-04-20,23.583334
1999-04-21,25.083334
1999-04-22,24.0
1999-04-23,24.958334
1999-04-26,24.541666
1999-04-27,24.416666
1999-04-28,23.75
1999-04-29,24.166666
1999-04-30,23.25
1999-05-03,23.333334
1999-05-04,23.125
1999-05-05,22.541666
1999-05-06,22.333334
1999-05-07,22.416666
1999-05-10,23.416666
1999-05-11,23.625
1999-05-12,23.458334
1999-05-13,24.208334
1999-05-14,23.166666
1999-05-17,23.458334
1999-05-18,24.166666
1999-05-19,23.333334
1999-05-20,23.541666
1999-05-21,22.875
1999-05-24,22.333334
1999-05-25,21.291666
1999-05-26,21.875
1999-05-27,22.375
1999-05-28,22.541666
1999-06-01,21.791666
1999-06-02,21.833334
1999-06-03,21.625
1999-06-04,21.208334
1999-06-07,21.791666
1999-06-08,22.166666
