Date,CFX
2013-02-12,42.360001000000004
2013-02-13,42.419998
2013-02-14,42.25
2013-02-15,42.25
2013-02-19,42.540001000000004
2013-02-20,42.400002
2013-02-21,41.880001
2013-02-22,42.18
2013-02-25,41.619999
2013-02-26,41.75
2013-02-27,42.790001000000004
2013-02-28,43.400002
2013-03-01,43.849998
2013-03-04,43.889998999999996
2013-03-05,44.759997999999996
2013-03-06,44.639998999999996
2013-03-07,44.599998
2013-03-08,46.389998999999996
2013-03-11,46.720001
2013-03-12,47.130001
2013-03-13,47.400002
2013-03-14,48.580002
2013-03-15,48.619999
2013-03-18,47.380001
2013-03-19,47.450001
2013-03-20,47.57
2013-03-21,46.709998999999996
2013-03-22,46.619999
2013-03-25,46.490002000000004
2013-03-26,46.290001000000004
2013-03-27,46.470001
2013-03-28,46.540001000000004
2013-04-01,45.650002
2013-04-02,45.470001
2013-04-03,45.509997999999996
2013-04-04,45.82
2013-04-05,44.990002000000004
2013-04-08,45.98
2013-04-09,45.889998999999996
2013-04-10,46.700001
2013-04-11,46.919998
2013-04-12,46.669998
2013-04-15,43.939999
2013-04-16,44.200001
2013-04-17,43.200001
2013-04-18,42.5
2013-04-19,42.619999
2013-04-22,42.549999
2013-04-23,43.630001
2013-04-24,44.220001
2013-04-25,45.759997999999996
2013-04-26,46.209998999999996
2013-04-29,46.509997999999996
2013-04-30,46.669998
2013-05-01,45.77
2013-05-02,45.900002
2013-05-03,45.82
2013-05-06,46.25
2013-05-07,45.0
2013-05-08,45.98
2013-05-09,45.98
2013-05-10,46.450001
2013-05-13,46.900002
2013-05-14,47.360001000000004
2013-05-15,48.09
2013-05-16,48.290001000000004
2013-05-17,49.0
2013-05-20,49.400002
2013-05-21,49.75
2013-05-22,48.66
2013-05-23,48.990002000000004
2013-05-24,49.16
2013-05-28,49.57
2013-05-29,49.139998999999996
2013-05-30,49.540001000000004
2013-05-31,49.900002
2013-06-03,50.150002
2013-06-04,50.77
2013-06-05,48.799999
2013-06-06,49.299999
2013-06-07,50.529999
2013-06-10,51.560001
2013-06-11,51.009997999999996
2013-06-12,50.990002000000004
2013-06-13,51.799999
2013-06-14,52.209998999999996
2013-06-17,52.599998
2013-06-18,53.25
2013-06-19,52.459998999999996
2013-06-20,51.0
2013-06-21,50.849998
2013-06-24,50.040001000000004
2013-06-25,50.200001
2013-06-26,51.360001000000004
2013-06-27,52.310001
2013-06-28,52.110001000000004
2013-07-01,53.029999
2013-07-02,52.380001
2013-07-03,52.200001
2013-07-05,52.849998
2013-07-08,50.98
2013-07-09,50.75
2013-07-10,50.939999
2013-07-11,51.009997999999996
2013-07-12,52.34
2013-07-15,52.139998999999996
2013-07-16,51.82
2013-07-17,52.189999
2013-07-18,52.720001
2013-07-19,53.169998
2013-07-22,53.220001
2013-07-23,52.419998
2013-07-24,52.34
2013-07-25,52.48
2013-07-26,52.299999
2013-07-29,52.790001000000004
2013-07-30,52.990002000000004
2013-07-31,53.07
2013-08-01,54.630001
2013-08-02,54.450001
2013-08-05,54.57
2013-08-06,53.700001
2013-08-07,52.869999
2013-08-08,52.810001
2013-08-09,52.790001000000004
2013-08-12,52.75
2013-08-13,52.709998999999996
2013-08-14,52.02
2013-08-15,51.470001
2013-08-16,51.77
2013-08-19,51.799999
2013-08-20,52.029999
2013-08-21,51.779999
2013-08-22,53.34
2013-08-23,53.880001
2013-08-26,53.889998999999996
2013-08-27,52.720001
2013-08-28,53.07
2013-08-29,52.790001000000004
2013-08-30,52.09
2013-09-03,53.139998999999996
2013-09-04,53.970001
2013-09-05,53.950001
2013-09-06,54.139998999999996
2013-09-09,54.540001000000004
2013-09-10,55.900002
2013-09-11,55.720001
2013-09-12,55.299999
2013-09-13,55.220001
2013-09-16,55.880001
2013-09-17,56.029999
2013-09-18,57.119999
2013-09-19,57.459998999999996
2013-09-20,56.950001
2013-09-23,56.549999
2013-09-24,56.389998999999996
2013-09-25,56.540001000000004
2013-09-26,56.490002000000004
2013-09-27,56.259997999999996
2013-09-30,56.490002000000004
2013-10-01,57.349998
2013-10-02,57.66
2013-10-03,57.23
2013-10-04,57.689999
2013-10-07,57.619999
2013-10-08,56.5
2013-10-09,55.689999
2013-10-10,56.650002
2013-10-11,56.689999
2013-10-14,56.599998
2013-10-15,55.610001000000004
2013-10-16,55.349998
2013-10-17,54.970001
2013-10-18,55.84
2013-10-21,56.330002
2013-10-22,56.889998999999996
2013-10-23,56.380001
2013-10-24,56.060001
2013-10-25,56.919998
2013-10-28,55.880001
2013-10-29,56.0
2013-10-30,55.599998
2013-10-31,55.959998999999996
2013-11-01,56.189999
2013-11-04,56.720001
2013-11-05,56.25
2013-11-06,56.610001000000004
2013-11-07,55.560001
2013-11-08,56.720001
2013-11-11,57.73
2013-11-12,57.84
2013-11-13,58.57
2013-11-14,58.59
2013-11-15,58.810001
2013-11-18,57.970001
2013-11-19,58.029999
2013-11-20,57.349998
2013-11-21,57.400002
2013-11-22,57.09
2013-11-25,57.400002
2013-11-26,58.689999
2013-11-27,58.529999
2013-11-29,58.080002
2013-12-02,58.779999
2013-12-03,58.630001
2013-12-04,58.459998999999996
2013-12-05,58.669998
2013-12-06,59.450001
2013-12-09,59.619999
2013-12-10,59.52
2013-12-11,58.18
2013-12-12,58.529999
2013-12-13,58.77
2013-12-16,60.34
2013-12-17,61.490002000000004
2013-12-18,62.09
2013-12-19,61.060001
2013-12-20,61.720001
2013-12-23,63.060001
2013-12-24,63.060001
2013-12-26,63.529999
2013-12-27,63.5
2013-12-30,63.549999
2013-12-31,63.689999
2014-01-02,63.189999
2014-01-03,63.349998
2014-01-06,63.0
2014-01-07,63.209998999999996
2014-01-08,63.299999
2014-01-09,63.220001
2014-01-10,63.209998999999996
2014-01-13,62.869999
2014-01-14,64.75
2014-01-15,64.489998
2014-01-16,65.239998
2014-01-17,65.029999
2014-01-21,65.220001
2014-01-22,65.279999
2014-01-23,65.010002
2014-01-24,62.009997999999996
2014-01-27,61.610001000000004
2014-01-28,62.439999
2014-01-29,60.240002000000004
2014-01-30,60.869999
2014-01-31,60.25
2014-02-03,58.560001
2014-02-04,60.549999
2014-02-05,60.150002
2014-02-06,63.560001
2014-02-07,64.370003
2014-02-10,63.450001
2014-02-11,64.0
2014-02-12,65.019997
2014-02-13,69.709999
2014-02-14,68.230003
2014-02-18,69.349998
2014-02-19,69.58000200000001
2014-02-20,69.940002
2014-02-21,69.760002
2014-02-24,70.620003
2014-02-25,70.529999
2014-02-26,70.839996
2014-02-27,72.150002
2014-02-28,71.129997
2014-03-03,70.0
2014-03-04,70.559998
2014-03-05,71.18
2014-03-06,71.529999
2014-03-07,72.08000200000001
2014-03-10,70.75
2014-03-11,69.209999
2014-03-12,68.989998
2014-03-13,67.940002
2014-03-14,67.989998
2014-03-17,69.16999799999999
2014-03-18,70.199997
2014-03-19,70.440002
2014-03-20,70.879997
2014-03-21,71.209999
2014-03-24,70.58000200000001
2014-03-25,70.41999799999999
2014-03-26,69.089996
2014-03-27,69.0
2014-03-28,68.559998
2014-03-31,71.33000200000001
2014-04-01,71.66999799999999
2014-04-02,72.019997
2014-04-03,71.41999799999999
2014-04-04,70.269997
2014-04-07,67.879997
2014-04-08,68.309998
2014-04-09,69.379997
2014-04-10,67.91999799999999
2014-04-11,67.980003
2014-04-14,68.400002
2014-04-15,67.959999
2014-04-16,70.589996
2014-04-17,71.83000200000001
2014-04-21,72.239998
2014-04-22,73.699997
2014-04-23,73.199997
2014-04-24,72.400002
2014-04-25,70.730003
2014-04-28,70.379997
2014-04-29,71.019997
2014-04-30,71.980003
2014-05-01,72.16999799999999
2014-05-02,73.239998
2014-05-05,73.370003
2014-05-06,73.309998
2014-05-07,73.83000200000001
2014-05-08,73.900002
2014-05-09,73.769997
2014-05-12,74.790001
2014-05-13,74.239998
2014-05-14,73.620003
2014-05-15,72.150002
2014-05-16,72.099998
2014-05-19,72.790001
2014-05-20,71.199997
2014-05-21,71.970001
2014-05-22,72.879997
2014-05-23,73.5
2014-05-27,73.779999
2014-05-28,73.519997
2014-05-29,73.400002
2014-05-30,72.790001
2014-06-02,73.739998
2014-06-03,73.290001
2014-06-04,73.400002
2014-06-05,74.620003
2014-06-06,74.800003
2014-06-09,74.910004
2014-06-10,74.33000200000001
2014-06-11,73.900002
2014-06-12,72.720001
2014-06-13,73.16999799999999
2014-06-16,73.050003
2014-06-17,73.720001
2014-06-18,73.959999
2014-06-19,74.0
2014-06-20,74.699997
2014-06-23,74.75
2014-06-24,73.800003
2014-06-25,74.089996
2014-06-26,73.739998
2014-06-27,74.339996
2014-06-30,74.540001
2014-07-01,74.91999799999999
2014-07-02,74.760002
2014-07-03,74.82
2014-07-07,73.949997
2014-07-08,72.970001
2014-07-09,72.610001
2014-07-10,71.529999
2014-07-11,71.58000200000001
2014-07-14,73.290001
2014-07-15,72.449997
2014-07-16,72.699997
2014-07-17,68.57
2014-07-18,67.66999799999999
2014-07-21,68.279999
2014-07-22,68.040001
2014-07-23,68.839996
2014-07-24,69.610001
2014-07-25,68.66999799999999
2014-07-28,67.209999
2014-07-29,65.860001
2014-07-30,65.129997
2014-07-31,62.970001
2014-08-01,63.07
2014-08-04,63.43
2014-08-05,62.310001
2014-08-06,61.73
2014-08-07,61.150002
2014-08-08,62.419998
2014-08-11,62.860001000000004
2014-08-12,62.970001
2014-08-13,63.07
2014-08-14,63.73
2014-08-15,63.959998999999996
2014-08-18,65.32
2014-08-19,64.949997
2014-08-20,65.16999799999999
2014-08-21,64.599998
2014-08-22,64.379997
2014-08-25,64.949997
2014-08-26,64.370003
2014-08-27,64.300003
2014-08-28,63.759997999999996
2014-08-29,63.610001000000004
2014-09-02,63.619999
2014-09-03,63.110001000000004
2014-09-04,63.709998999999996
2014-09-05,64.370003
2014-09-08,64.08000200000001
2014-09-09,63.389998999999996
2014-09-10,63.310001
2014-09-11,63.709998999999996
2014-09-12,63.080002
2014-09-15,61.790001000000004
2014-09-16,62.130001
2014-09-17,61.18
2014-09-18,61.849998
2014-09-19,61.759997999999996
2014-09-22,60.5
2014-09-23,60.200001
2014-09-24,59.380001
2014-09-25,58.93
2014-09-26,59.439999
2014-09-29,57.869999
2014-09-30,56.970001
2014-10-01,55.98
2014-10-02,57.099998
2014-10-03,58.080002
2014-10-06,57.689999
2014-10-07,55.32
2014-10-08,56.209998999999996
2014-10-09,53.610001000000004
2014-10-10,52.259997999999996
2014-10-13,50.880001
2014-10-14,52.369999
2014-10-15,53.049999
2014-10-16,54.810001
2014-10-17,54.75
2014-10-20,54.66
2014-10-21,57.400002
2014-10-22,55.43
2014-10-23,54.029999
2014-10-24,52.59
2014-10-27,51.700001
2014-10-28,52.349998
2014-10-29,52.52
2014-10-30,52.48
2014-10-31,54.380001
2014-11-03,54.049999
2014-11-04,53.5
2014-11-05,54.669998
2014-11-06,54.880001
2014-11-07,54.759997999999996
2014-11-10,54.470001
2014-11-11,53.810001
2014-11-12,53.669998
2014-11-13,53.209998999999996
2014-11-14,53.299999
2014-11-17,51.950001
2014-11-18,51.91
2014-11-19,51.580002
2014-11-20,52.560001
2014-11-21,53.77
2014-11-24,53.939999
2014-11-25,53.889998999999996
2014-11-26,53.349998
2014-11-28,51.529999
2014-12-01,51.169998
2014-12-02,50.439999
2014-12-03,50.799999
2014-12-04,49.810001
2014-12-05,49.849998
2014-12-08,48.209998999999996
2014-12-09,48.639998999999996
2014-12-10,47.990002000000004
2014-12-11,47.990002000000004
2014-12-12,47.360001000000004
2014-12-15,48.549999
2014-12-16,47.810001
2014-12-17,47.200001
2014-12-18,49.509997999999996
2014-12-19,51.59
2014-12-22,52.349998
2014-12-23,52.75
2014-12-24,52.400002
2014-12-26,52.619999
2014-12-29,52.689999
2014-12-30,51.619999
2014-12-31,51.57
2015-01-02,52.139998999999996
2015-01-05,49.259997999999996
2015-01-06,47.73
2015-01-07,47.720001
2015-01-08,47.84
2015-01-09,48.009997999999996
2015-01-12,46.98
2015-01-13,46.990002000000004
2015-01-14,46.240002000000004
2015-01-15,44.84
2015-01-16,44.720001
2015-01-20,44.990002000000004
2015-01-21,45.5
2015-01-22,45.779999
2015-01-23,45.279999
2015-01-26,45.360001000000004
2015-01-27,44.93
2015-01-28,44.029999
2015-01-29,44.720001
2015-01-30,45.310001
2015-02-02,47.43
2015-02-03,49.139998999999996
2015-02-04,48.669998
2015-02-05,48.73
2015-02-06,48.23
2015-02-09,47.57
2015-02-10,46.91
2015-02-11,47.619999
2015-02-12,48.18
2015-02-13,52.02
2015-02-17,51.889998999999996
2015-02-18,52.080002
2015-02-19,52.290001000000004
2015-02-20,52.169998
2015-02-23,51.91
2015-02-24,53.470001
2015-02-25,53.18
2015-02-26,53.209998999999996
2015-02-27,52.68
2015-03-02,52.599998
2015-03-03,52.779999
2015-03-04,51.810001
2015-03-05,51.860001000000004
2015-03-06,50.700001
2015-03-09,50.41
2015-03-10,49.240002000000004
2015-03-11,49.009997999999996
2015-03-12,49.189999
2015-03-13,48.490002000000004
2015-03-16,48.66
2015-03-17,48.0
2015-03-18,48.860001000000004
2015-03-19,47.950001
2015-03-20,48.419998
2015-03-23,48.189999
2015-03-24,48.470001
2015-03-25,47.529999
2015-03-26,47.57
2015-03-27,47.68
2015-03-30,48.0
2015-03-31,47.73
2015-04-01,47.939999
2015-04-02,48.48
2015-04-06,49.16
2015-04-07,48.09
2015-04-08,46.560001
2015-04-09,46.91
2015-04-10,46.970001
2015-04-13,47.779999
2015-04-14,48.02
2015-04-15,49.360001000000004
2015-04-16,48.880001
2015-04-17,48.330002
2015-04-20,48.830002
2015-04-21,48.560001
2015-04-22,48.68
2015-04-23,49.169998
2015-04-24,48.310001
2015-04-27,49.200001
2015-04-28,49.0
2015-04-29,50.389998999999996
2015-04-30,49.59
2015-05-01,50.0
2015-05-04,49.959998999999996
2015-05-05,49.799999
2015-05-06,49.759997999999996
2015-05-07,49.529999
2015-05-08,49.720001
2015-05-11,49.889998999999996
2015-05-12,49.869999
2015-05-13,50.849998
2015-05-14,51.57
2015-05-15,51.84
2015-05-18,51.610001000000004
2015-05-19,51.560001
2015-05-20,51.939999
2015-05-21,52.650002
2015-05-22,51.810001
2015-05-26,51.009997999999996
2015-05-27,51.549999
2015-05-28,51.25
2015-05-29,50.389998999999996
2015-06-01,50.470001
2015-06-02,50.93
2015-06-03,51.220001
2015-06-04,50.5
2015-06-05,50.400002
2015-06-08,49.68
2015-06-09,49.5
2015-06-10,49.330002
2015-06-11,49.25
2015-06-12,48.98
2015-06-15,48.400002
2015-06-16,47.779999
2015-06-17,47.459998999999996
2015-06-18,47.459998999999996
2015-06-19,47.029999
2015-06-22,47.32
2015-06-23,47.630001
2015-06-24,47.459998999999996
2015-06-25,46.709998999999996
2015-06-26,46.529999
2015-06-29,45.75
2015-06-30,46.150002
2015-07-01,45.299999
2015-07-02,45.540001000000004
2015-07-06,45.07
2015-07-07,44.93
2015-07-08,43.849998
2015-07-09,43.950001
2015-07-10,43.619999
2015-07-13,43.84
2015-07-14,44.209998999999996
2015-07-15,43.080002
2015-07-16,43.029999
2015-07-17,42.619999
2015-07-20,42.400002
2015-07-21,41.900002
2015-07-22,41.669998
2015-07-23,41.02
2015-07-24,39.540001000000004
2015-07-27,38.599998
2015-07-28,38.610001000000004
2015-07-29,38.5
2015-07-30,38.509997999999996
2015-07-31,38.139998999999996
2015-08-03,37.939999
2015-08-04,37.950001
2015-08-05,38.830002
2015-08-06,40.0
2015-08-07,40.119999
2015-08-10,41.560001
2015-08-11,40.790001000000004
2015-08-12,40.549999
2015-08-13,39.220001
2015-08-14,39.43
2015-08-17,39.849998
2015-08-18,40.0
2015-08-19,39.419998
2015-08-20,37.700001
2015-08-21,37.220001
2015-08-24,36.75
2015-08-25,36.439999
2015-08-26,36.610001000000004
2015-08-27,38.02
2015-08-28,38.889998999999996
2015-08-31,38.790001000000004
2015-09-01,37.27
2015-09-02,37.009997999999996
2015-09-03,36.939999
2015-09-04,36.349998
2015-09-08,37.34
2015-09-09,37.09
2015-09-10,36.919998
2015-09-11,36.41
2015-09-14,35.860001000000004
2015-09-15,36.18
2015-09-16,37.259997999999996
2015-09-17,36.130001
2015-09-18,34.290001000000004
2015-09-21,33.25
2015-09-22,32.41
2015-09-23,31.879998999999998
2015-09-24,30.809998999999998
2015-09-25,30.43
2015-09-28,29.52
2015-09-29,29.67
2015-09-30,29.91
2015-10-01,29.23
2015-10-02,29.690001000000002
2015-10-05,29.629998999999998
2015-10-06,29.85
2015-10-07,30.799999
2015-10-08,31.98
2015-10-09,30.959999
2015-10-12,30.5
2015-10-13,29.530001000000002
2015-10-14,26.65
2015-10-15,27.610001
2015-10-16,28.07
2015-10-19,27.299999
2015-10-20,27.74
2015-10-21,27.469998999999998
2015-10-22,28.049999
2015-10-23,27.889999
2015-10-26,27.27
2015-10-27,26.93
2015-10-28,27.049999
2015-10-29,26.950001
2015-10-30,26.959999
2015-11-02,28.17
2015-11-03,28.620001000000002
2015-11-04,28.98
2015-11-05,29.16
2015-11-06,29.07
2015-11-09,28.780001000000002
2015-11-10,29.280001000000002
2015-11-11,27.209999
2015-11-12,26.57
2015-11-13,26.389999
2015-11-16,26.51
2015-11-17,25.860001
2015-11-18,26.450001
2015-11-19,26.52
2015-11-20,27.07
2015-11-23,26.469998999999998
2015-11-24,27.15
2015-11-25,27.200001
2015-11-27,26.52
2015-11-30,27.07
2015-12-01,27.059998999999998
2015-12-02,26.709999
2015-12-03,26.9
2015-12-04,26.17
2015-12-07,24.969998999999998
2015-12-08,24.4
2015-12-09,24.139999
2015-12-10,24.27
2015-12-11,23.91
2015-12-14,23.49
2015-12-15,23.18
2015-12-16,23.52
2015-12-17,23.219998999999998
2015-12-18,22.0
2015-12-21,22.200001
2015-12-22,22.57
2015-12-23,23.93
2015-12-24,23.950001
2015-12-28,23.17
2015-12-29,23.299999
2015-12-30,23.370001000000002
2015-12-31,23.35
2016-01-04,23.74
2016-01-05,23.209999
2016-01-06,21.969998999999998
2016-01-07,20.98
2016-01-08,20.299999
2016-01-11,20.389999
2016-01-12,20.709999
2016-01-13,20.35
2016-01-14,20.73
2016-01-15,20.030001000000002
2016-01-19,19.360001
2016-01-20,19.290001
2016-01-21,19.58
2016-01-22,20.049999
2016-01-25,19.43
2016-01-26,20.969998999999998
2016-01-27,21.190001000000002
2016-01-28,21.1
2016-01-29,22.139999
2016-02-01,21.280001000000002
2016-02-02,20.66
2016-02-03,21.389999
2016-02-04,24.68
2016-02-05,25.440001000000002
2016-02-08,25.0
2016-02-09,24.83
2016-02-10,24.35
2016-02-11,24.02
2016-02-12,24.950001
2016-02-16,25.33
2016-02-17,26.190001000000002
2016-02-18,25.870001000000002
2016-02-19,25.299999
2016-02-22,25.799999
2016-02-23,25.290001
2016-02-24,25.370001000000002
2016-02-25,25.1
2016-02-26,25.73
2016-02-29,25.309998999999998
2016-03-01,25.77
2016-03-02,26.51
2016-03-03,27.120001000000002
2016-03-04,27.450001
2016-03-07,28.34
2016-03-08,27.33
2016-03-09,27.35
2016-03-10,27.35
2016-03-11,28.540001
2016-03-14,28.02
2016-03-15,27.51
2016-03-16,28.370001000000002
2016-03-17,29.059998999999998
2016-03-18,29.82
2016-03-21,29.889999
2016-03-22,29.74
2016-03-23,28.780001000000002
2016-03-24,28.379998999999998
2016-03-28,28.309998999999998
2016-03-29,28.870001000000002
2016-03-30,28.82
2016-03-31,28.59
2016-04-01,29.450001
2016-04-04,29.07
2016-04-05,28.09
2016-04-06,28.049999
2016-04-07,27.620001000000002
2016-04-08,28.129998999999998
2016-04-11,28.57
2016-04-12,29.4
2016-04-13,31.43
2016-04-14,31.440001000000002
2016-04-15,31.200001
2016-04-18,30.98
2016-04-19,32.150002
2016-04-20,31.85
2016-04-21,32.139998999999996
2016-04-22,32.470001
2016-04-25,32.0
2016-04-26,32.900002
2016-04-27,33.57
2016-04-28,32.34
2016-04-29,32.43
2016-05-02,32.049999
2016-05-03,28.309998999999998
2016-05-04,26.059998999999998
2016-05-05,25.360001
2016-05-06,25.4
2016-05-09,25.35
2016-05-10,26.030001000000002
2016-05-11,25.99
2016-05-12,25.709999
2016-05-13,24.959999
2016-05-16,25.379998999999998
2016-05-17,26.219998999999998
2016-05-18,25.459999
2016-05-19,24.959999
2016-05-20,25.610001
2016-05-23,25.780001000000002
2016-05-24,26.92
2016-05-25,27.27
2016-05-26,26.77
2016-05-27,26.799999
2016-05-31,27.09
2016-06-01,27.07
2016-06-02,28.1
2016-06-03,28.18
2016-06-06,29.379998999999998
2016-06-07,29.379998999999998
2016-06-08,29.57
2016-06-09,28.879998999999998
2016-06-10,27.870001000000002
2016-06-13,27.73
2016-06-14,28.16
2016-06-15,28.030001000000002
2016-06-16,27.860001
2016-06-17,28.360001
2016-06-20,29.549999
2016-06-21,29.33
2016-06-22,29.889999
2016-06-23,30.799999
2016-06-24,26.889999
2016-06-27,25.18
2016-06-28,25.780001000000002
2016-06-29,25.67
2016-06-30,26.459999
2016-07-01,26.559998999999998
2016-07-05,25.790001
2016-07-06,26.309998999999998
2016-07-07,26.719998999999998
2016-07-08,27.799999
2016-07-11,28.24
2016-07-12,28.58
2016-07-13,28.02
2016-07-14,28.469998999999998
2016-07-15,28.83
2016-07-18,28.9
2016-07-19,28.1
2016-07-20,28.440001000000002
2016-07-21,28.82
2016-07-22,28.52
2016-07-25,28.43
2016-07-26,29.57
2016-07-27,29.360001
2016-07-28,29.200001
2016-07-29,29.360001
2016-08-01,28.51
2016-08-02,28.42
2016-08-03,28.58
2016-08-04,29.299999
2016-08-05,29.77
2016-08-08,30.110001
2016-08-09,30.33
2016-08-10,30.6
2016-08-11,31.23
2016-08-12,30.34
2016-08-15,30.879998999999998
2016-08-16,30.76
2016-08-17,30.639999
2016-08-18,30.83
2016-08-19,30.83
2016-08-22,30.52
2016-08-23,30.84
2016-08-24,30.4
2016-08-25,30.280001000000002
2016-08-26,30.360001
2016-08-29,30.370001000000002
2016-08-30,30.209999
2016-08-31,29.68
2016-09-01,29.33
2016-09-02,29.84
2016-09-06,29.780001000000002
2016-09-07,30.17
2016-09-08,29.969998999999998
2016-09-09,28.83
2016-09-12,29.33
2016-09-13,28.459999
2016-09-14,28.040001
2016-09-15,28.76
2016-09-16,28.120001000000002
2016-09-19,28.33
2016-09-20,28.34
2016-09-21,28.889999
2016-09-22,29.92
2016-09-23,29.43
2016-09-26,29.209999
2016-09-27,29.09
2016-09-28,30.48
2016-09-29,30.48
2016-09-30,31.43
2016-10-03,30.610001
2016-10-04,30.200001
2016-10-05,31.09
2016-10-06,31.049999
2016-10-07,30.26
2016-10-10,29.860001
2016-10-11,29.25
2016-10-12,29.4
2016-10-13,29.26
2016-10-14,29.440001000000002
2016-10-17,29.26
2016-10-18,29.0
2016-10-19,29.370001000000002
2016-10-20,29.299999
2016-10-21,30.02
2016-10-24,30.129998999999998
2016-10-25,29.67
2016-10-26,29.389999
2016-10-27,32.009997999999996
2016-10-28,31.67
2016-10-31,31.790001
2016-11-01,30.98
2016-11-02,30.639999
2016-11-03,31.690001000000002
2016-11-04,32.59
2016-11-07,33.389998999999996
2016-11-08,33.990002000000004
2016-11-09,34.959998999999996
2016-11-10,35.900002
2016-11-11,36.360001000000004
2016-11-14,37.5
2016-11-15,37.450001
2016-11-16,37.07
2016-11-17,36.709998999999996
2016-11-18,36.419998
2016-11-21,36.57
2016-11-22,36.639998999999996
2016-11-23,36.98
2016-11-25,37.290001000000004
2016-11-28,36.720001
2016-11-29,35.98
2016-11-30,37.610001000000004
2016-12-01,37.93
2016-12-02,37.959998999999996
2016-12-05,37.970001
2016-12-06,38.560001
2016-12-07,39.75
2016-12-08,39.279999
2016-12-09,39.209998999999996
2016-12-12,38.580002
2016-12-13,38.209998999999996
2016-12-14,36.93
2016-12-15,37.259997999999996
2016-12-16,37.849998
2016-12-19,37.02
2016-12-20,36.990002000000004
2016-12-21,36.959998999999996
2016-12-22,36.330002
2016-12-23,36.360001000000004
2016-12-27,36.689999
2016-12-28,36.02
2016-12-29,35.919998
2016-12-30,35.93
2017-01-03,36.900002
2017-01-04,37.029999
2017-01-05,36.259997999999996
2017-01-06,36.360001000000004
2017-01-09,35.490002000000004
2017-01-10,36.509997999999996
2017-01-11,37.849998
2017-01-12,36.900002
2017-01-13,38.310001
2017-01-17,37.380001
2017-01-18,37.389998999999996
2017-01-19,37.34
2017-01-20,37.57
2017-01-23,37.470001
2017-01-24,39.060001
2017-01-25,40.0
2017-01-26,39.860001000000004
2017-01-27,39.650002
2017-01-30,39.360001000000004
2017-01-31,39.0
2017-02-01,40.52
2017-02-02,40.529999
2017-02-03,41.400002
2017-02-06,40.529999
2017-02-07,40.32
2017-02-08,39.610001000000004
2017-02-09,39.93
2017-02-10,40.189999
2017-02-13,40.470001
2017-02-14,39.889998999999996
2017-02-15,40.470001
2017-02-16,39.68
2017-02-17,39.689999
2017-02-21,39.599998
2017-02-22,39.009997999999996
2017-02-23,38.470001
2017-02-24,38.580002
2017-02-27,38.970001
2017-02-28,38.049999
2017-03-01,39.380001
2017-03-02,38.5
2017-03-03,38.5
2017-03-06,38.509997999999996
2017-03-07,38.41
2017-03-08,38.68
2017-03-09,38.330002
2017-03-10,38.810001
2017-03-13,39.130001
2017-03-14,38.259997999999996
2017-03-15,39.439999
2017-03-16,39.52
2017-03-17,39.580002
2017-03-20,39.16
2017-03-21,38.049999
2017-03-22,38.150002
2017-03-23,38.080002
2017-03-24,37.41
2017-03-27,37.759997999999996
2017-03-28,38.389998999999996
2017-03-29,38.82
2017-03-30,39.310001
2017-03-31,39.259997999999996
2017-04-03,38.599998
2017-04-04,38.48
2017-04-05,38.450001
2017-04-06,38.700001
2017-04-07,39.970001
2017-04-10,40.029999
2017-04-11,40.009997999999996
2017-04-12,39.259997999999996
2017-04-13,38.290001000000004
2017-04-17,39.23
2017-04-18,39.380001
2017-04-19,39.07
2017-04-20,39.599998
2017-04-21,38.75
2017-04-24,39.900002
2017-04-25,40.560001
2017-04-26,40.450001
2017-04-27,40.450001
2017-04-28,40.470001
2017-05-01,40.0
2017-05-02,40.0
2017-05-03,39.779999
2017-05-04,38.720001
2017-05-05,40.110001000000004
2017-05-08,39.439999
2017-05-09,39.16
2017-05-10,39.66
2017-05-11,39.900002
2017-05-12,39.73
2017-05-15,39.799999
2017-05-16,39.900002
2017-05-17,39.470001
2017-05-18,39.66
2017-05-19,40.240002000000004
2017-05-22,40.209998999999996
2017-05-23,40.139998999999996
2017-05-24,40.060001
2017-05-25,40.09
2017-05-26,40.599998
2017-05-30,40.43
2017-05-31,40.560001
2017-06-01,41.470001
2017-06-02,41.580002
2017-06-05,41.25
2017-06-06,40.779999
2017-06-07,39.369999
2017-06-08,40.029999
2017-06-09,40.240002000000004
2017-06-12,40.25
2017-06-13,40.939999
2017-06-14,39.59
2017-06-15,39.470001
2017-06-16,39.68
2017-06-19,40.18
2017-06-20,39.400002
2017-06-21,37.0
2017-06-22,36.98
2017-06-23,37.880001
2017-06-26,38.150002
2017-06-27,38.040001000000004
2017-06-28,38.68
2017-06-29,38.709998999999996
2017-06-30,39.369999
2017-07-03,39.919998
2017-07-05,39.639998999999996
2017-07-06,39.209998999999996
2017-07-07,39.259997999999996
2017-07-10,39.310001
2017-07-11,39.310001
2017-07-12,40.299999
2017-07-13,40.139998999999996
2017-07-14,40.91
2017-07-17,41.240002000000004
2017-07-18,41.450001
2017-07-19,41.560001
2017-07-20,41.75
2017-07-21,41.970001
2017-07-24,41.75
2017-07-25,41.459998999999996
2017-07-26,40.950001
2017-07-27,40.830002
2017-07-28,40.549999
2017-07-31,41.279999
2017-08-01,40.93
2017-08-02,41.18
2017-08-03,41.27
2017-08-04,41.470001
2017-08-07,41.360001000000004
2017-08-08,41.049999
2017-08-09,40.68
