Date,FHB
2017-03-14,31.48
2017-03-15,31.360001
2017-03-16,31.370001000000002
2017-03-17,31.24
2017-03-20,30.83
2017-03-21,29.629998999999998
2017-03-22,29.379998999999998
2017-03-23,29.48
2017-03-24,29.66
2017-03-27,29.129998999999998
2017-03-28,29.790001
2017-03-29,29.549999
2017-03-30,30.27
2017-03-31,29.92
2017-04-03,29.51
2017-04-04,29.51
2017-04-05,28.9
2017-04-06,29.25
2017-04-07,29.129998999999998
2017-04-10,28.98
2017-04-11,29.110001
2017-04-12,28.75
2017-04-13,28.440001000000002
2017-04-17,29.01
2017-04-18,28.879998999999998
2017-04-19,29.110001
2017-04-20,29.799999
2017-04-21,29.68
2017-04-24,30.32
2017-04-25,30.389999
2017-04-26,30.530001000000002
2017-04-27,30.290001
2017-04-28,29.77
2017-05-01,29.610001
2017-05-02,29.459999
2017-05-03,29.809998999999998
2017-05-04,30.08
2017-05-05,29.690001000000002
2017-05-08,29.57
2017-05-09,29.34
2017-05-10,29.450001
2017-05-11,29.0
2017-05-12,28.860001
2017-05-15,29.110001
2017-05-16,29.209999
2017-05-17,27.950001
2017-05-18,28.299999
2017-05-19,28.34
2017-05-22,28.440001000000002
2017-05-23,28.9
2017-05-24,28.43
2017-05-25,28.65
2017-05-26,28.1
2017-05-30,27.58
2017-05-31,27.559998999999998
2017-06-01,28.209999
2017-06-02,27.93
2017-06-05,27.870001000000002
2017-06-06,27.83
2017-06-07,27.940001000000002
2017-06-08,29.0
2017-06-09,30.190001000000002
2017-06-12,30.4
2017-06-13,30.51
2017-06-14,30.6
2017-06-15,30.559998999999998
2017-06-16,30.610001
2017-06-19,30.26
2017-06-20,29.32
2017-06-21,28.74
2017-06-22,28.57
2017-06-23,28.219998999999998
2017-06-26,28.74
2017-06-27,29.0
2017-06-28,29.889999
2017-06-29,30.610001
2017-06-30,30.620001000000002
2017-07-03,31.23
2017-07-05,30.77
2017-07-06,30.52
2017-07-07,30.790001
2017-07-10,30.309998999999998
2017-07-11,29.98
2017-07-12,30.07
2017-07-13,30.17
2017-07-14,30.059998999999998
2017-07-17,30.209999
2017-07-18,30.01
2017-07-19,29.41
2017-07-20,29.4
2017-07-21,29.5
2017-07-24,30.049999
2017-07-25,30.620001000000002
2017-07-26,29.93
2017-07-27,30.16
2017-07-28,29.24
2017-07-31,29.5
2017-08-01,29.950001
2017-08-02,29.809998999999998
2017-08-03,29.27
2017-08-04,29.4
2017-08-07,29.299999
2017-08-08,29.309998999999998
2017-08-09,28.889999
2017-08-10,28.299999
2017-08-11,28.200001
2017-08-14,28.629998999999998
2017-08-15,28.43
2017-08-16,28.26
2017-08-17,27.530001000000002
2017-08-18,27.290001
2017-08-21,27.24
2017-08-22,27.389999
2017-08-23,27.549999
2017-08-24,27.639999
2017-08-25,27.49
2017-08-28,27.26
2017-08-29,27.219998999999998
2017-08-30,27.34
2017-08-31,27.09
2017-09-01,27.4
2017-09-05,26.67
2017-09-06,27.02
2017-09-07,26.5
2017-09-08,26.790001
2017-09-11,27.360001
2017-09-12,28.040001
2017-09-13,28.309998999999998
2017-09-14,28.309998999999998
2017-09-15,28.18
2017-09-18,28.65
2017-09-19,28.65
2017-09-20,28.91
2017-09-21,28.809998999999998
2017-09-22,28.969998999999998
2017-09-25,29.290001
2017-09-26,29.309998999999998
2017-09-27,29.950001
2017-09-28,30.25
2017-09-29,30.290001
2017-10-02,30.299999
2017-10-03,30.25
2017-10-04,29.620001000000002
2017-10-05,29.799999
2017-10-06,29.85
2017-10-09,29.950001
2017-10-10,30.01
2017-10-11,29.610001
2017-10-12,29.65
2017-10-13,29.690001000000002
2017-10-16,30.16
2017-10-17,29.799999
2017-10-18,29.99
2017-10-19,30.15
2017-10-20,30.459999
2017-10-23,30.02
2017-10-24,30.120001000000002
2017-10-25,29.790001
2017-10-26,29.91
2017-10-27,29.15
2017-10-30,28.83
2017-10-31,29.24
2017-11-01,29.15
2017-11-02,29.459999
2017-11-03,29.370001000000002
2017-11-06,29.24
2017-11-07,28.09
2017-11-08,27.940001000000002
2017-11-09,27.6
2017-11-10,27.73
2017-11-13,28.18
2017-11-14,28.07
2017-11-15,27.549999
2017-11-16,27.82
2017-11-17,28.25
2017-11-20,28.379998999999998
2017-11-21,28.4
2017-11-22,28.16
2017-11-24,27.92
2017-11-27,28.139999
2017-11-28,29.309998999999998
2017-11-29,29.82
2017-11-30,29.27
2017-12-01,29.620001000000002
2017-12-04,30.450001
2017-12-05,30.040001
2017-12-06,29.709999
2017-12-07,29.75
2017-12-08,29.549999
2017-12-11,29.629998999999998
2017-12-12,29.450001
2017-12-13,29.08
2017-12-14,29.27
2017-12-15,29.18
2017-12-18,29.620001000000002
2017-12-19,29.41
2017-12-20,29.07
2017-12-21,29.370001000000002
2017-12-22,29.620001000000002
2017-12-26,29.4
2017-12-27,29.469998999999998
2017-12-28,29.389999
2017-12-29,29.18
2018-01-02,29.870001000000002
2018-01-03,30.110001
2018-01-04,29.91
2018-01-05,30.35
2018-01-08,30.34
2018-01-09,30.32
2018-01-10,30.49
2018-01-11,31.379998999999998
2018-01-12,32.209998999999996
2018-01-16,31.92
2018-01-17,31.700001
2018-01-18,31.51
2018-01-19,31.91
2018-01-22,32.040001000000004
2018-01-23,31.77
2018-01-24,31.4
2018-01-25,30.91
2018-01-26,28.950001
2018-01-29,28.74
2018-01-30,28.49
2018-01-31,28.9
2018-02-01,29.02
2018-02-02,28.5
2018-02-05,27.629998999999998
2018-02-06,27.35
2018-02-07,27.719998999999998
2018-02-08,27.4
2018-02-09,27.42
2018-02-12,27.85
2018-02-13,28.15
2018-02-14,28.35
2018-02-15,28.190001000000002
2018-02-16,28.299999
2018-02-20,27.98
2018-02-21,28.17
2018-02-22,27.959999
2018-02-23,28.33
2018-02-26,28.190001000000002
2018-02-27,28.07
2018-02-28,27.790001
2018-03-01,27.98
2018-03-02,28.15
2018-03-05,28.299999
2018-03-06,28.73
2018-03-07,29.09
2018-03-08,28.73
2018-03-09,29.07
2018-03-12,28.799999
2018-03-13,28.629998999999998
2018-03-14,29.25
2018-03-15,29.25
2018-03-16,29.209999
2018-03-19,28.99
2018-03-20,28.719998999999998
2018-03-21,28.9
2018-03-22,28.27
2018-03-23,27.370001000000002
2018-03-26,28.15
2018-03-27,27.76
2018-03-28,27.75
2018-03-29,27.83
2018-04-02,27.459999
2018-04-03,27.799999
2018-04-04,28.059998999999998
2018-04-05,28.030001000000002
2018-04-06,27.57
2018-04-09,27.49
2018-04-10,27.75
2018-04-11,27.610001
2018-04-12,28.1
2018-04-13,27.66
2018-04-16,27.969998999999998
2018-04-17,27.639999
2018-04-18,27.530001000000002
2018-04-19,27.889999
2018-04-20,28.01
2018-04-23,28.32
2018-04-24,28.129998999999998
2018-04-25,28.290001
2018-04-26,28.280001000000002
2018-04-27,28.08
2018-04-30,27.549999
2018-05-01,27.59
2018-05-02,28.0
2018-05-03,27.92
2018-05-04,28.34
2018-05-07,28.209999
2018-05-08,28.35
2018-05-09,27.74
2018-05-10,28.290001
2018-05-11,28.34
2018-05-14,28.16
2018-05-15,28.389999
2018-05-16,28.17
2018-05-17,28.51
2018-05-18,28.32
2018-05-21,28.65
2018-05-22,28.879998999999998
2018-05-23,28.940001000000002
2018-05-24,28.889999
2018-05-25,28.82
2018-05-29,28.4
2018-05-30,29.209999
2018-05-31,29.280001000000002
2018-06-01,29.6
2018-06-04,30.16
2018-06-05,30.15
2018-06-06,30.76
2018-06-07,30.85
2018-06-08,30.92
2018-06-11,30.940001000000002
2018-06-12,30.610001
2018-06-13,30.57
2018-06-14,30.51
2018-06-15,30.209999
2018-06-18,30.42
2018-06-19,30.690001000000002
2018-06-20,30.41
2018-06-21,30.360001
2018-06-22,30.620001000000002
2018-06-25,30.01
2018-06-26,30.07
2018-06-27,29.34
2018-06-28,29.219998999999998
2018-06-29,29.02
2018-07-02,29.309998999999998
2018-07-03,29.27
2018-07-05,29.27
2018-07-06,29.309998999999998
2018-07-09,29.68
2018-07-10,29.139999
2018-07-11,28.9
2018-07-12,28.59
2018-07-13,28.360001
2018-07-16,28.549999
2018-07-17,28.540001
2018-07-18,28.809998999999998
2018-07-19,28.74
2018-07-20,28.799999
2018-07-23,28.77
2018-07-24,28.51
2018-07-25,28.0
2018-07-26,28.280001000000002
2018-07-27,28.120001000000002
2018-07-30,28.1
2018-07-31,28.26
2018-08-01,28.4
2018-08-02,28.690001000000002
2018-08-03,28.6
2018-08-06,28.82
2018-08-07,28.77
2018-08-08,28.99
2018-08-09,28.809998999999998
2018-08-10,28.629998999999998
2018-08-13,28.65
2018-08-14,28.9
2018-08-15,28.610001
2018-08-16,28.969998999999998
2018-08-17,29.07
2018-08-20,29.27
2018-08-21,29.77
2018-08-22,29.41
2018-08-23,29.309998999999998
2018-08-24,28.9
2018-08-27,28.99
2018-08-28,28.700001
2018-08-29,28.59
2018-08-30,28.629998999999998
2018-08-31,28.99
2018-09-04,29.059998999999998
2018-09-05,29.030001000000002
2018-09-06,28.68
2018-09-07,28.91
2018-09-10,28.799999
2018-09-11,28.41
2018-09-12,27.809998999999998
2018-09-13,27.540001
2018-09-14,27.91
2018-09-17,28.040001
2018-09-18,27.9
2018-09-19,28.08
2018-09-20,28.530001000000002
2018-09-21,28.24
2018-09-24,27.91
2018-09-25,27.870001000000002
2018-09-26,27.549999
2018-09-27,27.110001
2018-09-28,27.16
2018-10-01,27.0
2018-10-02,26.74
2018-10-03,27.139999
2018-10-04,27.25
2018-10-05,26.950001
2018-10-08,27.120001000000002
2018-10-09,26.73
2018-10-10,26.27
2018-10-11,25.73
2018-10-12,25.530001000000002
2018-10-15,25.58
2018-10-16,25.5
2018-10-17,25.43
2018-10-18,25.1
2018-10-19,24.68
2018-10-22,23.9
2018-10-23,24.120001000000002
2018-10-24,23.190001000000002
2018-10-25,23.76
2018-10-26,23.51
2018-10-29,23.92
2018-10-30,24.559998999999998
2018-10-31,24.780001000000002
2018-11-01,25.379998999999998
2018-11-02,25.040001
2018-11-05,25.190001000000002
2018-11-06,25.07
2018-11-07,25.370001000000002
2018-11-08,25.620001000000002
2018-11-09,25.5
2018-11-12,25.280001000000002
2018-11-13,25.43
2018-11-14,24.93
2018-11-15,25.32
2018-11-16,25.360001
2018-11-19,25.309998999999998
2018-11-20,24.83
2018-11-21,24.91
2018-11-23,24.93
2018-11-26,25.24
2018-11-27,25.23
2018-11-28,25.219998999999998
2018-11-29,25.57
2018-11-30,26.02
2018-12-03,25.93
2018-12-04,24.75
2018-12-06,24.26
2018-12-07,24.549999
2018-12-10,24.23
2018-12-11,24.1
2018-12-12,24.309998999999998
2018-12-13,23.59
2018-12-14,23.34
2018-12-17,23.299999
2018-12-18,23.0
2018-12-19,22.389999
2018-12-20,22.059998999999998
2018-12-21,21.690001000000002
2018-12-24,21.43
2018-12-26,22.4
2018-12-27,22.02
2018-12-28,22.200001
2018-12-31,22.51
2019-01-02,23.1
2019-01-03,22.93
2019-01-04,23.299999
2019-01-07,23.719998999999998
2019-01-08,23.99
2019-01-09,24.25
2019-01-10,24.23
2019-01-11,24.33
2019-01-14,24.120001000000002
2019-01-15,24.08
2019-01-16,24.67
2019-01-17,24.870001000000002
2019-01-18,25.25
2019-01-22,25.030001000000002
2019-01-23,24.870001000000002
2019-01-24,25.07
2019-01-25,25.99
2019-01-28,26.450001
2019-01-29,26.65
2019-01-30,26.059998999999998
2019-01-31,25.73
2019-02-01,25.809998999999998
2019-02-04,26.059998999999998
2019-02-05,26.23
2019-02-06,26.51
2019-02-07,26.82
2019-02-08,26.59
2019-02-11,26.84
2019-02-12,26.98
2019-02-13,27.190001000000002
2019-02-14,26.82
2019-02-15,27.24
2019-02-19,27.49
2019-02-20,27.57
2019-02-21,27.34
2019-02-22,27.27
2019-02-25,27.120001000000002
2019-02-26,26.68
2019-02-27,26.780001000000002
2019-02-28,26.959999
2019-03-01,26.860001
2019-03-04,27.0
2019-03-05,26.870001000000002
2019-03-06,26.25
2019-03-07,26.07
2019-03-08,25.879998999999998
2019-03-11,26.059998999999998
2019-03-12,26.219998999999998
2019-03-13,26.35
2019-03-14,26.6
2019-03-15,26.68
2019-03-18,27.0
2019-03-19,26.49
2019-03-20,25.780001000000002
2019-03-21,25.6
2019-03-22,24.91
2019-03-25,24.950001
2019-03-26,25.620001000000002
2019-03-27,25.57
2019-03-28,25.809998999999998
2019-03-29,26.049999
2019-04-01,26.49
2019-04-02,26.370001000000002
2019-04-03,26.549999
2019-04-04,26.74
2019-04-05,26.700001
2019-04-08,26.67
2019-04-09,26.1
2019-04-10,26.370001000000002
2019-04-11,26.51
2019-04-12,26.92
2019-04-15,26.5
2019-04-16,27.08
2019-04-17,27.139999
2019-04-18,26.77
2019-04-22,26.690001000000002
2019-04-23,27.049999
2019-04-24,27.040001
2019-04-25,26.82
2019-04-26,27.389999
2019-04-29,27.58
2019-04-30,27.65
2019-05-01,27.219998999999998
2019-05-02,27.59
2019-05-03,28.09
2019-05-06,28.059998999999998
2019-05-07,27.780001000000002
2019-05-08,27.530001000000002
2019-05-09,27.379998999999998
2019-05-10,27.459999
2019-05-13,26.66
2019-05-14,27.15
2019-05-15,26.709999
2019-05-16,26.969998999999998
2019-05-17,26.860001
2019-05-20,27.120001000000002
2019-05-21,27.25
2019-05-22,26.629998999999998
2019-05-23,25.92
2019-05-24,25.959999
2019-05-28,25.809998999999998
2019-05-29,25.809998999999998
2019-05-30,25.35
2019-05-31,24.889999
2019-06-03,25.32
2019-06-04,26.09
2019-06-05,25.9
2019-06-06,25.76
2019-06-07,25.68
2019-06-10,25.76
2019-06-11,25.73
2019-06-12,25.77
2019-06-13,25.700001
2019-06-14,25.65
2019-06-17,25.4
2019-06-18,25.84
2019-06-19,25.530001000000002
2019-06-20,25.58
2019-06-21,25.530001000000002
2019-06-24,25.360001
2019-06-25,25.290001
2019-06-26,25.389999
2019-06-27,25.66
2019-06-28,25.870001000000002
2019-07-01,25.719998999999998
2019-07-02,25.24
2019-07-03,25.450001
2019-07-05,25.75
2019-07-08,25.549999
2019-07-09,25.58
2019-07-10,25.25
2019-07-11,25.450001
2019-07-12,25.74
2019-07-15,25.059998999999998
2019-07-16,25.15
2019-07-17,25.139999
2019-07-18,25.450001
2019-07-19,25.709999
2019-07-22,25.57
2019-07-23,25.9
2019-07-24,26.379998999999998
2019-07-25,26.09
2019-07-26,27.15
2019-07-29,26.620001000000002
2019-07-30,26.82
2019-07-31,26.76
2019-08-01,25.58
2019-08-02,25.68
2019-08-05,25.09
2019-08-06,25.440001000000002
2019-08-07,25.280001000000002
2019-08-08,25.450001
2019-08-09,25.23
2019-08-12,25.01
2019-08-13,25.18
2019-08-14,24.99
2019-08-15,24.700001
2019-08-16,25.219998999999998
2019-08-19,25.549999
2019-08-20,25.299999
2019-08-21,25.65
2019-08-22,25.73
2019-08-23,24.620001000000002
2019-08-26,24.77
2019-08-27,24.389999
2019-08-28,24.879998999999998
2019-08-29,25.42
2019-08-30,25.700001
2019-09-03,25.02
2019-09-04,25.18
2019-09-05,25.879998999999998
2019-09-06,25.639999
2019-09-09,26.469998999999998
2019-09-10,26.98
2019-09-11,27.41
2019-09-12,27.25
2019-09-13,27.559998999999998
2019-09-16,27.41
2019-09-17,27.18
2019-09-18,27.450001
2019-09-19,27.51
2019-09-20,27.620001000000002
2019-09-23,27.219998999999998
2019-09-24,26.9
2019-09-25,27.389999
2019-09-26,26.969998999999998
2019-09-27,26.975
2019-09-30,26.700001
2019-10-01,26.219998999999998
2019-10-02,25.959999
2019-10-03,25.93
2019-10-04,26.290001
2019-10-07,26.25
2019-10-08,25.809998999999998
2019-10-09,26.32
2019-10-10,26.530001000000002
2019-10-11,26.780001000000002
2019-10-14,26.629998999999998
2019-10-15,27.105
2019-10-16,27.34
2019-10-17,27.540001
2019-10-18,27.639999
2019-10-21,27.860001
2019-10-22,28.09
2019-10-23,28.139999
2019-10-24,27.870001000000002
2019-10-25,27.66
2019-10-28,27.540001
2019-10-29,27.82
2019-10-30,27.52
2019-10-31,27.33
2019-11-01,27.85
2019-11-04,28.17
2019-11-05,28.360001
2019-11-06,28.5
2019-11-07,28.790001
2019-11-08,28.92
2019-11-11,28.92
2019-11-12,28.85
2019-11-13,28.639999
2019-11-14,28.719998999999998
2019-11-15,28.450001
2019-11-18,28.389999
2019-11-19,28.51
2019-11-20,28.465
2019-11-21,28.41
2019-11-22,28.290001
2019-11-25,28.370001000000002
2019-11-26,28.540001
2019-11-27,28.73
2019-11-29,28.540001
2019-12-02,28.389999
2019-12-03,28.059998999999998
2019-12-04,28.370001000000002
2019-12-05,28.35
2019-12-06,28.639999
2019-12-09,28.530001000000002
2019-12-10,28.549999
2019-12-11,28.565001000000002
2019-12-12,29.25
2019-12-13,28.940001000000002
2019-12-16,29.34
2019-12-17,29.43
2019-12-18,29.200001
2019-12-19,29.040001
2019-12-20,29.309998999999998
2019-12-23,29.07
2019-12-24,29.23
2019-12-26,29.049999
2019-12-27,28.879998999999998
2019-12-30,28.860001
2019-12-31,28.85
2020-01-02,28.73
2020-01-03,28.709999
2020-01-06,28.495001000000002
2020-01-07,28.18
2020-01-08,28.27
2020-01-09,28.365
2020-01-10,28.370001000000002
2020-01-13,28.450001
2020-01-14,28.549999
2020-01-15,28.57
2020-01-16,28.9
2020-01-17,28.93
2020-01-21,28.705
2020-01-22,28.82
2020-01-23,28.92
2020-01-24,28.610001
2020-01-27,28.530001000000002
2020-01-28,28.809998999999998
2020-01-29,29.110001
2020-01-30,29.25
2020-01-31,29.059998999999998
2020-02-03,29.780001000000002
2020-02-04,29.969998999999998
2020-02-05,30.870001000000002
2020-02-06,30.315001000000002
2020-02-07,29.700001
2020-02-10,29.49
2020-02-11,29.450001
2020-02-12,29.43
2020-02-13,29.59
2020-02-14,29.620001000000002
2020-02-18,28.809998999999998
2020-02-19,28.93
2020-02-20,29.209999
2020-02-21,28.299999
2020-02-24,27.59
2020-02-25,26.48
2020-02-26,25.955
2020-02-27,25.01
2020-02-28,23.950001
2020-03-02,24.92
2020-03-03,24.200001
2020-03-04,23.91
2020-03-05,22.85
2020-03-06,22.02
2020-03-09,19.469998999999998
2020-03-10,19.969998999999998
2020-03-11,18.700001
2020-03-12,17.67
2020-03-13,19.139999
2020-03-16,18.0
2020-03-17,19.690001000000002
2020-03-18,19.24
2020-03-19,19.120001000000002
2020-03-20,17.389999
2020-03-23,15.68
2020-03-24,16.49
2020-03-25,16.370001000000002
2020-03-26,17.530001000000002
2020-03-27,16.370001000000002
2020-03-30,16.68
2020-03-31,16.530001000000002
2020-04-01,15.03
2020-04-02,15.0
2020-04-03,14.34
2020-04-06,15.16
2020-04-07,15.17
2020-04-08,16.120001000000002
2020-04-09,17.620001000000002
2020-04-13,16.5
2020-04-14,16.02
2020-04-15,15.06
2020-04-16,15.41
2020-04-17,16.389999
2020-04-20,16.440001000000002
2020-04-21,16.190001000000002
2020-04-22,15.91
2020-04-23,16.32
2020-04-24,16.700001
2020-04-27,18.120001000000002
2020-04-28,17.610001
2020-04-29,18.280001000000002
2020-04-30,17.59
2020-05-01,17.059998999999998
2020-05-04,16.969998999999998
2020-05-05,16.4
2020-05-06,15.98
2020-05-07,16.0
2020-05-08,16.514999
