Date,MUSA
2013-08-19,38.849998
2013-08-20,38.130001
2013-08-21,37.5
2013-08-22,37.200001
2013-08-23,37.25
2013-08-26,37.299999
2013-08-27,36.849998
2013-08-28,36.459998999999996
2013-08-29,36.599998
2013-08-30,36.950001
2013-09-03,37.509997999999996
2013-09-04,38.43
2013-09-05,38.380001
2013-09-06,39.599998
2013-09-09,39.849998
2013-09-10,39.419998
2013-09-11,38.880001
2013-09-12,40.200001
2013-09-13,40.549999
2013-09-16,40.639998999999996
2013-09-17,40.490002000000004
2013-09-18,40.950001
2013-09-19,40.450001
2013-09-20,40.689999
2013-09-23,40.330002
2013-09-24,40.98
2013-09-25,40.470001
2013-09-26,41.150002
2013-09-27,41.009997999999996
2013-09-30,40.389998999999996
2013-10-01,40.529999
2013-10-02,40.580002
2013-10-03,40.5
2013-10-04,40.310001
2013-10-07,40.0
2013-10-08,39.650002
2013-10-09,39.959998999999996
2013-10-10,40.990002000000004
2013-10-11,41.32
2013-10-14,41.360001000000004
2013-10-15,40.830002
2013-10-16,40.98
2013-10-17,40.639998999999996
2013-10-18,41.27
2013-10-21,41.509997999999996
2013-10-22,41.48
2013-10-23,41.0
2013-10-24,40.82
2013-10-25,40.880001
2013-10-28,40.5
2013-10-29,40.720001
2013-10-30,40.529999
2013-10-31,40.580002
2013-11-01,41.200001
2013-11-04,40.709998999999996
2013-11-05,41.060001
2013-11-06,41.700001
2013-11-07,42.139998999999996
2013-11-08,42.060001
2013-11-11,42.290001000000004
2013-11-12,42.759997999999996
2013-11-13,42.709998999999996
2013-11-14,42.98
2013-11-15,43.599998
2013-11-18,43.919998
2013-11-19,44.0
2013-11-20,44.259997999999996
2013-11-21,45.369999
2013-11-22,46.310001
2013-11-25,44.880001
2013-11-26,45.259997999999996
2013-11-27,46.040001000000004
2013-11-29,45.25
2013-12-02,46.02
2013-12-03,45.830002
2013-12-04,44.98
2013-12-05,45.349998
2013-12-06,45.619999
2013-12-09,45.580002
2013-12-10,44.810001
2013-12-11,43.279999
2013-12-12,42.439999
2013-12-13,42.299999
2013-12-16,42.130001
2013-12-17,42.32
2013-12-18,42.259997999999996
2013-12-19,41.970001
2013-12-20,42.75
2013-12-23,42.34
2013-12-24,41.91
2013-12-26,41.880001
2013-12-27,41.880001
2013-12-30,42.099998
2013-12-31,41.560001
2014-01-02,41.91
2014-01-03,41.970001
2014-01-06,41.779999
2014-01-07,42.57
2014-01-08,42.540001000000004
2014-01-09,43.150002
2014-01-10,43.25
2014-01-13,41.779999
2014-01-14,41.900002
2014-01-15,41.610001000000004
2014-01-16,41.73
2014-01-17,41.360001000000004
2014-01-21,42.040001000000004
2014-01-22,41.689999
2014-01-23,40.5
2014-01-24,39.82
2014-01-27,39.549999
2014-01-28,39.490002000000004
2014-01-29,38.990002000000004
2014-01-30,39.049999
2014-01-31,38.740002000000004
2014-02-03,37.619999
2014-02-04,37.549999
2014-02-05,38.560001
2014-02-06,39.259997999999996
2014-02-07,39.209998999999996
2014-02-10,39.099998
2014-02-11,39.459998999999996
2014-02-12,39.07
2014-02-13,39.619999
2014-02-14,39.740002000000004
2014-02-18,39.52
2014-02-19,39.299999
2014-02-20,39.16
2014-02-21,38.849998
2014-02-24,38.799999
2014-02-25,38.98
2014-02-26,39.450001
2014-02-27,40.48
2014-02-28,40.560001
2014-03-03,40.0
2014-03-04,40.84
2014-03-05,40.599998
2014-03-06,40.720001
2014-03-07,41.18
2014-03-10,41.130001
2014-03-11,41.369999
2014-03-12,41.02
2014-03-13,40.639998999999996
2014-03-14,40.75
2014-03-17,41.060001
2014-03-18,41.77
2014-03-19,41.450001
2014-03-20,40.84
2014-03-21,40.900002
2014-03-24,40.950001
2014-03-25,41.009997999999996
2014-03-26,40.529999
2014-03-27,39.970001
2014-03-28,40.68
2014-03-31,40.59
2014-04-01,40.959998999999996
2014-04-02,41.049999
2014-04-03,42.029999
2014-04-04,40.939999
2014-04-07,40.68
2014-04-08,40.700001
2014-04-09,40.75
2014-04-10,40.169998
2014-04-11,39.959998999999996
2014-04-14,40.330002
2014-04-15,40.66
2014-04-16,40.740002000000004
2014-04-17,40.540001000000004
2014-04-21,40.580002
2014-04-22,40.689999
2014-04-23,41.459998999999996
2014-04-24,42.139998999999996
2014-04-25,41.549999
2014-04-28,42.919998
2014-04-29,42.779999
2014-04-30,42.5
2014-05-01,42.240002000000004
2014-05-02,43.040001000000004
2014-05-05,44.98
2014-05-06,43.630001
2014-05-07,44.950001
2014-05-08,45.18
2014-05-09,47.139998999999996
2014-05-12,48.830002
2014-05-13,48.73
2014-05-14,47.23
2014-05-15,46.939999
2014-05-16,48.220001
2014-05-19,48.310001
2014-05-20,48.709998999999996
2014-05-21,48.639998999999996
2014-05-22,49.509997999999996
2014-05-23,50.27
2014-05-27,50.099998
2014-05-28,50.259997999999996
2014-05-29,50.790001000000004
2014-05-30,50.880001
2014-06-02,51.59
2014-06-03,51.200001
2014-06-04,51.220001
2014-06-05,51.209998999999996
2014-06-06,52.34
2014-06-09,52.330002
2014-06-10,52.130001
2014-06-11,51.799999
2014-06-12,50.59
2014-06-13,50.169998
2014-06-16,49.939999
2014-06-17,49.889998999999996
2014-06-18,49.98
2014-06-19,49.580002
2014-06-20,49.52
2014-06-23,49.459998999999996
2014-06-24,48.68
2014-06-25,48.57
2014-06-26,48.75
2014-06-27,48.759997999999996
2014-06-30,48.889998999999996
2014-07-01,48.93
2014-07-02,49.060001
2014-07-03,49.849998
2014-07-07,49.709998999999996
2014-07-08,48.77
2014-07-09,48.93
2014-07-10,48.310001
2014-07-11,48.360001000000004
2014-07-14,48.450001
2014-07-15,47.259997999999996
2014-07-16,47.720001
2014-07-17,47.630001
2014-07-18,48.48
2014-07-21,47.939999
2014-07-22,48.77
2014-07-23,48.98
2014-07-24,48.529999
2014-07-25,48.200001
2014-07-28,48.150002
2014-07-29,48.290001000000004
2014-07-30,49.150002
2014-07-31,49.419998
2014-08-01,48.709998999999996
2014-08-04,48.919998
2014-08-05,48.990002000000004
2014-08-06,49.560001
2014-08-07,50.860001000000004
2014-08-08,52.290001000000004
2014-08-11,51.66
2014-08-12,52.0
2014-08-13,52.18
2014-08-14,52.560001
2014-08-15,51.860001000000004
2014-08-18,52.91
2014-08-19,53.400002
2014-08-20,54.66
2014-08-21,53.349998
2014-08-22,53.959998999999996
2014-08-25,54.119999
2014-08-26,54.720001
2014-08-27,55.009997999999996
2014-08-28,54.709998999999996
2014-08-29,54.470001
2014-09-02,53.950001
2014-09-03,54.98
2014-09-04,55.639998999999996
2014-09-05,55.189999
2014-09-08,54.610001000000004
2014-09-09,54.23
2014-09-10,54.040001000000004
2014-09-11,54.330002
2014-09-12,53.869999
2014-09-15,53.810001
2014-09-16,55.529999
2014-09-17,55.029999
2014-09-18,55.110001000000004
2014-09-19,54.619999
2014-09-22,53.810001
2014-09-23,53.700001
2014-09-24,53.73
2014-09-25,53.310001
2014-09-26,53.66
2014-09-29,54.099998
2014-09-30,53.060001
2014-10-01,51.970001
2014-10-02,52.43
2014-10-03,52.189999
2014-10-06,51.68
2014-10-07,50.77
2014-10-08,51.529999
2014-10-09,50.77
2014-10-10,50.439999
2014-10-13,49.630001
2014-10-14,50.779999
2014-10-15,50.849998
2014-10-16,51.720001
2014-10-17,53.099998
2014-10-20,53.209998999999996
2014-10-21,54.93
2014-10-22,54.43
2014-10-23,55.91
2014-10-24,55.599998
2014-10-27,55.599998
2014-10-28,57.32
2014-10-29,56.959998999999996
2014-10-30,56.57
2014-10-31,57.299999
2014-11-03,57.040001000000004
2014-11-04,57.880001
2014-11-05,57.490002000000004
2014-11-06,59.009997999999996
2014-11-07,59.41
2014-11-10,59.27
2014-11-11,59.459998999999996
2014-11-12,61.0
2014-11-13,60.5
2014-11-14,61.220001
2014-11-17,61.209998999999996
2014-11-18,61.580002
2014-11-19,62.98
2014-11-20,64.239998
2014-11-21,62.919998
2014-11-24,62.450001
2014-11-25,64.489998
2014-11-26,62.779999
2014-11-28,63.720001
2014-12-01,61.139998999999996
2014-12-02,62.16
2014-12-03,63.740002000000004
2014-12-04,62.830002
2014-12-05,61.790001000000004
2014-12-08,61.189999
2014-12-09,62.5
2014-12-10,61.439999
2014-12-11,62.599998
2014-12-12,63.02
2014-12-15,62.5
2014-12-16,63.389998999999996
2014-12-17,63.990002000000004
2014-12-18,65.32
2014-12-19,65.620003
2014-12-22,64.760002
2014-12-23,65.620003
2014-12-24,66.370003
2014-12-26,67.279999
2014-12-29,69.370003
2014-12-30,69.349998
2014-12-31,68.860001
2015-01-02,67.839996
2015-01-05,67.160004
2015-01-06,66.82
2015-01-07,69.660004
2015-01-08,71.589996
2015-01-09,70.949997
2015-01-12,70.309998
2015-01-13,70.25
2015-01-14,69.33000200000001
2015-01-15,68.690002
2015-01-16,69.199997
2015-01-20,69.029999
2015-01-21,67.760002
2015-01-22,69.510002
2015-01-23,70.059998
2015-01-26,70.790001
2015-01-27,70.25
2015-01-28,69.860001
2015-01-29,70.0
2015-01-30,69.809998
2015-02-02,70.720001
2015-02-03,70.269997
2015-02-04,71.07
2015-02-05,68.980003
2015-02-06,68.860001
2015-02-09,68.739998
2015-02-10,70.57
