Date,TERP
2014-07-18,33.09
2014-07-21,33.0
2014-07-22,33.029999
2014-07-23,33.049999
2014-07-24,33.650002
2014-07-25,33.349998
2014-07-28,32.490002000000004
2014-07-29,31.65
2014-07-30,31.1
2014-07-31,30.75
2014-08-01,30.23
2014-08-04,30.32
2014-08-05,30.290001
2014-08-06,30.0
2014-08-07,31.530001000000002
2014-08-08,32.349998
2014-08-11,32.860001000000004
2014-08-12,32.169998
2014-08-13,32.040001000000004
2014-08-14,31.33
2014-08-15,31.09
2014-08-18,30.940001000000002
2014-08-19,30.719998999999998
2014-08-20,30.58
2014-08-21,30.51
2014-08-22,30.110001
2014-08-25,29.75
2014-08-26,30.66
2014-08-27,30.879998999999998
2014-08-28,31.059998999999998
2014-08-29,31.24
2014-09-02,31.52
2014-09-03,32.02
2014-09-04,32.41
2014-09-05,32.790001000000004
2014-09-08,32.860001000000004
2014-09-09,31.83
2014-09-10,31.75
2014-09-11,32.139998999999996
2014-09-12,30.74
2014-09-15,29.73
2014-09-16,29.870001000000002
2014-09-17,29.969998999999998
2014-09-18,29.99
2014-09-19,30.07
2014-09-22,28.530001000000002
2014-09-23,28.98
2014-09-24,29.690001000000002
2014-09-25,29.450001
2014-09-26,29.35
2014-09-29,29.309998999999998
2014-09-30,28.860001
2014-10-01,27.77
2014-10-02,27.1
2014-10-03,26.99
2014-10-06,26.74
2014-10-07,27.559998999999998
2014-10-08,27.57
2014-10-09,26.389999
2014-10-10,26.5
2014-10-13,24.51
2014-10-14,24.16
2014-10-15,22.83
2014-10-16,24.525
2014-10-17,24.950001
2014-10-20,27.77
2014-10-21,27.139999
2014-10-22,26.98
2014-10-23,27.16
2014-10-24,27.01
2014-10-27,26.459999
2014-10-28,27.09
2014-10-29,27.040001
2014-10-30,27.549999
2014-10-31,28.459999
2014-11-03,28.120001000000002
2014-11-04,27.0
2014-11-05,26.84
2014-11-06,27.91
2014-11-07,27.76
2014-11-10,27.469998999999998
2014-11-11,26.77
2014-11-12,26.73
2014-11-13,25.940001000000002
2014-11-14,25.940001000000002
2014-11-17,25.84
2014-11-18,32.75
2014-11-19,31.92
2014-11-20,31.91
2014-11-21,32.119999
2014-11-24,32.43
2014-11-25,33.279999
2014-11-26,33.639998999999996
2014-11-28,33.150002
2014-12-01,31.26
2014-12-02,31.299999
2014-12-03,31.290001
2014-12-04,32.049999
2014-12-05,30.99
2014-12-08,29.719998999999998
2014-12-09,30.559998999999998
2014-12-10,29.629998999999998
2014-12-11,28.84
2014-12-12,27.5
2014-12-15,27.719998999999998
2014-12-16,27.459999
2014-12-17,27.700001
2014-12-18,27.99
2014-12-19,29.360001
2014-12-22,29.27
2014-12-23,29.49
2014-12-24,29.4
2014-12-26,30.280001000000002
2014-12-29,30.41
2014-12-30,30.42
2014-12-31,30.879998999999998
2015-01-02,30.84
2015-01-05,30.26
2015-01-06,29.01
2015-01-07,29.1
2015-01-08,29.75
2015-01-09,29.75
2015-01-12,29.959999
2015-01-13,29.99
2015-01-14,29.42
2015-01-15,29.33
2015-01-16,30.4
2015-01-20,30.43
2015-01-21,30.639999
2015-01-22,31.57
2015-01-23,31.99
2015-01-26,32.82
2015-01-27,32.77
2015-01-28,32.299999
2015-01-29,32.580002
2015-01-30,32.540001000000004
2015-02-02,32.68
2015-02-03,32.900002
2015-02-04,32.290001000000004
2015-02-05,32.09
2015-02-06,31.84
2015-02-09,31.33
2015-02-10,31.389999
2015-02-11,31.129998999999998
2015-02-12,31.629998999999998
2015-02-13,31.639999
2015-02-17,32.470001
2015-02-18,32.869999
2015-02-19,32.889998999999996
2015-02-20,33.400002
2015-02-23,33.959998999999996
2015-02-24,34.450001
2015-02-25,35.02
2015-02-26,34.279999
2015-02-27,34.73
2015-03-02,34.299999
2015-03-03,34.25
2015-03-04,34.25
2015-03-05,35.380001
2015-03-06,34.009997999999996
2015-03-09,34.68
2015-03-10,34.154999
2015-03-11,34.619999
2015-03-12,34.389998999999996
2015-03-13,34.279999
2015-03-16,34.599998
2015-03-17,34.959998999999996
2015-03-18,35.43
2015-03-19,34.869999
2015-03-20,35.049999
2015-03-23,35.369999
2015-03-24,36.130001
2015-03-25,35.75
2015-03-26,35.709998999999996
2015-03-27,35.900002
2015-03-30,36.080002
2015-03-31,36.509997999999996
2015-04-01,38.23
2015-04-02,38.98
2015-04-06,39.400002
2015-04-07,39.73
2015-04-08,39.66
2015-04-09,39.900002
2015-04-10,40.25
2015-04-13,40.950001
2015-04-14,40.919998
2015-04-15,42.029999
2015-04-16,42.07
2015-04-17,41.360001000000004
2015-04-20,41.830002
2015-04-21,41.68
2015-04-22,42.150002
2015-04-23,42.060001
2015-04-24,41.68
2015-04-27,40.720001
2015-04-28,40.82
2015-04-29,40.43
2015-04-30,39.529999
2015-05-01,39.77
2015-05-04,39.939999
2015-05-05,39.189999
2015-05-06,38.970001
2015-05-07,39.59
2015-05-08,40.240002000000004
2015-05-11,39.700001
2015-05-12,38.759997999999996
2015-05-13,38.75
2015-05-14,39.43
2015-05-15,38.709998999999996
2015-05-18,39.0
2015-05-19,38.810001
2015-05-20,39.080002
2015-05-21,39.610001000000004
2015-05-22,39.779999
2015-05-26,39.580002
2015-05-27,40.490002000000004
2015-05-28,40.169998
