Date,COMM
2014-12-24,23.190001000000002
2014-12-26,23.24
2014-12-29,23.110001
2014-12-30,22.969998999999998
2014-12-31,22.83
2015-01-02,22.969998999999998
2015-01-05,23.1
2015-01-06,23.18
2015-01-07,23.309998999999998
2015-01-08,23.709999
2015-01-09,23.02
2015-01-12,22.030001000000002
2015-01-13,21.41
2015-01-14,21.379998999999998
2015-01-15,20.780001000000002
2015-01-16,21.030001000000002
2015-01-20,21.27
2015-01-21,21.139999
2015-01-22,21.299999
2015-01-23,21.65
2015-01-26,21.610001
2015-01-27,25.57
2015-01-28,27.129998999999998
2015-01-29,28.08
2015-01-30,28.105
2015-02-02,28.98
2015-02-03,29.389999
2015-02-04,30.030001000000002
2015-02-05,29.440001000000002
2015-02-06,29.620001000000002
2015-02-09,29.68
2015-02-10,29.73
2015-02-11,30.450001
2015-02-12,30.23
2015-02-13,30.4
2015-02-17,30.35
2015-02-18,31.129998999999998
2015-02-19,30.24
2015-02-20,31.1
2015-02-23,30.719998999999998
2015-02-24,30.76
2015-02-25,30.82
2015-02-26,31.299999
2015-02-27,31.5
2015-03-02,31.469998999999998
2015-03-03,31.559998999999998
2015-03-04,31.18
2015-03-05,30.299999
2015-03-06,29.719998999999998
2015-03-09,29.9
2015-03-10,29.07
2015-03-11,29.549999
2015-03-12,29.799999
2015-03-13,29.65
2015-03-16,30.219998999999998
2015-03-17,30.219998999999998
2015-03-18,30.68
2015-03-19,30.610001
2015-03-20,30.860001
2015-03-23,30.77
2015-03-24,30.27
2015-03-25,29.610001
2015-03-26,28.870001000000002
2015-03-27,28.99
2015-03-30,29.15
2015-03-31,28.540001
2015-04-01,28.625
2015-04-02,28.950001
2015-04-06,28.9
2015-04-07,29.23
2015-04-08,29.32
2015-04-09,29.455
2015-04-10,29.41
2015-04-13,29.299999
2015-04-14,29.41
2015-04-15,29.790001
2015-04-16,29.6
2015-04-17,29.139999
2015-04-20,29.48
2015-04-21,29.809998999999998
2015-04-22,29.799999
2015-04-23,29.299999
2015-04-24,28.215
2015-04-27,28.174999
2015-04-28,28.59
2015-04-29,27.77
2015-04-30,29.51
2015-05-01,29.32
2015-05-04,29.389999
2015-05-05,29.290001
2015-05-06,29.18
2015-05-07,29.389999
2015-05-08,29.85
2015-05-11,30.34
2015-05-12,30.209999
2015-05-13,30.09
2015-05-14,30.73
2015-05-15,30.950001
2015-05-18,31.33
2015-05-19,31.379998999999998
2015-05-20,31.17
2015-05-21,31.25
2015-05-22,31.23
2015-05-26,30.870001000000002
2015-05-27,30.905001000000002
2015-05-28,31.299999
2015-05-29,31.17
2015-06-01,31.264999
2015-06-02,31.745001000000002
2015-06-03,32.18
2015-06-04,31.959999
2015-06-05,32.200001
2015-06-08,31.82
2015-06-09,31.889999
2015-06-10,32.415001000000004
2015-06-11,31.17
2015-06-12,31.120001000000002
2015-06-15,30.98
2015-06-16,31.5
2015-06-17,31.955
2015-06-18,31.879998999999998
2015-06-19,31.790001
2015-06-22,31.860001
2015-06-23,31.889999
2015-06-24,31.469998999999998
2015-06-25,31.370001000000002
2015-06-26,31.040001
2015-06-29,30.370001000000002
2015-06-30,30.51
2015-07-01,30.799999
2015-07-02,30.780001000000002
2015-07-06,30.58
2015-07-07,30.440001000000002
2015-07-08,29.530001000000002
2015-07-09,29.690001000000002
2015-07-10,29.790001
2015-07-13,30.360001
2015-07-14,30.559998999999998
2015-07-15,30.389999
2015-07-16,30.67
2015-07-17,31.360001
2015-07-20,31.290001
2015-07-21,30.85
2015-07-22,30.860001
2015-07-23,30.790001
2015-07-24,30.65
2015-07-27,29.9
2015-07-28,31.139999
2015-07-29,30.709999
2015-07-30,31.209999
2015-07-31,31.370001000000002
2015-08-03,30.860001
2015-08-04,31.120001000000002
2015-08-05,31.540001
2015-08-06,31.17
2015-08-07,31.280001000000002
2015-08-10,31.59
2015-08-11,30.5
2015-08-12,31.76
2015-08-13,31.51
2015-08-14,31.6
2015-08-17,31.82
2015-08-18,31.34
2015-08-19,31.530001000000002
2015-08-20,30.58
2015-08-21,29.309998999999998
2015-08-24,27.639999
2015-08-25,28.17
2015-08-26,29.5
2015-08-27,30.73
2015-08-28,31.9
2015-08-31,32.349998
2015-09-01,31.790001
2015-09-02,32.224998
2015-09-03,32.919998
2015-09-04,32.650002
2015-09-08,33.450001
2015-09-09,33.41
2015-09-10,32.900002
2015-09-11,31.65
2015-09-14,31.700001
2015-09-15,31.83
2015-09-16,32.389998999999996
2015-09-17,31.889999
2015-09-18,31.389999
2015-09-21,31.26
2015-09-22,31.209999
2015-09-23,30.879998999999998
2015-09-24,30.77
2015-09-25,30.219998999999998
2015-09-28,29.42
2015-09-29,29.030001000000002
2015-09-30,30.030001000000002
2015-10-01,30.09
2015-10-02,29.48
2015-10-05,29.92
2015-10-06,29.559998999999998
2015-10-07,30.450001
2015-10-08,30.73
2015-10-09,30.709999
2015-10-12,31.07
2015-10-13,30.6
2015-10-14,30.809998999999998
2015-10-15,31.219998999999998
2015-10-16,31.76
2015-10-19,31.709999
2015-10-20,31.85
2015-10-21,31.34
2015-10-22,31.700001
2015-10-23,32.139998999999996
2015-10-26,32.259997999999996
2015-10-27,31.6
2015-10-28,32.619999
2015-10-29,32.459998999999996
2015-10-30,32.43
2015-11-02,32.799999
2015-11-03,33.209998999999996
2015-11-04,32.25
2015-11-05,32.34
2015-11-06,32.310001
2015-11-09,28.49
2015-11-10,27.790001
2015-11-11,27.485001
2015-11-12,27.200001
2015-11-13,26.5
2015-11-16,26.5
2015-11-17,26.5
2015-11-18,27.35
2015-11-19,27.370001000000002
2015-11-20,28.299999
2015-11-23,28.959999
2015-11-24,28.41
2015-11-25,28.24
2015-11-27,28.6
2015-11-30,28.620001000000002
2015-12-01,28.530001000000002
2015-12-02,27.73
2015-12-03,26.99
2015-12-04,27.51
2015-12-07,26.719998999999998
2015-12-08,26.530001000000002
2015-12-09,25.799999
2015-12-10,26.219998999999998
2015-12-11,25.860001
2015-12-14,25.530001000000002
2015-12-15,25.18
2015-12-16,25.360001
2015-12-17,25.84
2015-12-18,25.0
2015-12-21,25.18
2015-12-22,25.440001000000002
2015-12-23,26.34
2015-12-24,26.33
2015-12-28,26.129998999999998
2015-12-29,26.309998999999998
2015-12-30,25.950001
2015-12-31,25.889999
2016-01-04,25.6
2016-01-05,25.115
2016-01-06,24.440001000000002
2016-01-07,23.42
2016-01-08,23.360001
2016-01-11,23.280001000000002
2016-01-12,23.51
2016-01-13,23.059998999999998
2016-01-14,23.309998999999998
2016-01-15,22.73
2016-01-19,22.32
2016-01-20,21.77
2016-01-21,21.91
2016-01-22,22.52
2016-01-25,21.709999
2016-01-26,22.35
2016-01-27,21.51
2016-01-28,21.33
2016-01-29,22.42
2016-02-01,23.040001
2016-02-02,21.459999
2016-02-03,21.83
2016-02-04,22.120001000000002
2016-02-05,21.4
2016-02-08,20.23
2016-02-09,20.209999
2016-02-10,20.5
2016-02-11,19.799999
2016-02-12,20.540001
2016-02-16,22.18
2016-02-17,23.09
2016-02-18,22.530001000000002
2016-02-19,24.049999
2016-02-22,25.120001000000002
2016-02-23,24.940001000000002
2016-02-24,25.219998999999998
2016-02-25,24.84
2016-02-26,25.059998999999998
2016-02-29,25.190001000000002
2016-03-01,26.41
2016-03-02,27.200001
2016-03-03,27.120001000000002
2016-03-04,27.43
2016-03-07,26.959999
2016-03-08,25.82
2016-03-09,26.200001
2016-03-10,26.209999
2016-03-11,26.879998999999998
2016-03-14,26.889999
2016-03-15,26.610001
2016-03-16,27.110001
2016-03-17,27.57
2016-03-18,27.24
2016-03-21,27.209999
2016-03-22,27.15
2016-03-23,26.450001
2016-03-24,26.52
2016-03-28,26.43
2016-03-29,26.84
2016-03-30,27.32
2016-03-31,27.92
2016-04-01,27.639999
2016-04-04,27.709999
2016-04-05,27.52
2016-04-06,27.879998999999998
2016-04-07,27.15
2016-04-08,27.639999
2016-04-11,27.440001000000002
2016-04-12,27.040001
2016-04-13,28.309998999999998
2016-04-14,27.610001
2016-04-15,26.91
2016-04-18,26.59
2016-04-19,26.620001000000002
2016-04-20,26.75
2016-04-21,26.4
2016-04-22,26.76
2016-04-25,26.440001000000002
2016-04-26,26.879998999999998
2016-04-27,26.73
2016-04-28,30.540001
2016-04-29,30.41
2016-05-02,30.34
2016-05-03,28.77
2016-05-04,29.040001
2016-05-05,29.1
2016-05-06,29.549999
2016-05-09,29.559998999999998
2016-05-10,29.799999
2016-05-11,29.860001
2016-05-12,29.77
2016-05-13,29.879998999999998
2016-05-16,30.110001
2016-05-17,29.709999
2016-05-18,29.690001000000002
2016-05-19,29.5
2016-05-20,29.879998999999998
2016-05-23,29.82
2016-05-24,30.559998999999998
2016-05-25,30.99
2016-05-26,30.879998999999998
2016-05-27,31.049999
2016-05-31,31.15
2016-06-01,31.559998999999998
2016-06-02,31.809998999999998
2016-06-03,31.92
2016-06-06,32.16
2016-06-07,32.16
2016-06-08,32.5
2016-06-09,32.400002
2016-06-10,32.029999
2016-06-13,31.549999
2016-06-14,31.450001
2016-06-15,31.66
2016-06-16,32.34
2016-06-17,32.560001
2016-06-20,32.200001
2016-06-21,32.150002
2016-06-22,32.0
2016-06-23,32.130001
2016-06-24,29.860001
2016-06-27,28.52
2016-06-28,29.01
2016-06-29,30.35
2016-06-30,31.030001000000002
2016-07-01,30.790001
2016-07-05,30.139999
2016-07-06,30.709999
2016-07-07,31.139999
2016-07-08,32.240002000000004
2016-07-11,32.139998999999996
2016-07-12,32.470001
2016-07-13,31.75
2016-07-14,32.09
2016-07-15,31.9
2016-07-18,31.67
2016-07-19,31.559998999999998
2016-07-20,31.98
2016-07-21,31.59
2016-07-22,31.629998999999998
2016-07-25,31.530001000000002
2016-07-26,31.48
2016-07-27,31.82
2016-07-28,29.98
2016-07-29,29.950001
2016-08-01,29.59
2016-08-02,28.66
2016-08-03,29.030001000000002
2016-08-04,28.76
2016-08-05,29.219998999999998
2016-08-08,28.459999
2016-08-09,28.82
2016-08-10,28.889999
2016-08-11,28.540001
2016-08-12,28.809998999999998
2016-08-15,29.08
2016-08-16,28.99
2016-08-17,28.59
2016-08-18,28.540001
2016-08-19,28.58
2016-08-22,28.75
2016-08-23,29.190001000000002
2016-08-24,29.950001
2016-08-25,29.77
2016-08-26,29.440001000000002
2016-08-29,29.559998999999998
2016-08-30,29.52
2016-08-31,29.57
2016-09-01,29.799999
2016-09-02,29.870001000000002
2016-09-06,29.84
2016-09-07,29.950001
2016-09-08,29.73
2016-09-09,29.76
2016-09-12,29.879998999999998
2016-09-13,29.41
2016-09-14,29.5
2016-09-15,30.379998999999998
2016-09-16,30.5
2016-09-19,31.07
2016-09-20,30.83
2016-09-21,30.639999
2016-09-22,30.790001
2016-09-23,30.280001000000002
2016-09-26,30.25
2016-09-27,30.51
2016-09-28,30.459999
2016-09-29,30.059998999999998
2016-09-30,30.110001
2016-10-03,30.23
2016-10-04,30.190001000000002
2016-10-05,30.879998999999998
2016-10-06,31.41
2016-10-07,31.620001000000002
2016-10-10,31.98
2016-10-11,31.799999
2016-10-12,31.030001000000002
2016-10-13,30.620001000000002
2016-10-14,31.120001000000002
2016-10-17,31.01
2016-10-18,31.459999
2016-10-19,32.02
2016-10-20,31.889999
2016-10-21,31.91
2016-10-24,31.98
2016-10-25,31.370001000000002
2016-10-26,31.5
2016-10-27,30.57
2016-10-28,30.709999
2016-10-31,30.549999
2016-11-01,30.280001000000002
2016-11-02,30.26
2016-11-03,31.91
2016-11-04,32.150002
2016-11-07,32.880001
2016-11-08,33.880001
2016-11-09,33.66
2016-11-10,34.110001000000004
2016-11-11,33.560001
2016-11-14,34.849998
2016-11-15,34.970001
2016-11-16,35.0
2016-11-17,35.0
2016-11-18,35.450001
2016-11-21,35.490002000000004
2016-11-22,35.700001
2016-11-23,35.93
2016-11-25,36.360001000000004
2016-11-28,35.830002
2016-11-29,36.23
2016-11-30,35.98
2016-12-01,35.5
2016-12-02,35.790001000000004
2016-12-05,36.060001
2016-12-06,36.450001
2016-12-07,36.68
2016-12-08,36.889998999999996
2016-12-09,36.529999
2016-12-12,36.869999
2016-12-13,37.029999
2016-12-14,36.560001
2016-12-15,37.040001000000004
2016-12-16,36.459998999999996
2016-12-19,37.02
2016-12-20,37.209998999999996
2016-12-21,37.369999
2016-12-22,37.200001
2016-12-23,37.16
2016-12-27,37.200001
2016-12-28,36.740002000000004
2016-12-29,36.959998999999996
2016-12-30,37.200001
2017-01-03,36.709998999999996
2017-01-04,37.529999
2017-01-05,37.380001
2017-01-06,36.98
2017-01-09,37.240002000000004
2017-01-10,37.57
2017-01-11,37.150002
2017-01-12,36.740002000000004
2017-01-13,36.970001
2017-01-17,35.34
2017-01-18,35.75
2017-01-19,35.73
2017-01-20,36.200001
2017-01-23,36.130001
2017-01-24,36.939999
2017-01-25,36.939999
2017-01-26,37.330002
2017-01-27,36.66
2017-01-30,37.0
2017-01-31,37.82
2017-02-01,38.0
2017-02-02,38.16
2017-02-03,38.529999
2017-02-06,38.279999
2017-02-07,38.509997999999996
2017-02-08,38.5
2017-02-09,38.43
2017-02-10,38.439999
2017-02-13,38.75
2017-02-14,38.860001000000004
2017-02-15,38.98
2017-02-16,39.330002
2017-02-17,39.450001
2017-02-21,39.98
2017-02-22,40.310001
2017-02-23,37.720001
2017-02-24,37.32
2017-02-27,37.970001
2017-02-28,38.049999
2017-03-01,39.459998999999996
2017-03-02,38.91
2017-03-03,39.299999
2017-03-06,39.060001
2017-03-07,38.73
2017-03-08,38.84
2017-03-09,38.93
2017-03-10,38.939999
2017-03-13,39.400002
2017-03-14,39.400002
2017-03-15,39.740002000000004
2017-03-16,39.779999
2017-03-17,39.639998999999996
2017-03-20,40.139998999999996
2017-03-21,39.860001000000004
2017-03-22,39.869999
2017-03-23,40.490002000000004
2017-03-24,41.220001
2017-03-27,41.029999
2017-03-28,41.18
2017-03-29,40.939999
2017-03-30,42.09
2017-03-31,41.709998999999996
2017-04-03,41.150002
2017-04-04,41.119999
2017-04-05,40.82
2017-04-06,41.009997999999996
2017-04-07,41.040001000000004
2017-04-10,40.509997999999996
2017-04-11,40.630001
2017-04-12,40.16
2017-04-13,39.98
2017-04-17,40.630001
2017-04-18,40.48
2017-04-19,41.02
2017-04-20,41.630001
2017-04-21,40.93
2017-04-24,41.470001
2017-04-25,41.82
2017-04-26,41.689999
2017-04-27,42.290001000000004
2017-04-28,42.040001000000004
2017-05-01,42.32
2017-05-02,41.759997999999996
2017-05-03,41.16
2017-05-04,35.110001000000004
2017-05-05,35.790001000000004
2017-05-08,35.919998
2017-05-09,36.73
2017-05-10,37.5
2017-05-11,36.709998999999996
2017-05-12,36.279999
2017-05-15,36.450001
2017-05-16,36.970001
2017-05-17,36.849998
2017-05-18,36.990002000000004
2017-05-19,37.0
2017-05-22,37.529999
2017-05-23,37.110001000000004
2017-05-24,36.900002
2017-05-25,37.150002
2017-05-26,36.919998
2017-05-30,36.650002
2017-05-31,36.990002000000004
2017-06-01,37.57
2017-06-02,37.580002
2017-06-05,38.09
2017-06-06,37.130001
2017-06-07,37.310001
2017-06-08,37.990002000000004
2017-06-09,37.529999
2017-06-12,37.009997999999996
2017-06-13,37.669998
2017-06-14,37.189999
2017-06-15,37.419998
2017-06-16,37.150002
2017-06-19,37.919998
2017-06-20,37.950001
2017-06-21,38.009997999999996
2017-06-22,38.02
2017-06-23,38.080002
2017-06-26,38.389998999999996
2017-06-27,38.0
2017-06-28,38.360001000000004
2017-06-29,37.869999
2017-06-30,38.029999
2017-07-03,38.209998999999996
2017-07-05,37.779999
2017-07-06,37.790001000000004
2017-07-07,38.150002
2017-07-10,38.110001000000004
2017-07-11,38.0
2017-07-12,35.52
2017-07-13,35.650002
2017-07-14,35.130001
2017-07-17,34.75
2017-07-18,34.5
2017-07-19,35.189999
2017-07-20,35.259997999999996
2017-07-21,35.279999
2017-07-24,35.450001
2017-07-25,35.740002000000004
2017-07-26,36.009997999999996
2017-07-27,36.529999
2017-07-28,36.939999
2017-07-31,36.779999
2017-08-01,37.0
2017-08-02,37.16
2017-08-03,33.544998
2017-08-04,32.610001000000004
2017-08-07,32.740002000000004
2017-08-08,32.16
2017-08-09,32.25
2017-08-10,31.66
2017-08-11,31.93
2017-08-14,32.599998
2017-08-15,32.84
2017-08-16,32.849998
2017-08-17,32.84
2017-08-18,33.0
2017-08-21,33.0
2017-08-22,33.27
2017-08-23,32.889998999999996
2017-08-24,32.799999
2017-08-25,32.900002
2017-08-28,32.900002
2017-08-29,32.779999
2017-08-30,32.779999
2017-08-31,33.060001
2017-09-01,32.970001
2017-09-05,32.41
2017-09-06,32.720001
2017-09-07,33.009997999999996
2017-09-08,33.040001000000004
2017-09-11,33.895
2017-09-12,34.07
2017-09-13,33.490002000000004
2017-09-14,33.259997999999996
2017-09-15,33.580002
2017-09-18,34.34
2017-09-19,32.740002000000004
2017-09-20,33.169998
2017-09-21,33.259997999999996
2017-09-22,33.169998
2017-09-25,32.650002
2017-09-26,32.849998
2017-09-27,33.200001
2017-09-28,32.619999
2017-09-29,33.209998999999996
2017-10-02,33.48
2017-10-03,33.799999
2017-10-04,33.529999
2017-10-05,33.299999
2017-10-06,33.400002
2017-10-09,33.09
2017-10-10,32.32
2017-10-11,32.34
2017-10-12,32.189999
2017-10-13,32.189999
2017-10-16,31.879998999999998
2017-10-17,31.66
2017-10-18,31.799999
2017-10-19,31.870001000000002
2017-10-20,32.650002
2017-10-23,32.490002000000004
2017-10-24,32.400002
2017-10-25,31.860001
2017-10-26,31.73
2017-10-27,31.709999
2017-10-30,32.0
2017-10-31,32.139998999999996
2017-11-01,34.23
2017-11-02,33.490002000000004
2017-11-03,33.509997999999996
2017-11-06,34.799999
2017-11-07,33.91
2017-11-08,33.849998
2017-11-09,34.049999
2017-11-10,33.790001000000004
2017-11-13,33.939999
2017-11-14,33.84
2017-11-15,33.57
2017-11-16,33.68
2017-11-17,33.919998
2017-11-20,34.450001
2017-11-21,35.09
2017-11-22,35.560001
2017-11-24,35.43
2017-11-27,36.200001
2017-11-28,36.759997999999996
2017-11-29,36.439999
2017-11-30,35.990002000000004
2017-12-01,36.07
2017-12-04,36.59
2017-12-05,36.310001
2017-12-06,36.880001
2017-12-07,37.41
2017-12-08,37.91
2017-12-11,38.43
2017-12-12,38.77
2017-12-13,38.709998999999996
2017-12-14,38.009997999999996
2017-12-15,37.720001
2017-12-18,37.82
2017-12-19,37.830002
2017-12-20,38.220001
2017-12-21,38.419998
2017-12-22,38.310001
2017-12-26,38.040001000000004
2017-12-27,38.16
2017-12-28,38.259997999999996
2017-12-29,37.830002
2018-01-02,38.200001
2018-01-03,38.150002
2018-01-04,37.869999
2018-01-05,38.095001
2018-01-08,38.509997999999996
2018-01-09,38.720001
2018-01-10,38.209998999999996
2018-01-11,38.84
2018-01-12,38.970001
2018-01-16,38.540001000000004
2018-01-17,38.700001
2018-01-18,38.5
2018-01-19,38.650002
2018-01-22,38.68
2018-01-23,38.830002
2018-01-24,38.66
2018-01-25,38.419998
2018-01-26,38.849998
2018-01-29,38.990002000000004
2018-01-30,38.77
2018-01-31,38.630001
2018-02-01,39.77
2018-02-02,38.669998
2018-02-05,37.419998
2018-02-06,37.880001
2018-02-07,38.18
2018-02-08,36.709998999999996
2018-02-09,37.060001
2018-02-12,37.299999
2018-02-13,37.709998999999996
2018-02-14,38.880001
2018-02-15,39.259997999999996
2018-02-16,39.02
2018-02-20,38.779999
2018-02-21,38.5
2018-02-22,38.25
2018-02-23,38.73
2018-02-26,39.360001000000004
2018-02-27,39.189999
2018-02-28,38.709998999999996
2018-03-01,38.34
2018-03-02,39.490002000000004
2018-03-05,39.860001000000004
2018-03-06,40.220001
2018-03-07,40.060001
2018-03-08,40.43
2018-03-09,40.990002000000004
2018-03-12,40.939999
2018-03-13,40.959998999999996
2018-03-14,40.700001
2018-03-15,40.470001
2018-03-16,40.91
2018-03-19,40.490002000000004
2018-03-20,40.310001
2018-03-21,40.380001
2018-03-22,39.66
2018-03-23,38.939999
2018-03-26,40.130001
2018-03-27,39.389998999999996
2018-03-28,38.650002
2018-03-29,39.970001
2018-04-02,39.459998999999996
2018-04-03,39.43
2018-04-04,39.610001000000004
2018-04-05,39.790001000000004
2018-04-06,38.93
2018-04-09,38.849998
2018-04-10,39.369999
2018-04-11,39.639998999999996
2018-04-12,41.02
2018-04-13,40.404999
2018-04-16,40.549999
2018-04-17,40.580002
2018-04-18,41.040001000000004
2018-04-19,40.68
2018-04-20,40.860001000000004
2018-04-23,40.52
2018-04-24,40.549999
2018-04-25,40.619999
2018-04-26,39.709998999999996
2018-04-27,38.860001000000004
2018-04-30,38.220001
2018-05-01,27.59
2018-05-02,28.4
2018-05-03,28.299999
2018-05-04,28.01
