Date,GIL
1998-06-19,0.40625
1998-06-22,0.414063
1998-06-23,0.421875
1998-06-24,0.421875
1998-06-25,0.421875
1998-06-26,0.429688
1998-06-29,0.410156
1998-06-30,0.40625
1998-07-01,0.402344
1998-07-02,0.394531
1998-07-06,0.398438
1998-07-07,0.375
1998-07-08,0.390625
1998-07-09,0.40625
1998-07-10,0.40625
1998-07-13,0.425781
1998-07-14,0.480469
1998-07-15,0.46875
1998-07-16,0.480469
1998-07-17,0.5
1998-07-20,0.523438
1998-07-21,0.523438
1998-07-22,0.523438
1998-07-23,0.5039060000000001
1998-07-24,0.5
1998-07-27,0.507813
1998-07-28,0.53125
1998-07-29,0.523438
1998-07-30,0.515625
1998-07-31,0.507813
1998-08-03,0.523438
1998-08-04,0.507813
1998-08-05,0.515625
1998-08-06,0.507813
1998-08-07,0.507813
1998-08-10,0.554688
1998-08-11,0.554688
1998-08-12,0.570313
1998-08-13,0.578125
1998-08-14,0.5507810000000001
1998-08-17,0.515625
1998-08-18,0.5195310000000001
1998-08-19,0.5273439999999999
1998-08-20,0.5273439999999999
1998-08-21,0.5039060000000001
1998-08-24,0.507813
1998-08-25,0.492188
1998-08-26,0.492188
1998-08-27,0.46875
1998-08-28,0.460938
1998-08-31,0.421875
1998-09-01,0.429688
1998-09-02,0.449219
1998-09-03,0.4375
1998-09-04,0.460938
1998-09-08,0.46875
1998-09-09,0.46875
1998-09-10,0.46875
1998-09-11,0.453125
1998-09-14,0.460938
1998-09-15,0.46875
1998-09-16,0.453125
1998-09-17,0.453125
1998-09-18,0.457031
1998-09-21,0.457031
1998-09-22,0.449219
1998-09-23,0.46875
1998-09-24,0.460938
1998-09-25,0.460938
1998-09-28,0.476563
1998-09-29,0.464844
1998-09-30,0.476563
1998-10-01,0.457031
1998-10-02,0.445313
1998-10-05,0.4375
1998-10-06,0.457031
1998-10-07,0.457031
1998-10-08,0.4375
1998-10-09,0.4375
1998-10-12,0.457031
1998-10-13,0.449219
1998-10-14,0.457031
1998-10-15,0.453125
1998-10-16,0.453125
1998-10-19,0.460938
1998-10-20,0.457031
1998-10-21,0.453125
1998-10-22,0.445313
1998-10-23,0.453125
1998-10-26,0.4375
1998-10-27,0.445313
1998-10-28,0.421875
1998-10-29,0.414063
1998-10-30,0.414063
1998-11-02,0.414063
1998-11-03,0.414063
1998-11-04,0.421875
1998-11-05,0.398438
1998-11-06,0.414063
1998-11-09,0.433594
1998-11-10,0.429688
1998-11-11,0.441406
1998-11-12,0.449219
1998-11-13,0.445313
1998-11-16,0.429688
1998-11-17,0.4375
1998-11-18,0.421875
1998-11-19,0.4375
1998-11-20,0.4375
1998-11-23,0.445313
1998-11-24,0.449219
1998-11-25,0.464844
1998-11-27,0.464844
1998-11-30,0.476563
1998-12-01,0.453125
1998-12-02,0.457031
1998-12-03,0.449219
1998-12-04,0.453125
1998-12-07,0.441406
1998-12-08,0.4375
1998-12-09,0.46875
1998-12-10,0.496094
1998-12-11,0.476563
1998-12-14,0.484375
1998-12-15,0.492188
1998-12-16,0.457031
1998-12-17,0.464844
1998-12-18,0.464844
1998-12-21,0.464844
1998-12-22,0.453125
1998-12-23,0.484375
1998-12-24,0.492188
1998-12-28,0.484375
1998-12-29,0.480469
1998-12-30,0.496094
1998-12-31,0.523438
1999-01-04,0.53125
1999-01-05,0.515625
1999-01-06,0.515625
1999-01-07,0.492188
1999-01-08,0.5
1999-01-11,0.476563
1999-01-12,0.476563
1999-01-13,0.460938
1999-01-14,0.460938
1999-01-15,0.472656
1999-01-19,0.480469
