Date,RS
1995-04-21,2.861111
1995-04-24,2.861111
1995-04-25,2.805556
1995-04-26,2.833333
1995-04-27,2.972222
1995-04-28,2.972222
1995-05-01,2.944444
1995-05-02,2.888889
1995-05-03,2.888889
1995-05-04,2.888889
1995-05-05,2.888889
1995-05-08,2.833333
1995-05-09,2.861111
1995-05-10,2.888889
1995-05-11,2.888889
1995-05-12,2.944444
1995-05-15,2.972222
1995-05-16,3.027778
1995-05-17,2.944444
1995-05-18,2.861111
1995-05-19,2.916667
1995-05-22,2.888889
1995-05-23,2.861111
1995-05-24,2.861111
1995-05-25,2.944444
1995-05-26,2.944444
1995-05-30,2.972222
1995-05-31,2.972222
1995-06-01,3.027778
1995-06-02,3.0
1995-06-05,3.055556
1995-06-06,3.138889
1995-06-07,3.222222
1995-06-08,3.166667
1995-06-09,3.25
1995-06-12,3.194444
1995-06-13,3.166667
1995-06-14,3.083333
1995-06-15,3.083333
1995-06-16,3.055556
1995-06-19,3.083333
1995-06-20,3.027778
1995-06-21,3.055556
1995-06-22,3.111111
1995-06-23,3.111111
1995-06-26,3.083333
1995-06-27,3.111111
1995-06-28,3.111111
1995-06-29,3.138889
1995-06-30,3.3055559999999997
1995-07-03,3.333333
1995-07-05,3.3055559999999997
1995-07-06,3.416667
1995-07-07,3.388889
1995-07-10,3.388889
1995-07-11,3.4444440000000003
1995-07-12,3.416667
1995-07-13,3.5
1995-07-14,3.4444440000000003
1995-07-17,3.388889
1995-07-18,3.388889
1995-07-19,3.388889
1995-07-20,3.4444440000000003
1995-07-21,3.4444440000000003
1995-07-24,3.4444440000000003
1995-07-25,3.416667
1995-07-26,3.416667
1995-07-27,3.472222
1995-07-28,3.5555559999999997
1995-07-31,3.527778
1995-08-01,3.527778
1995-08-02,3.5555559999999997
1995-08-03,3.527778
1995-08-04,3.5
1995-08-07,3.5555559999999997
1995-08-08,3.527778
1995-08-09,3.5555559999999997
1995-08-10,3.5555559999999997
1995-08-11,3.583333
1995-08-14,3.611111
1995-08-15,3.666667
1995-08-16,3.75
1995-08-17,3.777778
1995-08-18,3.8055559999999997
1995-08-21,3.8055559999999997
1995-08-22,3.8055559999999997
1995-08-23,3.9444440000000003
1995-08-24,3.972222
1995-08-25,4.055555
1995-08-28,4.138889
1995-08-29,4.1666669999999995
1995-08-30,4.138889
1995-08-31,4.194445
1995-09-01,4.194445
1995-09-05,4.25
1995-09-06,4.277778
1995-09-07,4.305555
1995-09-08,4.3333330000000005
1995-09-11,4.361111
1995-09-12,4.3333330000000005
1995-09-13,4.3333330000000005
1995-09-14,4.3333330000000005
1995-09-15,4.3333330000000005
1995-09-18,4.3333330000000005
1995-09-19,4.361111
1995-09-20,4.4166669999999995
1995-09-21,4.3333330000000005
1995-09-22,4.222222
1995-09-25,4.138889
1995-09-26,4.055555
1995-09-27,4.111111
1995-09-28,4.111111
1995-09-29,4.0833330000000005
1995-10-02,4.111111
1995-10-03,4.0833330000000005
1995-10-04,4.0833330000000005
1995-10-05,4.055555
1995-10-06,4.027778
1995-10-09,3.8055559999999997
1995-10-10,3.777778
1995-10-11,3.777778
1995-10-12,3.777778
1995-10-13,3.777778
1995-10-16,3.75
1995-10-17,3.8055559999999997
1995-10-18,3.833333
1995-10-19,3.833333
1995-10-20,3.888889
1995-10-23,3.861111
1995-10-24,3.777778
1995-10-25,3.777778
1995-10-26,3.75
1995-10-27,3.722222
1995-10-30,3.6944440000000003
1995-10-31,3.6944440000000003
1995-11-01,3.777778
1995-11-02,3.777778
1995-11-03,3.75
1995-11-06,3.75
1995-11-07,3.75
1995-11-08,3.75
1995-11-09,3.75
1995-11-10,3.888889
1995-11-13,3.916667
1995-11-14,3.916667
1995-11-15,3.916667
1995-11-16,3.972222
1995-11-17,3.916667
1995-11-20,3.916667
1995-11-21,4.055555
1995-11-22,4.111111
1995-11-24,4.194445
1995-11-27,4.194445
1995-11-28,4.194445
1995-11-29,4.138889
1995-11-30,4.1666669999999995
1995-12-01,4.222222
1995-12-04,4.138889
1995-12-05,4.194445
1995-12-06,4.194445
1995-12-07,4.277778
1995-12-08,4.277778
1995-12-11,4.361111
1995-12-12,4.3333330000000005
1995-12-13,4.361111
1995-12-14,4.388889
1995-12-15,4.388889
1995-12-18,4.3333330000000005
1995-12-19,4.4166669999999995
1995-12-20,4.555555
1995-12-21,4.5833330000000005
1995-12-22,4.555555
1995-12-26,4.527778
1995-12-27,4.527778
1995-12-28,4.555555
1995-12-29,4.5833330000000005
1996-01-02,4.5833330000000005
1996-01-03,4.527778
1996-01-04,4.444445
1996-01-05,4.472222
1996-01-08,4.472222
1996-01-09,4.444445
1996-01-10,4.444445
1996-01-11,4.444445
1996-01-12,4.4166669999999995
1996-01-15,4.3333330000000005
1996-01-16,4.1666669999999995
1996-01-17,4.1666669999999995
1996-01-18,4.1666669999999995
1996-01-19,4.111111
1996-01-22,4.194445
1996-01-23,4.0833330000000005
1996-01-24,4.055555
1996-01-25,4.111111
1996-01-26,4.194445
1996-01-29,4.3333330000000005
1996-01-30,4.3333330000000005
1996-01-31,4.305555
1996-02-01,4.277778
1996-02-02,4.4166669999999995
1996-02-05,4.527778
1996-02-06,4.444445
1996-02-07,4.4166669999999995
1996-02-08,4.4166669999999995
1996-02-09,4.388889
1996-02-12,4.444445
1996-02-13,4.5
1996-02-14,4.527778
1996-02-15,4.5
1996-02-16,4.527778
1996-02-20,4.472222
1996-02-21,4.472222
1996-02-22,4.555555
1996-02-23,5.0
1996-02-26,5.111111
1996-02-27,5.027778
1996-02-28,5.194445
1996-02-29,5.305555
1996-03-01,5.25
1996-03-04,5.361111
1996-03-05,5.3333330000000005
1996-03-06,5.305555
1996-03-07,5.305555
1996-03-08,5.111111
1996-03-11,5.194445
1996-03-12,5.111111
1996-03-13,5.0833330000000005
1996-03-14,5.0833330000000005
1996-03-15,5.138889
1996-03-18,5.305555
1996-03-19,5.3333330000000005
1996-03-20,5.277778
1996-03-21,5.027778
1996-03-22,4.972222
1996-03-25,4.972222
1996-03-26,5.027778
1996-03-27,4.9166669999999995
1996-03-28,4.8333330000000005
1996-03-29,5.0833330000000005
1996-04-01,5.194445
1996-04-02,5.194445
1996-04-03,5.194445
1996-04-04,5.305555
1996-04-08,5.305555
1996-04-09,5.388889
1996-04-10,5.611111
1996-04-11,5.638889
1996-04-12,5.6666669999999995
1996-04-15,5.777778
1996-04-16,5.694445
1996-04-17,5.75
1996-04-18,5.75
1996-04-19,5.694445
1996-04-22,5.5833330000000005
1996-04-23,5.611111
1996-04-24,5.805555
1996-04-25,6.138889
1996-04-26,6.3333330000000005
1996-04-29,6.388889
1996-04-30,6.444445
1996-05-01,6.5833330000000005
1996-05-02,6.277778
1996-05-03,6.111111
1996-05-06,6.0833330000000005
1996-05-07,6.25
1996-05-08,6.611111
1996-05-09,6.638889
1996-05-10,6.638889
1996-05-13,6.694445
1996-05-14,6.777778
1996-05-15,6.8333330000000005
1996-05-16,7.0
1996-05-17,7.0833330000000005
1996-05-20,7.5
1996-05-21,7.638889
1996-05-22,7.555555
1996-05-23,7.444445
1996-05-24,7.6666669999999995
1996-05-28,7.777778
1996-05-29,8.055555
1996-05-30,8.055555
1996-05-31,8.333333
1996-06-03,8.472222
1996-06-04,8.472222
1996-06-05,8.444445
1996-06-06,8.194445
1996-06-07,7.888889
1996-06-10,7.944445
1996-06-11,8.222222
1996-06-12,8.055555
1996-06-13,8.361111
1996-06-14,8.25
1996-06-17,8.388889
1996-06-18,8.277778
1996-06-19,8.222222
1996-06-20,8.166667
1996-06-21,8.333333
1996-06-24,8.333333
1996-06-25,8.166667
1996-06-26,8.277778
1996-06-27,8.111111
1996-06-28,8.111111
1996-07-01,8.277778
1996-07-02,8.416667
1996-07-03,8.444445
1996-07-05,8.444445
1996-07-08,8.166667
1996-07-09,7.694445
1996-07-10,7.5
1996-07-11,7.277778
1996-07-12,7.6666669999999995
1996-07-15,7.4166669999999995
1996-07-16,7.388889
1996-07-17,7.75
1996-07-18,7.9166669999999995
1996-07-19,7.694445
1996-07-22,7.6666669999999995
1996-07-23,7.694445
1996-07-24,7.472222
1996-07-25,7.888889
1996-07-26,8.222222
1996-07-29,7.972222
1996-07-30,8.111111
1996-07-31,8.0
1996-08-01,8.111111
1996-08-02,8.0
1996-08-05,7.944445
1996-08-06,7.861111
1996-08-07,7.888889
1996-08-08,7.861111
1996-08-09,7.805555
1996-08-12,7.8333330000000005
1996-08-13,7.722222
1996-08-14,7.6666669999999995
1996-08-15,7.555555
1996-08-16,7.472222
1996-08-19,7.3333330000000005
1996-08-20,7.194445
1996-08-21,7.138889
1996-08-22,7.1666669999999995
1996-08-23,7.222222
1996-08-26,7.222222
1996-08-27,7.25
1996-08-28,7.3333330000000005
1996-08-29,7.305555
1996-08-30,7.444445
1996-09-03,7.388889
1996-09-04,7.3333330000000005
1996-09-05,7.3333330000000005
1996-09-06,7.3333330000000005
1996-09-09,7.3333330000000005
1996-09-10,7.305555
1996-09-11,7.305555
1996-09-12,7.305555
1996-09-13,7.388889
1996-09-16,7.388889
1996-09-17,7.388889
1996-09-18,7.3333330000000005
1996-09-19,7.3333330000000005
1996-09-20,7.3333330000000005
1996-09-23,7.277778
1996-09-24,7.222222
1996-09-25,7.1666669999999995
1996-09-26,7.222222
1996-09-27,7.277778
1996-09-30,7.75
1996-10-01,7.9166669999999995
1996-10-02,8.388889
1996-10-03,8.611111
1996-10-04,8.861111
1996-10-07,8.638889
1996-10-08,8.555555
1996-10-09,8.638889
1996-10-10,8.555555
1996-10-11,8.583333
1996-10-14,8.527778
1996-10-15,8.611111
1996-10-16,8.666667
1996-10-17,8.666667
1996-10-18,8.611111
1996-10-21,8.638889
1996-10-22,8.833333
1996-10-23,8.777778
1996-10-24,8.722222
1996-10-25,8.555555
1996-10-28,8.527778
1996-10-29,8.388889
1996-10-30,8.138889
1996-10-31,8.138889
1996-11-01,8.194445
1996-11-04,8.138889
1996-11-05,8.083333
1996-11-06,8.0
1996-11-07,8.0
1996-11-08,8.027778
1996-11-11,8.055555
1996-11-12,8.083333
1996-11-13,8.305555
1996-11-14,8.444445
1996-11-15,8.472222
1996-11-18,8.527778
1996-11-19,8.361111
1996-11-20,8.361111
1996-11-21,8.361111
1996-11-22,8.361111
1996-11-25,8.361111
1996-11-26,8.361111
1996-11-27,8.361111
1996-11-29,8.333333
1996-12-02,8.222222
1996-12-03,8.083333
1996-12-04,7.944445
1996-12-05,7.861111
1996-12-06,7.6666669999999995
1996-12-09,7.75
1996-12-10,7.722222
1996-12-11,7.777778
1996-12-12,7.777778
1996-12-13,7.805555
1996-12-16,7.75
1996-12-17,7.777778
1996-12-18,7.777778
1996-12-19,7.75
1996-12-20,7.75
1996-12-23,7.805555
1996-12-24,7.722222
1996-12-26,7.694445
1996-12-27,7.694445
1996-12-30,7.75
1996-12-31,7.777778
1997-01-02,7.694445
1997-01-03,7.722222
1997-01-06,7.6666669999999995
1997-01-07,7.638889
1997-01-08,7.361111
1997-01-09,7.4166669999999995
1997-01-10,7.444445
1997-01-13,7.1666669999999995
1997-01-14,7.1666669999999995
1997-01-15,7.472222
1997-01-16,7.5833330000000005
1997-01-17,7.444445
1997-01-20,7.388889
1997-01-21,6.5833330000000005
1997-01-22,6.555555
1997-01-23,6.3333330000000005
1997-01-24,6.027778
1997-01-27,5.861111
1997-01-28,6.027778
1997-01-29,6.055555
1997-01-30,6.027778
1997-01-31,6.222222
1997-02-03,6.3333330000000005
1997-02-04,6.361111
1997-02-05,6.361111
1997-02-06,6.361111
1997-02-07,6.638889
1997-02-10,6.638889
1997-02-11,6.638889
1997-02-12,6.805555
1997-02-13,6.638889
1997-02-14,6.75
1997-02-18,6.75
1997-02-19,6.722222
1997-02-20,6.8333330000000005
1997-02-21,6.8333330000000005
1997-02-24,6.861111
1997-02-25,6.861111
1997-02-26,6.805555
1997-02-27,6.805555
1997-02-28,6.861111
1997-03-03,7.055555
1997-03-04,7.0833330000000005
1997-03-05,6.777778
1997-03-06,6.805555
1997-03-07,6.861111
1997-03-10,6.944445
1997-03-11,6.944445
1997-03-12,6.888889
1997-03-13,6.861111
1997-03-14,6.75
1997-03-17,6.638889
1997-03-18,6.472222
1997-03-19,6.4166669999999995
1997-03-20,6.388889
1997-03-21,6.5
1997-03-24,6.5
1997-03-25,6.472222
1997-03-26,6.5
1997-03-27,6.555555
1997-03-31,6.555555
1997-04-01,6.527778
1997-04-02,6.638889
1997-04-03,6.611111
1997-04-04,6.694445
1997-04-07,6.6666669999999995
1997-04-08,6.6666669999999995
1997-04-09,6.777778
1997-04-10,6.722222
1997-04-11,6.694445
1997-04-14,6.694445
1997-04-15,6.694445
1997-04-16,6.6666669999999995
1997-04-17,6.694445
1997-04-18,6.75
1997-04-21,6.75
1997-04-22,6.75
1997-04-23,6.805555
1997-04-24,7.027778
1997-04-25,7.0
1997-04-28,7.0
1997-04-29,7.055555
1997-04-30,7.0833330000000005
1997-05-01,7.111111
1997-05-02,7.138889
1997-05-05,7.3333330000000005
1997-05-06,7.361111
1997-05-07,7.277778
1997-05-08,7.222222
1997-05-09,7.222222
1997-05-12,7.388889
1997-05-13,7.6666669999999995
1997-05-14,7.777778
1997-05-15,7.777778
1997-05-16,7.694445
1997-05-19,7.722222
1997-05-20,7.777778
1997-05-21,7.777778
1997-05-22,7.805555
1997-05-23,7.805555
1997-05-27,7.805555
1997-05-28,7.9166669999999995
1997-05-29,7.888889
1997-05-30,8.055555
1997-06-02,8.222222
1997-06-03,8.222222
1997-06-04,8.25
1997-06-05,8.305555
1997-06-06,8.333333
1997-06-09,8.388889
1997-06-10,8.388889
1997-06-11,8.583333
1997-06-12,8.75
1997-06-13,8.694445
1997-06-16,8.611111
1997-06-17,8.5
1997-06-18,8.583333
1997-06-19,8.555555
1997-06-20,8.5
1997-06-23,8.527778
1997-06-24,8.472222
1997-06-25,8.472222
1997-06-26,8.430555
1997-06-27,8.444445
1997-06-30,8.708333
1997-07-01,8.5625
1997-07-02,8.541667
1997-07-03,8.5625
1997-07-07,8.682292
1997-07-08,8.604167
1997-07-09,8.645833
1997-07-10,9.1875
1997-07-11,9.125
1997-07-14,8.979167
1997-07-15,9.0
1997-07-16,9.083333
1997-07-17,8.9375
1997-07-18,9.0
1997-07-21,9.083333
1997-07-22,9.104167
1997-07-23,9.083333
1997-07-24,9.104167
1997-07-25,9.229167
1997-07-28,9.229167
1997-07-29,9.1875
1997-07-30,9.354167
1997-07-31,9.270833
1997-08-01,9.25
1997-08-04,9.3125
1997-08-05,9.395833
1997-08-06,9.270833
1997-08-07,9.354167
1997-08-08,9.354167
1997-08-11,9.166667
1997-08-12,9.145833
1997-08-13,9.333333
1997-08-14,9.333333
1997-08-15,9.479167
1997-08-18,9.708333
1997-08-19,10.083333
1997-08-20,10.166667
1997-08-21,10.208333
1997-08-22,10.041667
1997-08-25,10.166667
1997-08-26,10.291667
1997-08-27,10.583333
1997-08-28,10.4375
1997-08-29,10.458333
1997-09-02,10.5
1997-09-03,10.5
1997-09-04,10.583333
1997-09-05,10.666667
1997-09-08,10.791667
1997-09-09,10.875
1997-09-10,10.708333
1997-09-11,10.458333
1997-09-12,10.166667
1997-09-15,10.125
1997-09-16,10.020833
1997-09-17,10.291667
1997-09-18,10.375
1997-09-19,10.25
1997-09-22,9.958333
1997-09-23,9.666667
1997-09-24,9.666667
1997-09-25,9.75
1997-09-26,9.583333
1997-09-29,9.375
1997-09-30,9.375
1997-10-01,9.1875
1997-10-02,9.041667
1997-10-03,8.958333
1997-10-06,8.895833
1997-10-07,8.833333
1997-10-08,9.25
1997-10-09,9.416667
1997-10-10,9.5
1997-10-13,9.5625
1997-10-14,9.708333
1997-10-15,9.75
1997-10-16,9.604167
1997-10-17,9.541667
1997-10-20,9.666667
1997-10-21,9.708333
1997-10-22,9.916667
1997-10-23,9.5
1997-10-24,9.375
1997-10-27,9.333333
1997-10-28,9.125
1997-10-29,9.25
1997-10-30,9.208333
1997-10-31,9.145833
1997-11-03,9.166667
1997-11-04,9.208333
1997-11-05,9.333333
1997-11-06,9.333333
1997-11-07,9.333333
1997-11-10,9.333333
1997-11-11,9.333333
1997-11-12,9.25
1997-11-13,9.354167
1997-11-14,9.291667
1997-11-17,9.375
1997-11-18,9.375
1997-11-19,9.333333
1997-11-20,9.333333
1997-11-21,9.333333
1997-11-24,9.208333
1997-11-25,9.291667
1997-11-26,9.354167
1997-11-28,9.354167
1997-12-01,9.416667
1997-12-02,9.520833
1997-12-03,9.916667
1997-12-04,9.791667
1997-12-05,9.854167
1997-12-08,9.875
1997-12-09,9.979167
1997-12-10,9.791667
1997-12-11,9.666667
1997-12-12,9.5625
1997-12-15,9.5625
1997-12-16,9.625
1997-12-17,9.75
1997-12-18,9.625
1997-12-19,9.5
1997-12-22,9.625
1997-12-23,9.979167
1997-12-24,10.083333
1997-12-26,10.125
1997-12-29,10.166667
1997-12-30,10.166667
1997-12-31,9.916667
1998-01-02,9.979167
1998-01-05,10.145833
1998-01-06,10.291667
1998-01-07,10.0
1998-01-08,9.916667
1998-01-09,9.625
1998-01-12,9.666667
1998-01-13,9.708333
1998-01-14,10.333333
1998-01-15,10.416667
1998-01-16,10.395833
1998-01-20,10.416667
1998-01-21,10.333333
1998-01-22,10.333333
1998-01-23,10.416667
1998-01-26,10.291667
1998-01-27,10.4375
1998-01-28,10.416667
1998-01-29,10.5
1998-01-30,10.895833
1998-02-02,10.75
1998-02-03,10.75
1998-02-04,10.75
1998-02-05,10.6875
1998-02-06,10.520833
1998-02-09,10.375
1998-02-10,10.583333
1998-02-11,10.875
1998-02-12,11.229167
1998-02-13,11.375
1998-02-17,11.625
1998-02-18,11.833333
1998-02-19,11.75
1998-02-20,11.6875
1998-02-23,11.708333
1998-02-24,11.666667
1998-02-25,11.666667
1998-02-26,11.6875
1998-02-27,11.708333
1998-03-02,12.0
1998-03-03,11.854167
1998-03-04,11.791667
1998-03-05,11.833333
1998-03-06,11.833333
1998-03-09,11.895833
1998-03-10,11.666667
1998-03-11,11.729167
1998-03-12,11.666667
1998-03-13,11.5
1998-03-16,11.5625
1998-03-17,11.625
1998-03-18,11.625
1998-03-19,11.666667
1998-03-20,11.604167
1998-03-23,11.791667
1998-03-24,12.1875
1998-03-25,12.104167
1998-03-26,12.291667
1998-03-27,12.583333
1998-03-30,12.791667
1998-03-31,12.833333
1998-04-01,12.9375
1998-04-02,12.9375
1998-04-03,12.895833
1998-04-06,12.583333
1998-04-07,12.645833
1998-04-08,12.604167
1998-04-09,12.5625
1998-04-13,12.833333
1998-04-14,13.291667000000002
1998-04-15,13.625
1998-04-16,13.395832999999998
1998-04-17,13.333332999999998
1998-04-20,13.354167000000002
1998-04-21,13.333332999999998
1998-04-22,13.4375
1998-04-23,13.208332999999998
1998-04-24,13.25
1998-04-27,13.0
1998-04-28,13.083333
1998-04-29,13.0
1998-04-30,13.458332999999998
1998-05-01,13.333332999999998
1998-05-04,13.25
1998-05-05,13.1875
1998-05-06,13.0625
1998-05-07,12.854167
1998-05-08,12.958333
1998-05-11,13.208332999999998
1998-05-12,13.5
1998-05-13,13.416667000000002
1998-05-14,13.458332999999998
1998-05-15,13.375
1998-05-18,13.229167000000002
1998-05-19,13.041667
1998-05-20,13.041667
1998-05-21,12.958333
1998-05-22,12.916667
1998-05-26,12.833333
1998-05-27,12.729167
1998-05-28,12.708333
1998-05-29,12.729167
1998-06-01,12.708333
1998-06-02,12.6875
1998-06-03,12.6875
1998-06-04,13.125
1998-06-05,13.375
1998-06-08,13.3125
1998-06-09,13.333332999999998
1998-06-10,13.145832999999998
1998-06-11,12.8125
1998-06-12,12.291667
1998-06-15,12.270833
1998-06-16,12.291667
1998-06-17,12.333333
1998-06-18,12.25
1998-06-19,12.166667
1998-06-22,12.145833
1998-06-23,12.083333
1998-06-24,12.041667
1998-06-25,12.083333
1998-06-26,12.229167
1998-06-29,12.333333
1998-06-30,12.875
1998-07-01,12.645833
1998-07-02,12.666667
1998-07-06,12.604167
1998-07-07,12.5625
1998-07-08,12.625
1998-07-09,12.458333
1998-07-10,12.541667
1998-07-13,12.666667
1998-07-14,12.666667
1998-07-15,12.666667
1998-07-16,12.666667
1998-07-17,12.625
1998-07-20,12.666667
1998-07-21,12.5625
1998-07-22,12.625
1998-07-23,12.625
1998-07-24,12.583333
1998-07-27,11.833333
1998-07-28,11.791667
1998-07-29,11.4375
1998-07-30,11.4375
1998-07-31,11.104167
1998-08-03,11.020833
1998-08-04,9.6875
1998-08-05,10.041667
1998-08-06,10.104167
1998-08-07,11.291667
1998-08-10,11.0
1998-08-11,10.4375
1998-08-12,10.645833
1998-08-13,10.5625
1998-08-14,10.770833
1998-08-17,10.645833
1998-08-18,10.645833
1998-08-19,10.416667
1998-08-20,10.229167
1998-08-21,10.0625
1998-08-24,10.25
1998-08-25,10.166667
1998-08-26,9.833333
1998-08-27,9.833333
1998-08-28,9.583333
1998-08-31,10.166667
1998-09-01,11.166667
1998-09-02,10.583333
1998-09-03,10.625
1998-09-04,10.666667
1998-09-08,10.75
1998-09-09,10.666667
1998-09-10,10.416667
1998-09-11,10.395833
1998-09-14,10.375
1998-09-15,10.5625
1998-09-16,10.354167
1998-09-17,10.333333
1998-09-18,10.833333
1998-09-21,10.916667
1998-09-22,10.958333
1998-09-23,10.916667
1998-09-24,10.875
1998-09-25,10.916667
1998-09-28,11.0
1998-09-29,10.958333
1998-09-30,10.9375
1998-10-01,10.125
1998-10-02,10.166667
1998-10-05,9.645833
1998-10-06,9.458333
1998-10-07,8.729167
1998-10-08,8.5
1998-10-09,8.541667
1998-10-12,8.666667
1998-10-13,8.666667
1998-10-14,8.645833
1998-10-15,8.604167
1998-10-16,9.0
1998-10-19,9.645833
1998-10-20,9.729167
1998-10-21,9.9375
1998-10-22,10.166667
1998-10-23,9.9375
1998-10-26,10.0
1998-10-27,10.0
1998-10-28,10.125
1998-10-29,10.166667
1998-10-30,10.3125
1998-11-02,10.645833
1998-11-03,10.541667
1998-11-04,10.645833
1998-11-05,10.5625
1998-11-06,10.541667
1998-11-09,10.458333
1998-11-10,10.5
1998-11-11,10.520833
1998-11-12,10.583333
1998-11-13,10.458333
1998-11-16,10.354167
1998-11-17,10.145833
1998-11-18,10.208333
1998-11-19,10.270833
1998-11-20,10.208333
1998-11-23,10.208333
1998-11-24,10.1875
1998-11-25,10.166667
1998-11-27,10.166667
1998-11-30,10.208333
1998-12-01,10.208333
1998-12-02,10.104167
1998-12-03,10.0
1998-12-04,10.458333
1998-12-07,10.416667
1998-12-08,10.375
1998-12-09,10.416667
1998-12-10,10.354167
1998-12-11,10.416667
1998-12-14,10.333333
1998-12-15,10.458333
1998-12-16,10.416667
1998-12-17,10.833333
1998-12-18,10.916667
1998-12-21,10.9375
1998-12-22,10.979167
1998-12-23,10.708333
1998-12-24,10.666667
1998-12-28,10.416667
1998-12-29,9.708333
1998-12-30,9.208333
1998-12-31,9.208333
1999-01-04,9.0
1999-01-05,8.875
1999-01-06,9.104167
1999-01-07,9.270833
1999-01-08,9.791667
1999-01-11,9.791667
1999-01-12,9.625
1999-01-13,9.3125
1999-01-14,9.354167
1999-01-15,9.291667
1999-01-19,9.0625
1999-01-20,9.291667
1999-01-21,9.333333
1999-01-22,9.270833
1999-01-25,9.25
1999-01-26,9.145833
1999-01-27,9.020833
1999-01-28,9.0
1999-01-29,9.125
1999-02-01,9.125
1999-02-02,9.041667
1999-02-03,9.083333
1999-02-04,9.125
1999-02-05,9.0625
1999-02-08,9.458333
1999-02-09,9.604167
1999-02-10,9.375
1999-02-11,9.333333
1999-02-12,9.375
1999-02-16,9.229167
1999-02-17,9.020833
1999-02-18,8.895833
1999-02-19,8.833333
1999-02-22,8.708333
1999-02-23,8.645833
1999-02-24,8.5625
1999-02-25,8.458333
1999-02-26,8.520833
1999-03-01,8.625
1999-03-02,8.625
1999-03-03,8.708333
1999-03-04,8.8125
1999-03-05,9.375
1999-03-08,9.083333
1999-03-09,8.666667
1999-03-10,8.791667
1999-03-11,8.833333
1999-03-12,8.541667
1999-03-15,8.666667
1999-03-16,8.645833
1999-03-17,8.625
1999-03-18,9.041667
1999-03-19,9.270833
