Date,EQH
2018-10-01,21.129998999999998
2018-10-02,21.07
2018-10-03,21.370001000000002
2018-10-04,21.780001000000002
2018-10-05,21.83
2018-10-08,21.860001
2018-10-09,21.83
2018-10-10,21.379998999999998
2018-10-11,20.52
2018-10-12,20.639999
2018-10-15,20.639999
2018-10-16,20.780001000000002
2018-10-17,21.040001
2018-10-18,20.709999
2018-10-19,20.74
2018-10-22,20.66
2018-10-23,20.85
2018-10-24,19.950001
2018-10-25,20.17
2018-10-26,19.889999
2018-10-29,19.860001
2018-10-30,20.200001
2018-10-31,20.290001
2018-11-01,20.139999
2018-11-02,20.610001
2018-11-05,20.790001
2018-11-06,21.110001
2018-11-07,21.9
2018-11-08,21.700001
2018-11-09,21.42
2018-11-12,21.08
2018-11-13,20.870001000000002
2018-11-14,20.9
2018-11-15,20.450001
2018-11-16,20.25
2018-11-19,20.200001
2018-11-20,19.59
2018-11-21,19.65
2018-11-23,19.59
2018-11-26,20.030001000000002
2018-11-27,19.889999
2018-11-28,20.200001
2018-11-29,19.870001000000002
2018-11-30,19.68
2018-12-03,19.809998999999998
2018-12-04,18.620001000000002
2018-12-06,17.82
2018-12-07,17.360001
2018-12-10,17.34
2018-12-11,17.43
2018-12-12,17.530001000000002
2018-12-13,17.540001
2018-12-14,16.870001000000002
2018-12-17,16.83
2018-12-18,16.459999
2018-12-19,16.23
2018-12-20,15.89
2018-12-21,15.31
2018-12-24,14.91
2018-12-26,15.41
2018-12-27,15.65
2018-12-28,15.97
2018-12-31,16.629998999999998
2019-01-02,16.41
2019-01-03,16.219998999999998
2019-01-04,17.25
2019-01-07,17.4
2019-01-08,17.610001
2019-01-09,17.83
2019-01-10,18.059998999999998
2019-01-11,18.27
2019-01-14,18.299999
2019-01-15,18.43
2019-01-16,18.700001
2019-01-17,19.0
2019-01-18,18.879998999999998
2019-01-22,18.450001
2019-01-23,18.5
2019-01-24,18.440001000000002
2019-01-25,18.65
2019-01-28,18.4
2019-01-29,18.440001000000002
2019-01-30,18.540001
2019-01-31,18.540001
2019-02-01,18.52
2019-02-04,18.610001
2019-02-05,18.629998999999998
2019-02-06,18.57
2019-02-07,18.309998999999998
2019-02-08,18.23
2019-02-11,18.18
2019-02-12,18.73
2019-02-13,18.93
2019-02-14,18.74
2019-02-15,19.34
2019-02-19,19.42
2019-02-20,19.51
2019-02-21,19.290001
2019-02-22,19.34
2019-02-25,19.209999
2019-02-26,19.18
2019-02-27,19.24
2019-02-28,19.120001000000002
2019-03-01,20.200001
2019-03-04,20.440001000000002
2019-03-05,20.09
2019-03-06,19.809998999999998
2019-03-07,19.67
2019-03-08,19.860001
2019-03-11,20.190001000000002
2019-03-12,20.15
2019-03-13,20.219998999999998
2019-03-14,20.540001
2019-03-15,20.76
2019-03-18,20.870001000000002
2019-03-19,21.389999
2019-03-20,20.85
2019-03-21,20.790001
2019-03-22,19.719998999999998
2019-03-25,19.34
2019-03-26,20.0
2019-03-27,19.879998999999998
2019-03-28,20.02
2019-03-29,20.139999
2019-04-01,20.879998999999998
2019-04-02,20.65
2019-04-03,21.030001000000002
2019-04-04,21.370001000000002
2019-04-05,21.84
2019-04-08,21.92
2019-04-09,21.68
2019-04-10,21.85
2019-04-11,21.860001
2019-04-12,22.27
2019-04-15,22.309998999999998
2019-04-16,22.58
2019-04-17,22.59
2019-04-18,22.6
2019-04-22,22.120001000000002
2019-04-23,22.700001
2019-04-24,22.4
2019-04-25,22.15
2019-04-26,22.360001
2019-04-29,22.52
2019-04-30,22.690001000000002
2019-05-01,22.4
2019-05-02,22.610001
2019-05-03,22.83
2019-05-06,22.59
2019-05-07,22.280001000000002
2019-05-08,22.01
2019-05-09,22.040001
2019-05-10,22.200001
2019-05-13,20.75
2019-05-14,21.280001000000002
2019-05-15,21.41
2019-05-16,21.559998999999998
2019-05-17,21.48
2019-05-20,21.200001
2019-05-21,21.540001
2019-05-22,21.370001000000002
2019-05-23,20.969998999999998
2019-05-24,21.52
2019-05-28,21.549999
2019-05-29,21.33
2019-05-30,21.41
2019-05-31,20.549999
2019-06-03,20.82
2019-06-04,21.0
2019-06-05,20.9
2019-06-06,20.91
2019-06-07,20.870001000000002
2019-06-10,21.08
2019-06-11,21.35
2019-06-12,21.23
2019-06-13,21.290001
2019-06-14,21.27
2019-06-17,20.790001
2019-06-18,20.790001
2019-06-19,20.860001
2019-06-20,20.93
2019-06-21,20.709999
2019-06-24,20.59
2019-06-25,19.889999
2019-06-26,19.9
2019-06-27,20.280001000000002
2019-06-28,20.9
2019-07-01,21.0
2019-07-02,20.950001
2019-07-03,21.51
2019-07-05,21.83
2019-07-08,21.67
2019-07-09,21.9
2019-07-10,21.870001000000002
2019-07-11,22.18
2019-07-12,22.459999
2019-07-15,22.51
2019-07-16,22.65
2019-07-17,22.200001
2019-07-18,22.469998999999998
2019-07-19,22.42
2019-07-22,22.280001000000002
2019-07-23,22.67
2019-07-24,22.799999
2019-07-25,22.68
2019-07-26,22.719998999999998
2019-07-29,22.719998999999998
2019-07-30,22.780001000000002
2019-07-31,22.48
2019-08-01,21.120001000000002
2019-08-02,20.690001000000002
2019-08-05,19.83
2019-08-06,20.24
2019-08-07,20.18
2019-08-08,20.91
2019-08-09,21.0
2019-08-12,20.41
2019-08-13,20.75
2019-08-14,19.92
2019-08-15,19.85
2019-08-16,20.24
2019-08-19,20.530001000000002
2019-08-20,20.309998999999998
2019-08-21,20.389999
2019-08-22,20.549999
2019-08-23,19.889999
2019-08-26,20.120001000000002
2019-08-27,19.85
2019-08-28,20.07
2019-08-29,20.610001
2019-08-30,20.77
2019-09-03,20.280001000000002
2019-09-04,20.540001
2019-09-05,21.040001
2019-09-06,20.969998999999998
2019-09-09,21.469998999999998
2019-09-10,21.690001000000002
2019-09-11,21.67
2019-09-12,21.540001
2019-09-13,22.07
2019-09-16,21.82
2019-09-17,21.99
2019-09-18,22.110001
2019-09-19,22.190001000000002
2019-09-20,22.620001000000002
2019-09-23,22.34
2019-09-24,22.139999
2019-09-25,22.43
2019-09-26,22.43
2019-09-27,22.65
2019-09-30,22.16
2019-10-01,21.74
2019-10-02,21.040001
2019-10-03,20.91
2019-10-04,21.219998999999998
2019-10-07,20.959999
2019-10-08,20.18
2019-10-09,20.450001
2019-10-10,20.540001
2019-10-11,21.24
2019-10-14,21.299999
2019-10-15,21.43
2019-10-16,21.360001
2019-10-17,21.52
2019-10-18,21.709999
2019-10-21,22.309998999999998
2019-10-22,22.459999
2019-10-23,22.540001
2019-10-24,22.290001
2019-10-25,22.200001
2019-10-28,22.719998999999998
2019-10-29,22.25
2019-10-30,21.99
2019-10-31,21.6
2019-11-01,21.969998999999998
2019-11-04,22.52
2019-11-05,22.51
2019-11-06,22.32
2019-11-07,22.34
2019-11-08,23.18
2019-11-11,23.559998999999998
2019-11-12,23.389999
2019-11-13,23.1
2019-11-14,23.5
2019-11-15,23.700001
2019-11-18,23.59
2019-11-19,23.75
2019-11-20,23.959999
2019-11-21,24.0
2019-11-22,24.290001
2019-11-25,24.620001000000002
2019-11-26,24.959999
2019-11-27,24.959999
2019-11-29,24.74
2019-12-02,24.52
2019-12-03,23.639999
2019-12-04,23.9
2019-12-05,24.33
2019-12-06,24.76
2019-12-09,24.52
2019-12-10,24.450001
2019-12-11,24.27
2019-12-12,24.860001
2019-12-13,24.639999
2019-12-16,24.83
2019-12-17,24.75
2019-12-18,24.57
2019-12-19,24.969998999999998
2019-12-20,24.93
2019-12-23,24.74
2019-12-24,24.620001000000002
2019-12-26,24.74
2019-12-27,24.6
2019-12-30,24.709999
2019-12-31,24.780001000000002
2020-01-02,24.9
2020-01-03,24.370001000000002
2020-01-06,24.43
2020-01-07,24.959999
2020-01-08,25.450001
2020-01-09,25.799999
2020-01-10,25.790001
2020-01-13,26.129998999999998
2020-01-14,26.08
2020-01-15,25.66
2020-01-16,26.07
2020-01-17,26.08
2020-01-21,25.620001000000002
2020-01-22,25.629998999999998
2020-01-23,25.49
2020-01-24,24.98
2020-01-27,24.35
2020-01-28,24.610001
2020-01-29,24.84
2020-01-30,24.67
2020-01-31,24.02
2020-02-03,24.23
2020-02-04,24.799999
2020-02-05,25.639999
2020-02-06,25.690001000000002
2020-02-07,25.67
2020-02-10,26.049999
2020-02-11,26.9
2020-02-12,27.0
2020-02-13,27.0
2020-02-14,26.889999
2020-02-18,26.709999
2020-02-19,26.98
2020-02-20,27.15
2020-02-21,26.700001
2020-02-24,25.200001
2020-02-25,24.030001000000002
2020-02-26,23.18
2020-02-27,21.450001
2020-02-28,21.4
2020-03-02,21.870001000000002
2020-03-03,20.950001
2020-03-04,21.58
2020-03-05,20.139999
2020-03-06,18.76
2020-03-09,15.38
2020-03-10,17.49
2020-03-11,15.82
2020-03-12,14.14
2020-03-13,16.15
2020-03-16,13.25
2020-03-17,12.97
2020-03-18,11.5
2020-03-19,11.26
2020-03-20,10.63
2020-03-23,10.42
2020-03-24,13.42
2020-03-25,15.27
2020-03-26,15.8
2020-03-27,14.87
2020-03-30,15.46
2020-03-31,14.45
2020-04-01,13.36
2020-04-02,13.39
2020-04-03,13.02
2020-04-06,14.26
2020-04-07,14.38
2020-04-08,15.56
2020-04-09,16.610001
2020-04-13,16.08
2020-04-14,16.27
2020-04-15,15.04
2020-04-16,14.43
2020-04-17,15.75
2020-04-20,15.33
2020-04-21,14.63
2020-04-22,15.36
2020-04-23,15.33
2020-04-24,16.0
2020-04-27,16.42
2020-04-28,18.030001000000002
2020-04-29,18.959999
2020-04-30,18.32
2020-05-01,17.34
2020-05-04,17.040001
2020-05-05,16.719998999999998
2020-05-06,16.4
2020-05-07,17.459999
2020-05-08,17.85
