Date,TKR
1973-02-21,7.35952
1973-02-22,7.270042999999999
1973-02-23,7.180565
1973-02-26,7.180565
1973-02-27,7.202935000000001
1973-02-28,7.2253039999999995
1973-03-01,7.202935000000001
1973-03-02,7.202935000000001
1973-03-05,7.068719000000001
1973-03-06,7.158196
1973-03-07,7.158196
1973-03-08,7.180565
1973-03-09,7.180565
1973-03-12,7.202935000000001
1973-03-13,7.158196
1973-03-14,7.113457
1973-03-15,7.158196
1973-03-16,7.135827000000001
1973-03-19,7.158196
1973-03-20,7.113457
1973-03-21,7.135827000000001
1973-03-22,7.091088
1973-03-23,7.0016110000000005
1973-03-26,6.956872
1973-03-27,6.912133
1973-03-28,6.956872
1973-03-29,6.979241
1973-03-30,6.979241
1973-04-02,6.822655999999999
1973-04-03,6.822655999999999
1973-04-04,6.621331
1973-04-05,6.621331
1973-04-06,6.5542240000000005
1973-04-09,6.6660699999999995
1973-04-10,6.6660699999999995
1973-04-11,6.643700999999999
1973-04-12,6.621331
1973-04-13,6.6660699999999995
1973-04-16,6.6660699999999995
1973-04-17,6.733178
1973-04-18,6.6660699999999995
1973-04-19,6.6660699999999995
1973-04-23,6.643700999999999
1973-04-24,6.710808999999999
1973-04-25,6.6660699999999995
1973-04-26,6.621331
1973-04-27,6.598961999999999
1973-04-30,6.464746
1973-05-01,6.442377
1973-05-02,6.621331
1973-05-03,6.643700999999999
1973-05-04,6.598961999999999
1973-05-07,6.576592999999999
1973-05-08,6.621331
1973-05-09,6.643700999999999
1973-05-10,6.621331
1973-05-11,6.5542240000000005
1973-05-14,6.352899
1973-05-15,6.30816
1973-05-16,6.241052
1973-05-17,6.263422
1973-05-18,6.196313
1973-05-21,6.129205000000001
1973-05-22,6.039728
1973-05-23,5.994989
1973-05-24,6.039728
1973-05-25,6.084467
1973-05-29,6.129205000000001
1973-05-30,6.106836
1973-05-31,6.129205000000001
1973-06-01,6.106836
1973-06-04,6.039728
1973-06-05,6.039728
1973-06-06,6.039728
1973-06-07,6.151575
1973-06-08,6.129205000000001
1973-06-11,6.1739440000000005
1973-06-12,6.151575
1973-06-13,6.084467
1973-06-14,6.062098000000001
1973-06-15,6.039728
1973-06-18,6.084467
1973-06-19,6.039728
1973-06-20,6.062098000000001
1973-06-21,6.039728
1973-06-22,6.1739440000000005
1973-06-25,6.196313
1973-06-26,6.218683
1973-06-27,6.263422
1973-06-28,6.352899
1973-06-29,6.263422
1973-07-02,6.084467
1973-07-03,6.084467
1973-07-05,6.084467
1973-07-06,6.062098000000001
1973-07-09,6.106836
1973-07-10,6.106836
1973-07-11,6.218683
1973-07-12,6.285791000000001
1973-07-13,6.263422
1973-07-16,6.33053
1973-07-17,6.30816
1973-07-18,6.33053
1973-07-19,6.33053
1973-07-20,6.352899
1973-07-23,6.375268
1973-07-24,6.375268
1973-07-25,6.442377
1973-07-26,6.531854
1973-07-27,6.576592999999999
1973-07-30,6.598961999999999
1973-07-31,6.5542240000000005
1973-08-01,6.442377
1973-08-02,6.420007
1973-08-03,6.442377
1973-08-06,6.420007
1973-08-07,6.352899
1973-08-08,6.352899
1973-08-09,6.263422
1973-08-10,6.218683
1973-08-13,6.106836
1973-08-14,6.039728
1973-08-15,5.905512
1973-08-16,5.994989
1973-08-17,5.97262
1973-08-20,5.97262
1973-08-21,5.97262
1973-08-22,5.860773
1973-08-23,5.816033999999999
1973-08-24,5.748926
1973-08-27,5.793665
1973-08-28,5.726557
1973-08-29,5.7712959999999995
1973-08-30,5.816033999999999
1973-08-31,5.905512
1973-09-04,6.017359
1973-09-05,6.084467
1973-09-06,6.106836
1973-09-07,6.106836
1973-09-10,6.062098000000001
1973-09-11,6.106836
1973-09-12,6.062098000000001
1973-09-13,6.084467
1973-09-14,6.151575
1973-09-17,6.218683
1973-09-18,6.218683
1973-09-19,6.30816
1973-09-20,6.352899
1973-09-21,6.420007
1973-09-24,6.509485
1973-09-25,6.576592999999999
1973-09-26,6.509485
1973-09-27,6.643700999999999
1973-09-28,6.509485
1973-10-01,6.30816
1973-10-02,6.442377
1973-10-03,6.643700999999999
1973-10-04,7.04635
1973-10-05,7.3371509999999995
1973-10-08,7.516106
1973-10-09,7.381889999999999
1973-10-10,7.292412
1973-10-11,7.560845
1973-10-12,7.538475999999999
1973-10-15,7.493736999999999
1973-10-16,7.493736999999999
1973-10-17,7.404259
1973-10-18,7.448998
1973-10-19,7.583214
1973-10-22,7.381889999999999
1973-10-23,7.35952
1973-10-24,7.158196
1973-10-25,7.180565
1973-10-26,7.158196
1973-10-29,7.180565
1973-10-30,7.02398
1973-10-31,6.956872
1973-11-01,6.956872
1973-11-02,6.6660699999999995
1973-11-05,6.375268
1973-11-06,6.33053
1973-11-07,6.30816
1973-11-08,6.509485
1973-11-09,6.397638
1973-11-12,6.129205000000001
1973-11-13,6.1739440000000005
1973-11-14,5.97262
1973-11-15,6.017359
1973-11-16,6.062098000000001
1973-11-19,5.838404
1973-11-20,5.6594489999999995
1973-11-21,5.6594489999999995
1973-11-23,5.883141999999999
1973-11-26,5.793665
1973-11-27,5.816033999999999
1973-11-28,5.748926
1973-11-29,5.793665
1973-11-30,5.704187
1973-12-03,5.61471
1973-12-04,5.458125
1973-12-05,5.458125
1973-12-06,5.480494
1973-12-07,5.5476019999999995
1973-12-10,5.569972
1973-12-11,5.5476019999999995
1973-12-12,5.368647
1973-12-13,5.301539
1973-12-14,5.301539
1973-12-17,5.27917
1973-12-18,5.413386
1973-12-19,5.525233
1973-12-20,5.502863
1973-12-21,5.502863
1973-12-24,5.502863
1973-12-26,5.61471
1973-12-27,5.816033999999999
1973-12-28,5.816033999999999
1973-12-31,5.838404
1974-01-02,5.838404
1974-01-03,5.883141999999999
1974-01-04,5.905512
1974-01-07,6.039728
1974-01-08,5.994989
1974-01-09,6.062098000000001
1974-01-10,6.039728
1974-01-11,6.1739440000000005
1974-01-14,5.950251000000001
1974-01-15,6.039728
1974-01-16,6.218683
1974-01-17,6.218683
1974-01-18,6.218683
1974-01-21,6.084467
1974-01-22,6.106836
1974-01-23,6.084467
1974-01-24,6.084467
1974-01-25,5.927881
1974-01-28,5.97262
1974-01-29,5.97262
1974-01-30,5.994989
1974-01-31,6.084467
1974-02-01,6.106836
1974-02-04,5.905512
1974-02-05,5.883141999999999
1974-02-06,5.905512
1974-02-07,5.905512
1974-02-08,5.905512
1974-02-11,5.793665
1974-02-12,5.860773
1974-02-13,5.793665
1974-02-14,5.726557
1974-02-15,5.7712959999999995
1974-02-19,5.860773
1974-02-20,5.838404
1974-02-21,5.838404
1974-02-22,5.905512
1974-02-25,5.994989
1974-02-26,5.927881
1974-02-27,5.950251000000001
1974-02-28,5.950251000000001
1974-03-01,5.97262
1974-03-04,5.950251000000001
1974-03-05,5.950251000000001
1974-03-06,6.062098000000001
1974-03-07,6.039728
1974-03-08,6.106836
1974-03-11,6.062098000000001
1974-03-12,6.039728
1974-03-13,6.062098000000001
1974-03-14,6.129205000000001
1974-03-15,6.062098000000001
1974-03-18,5.994989
1974-03-19,6.084467
1974-03-20,5.994989
1974-03-21,5.838404
1974-03-22,5.7712959999999995
1974-03-25,5.7712959999999995
1974-03-26,5.793665
1974-03-27,5.838404
1974-03-28,5.7712959999999995
1974-03-29,5.793665
1974-04-01,5.7712959999999995
1974-04-02,5.726557
1974-04-03,5.726557
1974-04-04,5.748926
1974-04-05,5.726557
1974-04-08,5.704187
1974-04-09,5.704187
1974-04-10,5.681818
1974-04-11,5.5476019999999995
1974-04-15,5.592341
1974-04-16,5.637079
1974-04-17,5.704187
1974-04-18,5.6594489999999995
1974-04-19,5.681818
1974-04-22,5.480494
1974-04-23,5.502863
1974-04-24,5.368647
1974-04-25,5.502863
1974-04-26,5.413386
1974-04-29,5.3910160000000005
1974-04-30,5.435755
1974-05-01,5.5476019999999995
1974-05-02,5.592341
1974-05-03,5.61471
1974-05-06,5.592341
1974-05-07,5.637079
1974-05-08,5.413386
1974-05-09,5.458125
1974-05-10,5.502863
1974-05-13,5.435755
1974-05-14,5.413386
1974-05-15,5.368647
1974-05-16,5.301539
1974-05-17,5.346278
1974-05-20,5.212061
1974-05-21,5.189692
1974-05-22,5.234431
1974-05-23,5.144953
1974-05-24,5.323908
1974-05-28,5.346278
1974-05-29,5.27917
1974-05-30,5.323908
1974-05-31,5.27917
1974-06-03,5.301539
1974-06-04,5.368647
1974-06-05,5.346278
1974-06-06,5.346278
1974-06-07,5.502863
1974-06-10,5.525233
1974-06-11,5.480494
1974-06-12,5.435755
1974-06-13,5.458125
1974-06-14,5.502863
1974-06-17,5.435755
1974-06-18,5.458125
1974-06-19,5.458125
1974-06-20,5.435755
1974-06-21,5.27917
1974-06-24,5.189692
1974-06-25,5.234431
1974-06-26,5.234431
1974-06-27,5.234431
1974-06-28,5.27917
1974-07-01,5.1673230000000006
1974-07-02,5.100215
1974-07-03,5.077846
1974-07-05,5.0554760000000005
1974-07-08,4.787044
1974-07-09,4.831782
1974-07-10,4.9436290000000005
1974-07-11,4.92126
1974-07-12,5.100215
1974-07-15,5.1673230000000006
1974-07-16,5.144953
1974-07-17,5.0554760000000005
1974-07-18,5.122584
1974-07-19,5.122584
1974-07-22,5.0554760000000005
1974-07-23,5.189692
1974-07-24,5.27917
1974-07-25,5.2568
1974-07-26,5.189692
1974-07-29,5.144953
1974-07-30,4.988368
1974-07-31,4.809413
1974-08-01,4.742305
1974-08-02,4.652826999999999
1974-08-05,4.742305
1974-08-06,4.92126
1974-08-07,4.988368
1974-08-08,5.0554760000000005
1974-08-09,5.077846
1974-08-12,5.189692
1974-08-13,5.0554760000000005
1974-08-14,4.92126
1974-08-15,4.965999
1974-08-16,4.854152
1974-08-19,4.854152
1974-08-20,4.854152
1974-08-21,4.854152
1974-08-22,4.876521
1974-08-23,4.92126
1974-08-26,4.89889
1974-08-27,4.787044
1974-08-28,4.652826999999999
1974-08-29,4.451503
1974-08-30,4.518611
1974-09-03,4.451503
1974-09-04,4.317287
1974-09-05,4.406765
1974-09-06,4.518611
1974-09-09,4.473873
1974-09-10,4.451503
1974-09-11,4.406765
1974-09-12,4.406765
1974-09-13,4.362026
1974-09-16,4.473873
1974-09-17,4.630458
1974-09-18,4.56335
1974-09-19,4.473873
1974-09-20,4.56335
1974-09-23,4.652826999999999
1974-09-24,4.56335
1974-09-25,4.652826999999999
1974-09-26,4.697566
1974-09-27,4.585719999999999
1974-09-30,4.630458
1974-10-01,4.652826999999999
1974-10-02,4.608089
1974-10-03,4.5409809999999995
1974-10-04,4.608089
1974-10-07,4.585719999999999
1974-10-08,4.675197
1974-10-09,4.7199349999999995
1974-10-10,4.876521
1974-10-11,5.010737000000001
1974-10-14,4.988368
1974-10-15,5.0554760000000005
1974-10-16,5.033107
1974-10-17,5.0554760000000005
1974-10-18,5.144953
1974-10-21,5.077846
1974-10-22,5.033107
1974-10-23,5.077846
1974-10-24,4.809413
1974-10-25,4.787044
1974-10-28,4.742305
1974-10-29,4.831782
1974-10-30,4.831782
1974-10-31,4.787044
1974-11-01,4.7199349999999995
1974-11-04,4.697566
1974-11-05,4.787044
1974-11-06,4.965999
1974-11-07,5.033107
1974-11-08,5.010737000000001
1974-11-11,5.010737000000001
1974-11-12,5.033107
1974-11-13,5.122584
1974-11-14,4.92126
1974-11-15,4.787044
1974-11-18,4.608089
1974-11-19,4.608089
1974-11-20,4.473873
1974-11-21,4.56335
1974-11-22,4.675197
1974-11-25,4.56335
1974-11-26,4.496242
1974-11-27,4.518611
1974-11-29,4.5409809999999995
1974-12-02,4.496242
1974-12-03,4.496242
1974-12-04,4.585719999999999
1974-12-05,4.496242
1974-12-06,4.384395
1974-12-09,4.317287
1974-12-10,4.362026
1974-12-11,4.496242
1974-12-12,4.451503
1974-12-13,4.473873
1974-12-16,4.4291339999999995
1974-12-17,4.4291339999999995
1974-12-18,4.473873
1974-12-19,4.4291339999999995
1974-12-20,4.4291339999999995
1974-12-23,4.406765
1974-12-24,4.406765
