Date,TPHS
2017-10-19,7.2
2017-10-20,7.23
2017-10-23,7.1
2017-10-24,7.25
2017-10-25,7.25
2017-10-26,7.26
2017-10-27,7.14
2017-10-30,7.0
2017-10-31,7.2
2017-11-01,7.11
2017-11-02,7.13
2017-11-03,7.04
2017-11-06,7.09
2017-11-07,6.97
2017-11-08,6.95
2017-11-09,7.02
2017-11-10,7.03
2017-11-13,7.01
2017-11-14,7.0
2017-11-15,7.01
2017-11-16,7.13
2017-11-17,7.04
2017-11-20,7.1
2017-11-21,7.11
2017-11-22,7.12
2017-11-24,7.14
2017-11-27,7.07
2017-11-28,7.11
2017-11-29,7.11
2017-11-30,7.04
2017-12-01,7.03
2017-12-04,7.01
2017-12-05,6.89
2017-12-06,6.9
2017-12-07,6.91
2017-12-08,6.95
2017-12-11,6.91
2017-12-12,6.85
2017-12-13,6.97
2017-12-14,6.8
2017-12-15,7.11
2017-12-18,7.01
2017-12-19,6.91
2017-12-20,6.8
2017-12-21,6.87
2017-12-22,6.83
2017-12-26,6.8
2017-12-27,6.8
2017-12-28,6.87
2017-12-29,6.95
2018-01-02,7.0
2018-01-03,6.92
2018-01-04,6.88
2018-01-05,6.86
2018-01-08,6.79
2018-01-09,6.75
2018-01-10,6.79
2018-01-11,6.91
2018-01-12,7.07
2018-01-16,6.97
2018-01-17,6.91
2018-01-18,6.86
2018-01-19,6.95
2018-01-22,6.93
2018-01-23,6.92
2018-01-24,6.88
2018-01-25,6.89
2018-01-26,6.91
2018-01-29,6.84
2018-01-30,6.82
2018-01-31,6.76
2018-02-01,6.8
2018-02-02,6.7
2018-02-05,6.59
2018-02-06,6.44
2018-02-07,6.46
2018-02-08,6.33
2018-02-09,6.38
2018-02-12,6.36
2018-02-13,6.4
2018-02-14,6.42
2018-02-15,6.4
2018-02-16,6.37
2018-02-20,6.1
2018-02-21,6.13
2018-02-22,6.14
2018-02-23,6.14
2018-02-26,6.11
2018-02-27,6.08
2018-02-28,6.0
2018-03-01,6.49
2018-03-02,6.42
2018-03-05,6.31
2018-03-06,6.25
2018-03-07,6.21
2018-03-08,6.15
2018-03-09,6.39
2018-03-12,6.48
2018-03-13,6.57
2018-03-14,6.56
2018-03-15,6.69
2018-03-16,6.95
2018-03-19,6.86
2018-03-20,6.82
2018-03-21,6.95
2018-03-22,6.86
2018-03-23,6.73
2018-03-26,6.61
2018-03-27,6.43
2018-03-28,6.52
2018-03-29,6.5
2018-04-02,6.36
2018-04-03,6.37
2018-04-04,6.43
2018-04-05,6.45
2018-04-06,6.33
2018-04-09,6.39
2018-04-10,6.42
2018-04-11,6.46
2018-04-12,6.46
2018-04-13,6.46
2018-04-16,6.47
2018-04-17,6.74
2018-04-18,6.8
2018-04-19,6.73
2018-04-20,6.58
2018-04-23,6.61
2018-04-24,6.62
2018-04-25,6.75
2018-04-26,6.83
2018-04-27,6.57
2018-04-30,6.55
2018-05-01,6.71
2018-05-02,6.79
2018-05-03,6.85
2018-05-04,6.85
2018-05-07,6.94
2018-05-08,6.99
2018-05-09,7.04
2018-05-10,7.01
2018-05-11,7.01
2018-05-14,6.91
2018-05-15,6.84
2018-05-16,6.92
2018-05-17,6.94
2018-05-18,7.1
2018-05-21,7.14
2018-05-22,7.17
2018-05-23,7.23
2018-05-24,7.25
2018-05-25,7.35
2018-05-29,7.35
2018-05-30,7.16
2018-05-31,6.98
2018-06-01,6.96
2018-06-04,6.94
2018-06-05,7.0
2018-06-06,6.88
2018-06-07,6.92
2018-06-08,6.86
2018-06-11,6.85
2018-06-12,6.75
2018-06-13,6.75
2018-06-14,6.78
2018-06-15,6.87
2018-06-18,6.92
2018-06-19,6.92
2018-06-20,6.93
2018-06-21,6.91
2018-06-22,7.02
2018-06-25,6.93
2018-06-26,6.95
2018-06-27,6.75
2018-06-28,6.77
2018-06-29,6.55
2018-07-02,6.67
2018-07-03,6.84
2018-07-05,6.83
2018-07-06,6.85
2018-07-09,6.76
2018-07-10,6.66
2018-07-11,6.66
2018-07-12,6.69
2018-07-13,6.65
2018-07-16,6.64
2018-07-17,6.6
2018-07-18,6.61
2018-07-19,6.75
2018-07-20,6.73
2018-07-23,6.68
2018-07-24,6.51
2018-07-25,6.56
2018-07-26,6.59
2018-07-27,6.5
2018-07-30,6.4
2018-07-31,6.43
2018-08-01,6.39
2018-08-02,6.43
2018-08-03,6.4
2018-08-06,6.42
2018-08-07,6.42
2018-08-08,6.39
2018-08-09,6.36
2018-08-10,6.34
2018-08-13,6.29
2018-08-14,6.3
2018-08-15,6.16
2018-08-16,6.25
2018-08-17,6.21
2018-08-20,6.13
2018-08-21,6.22
2018-08-22,6.16
2018-08-23,6.12
2018-08-24,6.04
2018-08-27,6.0
2018-08-28,6.13
2018-08-29,6.1
2018-08-30,6.0
2018-08-31,6.1
2018-09-04,6.0
2018-09-05,6.0
2018-09-06,6.0
2018-09-07,6.09
2018-09-10,6.08
2018-09-11,6.02
2018-09-12,6.0
2018-09-13,6.05
2018-09-14,6.0
2018-09-17,6.05
2018-09-18,5.95
2018-09-19,5.9
2018-09-20,6.01
2018-09-21,6.06
2018-09-24,6.03
2018-09-25,6.09
2018-09-26,6.06
2018-09-27,6.02
2018-09-28,6.09
2018-10-01,6.09
2018-10-02,6.0
2018-10-03,6.34
2018-10-04,6.22
2018-10-05,6.13
2018-10-08,6.11
2018-10-09,6.08
2018-10-10,6.0
2018-10-11,5.95
2018-10-12,5.98
2018-10-15,5.85
2018-10-16,5.9
2018-10-17,5.87
2018-10-18,5.9
2018-10-19,5.85
2018-10-22,5.8
2018-10-23,5.65
2018-10-24,5.64
2018-10-25,5.73
2018-10-26,5.65
2018-10-29,5.64
2018-10-30,5.68
2018-10-31,5.34
2018-11-01,5.26
2018-11-02,5.18
2018-11-05,5.07
2018-11-06,5.32
2018-11-07,5.36
2018-11-08,5.17
2018-11-09,5.02
2018-11-12,5.03
2018-11-13,4.96
2018-11-14,4.91
2018-11-15,4.89
2018-11-16,5.08
2018-11-19,5.12
2018-11-20,5.1
2018-11-21,5.08
2018-11-23,5.13
2018-11-26,5.02
2018-11-27,4.92
2018-11-28,4.94
2018-11-29,5.09
2018-11-30,4.93
2018-12-03,4.93
2018-12-04,4.78
2018-12-06,4.7
2018-12-07,4.89
2018-12-10,4.72
2018-12-11,4.67
2018-12-12,4.58
2018-12-13,4.5
2018-12-14,4.5
2018-12-17,4.45
2018-12-18,4.5
2018-12-19,4.52
2018-12-20,4.95
2018-12-21,5.29
2018-12-24,4.64
2018-12-26,4.53
2018-12-27,4.2
2018-12-28,4.23
2018-12-31,4.34
2019-01-02,4.3
2019-01-03,4.08
2019-01-04,4.47
2019-01-07,4.76
2019-01-08,4.79
2019-01-09,4.69
2019-01-10,4.7
2019-01-11,4.71
2019-01-14,4.41
2019-01-15,4.64
2019-01-16,4.63
2019-01-17,4.53
2019-01-18,4.6
2019-01-22,4.6
2019-01-23,4.58
2019-01-24,4.36
2019-01-25,4.26
2019-01-28,4.26
2019-01-29,4.04
2019-01-30,4.34
2019-01-31,4.15
2019-02-01,4.1
2019-02-04,3.99
2019-02-05,3.88
2019-02-06,4.11
2019-02-07,4.0
2019-02-08,3.96
2019-02-11,3.96
2019-02-12,4.1
2019-02-13,4.04
2019-02-14,4.09
2019-02-15,4.19
2019-02-19,4.17
2019-02-20,4.14
2019-02-21,4.15
2019-02-22,3.98
2019-02-25,4.0
2019-02-26,4.03
2019-02-27,4.03
2019-02-28,4.07
2019-03-01,4.06
2019-03-04,4.1
2019-03-05,4.05
2019-03-06,3.85
2019-03-07,3.75
2019-03-08,3.68
2019-03-11,3.68
2019-03-12,3.87
2019-03-13,3.77
2019-03-14,3.69
2019-03-15,4.67
2019-03-18,4.01
2019-03-19,4.02
2019-03-20,4.04
2019-03-21,4.0
2019-03-22,4.0
2019-03-25,4.24
2019-03-26,4.12
2019-03-27,4.17
2019-03-28,4.13
2019-03-29,4.0
2019-04-01,4.07
2019-04-02,4.12
2019-04-03,4.15
2019-04-04,4.14
2019-04-05,4.25
2019-04-08,4.25
2019-04-09,4.26
2019-04-10,4.47
2019-04-11,4.29
2019-04-12,4.36
2019-04-15,4.22
2019-04-16,4.21
2019-04-17,4.18
2019-04-18,4.23
2019-04-22,4.09
2019-04-23,4.09
2019-04-24,4.04
2019-04-25,3.95
2019-04-26,3.99
2019-04-29,4.05
2019-04-30,3.92
2019-05-01,4.01
2019-05-02,3.95
2019-05-03,4.09
2019-05-06,4.05
2019-05-07,4.08
2019-05-08,4.25
2019-05-09,4.14
2019-05-10,4.05
2019-05-13,3.96
2019-05-14,3.98
2019-05-15,4.1
2019-05-16,4.0
2019-05-17,3.97
2019-05-20,3.99
2019-05-21,4.27
2019-05-22,4.16
2019-05-23,4.02
2019-05-24,4.03
2019-05-28,4.0
2019-05-29,4.02
2019-05-30,4.02
2019-05-31,4.08
2019-06-03,4.09
2019-06-04,4.07
2019-06-05,3.96
2019-06-06,3.86
2019-06-07,3.99
2019-06-10,4.06
2019-06-11,4.06
2019-06-12,3.91
2019-06-13,3.95
2019-06-14,3.95
2019-06-17,4.15
2019-06-18,4.29
2019-06-19,4.1
2019-06-20,4.05
2019-06-21,4.11
2019-06-24,4.0
2019-06-25,4.0
2019-06-26,4.0
2019-06-27,4.01
2019-06-28,3.95
2019-07-01,3.87
2019-07-02,3.76
2019-07-03,3.74
2019-07-05,3.82
2019-07-08,3.85
2019-07-09,3.71
2019-07-10,3.72
2019-07-11,3.91
2019-07-12,3.83
2019-07-15,3.9
2019-07-16,3.8
2019-07-17,3.81
2019-07-18,3.84
2019-07-19,3.96
2019-07-22,3.94
2019-07-23,4.0
2019-07-24,4.05
2019-07-25,4.15
2019-07-26,4.19
2019-07-29,4.13
2019-07-30,4.22
2019-07-31,4.2
2019-08-01,4.05
2019-08-02,3.87
2019-08-05,3.7
2019-08-06,3.7
2019-08-07,3.75
2019-08-08,3.89
2019-08-09,3.81
2019-08-12,3.79
2019-08-13,3.7
2019-08-14,3.71
2019-08-15,3.76
2019-08-16,3.77
2019-08-19,3.81
2019-08-20,3.77
2019-08-21,3.93
2019-08-22,3.8
2019-08-23,3.74
2019-08-26,3.73
2019-08-27,3.7
2019-08-28,3.75
2019-08-29,3.8
2019-08-30,3.82
2019-09-03,3.81
2019-09-04,3.78
2019-09-05,3.74
2019-09-06,3.72
2019-09-09,3.77
2019-09-10,3.78
2019-09-11,3.95
2019-09-12,3.84
2019-09-13,3.84
2019-09-16,3.76
2019-09-17,3.73
2019-09-18,3.73
2019-09-19,3.74
2019-09-20,3.78
2019-09-23,3.94
2019-09-24,3.98
2019-09-25,4.04
2019-09-26,4.23
2019-09-27,4.25
2019-09-30,4.0
2019-10-01,4.06
2019-10-02,4.0
2019-10-03,3.87
2019-10-04,4.04
2019-10-07,4.01
2019-10-08,4.01
2019-10-09,4.02
2019-10-10,4.0
2019-10-11,4.06
2019-10-14,4.16
2019-10-15,4.06
2019-10-16,4.07
2019-10-17,4.01
2019-10-18,4.09
2019-10-21,4.07
2019-10-22,3.96
2019-10-23,3.96
2019-10-24,3.85
2019-10-25,3.88
2019-10-28,3.78
2019-10-29,3.83
2019-10-30,3.85
2019-10-31,3.98
2019-11-01,3.85
2019-11-04,3.79
2019-11-05,3.82
2019-11-06,4.0
2019-11-07,3.87
2019-11-08,3.81
2019-11-11,3.81
2019-11-12,3.81
2019-11-13,3.95
2019-11-14,3.89
2019-11-15,3.92
2019-11-18,3.85
2019-11-19,3.9
2019-11-20,3.76
2019-11-21,3.76
2019-11-22,3.61
2019-11-25,3.6673
2019-11-26,3.49
2019-11-27,3.21
2019-11-29,3.08
2019-12-02,3.05
2019-12-03,3.0
2019-12-04,3.03
2019-12-05,2.94
2019-12-06,2.92
2019-12-09,2.84
2019-12-10,2.9
2019-12-11,2.86
2019-12-12,2.84
2019-12-13,2.9
2019-12-16,2.84
2019-12-17,2.85
2019-12-18,2.84
2019-12-19,2.92
2019-12-20,2.91
2019-12-23,3.03
2019-12-24,3.06
2019-12-26,3.03
2019-12-27,2.94
2019-12-30,2.94
2019-12-31,3.01
2020-01-02,3.04
2020-01-03,3.0
2020-01-06,3.09
2020-01-07,3.08
2020-01-08,3.09
2020-01-09,3.0501
2020-01-10,3.07
2020-01-13,3.135
2020-01-14,3.11
2020-01-15,3.29
2020-01-16,3.28
2020-01-17,3.3301
2020-01-21,3.28
2020-01-22,3.2503
2020-01-23,3.43
2020-01-24,3.38
2020-01-27,3.3
2020-01-28,3.34
2020-01-29,3.3
2020-01-30,3.27
2020-01-31,3.3
2020-02-03,3.26
2020-02-04,3.27
2020-02-05,3.35
2020-02-06,3.34
2020-02-07,3.33
2020-02-10,3.435
2020-02-11,3.44
2020-02-12,3.5527
2020-02-13,3.57
2020-02-14,3.54
2020-02-18,3.5427
2020-02-19,3.51
2020-02-20,3.54
2020-02-21,3.6
2020-02-24,3.43
2020-02-25,3.42
2020-02-26,3.5
2020-02-27,3.37
2020-02-28,3.29
2020-03-02,3.24
2020-03-03,3.0
2020-03-04,3.05
2020-03-05,2.99
2020-03-06,2.85
2020-03-09,2.57
2020-03-10,2.5439
2020-03-11,2.26
2020-03-12,1.73
2020-03-13,1.88
2020-03-16,1.55
2020-03-17,1.66
2020-03-18,1.57
2020-03-19,1.5
2020-03-20,1.35
2020-03-23,1.31
2020-03-24,1.27
2020-03-25,1.77
2020-03-26,2.09
2020-03-27,1.99
2020-03-30,1.83
2020-03-31,1.82
2020-04-01,1.54
2020-04-02,1.69
2020-04-03,1.79
2020-04-06,1.86
2020-04-07,1.9
2020-04-08,2.07
2020-04-09,2.01
2020-04-13,1.76
2020-04-14,1.83
2020-04-15,1.651
2020-04-16,1.37
2020-04-17,1.49
2020-04-20,1.26
2020-04-21,1.21
2020-04-22,1.34
2020-04-23,1.38
2020-04-24,1.341
2020-04-27,1.54
2020-04-28,1.49
2020-04-29,1.52
2020-04-30,1.48
2020-05-01,1.42
2020-05-04,1.45
2020-05-05,1.44
2020-05-06,1.43
2020-05-07,1.52
2020-05-08,1.64
