Date,GSHD
2019-06-18,41.009997999999996
2019-06-19,42.759997999999996
2019-06-20,44.02
2019-06-21,44.27
2019-06-24,43.830002
2019-06-25,44.0
2019-06-26,44.919998
2019-06-27,47.130001
2019-06-28,47.799999
2019-07-01,48.189999
2019-07-02,49.16
2019-07-03,49.91
2019-07-05,49.139998999999996
2019-07-08,48.580002
2019-07-09,47.060001
2019-07-10,47.27
2019-07-11,46.369999
2019-07-12,46.0
2019-07-15,45.84
2019-07-16,45.52
2019-07-17,44.68
2019-07-18,44.0
2019-07-19,44.369999
2019-07-22,45.060001
2019-07-23,46.310001
2019-07-24,46.330002
2019-07-25,46.939999
2019-07-26,46.349998
2019-07-29,46.0
2019-07-30,45.290001000000004
2019-07-31,45.009997999999996
2019-08-01,45.02
2019-08-02,43.360001000000004
2019-08-05,43.830002
2019-08-06,43.860001000000004
2019-08-07,43.48
2019-08-08,45.91
2019-08-09,46.200001
2019-08-12,44.93
2019-08-13,44.880001
2019-08-14,44.09
2019-08-15,43.470001
2019-08-16,43.5
2019-08-19,43.330002
2019-08-20,43.380001
2019-08-21,43.400002
2019-08-22,43.68
2019-08-23,43.82
2019-08-26,46.259997999999996
2019-08-27,47.959998999999996
2019-08-28,46.080002
2019-08-29,46.439999
2019-08-30,46.240002000000004
2019-09-03,46.299999
2019-09-04,45.970001
2019-09-05,46.610001000000004
2019-09-06,47.400002
2019-09-09,45.599998
2019-09-10,43.360001000000004
2019-09-11,44.68
2019-09-12,46.580002
2019-09-13,46.490002000000004
2019-09-16,43.650002
2019-09-17,44.02
2019-09-18,44.959998999999996
2019-09-19,46.490002000000004
2019-09-20,49.189999
2019-09-23,49.279999
2019-09-24,48.369999
2019-09-25,48.400002
2019-09-26,48.970001
2019-09-27,48.759997999999996
2019-09-30,49.349998
2019-10-01,44.619999
2019-10-02,43.299999
2019-10-03,43.740002000000004
2019-10-04,46.220001
2019-10-07,46.740002000000004
2019-10-08,45.91
2019-10-09,46.259997999999996
2019-10-10,46.400002
2019-10-11,47.049999
2019-10-14,47.400002
2019-10-15,48.18
2019-10-16,47.779999
2019-10-17,48.299999
2019-10-18,48.25
2019-10-21,49.220001
2019-10-22,49.09
2019-10-23,49.27
2019-10-24,49.490002000000004
2019-10-25,48.93
2019-10-28,49.5
2019-10-29,48.349998
2019-10-30,49.950001
2019-10-31,51.18
2019-11-01,44.93
2019-11-04,42.509997999999996
2019-11-05,42.709998999999996
2019-11-06,43.799999
2019-11-07,43.299999
2019-11-08,42.959998999999996
2019-11-11,43.98
2019-11-12,43.57
2019-11-13,44.73
2019-11-14,44.610001000000004
2019-11-15,43.41
2019-11-18,44.68
2019-11-19,44.720001
2019-11-20,45.380001
2019-11-21,43.830002
2019-11-22,45.189999
2019-11-25,44.889998999999996
2019-11-26,44.549999
2019-11-27,41.299999
2019-11-29,40.52
2019-12-02,40.080002
2019-12-03,39.619999
2019-12-04,40.130001
2019-12-05,40.0
2019-12-06,39.799999
2019-12-09,39.880001
2019-12-10,39.060001
2019-12-11,39.389998999999996
2019-12-12,39.189999
2019-12-13,39.98
2019-12-16,40.779999
2019-12-17,42.009997999999996
2019-12-18,42.470001
2019-12-19,43.529999
2019-12-20,42.32
2019-12-23,42.389998999999996
2019-12-24,43.150002
2019-12-26,41.419998
2019-12-27,42.130001
2019-12-30,42.330002
2019-12-31,42.400002
2020-01-02,44.139998999999996
2020-01-03,44.360001000000004
2020-01-06,45.040001000000004
2020-01-07,44.59
2020-01-08,44.650002
2020-01-09,44.279999
2020-01-10,44.439999
2020-01-13,44.150002
2020-01-14,44.560001
2020-01-15,45.18
2020-01-16,45.700001
2020-01-17,45.889998999999996
2020-01-21,46.139998999999996
2020-01-22,46.029999
2020-01-23,46.150002
2020-01-24,45.400002
2020-01-27,48.91
2020-01-28,50.93
2020-01-29,52.23
2020-01-30,52.439999
2020-01-31,52.18
2020-02-03,49.830002
2020-02-04,51.93
2020-02-05,51.18
2020-02-06,51.889998999999996
2020-02-07,52.400002
2020-02-10,54.400002
2020-02-11,53.669998
2020-02-12,54.119999
2020-02-13,55.759997999999996
2020-02-14,55.349998
2020-02-18,54.830002
2020-02-19,54.91
2020-02-20,55.18
2020-02-21,55.240002000000004
2020-02-24,55.919998
2020-02-25,55.869999
2020-02-26,55.634997999999996
2020-02-27,55.349998
2020-02-28,54.240002000000004
2020-03-02,58.73
2020-03-03,57.41
2020-03-04,62.400002
2020-03-05,60.380001
2020-03-06,60.630001
2020-03-09,48.380001
2020-03-10,47.880001
2020-03-11,45.080002
2020-03-12,39.509997999999996
2020-03-13,45.860001000000004
2020-03-16,42.240002000000004
2020-03-17,47.380001
2020-03-18,42.900002
2020-03-19,45.950001
2020-03-20,45.0
2020-03-23,42.43
2020-03-24,43.810001
2020-03-25,44.630001
2020-03-26,47.900002
2020-03-27,45.830002
2020-03-30,45.700001
2020-03-31,44.630001
2020-04-01,40.880001
2020-04-02,41.540001000000004
2020-04-03,39.150002
2020-04-06,40.060001
2020-04-07,39.25
2020-04-08,38.84
2020-04-09,41.98
2020-04-13,41.439999
2020-04-14,43.560001
2020-04-15,41.59
2020-04-16,41.419998
2020-04-17,43.040001000000004
2020-04-20,43.73
2020-04-21,43.630001
2020-04-22,44.939999
2020-04-23,48.290001000000004
2020-04-24,50.080002
2020-04-27,51.5
2020-04-28,53.990002000000004
2020-04-29,57.490002000000004
2020-04-30,56.139998999999996
2020-05-01,57.459998999999996
2020-05-04,56.209998999999996
2020-05-05,58.240002000000004
2020-05-06,56.549999
2020-05-07,58.59
2020-05-08,61.5
