Date,GSHD
2018-04-27,15.75
2018-04-30,14.8
2018-05-01,15.01
2018-05-02,14.95
2018-05-03,15.38
2018-05-04,15.35
2018-05-07,15.83
2018-05-08,16.65
2018-05-09,16.83
2018-05-10,16.93
2018-05-11,16.83
2018-05-14,16.57
2018-05-15,16.469998999999998
2018-05-16,16.25
2018-05-17,15.6
2018-05-18,16.200001
2018-05-21,16.200001
2018-05-22,16.09
2018-05-23,16.450001
2018-05-24,16.48
2018-05-25,16.41
2018-05-29,16.43
2018-05-30,16.540001
2018-05-31,16.15
2018-06-01,16.23
2018-06-04,16.200001
2018-06-05,17.4
2018-06-06,17.110001
2018-06-07,18.74
2018-06-08,19.5
2018-06-11,21.139999
2018-06-12,22.84
2018-06-13,22.27
2018-06-14,24.08
2018-06-15,23.77
2018-06-18,25.43
2018-06-19,27.139999
2018-06-20,26.6
2018-06-21,26.08
2018-06-22,26.219998999999998
2018-06-25,26.92
2018-06-26,28.200001
2018-06-27,26.5
2018-06-28,26.049999
2018-06-29,24.959999
2018-07-02,23.76
2018-07-03,23.940001000000002
2018-07-05,24.66
2018-07-06,24.969998999999998
2018-07-09,26.610001
2018-07-10,24.950001
2018-07-11,24.99
2018-07-12,26.700001
2018-07-13,26.059998999999998
2018-07-16,25.84
2018-07-17,28.24
2018-07-18,27.709999
2018-07-19,29.08
2018-07-20,26.92
2018-07-23,26.57
2018-07-24,26.41
2018-07-25,27.870001000000002
2018-07-26,27.620001000000002
2018-07-27,26.860001
2018-07-30,26.719998999999998
2018-07-31,27.17
2018-08-01,27.129998999999998
2018-08-02,27.77
2018-08-03,27.68
2018-08-06,27.360001
2018-08-07,27.309998999999998
2018-08-08,26.48
2018-08-09,26.01
2018-08-10,27.25
2018-08-13,26.43
2018-08-14,26.24
2018-08-15,27.17
2018-08-16,26.85
2018-08-17,26.610001
2018-08-20,27.1
2018-08-21,27.1
2018-08-22,26.68
2018-08-23,26.700001
2018-08-24,26.459999
2018-08-27,26.59
2018-08-28,27.299999
2018-08-29,29.92
2018-08-30,28.82
2018-08-31,31.02
2018-09-04,33.75
2018-09-05,32.139998999999996
2018-09-06,30.309998999999998
2018-09-07,31.57
2018-09-10,33.599998
2018-09-11,35.360001000000004
2018-09-12,35.439999
2018-09-13,35.82
2018-09-14,36.43
2018-09-17,35.68
2018-09-18,35.599998
2018-09-19,35.25
2018-09-20,35.009997999999996
2018-09-21,35.5
2018-09-24,33.84
2018-09-25,32.130001
2018-09-26,30.77
2018-09-27,33.080002
2018-09-28,33.869999
2018-10-01,31.92
2018-10-02,30.92
2018-10-03,28.610001
2018-10-04,28.940001000000002
2018-10-05,29.540001
2018-10-08,29.09
2018-10-09,28.98
2018-10-10,28.530001000000002
2018-10-11,28.309998999999998
2018-10-12,27.540001
2018-10-15,26.35
2018-10-16,26.41
2018-10-17,28.299999
2018-10-18,28.16
2018-10-19,28.639999
2018-10-22,28.68
2018-10-23,29.379998999999998
2018-10-24,30.58
2018-10-25,33.23
2018-10-26,31.09
2018-10-29,31.879998999999998
2018-10-30,35.25
2018-10-31,34.279999
2018-11-01,35.41
2018-11-02,36.169998
2018-11-05,36.0
2018-11-06,31.955
2018-11-07,31.709999
2018-11-08,29.15
2018-11-09,28.32
2018-11-12,27.0
2018-11-13,25.940001000000002
2018-11-14,24.85
2018-11-15,22.370001000000002
2018-11-16,21.959999
2018-11-19,23.67
2018-11-20,24.32
2018-11-21,24.030001000000002
2018-11-23,24.379998999999998
2018-11-26,24.92
2018-11-27,23.950001
2018-11-28,25.299999
2018-11-29,26.540001
2018-11-30,25.42
2018-12-03,26.42
2018-12-04,25.450001
2018-12-06,26.52
2018-12-07,26.49
2018-12-10,26.940001000000002
2018-12-11,26.950001
2018-12-12,26.58
2018-12-13,27.43
2018-12-14,27.389999
2018-12-17,26.48
2018-12-18,25.49
2018-12-19,26.01
2018-12-20,25.639999
2018-12-21,23.700001
2018-12-24,23.280001000000002
2018-12-26,25.360001
2018-12-27,26.73
2018-12-28,26.9
2018-12-31,26.290001
2019-01-02,25.040001
2019-01-03,24.969998999999998
2019-01-04,26.940001000000002
2019-01-07,27.25
2019-01-08,27.290001
2019-01-09,27.700001
2019-01-10,29.1
2019-01-11,28.51
2019-01-14,27.43
2019-01-15,27.299999
2019-01-16,28.08
2019-01-17,28.18
2019-01-18,28.67
2019-01-22,26.469998999999998
2019-01-23,26.639999
2019-01-24,26.91
2019-01-25,27.67
2019-01-28,27.93
2019-01-29,27.860001
2019-01-30,28.24
2019-01-31,28.74
2019-02-01,28.33
2019-02-04,28.27
2019-02-05,28.459999
2019-02-06,28.290001
2019-02-07,28.25
2019-02-08,27.5
2019-02-11,26.5
2019-02-12,27.75
2019-02-13,28.57
2019-02-14,31.195
2019-02-15,32.709998999999996
2019-02-19,32.369999
2019-02-20,33.200001
2019-02-21,33.740002000000004
2019-02-22,33.419998
2019-02-25,31.91
2019-02-26,32.150002
2019-02-27,33.02
2019-02-28,31.549999
2019-03-01,30.42
2019-03-04,28.860001
2019-03-05,29.059998999999998
2019-03-06,29.02
2019-03-07,28.440001000000002
2019-03-08,26.82
2019-03-11,27.780001000000002
2019-03-12,27.24
2019-03-13,25.93
2019-03-14,24.799999
2019-03-15,27.040001
2019-03-18,27.620001000000002
2019-03-19,29.0
2019-03-20,28.52
2019-03-21,28.959999
2019-03-22,28.43
2019-03-25,28.629998999999998
2019-03-26,29.01
2019-03-27,29.530001000000002
2019-03-28,29.440001000000002
2019-03-29,27.879998999999998
2019-04-01,27.540001
2019-04-02,25.93
2019-04-03,28.0
2019-04-04,27.719998999999998
2019-04-05,29.0
2019-04-08,28.049999
2019-04-09,29.35
2019-04-10,29.860001
2019-04-11,29.309998999999998
2019-04-12,29.02
2019-04-15,29.35
2019-04-16,28.870001000000002
2019-04-17,28.35
2019-04-18,27.0
2019-04-22,26.030001000000002
2019-04-23,25.98
2019-04-24,27.610001
2019-04-25,27.540001
2019-04-26,27.34
2019-04-29,29.690001000000002
2019-04-30,30.469998999999998
2019-05-01,29.959999
2019-05-02,30.709999
2019-05-03,34.939999
2019-05-06,34.73
2019-05-07,33.450001
2019-05-08,32.630001
2019-05-09,31.940001000000002
2019-05-10,33.110001000000004
2019-05-13,32.91
2019-05-14,35.535
2019-05-15,35.290001000000004
2019-05-16,36.950001
2019-05-17,40.0
2019-05-20,40.09
2019-05-21,40.080002
2019-05-22,38.060001
2019-05-23,36.869999
2019-05-24,36.330002
2019-05-28,35.939999
2019-05-29,36.639998999999996
2019-05-30,36.189999
2019-05-31,36.630001
2019-06-03,35.080002
2019-06-04,35.23
2019-06-05,37.310001
2019-06-06,36.900002
2019-06-07,39.09
2019-06-10,39.919998
2019-06-11,39.389998999999996
2019-06-12,39.439999
2019-06-13,38.950001
2019-06-14,40.939999
2019-06-17,41.150002
