Date,DOV
1980-12-22,2.524233
1980-12-23,2.534707
1980-12-24,2.545181
1980-12-26,2.534707
1980-12-29,2.555655
1980-12-30,2.576603
1980-12-31,2.628973
1981-01-02,2.6499200000000003
1981-01-05,2.681343
1981-01-06,2.6499200000000003
1981-01-07,2.576603
1981-01-08,2.534707
1981-01-09,2.513759
1981-01-12,2.513759
1981-01-13,2.471863
1981-01-14,2.461389
1981-01-15,2.461389
1981-01-16,2.440441
1981-01-19,2.435204
1981-01-20,2.398545
1981-01-21,2.283331
1981-01-22,2.293805
1981-01-23,2.335701
1981-01-26,2.346175
1981-01-27,2.382834
1981-01-28,2.393308
1981-01-29,2.351412
1981-01-30,2.346175
1981-02-02,2.304279
1981-02-03,2.288568
1981-02-04,2.304279
1981-02-05,2.325227
1981-02-06,2.335701
1981-02-09,2.325227
1981-02-10,2.330464
1981-02-11,2.304279
1981-02-12,2.241435
1981-02-13,2.236198
1981-02-17,2.2623830000000003
1981-02-18,2.304279
1981-02-19,2.304279
1981-02-20,2.299042
1981-02-23,2.299042
1981-02-24,2.325227
1981-02-25,2.278094
1981-02-26,2.272857
1981-02-27,2.429967
1981-03-02,2.409019
1981-03-03,2.419493
1981-03-04,2.409019
1981-03-05,2.409019
1981-03-06,2.409019
1981-03-09,2.429967
1981-03-10,2.471863
1981-03-11,2.5399439999999998
1981-03-12,2.587077
1981-03-13,2.608025
1981-03-16,2.628973
1981-03-17,2.623736
1981-03-18,2.639446
1981-03-19,2.628973
1981-03-20,2.576603
1981-03-23,2.555655
1981-03-24,2.576603
1981-03-25,2.550418
1981-03-26,2.534707
1981-03-27,2.545181
1981-03-30,2.513759
1981-03-31,2.524233
1981-04-01,2.513759
1981-04-02,2.555655
1981-04-03,2.513759
1981-04-06,2.545181
1981-04-07,2.545181
1981-04-08,2.503285
1981-04-09,2.482337
1981-04-10,2.498048
1981-04-13,2.440441
1981-04-14,2.440441
1981-04-15,2.4771
1981-04-16,2.498048
1981-04-20,2.513759
1981-04-21,2.503285
1981-04-22,2.487574
1981-04-23,2.513759
1981-04-24,2.524233
1981-04-27,2.587077
1981-04-28,2.534707
1981-04-29,2.513759
1981-04-30,2.508522
1981-05-01,2.513759
1981-05-04,2.513759
1981-05-05,2.450915
1981-05-06,2.429967
1981-05-07,2.450915
1981-05-08,2.471863
1981-05-11,2.4771
1981-05-12,2.492811
1981-05-13,2.498048
1981-05-14,2.471863
1981-05-15,2.492811
1981-05-18,2.513759
1981-05-19,2.545181
1981-05-20,2.550418
1981-05-21,2.550418
1981-05-22,2.518996
1981-05-26,2.52947
1981-05-27,2.555655
1981-05-28,2.555655
1981-05-29,2.492811
1981-06-01,2.482337
1981-06-02,2.471863
1981-06-03,2.450915
1981-06-04,2.450915
1981-06-05,2.461389
1981-06-08,2.513759
1981-06-09,2.492811
1981-06-10,2.503285
1981-06-11,2.419493
1981-06-12,2.419493
1981-06-15,2.440441
1981-06-16,2.471863
1981-06-17,2.419493
1981-06-18,2.42473
1981-06-19,2.445678
1981-06-22,2.440441
1981-06-23,2.429967
1981-06-24,2.409019
1981-06-25,2.367123
1981-06-26,2.351412
1981-06-29,2.367123
1981-06-30,2.388071
1981-07-01,2.361886
1981-07-02,2.293805
1981-07-06,2.220487
1981-07-07,2.147169
1981-07-08,2.1890650000000003
1981-07-09,2.210013
1981-07-10,2.178591
1981-07-13,2.147169
1981-07-14,2.178591
1981-07-15,2.346175
1981-07-16,2.398545
1981-07-17,2.445678
1981-07-20,2.393308
1981-07-21,2.293805
1981-07-22,2.304279
1981-07-23,2.31999
1981-07-24,2.314753
1981-07-27,2.330464
1981-07-28,2.356649
1981-07-29,2.340938
1981-07-30,2.346175
1981-07-31,2.382834
1981-08-03,2.377597
1981-08-04,2.409019
1981-08-05,2.409019
1981-08-06,2.42473
1981-08-07,2.513759
1981-08-10,2.471863
1981-08-11,2.508522
1981-08-12,2.513759
1981-08-13,2.518996
1981-08-14,2.518996
1981-08-17,2.52947
1981-08-18,2.503285
1981-08-19,2.487574
1981-08-20,2.471863
1981-08-21,2.429967
1981-08-24,2.403782
1981-08-25,2.351412
1981-08-26,2.388071
1981-08-27,2.304279
1981-08-28,2.314753
1981-08-31,2.283331
1981-09-01,2.2623830000000003
1981-09-02,2.2623830000000003
1981-09-03,2.210013
1981-09-04,2.236198
1981-09-08,2.220487
1981-09-09,2.257146
1981-09-10,2.288568
1981-09-11,2.304279
1981-09-14,2.314753
1981-09-15,2.325227
1981-09-16,2.325227
1981-09-17,2.325227
1981-09-18,2.299042
1981-09-21,2.288568
1981-09-22,2.251909
1981-09-23,2.210013
1981-09-24,2.210013
1981-09-25,2.147169
1981-09-28,2.1681169999999996
1981-09-29,2.220487
1981-09-30,2.230961
1981-10-01,2.241435
1981-10-02,2.283331
1981-10-05,2.230961
1981-10-06,2.2623830000000003
1981-10-07,2.220487
1981-10-08,2.283331
1981-10-09,2.283331
1981-10-12,2.293805
1981-10-13,2.325227
1981-10-14,2.2623830000000003
1981-10-15,2.241435
1981-10-16,2.241435
1981-10-19,2.241435
1981-10-20,2.251909
1981-10-21,2.251909
1981-10-22,2.241435
1981-10-23,2.230961
1981-10-26,2.2623830000000003
1981-10-27,2.346175
1981-10-28,2.409019
1981-10-29,2.409019
1981-10-30,2.429967
1981-11-02,2.440441
1981-11-03,2.471863
1981-11-04,2.503285
1981-11-05,2.492811
1981-11-06,2.471863
1981-11-09,2.461389
1981-11-10,2.534707
1981-11-11,2.471863
1981-11-12,2.503285
1981-11-13,2.471863
1981-11-16,2.409019
1981-11-17,2.450915
1981-11-18,2.398545
1981-11-19,2.367123
1981-11-20,2.409019
1981-11-23,2.482337
1981-11-24,2.471863
1981-11-25,2.450915
1981-11-27,2.440441
1981-11-30,2.471863
1981-12-01,2.482337
1981-12-02,2.6603950000000003
1981-12-03,2.5975509999999997
1981-12-04,2.566128
1981-12-07,2.576603
1981-12-08,2.566128
1981-12-09,2.576603
1981-12-10,2.681343
1981-12-11,2.6499200000000003
1981-12-14,2.6499200000000003
1981-12-15,2.576603
1981-12-16,2.628973
1981-12-17,2.6184990000000004
1981-12-18,2.6603950000000003
1981-12-21,2.6603950000000003
1981-12-22,2.6603950000000003
1981-12-23,2.691817
1981-12-24,2.681343
1981-12-28,2.6708689999999997
1981-12-29,2.681343
1981-12-30,2.7022909999999998
1981-12-31,2.765135
1982-01-04,2.754661
1982-01-05,2.6603950000000003
1982-01-06,2.566128
1982-01-07,2.471863
1982-01-08,2.419493
1982-01-11,2.314753
1982-01-12,2.2623830000000003
1982-01-13,2.2623830000000003
1982-01-14,2.272857
1982-01-15,2.293805
1982-01-18,2.293805
1982-01-19,2.2623830000000003
1982-01-20,2.272857
1982-01-21,2.325227
1982-01-22,2.346175
1982-01-25,2.314753
1982-01-26,2.241435
1982-01-27,2.314753
1982-01-28,2.335701
1982-01-29,2.461389
1982-02-01,2.419493
1982-02-02,2.492811
1982-02-03,2.482337
1982-02-04,2.461389
1982-02-05,2.450915
1982-02-08,2.419493
1982-02-09,2.325227
1982-02-10,2.325227
1982-02-11,2.335701
1982-02-12,2.346175
1982-02-16,2.304279
1982-02-17,2.283331
1982-02-18,2.314753
1982-02-19,2.241435
1982-02-22,2.178591
1982-02-23,2.084325
1982-02-24,2.136695
1982-02-25,2.199539
1982-02-26,2.136695
1982-03-01,2.178591
1982-03-02,2.136695
1982-03-03,2.1157470000000003
1982-03-04,2.021481
1982-03-05,1.906267
1982-03-08,1.885319
1982-03-09,1.874845
1982-03-10,1.843423
1982-03-11,1.843423
1982-03-12,1.822475
1982-03-15,1.7386830000000002
1982-03-16,1.801527
1982-03-17,1.7805790000000001
1982-03-18,1.8329490000000002
1982-03-19,1.843423
1982-03-22,1.9272150000000001
1982-03-23,2.0110069999999998
1982-03-24,2.021481
1982-03-25,2.031955
1982-03-26,2.0424290000000003
1982-03-29,2.0424290000000003
1982-03-30,2.0529029999999997
1982-03-31,2.021481
1982-04-01,2.0110069999999998
1982-04-02,1.990059
1982-04-05,1.990059
1982-04-06,1.9272150000000001
1982-04-07,1.885319
1982-04-08,1.906267
1982-04-12,1.906267
1982-04-13,1.937689
1982-04-14,1.969111
1982-04-15,2.0424290000000003
1982-04-16,2.031955
1982-04-19,2.084325
1982-04-20,2.0529029999999997
1982-04-21,2.0005330000000003
1982-04-22,2.031955
1982-04-23,2.0529029999999997
1982-04-26,2.021481
1982-04-27,2.0424290000000003
1982-04-28,2.031955
1982-04-29,1.958637
1982-04-30,1.969111
1982-05-03,1.948163
1982-05-04,1.990059
1982-05-05,2.021481
1982-05-06,2.073851
1982-05-07,2.094799
1982-05-10,2.147169
1982-05-11,2.157643
1982-05-12,2.136695
1982-05-13,2.136695
1982-05-14,2.084325
1982-05-17,2.105273
1982-05-18,2.0110069999999998
1982-05-19,1.948163
1982-05-20,1.885319
1982-05-21,1.8329490000000002
1982-05-24,1.8538970000000001
1982-05-25,1.874845
1982-05-26,1.7805790000000001
1982-05-27,1.822475
1982-05-28,1.8538970000000001
1982-06-01,1.843423
1982-06-02,1.8329490000000002
1982-06-03,1.7701049999999998
1982-06-04,1.7596310000000002
1982-06-07,1.7386830000000002
1982-06-08,1.7805790000000001
1982-06-09,1.7805790000000001
1982-06-10,1.7386830000000002
1982-06-11,1.843423
1982-06-14,1.843423
1982-06-15,1.801527
1982-06-16,1.8329490000000002
1982-06-17,1.8329490000000002
1982-06-18,1.7596310000000002
1982-06-21,1.8120009999999998
1982-06-22,1.801527
1982-06-23,1.843423
1982-06-24,1.843423
1982-06-25,1.843423
1982-06-28,1.843423
1982-06-29,1.843423
1982-06-30,1.843423
1982-07-01,1.7701049999999998
1982-07-02,1.728209
1982-07-06,1.7177349999999998
1982-07-07,1.7072610000000001
1982-07-08,1.7072610000000001
1982-07-09,1.7596310000000002
1982-07-12,1.822475
1982-07-13,1.801527
1982-07-14,1.801527
1982-07-15,1.8120009999999998
1982-07-16,1.822475
1982-07-19,1.843423
1982-07-20,1.843423
1982-07-21,1.843423
1982-07-22,1.801527
1982-07-23,1.822475
1982-07-26,1.801527
1982-07-27,1.7805790000000001
1982-07-28,1.728209
1982-07-29,1.801527
1982-07-30,1.7805790000000001
1982-08-02,1.7177349999999998
1982-08-03,1.728209
1982-08-04,1.633943
1982-08-05,1.6129950000000002
1982-08-06,1.592047
1982-08-09,1.529203
1982-08-10,1.550151
1982-08-11,1.487307
1982-08-12,1.518729
1982-08-13,1.592047
1982-08-16,1.6129950000000002
1982-08-17,1.6129950000000002
1982-08-18,1.518729
1982-08-19,1.560625
1982-08-20,1.592047
1982-08-23,1.592047
1982-08-24,1.7701049999999998
1982-08-25,1.895793
1982-08-26,1.864371
1982-08-27,1.8538970000000001
1982-08-30,1.8329490000000002
1982-08-31,1.885319
1982-09-01,1.906267
1982-09-02,1.906267
1982-09-03,1.948163
1982-09-07,1.906267
1982-09-08,1.969111
1982-09-09,1.979585
1982-09-10,2.0110069999999998
1982-09-13,1.969111
1982-09-14,1.948163
1982-09-15,1.990059
1982-09-16,1.948163
1982-09-17,1.9272150000000001
1982-09-20,1.895793
1982-09-21,1.916741
1982-09-22,1.948163
1982-09-23,1.864371
1982-09-24,1.885319
1982-09-27,1.885319
1982-09-28,1.895793
1982-09-29,1.874845
1982-09-30,1.8329490000000002
1982-10-01,1.843423
1982-10-04,1.7805790000000001
1982-10-05,1.8329490000000002
1982-10-06,1.822475
1982-10-07,1.843423
1982-10-08,1.8329490000000002
1982-10-11,1.958637
1982-10-12,1.990059
1982-10-13,2.105273
1982-10-14,2.105273
1982-10-15,2.063377
1982-10-18,2.105273
1982-10-19,2.220487
1982-10-20,2.377597
1982-10-21,2.398545
1982-10-22,2.346175
1982-10-25,2.2623830000000003
1982-10-26,2.241435
1982-10-27,2.272857
1982-10-28,2.2623830000000003
1982-10-29,2.251909
1982-11-01,2.230961
1982-11-02,2.220487
1982-11-03,2.367123
1982-11-04,2.388071
1982-11-05,2.450915
1982-11-08,2.440441
1982-11-09,2.429967
1982-11-10,2.398545
1982-11-11,2.335701
1982-11-12,2.388071
1982-11-15,2.419493
1982-11-16,2.293805
1982-11-17,2.335701
1982-11-18,2.419493
1982-11-19,2.409019
1982-11-22,2.419493
1982-11-23,2.450915
1982-11-24,2.482337
1982-11-26,2.450915
1982-11-29,2.356649
1982-11-30,2.461389
1982-12-01,2.429967
1982-12-02,2.513759
1982-12-03,2.482337
1982-12-06,2.555655
1982-12-07,2.566128
1982-12-08,2.534707
1982-12-09,2.555655
1982-12-10,2.513759
1982-12-13,2.587077
1982-12-14,2.566128
1982-12-15,2.482337
1982-12-16,2.471863
1982-12-17,2.534707
1982-12-20,2.471863
1982-12-21,2.503285
1982-12-22,2.471863
1982-12-23,2.524233
1982-12-27,2.482337
1982-12-28,2.534707
1982-12-29,2.524233
1982-12-30,2.545181
1982-12-31,2.566128
1983-01-03,2.388071
1983-01-04,2.409019
1983-01-05,2.513759
1983-01-06,2.5975509999999997
1983-01-07,2.628973
1983-01-10,2.6603950000000003
1983-01-11,2.555655
1983-01-12,2.545181
1983-01-13,2.534707
1983-01-14,2.503285
1983-01-17,2.503285
1983-01-18,2.492811
1983-01-19,2.482337
1983-01-20,2.492811
1983-01-21,2.388071
1983-01-24,2.283331
1983-01-25,2.356649
1983-01-26,2.367123
1983-01-27,2.471863
1983-01-28,2.461389
1983-01-31,2.419493
1983-02-01,2.346175
1983-02-02,2.283331
1983-02-03,2.293805
1983-02-04,2.293805
1983-02-07,2.314753
1983-02-08,2.283331
1983-02-09,2.367123
1983-02-10,2.346175
1983-02-11,2.346175
1983-02-14,2.325227
1983-02-15,2.304279
1983-02-16,2.335701
1983-02-17,2.346175
1983-02-18,2.356649
1983-02-22,2.356649
1983-02-23,2.325227
1983-02-24,2.314753
1983-02-25,2.388071
1983-02-28,2.398545
1983-03-01,2.283331
1983-03-02,2.314753
1983-03-03,2.335701
1983-03-04,2.346175
1983-03-07,2.325227
1983-03-08,2.304279
1983-03-09,2.293805
1983-03-10,2.314753
1983-03-11,2.335701
1983-03-14,2.335701
1983-03-15,2.346175
1983-03-16,2.304279
1983-03-17,2.293805
1983-03-18,2.304279
1983-03-21,2.314753
1983-03-22,2.241435
1983-03-23,2.304279
1983-03-24,2.388071
1983-03-25,2.429967
1983-03-28,2.482337
1983-03-29,2.409019
1983-03-30,2.409019
1983-03-31,2.450915
1983-04-04,2.461389
1983-04-05,2.450915
1983-04-06,2.419493
1983-04-07,2.461389
1983-04-08,2.450915
1983-04-11,2.409019
1983-04-12,2.429967
1983-04-13,2.429967
1983-04-14,2.461389
1983-04-15,2.440441
1983-04-18,2.461389
1983-04-19,2.450915
1983-04-20,2.492811
1983-04-21,2.6184990000000004
1983-04-22,2.639446
1983-04-25,2.524233
1983-04-26,2.639446
1983-04-27,2.744186
1983-04-28,2.786083
1983-04-29,2.80703
1983-05-02,2.744186
1983-05-03,2.754661
1983-05-04,2.744186
1983-05-05,2.7965560000000003
1983-05-06,2.96414
1983-05-09,3.037458
1983-05-10,3.01651
1983-05-11,3.037458
1983-05-12,3.058406
1983-05-13,3.037458
1983-05-16,2.995562
1983-05-17,2.995562
1983-05-18,3.01651
1983-05-19,2.953666
1983-05-20,2.985088
1983-05-23,2.932719
1983-05-24,2.922244
1983-05-25,2.8698740000000003
1983-05-26,2.953666
1983-05-27,2.953666
1983-05-31,2.953666
1983-06-01,2.953666
1983-06-02,2.943192
1983-06-03,2.890822
1983-06-06,2.8698740000000003
1983-06-07,2.890822
1983-06-08,2.848927
1983-06-09,2.827978
1983-06-10,2.848927
1983-06-13,2.8594009999999996
1983-06-14,2.880348
1983-06-15,2.80703
1983-06-16,2.890822
1983-06-17,3.01651
1983-06-20,3.142198
1983-06-21,3.110776
1983-06-22,3.131724
1983-06-23,3.12125
1983-06-24,3.131724
1983-06-27,3.12125
1983-06-28,3.142198
1983-06-29,2.786083
1983-06-30,2.8594009999999996
1983-07-01,2.827978
1983-07-05,2.786083
1983-07-06,2.786083
1983-07-07,2.80703
1983-07-08,2.786083
1983-07-11,2.848927
1983-07-12,2.7965560000000003
1983-07-13,2.817504
1983-07-14,2.765135
1983-07-15,2.7232380000000003
1983-07-18,2.681343
1983-07-19,2.691817
1983-07-20,2.681343
1983-07-21,2.6603950000000003
1983-07-22,2.5975509999999997
1983-07-25,2.6708689999999997
1983-07-26,2.7022909999999998
1983-07-27,2.576603
1983-07-28,2.5975509999999997
1983-07-29,2.503285
1983-08-01,2.482337
1983-08-02,2.461389
1983-08-03,2.461389
1983-08-04,2.492811
1983-08-05,2.471863
1983-08-08,2.388071
1983-08-09,2.388071
1983-08-10,2.388071
1983-08-11,2.377597
1983-08-12,2.429967
1983-08-15,2.482337
1983-08-16,2.471863
1983-08-17,2.503285
1983-08-18,2.524233
1983-08-19,2.524233
1983-08-22,2.524233
1983-08-23,2.513759
1983-08-24,2.513759
1983-08-25,2.503285
1983-08-26,2.471863
1983-08-29,2.576603
1983-08-30,2.471863
1983-08-31,2.534707
1983-09-01,2.524233
1983-09-02,2.5975509999999997
1983-09-06,2.5975509999999997
1983-09-07,2.5975509999999997
1983-09-08,2.639446
1983-09-09,2.7022909999999998
1983-09-12,2.6603950000000003
1983-09-13,2.608025
1983-09-14,2.566128
1983-09-15,2.576603
1983-09-16,2.576603
1983-09-19,2.6184990000000004
1983-09-20,2.7022909999999998
1983-09-21,2.7232380000000003
1983-09-22,2.681343
1983-09-23,2.681343
1983-09-26,2.7022909999999998
1983-09-27,2.6603950000000003
1983-09-28,2.691817
1983-09-29,2.691817
1983-09-30,2.639446
1983-10-03,2.7232380000000003
1983-10-04,2.7022909999999998
1983-10-05,2.6603950000000003
1983-10-06,2.7022909999999998
1983-10-07,2.691817
1983-10-10,2.6499200000000003
1983-10-11,2.576603
1983-10-12,2.450915
1983-10-13,2.576603
1983-10-14,2.534707
1983-10-17,2.555655
1983-10-18,2.513759
1983-10-19,2.471863
1983-10-20,2.524233
1983-10-21,2.513759
1983-10-24,2.513759
1983-10-25,2.492811
1983-10-26,2.534707
1983-10-27,2.524233
1983-10-28,2.534707
1983-10-31,2.492811
1983-11-01,2.471863
1983-11-02,2.471863
1983-11-03,2.450915
1983-11-04,2.503285
1983-11-07,2.576603
1983-11-08,2.513759
1983-11-09,2.566128
1983-11-10,2.576603
1983-11-11,2.5975509999999997
1983-11-14,2.639446
1983-11-15,2.639446
1983-11-16,2.712765
1983-11-17,2.6184990000000004
1983-11-18,2.6499200000000003
1983-11-21,2.7022909999999998
1983-11-22,2.7337119999999997
1983-11-23,2.786083
1983-11-25,2.775609
1983-11-28,2.775609
1983-11-29,2.786083
1983-11-30,2.765135
1983-12-01,2.786083
1983-12-02,2.786083
1983-12-05,2.7022909999999998
1983-12-06,2.7337119999999997
1983-12-07,2.7232380000000003
1983-12-08,2.744186
1983-12-09,2.817504
1983-12-12,2.712765
1983-12-13,2.681343
1983-12-14,2.744186
1983-12-15,2.6603950000000003
1983-12-16,2.628973
1983-12-19,2.513759
1983-12-20,2.555655
1983-12-21,2.6184990000000004
1983-12-22,2.576603
1983-12-23,2.513759
1983-12-27,2.524233
1983-12-28,2.524233
1983-12-29,2.524233
1983-12-30,2.513759
1984-01-03,2.566128
1984-01-04,2.555655
1984-01-05,2.691817
1984-01-06,2.786083
1984-01-09,2.80703
1984-01-10,2.744186
1984-01-11,2.80703
1984-01-12,2.786083
1984-01-13,2.80703
1984-01-16,2.848927
1984-01-17,2.91177
1984-01-18,2.932719
1984-01-19,2.943192
1984-01-20,2.8698740000000003
1984-01-23,2.827978
1984-01-24,2.880348
1984-01-25,2.8594009999999996
1984-01-26,2.7965560000000003
1984-01-27,2.817504
1984-01-30,2.80703
1984-01-31,2.80703
1984-02-01,2.7022909999999998
1984-02-02,2.7022909999999998
1984-02-03,2.7232380000000003
1984-02-06,2.712765
1984-02-07,2.7232380000000003
1984-02-08,2.7022909999999998
1984-02-09,2.6184990000000004
1984-02-10,2.608025
1984-02-13,2.576603
1984-02-14,2.576603
1984-02-15,2.639446
1984-02-16,2.628973
1984-02-17,2.6499200000000003
1984-02-21,2.524233
1984-02-22,2.450915
1984-02-23,2.409019
1984-02-24,2.534707
1984-02-27,2.555655
1984-02-28,2.524233
1984-02-29,2.524233
1984-03-01,2.492811
1984-03-02,2.576603
1984-03-05,2.576603
1984-03-06,2.555655
1984-03-07,2.534707
1984-03-08,2.534707
1984-03-09,2.513759
1984-03-12,2.513759
1984-03-13,2.534707
1984-03-14,2.587077
1984-03-15,2.6499200000000003
1984-03-16,2.7022909999999998
1984-03-19,2.6499200000000003
1984-03-20,2.7337119999999997
1984-03-21,2.681343
1984-03-22,2.712765
1984-03-23,2.7337119999999997
1984-03-26,2.7337119999999997
1984-03-27,2.7232380000000003
1984-03-28,2.775609
1984-03-29,2.7965560000000003
1984-03-30,2.80703
1984-04-02,2.8594009999999996
1984-04-03,2.827978
1984-04-04,2.80703
1984-04-05,2.7965560000000003
1984-04-06,2.765135
1984-04-09,2.848927
1984-04-10,2.80703
1984-04-11,2.7337119999999997
1984-04-12,2.765135
1984-04-13,2.7337119999999997
1984-04-16,2.80703
1984-04-17,2.827978
1984-04-18,2.80703
1984-04-19,2.817504
1984-04-23,2.817504
1984-04-24,2.817504
1984-04-25,2.817504
1984-04-26,2.817504
1984-04-27,2.827978
1984-04-30,2.80703
1984-05-01,2.880348
1984-05-02,2.932719
1984-05-03,2.901296
1984-05-04,2.890822
1984-05-07,2.8698740000000003
1984-05-08,2.890822
1984-05-09,2.880348
1984-05-10,2.901296
1984-05-11,2.890822
1984-05-14,2.848927
1984-05-15,2.848927
1984-05-16,2.890822
1984-05-17,2.848927
1984-05-18,2.827978
1984-05-21,2.8698740000000003
1984-05-22,2.848927
1984-05-23,2.848927
1984-05-24,2.786083
1984-05-25,2.7965560000000003
1984-05-29,2.848927
1984-05-30,2.848927
1984-05-31,2.80703
1984-06-01,2.827978
1984-06-04,2.827978
1984-06-05,2.80703
1984-06-06,2.7965560000000003
1984-06-07,2.848927
1984-06-08,2.827978
1984-06-11,2.7965560000000003
1984-06-12,2.786083
1984-06-13,2.7965560000000003
1984-06-14,2.80703
1984-06-15,2.80703
1984-06-18,2.91177
1984-06-19,2.91177
1984-06-20,2.932719
1984-06-21,2.890822
1984-06-22,2.932719
1984-06-25,2.922244
1984-06-26,2.953666
1984-06-27,2.922244
1984-06-28,2.91177
1984-06-29,2.8698740000000003
1984-07-02,2.880348
1984-07-03,2.890822
1984-07-05,2.901296
1984-07-06,2.932719
1984-07-09,2.932719
1984-07-10,2.985088
1984-07-11,2.943192
1984-07-12,2.943192
1984-07-13,2.91177
1984-07-16,2.8594009999999996
1984-07-17,2.848927
1984-07-18,2.817504
1984-07-19,2.80703
1984-07-20,2.817504
