Date,CDW
2013-06-27,18.370001000000002
2013-06-28,18.620001000000002
2013-07-01,18.34
2013-07-02,19.219998999999998
2013-07-03,19.08
2013-07-05,19.219998999999998
2013-07-08,19.23
2013-07-09,19.5
2013-07-10,19.1
2013-07-11,19.58
2013-07-12,19.51
2013-07-15,19.559998999999998
2013-07-16,20.1
2013-07-17,20.370001000000002
2013-07-18,20.83
2013-07-19,20.84
2013-07-22,20.34
2013-07-23,20.219998999999998
2013-07-24,20.57
2013-07-25,21.98
2013-07-26,21.59
2013-07-29,21.700001
2013-07-30,21.6
2013-07-31,21.5
2013-08-01,21.66
2013-08-02,22.43
2013-08-05,22.790001
2013-08-06,22.809998999999998
2013-08-07,22.950001
2013-08-08,23.07
2013-08-09,23.049999
2013-08-12,23.16
2013-08-13,23.4
2013-08-14,23.360001
2013-08-15,23.0
2013-08-16,23.049999
2013-08-19,23.09
2013-08-20,23.110001
2013-08-21,23.030001000000002
2013-08-22,23.01
2013-08-23,23.27
2013-08-26,22.98
2013-08-27,22.219998999999998
2013-08-28,21.98
2013-08-29,22.08
2013-08-30,21.93
2013-09-03,22.530001000000002
2013-09-04,23.01
2013-09-05,23.32
2013-09-06,23.24
2013-09-09,22.959999
2013-09-10,23.030001000000002
2013-09-11,23.42
2013-09-12,23.09
2013-09-13,23.5
2013-09-16,23.870001000000002
2013-09-17,23.23
2013-09-18,23.790001
2013-09-19,23.459999
2013-09-20,22.889999
2013-09-23,23.860001
2013-09-24,24.299999
2013-09-25,24.129998999999998
2013-09-26,23.99
2013-09-27,23.98
2013-09-30,22.83
2013-10-01,23.200001
2013-10-02,22.780001000000002
2013-10-03,23.32
2013-10-04,23.35
2013-10-07,23.049999
2013-10-08,23.120001000000002
2013-10-09,22.68
2013-10-10,23.049999
2013-10-11,22.99
2013-10-14,22.780001000000002
2013-10-15,22.65
2013-10-16,22.67
2013-10-17,22.780001000000002
2013-10-18,22.99
2013-10-21,22.559998999999998
2013-10-22,22.799999
2013-10-23,22.719998999999998
2013-10-24,22.01
2013-10-25,22.15
2013-10-28,22.049999
2013-10-29,21.950001
2013-10-30,22.1
2013-10-31,21.99
2013-11-01,22.049999
2013-11-04,22.940001000000002
2013-11-05,23.0
2013-11-06,22.99
2013-11-07,22.98
2013-11-08,22.950001
2013-11-11,21.719998999999998
2013-11-12,21.09
2013-11-13,20.790001
2013-11-14,20.66
2013-11-15,21.58
2013-11-18,21.32
2013-11-19,21.26
2013-11-20,21.73
2013-11-21,21.99
2013-11-22,22.17
2013-11-25,22.299999
2013-11-26,22.209999
2013-11-27,22.200001
2013-11-29,22.299999
2013-12-02,22.459999
2013-12-03,22.459999
2013-12-04,22.9
2013-12-05,22.51
2013-12-06,22.59
2013-12-09,22.620001000000002
2013-12-10,22.49
2013-12-11,22.35
2013-12-12,22.549999
2013-12-13,22.25
2013-12-16,22.450001
2013-12-17,22.15
2013-12-18,22.389999
2013-12-19,22.059998999999998
2013-12-20,22.370001000000002
2013-12-23,22.290001
2013-12-24,22.620001000000002
2013-12-26,22.9
2013-12-27,23.0
2013-12-30,23.219998999999998
2013-12-31,23.360001
2014-01-02,23.379998999999998
2014-01-03,23.370001000000002
2014-01-06,23.75
2014-01-07,23.98
2014-01-08,23.98
2014-01-09,24.5
2014-01-10,24.879998999999998
2014-01-13,24.690001000000002
2014-01-14,24.48
2014-01-15,24.459999
2014-01-16,24.469998999999998
2014-01-17,24.440001000000002
2014-01-21,24.799999
2014-01-22,24.5
2014-01-23,24.35
2014-01-24,23.620001000000002
2014-01-27,23.299999
2014-01-28,23.700001
2014-01-29,22.98
2014-01-30,23.57
2014-01-31,23.67
2014-02-03,23.08
2014-02-04,23.370001000000002
2014-02-05,23.299999
2014-02-06,23.4
2014-02-07,23.549999
2014-02-10,23.139999
2014-02-11,23.08
2014-02-12,23.67
2014-02-13,24.84
2014-02-14,24.309998999999998
2014-02-18,24.66
2014-02-19,24.700001
2014-02-20,24.76
2014-02-21,24.65
2014-02-24,24.639999
2014-02-25,24.290001
2014-02-26,24.73
2014-02-27,25.540001
2014-02-28,26.17
2014-03-03,25.93
2014-03-04,26.139999
2014-03-05,26.700001
2014-03-06,26.799999
2014-03-07,25.75
2014-03-10,25.68
2014-03-11,25.59
2014-03-12,25.389999
2014-03-13,24.85
2014-03-14,24.790001
2014-03-17,25.469998999999998
2014-03-18,25.440001000000002
2014-03-19,25.5
2014-03-20,25.389999
2014-03-21,25.32
2014-03-24,25.290001
2014-03-25,26.25
2014-03-26,26.32
2014-03-27,26.360001
2014-03-28,26.709999
2014-03-31,27.440001000000002
2014-04-01,28.43
2014-04-02,28.6
2014-04-03,28.059998999999998
2014-04-04,27.969998999999998
2014-04-07,27.559998999999998
2014-04-08,27.370001000000002
2014-04-09,28.26
2014-04-10,27.93
2014-04-11,27.389999
2014-04-14,27.549999
2014-04-15,27.82
2014-04-16,28.35
2014-04-17,28.440001000000002
2014-04-21,28.41
2014-04-22,28.66
2014-04-23,28.559998999999998
2014-04-24,28.4
2014-04-25,27.84
2014-04-28,27.959999
2014-04-29,27.889999
2014-04-30,28.190001000000002
2014-05-01,28.209999
2014-05-02,28.34
2014-05-05,28.540001
2014-05-06,28.139999
2014-05-07,27.75
2014-05-08,28.68
2014-05-09,29.299999
2014-05-12,30.02
2014-05-13,29.889999
2014-05-14,29.65
2014-05-15,29.709999
2014-05-16,29.84
2014-05-19,29.42
2014-05-20,29.24
2014-05-21,29.639999
2014-05-22,28.110001
2014-05-23,28.450001
2014-05-27,28.82
2014-05-28,28.99
2014-05-29,29.120001000000002
2014-05-30,29.41
2014-06-02,29.49
2014-06-03,29.57
2014-06-04,29.77
2014-06-05,29.98
2014-06-06,30.07
2014-06-09,30.280001000000002
2014-06-10,30.459999
2014-06-11,30.459999
2014-06-12,30.299999
2014-06-13,30.5
2014-06-16,30.719998999999998
2014-06-17,31.33
2014-06-18,31.32
2014-06-19,31.75
2014-06-20,32.099998
2014-06-23,31.98
2014-06-24,31.76
2014-06-25,32.220001
2014-06-26,32.049999
2014-06-27,31.68
2014-06-30,31.879998999999998
2014-07-01,32.049999
2014-07-02,32.349998
2014-07-03,32.5
2014-07-07,31.559998999999998
2014-07-08,31.700001
2014-07-09,32.009997999999996
2014-07-10,31.889999
2014-07-11,31.48
2014-07-14,31.5
2014-07-15,31.17
2014-07-16,31.35
2014-07-17,31.209999
2014-07-18,31.280001000000002
