Date,BNS
2004-07-21,27.24
2004-07-22,27.540001
2004-07-23,27.530001000000002
2004-07-26,26.959999
2004-07-27,27.08
2004-07-28,27.059998999999998
2004-07-29,27.360001
2004-07-30,27.530001000000002
2004-08-02,27.35
2004-08-03,27.809998999999998
2004-08-04,27.719998999999998
2004-08-05,27.24
2004-08-06,27.200001
2004-08-09,27.17
2004-08-10,27.33
2004-08-11,27.0
2004-08-12,26.889999
2004-08-13,27.58
2004-08-16,27.870001000000002
2004-08-17,27.780001000000002
2004-08-18,27.620001000000002
2004-08-19,28.07
2004-08-20,28.110001
2004-08-23,27.9
2004-08-24,28.280001000000002
2004-08-25,28.98
2004-08-26,28.559998999999998
2004-08-27,27.92
2004-08-30,27.82
2004-08-31,27.41
2004-09-01,27.700001
2004-09-02,27.870001000000002
2004-09-03,27.75
2004-09-07,28.1
2004-09-08,27.870001000000002
2004-09-09,27.879998999999998
2004-09-10,27.719998999999998
2004-09-13,27.93
2004-09-14,28.17
2004-09-15,27.950001
2004-09-16,28.42
2004-09-17,28.33
2004-09-20,28.299999
2004-09-21,28.65
2004-09-22,28.75
2004-09-23,28.91
2004-09-24,29.049999
2004-09-27,28.790001
2004-09-28,28.799999
2004-09-29,29.0
2004-09-30,29.25
2004-10-01,29.110001
2004-10-04,29.33
2004-10-05,29.76
2004-10-06,29.73
2004-10-07,29.629998999999998
2004-10-08,29.76
2004-10-11,29.799999
2004-10-12,29.870001000000002
2004-10-13,29.959999
2004-10-14,30.690001000000002
2004-10-15,31.41
2004-10-18,31.120001000000002
2004-10-19,30.780001000000002
2004-10-20,31.309998999999998
2004-10-21,31.559998999999998
2004-10-22,31.379998999999998
2004-10-25,31.51
2004-10-26,31.799999
2004-10-27,31.940001000000002
2004-10-28,32.18
2004-10-29,32.509997999999996
2004-11-01,32.009997999999996
2004-11-02,32.130001
2004-11-03,32.23
2004-11-04,32.25
2004-11-05,32.630001
2004-11-08,32.669998
2004-11-09,32.450001
2004-11-10,32.259997999999996
2004-11-11,32.369999
2004-11-12,32.080002
2004-11-15,32.040001000000004
2004-11-16,32.02
2004-11-17,32.150002
2004-11-18,31.530001000000002
2004-11-19,31.440001000000002
2004-11-22,31.83
2004-11-23,31.379998999999998
2004-11-24,31.040001
2004-11-26,31.719998999999998
2004-11-29,31.440001000000002
2004-11-30,31.49
2004-12-01,32.5
2004-12-02,32.689999
2004-12-03,32.650002
2004-12-06,32.669998
2004-12-07,32.639998999999996
2004-12-08,32.419998
2004-12-09,31.99
2004-12-10,31.709999
2004-12-13,31.700001
2004-12-14,31.98
2004-12-15,32.240002000000004
2004-12-16,32.029999
2004-12-17,32.110001000000004
2004-12-20,32.5
2004-12-21,32.720001
2004-12-22,32.560001
2004-12-23,32.599998
2004-12-27,33.099998
2004-12-28,33.5
2004-12-29,33.75
2004-12-30,34.43
2004-12-31,33.849998
2005-01-03,33.900002
2005-01-04,33.689999
2005-01-05,33.310001
2005-01-06,32.75
2005-01-07,32.52
2005-01-10,32.630001
2005-01-11,32.73
2005-01-12,33.099998
2005-01-13,32.799999
2005-01-14,32.779999
2005-01-18,32.48
2005-01-19,32.419998
2005-01-20,32.369999
2005-01-21,32.700001
2005-01-24,32.650002
2005-01-25,32.43
2005-01-26,32.43
2005-01-27,32.009997999999996
2005-01-28,31.879998999999998
2005-01-31,31.889999
2005-02-01,31.67
2005-02-02,31.49
2005-02-03,31.32
2005-02-04,31.0
2005-02-07,31.24
2005-02-08,31.559998999999998
2005-02-09,31.65
2005-02-10,32.150002
2005-02-11,32.41
2005-02-14,32.75
2005-02-15,32.700001
2005-02-16,32.599998
2005-02-17,32.740002000000004
2005-02-18,32.990002000000004
2005-02-22,32.740002000000004
2005-02-23,32.900002
2005-02-24,32.59
2005-02-25,32.400002
2005-02-28,32.52
2005-03-01,32.419998
2005-03-02,32.740002000000004
2005-03-03,32.900002
2005-03-04,33.27
2005-03-07,33.400002
2005-03-08,33.82
2005-03-09,33.98
2005-03-10,33.709998999999996
2005-03-11,33.470001
2005-03-14,33.549999
2005-03-15,33.700001
2005-03-16,33.419998
2005-03-17,33.57
2005-03-18,33.32
2005-03-21,33.080002
2005-03-22,33.189999
2005-03-23,32.669998
2005-03-24,32.720001
2005-03-28,32.610001000000004
2005-03-29,32.779999
2005-03-30,32.59
2005-03-31,32.66
2005-04-01,32.110001000000004
2005-04-04,31.969998999999998
2005-04-05,32.369999
2005-04-06,32.459998999999996
2005-04-07,32.07
2005-04-08,32.25
2005-04-11,32.27
2005-04-12,32.299999
2005-04-13,32.330002
2005-04-14,32.02
2005-04-15,31.700001
2005-04-18,31.559998999999998
2005-04-19,31.879998999999998
2005-04-20,31.9
2005-04-21,31.67
2005-04-22,31.77
2005-04-25,31.68
2005-04-26,31.57
2005-04-27,31.52
2005-04-28,31.75
2005-04-29,31.799999
2005-05-02,32.09
2005-05-03,31.969998999999998
2005-05-04,32.34
2005-05-05,32.029999
2005-05-06,32.220001
2005-05-09,32.310001
2005-05-10,32.310001
2005-05-11,31.93
2005-05-12,31.950001
2005-05-13,31.09
2005-05-16,31.290001
2005-05-17,31.4
2005-05-18,31.66
2005-05-19,31.67
2005-05-20,31.4
2005-05-23,31.85
2005-05-24,31.799999
2005-05-25,31.370001000000002
2005-05-26,31.209999
2005-05-27,31.52
2005-05-31,31.780001000000002
2005-06-01,31.860001
2005-06-02,31.5
2005-06-03,31.67
2005-06-06,31.77
2005-06-07,32.060001
2005-06-08,31.98
2005-06-09,31.85
2005-06-10,31.969998999999998
2005-06-13,31.790001
2005-06-14,31.77
2005-06-15,32.119999
2005-06-16,32.450001
2005-06-17,32.68
2005-06-20,32.549999
2005-06-21,32.77
2005-06-22,33.049999
2005-06-23,33.040001000000004
2005-06-24,33.450001
2005-06-27,33.459998999999996
2005-06-28,33.779999
2005-06-29,33.93
2005-06-30,33.25
2005-07-01,33.029999
2005-07-05,32.689999
2005-07-06,32.939999
2005-07-07,33.529999
2005-07-08,33.900002
2005-07-11,34.119999
2005-07-12,34.200001
2005-07-13,34.07
2005-07-14,33.860001000000004
2005-07-15,33.439999
2005-07-18,33.830002
2005-07-19,33.919998
2005-07-20,34.049999
2005-07-21,34.419998
2005-07-22,34.5
2005-07-25,34.549999
2005-07-26,34.32
2005-07-27,34.240002000000004
2005-07-28,34.290001000000004
2005-07-29,34.150002
2005-08-01,34.299999
2005-08-02,34.880001
2005-08-03,34.82
2005-08-04,34.41
2005-08-05,34.040001000000004
2005-08-08,33.990002000000004
2005-08-09,34.23
2005-08-10,34.540001000000004
2005-08-11,34.619999
2005-08-12,34.869999
2005-08-15,34.860001000000004
2005-08-16,34.919998
2005-08-17,34.610001000000004
2005-08-18,33.900002
2005-08-19,34.240002000000004
2005-08-22,34.240002000000004
2005-08-23,33.799999
2005-08-24,34.130001
2005-08-25,34.529999
2005-08-26,34.049999
2005-08-29,34.400002
2005-08-30,34.419998
2005-08-31,34.529999
2005-09-01,34.759997999999996
2005-09-02,34.369999
2005-09-06,34.560001
2005-09-07,34.509997999999996
2005-09-08,34.689999
2005-09-09,35.27
2005-09-12,35.279999
2005-09-13,35.470001
2005-09-14,35.599998
2005-09-15,35.68
2005-09-16,35.759997999999996
2005-09-19,36.139998999999996
2005-09-20,36.09
2005-09-21,36.18
2005-09-22,36.200001
2005-09-23,36.279999
2005-09-26,36.540001000000004
2005-09-27,37.330002
2005-09-28,37.080002
2005-09-29,37.16
2005-09-30,37.400002
2005-10-03,37.77
2005-10-04,36.970001
2005-10-05,36.34
2005-10-06,36.0
2005-10-07,36.110001000000004
2005-10-10,36.049999
2005-10-11,35.709998999999996
2005-10-12,35.869999
2005-10-13,35.709998999999996
2005-10-14,35.470001
2005-10-17,35.650002
2005-10-18,35.549999
2005-10-19,36.130001
2005-10-20,35.84
2005-10-21,35.549999
2005-10-24,35.779999
2005-10-25,35.700001
2005-10-26,35.93
2005-10-27,35.860001000000004
2005-10-28,35.959998999999996
2005-10-31,36.380001
2005-11-01,36.84
2005-11-02,36.759997999999996
2005-11-03,36.610001000000004
2005-11-04,36.669998
2005-11-07,36.740002000000004
2005-11-08,36.549999
2005-11-09,36.900002
2005-11-10,37.049999
2005-11-11,37.130001
2005-11-14,37.009997999999996
2005-11-15,36.889998999999996
2005-11-16,37.040001000000004
2005-11-17,37.790001000000004
2005-11-18,37.650002
2005-11-21,38.23
2005-11-22,39.049999
2005-11-23,39.400002
2005-11-25,40.279999
2005-11-28,40.220001
2005-11-29,39.349998
2005-11-30,38.389998999999996
2005-12-01,38.669998
2005-12-02,38.900002
2005-12-05,39.41
2005-12-06,39.950001
2005-12-07,40.150002
2005-12-08,39.77
2005-12-09,39.650002
2005-12-12,39.709998999999996
2005-12-13,39.43
2005-12-14,39.259997999999996
2005-12-15,38.799999
2005-12-16,39.27
2005-12-19,39.360001000000004
2005-12-20,39.459998999999996
2005-12-21,40.040001000000004
2005-12-22,39.849998
2005-12-23,39.860001000000004
2005-12-27,39.779999
2005-12-28,40.209998999999996
2005-12-29,40.110001000000004
2005-12-30,39.619999
2006-01-03,40.419998
2006-01-04,40.939999
2006-01-05,40.290001000000004
2006-01-06,39.93
2006-01-09,39.48
2006-01-10,39.540001000000004
2006-01-11,39.93
2006-01-12,39.669998
2006-01-13,39.459998999999996
2006-01-17,39.540001000000004
2006-01-18,39.099998
2006-01-19,39.52
2006-01-20,39.93
2006-01-23,40.27
2006-01-24,40.169998
2006-01-25,40.41
2006-01-26,40.619999
2006-01-27,40.540001000000004
2006-01-30,40.549999
2006-01-31,39.299999
2006-02-01,40.700001
2006-02-02,40.740002000000004
2006-02-03,40.970001
2006-02-06,41.009997999999996
2006-02-07,40.939999
2006-02-08,40.560001
2006-02-09,40.990002000000004
2006-02-10,40.759997999999996
2006-02-13,40.459998999999996
2006-02-14,40.540001000000004
2006-02-15,40.650002
2006-02-16,40.75
2006-02-17,40.959998999999996
2006-02-21,40.970001
2006-02-22,41.349998
2006-02-23,41.59
2006-02-24,41.709998999999996
2006-02-27,42.57
2006-02-28,41.950001
2006-03-01,41.939999
2006-03-02,42.240002000000004
2006-03-03,41.639998999999996
2006-03-06,40.990002000000004
2006-03-07,40.5
2006-03-08,40.290001000000004
2006-03-09,40.619999
2006-03-10,41.09
2006-03-13,41.169998
2006-03-14,41.650002
2006-03-15,41.57
2006-03-16,41.419998
2006-03-17,40.790001000000004
2006-03-20,40.790001000000004
2006-03-21,41.02
2006-03-22,40.709998999999996
2006-03-23,40.43
2006-03-24,40.560001
2006-03-27,40.57
2006-03-28,40.560001
2006-03-29,40.700001
2006-03-30,41.240002000000004
2006-03-31,40.139998999999996
2006-04-03,39.869999
2006-04-04,40.049999
2006-04-05,40.09
2006-04-06,40.299999
2006-04-07,40.380001
2006-04-10,40.09
2006-04-11,40.080002
2006-04-12,39.5
2006-04-13,39.650002
2006-04-17,40.16
2006-04-18,40.43
2006-04-19,40.5
2006-04-20,40.419998
2006-04-21,40.619999
2006-04-24,40.599998
2006-04-25,40.990002000000004
2006-04-26,41.330002
2006-04-27,41.700001
2006-04-28,41.759997999999996
2006-05-01,41.540001000000004
2006-05-02,41.630001
2006-05-03,41.130001
2006-05-04,40.779999
2006-05-05,41.380001
2006-05-08,40.810001
2006-05-09,40.630001
2006-05-10,40.709998999999996
2006-05-11,39.540001000000004
2006-05-12,39.68
2006-05-15,39.779999
2006-05-16,39.389998999999996
2006-05-17,38.939999
2006-05-18,38.34
2006-05-19,38.310001
2006-05-22,38.299999
2006-05-23,37.389998999999996
2006-05-24,37.689999
2006-05-25,38.68
2006-05-26,38.82
2006-05-30,40.139998999999996
2006-05-31,40.25
2006-06-01,40.610001000000004
2006-06-02,40.790001000000004
2006-06-05,40.290001000000004
2006-06-06,40.52
2006-06-07,40.639998999999996
2006-06-08,39.919998
2006-06-09,40.41
2006-06-12,41.009997999999996
2006-06-13,39.900002
2006-06-14,40.240002000000004
2006-06-15,40.310001
2006-06-16,39.889998999999996
2006-06-19,40.259997999999996
2006-06-20,40.119999
2006-06-21,40.34
2006-06-22,40.330002
2006-06-23,39.77
2006-06-26,40.029999
2006-06-27,39.860001000000004
2006-06-28,39.869999
2006-06-29,40.110001000000004
2006-06-30,39.75
2006-07-03,40.450001
2006-07-05,39.880001
2006-07-06,40.299999
2006-07-07,40.32
2006-07-10,40.459998999999996
2006-07-11,40.68
2006-07-12,40.290001000000004
2006-07-13,40.07
2006-07-14,40.25
2006-07-17,39.77
2006-07-18,39.549999
2006-07-19,40.25
2006-07-20,40.400002
2006-07-21,40.389998999999996
2006-07-24,40.720001
2006-07-25,40.610001000000004
2006-07-26,41.34
2006-07-27,41.0
2006-07-28,40.880001
2006-07-31,40.299999
2006-08-01,40.419998
2006-08-02,40.700001
2006-08-03,41.130001
2006-08-04,41.009997999999996
2006-08-07,41.25
2006-08-08,41.330002
2006-08-09,41.419998
2006-08-10,41.139998999999996
2006-08-11,41.0
2006-08-14,40.900002
2006-08-15,41.360001000000004
2006-08-16,42.119999
2006-08-17,42.740002000000004
2006-08-18,42.529999
2006-08-21,43.41
2006-08-22,43.82
2006-08-23,44.369999
2006-08-24,44.290001000000004
2006-08-25,43.470001
2006-08-28,44.060001
2006-08-29,43.139998999999996
2006-08-30,42.93
2006-08-31,42.849998
2006-09-01,42.939999
2006-09-05,42.599998
2006-09-06,42.25
2006-09-07,41.740002000000004
2006-09-08,41.439999
2006-09-11,41.549999
2006-09-12,41.799999
2006-09-13,41.849998
2006-09-14,41.799999
2006-09-15,42.16
2006-09-18,42.849998
2006-09-19,42.68
2006-09-20,42.799999
2006-09-21,42.869999
2006-09-22,42.93
2006-09-25,43.52
2006-09-26,43.349998
2006-09-27,43.580002
2006-09-28,43.869999
2006-09-29,43.07
2006-10-02,43.709998999999996
2006-10-03,43.25
2006-10-04,43.48
2006-10-05,43.119999
2006-10-06,42.799999
2006-10-09,43.099998
2006-10-10,42.360001000000004
2006-10-11,41.669998
2006-10-12,41.709998999999996
2006-10-13,41.93
2006-10-16,42.060001
2006-10-17,41.52
2006-10-18,41.59
2006-10-19,42.169998
2006-10-20,42.529999
2006-10-23,43.009997999999996
2006-10-24,43.27
2006-10-25,43.41
2006-10-26,43.599998
2006-10-27,43.290001000000004
2006-10-30,43.529999
2006-10-31,43.91
2006-11-01,44.09
2006-11-02,45.0
2006-11-03,45.18
2006-11-06,45.439999
2006-11-07,44.810001
2006-11-08,45.209998999999996
2006-11-09,45.27
2006-11-10,45.139998999999996
2006-11-13,45.560001
2006-11-14,45.66
2006-11-15,46.139998999999996
2006-11-16,46.099998
2006-11-17,45.650002
2006-11-20,45.619999
2006-11-21,45.759997999999996
2006-11-22,45.970001
2006-11-24,46.310001
2006-11-27,46.220001
2006-11-28,46.419998
2006-11-29,45.650002
2006-11-30,45.48
2006-12-01,44.599998
2006-12-04,45.029999
2006-12-05,45.23
2006-12-06,44.619999
2006-12-07,44.91
2006-12-08,44.889998999999996
2006-12-11,45.07
2006-12-12,45.119999
2006-12-13,44.959998999999996
2006-12-14,45.299999
2006-12-15,45.380001
2006-12-18,45.650002
2006-12-19,45.619999
2006-12-20,45.759997999999996
2006-12-21,45.459998999999996
2006-12-22,45.32
2006-12-26,45.48
2006-12-27,45.310001
2006-12-28,45.02
2006-12-29,44.799999
2007-01-03,44.43
2007-01-04,44.5
2007-01-05,44.389998999999996
2007-01-08,44.220001
2007-01-09,43.799999
2007-01-10,43.119999
2007-01-11,42.990002000000004
2007-01-12,43.599998
2007-01-16,43.869999
2007-01-17,43.889998999999996
2007-01-18,43.77
2007-01-19,43.73
2007-01-22,42.919998
2007-01-23,42.93
2007-01-24,43.549999
2007-01-25,43.369999
2007-01-26,43.459998999999996
2007-01-29,43.060001
2007-01-30,43.18
2007-01-31,43.18
2007-02-01,43.84
2007-02-02,43.310001
2007-02-05,43.779999
2007-02-06,43.740002000000004
2007-02-07,43.580002
2007-02-08,43.66
2007-02-09,43.75
2007-02-12,43.549999
2007-02-13,43.98
2007-02-14,44.130001
2007-02-15,44.400002
2007-02-16,44.130001
2007-02-20,44.23
2007-02-21,44.529999
2007-02-22,44.509997999999996
2007-02-23,44.509997999999996
2007-02-26,44.700001
2007-02-27,43.560001
2007-02-28,43.459998999999996
2007-03-01,42.619999
2007-03-02,42.549999
2007-03-05,42.009997999999996
2007-03-06,43.080002
2007-03-07,43.799999
2007-03-08,44.299999
2007-03-09,45.02
2007-03-12,45.259997999999996
2007-03-13,44.700001
2007-03-14,44.470001
2007-03-15,44.77
2007-03-16,44.990002000000004
2007-03-19,45.389998999999996
2007-03-20,46.23
2007-03-21,47.0
2007-03-22,46.470001
2007-03-23,46.59
2007-03-26,46.549999
2007-03-27,46.73
2007-03-28,46.259997999999996
2007-03-29,46.700001
2007-03-30,46.110001000000004
2007-04-02,46.189999
2007-04-03,46.23
2007-04-04,46.349998
2007-04-05,46.549999
2007-04-09,46.57
2007-04-10,46.450001
2007-04-11,46.700001
2007-04-12,46.790001000000004
2007-04-13,46.599998
2007-04-16,47.27
2007-04-17,47.389998999999996
2007-04-18,47.98
2007-04-19,47.580002
2007-04-20,47.919998
2007-04-23,48.02
2007-04-24,48.189999
2007-04-25,48.5
2007-04-26,48.200001
2007-04-27,48.549999
2007-04-30,48.18
2007-05-01,47.580002
2007-05-02,47.549999
2007-05-03,47.860001000000004
2007-05-04,48.389998999999996
2007-05-07,48.599998
2007-05-08,48.419998
2007-05-09,48.110001000000004
2007-05-10,47.549999
2007-05-11,47.619999
2007-05-14,48.220001
2007-05-15,48.950001
2007-05-16,49.09
2007-05-17,49.549999
2007-05-18,49.459998999999996
2007-05-21,49.709998999999996
2007-05-22,49.57
2007-05-23,49.830002
2007-05-24,49.310001
2007-05-25,49.700001
2007-05-29,50.610001000000004
2007-05-30,50.610001000000004
2007-05-31,50.389998999999996
2007-06-01,50.779999
2007-06-04,50.110001000000004
2007-06-05,49.700001
2007-06-06,49.080002
2007-06-07,48.200001
2007-06-08,48.950001
2007-06-11,48.720001
2007-06-12,48.709998999999996
2007-06-13,49.689999
2007-06-14,49.540001000000004
2007-06-15,49.740002000000004
2007-06-18,49.41
2007-06-19,49.389998999999996
2007-06-20,49.169998
2007-06-21,48.860001000000004
2007-06-22,48.700001
2007-06-25,48.779999
2007-06-26,49.150002
2007-06-27,49.349998
2007-06-28,49.549999
2007-06-29,48.830002
2007-07-02,48.959998999999996
2007-07-03,49.189999
2007-07-05,49.0
2007-07-06,49.080002
2007-07-09,48.959998999999996
2007-07-10,49.099998
2007-07-11,48.779999
2007-07-12,49.529999
2007-07-13,49.66
2007-07-16,49.580002
2007-07-17,49.470001
2007-07-18,49.75
2007-07-19,49.720001
2007-07-20,49.650002
2007-07-23,49.419998
2007-07-24,49.299999
2007-07-25,49.240002000000004
2007-07-26,48.049999
2007-07-27,46.650002
2007-07-30,46.099998
2007-07-31,46.52
2007-08-01,46.27
2007-08-02,46.830002
2007-08-03,45.860001000000004
2007-08-06,46.68
2007-08-07,46.349998
2007-08-08,48.110001000000004
2007-08-09,46.299999
2007-08-10,45.810001
2007-08-13,45.5
2007-08-14,44.740002000000004
2007-08-15,44.080002
2007-08-16,44.849998
2007-08-17,46.93
2007-08-20,47.130001
2007-08-21,47.490002000000004
2007-08-22,48.080002
2007-08-23,48.150002
2007-08-24,48.619999
2007-08-27,48.52
2007-08-28,47.400002
2007-08-29,48.380001
2007-08-30,48.279999
2007-08-31,49.459998999999996
2007-09-04,49.91
2007-09-05,49.5
2007-09-06,49.540001000000004
2007-09-07,49.220001
2007-09-10,49.150002
2007-09-11,49.799999
2007-09-12,50.220001
2007-09-13,50.119999
2007-09-14,49.900002
2007-09-17,50.59
2007-09-18,51.849998
2007-09-19,51.939999
2007-09-20,51.5
2007-09-21,51.450001
2007-09-24,51.549999
2007-09-25,51.900002
2007-09-26,52.209998999999996
2007-09-27,52.900002
2007-09-28,52.5
2007-10-01,53.23
2007-10-02,53.02
2007-10-03,52.700001
2007-10-04,52.759997999999996
2007-10-05,53.549999
2007-10-08,53.5
2007-10-09,53.32
2007-10-10,53.130001
2007-10-11,53.119999
2007-10-12,53.119999
2007-10-15,52.509997999999996
2007-10-16,51.57
2007-10-17,52.57
2007-10-18,52.790001000000004
2007-10-19,52.240002000000004
2007-10-22,51.700001
2007-10-23,52.700001
2007-10-24,52.049999
2007-10-25,51.919998
2007-10-26,53.549999
2007-10-29,55.130001
2007-10-30,55.34
2007-10-31,56.220001
2007-11-01,55.880001
2007-11-02,56.389998999999996
2007-11-05,55.880001
2007-11-06,56.389998999999996
2007-11-07,54.630001
2007-11-08,54.0
2007-11-09,53.189999
2007-11-12,51.919998
2007-11-13,53.419998
2007-11-14,53.43
2007-11-15,50.869999
2007-11-16,50.970001
2007-11-19,50.040001000000004
2007-11-20,50.549999
2007-11-21,49.860001000000004
2007-11-23,50.169998
2007-11-26,49.91
2007-11-27,50.959998999999996
2007-11-28,53.32
2007-11-29,52.369999
2007-11-30,53.02
2007-12-03,52.700001
2007-12-04,52.029999
2007-12-05,51.509997999999996
2007-12-06,51.950001
2007-12-07,51.950001
2007-12-10,52.209998999999996
2007-12-11,51.419998
2007-12-12,51.66
2007-12-13,50.540001000000004
2007-12-14,50.5
2007-12-17,50.790001000000004
2007-12-18,50.380001
2007-12-19,50.400002
2007-12-20,50.099998
2007-12-21,50.459998999999996
2007-12-24,51.700001
2007-12-26,51.41
2007-12-27,51.25
2007-12-28,51.34
2007-12-31,50.5
2008-01-02,50.0
2008-01-03,49.639998999999996
2008-01-04,47.990002000000004
2008-01-07,47.259997999999996
2008-01-08,46.560001
2008-01-09,46.91
2008-01-10,48.48
2008-01-11,48.0
2008-01-14,47.48
2008-01-15,46.59
2008-01-16,46.0
2008-01-17,45.169998
2008-01-18,44.459998999999996
2008-01-22,44.799999
2008-01-23,46.860001000000004
2008-01-24,46.580002
2008-01-25,46.470001
2008-01-28,46.939999
2008-01-29,47.740002000000004
2008-01-30,48.0
2008-01-31,47.990002000000004
2008-02-01,48.919998
2008-02-04,48.599998
2008-02-05,47.57
2008-02-06,47.630001
2008-02-07,47.5
2008-02-08,47.889998999999996
2008-02-11,48.18
2008-02-12,48.450001
2008-02-13,48.740002000000004
2008-02-14,47.98
2008-02-15,47.150002
2008-02-19,47.110001000000004
2008-02-20,47.650002
2008-02-21,47.450001
2008-02-22,47.709998999999996
2008-02-25,48.950001
2008-02-26,49.950001
2008-02-27,50.25
2008-02-28,50.07
2008-02-29,48.490002000000004
2008-03-03,47.16
2008-03-04,45.740002000000004
2008-03-05,46.630001
2008-03-06,44.619999
2008-03-07,45.25
2008-03-10,44.150002
2008-03-11,45.389998999999996
2008-03-12,45.73
2008-03-13,46.400002
2008-03-14,44.700001
2008-03-17,42.900002
2008-03-18,44.48
2008-03-19,43.080002
2008-03-20,43.439999
2008-03-24,44.709998999999996
2008-03-25,45.799999
2008-03-26,45.27
2008-03-27,45.790001000000004
2008-03-28,44.130001
2008-03-31,45.209998999999996
2008-04-01,46.52
2008-04-02,46.25
2008-04-03,46.549999
2008-04-04,46.389998999999996
2008-04-07,46.43
2008-04-08,45.959998999999996
2008-04-09,45.060001
2008-04-10,45.650002
2008-04-11,44.419998
2008-04-14,43.950001
2008-04-15,43.810001
2008-04-16,45.32
2008-04-17,45.310001
2008-04-18,47.25
2008-04-21,47.150002
2008-04-22,46.959998999999996
2008-04-23,46.360001000000004
2008-04-24,47.25
2008-04-25,47.5
2008-04-28,47.639998999999996
2008-04-29,47.27
2008-04-30,47.650002
2008-05-01,48.009997999999996
2008-05-02,48.869999
2008-05-05,48.259997999999996
2008-05-06,48.279999
2008-05-07,47.540001000000004
2008-05-08,47.369999
2008-05-09,47.779999
2008-05-12,48.220001
2008-05-13,48.200001
2008-05-14,48.459998999999996
2008-05-15,49.580002
2008-05-16,49.299999
2008-05-19,48.830002
2008-05-20,49.049999
2008-05-21,48.5
2008-05-22,48.849998
2008-05-23,48.110001000000004
2008-05-27,47.990002000000004
2008-05-28,49.349998
2008-05-29,50.200001
2008-05-30,49.98
2008-06-02,50.25
2008-06-03,50.349998
2008-06-04,50.490002000000004
2008-06-05,51.470001
2008-06-06,50.23
2008-06-09,50.080002
2008-06-10,49.880001
2008-06-11,49.169998
2008-06-12,49.150002
2008-06-13,49.689999
2008-06-16,50.560001
2008-06-17,50.900002
2008-06-18,50.200001
2008-06-19,49.77
2008-06-20,48.720001
2008-06-23,48.009997999999996
2008-06-24,47.740002000000004
2008-06-25,49.0
2008-06-26,47.73
2008-06-27,47.32
2008-06-30,45.82
2008-07-01,45.709998999999996
2008-07-02,45.240002000000004
2008-07-03,45.560001
2008-07-07,46.290001000000004
2008-07-08,47.439999
2008-07-09,46.389998999999996
2008-07-10,46.84
2008-07-11,45.119999
2008-07-14,43.66
2008-07-15,43.189999
2008-07-16,45.759997999999996
2008-07-17,47.220001
2008-07-18,47.59
2008-07-21,47.84
2008-07-22,48.799999
2008-07-23,49.759997999999996
2008-07-24,47.490002000000004
2008-07-25,48.139998999999996
2008-07-28,46.66
2008-07-29,47.849998
2008-07-30,48.330002
2008-07-31,48.73
2008-08-01,48.439999
2008-08-04,48.369999
2008-08-05,48.75
2008-08-06,49.119999
2008-08-07,47.529999
2008-08-08,47.619999
2008-08-11,46.919998
2008-08-12,46.869999
2008-08-13,46.02
2008-08-14,46.41
2008-08-15,46.18
2008-08-18,45.959998999999996
2008-08-19,44.52
2008-08-20,45.029999
2008-08-21,45.709998999999996
2008-08-22,46.349998
2008-08-25,45.439999
2008-08-26,44.349998
2008-08-27,45.389998999999996
2008-08-28,47.049999
2008-08-29,46.0
2008-09-02,44.98
2008-09-03,45.630001
2008-09-04,44.299999
2008-09-05,44.330002
2008-09-08,44.400002
2008-09-09,43.709998999999996
2008-09-10,44.459998999999996
2008-09-11,44.580002
2008-09-12,44.93
2008-09-15,43.330002
2008-09-16,42.709998999999996
2008-09-17,40.470001
2008-09-18,44.369999
2008-09-19,47.419998
2008-09-22,46.549999
2008-09-23,47.360001000000004
2008-09-24,47.5
2008-09-25,47.709998999999996
2008-09-26,47.98
2008-09-29,44.950001
2008-09-30,46.040001000000004
2008-10-01,45.75
2008-10-02,44.27
2008-10-03,43.549999
2008-10-06,42.540001000000004
2008-10-07,39.139998999999996
2008-10-08,40.5
2008-10-09,35.950001
2008-10-10,34.439999
2008-10-13,40.490002000000004
2008-10-14,38.299999
2008-10-15,36.59
2008-10-16,36.599998
2008-10-17,37.029999
2008-10-20,38.360001000000004
2008-10-21,36.27
2008-10-22,32.93
2008-10-23,31.459999
2008-10-24,30.379998999999998
2008-10-27,28.379998999999998
2008-10-28,30.209999
2008-10-29,31.629998999999998
2008-10-30,33.470001
2008-10-31,33.540001000000004
2008-11-03,33.110001000000004
2008-11-04,35.139998999999996
2008-11-05,33.84
2008-11-06,33.34
2008-11-07,32.98
2008-11-10,32.849998
2008-11-11,31.940001000000002
2008-11-12,30.16
2008-11-13,32.48
2008-11-14,30.530001000000002
2008-11-17,29.57
2008-11-18,30.190001000000002
2008-11-19,28.110001
2008-11-20,23.91
2008-11-21,24.32
2008-11-24,26.440001000000002
2008-11-25,27.129998999999998
2008-11-26,27.110001
2008-11-28,27.77
2008-12-01,27.85
2008-12-02,26.030001000000002
2008-12-03,26.700001
2008-12-04,25.23
2008-12-05,26.469998999999998
2008-12-08,27.73
2008-12-09,25.43
2008-12-10,24.74
2008-12-11,24.299999
2008-12-12,25.040001
2008-12-15,25.08
2008-12-16,25.0
2008-12-17,24.700001
2008-12-18,24.32
2008-12-19,23.889999
2008-12-22,24.219998999999998
2008-12-23,24.700001
2008-12-24,24.77
2008-12-26,24.809998999999998
2008-12-29,25.620001000000002
2008-12-30,26.57
2008-12-31,27.200001
2009-01-02,27.290001
2009-01-05,27.66
