Date,DISCA
2005-07-08,7.818089
2005-07-11,7.843638
2005-07-12,8.252427
2005-07-13,8.124680999999999
2005-07-14,8.124680999999999
2005-07-15,8.022484
2005-07-18,7.613695
2005-07-19,7.6341339999999995
2005-07-20,7.588145
2005-07-21,7.710782000000001
2005-07-22,7.659683
2005-07-25,7.179355999999999
2005-07-26,7.1538070000000005
2005-07-27,7.1538070000000005
2005-07-28,7.281553
2005-07-29,7.291772999999999
2005-08-01,7.174246000000001
2005-08-02,7.143586999999999
2005-08-03,7.2713339999999995
2005-08-04,7.235564999999999
2005-08-05,7.204905999999999
2005-08-08,7.179355999999999
2005-08-09,7.138477000000001
2005-08-10,7.210014999999999
2005-08-11,7.455289
2005-08-12,7.506386999999999
2005-08-15,7.736331
2005-08-16,7.76699
2005-08-17,7.715892
2005-08-18,7.675013000000001
2005-08-19,7.7721
2005-08-22,7.920286
2005-08-23,8.012263
2005-08-24,8.088911999999999
2005-08-25,8.048033
2005-08-26,7.961164999999999
2005-08-29,7.858967999999999
2005-08-30,7.828309
2005-08-31,7.736331
2005-09-01,7.746550999999999
2005-09-02,7.741441
2005-09-06,7.7721
2005-09-07,7.77721
2005-09-08,7.715892
2005-09-09,7.6647929999999995
2005-09-12,7.649464
2005-09-13,7.583035000000001
2005-09-14,7.623914
2005-09-15,7.6647929999999995
2005-09-16,7.6647929999999995
2005-09-19,7.690342
2005-09-20,7.685233
2005-09-21,7.557486
2005-09-22,7.511497
2005-09-23,7.475728
2005-09-26,7.450178999999999
2005-09-27,7.445069
2005-09-28,7.363311
2005-09-29,7.281553
2005-09-30,7.373531
2005-10-03,7.4246300000000005
2005-10-04,7.164027000000001
2005-10-05,7.102708
2005-10-06,7.056719
2005-10-07,7.143586999999999
2005-10-10,7.138477000000001
2005-10-11,7.179355999999999
2005-10-12,7.164027000000001
2005-10-13,7.281553
2005-10-14,7.40419
2005-10-17,7.2713339999999995
2005-10-18,7.240674
2005-10-19,7.1589160000000005
2005-10-20,7.092488
2005-10-21,7.194686
2005-10-24,7.2764429999999996
2005-10-25,7.174246000000001
2005-10-26,7.143586999999999
2005-10-27,7.02095
2005-10-28,7.250894000000001
2005-10-31,7.199796000000001
2005-11-01,7.266224
2005-11-02,7.347981
2005-11-03,7.256003999999999
2005-11-04,7.210014999999999
2005-11-07,7.230455
2005-11-08,7.332652
2005-11-09,7.327542
2005-11-10,7.557486
2005-11-11,7.797649000000001
2005-11-14,7.823199000000001
2005-11-15,7.823199000000001
2005-11-16,7.6647929999999995
2005-11-17,7.608584
2005-11-18,7.7874300000000005
2005-11-21,7.971385000000001
2005-11-22,8.048033
2005-11-23,8.078691000000001
2005-11-25,8.094022
2005-11-28,8.048033
2005-11-29,8.048033
2005-11-30,7.976495
2005-12-01,7.991824
2005-12-02,7.971385000000001
2005-12-05,7.915176
2005-12-06,7.721002
2005-12-07,7.8129789999999995
2005-12-08,7.915176
2005-12-09,7.910067
2005-12-12,8.073582
2005-12-13,8.165560000000001
2005-12-14,8.175778999999999
2005-12-15,7.945836
2005-12-16,8.201328
2005-12-19,7.986714
2005-12-20,7.915176
2005-12-21,7.838528
2005-12-22,7.807869
2005-12-23,7.8794070000000005
2005-12-27,7.823199000000001
2005-12-28,7.7721
2005-12-29,7.79254
2005-12-30,7.741441
2006-01-03,7.715892
2006-01-04,7.818089
