Date,HCMLF
2008-12-15,51.5
2008-12-16,54.25
2008-12-17,54.25
2008-12-18,54.25
2008-12-19,54.25
2008-12-22,54.25
2008-12-23,54.25
2008-12-24,55.5
2008-12-26,55.5
2008-12-29,55.5
2008-12-30,56.599998
2008-12-31,56.599998
2009-01-02,56.599998
2009-01-05,56.599998
2009-01-06,56.599998
2009-01-07,56.599998
2009-01-08,57.0
2009-01-09,55.25
2009-01-12,55.25
2009-01-13,51.0
2009-01-14,51.0
2009-01-15,51.0
2009-01-16,51.0
2009-01-20,51.0
2009-01-21,43.799999
2009-01-22,41.5
2009-01-23,39.25
2009-01-26,39.25
2009-01-27,39.25
2009-01-28,39.25
2009-01-29,41.75
2009-01-30,41.75
2009-02-02,41.75
2009-02-03,41.75
2009-02-04,41.75
2009-02-05,41.75
2009-02-06,41.75
2009-02-09,41.75
2009-02-10,41.75
2009-02-11,41.75
2009-02-12,41.75
2009-02-13,41.75
2009-02-17,41.75
2009-02-18,41.75
2009-02-19,41.75
2009-02-20,41.75
2009-02-23,34.349998
2009-02-24,34.349998
2009-02-25,34.349998
2009-02-26,34.349998
2009-02-27,34.349998
2009-03-02,31.0
2009-03-03,30.549999
2009-03-04,30.549999
2009-03-05,30.549999
2009-03-06,28.6
2009-03-09,26.99
2009-03-10,28.799999
2009-03-11,28.799999
2009-03-12,31.120001000000002
2009-03-13,31.120001000000002
2009-03-16,31.120001000000002
2009-03-17,31.120001000000002
2009-03-18,31.120001000000002
2009-03-19,33.900002
2009-03-20,33.900002
2009-03-23,34.900002
2009-03-24,34.900002
2009-03-25,34.900002
2009-03-26,37.799999
2009-03-27,37.799999
2009-03-30,37.799999
2009-03-31,35.599998
2009-04-01,35.599998
2009-04-02,35.599998
2009-04-03,35.599998
2009-04-06,35.599998
2009-04-07,35.599998
2009-04-08,40.189999
2009-04-09,41.75
2009-04-13,41.75
2009-04-14,44.5
2009-04-15,44.5
2009-04-16,46.700001
2009-04-17,46.700001
2009-04-20,46.700001
2009-04-21,46.700001
2009-04-22,47.650002
2009-04-23,48.0
2009-04-24,48.0
2009-04-27,49.799999
2009-04-28,49.799999
2009-04-29,49.0
2009-04-30,49.0
2009-05-01,49.0
2009-05-04,52.900002
2009-05-05,52.900002
2009-05-06,52.900002
2009-05-07,51.700001
2009-05-08,51.849998
2009-05-11,51.849998
2009-05-12,51.849998
2009-05-13,51.849998
2009-05-14,47.75
2009-05-15,47.75
2009-05-18,49.650002
2009-05-19,49.650002
2009-05-20,49.650002
2009-05-21,49.650002
2009-05-22,49.650002
2009-05-26,49.650002
2009-05-27,49.650002
2009-05-28,49.650002
2009-05-29,49.650002
2009-06-01,49.650002
2009-06-02,49.650002
2009-06-03,49.650002
2009-06-04,49.650002
2009-06-05,49.650002
2009-06-08,49.650002
2009-06-09,49.650002
2009-06-10,49.650002
2009-06-11,49.650002
2009-06-12,57.0
2009-06-15,57.0
2009-06-16,57.0
2009-06-17,57.0
2009-06-18,57.0
2009-06-19,57.0
2009-06-22,57.0
2009-06-23,55.09
2009-06-24,55.09
2009-06-25,55.09
2009-06-26,55.09
2009-06-29,55.09
2009-06-30,55.09
2009-07-01,55.09
2009-07-02,55.09
2009-07-06,54.34
2009-07-07,54.34
2009-07-08,54.34
2009-07-09,52.700001
2009-07-10,52.700001
2009-07-13,52.700001
2009-07-14,52.700001
2009-07-15,52.700001
2009-07-16,50.25
2009-07-17,51.599998
2009-07-20,51.599998
2009-07-21,51.599998
2009-07-22,51.599998
2009-07-23,51.599998
2009-07-24,51.599998
2009-07-27,51.599998
2009-07-28,51.599998
2009-07-29,57.200001
2009-07-30,57.200001
2009-07-31,60.349998
2009-08-03,60.349998
2009-08-04,60.349998
2009-08-05,59.849998
2009-08-06,59.25
2009-08-07,59.25
2009-08-10,59.25
2009-08-11,59.25
2009-08-12,60.0
2009-08-13,62.299999
2009-08-14,62.299999
2009-08-17,62.299999
2009-08-18,62.299999
2009-08-19,62.299999
2009-08-20,62.299999
2009-08-21,62.299999
2009-08-24,62.299999
2009-08-25,62.299999
2009-08-26,67.300003
2009-08-27,67.300003
2009-08-28,67.300003
2009-08-31,67.199997
2009-09-01,67.199997
2009-09-02,67.199997
2009-09-03,67.199997
2009-09-04,67.199997
2009-09-08,69.150002
2009-09-09,69.150002
2009-09-10,69.150002
2009-09-11,69.150002
2009-09-14,69.150002
2009-09-15,69.150002
2009-09-16,69.150002
2009-09-17,69.150002
2009-09-18,69.150002
2009-09-21,69.150002
2009-09-22,70.25
2009-09-23,70.25
2009-09-24,70.25
2009-09-25,70.25
2009-09-28,67.849998
2009-09-29,67.849998
2009-09-30,67.849998
2009-10-01,67.849998
2009-10-02,67.849998
2009-10-05,65.699997
2009-10-06,67.599998
2009-10-07,67.599998
2009-10-08,67.599998
2009-10-09,67.599998
2009-10-12,67.599998
2009-10-13,67.599998
2009-10-14,67.599998
2009-10-15,67.599998
2009-10-16,67.599998
2009-10-19,67.599998
2009-10-20,71.849998
2009-10-21,71.849998
2009-10-22,71.849998
2009-10-23,71.849998
2009-10-26,71.849998
2009-10-27,71.849998
2009-10-28,71.849998
2009-10-29,71.849998
2009-10-30,71.849998
2009-11-02,71.849998
2009-11-03,71.849998
2009-11-04,71.849998
2009-11-05,71.849998
2009-11-06,71.849998
2009-11-09,71.849998
2009-11-10,71.849998
2009-11-11,71.849998
2009-11-12,71.849998
2009-11-13,71.849998
2009-11-16,71.849998
2009-11-17,71.849998
2009-11-18,71.849998
2009-11-19,71.849998
2009-11-20,71.849998
2009-11-23,71.849998
2009-11-24,71.849998
2009-11-25,71.849998
2009-11-27,71.849998
2009-11-30,71.849998
2009-12-01,71.849998
2009-12-02,71.849998
2009-12-03,71.849998
2009-12-04,71.849998
2009-12-07,71.849998
2009-12-08,71.849998
2009-12-09,71.849998
2009-12-10,71.849998
2009-12-11,71.849998
2009-12-14,71.849998
2009-12-15,71.849998
2009-12-16,71.849998
2009-12-17,71.849998
2009-12-18,71.849998
2009-12-21,71.849998
2009-12-22,71.849998
2009-12-23,71.849998
2009-12-24,71.849998
2009-12-28,71.849998
2009-12-29,71.849998
2009-12-30,71.849998
2009-12-31,71.849998
2010-01-04,78.75
2010-01-05,78.75
2010-01-06,79.75
2010-01-07,79.75
2010-01-08,79.75
2010-01-11,79.75
2010-01-12,79.75
2010-01-13,79.75
2010-01-14,79.75
2010-01-15,79.75
2010-01-19,79.75
2010-01-20,76.5
2010-01-21,74.449997
2010-01-22,74.449997
2010-01-25,74.449997
2010-01-26,74.449997
2010-01-27,74.449997
2010-01-28,75.629997
2010-01-29,75.629997
2010-02-01,75.629997
2010-02-02,75.629997
2010-02-03,75.629997
2010-02-04,75.629997
2010-02-05,75.629997
2010-02-08,65.25
2010-02-09,65.25
2010-02-10,65.25
2010-02-11,65.25
2010-02-12,64.25
2010-02-16,64.25
2010-02-17,64.25
2010-02-18,64.25
2010-02-19,64.25
2010-02-22,64.25
2010-02-23,64.25
2010-02-24,64.25
2010-02-25,64.25
2010-02-26,64.25
2010-03-01,66.66999799999999
2010-03-02,66.66999799999999
2010-03-03,66.66999799999999
2010-03-04,66.66999799999999
2010-03-05,66.66999799999999
2010-03-08,66.66999799999999
2010-03-09,66.66999799999999
2010-03-10,71.800003
2010-03-11,71.800003
2010-03-12,71.800003
2010-03-15,71.800003
2010-03-16,71.800003
2010-03-17,71.800003
2010-03-18,71.800003
2010-03-19,74.699997
2010-03-22,74.699997
2010-03-23,74.699997
2010-03-24,73.949997
2010-03-25,75.0
2010-03-26,75.0
2010-03-29,75.0
2010-03-30,75.0
2010-03-31,75.0
2010-04-01,75.0
2010-04-05,75.0
2010-04-06,75.0
2010-04-07,75.0
2010-04-08,75.0
2010-04-09,75.0
2010-04-12,75.0
2010-04-13,75.0
2010-04-14,75.0
2010-04-15,75.0
2010-04-16,75.0
2010-04-19,75.0
2010-04-20,75.0
2010-04-21,75.0
2010-04-22,75.0
2010-04-23,75.0
2010-04-26,75.0
2010-04-27,76.800003
2010-04-28,76.800003
2010-04-29,76.800003
2010-04-30,76.800003
2010-05-03,76.800003
2010-05-04,76.800003
2010-05-05,76.800003
2010-05-06,76.800003
2010-05-07,76.800003
2010-05-10,76.800003
2010-05-11,76.800003
2010-05-12,76.800003
2010-05-13,76.800003
2010-05-14,68.5
2010-05-17,68.5
2010-05-18,68.5
2010-05-19,68.5
2010-05-20,68.5
2010-05-21,68.5
2010-05-24,68.5
2010-05-25,68.5
2010-05-26,68.5
2010-05-27,68.5
2010-05-28,68.5
2010-06-01,63.650002
2010-06-02,63.450001
2010-06-03,63.450001
2010-06-04,63.450001
2010-06-07,63.450001
2010-06-08,63.450001
2010-06-09,63.450001
2010-06-10,63.450001
2010-06-11,63.450001
2010-06-14,63.450001
2010-06-15,63.450001
2010-06-16,63.450001
2010-06-17,63.450001
2010-06-18,63.450001
2010-06-21,63.450001
2010-06-22,63.450001
2010-06-23,63.450001
2010-06-24,63.450001
2010-06-25,63.450001
2010-06-28,63.450001
2010-06-29,63.450001
2010-06-30,63.450001
2010-07-01,63.450001
2010-07-02,63.450001
2010-07-06,63.450001
2010-07-07,66.0
2010-07-08,66.0
2010-07-09,65.5
2010-07-12,65.5
2010-07-13,9.25
2010-07-14,67.25
2010-07-15,67.25
2010-07-16,67.25
2010-07-19,67.25
2010-07-20,67.25
2010-07-21,67.25
2010-07-22,67.25
2010-07-23,67.25
2010-07-26,67.25
2010-07-27,67.25
2010-07-28,67.25
2010-07-29,67.25
2010-07-30,67.25
2010-08-02,68.449997
2010-08-03,68.449997
2010-08-04,68.449997
2010-08-05,68.449997
2010-08-06,68.449997
2010-08-09,68.449997
2010-08-10,68.449997
2010-08-11,68.449997
2010-08-12,68.449997
2010-08-13,68.449997
2010-08-16,68.449997
2010-08-17,68.449997
2010-08-18,68.449997
2010-08-19,68.449997
2010-08-20,68.449997
2010-08-23,68.449997
2010-08-24,58.900002
2010-08-25,58.900002
2010-08-26,58.900002
2010-08-27,59.400002
2010-08-30,59.400002
2010-08-31,59.400002
2010-09-01,59.400002
2010-09-02,59.400002
2010-09-03,59.400002
2010-09-07,62.25
2010-09-08,62.25
2010-09-09,62.25
2010-09-10,63.049999
2010-09-13,63.049999
2010-09-14,63.849998
2010-09-15,63.849998
2010-09-16,63.849998
2010-09-17,63.849998
2010-09-20,63.849998
2010-09-21,63.849998
2010-09-22,63.849998
2010-09-23,63.849998
2010-09-24,63.849998
2010-09-27,63.849998
2010-09-28,64.599998
2010-09-29,64.599998
2010-09-30,64.599998
2010-10-01,63.599998
2010-10-04,63.599998
2010-10-05,63.599998
2010-10-06,63.599998
2010-10-07,63.599998
2010-10-08,63.599998
2010-10-11,63.599998
2010-10-12,63.599998
2010-10-13,65.199997
2010-10-14,65.199997
2010-10-15,65.199997
2010-10-18,65.199997
2010-10-19,65.199997
2010-10-20,63.450001
2010-10-21,63.450001
2010-10-22,61.400002
2010-10-25,61.400002
2010-10-26,61.400002
2010-10-27,61.400002
2010-10-28,61.400002
2010-10-29,61.400002
2010-11-01,63.290001000000004
2010-11-02,64.400002
2010-11-03,64.400002
2010-11-04,64.400002
2010-11-05,64.400002
2010-11-08,68.300003
2010-11-09,68.300003
2010-11-10,68.300003
2010-11-11,68.300003
2010-11-12,68.300003
2010-11-15,68.300003
2010-11-16,68.300003
2010-11-17,68.300003
2010-11-18,68.300003
2010-11-19,68.300003
2010-11-22,68.300003
2010-11-23,68.300003
2010-11-24,68.300003
2010-11-26,68.300003
2010-11-29,65.449997
2010-11-30,65.449997
2010-12-01,65.449997
2010-12-02,67.699997
2010-12-03,69.550003
2010-12-06,69.550003
2010-12-07,69.550003
2010-12-08,69.550003
2010-12-09,69.550003
2010-12-10,69.550003
2010-12-13,69.550003
2010-12-14,72.5
2010-12-15,72.0
2010-12-16,71.550003
2010-12-17,71.550003
2010-12-20,71.550003
2010-12-21,75.5
2010-12-22,75.5
2010-12-23,73.699997
2010-12-27,73.699997
2010-12-28,73.699997
2010-12-29,73.699997
2010-12-30,73.699997
2010-12-31,73.699997
2011-01-03,73.699997
2011-01-04,73.699997
2011-01-05,73.5
2011-01-06,72.269997
2011-01-07,72.269997
2011-01-10,72.269997
2011-01-11,72.269997
2011-01-12,72.269997
2011-01-13,72.269997
2011-01-14,72.269997
2011-01-18,71.199997
2011-01-19,70.949997
2011-01-20,70.400002
2011-01-21,70.400002
2011-01-24,70.400002
2011-01-25,71.16999799999999
2011-01-26,71.16999799999999
2011-01-27,71.16999799999999
2011-01-28,71.16999799999999
2011-01-31,71.16999799999999
2011-02-01,71.16999799999999
2011-02-02,71.16999799999999
2011-02-03,71.16999799999999
2011-02-04,70.5
2011-02-07,70.5
2011-02-08,71.650002
2011-02-09,72.349998
2011-02-10,71.0
2011-02-11,70.949997
2011-02-14,70.949997
2011-02-15,71.75
2011-02-16,71.25
2011-02-17,72.849998
2011-02-18,72.849998
2011-02-22,72.849998
2011-02-23,72.849998
2011-02-24,72.849998
2011-02-25,72.849998
2011-02-28,72.849998
2011-03-01,73.699997
2011-03-02,73.199997
2011-03-03,73.199997
2011-03-04,73.199997
2011-03-07,73.199997
2011-03-08,73.199997
2011-03-09,74.25
2011-03-10,74.25
2011-03-11,74.25
2011-03-14,74.25
2011-03-15,74.25
2011-03-16,74.25
2011-03-17,74.25
2011-03-18,74.25
2011-03-21,74.25
2011-03-22,74.25
2011-03-23,73.150002
2011-03-24,73.150002
2011-03-25,73.150002
2011-03-28,73.150002
2011-03-29,73.150002
2011-03-30,73.150002
2011-03-31,73.150002
2011-04-01,73.150002
2011-04-04,73.150002
2011-04-05,73.150002
2011-04-06,73.150002
2011-04-07,73.150002
2011-04-08,73.150002
2011-04-11,73.150002
2011-04-12,73.150002
2011-04-13,73.150002
2011-04-14,73.150002
2011-04-15,83.0
2011-04-18,83.0
2011-04-19,81.099998
2011-04-20,81.099998
2011-04-21,86.550003
2011-04-25,86.550003
2011-04-26,86.050003
2011-04-27,87.5
2011-04-28,87.5
2011-04-29,87.150002
2011-05-02,88.0
2011-05-03,88.0
2011-05-04,88.0
2011-05-05,88.0
2011-05-06,82.0
2011-05-09,80.75
2011-05-10,80.75
2011-05-11,80.75
2011-05-12,78.699997
2011-05-13,78.699997
2011-05-16,78.699997
2011-05-17,76.849998
2011-05-18,76.849998
2011-05-19,76.849998
2011-05-20,76.849998
2011-05-23,76.849998
2011-05-24,76.849998
2011-05-25,74.900002
2011-05-26,77.150002
2011-05-27,77.150002
2011-05-31,77.150002
2011-06-01,77.150002
2011-06-02,77.150002
2011-06-03,77.150002
2011-06-06,77.150002
2011-06-07,77.150002
2011-06-08,77.150002
2011-06-09,77.150002
2011-06-10,74.650002
2011-06-13,74.650002
2011-06-14,74.650002
2011-06-15,74.650002
2011-06-16,74.650002
2011-06-17,74.650002
2011-06-20,74.650002
2011-06-21,74.650002
2011-06-22,74.650002
2011-06-23,74.650002
2011-06-24,74.650002
2011-06-27,74.650002
2011-06-28,74.650002
2011-06-29,75.849998
2011-06-30,75.849998
2011-07-01,75.849998
2011-07-05,75.849998
2011-07-06,75.849998
2011-07-07,75.849998
2011-07-08,71.5
2011-07-11,70.400002
2011-07-12,69.550003
2011-07-13,69.550003
2011-07-14,71.0
2011-07-15,71.0
2011-07-18,66.800003
2011-07-19,67.599998
2011-07-20,67.599998
2011-07-21,67.599998
2011-07-22,70.0
2011-07-25,70.0
2011-07-26,70.050003
2011-07-27,70.050003
2011-07-28,70.050003
2011-07-29,68.120003
2011-08-01,68.120003
2011-08-02,68.120003
2011-08-03,68.120003
2011-08-04,68.120003
2011-08-05,68.120003
2011-08-08,68.120003
2011-08-09,68.120003
2011-08-10,68.120003
2011-08-11,68.120003
2011-08-12,68.120003
2011-08-15,68.120003
2011-08-16,68.120003
2011-08-17,60.950001
2011-08-18,54.700001
2011-08-19,54.700001
2011-08-22,54.700001
2011-08-23,56.0
2011-08-24,56.0
2011-08-25,56.0
2011-08-26,56.0
2011-08-29,56.0
2011-08-30,56.0
2011-08-31,56.0
2011-09-01,56.0
2011-09-02,56.0
2011-09-06,56.0
2011-09-07,56.0
2011-09-08,54.599998
2011-09-09,54.599998
2011-09-12,54.599998
2011-09-13,50.540001000000004
2011-09-14,50.540001000000004
2011-09-15,50.540001000000004
2011-09-16,50.540001000000004
2011-09-19,51.48
2011-09-20,52.950001
2011-09-21,52.950001
2011-09-22,47.950001
2011-09-23,48.5
2011-09-26,48.5
2011-09-27,48.5
2011-09-28,48.5
2011-09-29,53.599998
2011-09-30,53.599998
2011-10-03,53.599998
2011-10-04,56.810001
2011-10-05,56.810001
2011-10-06,56.810001
2011-10-07,56.810001
2011-10-10,56.810001
2011-10-11,56.810001
2011-10-12,56.810001
2011-10-13,59.919998
2011-10-14,59.919998
2011-10-17,59.919998
2011-10-18,59.919998
2011-10-19,59.919998
2011-10-20,59.919998
2011-10-21,59.919998
2011-10-24,63.5
2011-10-25,63.5
2011-10-26,64.0
2011-10-27,66.800003
2011-10-28,66.0
2011-10-31,66.0
2011-11-01,66.0
2011-11-02,66.0
2011-11-03,60.700001
2011-11-04,60.700001
2011-11-07,60.700001
2011-11-08,60.700001
2011-11-09,56.849998
2011-11-10,56.849998
2011-11-11,56.849998
2011-11-14,55.400002
2011-11-15,55.400002
2011-11-16,55.700001
2011-11-17,54.349998
2011-11-18,55.939999
2011-11-21,55.939999
2011-11-22,55.939999
2011-11-23,55.939999
2011-11-25,49.75
2011-11-28,52.950001
2011-11-29,52.950001
2011-11-30,52.950001
2011-12-01,55.799999
2011-12-02,55.799999
2011-12-05,55.799999
2011-12-06,55.799999
2011-12-07,56.650002
2011-12-08,56.650002
2011-12-09,56.650002
2011-12-12,54.799999
2011-12-13,54.799999
2011-12-14,54.799999
2011-12-15,54.799999
2011-12-16,52.0
2011-12-19,52.950001
2011-12-20,54.75
2011-12-21,52.75
2011-12-22,53.099998
2011-12-23,53.75
2011-12-27,53.400002
2011-12-28,53.400002
2011-12-29,52.0
2011-12-30,54.099998
2012-01-03,54.099998
2012-01-04,54.099998
2012-01-05,54.099998
2012-01-06,54.099998
2012-01-09,52.810001
2012-01-10,53.299999
2012-01-11,53.299999
2012-01-12,54.75
2012-01-13,54.75
2012-01-17,54.75
2012-01-18,54.75
2012-01-19,54.75
2012-01-20,54.75
2012-01-23,54.75
2012-01-24,57.349998
2012-01-25,60.5
2012-01-26,60.5
2012-01-27,60.540001000000004
2012-01-30,60.540001000000004
2012-01-31,60.540001000000004
2012-02-01,60.540001000000004
2012-02-02,60.400002
2012-02-03,60.400002
2012-02-06,60.400002
2012-02-07,61.849998
2012-02-08,61.849998
2012-02-09,61.849998
2012-02-10,61.849998
2012-02-13,61.849998
2012-02-14,61.849998
2012-02-15,59.599998
2012-02-16,59.599998
2012-02-17,59.599998
2012-02-21,59.599998
2012-02-22,59.599998
2012-02-23,59.599998
2012-02-24,64.75
2012-02-27,64.75
2012-02-28,64.75
2012-02-29,64.75
2012-03-01,64.75
2012-03-02,64.75
2012-03-05,65.300003
2012-03-06,65.300003
2012-03-07,65.300003
2012-03-08,65.300003
2012-03-09,65.300003
2012-03-12,65.300003
2012-03-13,65.300003
2012-03-14,68.099998
2012-03-15,67.599998
2012-03-16,68.849998
2012-03-19,68.5
2012-03-20,68.5
2012-03-21,68.5
2012-03-22,68.5
2012-03-23,68.5
2012-03-26,68.5
2012-03-27,65.550003
2012-03-28,64.650002
2012-03-29,64.650002
2012-03-30,64.849998
2012-04-02,63.5
2012-04-03,63.5
2012-04-04,63.5
2012-04-05,63.5
2012-04-09,63.5
2012-04-10,63.5
2012-04-11,63.5
2012-04-12,63.5
2012-04-13,63.5
2012-04-16,63.5
2012-04-17,63.5
2012-04-18,63.5
2012-04-19,63.5
2012-04-20,59.75
2012-04-23,59.75
2012-04-24,59.75
2012-04-25,60.599998
2012-04-26,60.599998
2012-04-27,62.290001000000004
2012-04-30,62.290001000000004
2012-05-01,62.290001000000004
2012-05-02,62.290001000000004
2012-05-03,62.290001000000004
2012-05-04,62.290001000000004
2012-05-07,62.290001000000004
2012-05-08,62.290001000000004
2012-05-09,58.0
2012-05-10,58.0
2012-05-11,58.0
2012-05-14,58.0
2012-05-15,58.0
2012-05-16,56.5
2012-05-17,56.5
2012-05-18,56.849998
2012-05-21,56.849998
2012-05-22,56.849998
2012-05-23,56.900002
2012-05-24,56.900002
2012-05-25,56.900002
2012-05-29,56.900002
2012-05-30,56.900002
2012-05-31,56.900002
2012-06-01,56.900002
2012-06-04,56.900002
2012-06-05,56.900002
2012-06-06,56.900002
2012-06-07,54.439999
2012-06-08,54.439999
2012-06-11,54.439999
2012-06-12,52.0
2012-06-13,52.0
2012-06-14,52.0
2012-06-15,52.0
2012-06-18,52.200001
2012-06-19,53.099998
2012-06-20,54.18
2012-06-21,54.0
2012-06-22,54.0
2012-06-25,54.0
2012-06-26,54.0
2012-06-27,54.0
2012-06-28,54.0
2012-06-29,54.0
2012-07-02,54.599998
2012-07-03,54.599998
2012-07-05,54.599998
2012-07-06,54.599998
2012-07-09,54.599998
2012-07-10,54.599998
2012-07-11,54.599998
2012-07-12,54.599998
2012-07-13,54.599998
2012-07-16,54.599998
2012-07-17,53.5
2012-07-18,53.5
2012-07-19,55.799999
2012-07-20,55.799999
2012-07-23,55.799999
2012-07-24,55.799999
2012-07-25,55.799999
2012-07-26,55.799999
2012-07-27,55.799999
2012-07-30,55.799999
2012-07-31,55.799999
2012-08-01,55.799999
2012-08-02,55.799999
2012-08-03,55.799999
2012-08-06,55.799999
2012-08-07,55.799999
2012-08-08,55.799999
2012-08-09,55.799999
2012-08-10,55.799999
2012-08-13,55.799999
2012-08-14,55.799999
2012-08-15,55.799999
2012-08-16,55.799999
2012-08-17,55.799999
2012-08-20,55.799999
2012-08-21,55.799999
2012-08-22,55.799999
2012-08-23,61.25
2012-08-24,61.349998
2012-08-27,61.349998
2012-08-28,61.349998
2012-08-29,61.349998
2012-08-30,61.349998
2012-08-31,61.349998
2012-09-04,61.349998
2012-09-05,60.25
2012-09-06,60.25
2012-09-07,60.25
2012-09-10,60.25
2012-09-11,60.25
