Date,DLB
2005-11-08,16.09
2005-11-09,15.92
2005-11-10,16.0
2005-11-11,16.16
2005-11-14,15.97
2005-11-15,15.65
2005-11-16,15.31
2005-11-17,15.0
2005-11-18,17.799999
2005-11-21,17.49
2005-11-22,17.450001
2005-11-23,17.35
2005-11-25,17.200001
2005-11-28,16.639999
2005-11-29,16.799999
2005-11-30,17.049999
2005-12-01,17.389999
2005-12-02,17.51
2005-12-05,17.51
2005-12-06,18.360001
2005-12-07,18.77
2005-12-08,19.129998999999998
2005-12-09,19.280001000000002
2005-12-12,18.68
2005-12-13,18.129998999999998
2005-12-14,18.110001
2005-12-15,18.43
2005-12-16,17.799999
2005-12-19,17.440001000000002
2005-12-20,17.200001
2005-12-21,17.139999
2005-12-22,16.99
2005-12-23,16.99
2005-12-27,16.780001000000002
2005-12-28,17.059998999999998
2005-12-29,17.0
2005-12-30,17.049999
2006-01-03,17.16
2006-01-04,17.440001000000002
2006-01-05,18.0
2006-01-06,17.77
2006-01-09,18.24
2006-01-10,19.35
2006-01-11,18.700001
2006-01-12,18.59
2006-01-13,18.299999
2006-01-17,18.25
2006-01-18,18.01
2006-01-19,18.1
2006-01-20,18.09
2006-01-23,18.219998999999998
2006-01-24,18.15
2006-01-25,18.15
2006-01-26,18.25
2006-01-27,19.0
2006-01-30,19.940001000000002
2006-01-31,20.370001000000002
2006-02-01,20.6
2006-02-02,20.25
2006-02-03,19.85
2006-02-06,20.379998999999998
2006-02-07,20.6
2006-02-08,20.83
2006-02-09,20.219998999999998
2006-02-10,20.35
2006-02-13,20.139999
2006-02-14,20.1
2006-02-15,20.15
2006-02-16,20.290001
2006-02-17,20.65
2006-02-21,20.389999
2006-02-22,20.24
2006-02-23,20.57
2006-02-24,20.68
2006-02-27,20.629998999999998
2006-02-28,20.370001000000002
2006-03-01,21.1
2006-03-02,21.34
2006-03-03,21.280001000000002
2006-03-06,21.4
2006-03-07,22.0
2006-03-08,20.969998999999998
2006-03-09,20.9
2006-03-10,20.67
2006-03-13,20.700001
2006-03-14,20.709999
2006-03-15,20.58
2006-03-16,20.549999
2006-03-17,20.559998999999998
2006-03-20,20.290001
2006-03-21,20.65
2006-03-22,21.35
2006-03-23,20.719998999999998
2006-03-24,20.77
2006-03-27,20.780001000000002
2006-03-28,20.6
2006-03-29,20.780001000000002
2006-03-30,20.799999
2006-03-31,20.9
2006-04-03,20.85
2006-04-04,20.59
2006-04-05,20.98
2006-04-06,20.84
2006-04-07,20.959999
2006-04-10,20.959999
2006-04-11,21.02
2006-04-12,20.9
2006-04-13,21.1
2006-04-17,21.049999
2006-04-18,20.65
2006-04-19,20.5
2006-04-20,20.639999
2006-04-21,20.950001
2006-04-24,21.24
2006-04-25,21.58
2006-04-26,21.809998999999998
2006-04-27,21.299999
2006-04-28,23.540001
2006-05-01,23.48
2006-05-02,23.4
2006-05-03,23.450001
2006-05-04,23.4
2006-05-05,23.389999
2006-05-08,23.120001000000002
2006-05-09,23.25
2006-05-10,22.799999
2006-05-11,22.32
2006-05-12,22.48
2006-05-15,22.41
2006-05-16,22.35
2006-05-17,22.24
2006-05-18,22.200001
2006-05-19,22.139999
2006-05-22,21.719998999999998
2006-05-23,21.120001000000002
2006-05-24,21.309998999999998
2006-05-25,21.08
2006-05-26,21.48
2006-05-30,21.950001
2006-05-31,22.08
2006-06-01,22.5
2006-06-02,22.57
2006-06-05,22.65
2006-06-06,22.6
2006-06-07,22.809998999999998
2006-06-08,21.4
2006-06-09,21.780001000000002
2006-06-12,21.190001000000002
2006-06-13,20.620001000000002
2006-06-14,20.799999
2006-06-15,21.120001000000002
2006-06-16,20.799999
2006-06-19,20.83
2006-06-20,20.98
2006-06-21,21.469998999999998
2006-06-22,21.540001
2006-06-23,22.17
2006-06-26,22.34
2006-06-27,22.440001000000002
2006-06-28,22.209999
2006-06-29,23.299999
2006-06-30,23.299999
2006-07-03,23.129998999999998
2006-07-05,23.219998999999998
2006-07-06,22.629998999999998
2006-07-07,22.48
2006-07-10,22.379998999999998
2006-07-11,22.33
2006-07-12,22.35
2006-07-13,21.9
2006-07-14,21.5
2006-07-17,21.25
2006-07-18,21.09
2006-07-19,21.290001
2006-07-20,21.459999
2006-07-21,20.379998999999998
2006-07-24,20.139999
2006-07-25,19.940001000000002
2006-07-26,19.790001
2006-07-27,19.4
2006-07-28,19.459999
2006-07-31,20.049999
2006-08-01,19.52
2006-08-02,20.030001000000002
2006-08-03,19.1
2006-08-04,18.77
2006-08-07,18.32
2006-08-08,18.700001
2006-08-09,18.02
2006-08-10,18.950001
2006-08-11,18.610001
2006-08-14,18.469998999999998
2006-08-15,19.700001
2006-08-16,20.120001000000002
2006-08-17,20.870001000000002
2006-08-18,21.5
2006-08-21,21.059998999999998
2006-08-22,21.459999
2006-08-23,21.049999
2006-08-24,21.0
2006-08-25,21.0
2006-08-28,21.07
2006-08-29,21.34
2006-08-30,21.27
2006-08-31,21.690001000000002
2006-09-01,21.700001
2006-09-05,20.950001
2006-09-06,20.209999
2006-09-07,20.280001000000002
2006-09-08,19.73
2006-09-11,19.68
2006-09-12,20.33
2006-09-13,20.15
2006-09-14,20.0
2006-09-15,19.75
2006-09-18,19.459999
2006-09-19,19.120001000000002
2006-09-20,19.0
2006-09-21,19.17
2006-09-22,18.92
2006-09-25,19.49
2006-09-26,19.780001000000002
2006-09-27,20.02
2006-09-28,19.870001000000002
2006-09-29,19.85
2006-10-02,19.34
2006-10-03,19.43
2006-10-04,19.5
2006-10-05,19.440001000000002
2006-10-06,19.809998999999998
2006-10-09,19.549999
2006-10-10,18.889999
2006-10-11,18.77
2006-10-12,19.09
2006-10-13,19.219998999999998
2006-10-16,19.219998999999998
2006-10-17,19.52
2006-10-18,19.540001
2006-10-19,19.559998999999998
2006-10-20,19.799999
2006-10-23,19.870001000000002
2006-10-24,19.809998999999998
2006-10-25,20.0
2006-10-26,19.85
2006-10-27,19.950001
2006-10-30,19.799999
2006-10-31,19.790001
2006-11-01,19.559998999999998
2006-11-02,19.48
2006-11-03,19.57
2006-11-06,19.860001
2006-11-07,20.370001000000002
2006-11-08,20.4
2006-11-09,19.74
2006-11-10,26.41
2006-11-13,27.299999
2006-11-14,28.129998999999998
2006-11-15,28.77
2006-11-16,29.200001
2006-11-17,28.82
2006-11-20,28.950001
2006-11-21,28.74
2006-11-22,28.790001
2006-11-24,28.540001
2006-11-27,28.700001
2006-11-28,28.370001000000002
2006-11-29,28.5
2006-11-30,28.540001
2006-12-01,27.610001
2006-12-04,27.959999
2006-12-05,28.85
2006-12-06,28.75
2006-12-07,28.98
2006-12-08,30.780001000000002
2006-12-11,30.24
2006-12-12,30.34
2006-12-13,32.099998
2006-12-14,31.4
2006-12-15,31.15
2006-12-18,31.5
2006-12-19,30.99
2006-12-20,30.52
2006-12-21,30.84
2006-12-22,30.860001
2006-12-26,30.52
2006-12-27,31.15
2006-12-28,31.15
2006-12-29,31.02
2007-01-03,31.15
2007-01-04,31.1
2007-01-05,31.200001
2007-01-08,30.92
2007-01-09,32.099998
2007-01-10,33.950001
2007-01-11,33.959998999999996
2007-01-12,33.669998
2007-01-16,33.419998
2007-01-17,33.599998
2007-01-18,31.389999
2007-01-19,30.49
2007-01-22,31.139999
2007-01-23,31.879998999999998
2007-01-24,32.970001
2007-01-25,32.970001
2007-01-26,32.630001
2007-01-29,32.32
2007-01-30,32.32
2007-01-31,33.5
2007-02-01,33.349998
2007-02-02,33.439999
2007-02-05,33.869999
2007-02-06,32.700001
2007-02-07,33.639998999999996
2007-02-08,33.150002
2007-02-09,33.419998
2007-02-12,33.509997999999996
2007-02-13,33.349998
2007-02-14,33.970001
2007-02-15,33.93
2007-02-16,33.830002
2007-02-20,33.82
2007-02-21,33.740002000000004
2007-02-22,33.720001
2007-02-23,33.700001
2007-02-26,33.5
2007-02-27,31.879998999999998
2007-02-28,32.0
2007-03-01,31.68
2007-03-02,31.219998999999998
2007-03-05,30.76
2007-03-06,31.559998999999998
2007-03-07,32.279999
2007-03-08,33.23
2007-03-09,33.0
2007-03-12,33.310001
2007-03-13,32.049999
2007-03-14,32.599998
2007-03-15,33.07
2007-03-16,33.240002000000004
2007-03-19,32.970001
2007-03-20,33.279999
2007-03-21,33.880001
2007-03-22,34.77
2007-03-23,34.900002
2007-03-26,34.650002
2007-03-27,33.470001
2007-03-28,34.330002
2007-03-29,33.650002
2007-03-30,34.509997999999996
2007-04-02,33.98
2007-04-03,34.419998
2007-04-04,34.439999
2007-04-05,34.799999
2007-04-09,35.799999
2007-04-10,35.970001
2007-04-11,35.75
2007-04-12,36.060001
2007-04-13,36.82
2007-04-16,37.790001000000004
2007-04-17,37.77
2007-04-18,36.950001
2007-04-19,36.529999
2007-04-20,37.0
2007-04-23,36.98
2007-04-24,37.110001000000004
2007-04-25,37.099998
2007-04-26,37.139998999999996
2007-04-27,37.490002000000004
2007-04-30,35.419998
2007-05-01,33.740002000000004
2007-05-02,35.049999
2007-05-03,37.450001
2007-05-04,37.419998
2007-05-07,36.830002
2007-05-08,35.919998
2007-05-09,36.119999
2007-05-10,35.32
2007-05-11,35.490002000000004
2007-05-14,34.689999
2007-05-15,34.470001
2007-05-16,33.779999
2007-05-17,33.68
2007-05-18,34.310001
2007-05-21,34.27
2007-05-22,34.560001
2007-05-23,33.25
2007-05-24,32.25
2007-05-25,32.299999
2007-05-29,33.150002
2007-05-30,33.900002
2007-05-31,33.700001
2007-06-01,33.990002000000004
2007-06-04,33.880001
2007-06-05,33.91
2007-06-06,33.41
2007-06-07,32.5
2007-06-08,32.779999
2007-06-11,32.509997999999996
2007-06-12,32.59
2007-06-13,32.68
2007-06-14,32.73
2007-06-15,32.689999
2007-06-18,32.700001
2007-06-19,32.700001
2007-06-20,31.370001000000002
2007-06-21,31.6
2007-06-22,32.240002000000004
2007-06-25,32.66
2007-06-26,34.16
2007-06-27,35.330002
2007-06-28,35.310001
2007-06-29,35.41
2007-07-02,35.799999
2007-07-03,35.360001000000004
2007-07-05,35.099998
2007-07-06,35.119999
2007-07-09,34.959998999999996
2007-07-10,34.139998999999996
2007-07-11,34.240002000000004
2007-07-12,35.139998999999996
2007-07-13,34.950001
2007-07-16,34.02
2007-07-17,34.080002
2007-07-18,33.810001
2007-07-19,34.060001
2007-07-20,34.0
2007-07-23,34.290001000000004
2007-07-24,34.5
2007-07-25,33.919998
2007-07-26,33.59
2007-07-27,32.759997999999996
2007-07-30,33.400002
2007-07-31,33.259997999999996
2007-08-01,33.48
2007-08-02,37.970001
2007-08-03,36.970001
2007-08-06,38.150002
2007-08-07,37.970001
2007-08-08,35.700001
2007-08-09,33.080002
2007-08-10,35.439999
2007-08-13,35.0
2007-08-14,34.77
2007-08-15,33.18
2007-08-16,32.950001
2007-08-17,34.389998999999996
2007-08-20,34.98
2007-08-21,34.02
2007-08-22,34.880001
2007-08-23,34.330002
2007-08-24,35.23
2007-08-27,35.330002
2007-08-28,34.57
2007-08-29,35.389998999999996
2007-08-30,35.330002
2007-08-31,36.43
2007-09-04,35.860001000000004
2007-09-05,35.27
2007-09-06,35.5
2007-09-07,34.759997999999996
2007-09-10,34.369999
2007-09-11,35.290001000000004
2007-09-12,35.130001
2007-09-13,34.700001
2007-09-14,34.66
2007-09-17,33.990002000000004
2007-09-18,33.310001
2007-09-19,33.880001
2007-09-20,33.799999
2007-09-21,33.91
2007-09-24,33.16
2007-09-25,34.66
2007-09-26,34.509997999999996
2007-09-27,34.5
2007-09-28,34.82
2007-10-01,35.790001000000004
2007-10-02,36.07
2007-10-03,35.91
2007-10-04,36.060001
2007-10-05,36.490002000000004
2007-10-08,36.43
2007-10-09,36.889998999999996
2007-10-10,37.740002000000004
2007-10-11,37.040001000000004
2007-10-12,38.16
2007-10-15,38.209998999999996
2007-10-16,38.400002
2007-10-17,40.189999
2007-10-18,41.169998
2007-10-19,40.009997999999996
2007-10-22,39.259997999999996
2007-10-23,40.860001000000004
2007-10-24,39.830002
2007-10-25,38.75
2007-10-26,41.310001
2007-10-29,40.48
2007-10-30,41.139998999999996
2007-10-31,41.459998999999996
2007-11-01,40.02
2007-11-02,41.029999
2007-11-05,41.759997999999996
2007-11-06,43.73
2007-11-07,41.900002
2007-11-08,42.419998
2007-11-09,46.240002000000004
2007-11-12,44.860001000000004
2007-11-13,49.490002000000004
2007-11-14,47.580002
2007-11-15,47.419998
2007-11-16,47.799999
2007-11-19,46.91
2007-11-20,45.52
2007-11-21,44.610001000000004
2007-11-23,45.490002000000004
2007-11-26,46.959998999999996
2007-11-27,47.66
2007-11-28,48.93
2007-11-29,51.459998999999996
2007-11-30,50.240002000000004
2007-12-03,51.59
2007-12-04,49.759997999999996
2007-12-05,50.75
2007-12-06,51.240002000000004
2007-12-07,50.580002
2007-12-10,50.209998999999996
2007-12-11,48.330002
2007-12-12,47.869999
2007-12-13,48.439999
2007-12-14,48.060001
2007-12-17,46.439999
2007-12-18,45.900002
2007-12-19,46.75
2007-12-20,46.93
2007-12-21,49.299999
2007-12-24,51.48
2007-12-26,51.610001000000004
2007-12-27,51.369999
2007-12-28,50.400002
2007-12-31,49.720001
2008-01-02,48.639998999999996
2008-01-03,48.0
2008-01-04,45.529999
2008-01-07,49.209998999999996
2008-01-08,50.93
2008-01-09,50.549999
2008-01-10,52.73
2008-01-11,51.310001
2008-01-14,51.349998
2008-01-15,51.18
2008-01-16,50.060001
2008-01-17,46.599998
2008-01-18,47.669998
2008-01-22,43.130001
2008-01-23,40.509997999999996
2008-01-24,41.299999
2008-01-25,44.25
2008-01-28,44.549999
2008-01-29,42.450001
2008-01-30,41.43
2008-01-31,42.93
2008-02-01,48.939999
2008-02-04,47.380001
2008-02-05,48.150002
2008-02-06,46.93
2008-02-07,47.919998
2008-02-08,49.150002
2008-02-11,49.52
2008-02-12,48.849998
2008-02-13,48.990002000000004
2008-02-14,47.68
2008-02-15,46.09
2008-02-19,46.23
2008-02-20,46.060001
2008-02-21,46.07
2008-02-22,45.849998
2008-02-25,46.360001000000004
2008-02-26,46.529999
2008-02-27,46.169998
2008-02-28,44.98
2008-02-29,44.25
2008-03-03,44.310001
2008-03-04,44.66
2008-03-05,44.209998999999996
2008-03-06,43.490002000000004
2008-03-07,44.509997999999996
2008-03-10,43.650002
2008-03-11,44.950001
2008-03-12,44.52
2008-03-13,44.029999
2008-03-14,42.080002
2008-03-17,39.529999
2008-03-18,37.049999
2008-03-19,35.759997999999996
2008-03-20,35.700001
2008-03-24,36.07
2008-03-25,36.16
2008-03-26,35.439999
2008-03-27,36.32
2008-03-28,35.200001
2008-03-31,36.259997999999996
2008-04-01,36.200001
2008-04-02,36.860001000000004
2008-04-03,37.669998
2008-04-04,37.34
2008-04-07,36.560001
2008-04-08,37.040001000000004
2008-04-09,37.110001000000004
2008-04-10,36.73
2008-04-11,35.700001
2008-04-14,33.619999
2008-04-15,33.630001
2008-04-16,35.040001000000004
2008-04-17,35.310001
2008-04-18,37.610001000000004
2008-04-21,37.84
2008-04-22,36.869999
2008-04-23,38.060001
2008-04-24,39.610001000000004
2008-04-25,40.889998999999996
2008-04-28,41.52
2008-04-29,40.810001
2008-04-30,40.150002
2008-05-01,41.75
2008-05-02,46.209998999999996
2008-05-05,45.700001
2008-05-06,45.75
2008-05-07,44.27
2008-05-08,44.470001
2008-05-09,44.650002
2008-05-12,45.73
2008-05-13,46.27
2008-05-14,45.450001
2008-05-15,46.060001
2008-05-16,46.27
2008-05-19,46.060001
2008-05-20,45.709998999999996
2008-05-21,44.630001
2008-05-22,45.23
2008-05-23,46.02
2008-05-27,47.110001000000004
2008-05-28,47.689999
2008-05-29,47.419998
2008-05-30,48.009997999999996
2008-06-02,46.990002000000004
2008-06-03,46.580002
2008-06-04,46.779999
2008-06-05,47.130001
2008-06-06,45.400002
2008-06-09,45.119999
2008-06-10,45.700001
2008-06-11,44.41
2008-06-12,43.759997999999996
2008-06-13,45.130001
2008-06-16,45.849998
2008-06-17,46.779999
2008-06-18,45.990002000000004
2008-06-19,45.0
2008-06-20,43.919998
2008-06-23,43.849998
2008-06-24,40.630001
2008-06-25,41.759997999999996
2008-06-26,39.330002
2008-06-27,39.349998
2008-06-30,40.299999
2008-07-01,40.68
2008-07-02,41.669998
2008-07-03,40.970001
2008-07-07,39.919998
2008-07-08,40.150002
2008-07-09,38.689999
2008-07-10,38.669998
2008-07-11,38.119999
2008-07-14,37.84
2008-07-15,36.360001000000004
2008-07-16,38.0
2008-07-17,38.360001000000004
2008-07-18,39.900002
2008-07-21,40.02
2008-07-22,41.049999
2008-07-23,40.68
2008-07-24,40.349998
2008-07-25,41.110001000000004
2008-07-28,41.720001
2008-07-29,41.0
2008-07-30,40.34
2008-07-31,40.689999
2008-08-01,39.240002000000004
2008-08-04,38.93
2008-08-05,40.34
2008-08-06,40.849998
2008-08-07,40.57
2008-08-08,41.310001
2008-08-11,42.240002000000004
2008-08-12,41.16
2008-08-13,41.48
2008-08-14,41.84
2008-08-15,42.459998999999996
2008-08-18,41.459998999999996
2008-08-19,41.610001000000004
2008-08-20,41.540001000000004
2008-08-21,41.310001
2008-08-22,41.439999
2008-08-25,40.57
2008-08-26,40.98
2008-08-27,41.34
2008-08-28,41.119999
2008-08-29,40.700001
2008-09-02,40.66
2008-09-03,40.029999
2008-09-04,39.200001
2008-09-05,40.09
2008-09-08,41.02
2008-09-09,40.5
2008-09-10,40.900002
2008-09-11,41.299999
2008-09-12,41.16
2008-09-15,39.810001
2008-09-16,40.959998999999996
2008-09-17,39.380001
2008-09-18,40.540001000000004
2008-09-19,42.610001000000004
2008-09-22,39.950001
2008-09-23,38.380001
2008-09-24,38.459998999999996
2008-09-25,36.16
2008-09-26,36.040001000000004
2008-09-29,33.490002000000004
2008-09-30,35.189999
2008-10-01,35.200001
2008-10-02,33.330002
2008-10-03,32.34
2008-10-06,31.35
2008-10-07,29.440001000000002
2008-10-08,30.129998999999998
2008-10-09,28.75
2008-10-10,30.5
2008-10-13,33.330002
2008-10-14,31.370001000000002
2008-10-15,28.290001
2008-10-16,30.200001
2008-10-17,30.84
2008-10-20,32.049999
2008-10-21,30.99
2008-10-22,30.18
2008-10-23,30.16
2008-10-24,30.67
2008-10-27,30.07
2008-10-28,30.129998999999998
2008-10-29,29.629998999999998
2008-10-30,31.27
2008-10-31,31.57
2008-11-03,32.32
2008-11-04,32.75
2008-11-05,29.440001000000002
2008-11-06,28.219998999999998
2008-11-07,31.530001000000002
2008-11-10,31.35
2008-11-11,31.540001
2008-11-12,28.610001
2008-11-13,28.98
2008-11-14,27.0
2008-11-17,27.389999
2008-11-18,26.709999
2008-11-19,25.780001000000002
2008-11-20,24.860001
2008-11-21,25.85
2008-11-24,27.969998999999998
2008-11-25,27.559998999999998
2008-11-26,29.92
2008-11-28,29.82
2008-12-01,27.84
2008-12-02,28.34
2008-12-03,28.27
2008-12-04,27.860001
2008-12-05,28.26
2008-12-08,28.32
2008-12-09,28.91
2008-12-10,29.65
2008-12-11,27.91
2008-12-12,28.9
2008-12-15,28.17
2008-12-16,30.43
2008-12-17,32.869999
2008-12-18,31.719998999999998
2008-12-19,32.369999
2008-12-22,31.809998999999998
2008-12-23,31.530001000000002
2008-12-24,31.950001
2008-12-26,32.220001
2008-12-29,30.68
2008-12-30,32.27
2008-12-31,32.759997999999996
2009-01-02,33.150002
2009-01-05,33.52
2009-01-06,33.610001000000004
2009-01-07,32.43
2009-01-08,32.029999
2009-01-09,31.85
2009-01-12,32.07
2009-01-13,31.99
2009-01-14,30.719998999999998
2009-01-15,30.809998999999998
2009-01-16,31.57
2009-01-20,31.120001000000002
2009-01-21,31.08
2009-01-22,27.459999
2009-01-23,27.48
2009-01-26,27.0
2009-01-27,26.27
2009-01-28,27.08
2009-01-29,25.85
2009-01-30,25.559998999999998
2009-02-02,25.5
2009-02-03,25.629998999999998
2009-02-04,25.870001000000002
2009-02-05,30.18
2009-02-06,31.17
2009-02-09,32.18
2009-02-10,31.540001
2009-02-11,32.060001
2009-02-12,32.900002
2009-02-13,32.73
2009-02-17,32.139998999999996
2009-02-18,30.950001
2009-02-19,30.59
2009-02-20,29.969998999999998
2009-02-23,29.219998999999998
2009-02-24,30.469998999999998
2009-02-25,28.889999
2009-02-26,29.5
2009-02-27,28.049999
2009-03-02,27.639999
2009-03-03,28.07
2009-03-04,29.4
2009-03-05,29.25
2009-03-06,29.129998999999998
2009-03-09,28.51
2009-03-10,30.35
2009-03-11,31.059998999999998
2009-03-12,31.799999
2009-03-13,32.889998999999996
2009-03-16,31.91
2009-03-17,32.720001
2009-03-18,33.560001
2009-03-19,33.860001000000004
2009-03-20,32.860001000000004
2009-03-23,34.869999
2009-03-24,33.880001
2009-03-25,33.290001000000004
2009-03-26,34.91
2009-03-27,34.02
2009-03-30,33.419998
2009-03-31,34.110001000000004
2009-04-01,34.900002
2009-04-02,36.380001
2009-04-03,36.610001000000004
2009-04-06,36.0
2009-04-07,34.450001
2009-04-08,34.990002000000004
2009-04-09,35.560001
2009-04-13,34.68
2009-04-14,34.349998
2009-04-15,34.93
2009-04-16,35.830002
2009-04-17,36.419998
2009-04-20,34.77
2009-04-21,35.439999
2009-04-22,35.34
2009-04-23,35.57
2009-04-24,36.810001
2009-04-27,37.290001000000004
2009-04-28,37.759997999999996
2009-04-29,40.049999
2009-04-30,40.130001
2009-05-01,38.59
2009-05-04,38.369999
2009-05-05,39.540001000000004
2009-05-06,39.09
2009-05-07,38.700001
2009-05-08,40.0
2009-05-11,38.630001
2009-05-12,39.200001
2009-05-13,37.740002000000004
2009-05-14,38.02
2009-05-15,38.639998999999996
2009-05-18,39.150002
2009-05-19,38.669998
2009-05-20,39.869999
2009-05-21,38.48
2009-05-22,37.419998
2009-05-26,39.23
2009-05-27,36.009997999999996
2009-05-28,35.52
2009-05-29,36.060001
2009-06-01,38.0
2009-06-02,37.689999
2009-06-03,36.720001
2009-06-04,36.810001
2009-06-05,37.779999
2009-06-08,37.919998
2009-06-09,38.34
2009-06-10,37.25
2009-06-11,38.099998
2009-06-12,38.07
2009-06-15,37.400002
2009-06-16,37.09
2009-06-17,37.32
2009-06-18,37.349998
2009-06-19,37.029999
2009-06-22,36.200001
2009-06-23,35.360001000000004
2009-06-24,35.990002000000004
2009-06-25,36.900002
2009-06-26,36.700001
2009-06-29,37.34
2009-06-30,37.279999
2009-07-01,37.110001000000004
2009-07-02,36.470001
2009-07-06,35.830002
2009-07-07,34.91
2009-07-08,34.860001000000004
2009-07-09,34.939999
2009-07-10,35.110001000000004
2009-07-13,36.02
2009-07-14,36.290001000000004
2009-07-15,38.130001
2009-07-16,38.939999
2009-07-17,39.040001000000004
2009-07-20,39.040001000000004
2009-07-21,38.880001
2009-07-22,40.34
2009-07-23,41.43
2009-07-24,41.970001
2009-07-27,41.880001
2009-07-28,42.060001
2009-07-29,42.040001000000004
2009-07-30,41.59
2009-07-31,41.630001
2009-08-03,42.099998
2009-08-04,41.900002
2009-08-05,40.529999
2009-08-06,40.040001000000004
2009-08-07,40.060001
2009-08-10,39.470001
2009-08-11,39.470001
2009-08-12,39.52
2009-08-13,40.490002000000004
2009-08-14,40.029999
2009-08-17,39.540001000000004
2009-08-18,40.290001000000004
2009-08-19,39.919998
2009-08-20,39.939999
2009-08-21,40.029999
2009-08-24,39.68
2009-08-25,39.490002000000004
2009-08-26,39.830002
2009-08-27,39.41
2009-08-28,40.080002
2009-08-31,39.009997999999996
2009-09-01,37.23
2009-09-02,36.549999
