Date,LDG
2015-08-12,8043.669922
2015-08-13,8043.669922
2015-08-14,7517.0
2015-08-17,7038.209961
2015-08-18,6750.930176000001
2015-08-19,6320.02002
2015-08-20,6128.509765999999
2015-08-21,6128.509765999999
2015-08-24,5745.47998
2015-08-25,5553.959961
2015-08-26,5601.839844
2015-08-27,5745.47998
2015-08-28,5697.600098
2015-08-31,5697.600098
2015-09-01,5936.990234000001
2015-09-02,5936.990234000001
2015-09-03,5936.990234000001
2015-09-04,6320.02002
2015-09-08,6846.689941
2015-09-09,6607.299805
2015-09-10,6463.660156
2015-09-11,6846.689941
2015-09-14,6703.049805
2015-09-15,6655.180176
2015-09-16,6655.180176
2015-09-17,6798.810059
2015-09-18,7181.839844
2015-09-21,7133.970215
2015-09-22,7421.240234000001
2015-09-23,7564.879883
2015-09-24,7325.47998
2015-09-25,7229.720215
2015-09-28,6894.569823999999
2015-09-29,6894.569823999999
2015-09-30,6703.049805
2015-10-01,6942.450195
2015-10-02,6942.450195
2015-10-05,7181.839844
2015-10-06,7277.600098000001
2015-10-07,7277.600098000001
2015-10-08,7373.359863
2015-10-09,7325.47998
2015-10-12,7229.720215
2015-10-13,7038.209961
2015-10-14,7133.970215
2015-10-15,7181.839844
2015-10-16,7229.720215
2015-10-19,7133.970215
2015-10-20,7086.089844
2015-10-21,7181.839844
2015-10-22,7277.600098000001
2015-10-23,7469.120117
2015-10-26,7469.120117
2015-10-27,7469.120117
2015-10-28,7421.240234000001
2015-10-29,7900.029785
2015-10-30,7756.390137
2015-11-02,7947.910156
2015-11-03,8139.419922
2015-11-04,8235.179688
2015-11-05,8091.540039
2015-11-06,7804.27002
2015-11-09,7852.149901999999
2015-11-10,7325.47998
2015-11-11,6846.689941
2015-11-12,6367.899902
2015-11-13,6463.660156
2015-11-16,6032.75
2015-11-17,5984.870117
2015-11-18,6367.899902
2015-11-19,6128.509765999999
2015-11-20,6224.27002
2015-11-23,6176.390136999999
2015-11-24,6032.75
2015-11-25,6080.629883
2015-11-27,5889.109863000001
2015-11-30,5553.959961
2015-12-01,5553.959961
2015-12-02,5601.839844
2015-12-03,5889.109863000001
2015-12-04,5936.990234000001
2015-12-07,5841.22998
2015-12-08,5936.990234000001
2015-12-09,5745.47998
2015-12-10,5553.959961
2015-12-11,5601.839844
2015-12-14,5649.720215
2015-12-15,5697.600098
2015-12-16,5984.870117
2015-12-17,5889.109863000001
2015-12-18,5793.350098
2015-12-21,5697.600098
2015-12-22,5649.720215
2015-12-23,5601.839844
2015-12-24,5697.600098
2015-12-28,5553.959961
2015-12-29,5506.080078
2015-12-30,5506.080078
2015-12-31,5601.839844
2016-01-04,5506.080078
2016-01-05,5458.200195
2016-01-06,5458.200195
2016-01-07,5123.049805
2016-01-08,4787.899902
2016-01-11,4740.02002
2016-01-12,4979.410156
2016-01-13,4883.649902
2016-01-14,4931.529785
2016-01-15,4835.779785
2016-01-19,4548.5
2016-01-20,4644.259765999999
2016-01-21,4596.379883
2016-01-22,4740.02002
2016-01-25,5027.290039
2016-01-26,5218.810059
2016-01-27,5410.319824
2016-01-28,5362.439941
2016-01-29,5458.200195
2016-02-01,5218.810059
2016-02-02,5123.049805
2016-02-03,5362.439941
2016-02-04,5266.689941
2016-02-05,5266.689941
2016-02-08,5266.689941
2016-02-09,5266.689941
2016-02-10,5266.689941
2016-02-11,5266.689941
2016-02-12,5266.689941
2016-02-16,5218.810059
2016-02-17,5123.049805
2016-02-18,5410.319824
2016-02-19,5266.689941
2016-02-22,5314.560059
2016-02-23,5218.810059
2016-02-24,5218.810059
2016-02-25,5314.560059
2016-02-26,5362.439941
2016-02-29,5218.810059
2016-03-01,5218.810059
2016-03-02,5362.439941
2016-03-03,5266.689941
2016-03-04,5218.810059
2016-03-07,5123.049805
2016-03-08,5123.049805
2016-03-09,5218.810059
2016-03-10,5218.810059
2016-03-11,5362.439941
2016-03-14,5410.319824
2016-03-15,5218.810059
2016-03-16,5218.810059
2016-03-17,5218.810059
2016-03-18,5170.930176
2016-03-21,5075.169922
2016-03-22,5123.049805
2016-03-23,5314.560059
2016-03-24,5123.049805
2016-03-28,4452.740234000001
2016-03-29,4165.470215
2016-03-30,4452.740234000001
2016-03-31,4213.350098
2016-04-01,3973.9499509999996
2016-04-04,3973.9499509999996
2016-04-05,4213.350098
2016-04-06,4117.589844
2016-04-07,4165.470215
2016-04-08,4117.589844
2016-04-11,4213.350098
2016-04-12,4069.709961
2016-04-13,4069.709961
2016-04-14,4213.350098
2016-04-15,4117.589844
2016-04-18,4117.589844
2016-04-19,4117.589844
2016-04-20,3973.9499509999996
2016-04-21,3734.5600590000004
2016-04-22,3973.9499509999996
2016-04-25,4213.350098
2016-04-26,4500.620117
2016-04-27,4500.620117
2016-04-28,4644.259765999999
2016-04-29,4548.5
2016-05-02,4548.5
2016-05-03,4548.5
2016-05-04,4835.779785
2016-05-05,4883.649902
2016-05-06,4787.899902
2016-05-09,4692.140136999999
2016-05-10,4692.140136999999
2016-05-11,4787.899902
2016-05-12,4835.779785
2016-05-13,4787.899902
2016-05-16,4644.259765999999
2016-05-17,4740.02002
2016-05-18,4740.02002
2016-05-19,5027.290039
2016-05-20,5075.169922
2016-05-23,5123.049805
2016-05-24,5458.200195
2016-05-25,5649.720215
2016-05-26,5506.080078
2016-05-27,5793.350098
2016-05-31,5649.720215
2016-06-01,5745.47998
2016-06-02,5697.600098
2016-06-03,5984.870117
2016-06-06,5889.109863000001
2016-06-07,5697.600098
2016-06-08,5649.720215
2016-06-09,5745.47998
2016-06-10,5697.600098
2016-06-13,5889.109863000001
2016-06-14,5793.350098
2016-06-15,5506.080078
2016-06-16,5506.080078
2016-06-17,5170.930176
2016-06-20,4979.410156
2016-06-21,4931.529785
2016-06-22,5170.930176
2016-06-23,5266.689941
2016-06-24,4931.529785
2016-06-27,4835.779785
2016-06-28,4931.529785
2016-06-29,5123.049805
2016-06-30,5075.169922
2016-07-01,5027.290039
2016-07-05,4883.649902
2016-07-06,5027.290039
2016-07-07,4979.410156
2016-07-08,4787.899902
2016-07-11,4500.620117
2016-07-12,4452.740234000001
2016-07-13,4500.620117
2016-07-14,4356.990234000001
2016-07-15,4261.22998
2016-07-18,4548.5
2016-07-19,4740.02002
2016-07-20,4548.5
2016-07-21,4500.620117
2016-07-22,4452.740234000001
2016-07-25,4356.990234000001
2016-07-26,4548.5
2016-07-27,4548.5
2016-07-28,4548.5
2016-07-29,4452.740234000001
2016-08-01,4548.5
2016-08-02,4404.859863000001
2016-08-03,4500.620117
2016-08-04,4356.990234000001
2016-08-05,4165.470215
2016-08-08,3878.1999509999996
2016-08-09,3878.1999509999996
2016-08-10,4069.709961
2016-08-11,3973.9499509999996
2016-08-12,3973.9499509999996
2016-08-15,4213.350098
2016-08-16,4213.350098
2016-08-17,4356.990234000001
2016-08-18,4356.990234000001
2016-08-19,4309.109863000001
2016-08-22,4165.470215
2016-08-23,4117.589844
2016-08-24,4213.350098
2016-08-25,4500.620117
2016-08-26,4548.5
2016-08-29,4500.620117
2016-08-30,4500.620117
2016-08-31,4548.5
2016-09-01,4452.740234000001
2016-09-02,4452.740234000001
2016-09-06,4644.259765999999
2016-09-07,4500.620117
2016-09-08,4548.5
2016-09-09,4689.27002
2016-09-12,4463.279785
2016-09-13,4519.77002
2016-09-14,4293.790039
2016-09-15,4288.140136999999
2016-09-16,4129.939941
2016-09-19,4011.3000490000004
2016-09-20,4050.850098
2016-09-21,4305.080078
2016-09-22,4186.439941
2016-09-23,4197.740234000001
2016-09-26,4124.290039
2016-09-27,3954.8000490000004
2016-09-28,3870.0600590000004
2016-09-29,3841.8100590000004
2016-09-30,3841.8100590000004
2016-10-03,3745.76001
2016-10-04,3870.0600590000004
2016-10-05,3830.51001
2016-10-06,3785.3100590000004
2016-10-07,3892.6599119999996
2016-10-10,3768.360107
2016-10-11,3757.0600590000004
2016-10-12,3813.5600590000004
2016-10-13,3858.76001
2016-10-14,3920.899902
2016-10-17,3841.8100590000004
2016-10-18,3790.959961
2016-10-19,3751.4099119999996
2016-10-20,3672.320068
2016-10-21,3604.5200200000004
2016-10-24,3384.179932
2016-10-25,3265.540039
2016-10-26,3169.48999
2016-10-27,3180.790039
2016-10-28,3214.689941
2016-10-31,2994.350098
2016-11-01,2836.159912
2016-11-02,2824.860107
2016-11-03,2819.209961
2016-11-04,2807.909912
2016-11-07,2824.860107
2016-11-08,2824.860107
2016-11-09,2627.1201170000004
2016-11-10,2807.909912
2016-11-11,3000.0
2016-11-14,3079.100098
2016-11-15,3022.600098
2016-11-16,3022.600098
2016-11-17,3022.600098
2016-11-18,3005.649902
2016-11-21,2881.360107
2016-11-22,2881.360107
2016-11-23,2864.409912
2016-11-25,2785.310059
2016-11-28,2768.360107
2016-11-29,2768.360107
2016-11-30,2768.360107
2016-12-01,2745.76001
2016-12-02,2937.850098
2016-12-05,3141.23999
2016-12-06,3254.23999
2016-12-07,3220.340088
2016-12-08,3333.330078
2016-12-09,3564.969971
2016-12-12,3661.0200200000004
2016-12-13,3406.780029
2016-12-14,3502.820068
2016-12-15,3627.1201170000004
2016-12-16,3655.3701170000004
2016-12-19,3474.580078
2016-12-20,3276.840088
2016-12-21,3062.149902
2016-12-22,2994.350098
2016-12-23,3011.300049
2016-12-27,3118.639893
2016-12-28,3141.23999
2016-12-29,3163.840088
2016-12-30,3220.340088
2017-01-03,3192.090088
2017-01-04,3096.050049
2017-01-05,3152.540039
2017-01-06,3141.23999
2017-01-09,3152.540039
2017-01-10,3158.189941
2017-01-11,3163.840088
2017-01-12,3175.139893
2017-01-13,3180.790039
2017-01-17,3412.429932
2017-01-18,3412.429932
2017-01-19,3401.1298829999996
2017-01-20,3587.570068
2017-01-23,3615.820068
2017-01-24,3672.320068
2017-01-25,3785.3100590000004
2017-01-26,3785.3100590000004
2017-01-27,3785.3100590000004
2017-01-30,3785.3100590000004
2017-01-31,3785.3100590000004
2017-02-01,3785.3100590000004
2017-02-02,3785.3100590000004
2017-02-03,3870.0600590000004
2017-02-06,3683.6201170000004
2017-02-07,3785.3100590000004
2017-02-08,4011.3000490000004
2017-02-09,4079.100098
2017-02-10,4169.490234000001
2017-02-13,4169.490234000001
2017-02-14,4418.080078
2017-02-15,4677.970215
2017-02-16,4723.160156
2017-02-17,4745.759765999999
2017-02-21,5141.240234000001
2017-02-22,5084.75
2017-02-23,5197.740234000001
2017-02-24,5197.740234000001
2017-02-27,5084.75
2017-02-28,4802.259765999999
2017-03-01,4960.450195
2017-03-02,5028.25
2017-03-03,5084.75
2017-03-06,5197.740234000001
2017-03-07,5197.740234000001
2017-03-08,5084.75
2017-03-09,4915.25
2017-03-10,4774.009765999999
2017-03-13,4762.709961
2017-03-14,4717.509765999999
2017-03-15,4740.109863000001
2017-03-16,5067.799805
2017-03-17,5197.740234000001
2017-03-20,5310.72998
2017-03-21,5254.240234000001
2017-03-22,4971.75
2017-03-23,5158.189941
2017-03-24,5293.790039
2017-03-27,5305.080078
2017-03-28,5310.72998
2017-03-29,5186.439941
2017-03-30,5084.75
2017-03-31,5175.140136999999
2017-04-03,5474.580078
2017-04-04,5310.72998
2017-04-05,5593.220215
2017-04-06,5593.220215
2017-04-07,5960.450195
2017-04-10,6355.930176
2017-04-11,6525.419922
2017-04-12,6836.160156
2017-04-13,6666.669922
2017-04-17,6949.149901999999
2017-04-18,6723.160156
2017-04-19,7175.140137
2017-04-20,7542.370117
2017-04-21,7514.120117
2017-04-24,7881.359863
2017-04-25,8418.080078
2017-04-26,8418.080078
2017-04-27,8248.589844
