Date,PM
2008-08-07,54.639998999999996
2008-08-08,55.209998999999996
2008-08-11,55.75
2008-08-12,55.950001
2008-08-13,55.540001000000004
2008-08-14,55.470001
2008-08-15,55.57
2008-08-18,55.009997999999996
2008-08-19,54.509997999999996
2008-08-20,54.610001000000004
2008-08-21,54.82
2008-08-22,55.529999
2008-08-25,54.869999
2008-08-26,54.639998999999996
2008-08-27,54.099998
2008-08-28,53.919998
2008-08-29,53.700001
2008-09-02,54.810001
2008-09-03,54.07
2008-09-04,53.369999
2008-09-05,54.0
2008-09-08,54.98
2008-09-09,54.779999
2008-09-10,54.619999
2008-09-11,54.810001
2008-09-12,53.68
2008-09-15,52.82
2008-09-16,53.77
2008-09-17,48.98
2008-09-18,50.0
2008-09-19,51.419998
2008-09-22,50.029999
2008-09-23,49.25
2008-09-24,49.790001000000004
2008-09-25,51.610001000000004
2008-09-26,50.900002
2008-09-29,46.799999
2008-09-30,48.099998
2008-10-01,50.779999
2008-10-02,49.080002
2008-10-03,49.669998
2008-10-06,46.119999
2008-10-07,44.360001000000004
2008-10-08,43.049999
2008-10-09,39.0
2008-10-10,39.740002000000004
2008-10-13,44.990002000000004
2008-10-14,44.040001000000004
2008-10-15,40.82
2008-10-16,43.009997999999996
2008-10-17,43.299999
2008-10-20,43.389998999999996
2008-10-21,42.16
2008-10-22,40.830002
2008-10-23,42.959998999999996
2008-10-24,40.5
2008-10-27,39.060001
2008-10-28,42.580002
2008-10-29,41.549999
2008-10-30,42.799999
2008-10-31,43.470001
2008-11-03,42.610001000000004
2008-11-04,44.75
2008-11-05,44.02
2008-11-06,40.880001
2008-11-07,42.200001
2008-11-10,42.110001000000004
2008-11-11,41.32
2008-11-12,39.099998
2008-11-13,39.84
2008-11-14,38.41
2008-11-17,38.349998
2008-11-18,38.549999
2008-11-19,36.639998999999996
2008-11-20,36.630001
2008-11-21,38.259997999999996
2008-11-24,41.830002
2008-11-25,41.200001
2008-11-26,42.5
2008-11-28,42.16
2008-12-01,39.68
2008-12-02,40.029999
2008-12-03,41.610001000000004
2008-12-04,40.860001000000004
2008-12-05,42.360001000000004
2008-12-08,42.66
2008-12-09,41.970001
2008-12-10,42.299999
2008-12-11,41.950001
2008-12-12,41.360001000000004
2008-12-15,41.540001000000004
2008-12-16,41.02
2008-12-17,42.029999
2008-12-18,41.959998999999996
2008-12-19,41.849998
2008-12-22,42.169998
2008-12-23,41.73
2008-12-24,42.419998
2008-12-26,42.459998999999996
2008-12-29,43.16
2008-12-30,43.91
2008-12-31,43.509997999999996
2009-01-02,44.119999
2009-01-05,44.470001
2009-01-06,43.240002000000004
2009-01-07,42.700001
2009-01-08,42.700001
2009-01-09,42.32
2009-01-12,41.830002
2009-01-13,42.189999
2009-01-14,41.560001
2009-01-15,41.48
2009-01-16,42.119999
2009-01-20,41.48
2009-01-21,41.41
2009-01-22,40.959998999999996
2009-01-23,41.220001
2009-01-26,41.130001
2009-01-27,40.150002
2009-01-28,39.990002000000004
2009-01-29,38.75
2009-01-30,37.150002
2009-02-02,37.41
2009-02-03,38.32
2009-02-04,36.779999
2009-02-05,37.259997999999996
2009-02-06,36.830002
2009-02-09,36.720001
2009-02-10,36.040001000000004
2009-02-11,36.369999
2009-02-12,36.150002
2009-02-13,35.990002000000004
2009-02-17,34.73
2009-02-18,35.400002
2009-02-19,35.91
2009-02-20,35.630001
2009-02-23,35.110001000000004
2009-02-24,34.900002
2009-02-25,34.799999
2009-02-26,34.209998999999996
2009-02-27,33.470001
2009-03-02,32.75
2009-03-03,32.34
2009-03-04,33.490002000000004
2009-03-05,32.950001
2009-03-06,33.34
2009-03-09,34.07
2009-03-10,34.049999
2009-03-11,33.650002
2009-03-12,34.639998999999996
2009-03-13,36.009997999999996
2009-03-16,37.16
2009-03-17,38.599998
2009-03-18,38.279999
2009-03-19,37.209998999999996
2009-03-20,38.360001000000004
2009-03-23,38.119999
2009-03-24,38.799999
2009-03-25,38.580002
2009-03-26,38.299999
2009-03-27,37.580002
2009-03-30,36.73
2009-03-31,35.580002
2009-04-01,36.220001
2009-04-02,36.09
2009-04-03,36.200001
2009-04-06,37.330002
2009-04-07,36.98
2009-04-08,38.25
2009-04-09,37.709998999999996
2009-04-13,37.080002
2009-04-14,36.439999
2009-04-15,37.799999
2009-04-16,38.0
2009-04-17,37.32
2009-04-20,36.91
2009-04-21,36.889998999999996
2009-04-22,36.25
2009-04-23,37.0
2009-04-24,37.43
2009-04-27,37.189999
2009-04-28,36.830002
2009-04-29,36.84
2009-04-30,36.200001
2009-05-01,37.18
2009-05-04,38.130001
2009-05-05,37.290001000000004
2009-05-06,39.290001000000004
2009-05-07,40.869999
2009-05-08,41.099998
2009-05-11,40.549999
2009-05-12,41.84
2009-05-13,41.77
2009-05-14,42.419998
2009-05-15,43.169998
2009-05-18,42.689999
2009-05-19,42.220001
2009-05-20,43.189999
2009-05-21,42.810001
2009-05-22,42.709998999999996
2009-05-26,42.130001
2009-05-27,41.650002
2009-05-28,42.540001000000004
2009-05-29,42.639998999999996
2009-06-01,43.630001
2009-06-02,44.599998
2009-06-03,44.189999
2009-06-04,44.43
2009-06-05,44.099998
2009-06-08,44.529999
2009-06-09,43.849998
2009-06-10,43.52
2009-06-11,43.880001
2009-06-12,43.52
2009-06-15,42.889998999999996
2009-06-16,42.259997999999996
2009-06-17,41.900002
2009-06-18,42.529999
2009-06-19,42.150002
2009-06-22,41.580002
2009-06-23,41.459998999999996
2009-06-24,41.630001
2009-06-25,42.98
2009-06-26,42.610001000000004
2009-06-29,43.389998999999996
2009-06-30,43.619999
2009-07-01,44.09
2009-07-02,42.939999
2009-07-06,44.150002
2009-07-07,43.75
2009-07-08,43.490002000000004
2009-07-09,42.34
2009-07-10,42.349998
2009-07-13,42.900002
2009-07-14,42.66
2009-07-15,44.029999
2009-07-16,43.299999
2009-07-17,44.0
2009-07-20,43.950001
2009-07-21,43.900002
2009-07-22,43.880001
2009-07-23,46.02
2009-07-24,47.299999
2009-07-27,46.700001
2009-07-28,46.48
2009-07-29,46.82
2009-07-30,46.82
2009-07-31,46.599998
2009-08-03,46.82
2009-08-04,46.98
2009-08-05,46.77
2009-08-06,46.990002000000004
2009-08-07,47.060001
2009-08-10,47.200001
2009-08-11,46.790001000000004
2009-08-12,46.540001000000004
2009-08-13,46.43
2009-08-14,46.619999
2009-08-17,45.459998999999996
2009-08-18,46.32
2009-08-19,45.790001000000004
2009-08-20,46.48
2009-08-21,46.869999
2009-08-24,47.43
2009-08-25,46.799999
2009-08-26,46.68
2009-08-27,46.27
2009-08-28,45.360001000000004
2009-08-31,45.709998999999996
2009-09-01,45.16
2009-09-02,45.639998999999996
2009-09-03,45.82
2009-09-04,46.049999
2009-09-08,47.450001
2009-09-09,47.220001
2009-09-10,46.82
2009-09-11,47.419998
2009-09-14,47.66
2009-09-15,46.900002
2009-09-16,47.5
2009-09-17,47.529999
2009-09-18,48.18
2009-09-21,48.43
2009-09-22,48.93
2009-09-23,49.400002
2009-09-24,48.290001000000004
2009-09-25,47.639998999999996
2009-09-28,48.02
2009-09-29,48.720001
2009-09-30,48.740002000000004
2009-10-01,48.32
2009-10-02,48.360001000000004
2009-10-05,49.049999
2009-10-06,49.91
2009-10-07,49.59
2009-10-08,50.349998
2009-10-09,50.189999
2009-10-12,50.450001
2009-10-13,49.880001
2009-10-14,50.330002
2009-10-15,50.380001
2009-10-16,50.950001
2009-10-19,51.450001
2009-10-20,51.549999
2009-10-21,50.82
2009-10-22,49.459998999999996
2009-10-23,49.07
2009-10-26,48.75
2009-10-27,48.91
2009-10-28,48.959998999999996
2009-10-29,49.009997999999996
2009-10-30,47.360001000000004
2009-11-02,48.57
2009-11-03,47.849998
2009-11-04,47.380001
2009-11-05,48.66
2009-11-06,48.830002
2009-11-09,49.869999
2009-11-10,49.830002
2009-11-11,49.349998
2009-11-12,49.959998999999996
2009-11-13,50.150002
2009-11-16,50.639998999999996
2009-11-17,50.610001000000004
2009-11-18,50.52
2009-11-19,50.139998999999996
2009-11-20,49.73
2009-11-23,50.07
2009-11-24,50.32
2009-11-25,50.310001
2009-11-27,49.990002000000004
2009-11-30,48.09
2009-12-01,49.169998
2009-12-02,49.169998
2009-12-03,49.48
2009-12-04,49.82
2009-12-07,49.84
2009-12-08,49.040001000000004
2009-12-09,49.060001
2009-12-10,48.869999
2009-12-11,48.48
2009-12-14,50.259997999999996
2009-12-15,50.07
2009-12-16,50.080002
2009-12-17,49.290001000000004
2009-12-18,48.66
2009-12-21,49.25
2009-12-22,49.599998
2009-12-23,48.799999
2009-12-24,48.900002
2009-12-28,48.849998
2009-12-29,48.849998
2009-12-30,48.66
2009-12-31,48.189999
2010-01-04,49.349998
2010-01-05,48.919998
2010-01-06,48.919998
2010-01-07,49.529999
2010-01-08,49.259997999999996
2010-01-11,49.439999
2010-01-12,49.169998
2010-01-13,49.669998
2010-01-14,49.599998
2010-01-15,49.619999
2010-01-19,50.09
2010-01-20,49.240002000000004
2010-01-21,47.73
2010-01-22,46.810001
2010-01-25,47.049999
2010-01-26,47.0
2010-01-27,46.639998999999996
2010-01-28,46.209998999999996
2010-01-29,45.509997999999996
2010-02-01,46.110001000000004
2010-02-02,47.599998
2010-02-03,46.970001
2010-02-04,45.939999
2010-02-05,45.66
2010-02-08,45.529999
2010-02-09,46.849998
2010-02-10,46.810001
2010-02-11,48.669998
2010-02-12,49.290001000000004
2010-02-16,49.419998
2010-02-17,49.830002
2010-02-18,50.279999
2010-02-19,49.98
2010-02-22,49.75
2010-02-23,49.299999
2010-02-24,49.830002
2010-02-25,49.610001000000004
2010-02-26,48.98
2010-03-01,48.93
2010-03-02,49.810001
2010-03-03,49.98
2010-03-04,50.66
2010-03-05,51.25
2010-03-08,50.790001000000004
2010-03-09,50.380001
2010-03-10,50.299999
2010-03-11,50.240002000000004
2010-03-12,50.139998999999996
2010-03-15,50.919998
2010-03-16,51.240002000000004
2010-03-17,51.830002
2010-03-18,51.82
2010-03-19,52.68
2010-03-22,52.889998999999996
2010-03-23,52.439999
2010-03-24,51.889998999999996
2010-03-25,51.720001
2010-03-26,52.119999
2010-03-29,52.529999
2010-03-30,52.490002000000004
2010-03-31,52.16
2010-04-01,52.470001
2010-04-05,52.849998
2010-04-06,52.650002
2010-04-07,52.52
2010-04-08,52.369999
2010-04-09,52.75
2010-04-12,52.950001
2010-04-13,52.459998999999996
2010-04-14,51.299999
2010-04-15,51.59
2010-04-16,50.740002000000004
2010-04-19,51.349998
2010-04-20,51.919998
2010-04-21,51.990002000000004
2010-04-22,51.240002000000004
2010-04-23,51.139998999999996
2010-04-26,50.130001
2010-04-27,48.439999
2010-04-28,49.09
2010-04-29,49.580002
2010-04-30,49.080002
2010-05-03,49.419998
2010-05-04,49.0
2010-05-05,48.709998999999996
2010-05-06,47.0
2010-05-07,46.419998
2010-05-10,48.349998
2010-05-11,48.349998
2010-05-12,47.990002000000004
2010-05-13,47.360001000000004
2010-05-14,46.560001
2010-05-17,46.25
2010-05-18,45.560001
2010-05-19,46.259997999999996
2010-05-20,44.549999
2010-05-21,44.259997999999996
2010-05-24,44.299999
2010-05-25,43.720001
2010-05-26,43.700001
2010-05-27,44.700001
2010-05-28,44.119999
2010-06-01,43.970001
2010-06-02,45.049999
2010-06-03,45.02
2010-06-04,43.740002000000004
2010-06-07,43.169998
2010-06-08,43.73
2010-06-09,44.150002
2010-06-10,45.110001000000004
2010-06-11,44.349998
2010-06-14,45.57
2010-06-15,45.560001
2010-06-16,45.549999
2010-06-17,45.599998
2010-06-18,45.91
2010-06-21,46.290001000000004
2010-06-22,44.990002000000004
2010-06-23,46.490002000000004
2010-06-24,46.43
2010-06-25,45.900002
2010-06-28,46.290001000000004
2010-06-29,45.720001
2010-06-30,45.84
2010-07-01,46.549999
2010-07-02,46.450001
2010-07-06,46.77
2010-07-07,47.540001000000004
2010-07-08,48.540001000000004
2010-07-09,48.59
2010-07-12,48.84
2010-07-13,49.299999
2010-07-14,49.52
2010-07-15,50.099998
2010-07-16,49.669998
2010-07-19,49.959998999999996
2010-07-20,50.630001
2010-07-21,49.889998999999996
2010-07-22,50.84
2010-07-23,50.66
2010-07-26,51.189999
2010-07-27,51.34
2010-07-28,51.040001000000004
2010-07-29,51.18
2010-07-30,51.040001000000004
2010-08-02,51.959998999999996
2010-08-03,52.150002
2010-08-04,52.240002000000004
2010-08-05,51.82
2010-08-06,52.189999
2010-08-09,52.540001000000004
2010-08-10,52.970001
2010-08-11,51.75
2010-08-12,51.849998
2010-08-13,51.990002000000004
2010-08-16,51.990002000000004
2010-08-17,52.57
2010-08-18,52.759997999999996
2010-08-19,52.0
2010-08-20,51.98
2010-08-23,51.73
2010-08-24,51.509997999999996
2010-08-25,51.52
2010-08-26,51.060001
2010-08-27,51.439999
2010-08-30,51.43
2010-08-31,51.360001000000004
2010-09-01,52.970001
2010-09-02,53.290001000000004
2010-09-03,54.040001000000004
2010-09-07,53.639998999999996
2010-09-08,53.619999
2010-09-09,53.75
2010-09-10,54.599998
2010-09-13,54.77
2010-09-14,54.860001000000004
2010-09-15,55.540001000000004
2010-09-16,55.110001000000004
2010-09-17,55.119999
2010-09-20,55.950001
2010-09-21,56.040001000000004
2010-09-22,55.189999
2010-09-23,55.110001000000004
2010-09-24,56.099998
2010-09-27,55.459998999999996
2010-09-28,56.080002
2010-09-29,56.32
2010-09-30,56.02
2010-10-01,55.549999
2010-10-04,55.290001000000004
2010-10-05,55.349998
2010-10-06,56.310001
2010-10-07,56.290001000000004
2010-10-08,56.630001
2010-10-11,56.419998
2010-10-12,57.18
2010-10-13,57.360001000000004
2010-10-14,57.75
2010-10-15,58.540001000000004
2010-10-18,58.380001
2010-10-19,57.07
2010-10-20,57.48
2010-10-21,57.560001
2010-10-22,58.130001
2010-10-25,59.470001
2010-10-26,59.5
2010-10-27,58.98
2010-10-28,59.259997999999996
2010-10-29,58.509997999999996
2010-11-01,58.290001000000004
2010-11-02,58.459998999999996
2010-11-03,59.299999
2010-11-04,60.82
2010-11-05,60.439999
2010-11-08,60.220001
2010-11-09,59.560001
2010-11-10,59.610001000000004
2010-11-11,59.82
2010-11-12,59.639998999999996
2010-11-15,59.450001
2010-11-16,58.540001000000004
2010-11-17,57.790001000000004
2010-11-18,59.450001
2010-11-19,59.810001
2010-11-22,59.48
2010-11-23,58.77
2010-11-24,59.209998999999996
2010-11-26,58.779999
2010-11-29,57.82
2010-11-30,56.889998999999996
2010-12-01,57.700001
2010-12-02,57.93
2010-12-03,58.119999
2010-12-06,58.529999
2010-12-07,59.400002
2010-12-08,59.349998
2010-12-09,59.389998999999996
2010-12-10,59.0
2010-12-13,58.700001
2010-12-14,59.389998999999996
2010-12-15,59.41
2010-12-16,59.709998999999996
2010-12-17,59.689999
2010-12-20,59.57
2010-12-21,58.48
2010-12-22,58.869999
2010-12-23,58.669998
2010-12-27,58.599998
2010-12-28,58.529999
2010-12-29,58.75
2010-12-30,58.490002000000004
2010-12-31,58.529999
2011-01-03,58.669998
2011-01-04,58.669998
2011-01-05,58.5
2011-01-06,57.720001
2011-01-07,56.419998
2011-01-10,56.509997999999996
2011-01-11,56.02
2011-01-12,56.59
2011-01-13,56.5
2011-01-14,56.669998
2011-01-18,56.220001
2011-01-19,56.59
2011-01-20,56.490002000000004
2011-01-21,56.700001
2011-01-24,57.099998
2011-01-25,57.529999
2011-01-26,57.380001
2011-01-27,56.990002000000004
2011-01-28,56.599998
2011-01-31,57.240002000000004
2011-02-01,57.720001
2011-02-02,57.68
2011-02-03,58.009997999999996
2011-02-04,58.669998
2011-02-07,59.0
2011-02-08,59.060001
2011-02-09,59.540001000000004
2011-02-10,59.169998
2011-02-11,59.619999
2011-02-14,59.740002000000004
2011-02-15,59.889998999999996
2011-02-16,60.700001
2011-02-17,60.84
2011-02-18,61.43
2011-02-22,61.540001000000004
2011-02-23,61.98
2011-02-24,62.290001000000004
2011-02-25,62.25
2011-02-28,62.779999
2011-03-01,62.27
2011-03-02,62.919998
2011-03-03,63.669998
2011-03-04,63.5
2011-03-07,63.639998999999996
2011-03-08,64.25
2011-03-09,64.349998
2011-03-10,63.759997999999996
2011-03-11,63.779999
2011-03-14,63.580002
2011-03-15,62.700001
2011-03-16,61.869999
2011-03-17,61.790001000000004
2011-03-18,61.720001
2011-03-21,62.950001
2011-03-22,63.34
2011-03-23,63.84
2011-03-24,64.519997
2011-03-25,65.120003
2011-03-28,65.16999799999999
2011-03-29,65.260002
2011-03-30,65.699997
2011-03-31,65.629997
2011-04-01,64.93
2011-04-04,64.91999799999999
2011-04-05,65.550003
2011-04-06,65.809998
2011-04-07,65.68
2011-04-08,65.83000200000001
2011-04-11,66.83000200000001
2011-04-12,66.040001
2011-04-13,66.110001
2011-04-14,66.190002
2011-04-15,66.559998
2011-04-18,65.760002
2011-04-19,66.129997
2011-04-20,66.480003
2011-04-21,67.610001
2011-04-25,67.599998
2011-04-26,67.589996
2011-04-27,67.519997
2011-04-28,69.029999
2011-04-29,69.440002
2011-05-02,69.309998
2011-05-03,69.550003
2011-05-04,69.349998
2011-05-05,68.389999
2011-05-06,68.599998
2011-05-09,68.290001
2011-05-10,68.279999
2011-05-11,68.16999799999999
2011-05-12,68.209999
2011-05-13,68.309998
2011-05-16,68.440002
2011-05-17,68.589996
2011-05-18,69.279999
2011-05-19,70.68
2011-05-20,70.190002
2011-05-23,69.099998
2011-05-24,69.860001
2011-05-25,69.489998
2011-05-26,70.300003
2011-05-27,70.519997
2011-05-31,71.75
2011-06-01,71.07
2011-06-02,69.910004
2011-06-03,68.989998
2011-06-06,68.32
2011-06-07,67.809998
2011-06-08,68.040001
2011-06-09,68.120003
2011-06-10,67.349998
2011-06-13,67.529999
2011-06-14,68.91999799999999
2011-06-15,67.510002
2011-06-16,67.519997
2011-06-17,68.480003
2011-06-20,69.08000200000001
2011-06-21,68.050003
2011-06-22,66.650002
2011-06-23,66.16999799999999
2011-06-24,65.099998
2011-06-27,65.91999799999999
2011-06-28,65.889999
2011-06-29,66.16999799999999
2011-06-30,66.769997
2011-07-01,66.75
2011-07-05,67.190002
2011-07-06,68.239998
2011-07-07,69.139999
2011-07-08,69.410004
2011-07-11,68.68
2011-07-12,67.099998
2011-07-13,66.839996
2011-07-14,66.41999799999999
2011-07-15,66.93
2011-07-18,66.83000200000001
2011-07-19,68.510002
2011-07-20,68.190002
2011-07-21,71.489998
2011-07-22,72.110001
2011-07-25,72.129997
2011-07-26,71.91999799999999
2011-07-27,71.769997
2011-07-28,72.349998
2011-07-29,71.16999799999999
2011-08-01,70.720001
2011-08-02,69.75
2011-08-03,69.959999
2011-08-04,67.400002
2011-08-05,69.339996
2011-08-08,66.269997
2011-08-09,67.400002
2011-08-10,64.900002
2011-08-11,65.550003
2011-08-12,66.629997
2011-08-15,68.33000200000001
2011-08-16,67.699997
2011-08-17,69.059998
2011-08-18,68.5
2011-08-19,68.83000200000001
2011-08-22,68.720001
2011-08-23,70.269997
2011-08-24,70.139999
2011-08-25,68.870003
2011-08-26,69.199997
2011-08-29,70.5
2011-08-30,70.120003
2011-08-31,69.32
2011-09-01,69.300003
2011-09-02,68.239998
2011-09-06,67.809998
2011-09-07,68.959999
2011-09-08,68.550003
2011-09-09,65.900002
2011-09-12,66.019997
2011-09-13,65.970001
2011-09-14,67.589996
2011-09-15,68.290001
2011-09-16,69.08000200000001
2011-09-19,67.910004
2011-09-20,68.279999
2011-09-21,66.800003
2011-09-22,64.959999
2011-09-23,63.810001
2011-09-26,64.58000200000001
2011-09-27,64.709999
2011-09-28,63.380001
2011-09-29,64.010002
2011-09-30,62.380001
2011-10-03,61.759997999999996
2011-10-04,62.799999
2011-10-05,63.290001000000004
2011-10-06,64.58000200000001
2011-10-07,65.129997
2011-10-10,66.050003
2011-10-11,65.300003
2011-10-12,66.309998
2011-10-13,66.449997
2011-10-14,67.400002
2011-10-17,67.040001
2011-10-18,66.309998
2011-10-19,66.029999
2011-10-20,68.190002
2011-10-21,70.0
2011-10-24,69.480003
2011-10-25,68.839996
2011-10-26,70.800003
2011-10-27,72.0
2011-10-28,72.120003
2011-10-31,69.870003
2011-11-01,68.760002
2011-11-02,69.870003
2011-11-03,70.790001
2011-11-04,70.209999
2011-11-07,70.5
2011-11-08,71.199997
2011-11-09,69.620003
2011-11-10,71.0
2011-11-11,71.639999
2011-11-14,71.209999
2011-11-15,71.519997
2011-11-16,71.620003
2011-11-17,72.08000200000001
2011-11-18,73.089996
2011-11-21,72.0
2011-11-22,72.010002
2011-11-23,71.019997
2011-11-25,71.309998
2011-11-28,73.089996
2011-11-29,74.459999
2011-11-30,76.239998
2011-12-01,75.690002
2011-12-02,75.470001
2011-12-05,75.870003
2011-12-06,75.58000200000001
2011-12-07,75.58000200000001
2011-12-08,74.559998
2011-12-09,75.58000200000001
2011-12-12,75.150002
2011-12-13,75.510002
2011-12-14,74.860001
2011-12-15,75.91999799999999
2011-12-16,75.599998
2011-12-19,76.199997
2011-12-20,76.699997
2011-12-21,78.18
2011-12-22,77.849998
2011-12-23,78.75
2011-12-27,78.83000200000001
2011-12-28,78.510002
2011-12-29,79.099998
2011-12-30,78.480003
2012-01-03,78.589996
2012-01-04,78.449997
2012-01-05,78.209999
2012-01-06,77.08000200000001
2012-01-09,76.860001
2012-01-10,77.32
2012-01-11,76.599998
2012-01-12,76.449997
2012-01-13,77.32
2012-01-17,75.900002
2012-01-18,73.260002
2012-01-19,73.779999
2012-01-20,74.519997
2012-01-23,74.860001
2012-01-24,74.150002
2012-01-25,76.809998
2012-01-26,76.379997
2012-01-27,75.459999
2012-01-30,74.900002
2012-01-31,74.769997
2012-02-01,75.75
2012-02-02,75.839996
2012-02-03,76.620003
2012-02-06,76.849998
2012-02-07,77.599998
2012-02-08,77.879997
2012-02-09,80.059998
2012-02-10,80.440002
2012-02-13,81.610001
2012-02-14,81.650002
2012-02-15,81.550003
2012-02-16,81.940002
2012-02-17,81.739998
2012-02-21,82.269997
2012-02-22,82.290001
2012-02-23,82.16999799999999
2012-02-24,83.019997
2012-02-27,83.099998
2012-02-28,83.860001
2012-02-29,83.519997
2012-03-01,84.230003
2012-03-02,84.550003
2012-03-05,85.41999799999999
2012-03-06,84.059998
2012-03-07,84.07
2012-03-08,84.620003
2012-03-09,84.610001
2012-03-12,84.540001
2012-03-13,85.709999
2012-03-14,85.449997
2012-03-15,85.900002
2012-03-16,85.809998
2012-03-19,86.339996
2012-03-20,86.540001
2012-03-21,86.120003
2012-03-22,86.839996
2012-03-23,86.83000200000001
2012-03-26,88.150002
2012-03-27,87.519997
2012-03-28,86.970001
2012-03-29,86.650002
2012-03-30,88.610001
2012-04-02,89.379997
2012-04-03,88.980003
2012-04-04,89.489998
2012-04-05,88.639999
2012-04-09,88.370003
2012-04-10,87.050003
2012-04-11,87.519997
2012-04-12,87.260002
2012-04-13,87.839996
2012-04-16,87.040001
2012-04-17,87.449997
2012-04-18,87.739998
2012-04-19,86.75
2012-04-20,87.809998
2012-04-23,86.940002
2012-04-24,86.16999799999999
2012-04-25,87.639999
2012-04-26,88.550003
2012-04-27,89.809998
2012-04-30,89.510002
2012-05-01,90.0
2012-05-02,90.309998
2012-05-03,89.959999
2012-05-04,89.129997
2012-05-07,88.279999
2012-05-08,87.720001
2012-05-09,85.639999
2012-05-10,86.160004
2012-05-11,86.150002
2012-05-14,85.389999
2012-05-15,84.720001
2012-05-16,85.239998
2012-05-17,84.199997
2012-05-18,84.300003
2012-05-21,84.739998
2012-05-22,85.059998
2012-05-23,84.33000200000001
2012-05-24,85.339996
2012-05-25,85.379997
2012-05-29,85.589996
2012-05-30,84.879997
2012-05-31,84.510002
2012-06-01,82.790001
2012-06-04,81.910004
2012-06-05,81.910004
2012-06-06,83.07
2012-06-07,83.599998
2012-06-08,83.970001
2012-06-11,84.379997
2012-06-12,85.010002
2012-06-13,85.699997
2012-06-14,87.339996
2012-06-15,87.730003
2012-06-18,88.129997
2012-06-19,88.519997
2012-06-20,88.510002
2012-06-21,85.599998
2012-06-22,86.010002
2012-06-25,83.989998
2012-06-26,84.029999
2012-06-27,84.900002
2012-06-28,85.620003
2012-06-29,87.260002
2012-07-02,89.0
2012-07-03,89.489998
2012-07-05,88.980003
2012-07-06,89.449997
2012-07-09,90.610001
2012-07-10,90.699997
2012-07-11,90.540001
2012-07-12,89.900002
2012-07-13,90.209999
2012-07-16,90.839996
2012-07-17,89.989998
2012-07-18,89.410004
2012-07-19,89.550003
2012-07-20,88.889999
2012-07-23,87.989998
2012-07-24,87.690002
2012-07-25,86.889999
2012-07-26,88.599998
2012-07-27,90.300003
2012-07-30,91.18
2012-07-31,91.440002
2012-08-01,90.639999
2012-08-02,90.07
2012-08-03,91.93
2012-08-06,92.230003
2012-08-07,91.32
2012-08-08,91.769997
2012-08-09,91.379997
2012-08-10,92.209999
2012-08-13,92.43
2012-08-14,93.139999
2012-08-15,92.970001
2012-08-16,93.290001
2012-08-17,93.379997
2012-08-20,93.16999799999999
2012-08-21,91.709999
2012-08-22,90.870003
2012-08-23,88.690002
2012-08-24,89.760002
2012-08-27,90.089996
2012-08-28,90.879997
2012-08-29,90.779999
2012-08-30,90.550003
2012-08-31,89.300003
2012-09-04,89.629997
2012-09-05,89.089996
2012-09-06,89.480003
2012-09-07,88.83000200000001
2012-09-10,88.620003
