Date,SDRL
2005-12-28,2142.159912
2005-12-29,2142.159912
2005-12-30,2142.159912
2006-01-03,2276.044922
2006-01-04,2369.764404
2006-01-05,2396.541504
2006-01-06,2356.375977
2006-01-09,2361.731445
2006-01-10,2329.599121
2006-01-11,2259.97876
2006-01-12,2436.707031
2006-01-13,2570.592041
2006-01-17,2610.757568
2006-01-18,2463.4838870000003
2006-01-19,2583.980469
2006-01-20,2731.253906
2006-01-23,2811.584961
2006-01-24,2838.362061
2006-01-25,3012.412598
2006-01-26,2865.138916
2006-01-27,2811.584961
2006-01-30,2918.693115
2006-01-31,2878.527588
2006-02-01,2958.858398
2006-02-02,2865.138916
2006-02-03,2865.138916
2006-02-06,2932.081543
2006-02-07,2878.527588
2006-02-08,2752.675537
2006-02-09,2784.808105
2006-02-10,2758.0310059999997
2006-02-13,2691.088379
2006-02-14,2664.311523
2006-02-15,2731.253906
2006-02-16,2731.253906
2006-02-17,2758.0310059999997
2006-02-21,2851.7504879999997
2006-02-22,2811.584961
2006-02-23,2798.196533
2006-02-24,2798.196533
2006-02-27,2784.808105
2006-02-28,2940.114502
2006-03-01,2945.469971
2006-03-02,3106.13208
2006-03-03,3240.01709
2006-03-06,3119.5205079999996
2006-03-07,3025.801025
2006-03-08,3025.801025
2006-03-09,2945.469971
2006-03-10,2945.469971
2006-03-13,2945.469971
2006-03-14,3012.412598
2006-03-15,3012.412598
2006-03-16,3146.297607
2006-03-17,3119.5205079999996
2006-03-20,3146.297607
2006-03-21,3146.297607
2006-03-22,3146.297607
2006-03-23,3106.13208
2006-03-24,3400.678955
2006-03-27,3467.621582
2006-03-28,3467.621582
2006-03-29,3467.621582
2006-03-30,3775.556885
2006-03-31,3722.0029299999997
2006-04-03,3936.218994
2006-04-04,4169.178711
2006-04-05,4337.874022999999
2006-04-06,4578.867188
2006-04-07,4418.205078
2006-04-10,4404.816406
2006-04-11,4270.931640999999
2006-04-12,4150.435059
2006-04-13,4217.377441
2006-04-17,4217.377441
2006-04-18,4396.783203
2006-04-19,4538.70166
2006-04-20,4552.089844
2006-04-21,4552.089844
2006-04-24,4819.859863000001
2006-04-25,4806.47168
2006-04-26,4886.802734000001
2006-04-27,4645.80957
2006-04-28,4605.644043
2006-05-01,4605.644043
2006-05-02,4726.140625
2006-05-03,4726.140625
2006-05-04,4766.306152
2006-05-05,4752.91748
2006-05-08,4632.420897999999
2006-05-09,4538.70166
2006-05-10,4833.248535
2006-05-11,5007.298828
2006-05-12,4980.521973
2006-05-15,4337.874022999999
2006-05-16,4351.262695
2006-05-17,4284.319824
2006-05-18,3855.887939
2006-05-19,3775.556885
2006-05-22,3481.01001
2006-05-23,3748.780029
2006-05-24,3574.7294920000004
2006-05-25,3855.887939
2006-05-26,4096.880859000001
2006-05-30,4003.161621
2006-05-31,4070.104004
2006-06-01,4056.7155759999996
2006-06-02,4016.5500490000004
2006-06-05,4083.492432
2006-06-06,4083.492432
2006-06-07,3534.563965
2006-06-08,3146.297607
2006-06-09,3360.513428
2006-06-12,3119.5205079999996
2006-06-13,2999.0239260000003
2006-06-14,3079.35498
2006-06-15,3213.23999
2006-06-16,3159.686035
2006-06-19,3106.13208
2006-06-20,3025.801025
2006-06-21,2886.560547
2006-06-22,3052.5778809999997
2006-06-23,3186.462891
2006-06-26,3092.743408
2006-06-27,3092.743408
2006-06-28,3427.4560549999997
2006-06-29,3373.9021
2006-06-30,3588.11792
2006-07-03,3722.0029299999997
2006-07-05,3614.8950200000004
2006-07-06,3655.060547
2006-07-07,3601.506592
2006-07-10,3601.506592
2006-07-11,3588.11792
2006-07-12,3588.11792
2006-07-13,3588.11792
2006-07-14,3454.23291
2006-07-17,3507.7871090000003
2006-07-18,3146.297607
2006-07-19,3146.297607
2006-07-20,3373.9021
2006-07-21,3143.619873
2006-07-24,3186.462891
2006-07-25,3333.736572
2006-07-26,3448.877686
