Date,INVA
2004-10-05,14.59307
2004-10-06,14.544722
2004-10-07,14.705882
2004-10-08,14.705882
2004-10-11,14.504432000000001
2004-10-12,14.423851999999998
2004-10-13,14.391620000000001
2004-10-14,13.867848
2004-10-15,14.617244
2004-10-18,14.504432000000001
2004-10-19,14.520548000000002
2004-10-20,14.705882
2004-10-21,14.875101
2004-10-22,14.214343
2004-10-25,13.682514000000001
2004-10-26,13.803385
2004-10-27,13.900081
2004-10-28,13.69863
2004-10-29,13.674456
2004-11-01,13.336020000000001
2004-11-02,13.134569
2004-11-03,13.255439
2004-11-04,13.432715
2004-11-05,13.360192999999999
2004-11-08,13.295729999999999
2004-11-09,13.416599
2004-11-10,13.239323
2004-11-11,13.295729999999999
2004-11-12,13.223207
2004-11-15,13.013699
2004-11-16,12.820306
2004-11-17,12.852538000000001
2004-11-18,12.618855
2004-11-19,12.409348
2004-11-22,12.88477
2004-11-23,12.892828
2004-11-24,13.642223999999999
2004-11-26,13.61805
2004-11-29,13.851732
2004-11-30,14.190169000000001
2004-12-01,14.383562
2004-12-02,14.504432000000001
2004-12-03,14.327155
2004-12-06,14.439967999999999
2004-12-07,13.867848
2004-12-08,13.972603
2004-12-09,14.045125
2004-12-10,14.51249
2004-12-13,13.8195
2004-12-14,13.585818
2004-12-15,13.682514000000001
2004-12-16,13.722804
2004-12-17,13.883965
2004-12-20,13.883965
2004-12-21,13.867848
2004-12-22,13.972603
2004-12-23,14.020951
2004-12-27,14.343271
2004-12-28,14.641418
2004-12-29,14.472199
2004-12-30,14.488316000000001
2004-12-31,14.423851999999998
2005-01-03,14.302980999999999
2005-01-04,13.940370999999999
2005-01-05,13.69863
2005-01-06,13.497179999999998
2005-01-07,13.505238
2005-01-10,13.456889000000002
2005-01-11,13.585818
2005-01-12,13.464948000000001
2005-01-13,13.456889000000002
2005-01-14,13.319903
2005-01-18,13.61805
2005-01-19,13.53747
2005-01-20,13.69863
2005-01-21,13.738920000000002
2005-01-24,13.658339999999999
2005-01-25,13.682514000000001
2005-01-26,13.69863
2005-01-27,13.916197
2005-01-28,13.875907000000002
2005-01-31,14.528606
2005-02-01,14.689766
2005-02-02,14.713941
2005-02-03,14.472199
2005-02-04,14.826753
2005-02-07,14.778404
2005-02-08,14.810637
2005-02-09,14.826753
2005-02-10,14.802579000000001
2005-02-11,14.721998000000001
2005-02-14,14.770347000000001
2005-02-15,14.705882
2005-02-16,14.770347000000001
2005-02-17,14.705882
2005-02-18,14.834810000000001
2005-02-22,14.681707999999999
2005-02-23,14.504432000000001
2005-02-24,14.472199
2005-02-25,14.504432000000001
2005-02-28,14.51249
2005-03-01,14.464142
2005-03-02,14.504432000000001
2005-03-03,14.504432000000001
2005-03-04,14.496374
2005-03-07,14.43191
2005-03-08,15.197420999999999
2005-03-09,14.79452
2005-03-10,14.810637
2005-03-11,14.858985
2005-03-14,14.641418
2005-03-15,14.504432000000001
2005-03-16,14.504432000000001
2005-03-17,14.504432000000001
2005-03-18,14.689766
2005-03-21,14.568895999999999
2005-03-22,14.657535000000001
2005-03-23,14.63336
2005-03-24,14.464142
2005-03-28,13.795326000000001
2005-03-29,14.157936999999999
2005-03-30,14.222401999999999
2005-03-31,14.705882
2005-04-01,14.504432000000001
2005-04-04,13.376309
2005-04-05,13.336020000000001
2005-04-06,13.634166
2005-04-07,13.964544
2005-04-08,14.51249
2005-04-11,14.754229999999998
2005-04-12,14.673651000000001
2005-04-13,14.504432000000001
2005-04-14,14.544722
2005-04-15,14.504432000000001
2005-04-18,14.496374
2005-04-19,14.319098
2005-04-20,14.270748999999999
2005-04-21,14.343271
2005-04-22,13.900081
2005-04-25,14.141820999999998
2005-04-26,14.037066000000001
2005-04-27,14.020951
2005-04-28,14.133763
2005-04-29,14.262691
2005-05-02,14.093473000000001
2005-05-03,14.117647
2005-05-04,14.004835
2005-05-05,13.859791
2005-05-06,13.948429
2005-05-09,13.883965
2005-05-10,13.908138000000001
2005-05-11,13.900081
2005-05-12,13.940370999999999
2005-05-13,13.98066
2005-05-16,13.988719
2005-05-17,14.101531
2005-05-18,14.464142
2005-05-19,14.657535000000001
2005-05-20,14.568895999999999
2005-05-23,14.504432000000001
2005-05-24,14.504432000000001
2005-05-25,14.182110999999999
2005-05-26,14.278807999999998
2005-05-27,14.149879
2005-05-31,14.174053
2005-06-01,14.182110999999999
2005-06-02,14.101531
2005-06-03,14.286864999999999
2005-06-06,14.174053
2005-06-07,14.101531
2005-06-08,14.093473000000001
2005-06-09,14.101531
2005-06-10,13.867848
2005-06-13,14.302980999999999
2005-06-14,14.101531
2005-06-15,14.133763
2005-06-16,14.383562
2005-06-17,14.335214
2005-06-20,13.714746
2005-06-21,13.77921
2005-06-22,13.706688
2005-06-23,13.940370999999999
2005-06-24,13.666398000000001
2005-06-27,13.706688
2005-06-28,13.722804
2005-06-29,13.787269
2005-06-30,13.69863
2005-07-01,13.730863000000001
2005-07-05,13.755035999999999
2005-07-06,13.867848
2005-07-07,13.69863
2005-07-08,13.682514000000001
2005-07-11,13.859791
2005-07-12,13.875907000000002
2005-07-13,14.302980999999999
2005-07-14,14.174053
2005-07-15,14.480258
2005-07-18,14.464142
2005-07-19,14.439967999999999
2005-07-20,14.585011999999999
2005-07-21,14.657535000000001
2005-07-22,14.359387
2005-07-25,15.390814
2005-07-26,15.632554
2005-07-27,15.979049
2005-07-28,16.357777
2005-07-29,16.921837
2005-08-01,17.034648999999998
2005-08-02,17.010475
2005-08-03,16.768734
2005-08-04,16.865431
2005-08-05,16.688154
2005-08-08,16.841257000000002
2005-08-09,16.124094
