Date,GNRC
2014-09-17,42.34
2014-09-18,42.549999
2014-09-19,42.369999
2014-09-22,42.02
2014-09-23,42.630001
2014-09-24,42.869999
2014-09-25,41.98
2014-09-26,42.209998999999996
2014-09-29,42.099998
2014-09-30,40.540001000000004
2014-10-01,39.450001
2014-10-02,41.490002000000004
2014-10-03,41.099998
2014-10-06,40.619999
2014-10-07,40.139998999999996
2014-10-08,41.200001
2014-10-09,39.849998
2014-10-10,38.849998
2014-10-13,38.93
2014-10-14,39.860001000000004
2014-10-15,40.419998
2014-10-16,41.419998
2014-10-17,41.619999
2014-10-20,42.43
2014-10-21,43.52
2014-10-22,43.880001
2014-10-23,44.650002
2014-10-24,44.540001000000004
2014-10-27,44.610001000000004
2014-10-28,45.43
2014-10-29,45.330002
2014-10-30,44.610001000000004
2014-10-31,45.34
2014-11-03,44.939999
2014-11-04,44.150002
2014-11-05,43.52
2014-11-06,42.09
2014-11-07,40.860001000000004
2014-11-10,40.689999
2014-11-11,42.43
2014-11-12,41.75
2014-11-13,41.939999
2014-11-14,41.869999
2014-11-17,41.880001
2014-11-18,43.830002
2014-11-19,43.490002000000004
2014-11-20,43.849998
2014-11-21,43.709998999999996
2014-11-24,43.990002000000004
2014-11-25,43.709998999999996
2014-11-26,43.93
2014-11-28,43.380001
2014-12-01,43.23
2014-12-02,44.209998999999996
2014-12-03,45.209998999999996
2014-12-04,45.68
2014-12-05,45.939999
2014-12-08,45.599998
2014-12-09,46.669998
2014-12-10,45.990002000000004
2014-12-11,46.049999
2014-12-12,44.939999
2014-12-15,45.369999
2014-12-16,45.43
2014-12-17,46.939999
2014-12-18,46.91
2014-12-19,45.970001
2014-12-22,46.529999
2014-12-23,47.5
2014-12-24,47.259997999999996
2014-12-26,47.68
2014-12-29,48.0
2014-12-30,47.5
2014-12-31,46.759997999999996
2015-01-02,46.369999
2015-01-05,45.98
2015-01-06,45.799999
2015-01-07,45.080002
2015-01-08,45.77
2015-01-09,45.220001
2015-01-12,44.669998
2015-01-13,45.0
2015-01-14,45.209998999999996
2015-01-15,45.029999
2015-01-16,45.439999
2015-01-20,45.57
2015-01-21,45.599998
2015-01-22,46.349998
2015-01-23,45.990002000000004
2015-01-26,48.009997999999996
2015-01-27,45.169998
2015-01-28,44.950001
2015-01-29,44.41
2015-01-30,43.740002000000004
2015-02-02,44.869999
2015-02-03,45.330002
2015-02-04,44.950001
2015-02-05,45.360001000000004
2015-02-06,45.849998
2015-02-09,46.779999
2015-02-10,47.610001000000004
2015-02-11,48.939999
2015-02-12,49.599998
2015-02-13,49.889998999999996
2015-02-17,50.130001
2015-02-18,49.439999
2015-02-19,49.48
2015-02-20,50.27
2015-02-23,50.41
2015-02-24,49.93
2015-02-25,49.880001
2015-02-26,49.900002
2015-02-27,49.290001000000004
2015-03-02,50.290001000000004
2015-03-03,50.009997999999996
2015-03-04,49.59
2015-03-05,49.700001
2015-03-06,49.139998999999996
2015-03-09,49.18
2015-03-10,49.099998
2015-03-11,48.970001
2015-03-12,49.630001
2015-03-13,48.450001
2015-03-16,48.490002000000004
2015-03-17,48.59
2015-03-18,49.060001
2015-03-19,48.810001
2015-03-20,48.93
2015-03-23,48.889998999999996
2015-03-24,49.040001000000004
2015-03-25,48.630001
2015-03-26,48.630001
2015-03-27,48.709998999999996
2015-03-30,49.060001
2015-03-31,48.689999
2015-04-01,48.68
2015-04-02,48.68
2015-04-06,48.759997999999996
2015-04-07,48.560001
2015-04-08,48.830002
2015-04-09,48.189999
2015-04-10,48.130001
2015-04-13,48.5
2015-04-14,48.48
2015-04-15,49.349998
2015-04-16,48.459998999999996
2015-04-17,48.18
2015-04-20,48.560001
2015-04-21,48.470001
2015-04-22,46.91
2015-04-23,46.0
2015-04-24,46.150002
2015-04-27,46.310001
2015-04-28,47.060001
2015-04-29,46.490002000000004
2015-04-30,41.689999
2015-05-01,40.0
2015-05-04,39.619999
2015-05-05,39.759997999999996
2015-05-06,39.900002
2015-05-07,40.290001000000004
2015-05-08,41.16
2015-05-11,41.389998999999996
2015-05-12,41.400002
2015-05-13,41.73
2015-05-14,42.790001000000004
2015-05-15,42.68
2015-05-18,42.57
2015-05-19,42.189999
2015-05-20,43.630001
2015-05-21,43.32
2015-05-22,43.0
2015-05-26,41.73
2015-05-27,42.220001
2015-05-28,42.119999
2015-05-29,41.779999
2015-06-01,41.25
2015-06-02,41.529999
2015-06-03,41.669998
2015-06-04,41.18
2015-06-05,40.740002000000004
2015-06-08,40.540001000000004
2015-06-09,40.389998999999996
2015-06-10,40.689999
2015-06-11,40.43
2015-06-12,40.52
2015-06-15,40.220001
2015-06-16,40.310001
2015-06-17,40.02
2015-06-18,39.869999
2015-06-19,39.77
2015-06-22,39.810001
2015-06-23,39.900002
2015-06-24,40.330002
2015-06-25,40.080002
2015-06-26,40.599998
2015-06-29,39.860001000000004
2015-06-30,39.75
2015-07-01,39.779999
2015-07-02,37.639998999999996
2015-07-06,36.740002000000004
2015-07-07,36.669998
2015-07-08,36.029999
2015-07-09,36.169998
2015-07-10,36.049999
2015-07-13,36.549999
2015-07-14,36.200001
2015-07-15,35.619999
2015-07-16,36.049999
2015-07-17,35.84
2015-07-20,35.849998
2015-07-21,35.689999
2015-07-22,35.860001000000004
2015-07-23,35.669998
2015-07-24,34.720001
2015-07-27,34.330002
2015-07-28,34.700001
2015-07-29,35.639998999999996
2015-07-30,35.400002
2015-07-31,35.07
2015-08-03,34.5
2015-08-04,34.490002000000004
2015-08-05,33.830002
2015-08-06,29.1
2015-08-07,27.889999
2015-08-10,28.75
2015-08-11,28.219998999999998
2015-08-12,29.059998999999998
2015-08-13,29.58
2015-08-14,30.059998999999998
2015-08-17,29.84
2015-08-18,30.370001000000002
2015-08-19,30.23
2015-08-20,29.76
2015-08-21,29.24
2015-08-24,28.26
2015-08-25,27.92
2015-08-26,29.98
2015-08-27,30.559998999999998
2015-08-28,30.32
2015-08-31,30.92
2015-09-01,30.49
2015-09-02,30.83
2015-09-03,31.209999
2015-09-04,30.91
2015-09-08,31.280001000000002
2015-09-09,31.34
2015-09-10,31.040001
2015-09-11,31.209999
2015-09-14,30.879998999999998
2015-09-15,31.24
2015-09-16,31.58
2015-09-17,31.040001
2015-09-18,29.709999
2015-09-21,29.02
2015-09-22,28.709999
2015-09-23,28.469998999999998
2015-09-24,28.209999
2015-09-25,27.969998999999998
2015-09-28,27.16
2015-09-29,27.24
2015-09-30,30.09
2015-10-01,29.129998999999998
2015-10-02,27.620001000000002
2015-10-05,29.059998999999998
2015-10-06,28.809998999999998
2015-10-07,29.1
2015-10-08,30.02
2015-10-09,29.51
2015-10-12,29.15
2015-10-13,29.040001
2015-10-14,28.190001000000002
2015-10-15,28.0
2015-10-16,27.93
2015-10-19,27.48
2015-10-20,27.73
2015-10-21,26.99
2015-10-22,27.83
2015-10-23,28.540001
2015-10-26,27.959999
2015-10-27,26.879998999999998
2015-10-28,30.129998999999998
2015-10-29,32.0
2015-10-30,31.559998999999998
2015-11-02,32.389998999999996
2015-11-03,31.879998999999998
2015-11-04,32.240002000000004
2015-11-05,31.57
2015-11-06,30.85
2015-11-09,30.33
2015-11-10,30.360001
2015-11-11,29.58
2015-11-12,28.860001
2015-11-13,29.700001
2015-11-16,30.07
2015-11-17,30.309998999999998
2015-11-18,30.07
2015-11-19,30.15
2015-11-20,30.299999
2015-11-23,30.17
2015-11-24,31.030001000000002
2015-11-25,31.65
2015-11-27,31.58
2015-11-30,32.099998
2015-12-01,32.529999
2015-12-02,31.92
2015-12-03,31.440001000000002
2015-12-04,31.34
2015-12-07,31.459999
2015-12-08,30.299999
2015-12-09,30.200001
2015-12-10,30.969998999999998
2015-12-11,30.799999
2015-12-14,30.379998999999998
2015-12-15,29.82
2015-12-16,29.959999
2015-12-17,29.139999
2015-12-18,28.459999
2015-12-21,28.92
2015-12-22,29.49
2015-12-23,30.4
2015-12-24,30.860001
2015-12-28,30.389999
2015-12-29,30.889999
2015-12-30,30.559998999999998
2015-12-31,29.77
2016-01-04,28.91
2016-01-05,28.639999
2016-01-06,28.58
2016-01-07,28.030001000000002
2016-01-08,28.0
2016-01-11,29.040001
2016-01-12,30.200001
2016-01-13,28.74
2016-01-14,28.030001000000002
2016-01-15,27.35
2016-01-19,27.27
2016-01-20,28.559998999999998
2016-01-21,29.16
2016-01-22,30.57
2016-01-25,27.26
2016-01-26,27.889999
2016-01-27,27.99
2016-01-28,27.75
2016-01-29,28.42
2016-02-01,29.4
2016-02-02,28.26
2016-02-03,28.41
2016-02-04,29.139999
2016-02-05,28.75
2016-02-08,28.93
2016-02-09,27.92
2016-02-10,27.969998999999998
2016-02-11,28.280001000000002
2016-02-12,27.91
2016-02-16,32.75
2016-02-17,32.669998
2016-02-18,33.98
2016-02-19,34.049999
2016-02-22,34.119999
2016-02-23,34.639998999999996
2016-02-24,34.619999
2016-02-25,34.119999
2016-02-26,34.830002
2016-02-29,34.740002000000004
2016-03-01,34.990002000000004
2016-03-02,34.610001000000004
2016-03-03,35.34
2016-03-04,34.91
2016-03-07,35.959998999999996
2016-03-08,35.080002
2016-03-09,34.919998
2016-03-10,35.040001000000004
2016-03-11,35.630001
2016-03-14,36.380001
2016-03-15,36.400002
2016-03-16,36.68
2016-03-17,38.040001000000004
2016-03-18,38.509997999999996
2016-03-21,37.77
2016-03-22,37.990002000000004
2016-03-23,37.119999
2016-03-24,36.720001
2016-03-28,35.93
2016-03-29,36.68
2016-03-30,37.619999
2016-03-31,37.240002000000004
2016-04-01,37.639998999999996
2016-04-04,36.759997999999996
2016-04-05,36.470001
2016-04-06,36.41
2016-04-07,36.389998999999996
2016-04-08,36.610001000000004
2016-04-11,36.860001000000004
2016-04-12,37.040001000000004
2016-04-13,38.02
2016-04-14,38.040001000000004
2016-04-15,38.220001
2016-04-18,38.220001
2016-04-19,38.490002000000004
2016-04-20,38.279999
2016-04-21,38.18
2016-04-22,39.25
2016-04-25,37.860001000000004
2016-04-26,38.099998
2016-04-27,38.740002000000004
2016-04-28,38.369999
2016-04-29,38.119999
2016-05-02,37.849998
2016-05-03,37.43
2016-05-04,34.82
2016-05-05,34.66
2016-05-06,34.790001000000004
2016-05-09,34.82
2016-05-10,35.290001000000004
2016-05-11,34.950001
2016-05-12,35.48
2016-05-13,35.27
2016-05-16,36.639998999999996
2016-05-17,35.389998999999996
2016-05-18,35.419998
2016-05-19,35.040001000000004
2016-05-20,36.009997999999996
2016-05-23,36.860001000000004
2016-05-24,37.790001000000004
2016-05-25,37.43
2016-05-26,37.580002
2016-05-27,37.700001
2016-05-31,37.91
2016-06-01,37.779999
2016-06-02,37.580002
2016-06-03,37.619999
2016-06-06,38.369999
2016-06-07,38.459998999999996
2016-06-08,38.990002000000004
2016-06-09,38.52
2016-06-10,37.810001
2016-06-13,37.59
2016-06-14,37.700001
2016-06-15,37.59
2016-06-16,36.990002000000004
2016-06-17,37.040001000000004
2016-06-20,38.02
2016-06-21,36.5
2016-06-22,35.700001
2016-06-23,36.310001
2016-06-24,34.619999
2016-06-27,33.860001000000004
2016-06-28,33.93
2016-06-29,34.25
2016-06-30,34.959998999999996
2016-07-01,35.43
2016-07-05,34.470001
2016-07-06,34.77
2016-07-07,35.389998999999996
2016-07-08,36.830002
2016-07-11,37.57
2016-07-12,37.57
2016-07-13,36.77
2016-07-14,36.900002
2016-07-15,37.209998999999996
2016-07-18,37.240002000000004
2016-07-19,37.139998999999996
2016-07-20,37.869999
2016-07-21,37.73
2016-07-22,37.950001
2016-07-25,37.689999
2016-07-26,37.16
2016-07-27,37.529999
2016-07-28,37.560001
2016-07-29,37.790001000000004
2016-08-01,35.700001
2016-08-02,33.130001
2016-08-03,33.880001
2016-08-04,35.139998999999996
2016-08-05,36.0
2016-08-08,35.860001000000004
2016-08-09,36.02
2016-08-10,35.84
2016-08-11,36.099998
2016-08-12,35.740002000000004
2016-08-15,37.150002
2016-08-16,36.889998999999996
2016-08-17,36.669998
2016-08-18,36.759997999999996
2016-08-19,36.889998999999996
2016-08-22,36.75
2016-08-23,37.130001
2016-08-24,37.759997999999996
2016-08-25,37.619999
2016-08-26,37.150002
2016-08-29,37.150002
2016-08-30,37.099998
2016-08-31,37.299999
2016-09-01,38.0
2016-09-02,37.810001
2016-09-06,36.98
2016-09-07,36.419998
2016-09-08,35.720001
2016-09-09,34.23
2016-09-12,34.93
2016-09-13,34.139998999999996
2016-09-14,33.990002000000004
2016-09-15,34.970001
2016-09-16,34.639998999999996
2016-09-19,34.360001000000004
2016-09-20,34.040001000000004
2016-09-21,34.59
2016-09-22,34.959998999999996
2016-09-23,34.59
2016-09-26,34.290001000000004
2016-09-27,34.689999
2016-09-28,35.75
2016-09-29,35.490002000000004
2016-09-30,36.299999
2016-10-03,36.619999
2016-10-04,38.709998999999996
2016-10-05,37.419998
2016-10-06,38.169998
2016-10-07,36.209998999999996
2016-10-10,36.02
2016-10-11,35.779999
2016-10-12,35.860001000000004
2016-10-13,35.740002000000004
2016-10-14,35.82
2016-10-17,36.209998999999996
2016-10-18,36.619999
2016-10-19,36.740002000000004
2016-10-20,36.689999
2016-10-21,36.700001
2016-10-24,37.099998
2016-10-25,36.43
2016-10-26,37.849998
2016-10-27,38.299999
2016-10-28,38.34
2016-10-31,38.09
2016-11-01,36.869999
2016-11-02,36.709998999999996
2016-11-03,36.830002
2016-11-04,37.189999
2016-11-07,38.400002
2016-11-08,37.900002
2016-11-09,39.98
2016-11-10,40.290001000000004
2016-11-11,40.009997999999996
2016-11-14,40.869999
2016-11-15,41.09
2016-11-16,40.98
2016-11-17,41.41
2016-11-18,41.34
2016-11-21,41.060001
2016-11-22,41.490002000000004
2016-11-23,42.09
2016-11-25,42.0
2016-11-28,41.57
2016-11-29,40.790001000000004
2016-11-30,40.98
2016-12-01,41.130001
2016-12-02,41.16
2016-12-05,41.599998
2016-12-06,42.400002
2016-12-07,43.490002000000004
2016-12-08,42.970001
2016-12-09,42.950001
2016-12-12,42.610001000000004
2016-12-13,41.560001
2016-12-14,40.84
2016-12-15,41.59
2016-12-16,41.48
2016-12-19,41.389998999999996
2016-12-20,42.490002000000004
2016-12-21,42.299999
2016-12-22,42.080002
2016-12-23,42.09
2016-12-27,42.130001
2016-12-28,41.209998999999996
2016-12-29,41.119999
2016-12-30,40.740002000000004
2017-01-03,41.939999
2017-01-04,42.0
2017-01-05,41.119999
2017-01-06,40.709998999999996
2017-01-09,40.290001000000004
2017-01-10,40.779999
2017-01-11,40.619999
2017-01-12,40.91
2017-01-13,37.990002000000004
2017-01-17,37.75
2017-01-18,37.860001000000004
2017-01-19,38.360001000000004
2017-01-20,38.599998
2017-01-23,38.689999
2017-01-24,40.049999
2017-01-25,40.450001
2017-01-26,40.689999
2017-01-27,40.310001
2017-01-30,39.880001
2017-01-31,40.259997999999996
2017-02-01,40.25
2017-02-02,40.220001
2017-02-03,40.599998
2017-02-06,40.549999
2017-02-07,41.290001000000004
2017-02-08,40.790001000000004
2017-02-09,41.790001000000004
2017-02-10,42.209998999999996
2017-02-13,42.639998999999996
2017-02-14,39.799999
2017-02-15,40.5
2017-02-16,40.16
2017-02-17,40.450001
2017-02-21,40.34
2017-02-22,40.740002000000004
2017-02-23,40.07
2017-02-24,39.299999
2017-02-27,39.869999
2017-02-28,39.040001000000004
2017-03-01,39.830002
2017-03-02,39.669998
2017-03-03,39.470001
2017-03-06,39.549999
2017-03-07,39.18
2017-03-08,38.66
2017-03-09,38.380001
2017-03-10,38.66
2017-03-13,39.169998
2017-03-14,37.990002000000004
2017-03-15,38.740002000000004
2017-03-16,38.52
2017-03-17,38.459998999999996
2017-03-20,38.07
2017-03-21,36.790001000000004
2017-03-22,37.009997999999996
2017-03-23,37.32
2017-03-24,37.310001
2017-03-27,37.490002000000004
2017-03-28,37.509997999999996
2017-03-29,37.400002
2017-03-30,37.509997999999996
2017-03-31,37.279999
2017-04-03,37.029999
2017-04-04,36.919998
2017-04-05,34.790001000000004
2017-04-06,35.77
2017-04-07,35.889998999999996
2017-04-10,36.189999
2017-04-11,36.610001000000004
2017-04-12,35.599998
2017-04-13,35.049999
2017-04-17,35.75
2017-04-18,35.689999
2017-04-19,35.5
2017-04-20,35.970001
2017-04-21,35.990002000000004
2017-04-24,36.720001
2017-04-25,37.130001
2017-04-26,37.290001000000004
2017-04-27,36.23
2017-04-28,35.169998
2017-05-01,35.540001000000004
2017-05-02,35.799999
2017-05-03,35.299999
2017-05-04,35.68
2017-05-05,36.080002
2017-05-08,36.02
2017-05-09,36.029999
2017-05-10,35.939999
2017-05-11,36.02
2017-05-12,35.139998999999996
2017-05-15,35.75
2017-05-16,35.639998999999996
2017-05-17,35.049999
2017-05-18,34.91
2017-05-19,35.220001
2017-05-22,35.09
2017-05-23,35.18
2017-05-24,34.93
2017-05-25,34.75
2017-05-26,34.830002
2017-05-30,34.52
2017-05-31,34.650002
2017-06-01,35.919998
2017-06-02,35.950001
2017-06-05,35.630001
2017-06-06,35.400002
2017-06-07,35.330002
2017-06-08,35.349998
2017-06-09,36.279999
2017-06-12,36.029999
2017-06-13,36.060001
2017-06-14,35.990002000000004
2017-06-15,36.0
2017-06-16,35.599998
2017-06-19,36.09
2017-06-20,35.650002
2017-06-21,35.369999
2017-06-22,35.529999
2017-06-23,35.900002
2017-06-26,35.59
2017-06-27,35.43
2017-06-28,35.75
2017-06-29,36.150002
2017-06-30,36.130001
2017-07-03,36.59
2017-07-05,36.75
2017-07-06,36.029999
2017-07-07,36.139998999999996
2017-07-10,36.150002
2017-07-11,35.91
2017-07-12,35.950001
2017-07-13,35.919998
2017-07-14,36.029999
2017-07-17,36.200001
2017-07-18,36.200001
2017-07-19,36.650002
2017-07-20,36.810001
2017-07-21,36.369999
2017-07-24,36.490002000000004
2017-07-25,36.540001000000004
2017-07-26,36.169998
2017-07-27,36.189999
2017-07-28,36.060001
2017-07-31,35.970001
2017-08-01,36.849998
2017-08-02,37.349998
2017-08-03,37.759997999999996
2017-08-04,38.220001
2017-08-07,38.349998
2017-08-08,38.639998999999996
2017-08-09,38.310001
2017-08-10,37.349998
2017-08-11,37.389998999999996
2017-08-14,37.66
2017-08-15,37.130001
2017-08-16,37.240002000000004
2017-08-17,36.349998
2017-08-18,36.41
2017-08-21,36.68
2017-08-22,37.240002000000004
2017-08-23,36.189999
2017-08-24,37.700001
2017-08-25,38.59
2017-08-28,38.060001
2017-08-29,37.799999
2017-08-30,39.450001
2017-08-31,40.380001
2017-09-01,40.66
2017-09-05,42.049999
2017-09-06,43.59
2017-09-07,42.849998
2017-09-08,41.799999
2017-09-11,41.91
2017-09-12,43.419998
2017-09-13,42.970001
2017-09-14,43.16
2017-09-15,45.279999
2017-09-18,46.060001
2017-09-19,46.150002
2017-09-20,45.93
2017-09-21,45.0
2017-09-22,45.380001
2017-09-25,45.419998
2017-09-26,45.110001000000004
2017-09-27,45.5
2017-09-28,45.619999
2017-09-29,45.93
2017-10-02,48.619999
2017-10-03,48.68
2017-10-04,48.740002000000004
2017-10-05,48.73
2017-10-06,49.029999
2017-10-09,48.73
2017-10-10,48.919998
2017-10-11,49.09
2017-10-12,49.880001
2017-10-13,50.580002
2017-10-16,50.889998999999996
2017-10-17,50.490002000000004
2017-10-18,50.0
2017-10-19,49.349998
2017-10-20,50.610001000000004
2017-10-23,50.860001000000004
2017-10-24,51.630001
2017-10-25,51.689999
2017-10-26,52.0
2017-10-27,51.98
2017-10-30,51.950001
2017-10-31,52.09
2017-11-01,50.34
2017-11-02,51.299999
2017-11-03,50.200001
2017-11-06,50.599998
2017-11-07,49.310001
2017-11-08,49.299999
2017-11-09,48.91
2017-11-10,49.84
2017-11-13,49.73
2017-11-14,49.540001000000004
2017-11-15,49.400002
2017-11-16,50.189999
2017-11-17,50.310001
2017-11-20,48.759997999999996
2017-11-21,48.580002
2017-11-22,48.68
2017-11-24,48.759997999999996
2017-11-27,48.209998999999996
2017-11-28,48.84
2017-11-29,48.310001
2017-11-30,49.169998
2017-12-01,48.73
2017-12-04,48.759997999999996
2017-12-05,48.5
2017-12-06,48.540001000000004
2017-12-07,48.669998
2017-12-08,48.860001000000004
2017-12-11,49.279999
2017-12-12,49.419998
2017-12-13,49.720001
2017-12-14,48.509997999999996
2017-12-15,48.939999
2017-12-18,49.880001
2017-12-19,49.41
2017-12-20,49.650002
2017-12-21,50.130001
2017-12-22,50.360001000000004
2017-12-26,50.150002
2017-12-27,49.860001000000004
2017-12-28,49.810001
2017-12-29,49.52
2018-01-02,48.029999
2018-01-03,49.73
2018-01-04,50.07
2018-01-05,50.41
2018-01-08,49.529999
2018-01-09,48.349998
2018-01-10,47.389998999999996
2018-01-11,49.02
2018-01-12,49.27
2018-01-16,48.990002000000004
2018-01-17,50.549999
2018-01-18,50.41
2018-01-19,51.639998999999996
2018-01-22,51.700001
2018-01-23,51.630001
2018-01-24,51.5
2018-01-25,50.610001000000004
2018-01-26,51.139998999999996
2018-01-29,51.419998
2018-01-30,50.470001
2018-01-31,48.93
2018-02-01,49.23
2018-02-02,49.240002000000004
2018-02-05,48.290001000000004
2018-02-06,48.630001
2018-02-07,48.400002
2018-02-08,46.529999
2018-02-09,46.470001
2018-02-12,47.990002000000004
2018-02-13,45.029999
2018-02-14,46.580002
2018-02-15,45.75
2018-02-16,45.689999
2018-02-20,45.110001000000004
2018-02-21,45.09
2018-02-22,45.650002
2018-02-23,45.389998999999996
2018-02-26,46.200001
2018-02-27,46.110001000000004
2018-02-28,44.48
2018-03-01,43.34
2018-03-02,43.720001
2018-03-05,44.5
2018-03-06,45.25
2018-03-07,45.450001
2018-03-08,47.009997999999996
2018-03-09,47.610001000000004
2018-03-12,46.68
2018-03-13,46.509997999999996
2018-03-14,46.349998
2018-03-15,46.32
2018-03-16,47.389998999999996
2018-03-19,46.630001
2018-03-20,46.860001000000004
2018-03-21,46.790001000000004
2018-03-22,45.32
2018-03-23,44.470001
2018-03-26,45.639998999999996
2018-03-27,45.07
2018-03-28,46.040001000000004
2018-03-29,45.91
2018-04-02,44.630001
2018-04-03,45.27
2018-04-04,45.700001
2018-04-05,46.209998999999996
2018-04-06,45.299999
2018-04-09,44.91
2018-04-10,45.810001
2018-04-11,45.790001000000004
2018-04-12,46.23
2018-04-13,45.970001
2018-04-16,47.009997999999996
2018-04-17,47.84
2018-04-18,47.900002
2018-04-19,47.189999
2018-04-20,45.77
2018-04-23,46.59
2018-04-24,45.630001
2018-04-25,45.84
2018-04-26,45.299999
2018-04-27,45.029999
2018-04-30,45.009997999999996
2018-05-01,44.970001
2018-05-02,45.349998
2018-05-03,44.939999
2018-05-04,46.029999
2018-05-07,47.029999
2018-05-08,47.509997999999996
2018-05-09,48.450001
2018-05-10,48.66
2018-05-11,49.25
2018-05-14,48.639998999999996
2018-05-15,48.549999
2018-05-16,48.939999
2018-05-17,49.330002
2018-05-18,49.709998999999996
2018-05-21,50.400002
2018-05-22,50.119999
2018-05-23,50.540001000000004
2018-05-24,49.330002
2018-05-25,49.040001000000004
2018-05-29,49.380001
2018-05-30,50.52
2018-05-31,50.09
2018-06-01,50.439999
2018-06-04,50.389998999999996
2018-06-05,50.25
2018-06-06,51.040001000000004
2018-06-07,51.029999
2018-06-08,51.060001
2018-06-11,51.220001
2018-06-12,51.139998999999996
2018-06-13,51.279999
2018-06-14,52.080002
2018-06-15,52.560001
2018-06-18,52.82
2018-06-19,52.25
2018-06-20,51.509997999999996
2018-06-21,50.209998999999996
2018-06-22,50.459998999999996
2018-06-25,50.029999
2018-06-26,50.720001
2018-06-27,50.759997999999996
2018-06-28,51.299999
2018-06-29,51.73
2018-07-02,51.5
2018-07-03,51.639998999999996
2018-07-05,52.970001
2018-07-06,53.220001
2018-07-09,53.669998
2018-07-10,53.57
2018-07-11,52.900002
2018-07-12,52.759997999999996
2018-07-13,53.009997999999996
2018-07-16,52.380001
2018-07-17,50.419998
2018-07-18,51.02
2018-07-19,51.41
2018-07-20,50.869999
2018-07-23,51.349998
2018-07-24,51.610001000000004
2018-07-25,51.869999
2018-07-26,53.279999
2018-07-27,52.810001
2018-07-30,52.900002
2018-07-31,53.75
2018-08-01,54.470001
2018-08-02,55.389998999999996
2018-08-03,55.759997999999996
2018-08-06,55.139998999999996
2018-08-07,55.68
2018-08-08,55.540001000000004
2018-08-09,55.27
2018-08-10,54.689999
2018-08-13,53.900002
2018-08-14,54.869999
2018-08-15,54.130001
2018-08-16,54.799999
2018-08-17,54.799999
2018-08-20,54.66
2018-08-21,55.740002000000004
2018-08-22,56.110001000000004
2018-08-23,54.259997999999996
2018-08-24,54.360001000000004
2018-08-27,54.790001000000004
2018-08-28,55.07
2018-08-29,55.32
2018-08-30,54.93
2018-08-31,55.490002000000004
2018-09-04,54.939999
2018-09-05,54.900002
2018-09-06,55.5
2018-09-07,55.720001
2018-09-10,58.830002
2018-09-11,59.439999
2018-09-12,58.139998999999996
2018-09-13,57.66
2018-09-14,57.5
2018-09-17,58.150002
2018-09-18,58.459998999999996
2018-09-19,57.32
2018-09-20,58.02
2018-09-21,57.970001
2018-09-24,58.189999
2018-09-25,58.0
2018-09-26,57.169998
2018-09-27,56.299999
2018-09-28,56.41
2018-10-01,56.490002000000004
2018-10-02,55.209998999999996
2018-10-03,55.41
2018-10-04,56.029999
2018-10-05,56.130001
2018-10-08,57.040001000000004
2018-10-09,57.049999
2018-10-10,57.049999
2018-10-11,54.470001
2018-10-12,54.630001
2018-10-15,55.509997999999996
2018-10-16,57.18
2018-10-17,56.299999
2018-10-18,56.5
2018-10-19,55.950001
2018-10-22,55.130001
2018-10-23,53.240002000000004
2018-10-24,50.330002
2018-10-25,50.849998
2018-10-26,49.73
2018-10-29,49.189999
2018-10-30,50.34
2018-10-31,50.73
2018-11-01,53.720001
2018-11-02,52.27
2018-11-05,52.650002
2018-11-06,54.110001000000004
2018-11-07,56.130001
2018-11-08,54.75
2018-11-09,54.509997999999996
2018-11-12,53.580002
2018-11-13,54.900002
2018-11-14,55.549999
2018-11-15,56.32
2018-11-16,56.799999
2018-11-19,56.189999
2018-11-20,55.560001
2018-11-21,56.560001
2018-11-23,54.540001000000004
2018-11-26,55.23
2018-11-27,56.189999
2018-11-28,57.18
2018-11-29,56.77
2018-11-30,56.919998
2018-12-03,56.200001
2018-12-04,52.41
2018-12-06,52.830002
2018-12-07,52.52
2018-12-10,52.689999
2018-12-11,51.540001000000004
2018-12-12,53.189999
2018-12-13,53.52
2018-12-14,52.119999
2018-12-17,51.5
2018-12-18,51.43
2018-12-19,50.200001
2018-12-20,48.799999
2018-12-21,47.200001
2018-12-24,45.529999
2018-12-26,48.400002
2018-12-27,49.16
2018-12-28,49.110001000000004
2018-12-31,49.700001
2019-01-02,50.990002000000004
2019-01-03,49.150002
2019-01-04,51.139998999999996
2019-01-07,51.07
2019-01-08,51.970001
2019-01-09,52.77
2019-01-10,53.259997999999996
2019-01-11,53.540001000000004
2019-01-14,52.889998999999996
2019-01-15,53.439999
2019-01-16,53.57
2019-01-17,54.130001
2019-01-18,54.740002000000004
2019-01-22,54.080002
2019-01-23,52.849998
2019-01-24,53.459998999999996
2019-01-25,53.619999
2019-01-28,53.07
2019-01-29,52.75
2019-01-30,52.939999
2019-01-31,52.93
2019-02-01,52.98
2019-02-04,52.790001000000004
2019-02-05,52.830002
2019-02-06,50.779999
2019-02-07,49.810001
2019-02-08,49.990002000000004
2019-02-11,50.209998999999996
2019-02-12,51.419998
2019-02-13,51.16
2019-02-14,52.18
2019-02-15,52.630001
2019-02-19,52.740002000000004
2019-02-20,53.849998
2019-02-21,53.119999
2019-02-22,52.939999
2019-02-25,52.799999
2019-02-26,51.970001
2019-02-27,51.889998999999996
2019-02-28,51.560001
2019-03-01,52.5
2019-03-04,52.66
2019-03-05,52.139998999999996
2019-03-06,51.07
