Date,ARKAY
2006-11-14,50.25
2006-11-15,50.75
2006-11-16,51.950001
2006-11-17,50.25
2006-11-20,49.5
2006-11-21,48.849998
2006-11-22,49.200001
2006-11-24,49.200001
2006-11-27,48.599998
2006-11-28,47.799999
2006-11-29,49.099998
2006-11-30,49.549999
2006-12-01,50.400002
2006-12-04,51.099998
2006-12-05,51.099998
2006-12-06,51.599998
2006-12-07,50.5
2006-12-08,51.150002
2006-12-11,50.849998
2006-12-12,52.0
2006-12-13,52.450001
2006-12-14,52.549999
2006-12-15,51.650002
2006-12-18,51.75
2006-12-19,51.18
2006-12-20,51.450001
2006-12-21,51.150002
2006-12-22,50.349998
2006-12-26,50.349998
2006-12-27,50.849998
2006-12-28,50.849998
2006-12-29,51.150002
2007-01-03,50.150002
2007-01-04,50.599998
2007-01-05,50.299999
2007-01-08,49.799999
2007-01-09,49.900002
2007-01-10,49.75
2007-01-11,50.450001
2007-01-12,50.650002
2007-01-16,51.099998
2007-01-17,51.299999
2007-01-18,51.950001
2007-01-19,51.450001
2007-01-22,51.549999
2007-01-23,52.5
2007-01-24,52.150002
2007-01-25,51.650002
2007-01-26,51.0
2007-01-29,51.25
2007-01-30,50.400002
2007-01-31,50.0
2007-02-01,51.349998
2007-02-02,50.900002
2007-02-05,50.900002
2007-02-06,50.549999
2007-02-07,51.099998
2007-02-08,51.700001
2007-02-09,51.700001
2007-02-12,51.700001
2007-02-13,53.150002
2007-02-14,53.200001
2007-02-15,52.700001
2007-02-16,52.349998
2007-02-20,51.700001
2007-02-21,51.549999
2007-02-22,51.549999
2007-02-23,51.349998
2007-02-26,51.349998
2007-02-27,49.5
2007-02-28,49.549999
2007-03-01,48.049999
2007-03-02,48.650002
2007-03-05,48.5
2007-03-06,48.549999
2007-03-07,48.549999
2007-03-08,49.200001
2007-03-09,49.150002
2007-03-12,50.0
2007-03-13,50.200001
2007-03-14,50.950001
2007-03-15,52.0
2007-03-16,52.049999
2007-03-19,53.049999
2007-03-20,53.099998
2007-03-21,54.0
2007-03-22,53.799999
2007-03-23,53.799999
2007-03-26,54.25
2007-03-27,54.549999
2007-03-28,55.0
2007-03-29,54.849998
2007-03-30,57.200001
2007-04-02,58.400002
2007-04-03,58.799999
2007-04-04,59.25
2007-04-05,59.950001
2007-04-09,59.75
2007-04-10,60.5
2007-04-11,59.799999
2007-04-12,58.650002
2007-04-13,60.450001
2007-04-16,60.650002
2007-04-17,60.25
2007-04-18,60.25
2007-04-19,60.849998
2007-04-20,61.25
2007-04-23,61.25
2007-04-24,61.25
2007-04-25,59.099998
2007-04-26,59.099998
2007-04-27,59.299999
2007-04-30,59.950001
2007-05-01,59.700001
2007-05-02,60.400002
2007-05-03,60.200001
2007-05-04,60.299999
2007-05-07,61.0
2007-05-08,60.650002
2007-05-09,61.650002
2007-05-10,60.299999
2007-05-11,60.900002
2007-05-14,60.900002
2007-05-15,64.099998
2007-05-16,63.450001
2007-05-17,64.050003
2007-05-18,64.300003
2007-05-21,64.300003
2007-05-22,65.199997
2007-05-23,65.349998
2007-05-24,64.300003
2007-05-25,63.900002
2007-05-29,65.5
2007-05-30,65.5
2007-05-31,65.050003
2007-06-01,65.900002
2007-06-04,67.199997
2007-06-05,66.949997
2007-06-06,65.449997
2007-06-07,63.299999
2007-06-08,63.650002
2007-06-11,62.84
2007-06-12,63.0
2007-06-13,63.549999
2007-06-14,63.650002
2007-06-15,65.150002
2007-06-18,65.650002
2007-06-19,65.199997
2007-06-20,65.349998
2007-06-21,64.949997
2007-06-22,63.900002
2007-06-25,62.900002
2007-06-26,62.599998
2007-06-27,62.349998
2007-06-28,64.25
2007-06-29,65.0
2007-07-02,65.900002
2007-07-03,66.5
2007-07-05,66.050003
2007-07-06,66.949997
2007-07-09,67.0
2007-07-10,66.650002
2007-07-11,65.150002
2007-07-12,65.150002
2007-07-13,67.900002
2007-07-16,67.650002
2007-07-17,68.25
2007-07-18,66.150002
2007-07-19,67.699997
2007-07-20,67.0
2007-07-23,67.5
2007-07-24,67.400002
2007-07-25,67.150002
2007-07-26,64.349998
2007-07-27,63.0
2007-07-30,63.0
2007-07-31,64.75
2007-08-01,64.75
2007-08-02,64.75
2007-08-03,65.0
2007-08-06,64.5
2007-08-07,64.699997
2007-08-08,65.400002
2007-08-09,61.599998
2007-08-10,58.849998
2007-08-13,61.5
2007-08-14,61.5
2007-08-15,58.0
2007-08-16,56.0
2007-08-17,57.450001
2007-08-20,58.849998
2007-08-21,58.700001
2007-08-22,60.849998
2007-08-23,61.099998
2007-08-24,62.0
2007-08-27,62.049999
2007-08-28,59.599998
2007-08-29,60.0
2007-08-30,60.450001
2007-08-31,62.450001
2007-09-04,62.549999
2007-09-05,62.099998
2007-09-06,62.900002
2007-09-07,61.950001
2007-09-10,61.950001
2007-09-11,61.950001
2007-09-12,62.650002
2007-09-13,63.25
2007-09-14,63.25
2007-09-17,60.349998
2007-09-18,62.0
2007-09-19,62.700001
2007-09-20,61.849998
2007-09-21,62.950001
2007-09-24,63.450001
2007-09-25,63.849998
2007-09-26,62.599998
2007-09-27,62.599998
2007-09-28,60.650002
2007-10-01,61.900002
2007-10-02,62.150002
2007-10-03,62.650002
2007-10-04,62.650002
2007-10-05,66.900002
2007-10-08,66.349998
2007-10-09,67.900002
2007-10-10,67.0
2007-10-11,67.800003
2007-10-12,67.300003
2007-10-15,67.849998
2007-10-16,67.050003
2007-10-17,66.959999
2007-10-18,65.949997
2007-10-19,66.0
2007-10-22,64.400002
2007-10-23,65.949997
2007-10-24,64.199997
2007-10-25,65.900002
2007-10-26,65.349998
2007-10-29,65.699997
2007-10-30,66.099998
2007-10-31,68.0
2007-11-01,66.650002
2007-11-02,67.300003
2007-11-05,66.349998
2007-11-06,67.849998
2007-11-07,68.199997
2007-11-08,68.199997
2007-11-09,67.75
2007-11-12,65.150002
2007-11-13,63.75
2007-11-14,63.450001
2007-11-15,62.23
2007-11-16,60.400002
2007-11-19,59.860001000000004
2007-11-20,60.25
2007-11-21,58.099998
2007-11-23,58.450001
2007-11-26,58.0
2007-11-27,58.759997999999996
2007-11-28,60.099998
2007-11-29,61.549999
2007-11-30,63.450001
2007-12-03,63.150002
2007-12-04,63.0
2007-12-05,63.0
2007-12-06,63.5
2007-12-07,64.599998
2007-12-10,64.599998
2007-12-11,66.599998
2007-12-12,68.0
2007-12-13,65.730003
2007-12-14,63.360001000000004
2007-12-17,62.150002
2007-12-18,61.299999
2007-12-19,61.509997999999996
2007-12-20,62.950001
2007-12-21,63.599998
2007-12-24,63.599998
2007-12-26,63.599998
2007-12-27,65.0
2007-12-28,65.849998
2007-12-31,66.0
2008-01-02,66.0
2008-01-03,64.099998
2008-01-04,62.200001
2008-01-07,62.200001
2008-01-08,60.049999
2008-01-09,58.400002
2008-01-10,58.400002
2008-01-11,57.700001
2008-01-14,60.099998
2008-01-15,56.0
2008-01-16,52.200001
2008-01-17,53.209998999999996
2008-01-18,51.299999
2008-01-22,49.400002
2008-01-23,50.0
2008-01-24,52.549999
2008-01-25,52.990002000000004
2008-01-28,52.950001
2008-01-29,52.950001
2008-01-30,52.950001
2008-01-31,56.549999
2008-02-01,56.150002
2008-02-04,57.349998
2008-02-05,53.599998
2008-02-06,54.349998
2008-02-07,52.049999
2008-02-08,51.939999
2008-02-11,52.0
2008-02-12,54.799999
2008-02-13,55.349998
2008-02-14,56.349998
2008-02-15,55.93
2008-02-19,58.950001
2008-02-20,57.150002
2008-02-21,56.869999
2008-02-22,58.049999
2008-02-25,58.049999
2008-02-26,58.549999
2008-02-27,58.82
2008-02-28,57.900002
2008-02-29,57.400002
2008-03-03,56.549999
2008-03-04,54.450001
2008-03-05,55.290001000000004
2008-03-06,52.799999
2008-03-07,52.349998
2008-03-10,52.450001
2008-03-11,52.599998
2008-03-12,52.599998
2008-03-13,53.299999
2008-03-14,52.450001
2008-03-17,52.25
2008-03-18,54.0
2008-03-19,54.099998
2008-03-20,53.25
2008-03-24,53.049999
2008-03-25,55.549999
2008-03-26,54.900002
2008-03-27,55.099998
2008-03-28,54.049999
2008-03-31,56.349998
2008-04-01,57.0
2008-04-02,56.950001
2008-04-03,56.700001
2008-04-04,56.700001
2008-04-07,56.849998
2008-04-08,56.349998
2008-04-09,57.099998
2008-04-10,57.099998
2008-04-11,55.0
2008-04-14,54.900002
2008-04-15,54.75
2008-04-16,56.099998
2008-04-17,56.0
2008-04-18,56.0
2008-04-21,56.450001
2008-04-22,56.450001
2008-04-23,56.450001
2008-04-24,56.299999
2008-04-25,57.779999
2008-04-28,58.049999
2008-04-29,56.849998
2008-04-30,57.349998
2008-05-01,58.0
2008-05-02,58.0
2008-05-05,58.0
2008-05-06,58.599998
2008-05-07,58.700001
2008-05-08,58.700001
2008-05-09,58.16
2008-05-12,58.16
2008-05-13,58.900002
2008-05-14,63.779999
2008-05-15,65.410004
2008-05-16,65.410004
2008-05-19,67.160004
2008-05-20,65.349998
2008-05-21,65.199997
2008-05-22,64.650002
2008-05-23,63.599998
2008-05-27,62.650002
2008-05-28,63.299999
2008-05-29,63.5
2008-05-30,64.120003
2008-06-02,64.120003
2008-06-03,64.120003
2008-06-04,64.120003
2008-06-05,65.199997
2008-06-06,65.199997
2008-06-09,63.450001
2008-06-10,63.450001
2008-06-11,59.599998
2008-06-12,59.650002
2008-06-13,60.5
2008-06-16,61.549999
2008-06-17,62.049999
2008-06-18,62.049999
2008-06-19,59.549999
2008-06-20,59.0
2008-06-23,59.0
2008-06-24,57.049999
2008-06-25,57.5
2008-06-26,56.700001
2008-06-27,57.299999
2008-06-30,56.450001
2008-07-01,54.400002
2008-07-02,53.299999
2008-07-03,53.299999
2008-07-07,53.849998
2008-07-08,52.0
2008-07-09,53.75
2008-07-10,53.75
2008-07-11,53.0
2008-07-14,53.700001
2008-07-15,51.200001
2008-07-16,51.849998
2008-07-17,53.799999
2008-07-18,54.549999
2008-07-21,55.0
2008-07-22,55.0
2008-07-23,54.900002
2008-07-24,53.400002
2008-07-25,53.700001
2008-07-28,54.599998
2008-07-29,53.0
2008-07-30,53.0
2008-07-31,51.299999
2008-08-01,50.75
2008-08-04,49.849998
2008-08-05,51.299999
2008-08-06,52.619999
2008-08-07,48.810001
2008-08-08,47.25
2008-08-11,47.25
2008-08-12,48.150002
2008-08-13,47.880001
2008-08-14,48.400002
2008-08-15,46.0
2008-08-18,45.25
2008-08-19,44.200001
2008-08-20,44.150002
2008-08-21,44.150002
2008-08-22,45.610001000000004
2008-08-25,44.5
2008-08-26,44.73
2008-08-27,46.0
2008-08-28,47.25
2008-08-29,47.25
2008-09-02,48.970001
2008-09-03,48.970001
2008-09-04,45.540001000000004
2008-09-05,44.75
2008-09-08,44.75
2008-09-09,43.549999
2008-09-10,43.450001
2008-09-11,42.950001
2008-09-12,43.5
2008-09-15,42.049999
2008-09-16,43.150002
2008-09-17,39.650002
2008-09-18,39.5
2008-09-19,40.900002
2008-09-22,40.900002
2008-09-23,41.200001
2008-09-24,40.189999
2008-09-25,39.700001
2008-09-26,38.75
2008-09-29,34.790001000000004
2008-09-30,34.790001000000004
2008-10-01,36.650002
2008-10-02,33.349998
2008-10-03,32.150002
2008-10-06,29.549999
2008-10-07,29.25
2008-10-08,27.0
2008-10-09,27.35
2008-10-10,25.75
2008-10-13,30.83
2008-10-14,30.75
2008-10-15,26.0
2008-10-16,25.0
2008-10-17,25.0
2008-10-20,26.0
2008-10-21,26.0
2008-10-22,24.709999
2008-10-23,23.299999
2008-10-24,22.0
2008-10-27,19.5
2008-10-28,20.690001000000002
2008-10-29,21.5
2008-10-30,21.5
2008-10-31,22.799999
2008-11-03,23.799999
2008-11-04,25.4
2008-11-05,24.0
2008-11-06,24.0
2008-11-07,22.299999
2008-11-10,24.01
2008-11-11,22.950001
2008-11-12,21.68
2008-11-13,23.0
2008-11-14,21.35
2008-11-17,20.85
2008-11-18,19.950001
2008-11-19,18.65
2008-11-20,16.15
2008-11-21,16.1
2008-11-24,17.15
2008-11-25,18.67
2008-11-26,19.25
2008-11-28,19.25
2008-12-01,17.4
2008-12-02,17.700001
2008-12-03,18.299999
2008-12-04,17.9
2008-12-05,17.73
2008-12-08,17.540001
2008-12-09,17.799999
2008-12-10,17.799999
2008-12-11,17.75
2008-12-12,17.75
2008-12-15,18.200001
2008-12-16,18.9
2008-12-17,17.4
2008-12-18,17.799999
2008-12-19,16.6
2008-12-22,15.6
2008-12-23,15.65
2008-12-24,15.5
2008-12-26,16.549999
2008-12-29,15.95
2008-12-30,16.299999
2008-12-31,17.08
2009-01-02,18.41
2009-01-05,17.9
2009-01-06,19.200001
2009-01-07,19.200001
2009-01-08,19.02
2009-01-09,19.02
2009-01-12,18.209999
2009-01-13,17.15
2009-01-14,16.35
2009-01-15,16.15
2009-01-16,16.290001
2009-01-20,14.35
2009-01-21,13.3
2009-01-22,13.45
2009-01-23,13.45
2009-01-26,14.2
2009-01-27,14.45
2009-01-28,15.35
2009-01-29,14.51
2009-01-30,14.51
2009-02-02,14.51
2009-02-03,14.65
2009-02-04,14.93
2009-02-05,14.93
2009-02-06,16.65
2009-02-09,16.65
2009-02-10,16.65
2009-02-11,15.9
2009-02-12,15.2
2009-02-13,15.2
2009-02-17,14.15
2009-02-18,13.82
2009-02-19,13.8
2009-02-20,13.81
2009-02-23,13.2
2009-02-24,13.48
2009-02-25,13.7
2009-02-26,13.6
2009-02-27,13.5
2009-03-02,12.35
2009-03-03,12.6
2009-03-04,12.6
2009-03-05,13.23
2009-03-06,13.67
2009-03-09,13.36
2009-03-10,14.58
2009-03-11,14.9
2009-03-12,14.9
2009-03-13,15.0
2009-03-16,15.08
2009-03-17,15.35
2009-03-18,15.7
2009-03-19,15.7
2009-03-20,15.7
2009-03-23,17.15
2009-03-24,17.15
2009-03-25,16.65
2009-03-26,16.41
2009-03-27,15.72
2009-03-30,15.25
2009-03-31,15.8
2009-04-01,15.8
2009-04-02,19.33
2009-04-03,19.9
2009-04-06,19.9
2009-04-07,18.59
2009-04-08,19.450001
2009-04-09,21.950001
2009-04-13,22.4
2009-04-14,21.52
2009-04-15,21.200001
2009-04-16,20.799999
2009-04-17,21.1
2009-04-20,21.1
2009-04-21,20.26
2009-04-22,20.9
2009-04-23,20.9
2009-04-24,22.4
2009-04-27,21.700001
2009-04-28,21.450001
2009-04-29,22.120001000000002
2009-04-30,23.15
2009-05-01,23.15
2009-05-04,24.049999
2009-05-05,25.35
2009-05-06,24.25
2009-05-07,24.85
2009-05-08,24.85
2009-05-11,24.25
2009-05-12,23.540001
2009-05-13,24.440001000000002
2009-05-14,25.450001
2009-05-15,25.450001
2009-05-18,26.25
2009-05-19,27.65
2009-05-20,28.35
2009-05-21,27.4
2009-05-22,27.4
2009-05-26,27.4
2009-05-27,26.209999
2009-05-28,26.209999
2009-05-29,27.35
2009-06-01,28.5
2009-06-02,28.83
2009-06-03,28.32
2009-06-04,27.459999
2009-06-05,27.200001
2009-06-08,27.049999
2009-06-09,26.450001
2009-06-10,26.450001
2009-06-11,27.389999
2009-06-12,26.6
2009-06-15,25.0
2009-06-16,24.52
2009-06-17,22.85
2009-06-18,22.85
2009-06-19,23.74
2009-06-22,22.25
2009-06-23,22.25
2009-06-24,24.15
2009-06-25,23.700001
2009-06-26,23.870001000000002
2009-06-29,23.82
2009-06-30,23.82
2009-07-01,23.82
2009-07-02,23.299999
2009-07-06,22.610001
2009-07-07,22.610001
2009-07-08,21.9
2009-07-09,22.139999
2009-07-10,22.139999
2009-07-13,22.299999
2009-07-14,22.77
2009-07-15,24.26
2009-07-16,25.15
2009-07-17,24.27
2009-07-20,25.559998999999998
2009-07-21,25.559998999999998
2009-07-22,26.129998999999998
2009-07-23,26.700001
2009-07-24,26.6
2009-07-27,26.76
2009-07-28,25.799999
2009-07-29,26.0
2009-07-30,26.700001
2009-07-31,28.700001
2009-08-03,30.0
2009-08-04,30.9
2009-08-05,30.9
2009-08-06,30.35
2009-08-07,30.5
2009-08-10,30.5
2009-08-11,29.110001
2009-08-12,29.110001
2009-08-13,29.110001
2009-08-14,32.150002
2009-08-17,29.799999
2009-08-18,30.35
2009-08-19,32.299999
2009-08-20,33.509997999999996
2009-08-21,34.32
2009-08-24,34.950001
2009-08-25,35.349998
2009-08-26,35.349998
2009-08-27,35.349998
2009-08-28,35.349998
2009-08-31,32.849998
2009-09-01,31.65
2009-09-02,31.65
2009-09-03,31.65
2009-09-04,32.450001
2009-09-08,32.450001
2009-09-09,34.700001
2009-09-10,35.349998
2009-09-11,35.049999
2009-09-14,34.779999
2009-09-15,36.259997999999996
2009-09-16,37.060001
2009-09-17,35.419998
2009-09-18,35.419998
2009-09-21,34.25
2009-09-22,34.599998
2009-09-23,34.450001
2009-09-24,33.259997999999996
2009-09-25,32.200001
2009-09-28,34.779999
2009-09-29,35.07
2009-09-30,35.549999
2009-10-01,36.57
2009-10-02,34.150002
2009-10-05,34.900002
2009-10-06,34.900002
2009-10-07,36.549999
2009-10-08,39.93
2009-10-09,40.900002
2009-10-12,40.900002
2009-10-13,40.799999
2009-10-14,44.029999
2009-10-15,43.849998
2009-10-16,43.5
2009-10-19,43.75
2009-10-20,42.799999
2009-10-21,41.75
2009-10-22,40.950001
2009-10-23,42.0
2009-10-26,39.990002000000004
2009-10-27,38.599998
2009-10-28,36.400002
2009-10-29,36.400002
2009-10-30,38.549999
2009-11-02,38.299999
2009-11-03,38.0
2009-11-04,40.599998
2009-11-05,39.799999
2009-11-06,40.049999
2009-11-09,42.299999
2009-11-10,39.049999
2009-11-11,39.950001
2009-11-12,39.599998
2009-11-13,39.599998
2009-11-16,40.799999
2009-11-17,39.650002
2009-11-18,40.650002
2009-11-19,40.209998999999996
2009-11-20,39.049999
2009-11-23,40.200001
2009-11-24,39.150002
2009-11-25,39.349998
2009-11-27,38.349998
2009-11-30,37.880001
2009-12-01,39.650002
2009-12-02,39.650002
2009-12-03,39.299999
2009-12-04,40.25
2009-12-07,40.25
2009-12-08,39.299999
2009-12-09,38.849998
2009-12-10,37.549999
2009-12-11,37.549999
2009-12-14,38.91
2009-12-15,38.150002
2009-12-16,39.200001
2009-12-17,37.799999
2009-12-18,37.400002
2009-12-21,37.48
2009-12-22,37.450001
2009-12-23,37.25
2009-12-24,37.549999
2009-12-28,37.200001
2009-12-29,37.200001
2009-12-30,37.200001
2009-12-31,37.0
2010-01-04,38.650002
2010-01-05,39.52
2010-01-06,39.75
2010-01-07,39.75
2010-01-08,39.75
2010-01-11,40.509997999999996
2010-01-12,39.75
2010-01-13,40.25
2010-01-14,40.400002
2010-01-15,39.889998999999996
2010-01-19,40.599998
2010-01-20,39.59
2010-01-21,37.959998999999996
2010-01-22,36.75
2010-01-25,38.400002
2010-01-26,38.400002
2010-01-27,38.400002
2010-01-28,39.849998
2010-01-29,38.299999
2010-02-01,39.099998
2010-02-02,39.099998
2010-02-03,38.779999
2010-02-04,36.700001
2010-02-05,35.25
2010-02-08,35.25
2010-02-09,35.009997999999996
2010-02-10,35.400002
2010-02-11,34.549999
2010-02-12,33.25
2010-02-16,33.200001
2010-02-17,35.200001
2010-02-18,35.200001
2010-02-19,35.450001
2010-02-22,35.75
2010-02-23,35.150002
2010-02-24,34.299999
2010-02-25,33.650002
2010-02-26,33.799999
2010-03-01,33.799999
2010-03-02,33.799999
2010-03-03,36.599998
2010-03-04,36.599998
2010-03-05,35.75
2010-03-08,36.150002
2010-03-09,36.099998
2010-03-10,37.389998999999996
2010-03-11,37.389998999999996
2010-03-12,38.349998
2010-03-15,38.200001
2010-03-16,38.200001
2010-03-17,39.450001
2010-03-18,38.299999
2010-03-19,38.299999
2010-03-22,37.549999
2010-03-23,38.200001
2010-03-24,37.450001
2010-03-25,37.450001
2010-03-26,37.450001
2010-03-29,37.450001
2010-03-30,37.450001
2010-03-31,37.450001
2010-04-01,37.450001
2010-04-05,38.25
2010-04-06,38.849998
2010-04-07,39.0
2010-04-08,38.950001
2010-04-09,39.75
2010-04-12,39.650002
2010-04-13,39.93
2010-04-14,40.200001
2010-04-15,40.099998
2010-04-16,40.099998
2010-04-19,38.220001
2010-04-20,39.049999
2010-04-21,41.25
2010-04-22,41.25
2010-04-23,41.25
2010-04-26,43.650002
2010-04-27,42.299999
2010-04-28,40.799999
2010-04-29,42.349998
2010-04-30,41.900002
2010-05-03,41.900002
2010-05-04,39.75
2010-05-05,38.25
2010-05-06,37.25
2010-05-07,35.950001
2010-05-10,38.400002
2010-05-11,39.200001
2010-05-12,39.200001
2010-05-13,41.450001
2010-05-14,38.599998
2010-05-17,38.599998
2010-05-18,38.459998999999996
2010-05-19,37.799999
2010-05-20,37.310001
2010-05-21,37.75
2010-05-24,36.700001
2010-05-25,34.150002
2010-05-26,35.150002
2010-05-27,37.990002000000004
2010-05-28,36.450001
2010-06-01,35.400002
2010-06-02,35.150002
2010-06-03,35.950001
2010-06-04,34.450001
2010-06-07,33.400002
2010-06-08,33.130001
2010-06-09,34.049999
2010-06-10,35.450001
2010-06-11,35.849998
2010-06-14,37.900002
2010-06-15,38.080002
2010-06-16,38.599998
2010-06-17,38.599998
2010-06-18,38.66
2010-06-21,38.900002
2010-06-22,38.419998
2010-06-23,38.049999
2010-06-24,37.450001
2010-06-25,37.200001
2010-06-28,36.950001
2010-06-29,35.200001
2010-06-30,35.060001
2010-07-01,35.400002
2010-07-02,36.09
2010-07-06,36.700001
2010-07-07,36.860001000000004
2010-07-08,38.209998999999996
2010-07-09,39.200001
2010-07-12,39.200001
2010-07-13,41.509997999999996
2010-07-14,42.099998
2010-07-15,42.349998
2010-07-16,42.610001000000004
2010-07-19,41.75
2010-07-20,41.459998999999996
2010-07-21,41.950001
2010-07-22,43.150002
2010-07-23,43.75
2010-07-26,44.400002
2010-07-27,44.450001
2010-07-28,43.75
2010-07-29,44.700001
2010-07-30,43.650002
2010-08-02,45.919998
2010-08-03,48.75
2010-08-04,48.189999
2010-08-05,49.360001000000004
2010-08-06,49.360001000000004
2010-08-09,48.75
2010-08-10,47.700001
2010-08-11,45.0
2010-08-12,44.200001
2010-08-13,43.700001
2010-08-16,43.77
2010-08-17,45.150002
2010-08-18,44.849998
2010-08-19,44.849998
2010-08-20,42.75
2010-08-23,42.75
2010-08-24,41.57
2010-08-25,40.959998999999996
2010-08-26,42.32
2010-08-27,41.950001
2010-08-30,41.880001
2010-08-31,41.560001
2010-09-01,43.900002
2010-09-02,44.220001
2010-09-03,44.220001
2010-09-07,44.220001
2010-09-08,44.220001
2010-09-09,45.099998
2010-09-10,45.099998
2010-09-13,46.349998
2010-09-14,46.759997999999996
2010-09-15,46.650002
2010-09-16,46.650002
2010-09-17,47.200001
2010-09-20,48.66
2010-09-21,49.349998
2010-09-22,48.91
2010-09-23,48.349998
2010-09-24,49.849998
2010-09-27,49.849998
2010-09-28,50.0
2010-09-29,51.150002
2010-09-30,51.060001
2010-10-01,53.700001
2010-10-04,52.900002
2010-10-05,55.490002000000004
2010-10-06,55.490002000000004
2010-10-07,55.490002000000004
2010-10-08,55.490002000000004
2010-10-11,58.049999
2010-10-12,57.650002
2010-10-13,59.849998
2010-10-14,59.200001
2010-10-15,59.799999
2010-10-18,59.799999
2010-10-19,59.799999
2010-10-20,59.650002
2010-10-21,60.009997999999996
2010-10-22,61.549999
2010-10-25,64.349998
2010-10-26,62.93
2010-10-27,62.93
2010-10-28,62.93
2010-10-29,64.849998
2010-11-01,64.010002
2010-11-02,64.010002
2010-11-03,65.900002
2010-11-04,67.550003
2010-11-05,66.349998
2010-11-08,66.349998
2010-11-09,67.650002
2010-11-10,64.589996
2010-11-11,64.589996
2010-11-12,62.299999
2010-11-15,62.299999
2010-11-16,61.700001
2010-11-17,61.209998999999996
2010-11-18,61.209998999999996
2010-11-19,65.220001
2010-11-22,65.050003
2010-11-23,62.389998999999996
2010-11-24,62.389998999999996
2010-11-26,62.09
2010-11-29,60.400002
2010-11-30,60.049999
2010-12-01,63.150002
2010-12-02,66.949997
2010-12-03,70.0
2010-12-06,70.0
2010-12-07,72.099998
2010-12-08,72.099998
2010-12-09,68.0
2010-12-10,68.0
2010-12-13,69.199997
2010-12-14,69.18
2010-12-15,69.599998
2010-12-16,68.08000200000001
2010-12-17,66.800003
2010-12-20,67.949997
2010-12-21,68.5
2010-12-22,68.139999
2010-12-23,69.0
2010-12-27,68.650002
2010-12-28,68.610001
2010-12-29,68.610001
2010-12-30,70.800003
2010-12-31,70.800003
2011-01-03,72.650002
2011-01-04,72.940002
2011-01-05,72.940002
2011-01-06,69.699997
2011-01-07,69.699997
2011-01-10,68.800003
2011-01-11,69.949997
2011-01-12,71.150002
2011-01-13,71.58000200000001
2011-01-14,71.129997
2011-01-18,74.470001
2011-01-19,75.150002
2011-01-20,71.620003
2011-01-21,71.449997
2011-01-24,69.010002
2011-01-25,70.050003
2011-01-26,71.800003
2011-01-27,72.349998
2011-01-28,72.349998
