Date,TTM
2009-08-03,11.31
2009-08-04,11.8
2009-08-05,11.61
2009-08-06,11.28
2009-08-07,11.4
2009-08-10,11.12
2009-08-11,11.05
2009-08-12,11.58
2009-08-13,11.95
2009-08-14,11.53
2009-08-17,10.65
2009-08-18,11.0
2009-08-19,10.82
2009-08-20,11.0
2009-08-21,11.06
2009-08-24,11.87
2009-08-25,11.98
2009-08-26,12.1
2009-08-27,12.06
2009-08-28,12.05
2009-08-31,11.59
2009-09-01,11.82
2009-09-02,11.58
2009-09-03,11.71
2009-09-04,11.89
2009-09-08,12.99
2009-09-09,13.0
2009-09-10,13.08
2009-09-11,12.67
2009-09-14,12.66
2009-09-15,12.68
2009-09-16,13.33
2009-09-17,13.31
2009-09-18,12.85
2009-09-21,12.8
2009-09-22,13.23
2009-09-23,13.02
2009-09-24,12.86
2009-09-25,12.77
2009-09-28,12.94
2009-09-29,12.82
2009-09-30,12.96
2009-10-01,12.48
2009-10-02,12.19
2009-10-05,12.56
2009-10-06,12.81
2009-10-07,12.81
2009-10-08,12.89
2009-10-09,12.23
2009-10-12,12.21
2009-10-13,12.01
2009-10-14,12.78
2009-10-15,12.6
2009-10-16,12.22
2009-10-19,12.3
2009-10-20,12.26
2009-10-21,12.02
2009-10-22,11.7
2009-10-23,11.45
2009-10-26,11.96
2009-10-27,11.72
2009-10-28,11.68
2009-10-29,12.16
2009-10-30,11.38
2009-11-02,11.72
2009-11-03,11.98
2009-11-04,12.06
2009-11-05,12.21
2009-11-06,12.15
2009-11-09,12.67
2009-11-10,12.71
2009-11-11,13.13
2009-11-12,13.19
2009-11-13,13.66
2009-11-16,14.0
2009-11-17,13.86
2009-11-18,13.99
2009-11-19,13.62
2009-11-20,13.78
2009-11-23,13.77
2009-11-24,13.82
2009-11-25,13.84
2009-11-27,13.72
2009-11-30,14.32
2009-12-01,15.9
2009-12-02,15.68
2009-12-03,15.46
2009-12-04,15.6
2009-12-07,15.36
2009-12-08,15.27
2009-12-09,15.39
2009-12-10,15.52
2009-12-11,15.44
2009-12-14,15.41
2009-12-15,15.15
2009-12-16,15.52
2009-12-17,15.57
2009-12-18,15.72
2009-12-21,15.73
2009-12-22,15.7
2009-12-23,16.129998999999998
2009-12-24,17.190001000000002
2009-12-28,16.76
2009-12-29,16.91
2009-12-30,16.889999
2009-12-31,16.860001
2010-01-04,18.030001000000002
2010-01-05,17.85
2010-01-06,17.99
2010-01-07,17.57
2010-01-08,17.4
2010-01-11,17.370001000000002
2010-01-12,16.98
2010-01-13,17.4
2010-01-14,17.530001000000002
2010-01-15,17.34
2010-01-19,17.4
2010-01-20,17.049999
2010-01-21,16.58
2010-01-22,16.280001000000002
2010-01-25,16.4
2010-01-26,16.16
2010-01-27,15.28
2010-01-28,15.05
2010-01-29,14.63
2010-02-01,15.65
2010-02-02,15.61
2010-02-03,15.74
2010-02-04,14.41
2010-02-05,14.28
2010-02-08,14.47
2010-02-09,14.81
2010-02-10,14.65
2010-02-11,15.1
2010-02-12,15.17
2010-02-16,15.54
2010-02-17,15.92
2010-02-18,15.66
2010-02-19,15.36
2010-02-22,15.56
2010-02-23,15.15
2010-02-24,15.2
2010-02-25,14.85
2010-02-26,16.18
2010-03-01,16.700001
2010-03-02,17.5
2010-03-03,17.639999
2010-03-04,17.780001000000002
2010-03-05,18.559998999999998
2010-03-08,18.0
2010-03-09,18.459999
2010-03-10,18.59
2010-03-11,18.24
2010-03-12,18.18
2010-03-15,18.16
2010-03-16,18.5
2010-03-17,18.77
2010-03-18,18.26
2010-03-19,18.0
2010-03-22,18.129998999999998
2010-03-23,18.0
2010-03-24,17.65
2010-03-25,17.34
2010-03-26,17.75
2010-03-29,17.73
2010-03-30,18.51
2010-03-31,18.459999
2010-04-01,19.09
2010-04-05,19.35
2010-04-06,18.99
2010-04-07,19.030001000000002
2010-04-08,18.74
2010-04-09,19.34
2010-04-12,19.34
2010-04-13,19.15
2010-04-14,19.65
2010-04-15,19.84
2010-04-16,19.33
2010-04-19,19.389999
2010-04-20,19.459999
2010-04-21,19.860001
2010-04-22,20.030001000000002
2010-04-23,20.35
2010-04-26,20.6
2010-04-27,19.879998999999998
2010-04-28,19.52
2010-04-29,20.0
2010-04-30,20.41
2010-05-03,20.6
2010-05-04,19.57
2010-05-05,19.23
2010-05-06,18.129998999999998
2010-05-07,17.59
2010-05-10,19.700001
2010-05-11,18.73
2010-05-12,19.42
2010-05-13,19.24
2010-05-14,18.51
2010-05-17,17.870001000000002
2010-05-18,17.52
2010-05-19,16.59
2010-05-20,15.93
2010-05-21,16.33
2010-05-24,16.4
2010-05-25,15.65
2010-05-26,15.68
2010-05-27,17.049999
2010-05-28,16.68
2010-06-01,16.5
2010-06-02,17.27
2010-06-03,17.379998999999998
2010-06-04,17.02
2010-06-07,16.219998999999998
2010-06-08,16.49
2010-06-09,16.43
2010-06-10,17.15
2010-06-11,17.23
2010-06-14,17.280001000000002
2010-06-15,17.639999
2010-06-16,18.07
2010-06-17,17.860001
2010-06-18,18.030001000000002
2010-06-21,18.209999
2010-06-22,17.77
2010-06-23,17.870001000000002
2010-06-24,17.68
2010-06-25,17.719998999999998
2010-06-28,17.690001000000002
2010-06-29,16.889999
2010-06-30,17.190001000000002
2010-07-01,17.379998999999998
2010-07-02,17.16
2010-07-06,17.27
2010-07-07,17.299999
2010-07-08,17.559998999999998
2010-07-09,17.65
2010-07-12,17.809998999999998
2010-07-13,18.52
2010-07-14,18.0
2010-07-15,18.15
2010-07-16,18.07
2010-07-19,18.27
2010-07-20,18.280001000000002
2010-07-21,18.08
2010-07-22,18.84
2010-07-23,18.870001000000002
2010-07-26,19.07
2010-07-27,18.969998999999998
2010-07-28,19.24
2010-07-29,19.1
2010-07-30,18.91
2010-08-02,19.4
2010-08-03,19.459999
2010-08-04,19.309998999999998
2010-08-05,19.389999
2010-08-06,19.870001000000002
2010-08-09,20.059998999999998
2010-08-10,20.67
2010-08-11,21.530001000000002
2010-08-12,21.84
2010-08-13,21.549999
2010-08-16,21.940001000000002
2010-08-17,22.73
2010-08-18,22.49
2010-08-19,22.0
2010-08-20,22.68
2010-08-23,22.309998999999998
2010-08-24,22.1
2010-08-25,21.299999
2010-08-26,21.58
2010-08-27,22.08
2010-08-30,21.17
2010-08-31,21.41
2010-09-01,21.9
2010-09-02,22.440001000000002
2010-09-03,22.68
2010-09-07,22.530001000000002
2010-09-08,22.65
2010-09-09,22.639999
2010-09-10,22.75
2010-09-13,22.950001
2010-09-14,23.610001
2010-09-15,23.07
2010-09-16,23.59
2010-09-17,23.299999
2010-09-20,24.08
2010-09-21,24.16
2010-09-22,24.0
2010-09-23,23.940001000000002
2010-09-24,24.27
2010-09-27,24.65
2010-09-28,24.74
2010-09-29,25.52
2010-09-30,25.51
2010-10-01,25.59
2010-10-04,25.610001
2010-10-05,26.25
2010-10-06,26.6
2010-10-07,26.6
2010-10-08,26.690001000000002
2010-10-11,27.23
2010-10-12,27.129998999999998
2010-10-13,27.85
2010-10-14,27.809998999999998
2010-10-15,27.16
2010-10-18,27.92
2010-10-19,27.33
2010-10-20,27.77
2010-10-21,27.65
2010-10-22,27.950001
2010-10-25,28.629998999999998
2010-10-26,28.950001
2010-10-27,28.84
2010-10-28,28.33
2010-10-29,28.120001000000002
2010-11-01,28.34
2010-11-02,28.24
2010-11-03,27.99
2010-11-04,28.969998999999998
2010-11-05,29.780001000000002
2010-11-08,30.51
2010-11-09,30.629998999999998
2010-11-10,34.299999
2010-11-11,31.83
2010-11-12,30.209999
2010-11-15,30.950001
2010-11-16,30.07
2010-11-17,31.690001000000002
2010-11-18,32.740002000000004
2010-11-19,31.83
2010-11-22,33.889998999999996
2010-11-23,32.5
2010-11-24,36.0
2010-11-26,35.27
2010-11-29,34.619999
2010-11-30,32.709998999999996
2010-12-01,31.0
2010-12-02,31.299999
2010-12-03,31.65
2010-12-06,30.620001000000002
2010-12-07,30.129998999999998
2010-12-08,29.67
2010-12-09,27.860001
2010-12-10,28.4
2010-12-13,28.559998999999998
2010-12-14,29.68
2010-12-15,29.66
2010-12-16,29.92
2010-12-17,30.17
2010-12-20,29.780001000000002
2010-12-21,30.68
2010-12-22,30.639999
2010-12-23,30.15
2010-12-27,29.4
2010-12-28,28.59
2010-12-29,28.940001000000002
2010-12-30,29.34
2010-12-31,29.34
2011-01-03,30.059998999999998
2011-01-04,29.26
2011-01-05,29.030001000000002
2011-01-06,28.139999
2011-01-07,27.01
2011-01-10,26.15
2011-01-11,26.67
2011-01-12,27.559998999999998
2011-01-13,27.33
2011-01-14,26.6
2011-01-18,26.49
2011-01-19,26.120001000000002
2011-01-20,26.34
2011-01-21,25.93
2011-01-24,26.389999
2011-01-25,26.23
2011-01-26,26.34
2011-01-27,26.299999
2011-01-28,24.709999
2011-01-31,24.26
2011-02-01,24.49
2011-02-02,24.139999
2011-02-03,25.690001000000002
2011-02-04,24.98
2011-02-07,25.059998999999998
2011-02-08,24.85
2011-02-09,23.93
2011-02-10,24.219998999999998
2011-02-11,26.4
2011-02-14,27.0
2011-02-15,27.07
2011-02-16,26.860001
2011-02-17,27.07
2011-02-18,26.4
2011-02-22,25.17
2011-02-23,24.68
2011-02-24,23.99
2011-02-25,24.360001
2011-02-28,24.620001000000002
2011-03-01,25.6
2011-03-02,25.43
2011-03-03,26.120001000000002
2011-03-04,25.83
2011-03-07,25.07
2011-03-08,26.08
2011-03-09,26.41
2011-03-10,25.940001000000002
2011-03-11,25.74
2011-03-14,25.870001000000002
2011-03-15,25.540001
2011-03-16,25.35
2011-03-17,25.59
2011-03-18,25.02
2011-03-21,25.57
2011-03-22,25.4
2011-03-23,26.0
2011-03-24,26.620001000000002
2011-03-25,26.98
2011-03-28,27.040001
2011-03-29,27.66
2011-03-30,28.16
2011-03-31,27.790001
2011-04-01,27.780001000000002
2011-04-04,28.219998999999998
2011-04-05,28.27
2011-04-06,28.58
2011-04-07,28.469998999999998
2011-04-08,27.889999
2011-04-11,27.16
2011-04-12,27.049999
2011-04-13,28.059998999999998
2011-04-14,28.08
2011-04-15,27.68
2011-04-18,26.889999
2011-04-19,27.290001
2011-04-20,27.99
2011-04-21,28.129998999999998
2011-04-25,28.040001
2011-04-26,28.32
2011-04-27,27.950001
2011-04-28,27.610001
2011-04-29,27.440001000000002
2011-05-02,27.26
2011-05-03,26.200001
2011-05-04,25.790001
2011-05-05,25.370001000000002
2011-05-06,26.26
2011-05-09,26.43
2011-05-10,26.549999
2011-05-11,26.360001
2011-05-12,26.48
2011-05-13,26.59
2011-05-16,26.6
2011-05-17,26.15
2011-05-18,25.950001
2011-05-19,25.92
2011-05-20,25.5
2011-05-23,24.98
2011-05-24,24.870001000000002
2011-05-25,25.1
2011-05-26,24.940001000000002
2011-05-27,24.299999
2011-05-31,24.23
2011-06-01,23.5
2011-06-02,23.129998999999998
2011-06-03,22.809998999999998
2011-06-06,22.530001000000002
2011-06-07,22.77
2011-06-08,22.74
2011-06-09,22.77
2011-06-10,22.42
2011-06-13,22.1
2011-06-14,22.07
2011-06-15,21.74
2011-06-16,21.73
2011-06-17,21.610001
2011-06-20,21.129998999999998
2011-06-21,21.32
2011-06-22,21.1
2011-06-23,21.25
2011-06-24,21.33
2011-06-27,21.610001
2011-06-28,21.98
2011-06-29,22.290001
2011-06-30,22.51
2011-07-01,22.879998999999998
2011-07-05,23.25
2011-07-06,23.360001
2011-07-07,24.049999
2011-07-08,23.700001
2011-07-11,23.35
2011-07-12,22.83
2011-07-13,23.4
2011-07-14,23.440001000000002
2011-07-15,22.66
2011-07-18,22.219998999999998
2011-07-19,22.23
2011-07-20,21.870001000000002
2011-07-21,22.040001
2011-07-22,22.309998999999998
2011-07-25,22.52
2011-07-26,22.02
2011-07-27,21.379998999999998
2011-07-28,21.26
2011-07-29,21.42
2011-08-01,21.5
2011-08-02,20.92
2011-08-03,20.68
2011-08-04,19.370001000000002
2011-08-05,19.17
2011-08-08,17.15
2011-08-09,18.360001
2011-08-10,17.719998999999998
2011-08-11,18.42
2011-08-12,18.209999
2011-08-15,18.26
2011-08-16,17.370001000000002
2011-08-17,17.35
2011-08-18,16.16
2011-08-19,15.59
2011-08-22,15.68
2011-08-23,16.120001000000002
2011-08-24,15.88
2011-08-25,15.46
2011-08-26,15.5
2011-08-29,16.41
2011-08-30,16.389999
2011-08-31,16.629998999999998
2011-09-01,16.549999
2011-09-02,16.030001000000002
2011-09-06,16.32
2011-09-07,17.1
2011-09-08,16.91
2011-09-09,15.35
2011-09-12,15.09
2011-09-13,14.92
2011-09-14,15.11
2011-09-15,16.110001
2011-09-16,16.93
2011-09-19,16.58
2011-09-20,16.809998999999998
2011-09-21,16.26
2011-09-22,14.89
2011-09-23,15.02
2011-09-26,15.15
2011-09-27,15.99
2011-09-28,15.45
2011-09-29,16.129998999999998
2011-09-30,15.38
2011-10-03,15.0
2011-10-04,15.13
2011-10-05,15.72
2011-10-06,15.84
2011-10-07,16.24
2011-10-10,17.709999
2011-10-11,17.52
2011-10-12,18.34
2011-10-13,18.049999
2011-10-14,18.59
2011-10-17,18.43
2011-10-18,18.6
2011-10-19,18.35
2011-10-20,18.09
2011-10-21,18.25
2011-10-24,18.940001000000002
2011-10-25,18.92
2011-10-26,18.950001
2011-10-27,20.139999
2011-10-28,21.34
2011-10-31,20.049999
2011-11-01,19.379998999999998
2011-11-02,19.35
2011-11-03,19.52
2011-11-04,19.290001
2011-11-07,19.219998999999998
2011-11-08,19.5
2011-11-09,18.07
2011-11-10,18.040001
2011-11-11,18.51
2011-11-14,17.76
2011-11-15,17.889999
2011-11-16,17.610001
2011-11-17,16.49
2011-11-18,16.35
2011-11-21,15.41
2011-11-22,15.94
2011-11-23,15.53
2011-11-25,16.040001
2011-11-28,17.040001
2011-11-29,16.73
2011-11-30,17.200001
2011-12-01,17.690001000000002
2011-12-02,18.370001000000002
2011-12-05,18.59
2011-12-06,18.27
2011-12-07,18.299999
2011-12-08,17.57
2011-12-09,18.040001
2011-12-12,16.780001000000002
2011-12-13,16.4
2011-12-14,16.030001000000002
2011-12-15,16.139999
2011-12-16,15.94
2011-12-19,16.16
2011-12-20,16.610001
2011-12-21,16.57
2011-12-22,17.459999
2011-12-23,17.440001000000002
2011-12-27,16.879998999999998
2011-12-28,16.540001
2011-12-29,16.889999
2011-12-30,16.9
2012-01-03,18.110001
2012-01-04,18.790001
2012-01-05,19.1
2012-01-06,19.049999
2012-01-09,19.129998999999998
2012-01-10,19.879998999999998
2012-01-11,19.98
2012-01-12,19.76
2012-01-13,19.82
2012-01-17,20.700001
2012-01-18,21.559998999999998
2012-01-19,22.09
2012-01-20,22.059998999999998
2012-01-23,22.09
2012-01-24,22.360001
2012-01-25,23.26
2012-01-26,23.4
2012-01-27,23.879998999999998
2012-01-30,23.58
2012-01-31,24.08
2012-02-01,25.040001
2012-02-02,24.98
2012-02-03,25.700001
2012-02-06,25.940001000000002
2012-02-07,25.43
2012-02-08,25.389999
2012-02-09,26.25
2012-02-10,25.799999
2012-02-13,26.129998999999998
2012-02-14,27.799999
2012-02-15,28.139999
2012-02-16,27.83
2012-02-17,27.76
2012-02-21,27.559998999999998
2012-02-22,27.67
2012-02-23,27.18
2012-02-24,27.360001
2012-02-27,26.58
2012-02-28,27.709999
2012-02-29,27.299999
2012-03-01,27.75
2012-03-02,27.389999
2012-03-05,27.33
2012-03-06,26.23
2012-03-07,27.049999
2012-03-08,27.459999
2012-03-09,27.99
2012-03-12,27.77
2012-03-13,28.610001
2012-03-14,28.66
2012-03-15,28.870001000000002
2012-03-16,28.780001000000002
2012-03-19,28.4
2012-03-20,27.26
2012-03-21,27.549999
2012-03-22,26.610001
2012-03-23,26.639999
2012-03-26,26.76
2012-03-27,26.6
2012-03-28,26.219998999999998
2012-03-29,26.370001000000002
2012-03-30,26.969998999999998
2012-04-02,27.799999
2012-04-03,27.82
2012-04-04,27.41
2012-04-05,27.67
2012-04-09,27.0
2012-04-10,27.129998999999998
2012-04-11,27.709999
2012-04-12,28.389999
2012-04-13,27.92
2012-04-16,28.85
2012-04-17,29.309998999999998
2012-04-18,29.790001
2012-04-19,30.280001000000002
2012-04-20,29.959999
2012-04-23,29.67
2012-04-24,29.709999
2012-04-25,29.73
2012-04-26,29.84
2012-04-27,29.83
2012-04-30,29.75
2012-05-01,29.879998999999998
2012-05-02,28.66
2012-05-03,28.209999
2012-05-04,27.91
2012-05-07,28.73
2012-05-08,27.85
2012-05-09,27.16
2012-05-10,27.16
2012-05-11,27.549999
2012-05-14,26.790001
2012-05-15,26.190001000000002
2012-05-16,24.379998999999998
2012-05-17,24.120001000000002
2012-05-18,23.43
2012-05-21,24.5
2012-05-22,24.110001
2012-05-23,23.84
2012-05-24,23.82
2012-05-25,23.84
2012-05-29,23.139999
2012-05-30,20.84
2012-05-31,20.790001
2012-06-01,20.110001
2012-06-04,20.18
2012-06-05,20.07
2012-06-06,21.67
2012-06-07,21.530001000000002
2012-06-08,21.67
2012-06-11,20.9
2012-06-12,21.9
2012-06-13,21.16
2012-06-14,20.690001000000002
2012-06-15,21.360001
2012-06-18,21.559998999999998
2012-06-19,21.85
2012-06-20,22.25
2012-06-21,21.24
2012-06-22,21.809998999999998
2012-06-25,21.440001000000002
2012-06-26,21.52
2012-06-27,21.290001
2012-06-28,21.530001000000002
2012-06-29,21.959999
2012-07-02,21.969998999999998
2012-07-03,22.42
2012-07-05,22.209999
2012-07-06,21.639999
2012-07-09,21.879998999999998
2012-07-10,22.08
2012-07-11,21.709999
2012-07-12,21.1
2012-07-13,21.440001000000002
2012-07-16,20.690001000000002
2012-07-17,20.33
2012-07-18,20.41
2012-07-19,20.41
2012-07-20,20.15
2012-07-23,19.32
2012-07-24,19.17
2012-07-25,18.940001000000002
2012-07-26,19.01
2012-07-27,19.940001000000002
2012-07-30,20.23
2012-07-31,20.200001
2012-08-01,20.34
2012-08-02,19.879998999999998
2012-08-03,20.65
2012-08-06,21.200001
2012-08-07,21.959999
2012-08-08,22.129998999999998
2012-08-09,21.34
2012-08-10,21.040001
2012-08-13,20.809998999999998
2012-08-14,20.940001000000002
2012-08-15,20.75
2012-08-16,21.15
2012-08-17,21.639999
2012-08-20,21.74
2012-08-21,22.040001
2012-08-22,21.85
2012-08-23,21.85
2012-08-24,22.01
2012-08-27,21.42
2012-08-28,20.969998999999998
2012-08-29,21.1
2012-08-30,20.99
2012-08-31,21.120001000000002
2012-09-04,20.879998999999998
2012-09-05,20.719998999999998
2012-09-06,21.389999
2012-09-07,22.440001000000002
2012-09-10,22.07
2012-09-11,22.639999
2012-09-12,23.700001
2012-09-13,23.959999
2012-09-14,25.41
2012-09-17,25.0
2012-09-18,24.709999
2012-09-19,24.549999
2012-09-20,24.65
2012-09-21,25.360001
2012-09-24,25.440001000000002
2012-09-25,24.639999
2012-09-26,24.219998999999998
2012-09-27,24.67
2012-09-28,25.68
2012-10-01,26.16
2012-10-02,25.950001
2012-10-03,26.290001
2012-10-04,26.690001000000002
2012-10-05,26.809998999999998
2012-10-08,25.959999
2012-10-09,25.559998999999998
2012-10-10,25.35
2012-10-11,25.77
2012-10-12,25.620001000000002
2012-10-15,25.08
2012-10-16,25.209999
2012-10-17,25.360001
2012-10-18,25.41
2012-10-19,24.66
2012-10-22,24.68
2012-10-23,24.530001000000002
2012-10-24,24.389999
2012-10-25,24.5
2012-10-26,24.129998999999998
2012-10-31,24.15
2012-11-01,25.52
2012-11-02,25.26
2012-11-05,24.809998999999998
2012-11-06,25.02
2012-11-07,24.5
2012-11-08,25.73
2012-11-09,25.549999
2012-11-12,25.469998999999998
2012-11-13,25.09
2012-11-14,24.780001000000002
2012-11-15,24.4
2012-11-16,24.190001000000002
2012-11-19,24.610001
2012-11-20,24.379998999999998
2012-11-21,24.23
2012-11-23,23.879998999999998
2012-11-26,23.99
2012-11-27,23.950001
2012-11-28,24.209999
2012-11-29,25.6
2012-11-30,25.07
2012-12-03,25.08
2012-12-04,25.02
2012-12-05,25.360001
2012-12-06,26.07
2012-12-07,26.34
2012-12-10,26.07
2012-12-11,25.59
2012-12-12,26.469998999999998
2012-12-13,26.190001000000002
2012-12-14,26.43
2012-12-17,27.110001
2012-12-18,27.5
2012-12-19,27.799999
2012-12-20,27.91
2012-12-21,27.469998999999998
2012-12-24,27.809998999999998
2012-12-26,27.68
2012-12-27,27.9
2012-12-28,28.34
2012-12-31,28.719998999999998
2013-01-02,29.74
2013-01-03,29.290001
2013-01-04,28.83
2013-01-07,28.790001
2013-01-08,28.68
2013-01-09,30.459999
2013-01-10,30.66
2013-01-11,30.51
2013-01-14,30.030001000000002
2013-01-15,30.370001000000002
2013-01-16,29.93
2013-01-17,30.719998999999998
2013-01-18,30.74
2013-01-22,29.950001
2013-01-23,26.99
2013-01-24,27.5
2013-01-25,27.84
2013-01-28,28.049999
2013-01-29,28.01
2013-01-30,27.85
2013-01-31,27.629998999999998
2013-02-01,27.860001
2013-02-04,27.370001000000002
2013-02-05,27.4
2013-02-06,27.200001
2013-02-07,27.200001
2013-02-08,27.059998999999998
2013-02-11,27.49
2013-02-12,29.120001000000002
2013-02-13,28.65
2013-02-14,27.25
2013-02-15,27.860001
2013-02-19,28.4
2013-02-20,28.110001
2013-02-21,27.35
2013-02-22,27.57
2013-02-25,27.23
2013-02-26,26.73
2013-02-27,27.5
2013-02-28,27.139999
2013-03-01,26.73
2013-03-04,26.75
2013-03-05,27.780001000000002
2013-03-06,28.24
2013-03-07,28.0
2013-03-08,28.280001000000002
2013-03-11,28.49
2013-03-12,28.42
2013-03-13,27.77
2013-03-14,27.67
2013-03-15,27.360001
2013-03-18,26.91
2013-03-19,26.08
2013-03-20,26.120001000000002
2013-03-21,25.389999
2013-03-22,24.780001000000002
2013-03-25,25.23
2013-03-26,25.290001
2013-03-27,25.200001
2013-03-28,24.41
2013-04-01,23.84
2013-04-02,24.57
2013-04-03,23.73
2013-04-04,23.83
2013-04-05,23.620001000000002
2013-04-08,23.879998999999998
2013-04-09,24.360001
2013-04-10,25.65
2013-04-11,25.379998999999998
2013-04-12,25.219998999999998
2013-04-15,24.01
2013-04-16,25.540001
2013-04-17,24.73
2013-04-18,25.52
2013-04-19,26.01
2013-04-22,26.4
2013-04-23,26.65
2013-04-24,26.530001000000002
2013-04-25,27.15
2013-04-26,27.0
2013-04-29,27.4
2013-04-30,27.540001
2013-05-01,27.07
2013-05-02,27.18
2013-05-03,26.629998999999998
2013-05-06,27.120001000000002
2013-05-07,27.48
2013-05-08,27.870001000000002
2013-05-09,27.549999
2013-05-10,27.950001
2013-05-13,26.85
2013-05-14,27.74
2013-05-15,27.91
2013-05-16,27.530001000000002
2013-05-17,27.870001000000002
2013-05-20,27.73
2013-05-21,26.67
2013-05-22,26.299999
2013-05-23,26.370001000000002
2013-05-24,25.6
2013-05-28,26.85
2013-05-29,28.33
2013-05-30,28.67
2013-05-31,27.43
2013-06-03,27.530001000000002
2013-06-04,27.24
2013-06-05,26.879998999999998
2013-06-06,27.280001000000002
2013-06-07,26.440001000000002
2013-06-10,25.83
2013-06-11,25.030001000000002
2013-06-12,24.969998999999998
2013-06-13,25.1
2013-06-14,25.360001
2013-06-17,25.68
2013-06-18,25.280001000000002
2013-06-19,24.559998999999998
2013-06-20,23.5
2013-06-21,23.73
2013-06-24,23.040001
2013-06-25,23.65
2013-06-26,22.709999
2013-06-27,23.110001
2013-06-28,23.440001000000002
2013-07-01,24.32
2013-07-02,23.66
2013-07-03,23.41
2013-07-05,23.950001
2013-07-08,23.41
2013-07-09,23.77
2013-07-10,23.639999
2013-07-11,24.07
2013-07-12,24.299999
2013-07-15,24.48
2013-07-16,24.5
2013-07-17,24.139999
2013-07-18,24.4
2013-07-19,24.809998999999998
2013-07-22,25.040001
2013-07-23,25.0
2013-07-24,25.01
2013-07-25,25.25
2013-07-26,24.74
2013-07-29,24.84
2013-07-30,23.75
2013-07-31,24.040001
2013-08-01,23.950001
2013-08-02,24.1
2013-08-05,23.870001000000002
2013-08-06,23.309998999999998
2013-08-07,22.620001000000002
2013-08-08,23.67
2013-08-09,23.450001
2013-08-12,23.17
2013-08-13,24.809998999999998
2013-08-14,25.58
2013-08-15,25.360001
2013-08-16,25.120001000000002
2013-08-19,23.4
2013-08-20,23.110001
2013-08-21,22.25
2013-08-22,22.860001
2013-08-23,23.610001
2013-08-26,22.9
2013-08-27,22.309998999999998
2013-08-28,22.299999
2013-08-29,22.83
2013-08-30,22.32
2013-09-03,22.309998999999998
2013-09-04,23.5
2013-09-05,23.889999
2013-09-06,24.42
2013-09-09,25.139999
2013-09-10,26.629998999999998
2013-09-11,26.459999
2013-09-12,25.860001
2013-09-13,26.110001
2013-09-16,26.24
2013-09-17,26.65
2013-09-18,27.459999
2013-09-19,27.67
2013-09-20,26.75
2013-09-23,26.76
2013-09-24,27.15
2013-09-25,27.540001
2013-09-26,27.59
2013-09-27,27.200001
2013-09-30,26.620001000000002
2013-10-01,27.48
2013-10-02,27.299999
2013-10-03,28.01
2013-10-04,28.85
2013-10-07,28.83
2013-10-08,28.360001
2013-10-09,28.790001
2013-10-10,30.43
2013-10-11,32.32
2013-10-14,32.32
2013-10-15,30.91
2013-10-16,31.110001
2013-10-17,30.950001
2013-10-18,31.1
2013-10-21,31.0
2013-10-22,31.219998999999998
2013-10-23,30.459999
2013-10-24,30.65
2013-10-25,30.83
2013-10-28,30.58
2013-10-29,31.0
2013-10-30,31.18
2013-10-31,31.32
2013-11-01,31.33
2013-11-04,31.9
2013-11-05,31.549999
2013-11-06,31.379998999999998
2013-11-07,29.67
2013-11-08,30.77
2013-11-11,29.280001000000002
2013-11-12,28.459999
2013-11-13,29.67
2013-11-14,31.389999
2013-11-15,31.32
2013-11-18,31.48
2013-11-19,30.77
2013-11-20,30.440001000000002
2013-11-21,30.120001000000002
2013-11-22,30.200001
2013-11-25,31.27
2013-11-26,31.799999
2013-11-27,32.720001
2013-11-29,32.470001
2013-12-02,32.23
2013-12-03,31.91
2013-12-04,32.16
2013-12-05,31.57
2013-12-06,32.130001
2013-12-09,32.279999
2013-12-10,31.940001000000002
2013-12-11,29.959999
2013-12-12,29.5
2013-12-13,30.15
2013-12-16,30.4
2013-12-17,30.040001
2013-12-18,30.309998999999998
2013-12-19,30.040001
2013-12-20,30.35
2013-12-23,30.57
2013-12-24,30.49
2013-12-26,30.190001000000002
2013-12-27,30.43
2013-12-30,30.65
2013-12-31,30.799999
2014-01-02,29.57
2014-01-03,29.85
2014-01-06,29.459999
2014-01-07,29.530001000000002
2014-01-08,30.1
2014-01-09,29.959999
2014-01-10,30.33
2014-01-13,30.57
2014-01-14,31.0
2014-01-15,30.879998999999998
2014-01-16,30.07
2014-01-17,30.290001
2014-01-21,30.76
2014-01-22,31.33
2014-01-23,30.469998999999998
2014-01-24,28.84
2014-01-27,27.25
2014-01-28,28.860001
2014-01-29,28.1
2014-01-30,28.360001
2014-01-31,27.85
2014-02-03,26.74
2014-02-04,27.799999
2014-02-05,28.01
2014-02-06,28.82
2014-02-07,28.99
2014-02-10,30.620001000000002
2014-02-11,30.620001000000002
2014-02-12,30.76
2014-02-13,31.040001
2014-02-14,32.27
2014-02-18,31.85
2014-02-19,31.82
2014-02-20,32.299999
2014-02-21,32.82
2014-02-24,32.779999
2014-02-25,32.759997999999996
2014-02-26,33.82
2014-02-27,35.049999
2014-02-28,34.880001
2014-03-03,34.470001
2014-03-04,34.98
2014-03-05,34.630001
2014-03-06,34.689999
2014-03-07,34.009997999999996
2014-03-10,34.080002
2014-03-11,33.59
2014-03-12,33.110001000000004
2014-03-13,32.48
2014-03-14,32.700001
2014-03-17,33.439999
2014-03-18,33.189999
2014-03-19,32.599998
2014-03-20,33.0
2014-03-21,33.099998
2014-03-24,33.16
2014-03-25,33.959998999999996
2014-03-26,34.700001
