Date,HEGIF
2014-03-05,10.65
2014-03-06,10.65
2014-03-07,10.82
2014-03-10,10.82
2014-03-11,10.82
2014-03-12,10.82
2014-03-13,10.55
2014-03-14,10.32
2014-03-17,10.57
2014-03-18,10.57
2014-03-19,10.57
2014-03-20,10.33
2014-03-21,10.58
2014-03-24,10.41
2014-03-25,10.6
2014-03-26,10.08
2014-03-27,9.95
2014-03-28,9.95
2014-03-31,9.95
2014-04-01,10.58
2014-04-02,10.61
2014-04-03,10.61
2014-04-04,10.48
2014-04-07,10.5
2014-04-08,10.5
2014-04-09,10.63
2014-04-10,10.63
2014-04-11,10.63
2014-04-14,10.69
2014-04-15,10.59
2014-04-16,10.95
2014-04-17,10.88
2014-04-21,10.88
2014-04-22,10.78
2014-04-23,10.78
2014-04-24,10.78
2014-04-25,10.78
2014-04-28,10.78
2014-04-29,10.52
2014-04-30,10.52
2014-05-01,10.52
2014-05-02,10.52
2014-05-05,10.52
2014-05-06,10.61
2014-05-07,10.61
2014-05-08,10.61
2014-05-09,9.96
2014-05-12,9.96
2014-05-13,10.66
2014-05-14,10.66
2014-05-15,10.64
2014-05-16,10.64
2014-05-19,10.87
2014-05-20,10.87
2014-05-21,10.87
2014-05-22,10.48
2014-05-23,10.6
2014-05-27,10.48
2014-05-28,10.6
2014-05-29,10.43
2014-05-30,10.43
2014-06-02,10.43
2014-06-03,10.43
2014-06-04,10.43
2014-06-05,10.43
2014-06-06,10.43
2014-06-09,10.45
2014-06-10,10.45
2014-06-11,10.45
2014-06-12,10.54
2014-06-13,10.53
2014-06-16,10.19
2014-06-17,10.19
2014-06-18,10.19
2014-06-19,10.19
2014-06-20,10.19
2014-06-23,10.2
2014-06-24,10.52
2014-06-25,10.52
2014-06-26,10.46
2014-06-27,10.46
2014-06-30,10.46
2014-07-01,10.49
2014-07-02,10.79
2014-07-03,10.79
2014-07-07,10.79
2014-07-08,10.7
2014-07-09,10.46
2014-07-10,10.52
2014-07-11,10.52
2014-07-14,10.8
2014-07-15,10.8
2014-07-16,10.67
2014-07-17,10.91
2014-07-18,10.91
2014-07-21,10.91
2014-07-22,10.85
2014-07-23,10.74
2014-07-24,10.9
2014-07-25,10.85
2014-07-28,10.85
2014-07-29,10.85
2014-07-30,10.85
2014-07-31,10.52
2014-08-01,10.52
2014-08-04,10.52
2014-08-05,10.63
2014-08-06,10.63
2014-08-07,10.64
2014-08-08,10.64
2014-08-11,10.64
2014-08-12,10.69
2014-08-13,10.69
2014-08-14,10.69
2014-08-15,10.69
2014-08-18,10.95
2014-08-19,10.95
2014-08-20,10.95
2014-08-21,10.75
2014-08-22,10.75
2014-08-25,10.64
2014-08-26,10.71
2014-08-27,10.49
2014-08-28,10.48
2014-08-29,10.54
2014-09-02,10.6
2014-09-03,10.8
2014-09-04,10.6
2014-09-05,10.6
2014-09-08,10.6
2014-09-09,10.6
2014-09-10,10.48
2014-09-11,10.48
2014-09-12,10.48
2014-09-15,10.48
2014-09-16,10.48
2014-09-17,10.48
2014-09-18,10.48
2014-09-19,10.29
2014-09-22,10.29
2014-09-23,10.15
2014-09-24,10.1
2014-09-25,10.1
2014-09-26,10.1
2014-09-29,9.74
2014-09-30,9.7
2014-10-01,9.58
2014-10-02,9.64
2014-10-03,9.8
2014-10-06,9.8
2014-10-07,9.8
2014-10-08,9.8
2014-10-09,9.8
2014-10-10,9.72
2014-10-13,10.03
2014-10-14,10.03
2014-10-15,10.03
2014-10-16,10.1
2014-10-17,10.35
2014-10-20,10.16
2014-10-21,10.41
2014-10-22,10.41
2014-10-23,10.41
2014-10-24,10.41
2014-10-27,10.41
2014-10-28,10.41
2014-10-29,10.41
2014-10-30,10.41
2014-10-31,10.41
2014-11-03,10.41
2014-11-04,10.41
2014-11-05,10.41
2014-11-06,10.41
2014-11-07,10.41
2014-11-10,10.41
2014-11-11,10.15
2014-11-12,10.15
2014-11-13,10.15
2014-11-14,10.54
2014-11-17,10.54
2014-11-18,10.69
2014-11-19,10.69
2014-11-20,10.69
2014-11-21,10.69
2014-11-24,10.69
2014-11-25,10.85
2014-11-26,10.95
2014-11-28,10.95
2014-12-01,10.95
2014-12-02,10.95
2014-12-03,10.68
2014-12-04,10.68
2014-12-05,10.43
2014-12-08,10.43
2014-12-09,10.13
2014-12-10,10.13
2014-12-11,10.13
2014-12-12,10.1
2014-12-15,10.07
2014-12-16,10.26
2014-12-17,10.26
2014-12-18,10.44
2014-12-19,10.44
2014-12-22,10.16
2014-12-23,10.16
2014-12-24,10.16
2014-12-26,10.27
2014-12-29,10.27
2014-12-30,10.27
2014-12-31,10.51
2015-01-02,10.51
2015-01-05,10.51
2015-01-06,10.0
2015-01-07,9.87
2015-01-08,10.16
2015-01-09,10.14
2015-01-12,10.18
2015-01-13,10.18
2015-01-14,10.18
2015-01-15,10.18
2015-01-16,10.18
2015-01-20,10.79
2015-01-21,10.75
2015-01-22,10.66
2015-01-23,11.0
2015-01-26,11.0
2015-01-27,11.03
2015-01-28,11.03
2015-01-29,11.29
2015-01-30,11.29
2015-02-02,11.29
2015-02-03,12.13
2015-02-04,11.58
2015-02-05,11.94
2015-02-06,11.94
2015-02-09,11.94
2015-02-10,11.69
2015-02-11,11.32
2015-02-12,11.6
2015-02-13,11.7
2015-02-17,11.71
2015-02-18,11.71
2015-02-19,11.71
2015-02-20,11.71
2015-02-23,11.71
2015-02-24,11.71
2015-02-25,11.71
2015-02-26,11.71
2015-02-27,11.57
2015-03-02,11.55
2015-03-03,11.3
2015-03-04,11.3
2015-03-05,11.3
2015-03-06,11.3
2015-03-09,11.16
2015-03-10,11.16
2015-03-11,10.89
2015-03-12,10.85
2015-03-13,10.85
2015-03-16,10.94
2015-03-17,10.94
2015-03-18,10.94
2015-03-19,10.94
2015-03-20,11.15
2015-03-23,11.15
2015-03-24,11.2
2015-03-25,11.92
2015-03-26,12.0
2015-03-27,12.0
2015-03-30,11.7
2015-03-31,11.87
2015-04-01,11.87
2015-04-02,11.87
2015-04-06,12.15
2015-04-07,12.48
2015-04-08,12.48
2015-04-09,12.48
2015-04-10,12.48
2015-04-13,12.48
2015-04-14,12.48
2015-04-15,12.72
2015-04-16,12.72
2015-04-17,12.72
2015-04-20,12.64
2015-04-21,12.64
2015-04-22,12.64
2015-04-23,12.64
2015-04-24,12.53
2015-04-27,12.45
2015-04-28,12.45
2015-04-29,12.45
2015-04-30,12.54
2015-05-01,12.54
2015-05-04,12.82
2015-05-05,12.82
2015-05-06,12.82
2015-05-07,12.82
2015-05-08,12.82
2015-05-11,12.23
2015-05-12,12.23
2015-05-13,12.23
2015-05-14,12.23
2015-05-15,12.23
2015-05-18,12.23
2015-05-19,12.23
2015-05-20,12.23
2015-05-21,12.23
2015-05-22,12.02
2015-05-26,12.02
2015-05-27,12.02
2015-05-28,12.02
2015-05-29,12.02
2015-06-01,11.51
2015-06-02,11.51
2015-06-03,11.51
2015-06-04,11.51
2015-06-05,11.47
2015-06-08,11.46
2015-06-09,11.46
2015-06-10,11.45
2015-06-11,11.45
2015-06-12,11.84
2015-06-15,11.51
2015-06-16,11.51
2015-06-17,11.51
2015-06-18,11.78
2015-06-19,11.78
2015-06-22,11.78
2015-06-23,12.04
2015-06-24,12.2
2015-06-25,12.2
2015-06-26,11.96
2015-06-29,11.96
2015-06-30,11.96
2015-07-01,11.96
2015-07-02,11.65
2015-07-06,11.19
2015-07-07,10.9
2015-07-08,10.9
2015-07-09,11.0
2015-07-10,11.01
2015-07-13,11.01
2015-07-14,11.48
2015-07-15,11.48
2015-07-16,11.48
2015-07-17,11.48
2015-07-20,11.36
2015-07-21,11.36
2015-07-22,11.39
2015-07-23,11.58
2015-07-24,11.58
2015-07-27,11.58
2015-07-28,11.58
2015-07-29,11.58
2015-07-30,11.58
2015-07-31,11.58
2015-08-03,11.2
2015-08-04,11.16
2015-08-05,11.16
2015-08-06,10.69
2015-08-07,10.88
2015-08-10,10.88
2015-08-11,10.5
2015-08-12,10.5
2015-08-13,10.75
2015-08-14,10.69
2015-08-17,10.5
2015-08-18,10.5
2015-08-19,10.34
2015-08-20,10.04
2015-08-21,10.1
2015-08-24,9.97
2015-08-25,9.96
2015-08-26,9.08
2015-08-27,9.08
2015-08-28,9.08
2015-08-31,9.64
2015-09-01,9.64
2015-09-02,9.49
2015-09-03,9.49
2015-09-04,9.49
2015-09-08,9.49
2015-09-09,10.0
2015-09-10,10.0
2015-09-11,9.82
2015-09-14,9.82
2015-09-15,9.82
2015-09-16,9.82
2015-09-17,9.82
2015-09-18,9.82
2015-09-21,9.55
2015-09-22,9.55
2015-09-23,9.43
2015-09-24,9.24
2015-09-25,9.24
2015-09-28,9.24
2015-09-29,9.22
2015-09-30,9.22
2015-10-01,9.64
2015-10-02,9.64
2015-10-05,9.64
2015-10-06,9.64
2015-10-07,9.64
2015-10-08,9.64
2015-10-09,10.28
2015-10-12,10.28
2015-10-13,10.5
2015-10-14,10.5
2015-10-15,10.67
2015-10-16,10.45
2015-10-19,10.45
2015-10-20,10.45
2015-10-21,10.45
2015-10-22,10.42
2015-10-23,10.42
2015-10-26,10.29
2015-10-27,10.51
2015-10-28,10.51
2015-10-29,10.43
2015-10-30,10.43
2015-11-02,10.72
2015-11-03,11.0
2015-11-04,10.72
2015-11-05,10.72
2015-11-06,10.72
2015-11-09,10.72
2015-11-10,10.15
2015-11-11,10.38
2015-11-12,10.38
2015-11-13,10.38
2015-11-16,10.38
2015-11-17,10.38
2015-11-18,10.38
2015-11-19,10.26
2015-11-20,10.26
2015-11-23,10.26
2015-11-24,10.26
2015-11-25,10.26
2015-11-27,10.26
2015-11-30,10.26
2015-12-01,10.2
2015-12-02,10.2
2015-12-03,10.2
2015-12-04,10.2
2015-12-07,10.09
2015-12-08,9.93
2015-12-09,9.95
2015-12-10,9.95
2015-12-11,9.95
2015-12-14,9.95
2015-12-15,9.67
2015-12-16,9.67
2015-12-17,9.77
2015-12-18,9.52
2015-12-21,9.36
2015-12-22,9.36
2015-12-23,9.36
2015-12-24,9.28
2015-12-28,9.28
2015-12-29,9.28
2015-12-30,9.28
2015-12-31,9.28
2016-01-04,8.96
2016-01-05,8.98
2016-01-06,8.98
2016-01-07,8.98
2016-01-08,8.98
2016-01-11,8.25
2016-01-12,8.25
2016-01-13,8.38
2016-01-14,8.67
2016-01-15,8.15
2016-01-19,8.15
2016-01-20,8.15
2016-01-21,8.35
2016-01-22,8.35
2016-01-25,8.35
2016-01-26,8.35
2016-01-27,8.59
2016-01-28,8.59
2016-01-29,8.82
2016-02-01,8.82
2016-02-02,8.68
2016-02-03,8.65
2016-02-04,8.82
2016-02-05,8.82
2016-02-08,8.51
2016-02-09,8.46
2016-02-10,8.46
2016-02-11,8.46
2016-02-12,8.0
2016-02-16,8.0
2016-02-17,8.0
2016-02-18,8.0
2016-02-19,8.0
2016-02-22,8.0
2016-02-23,8.0
2016-02-24,8.13
2016-02-25,8.16
2016-02-26,8.18
2016-02-29,8.08
2016-03-01,8.06
2016-03-02,8.06
2016-03-03,8.06
2016-03-04,8.06
2016-03-07,8.06
2016-03-08,8.06
2016-03-09,8.06
2016-03-10,7.84
2016-03-11,8.06
2016-03-14,8.06
2016-03-15,8.06
2016-03-16,8.06
2016-03-17,8.06
2016-03-18,8.06
2016-03-21,8.06
2016-03-22,8.06
2016-03-23,8.12
2016-03-24,8.14
2016-03-28,8.19
2016-03-29,8.19
2016-03-30,8.19
2016-03-31,8.19
2016-04-01,8.19
2016-04-04,8.19
2016-04-05,8.19
2016-04-06,8.19
2016-04-07,8.19
2016-04-08,8.19
2016-04-11,8.19
2016-04-12,8.19
2016-04-13,8.19
2016-04-14,8.19
2016-04-15,8.19
2016-04-18,8.19
2016-04-19,9.5
2016-04-20,9.5
2016-04-21,9.36
2016-04-22,9.36
2016-04-25,9.36
2016-04-26,9.36
2016-04-27,9.36
2016-04-28,9.36
2016-04-29,9.36
2016-05-02,9.36
2016-05-03,9.36
2016-05-04,9.36
2016-05-05,8.75
2016-05-06,8.58
2016-05-09,8.58
2016-05-10,8.69
2016-05-11,8.69
2016-05-12,8.51
2016-05-13,8.51
2016-05-16,8.64
2016-05-17,8.64
2016-05-18,8.64
2016-05-19,8.64
2016-05-20,8.64
2016-05-23,8.64
2016-05-24,8.64
2016-05-25,8.61
2016-05-26,8.61
2016-05-27,8.61
2016-05-31,8.61
2016-06-01,8.83
2016-06-02,8.76
2016-06-03,8.76
2016-06-06,8.86
2016-06-07,9.36
2016-06-08,9.36
2016-06-09,9.36
2016-06-10,9.36
2016-06-13,8.38
2016-06-14,8.38
2016-06-15,8.38
2016-06-16,8.78
2016-06-17,8.78
2016-06-20,8.78
2016-06-21,8.78
2016-06-22,8.78
2016-06-23,8.78
2016-06-24,8.78
2016-06-27,8.76
2016-06-28,8.52
2016-06-29,8.52
2016-06-30,8.26
2016-07-01,8.26
2016-07-05,8.26
2016-07-06,8.2
2016-07-07,8.2
2016-07-08,8.2
2016-07-11,8.39
2016-07-12,8.39
2016-07-13,8.39
2016-07-14,8.39
2016-07-15,8.39
2016-07-18,8.58
2016-07-19,8.58
2016-07-20,8.58
2016-07-21,8.22
2016-07-22,8.22
2016-07-25,8.22
2016-07-26,8.22
2016-07-27,8.22
2016-07-28,8.22
2016-07-29,8.22
2016-08-01,8.22
2016-08-02,8.22
2016-08-03,8.22
2016-08-04,8.27
2016-08-05,8.37
2016-08-08,8.49
2016-08-09,8.49
2016-08-10,8.49
2016-08-11,8.49
2016-08-12,8.49
2016-08-15,8.49
2016-08-16,8.49
2016-08-17,8.49
2016-08-18,8.61
2016-08-19,8.61
2016-08-22,8.64
2016-08-23,8.64
2016-08-24,8.56
2016-08-25,8.56
2016-08-26,8.56
2016-08-29,8.5
2016-08-30,8.55
2016-08-31,8.32
2016-09-01,8.32
2016-09-02,8.32
2016-09-06,8.32
2016-09-07,8.32
2016-09-08,8.32
2016-09-09,8.32
2016-09-12,8.66
2016-09-13,8.66
2016-09-14,8.73
2016-09-15,8.73
2016-09-16,8.73
2016-09-19,8.45
2016-09-20,8.68
2016-09-21,8.53
2016-09-22,8.53
2016-09-23,8.53
2016-09-26,8.53
2016-09-27,8.53
2016-09-28,8.53
2016-09-29,8.53
2016-09-30,8.53
2016-10-03,8.53
2016-10-04,8.53
2016-10-05,8.53
2016-10-06,8.53
2016-10-07,8.53
2016-10-10,8.25
2016-10-11,8.25
2016-10-12,8.25
2016-10-13,8.25
2016-10-14,8.25
2016-10-17,8.25
2016-10-18,8.25
2016-10-19,8.17
2016-10-20,8.17
2016-10-21,8.17
2016-10-24,8.17
2016-10-25,8.17
2016-10-26,8.17
2016-10-27,8.17
2016-10-28,8.17
2016-10-31,8.17
2016-11-01,7.89
2016-11-02,7.89
2016-11-03,7.89
2016-11-04,7.79
2016-11-07,7.79
2016-11-08,7.79
2016-11-09,7.79
2016-11-10,7.79
2016-11-11,7.79
2016-11-14,7.47
2016-11-15,7.47
2016-11-16,7.47
2016-11-17,7.47
2016-11-18,7.4
2016-11-21,7.4
2016-11-22,7.4
2016-11-23,7.4
2016-11-25,7.4
2016-11-28,7.4
2016-11-29,8.22
2016-11-30,7.75
2016-12-01,7.9
2016-12-02,7.8
2016-12-05,7.8
2016-12-06,7.8
2016-12-07,7.8
2016-12-08,7.7
2016-12-09,8.01
2016-12-12,7.49
2016-12-13,7.49
2016-12-14,7.52
2016-12-15,7.52
2016-12-16,7.52
2016-12-19,7.52
2016-12-20,7.1
2016-12-21,7.1
2016-12-22,7.1
2016-12-23,7.1
2016-12-27,7.1
2016-12-28,7.06
2016-12-29,7.13
2016-12-30,7.23
2017-01-03,7.25
2017-01-04,7.25
2017-01-05,7.25
2017-01-06,7.45
2017-01-09,7.45
2017-01-10,7.54
2017-01-11,7.54
2017-01-12,7.59
2017-01-13,7.59
2017-01-17,7.69
2017-01-18,7.79
2017-01-19,7.7
2017-01-20,7.7
2017-01-23,7.7
2017-01-24,7.77
2017-01-25,7.77
2017-01-26,8.08
2017-01-27,8.08
2017-01-30,8.08
2017-01-31,8.08
2017-02-01,8.08
2017-02-02,8.25
2017-02-03,7.99
2017-02-06,8.07
2017-02-07,8.08
2017-02-08,8.08
2017-02-09,8.1
2017-02-10,8.14
2017-02-13,8.28
2017-02-14,8.28
2017-02-15,8.28
2017-02-16,7.9
2017-02-17,8.2
2017-02-21,8.34
2017-02-22,8.34
2017-02-23,8.34
2017-02-24,8.34
2017-02-27,8.34
2017-02-28,8.34
2017-03-01,8.3
2017-03-02,8.3
2017-03-03,8.2
2017-03-06,8.19
2017-03-07,8.28
2017-03-08,8.28
2017-03-09,8.28
2017-03-10,8.25
2017-03-13,8.29
2017-03-14,8.28
2017-03-15,8.35
2017-03-16,8.35
2017-03-17,8.35
2017-03-20,8.57
2017-03-21,8.57
2017-03-22,8.57
2017-03-23,8.57
2017-03-24,8.57
2017-03-27,8.57
2017-03-28,8.57
2017-03-29,7.57
2017-03-30,7.57
2017-03-31,7.34
2017-04-03,7.34
2017-04-04,7.34
2017-04-05,7.7
2017-04-06,7.58
2017-04-07,7.52
2017-04-10,7.44
2017-04-11,7.44
2017-04-12,7.44
2017-04-13,7.44
2017-04-17,7.44
2017-04-18,7.45
2017-04-19,7.45
2017-04-20,7.45
2017-04-21,7.45
2017-04-24,7.52
2017-04-25,7.52
2017-04-26,7.41
2017-04-27,7.41
2017-04-28,7.41
2017-05-01,7.41
2017-05-02,7.41
2017-05-03,7.5
2017-05-04,7.5
2017-05-05,7.5
2017-05-08,7.5
2017-05-09,7.5
2017-05-10,7.5
2017-05-11,7.5
2017-05-12,7.33
2017-05-15,7.33
2017-05-16,7.08
2017-05-17,7.08
2017-05-18,7.08
2017-05-19,7.08
2017-05-22,7.08
2017-05-23,7.1
2017-05-24,7.1
2017-05-25,7.1
2017-05-26,7.1
2017-05-30,7.1
2017-05-31,7.07
2017-06-01,6.96
2017-06-02,6.96
2017-06-05,6.96
2017-06-06,6.96
2017-06-07,7.06
2017-06-08,6.99
2017-06-09,7.0
2017-06-12,6.99
2017-06-13,6.82
2017-06-14,6.82
2017-06-15,6.82
2017-06-16,6.82
2017-06-19,7.36
2017-06-20,7.45
2017-06-21,7.45
2017-06-22,7.45
2017-06-23,7.45
2017-06-26,7.45
2017-06-27,7.45
2017-06-28,7.45
2017-06-29,7.45
2017-06-30,7.45
2017-07-03,7.45
2017-07-05,7.45
2017-07-06,7.59
2017-07-07,7.59
2017-07-10,7.49
2017-07-11,7.49
2017-07-12,7.52
2017-07-13,7.52
2017-07-14,7.52
2017-07-17,7.52
2017-07-18,7.52
2017-07-19,7.52
2017-07-20,7.52
2017-07-21,7.52
2017-07-24,7.52
2017-07-25,7.52
2017-07-26,7.52
2017-07-27,7.52
2017-07-28,7.52
2017-07-31,7.56
2017-08-01,7.56
2017-08-02,7.56
2017-08-03,7.56
2017-08-04,7.56
2017-08-07,7.56
2017-08-08,7.56
2017-08-09,7.56
2017-08-10,7.56
2017-08-11,7.8
2017-08-14,7.8
2017-08-15,7.8
2017-08-16,7.8
2017-08-17,7.8
2017-08-18,7.93
2017-08-21,7.93
2017-08-22,7.93
2017-08-23,8.15
2017-08-24,8.56
2017-08-25,8.26
2017-08-28,8.55
2017-08-29,8.55
2017-08-30,8.29
2017-08-31,8.29
2017-09-01,8.71
2017-09-05,8.71
2017-09-06,8.71
2017-09-07,8.71
2017-09-08,8.78
2017-09-11,8.78
2017-09-12,8.78
2017-09-13,8.78
2017-09-14,8.78
2017-09-15,8.78
2017-09-18,8.78
2017-09-19,8.75
2017-09-20,8.75
2017-09-21,8.75
2017-09-22,8.76
2017-09-25,8.76
2017-09-26,8.76
2017-09-27,8.76
2017-09-28,8.76
2017-09-29,8.76
2017-10-02,8.76
2017-10-03,8.76
2017-10-04,8.76
2017-10-05,9.35
2017-10-06,9.35
2017-10-09,10.14
2017-10-10,10.14
2017-10-11,10.14
2017-10-12,10.14
2017-10-13,10.14
2017-10-16,10.14
2017-10-17,10.14
2017-10-18,10.14
2017-10-19,10.14
2017-10-20,9.6
2017-10-23,9.6
2017-10-24,9.6
2017-10-25,9.66
2017-10-26,9.66
2017-10-27,9.66
2017-10-30,9.66
2017-10-31,9.66
2017-11-01,9.66
2017-11-02,9.66
2017-11-03,9.66
2017-11-06,9.66
2017-11-07,9.66
2017-11-08,9.66
2017-11-09,9.66
2017-11-10,9.66
2017-11-13,9.8
2017-11-14,9.8
2017-11-15,9.8
2017-11-16,9.8
2017-11-17,9.8
2017-11-20,9.8
2017-11-21,9.8
2017-11-22,9.8
2017-11-24,9.8
2017-11-27,9.8
2017-11-28,9.8
2017-11-29,9.8
2017-11-30,9.71
2017-12-01,9.71
2017-12-04,9.71
2017-12-05,9.71
2017-12-06,9.71
2017-12-07,9.71
2017-12-08,9.71
2017-12-11,9.71
2017-12-12,9.71
2017-12-13,9.71
2017-12-14,9.71
2017-12-15,9.71
2017-12-18,9.71
2017-12-19,9.71
2017-12-20,9.71
2017-12-21,9.71
2017-12-22,9.71
2017-12-26,9.71
2017-12-27,9.71
2017-12-28,9.71
2017-12-29,9.71
2018-01-02,11.03
2018-01-03,11.03
2018-01-04,11.19
2018-01-05,11.19
2018-01-08,11.19
2018-01-09,11.19
2018-01-10,11.19
2018-01-11,11.19
2018-01-12,11.19
2018-01-16,11.19
2018-01-17,11.19
2018-01-18,11.19
2018-01-19,11.19
2018-01-22,10.18
2018-01-23,10.18
2018-01-24,10.18
2018-01-25,10.18
2018-01-26,10.18
2018-01-29,10.18
2018-01-30,9.56
2018-01-31,9.56
2018-02-01,9.6
2018-02-02,9.6
2018-02-05,9.6
2018-02-06,9.25
2018-02-07,9.25
2018-02-08,9.25
2018-02-09,9.25
2018-02-12,9.25
2018-02-13,9.25
2018-02-14,9.25
2018-02-15,9.25
2018-02-16,9.25
2018-02-20,9.25
2018-02-21,9.25
2018-02-22,9.25
2018-02-23,9.25
2018-02-26,9.25
2018-02-27,9.25
2018-02-28,9.25
2018-03-01,9.25
2018-03-02,9.25
2018-03-05,9.25
2018-03-06,9.25
2018-03-07,9.25
2018-03-08,9.25
2018-03-09,9.25
2018-03-12,9.25
2018-03-13,9.25
2018-03-14,9.25
2018-03-15,9.25
2018-03-16,9.25
2018-03-19,9.25
2018-03-20,9.25
2018-03-21,9.25
2018-03-22,9.25
2018-03-23,9.04
2018-03-26,9.32
2018-03-27,9.32
2018-03-28,9.32
2018-03-29,9.32
2018-04-02,9.4
2018-04-03,9.4
2018-04-04,9.4
2018-04-05,9.4
2018-04-06,9.4
2018-04-09,9.4
2018-04-10,10.3
2018-04-11,10.3
2018-04-12,10.3
2018-04-13,10.3
2018-04-16,10.3
2018-04-17,10.3
2018-04-18,10.3
2018-04-19,10.3
2018-04-20,10.3
2018-04-23,10.3
2018-04-24,9.0
2018-04-25,9.0
2018-04-26,9.0
2018-04-27,9.0
2018-04-30,9.0
2018-05-01,9.0
2018-05-02,9.0
2018-05-03,9.0
2018-05-04,9.0
2018-05-07,8.74
2018-05-08,8.74
2018-05-09,8.74
2018-05-10,8.74
2018-05-11,8.75
2018-05-14,8.75
2018-05-15,8.95
2018-05-16,8.95
2018-05-17,8.95
2018-05-18,8.95
2018-05-21,8.95
2018-05-22,8.95
2018-05-23,8.95
2018-05-24,8.95
2018-05-25,9.2
2018-05-29,9.29
2018-05-30,9.29
2018-05-31,9.37
2018-06-01,9.37
2018-06-04,9.59
2018-06-05,9.96
2018-06-06,9.96
2018-06-07,9.96
2018-06-08,9.96
2018-06-11,9.96
2018-06-12,9.96
2018-06-13,9.96
2018-06-14,9.88
2018-06-15,9.88
2018-06-18,9.88
2018-06-19,9.88
2018-06-20,9.57
2018-06-21,9.57
2018-06-22,9.98
2018-06-25,9.98
2018-06-26,9.98
2018-06-27,9.98
2018-06-28,9.98
2018-06-29,9.98
2018-07-02,9.98
2018-07-03,9.98
2018-07-05,9.98
2018-07-06,9.98
2018-07-09,9.98
2018-07-10,9.98
2018-07-11,9.98
2018-07-12,9.15
2018-07-13,9.15
2018-07-16,9.15
2018-07-17,9.15
2018-07-18,9.11
2018-07-19,9.11
2018-07-20,9.11
2018-07-23,9.11
2018-07-24,9.11
2018-07-25,9.11
2018-07-26,9.11
2018-07-27,9.11
2018-07-30,9.11
2018-07-31,9.11
2018-08-01,9.11
2018-08-02,9.11
2018-08-03,9.11
2018-08-06,9.11
2018-08-07,9.11
2018-08-08,9.11
2018-08-09,9.11
2018-08-10,9.11
2018-08-13,9.11
2018-08-14,9.11
2018-08-15,8.3
2018-08-16,8.3
2018-08-17,8.4
2018-08-20,8.4
2018-08-21,8.4
2018-08-22,8.5
2018-08-23,8.5
2018-08-24,8.5
2018-08-27,8.5
2018-08-28,8.83
2018-08-29,8.67
2018-08-30,8.67
2018-08-31,8.67
2018-09-04,8.67
2018-09-05,8.67
2018-09-06,8.67
2018-09-07,8.67
2018-09-10,8.67
2018-09-11,8.67
2018-09-12,8.67
2018-09-13,8.67
2018-09-14,8.67
2018-09-17,8.67
2018-09-18,8.67
2018-09-19,8.67
2018-09-20,8.67
2018-09-21,8.67
2018-09-24,8.67
2018-09-25,8.67
2018-09-26,8.67
2018-09-27,8.67
2018-09-28,8.67
2018-10-01,8.67
2018-10-02,8.67
2018-10-03,8.67
2018-10-04,8.67
2018-10-05,8.67
2018-10-08,8.74
2018-10-09,8.74
2018-10-10,8.74
2018-10-11,8.74
2018-10-12,8.74
2018-10-15,8.74
2018-10-16,8.74
2018-10-17,8.74
2018-10-18,8.74
2018-10-19,8.74
2018-10-22,8.74
2018-10-23,8.74
2018-10-24,8.74
2018-10-25,8.74
2018-10-26,8.74
2018-10-29,8.74
2018-10-30,7.95
2018-10-31,7.95
2018-11-01,7.95
2018-11-02,7.95
2018-11-05,7.83
2018-11-06,7.83
2018-11-07,7.83
2018-11-08,7.83
2018-11-09,7.84
2018-11-12,7.84
2018-11-13,8.1
2018-11-14,8.1
2018-11-15,8.1
2018-11-16,8.1
2018-11-19,7.93
2018-11-20,7.93
2018-11-21,7.93
2018-11-23,7.93
2018-11-26,7.93
2018-11-27,7.93
2018-11-28,7.93
2018-11-29,7.93
2018-11-30,7.93
2018-12-03,8.25
2018-12-04,8.25
2018-12-06,8.25
2018-12-07,7.81
2018-12-10,7.75
2018-12-11,7.75
2018-12-12,7.75
2018-12-13,7.75
2018-12-14,7.0
2018-12-17,7.0
2018-12-18,7.0
2018-12-19,7.0
2018-12-20,7.0
2018-12-21,7.0
2018-12-24,7.0
2018-12-26,7.0
2018-12-27,7.0
2018-12-28,7.0
2018-12-31,7.0
2019-01-02,7.0
2019-01-03,7.0
2019-01-04,7.32
2019-01-07,7.32
2019-01-08,7.32
2019-01-09,7.31
2019-01-10,7.22
2019-01-11,7.22
2019-01-14,7.22
2019-01-15,7.22
2019-01-16,7.27
2019-01-17,7.27
2019-01-18,7.27
2019-01-22,7.27
2019-01-23,7.27
2019-01-24,7.27
2019-01-25,7.27
2019-01-28,7.27
2019-01-29,7.27
2019-01-30,7.27
2019-01-31,7.27
2019-02-01,7.27
2019-02-04,7.27
2019-02-05,7.27
2019-02-06,7.27
2019-02-07,7.27
2019-02-08,7.27
2019-02-11,7.27
2019-02-12,7.27
2019-02-13,7.27
2019-02-14,7.27
2019-02-15,7.27
2019-02-19,7.27
2019-02-20,7.27
2019-02-21,7.27
2019-02-22,7.27
2019-02-25,7.27
2019-02-26,7.27
2019-02-27,7.27
2019-02-28,8.07
2019-03-01,8.07
2019-03-04,8.07
2019-03-05,8.07
2019-03-06,8.07
2019-03-07,8.07
2019-03-08,7.83
2019-03-11,7.83
2019-03-12,7.83
2019-03-13,7.83
2019-03-14,7.83
2019-03-15,7.83
2019-03-18,7.83
2019-03-19,7.83
2019-03-20,8.35
2019-03-21,8.41
