Date,SHPG
2013-03-19,91.980003
2013-03-20,92.089996
2013-03-21,90.730003
2013-03-22,90.699997
2013-03-25,90.610001
2013-03-26,90.0
2013-03-27,89.83000200000001
2013-03-28,91.360001
2013-04-01,91.029999
2013-04-02,89.977997
2013-04-03,89.139999
2013-04-04,90.07
2013-04-05,89.129997
2013-04-08,89.690002
2013-04-09,89.809998
2013-04-10,89.82
2013-04-11,90.66999799999999
2013-04-12,91.760002
2013-04-15,88.68
2013-04-16,89.760002
2013-04-17,88.480003
2013-04-18,90.139999
2013-04-19,90.529999
2013-04-22,91.41999799999999
2013-04-23,91.970001
2013-04-24,91.5
2013-04-25,93.089996
2013-04-26,92.32
2013-04-29,94.300003
2013-04-30,93.639999
2013-05-01,93.360001
2013-05-02,87.75
2013-05-03,87.160004
2013-05-06,86.730003
2013-05-07,86.589996
2013-05-08,88.739998
2013-05-09,93.25
2013-05-10,93.07
2013-05-13,93.620003
2013-05-14,93.839996
2013-05-15,93.199997
2013-05-16,93.559998
2013-05-17,93.43
2013-05-20,95.279999
2013-05-21,96.940002
2013-05-22,97.040001
2013-05-23,96.739998
2013-05-24,99.489998
2013-05-28,99.849998
2013-05-29,98.949997
2013-05-30,98.769997
2013-05-31,98.470001
2013-06-03,98.91999799999999
2013-06-04,98.720001
2013-06-05,97.709999
2013-06-06,97.91999799999999
2013-06-07,97.699997
2013-06-10,98.290001
2013-06-11,97.970001
2013-06-12,97.379997
2013-06-13,98.529999
2013-06-14,98.099998
2013-06-17,98.339996
2013-06-18,98.309998
2013-06-19,96.709999
2013-06-20,93.66999799999999
2013-06-21,94.75
2013-06-24,93.610001
2013-06-25,93.709999
2013-06-26,95.16999799999999
2013-06-27,95.860001
2013-06-28,95.110001
2013-07-01,94.970001
2013-07-02,95.779999
2013-07-03,96.129997
2013-07-05,97.050003
2013-07-08,96.690002
2013-07-09,97.989998
2013-07-10,99.309998
2013-07-11,100.879997
2013-07-12,102.43
2013-07-15,102.230003
2013-07-16,101.230003
2013-07-17,101.980003
2013-07-18,102.540001
2013-07-19,102.879997
2013-07-22,103.260002
2013-07-23,102.489998
2013-07-24,102.519997
2013-07-25,109.050003
2013-07-26,108.589996
2013-07-29,109.949997
2013-07-30,110.5
2013-07-31,109.349998
2013-08-01,110.989998
2013-08-02,111.769997
2013-08-05,110.449997
2013-08-06,110.08000200000001
2013-08-07,110.290001
2013-08-08,111.029999
2013-08-09,111.239998
2013-08-12,110.129997
2013-08-13,110.739998
2013-08-14,111.220001
2013-08-15,110.690002
2013-08-16,112.849998
2013-08-19,112.529999
2013-08-20,114.110001
2013-08-21,114.019997
2013-08-22,113.989998
2013-08-23,113.589996
2013-08-26,113.010002
2013-08-27,111.16999799999999
2013-08-28,110.779999
2013-08-29,111.760002
2013-08-30,110.220001
2013-09-03,111.879997
2013-09-04,112.839996
2013-09-05,114.540001
2013-09-06,114.389999
2013-09-09,115.83000200000001
2013-09-10,116.949997
2013-09-11,117.58000200000001
2013-09-12,117.889999
2013-09-13,119.269997
2013-09-16,121.010002
2013-09-17,121.75
2013-09-18,122.449997
2013-09-19,122.800003
2013-09-20,123.529999
2013-09-23,119.559998
2013-09-24,119.690002
2013-09-25,118.620003
2013-09-26,119.050003
2013-09-27,118.870003
2013-09-30,119.889999
2013-10-01,122.440002
2013-10-02,119.849998
2013-10-03,118.379997
2013-10-04,118.33000200000001
2013-10-07,117.730003
2013-10-08,116.139999
2013-10-09,113.870003
2013-10-10,114.68
2013-10-11,117.260002
2013-10-14,118.550003
2013-10-15,118.550003
2013-10-16,120.230003
2013-10-17,122.010002
2013-10-18,122.489998
2013-10-21,121.16999799999999
2013-10-22,122.019997
2013-10-23,122.410004
2013-10-24,136.740005
2013-10-25,135.899994
2013-10-28,136.5
2013-10-29,133.449997
2013-10-30,132.91000400000001
2013-10-31,133.100006
2013-11-01,134.03999299999998
2013-11-04,134.979996
2013-11-05,137.977997
2013-11-06,136.449997
2013-11-07,133.404007
2013-11-08,134.399994
2013-11-11,135.330002
2013-11-12,134.929993
2013-11-13,133.970001
2013-11-14,137.550003
2013-11-15,136.380005
2013-11-18,135.011993
2013-11-19,135.080002
2013-11-20,135.050003
2013-11-21,138.169998
2013-11-22,138.600006
2013-11-25,137.78999299999998
2013-11-26,136.360001
2013-11-27,135.929993
2013-11-29,135.809998
2013-12-02,132.5
2013-12-03,131.990005
2013-12-04,132.020004
2013-12-05,133.119995
2013-12-06,134.21000700000002
2013-12-09,134.990005
2013-12-10,134.309998
2013-12-11,133.009995
2013-12-12,132.25
2013-12-13,133.08999599999999
2013-12-16,136.830002
2013-12-17,136.550003
2013-12-18,138.330002
2013-12-19,137.029999
2013-12-20,137.71000700000002
2013-12-23,138.429993
2013-12-24,139.110001
2013-12-26,139.330002
2013-12-27,140.869995
2013-12-30,140.66000400000001
2013-12-31,141.28999299999998
2014-01-02,139.179993
2014-01-03,139.320007
2014-01-06,140.679993
2014-01-07,141.78999299999998
2014-01-08,142.429993
2014-01-09,143.58999599999999
2014-01-10,144.71000700000002
2014-01-13,141.83999599999999
2014-01-14,147.130005
2014-01-15,146.619995
2014-01-16,146.449997
2014-01-17,148.479996
2014-01-21,148.46000700000002
2014-01-22,149.949997
2014-01-23,149.96000700000002
2014-01-24,145.740005
2014-01-27,146.360001
2014-01-28,151.020004
2014-01-29,148.199997
2014-01-30,150.479996
2014-01-31,149.619995
2014-02-03,146.139999
2014-02-04,147.809998
2014-02-05,151.220001
2014-02-06,153.75
2014-02-07,154.220001
2014-02-10,155.639999
2014-02-11,155.740005
2014-02-12,156.080002
2014-02-13,157.729996
2014-02-14,162.96000700000002
2014-02-18,165.119995
2014-02-19,165.779999
2014-02-20,166.470001
2014-02-21,168.059998
2014-02-24,169.03999299999998
2014-02-25,169.550003
2014-02-26,169.309998
2014-02-27,171.149994
2014-02-28,165.149994
2014-03-03,165.679993
2014-03-04,171.770004
2014-03-05,168.190002
2014-03-06,162.800003
2014-03-07,164.059998
2014-03-10,163.41000400000001
2014-03-11,163.070007
2014-03-12,159.440002
2014-03-13,154.83999599999999
2014-03-14,153.899994
2014-03-17,155.66000400000001
2014-03-18,155.729996
2014-03-19,155.25
2014-03-20,153.490005
2014-03-21,149.990005
2014-03-24,147.58999599999999
2014-03-25,148.83999599999999
2014-03-26,150.889999
2014-03-27,151.300003
2014-03-28,148.220001
2014-03-31,148.529999
2014-04-01,148.029999
2014-04-02,148.820007
2014-04-03,147.520004
2014-04-04,144.220001
2014-04-07,143.809998
2014-04-08,144.899994
2014-04-09,147.369995
2014-04-10,146.020004
2014-04-11,142.830002
2014-04-14,142.83999599999999
2014-04-15,144.399994
2014-04-16,146.779999
2014-04-17,147.360001
2014-04-21,151.350006
2014-04-22,159.91000400000001
2014-04-23,164.199997
2014-04-24,165.399994
2014-04-25,162.449997
2014-04-28,172.330002
2014-04-29,169.130005
2014-04-30,171.75
2014-05-01,175.869995
2014-05-02,174.46000700000002
2014-05-05,174.479996
2014-05-06,170.21000700000002
2014-05-07,170.139999
2014-05-08,169.820007
2014-05-09,168.149994
2014-05-12,166.970001
2014-05-13,169.270004
2014-05-14,168.449997
2014-05-15,166.490005
2014-05-16,166.0
2014-05-19,169.429993
2014-05-20,168.100006
2014-05-21,169.949997
2014-05-22,169.96000700000002
2014-05-23,170.729996
2014-05-27,173.919998
2014-05-28,172.699997
2014-05-29,173.850006
2014-05-30,173.389999
2014-06-02,175.520004
2014-06-03,175.600006
2014-06-04,177.179993
2014-06-05,178.41000400000001
2014-06-06,179.899994
2014-06-09,180.330002
2014-06-10,181.369995
2014-06-11,181.020004
2014-06-12,179.440002
2014-06-13,179.300003
2014-06-16,191.110001
2014-06-17,186.860001
2014-06-18,194.240005
2014-06-19,191.71000700000002
2014-06-20,222.88999900000002
2014-06-23,227.399994
2014-06-24,223.270004
2014-06-25,231.13999900000002
2014-06-26,234.289993
2014-06-27,234.979996
2014-06-30,235.49000499999997
2014-07-01,235.414993
2014-07-02,237.229996
2014-07-03,237.350006
2014-07-07,237.47000099999997
2014-07-08,232.919998
2014-07-09,235.080002
2014-07-10,238.61000099999998
2014-07-11,249.059998
2014-07-14,254.270004
2014-07-15,249.55000299999998
2014-07-16,249.270004
2014-07-17,253.440002
2014-07-18,257.059998
2014-07-21,252.80000299999998
2014-07-22,253.960007
2014-07-23,255.02999900000003
2014-07-24,252.940002
2014-07-25,252.669998
2014-07-28,251.809998
2014-07-29,250.80000299999998
2014-07-30,251.24000499999997
2014-07-31,246.5
2014-08-01,247.940002
2014-08-04,249.479996
2014-08-05,245.74000499999997
2014-08-06,236.899994
2014-08-07,231.979996
2014-08-08,235.399994
2014-08-11,236.919998
2014-08-12,239.24000499999997
2014-08-13,241.97000099999997
2014-08-14,242.63999900000002
2014-08-15,242.61000099999998
2014-08-18,244.82000699999998
2014-08-19,245.44999700000002
2014-08-20,245.309998
2014-08-21,244.440002
2014-08-22,244.52999900000003
2014-08-25,243.94999700000002
2014-08-26,244.5
2014-08-27,243.169998
2014-08-28,244.86000099999998
2014-08-29,244.350006
2014-09-02,243.600006
2014-09-03,246.669998
2014-09-04,246.460007
2014-09-05,248.100006
2014-09-08,248.69999700000002
2014-09-09,252.080002
2014-09-10,253.00999500000003
2014-09-11,257.160004
2014-09-12,257.660004
2014-09-15,256.670013
2014-09-16,258.910004
2014-09-17,260.48999
2014-09-18,260.5
2014-09-19,258.170013
2014-09-22,256.299988
2014-09-23,250.74000499999997
2014-09-24,256.089996
2014-09-25,254.61999500000002
2014-09-26,262.640015
2014-09-29,260.670013
2014-09-30,259.049988
2014-10-01,258.450012
2014-10-02,255.059998
2014-10-03,262.709991
2014-10-06,259.049988
2014-10-07,255.190002
2014-10-08,260.52999900000003
2014-10-09,256.0
2014-10-10,250.520004
2014-10-13,245.979996
2014-10-14,244.57000699999998
2014-10-15,170.490005
2014-10-16,178.46000700000002
2014-10-17,179.154999
2014-10-20,184.58999599999999
2014-10-21,185.800003
2014-10-22,184.78999299999998
2014-10-23,184.979996
2014-10-24,194.490005
2014-10-27,195.869995
2014-10-28,197.800003
2014-10-29,196.449997
2014-10-30,199.419998
2014-10-31,199.800003
2014-11-03,196.490005
2014-11-04,195.619995
2014-11-05,198.610001
2014-11-06,199.949997
2014-11-07,198.580002
2014-11-10,200.979996
2014-11-11,202.21000700000002
2014-11-12,200.509995
2014-11-13,202.419998
2014-11-14,202.619995
2014-11-17,205.990005
2014-11-18,210.0
2014-11-19,207.580002
2014-11-20,211.229996
2014-11-21,210.08999599999999
2014-11-24,212.61999500000002
2014-11-25,212.419998
2014-11-26,214.86000099999998
2014-11-28,213.600006
2014-12-01,213.0
2014-12-02,213.0
2014-12-03,214.75
2014-12-04,216.00999500000003
2014-12-05,215.07000699999998
2014-12-08,213.80000299999998
2014-12-09,206.279999
2014-12-10,207.729996
2014-12-11,214.11000099999998
2014-12-12,213.69999700000002
2014-12-15,208.479996
2014-12-16,208.759995
2014-12-17,215.25
2014-12-18,220.88000499999998
2014-12-19,216.729996
2014-12-22,218.50999500000003
2014-12-23,209.220001
2014-12-24,209.28999299999998
2014-12-26,212.88000499999998
2014-12-29,210.58999599999999
2014-12-30,209.82000699999998
2014-12-31,212.539993
2015-01-02,209.009995
2015-01-05,206.050003
2015-01-06,207.139999
2015-01-07,210.649994
2015-01-08,214.08999599999999
2015-01-09,217.49000499999997
2015-01-12,209.100006
2015-01-13,205.66000400000001
2015-01-14,206.58999599999999
2015-01-15,211.02999900000003
2015-01-16,215.210007
2015-01-20,217.07000699999998
2015-01-21,216.979996
2015-01-22,213.75999500000003
2015-01-23,216.02999900000003
2015-01-26,220.57000699999998
2015-01-27,221.0
2015-01-28,219.44999700000002
2015-01-29,222.169998
2015-01-30,219.25999500000003
2015-02-02,221.99000499999997
2015-02-03,227.41000400000001
2015-02-04,224.080002
2015-02-05,228.419998
2015-02-06,223.67999300000002
2015-02-09,215.770004
2015-02-10,216.229996
2015-02-11,218.17999300000002
2015-02-12,233.710007
2015-02-13,239.82000699999998
2015-02-17,238.30000299999998
2015-02-18,238.350006
2015-02-19,237.63999900000002
2015-02-20,237.289993
2015-02-23,240.52999900000003
2015-02-24,237.61999500000002
2015-02-25,245.100006
2015-02-26,247.83999599999999
2015-02-27,241.91000400000001
2015-03-02,236.419998
2015-03-03,238.899994
2015-03-04,239.63999900000002
2015-03-05,238.059998
2015-03-06,235.75
2015-03-09,238.13999900000002
2015-03-10,237.88000499999998
2015-03-11,237.74000499999997
2015-03-12,243.38999900000002
2015-03-13,244.17999300000002
2015-03-16,245.38999900000002
2015-03-17,243.729996
2015-03-18,250.33999599999999
2015-03-19,250.57000699999998
2015-03-20,253.63999900000002
2015-03-23,247.52999900000003
2015-03-24,244.72000099999997
2015-03-25,239.520004
2015-03-26,238.5
2015-03-27,240.97000099999997
2015-03-30,241.979996
2015-03-31,239.289993
2015-04-01,232.809998
2015-04-02,226.899994
2015-04-06,229.830002
2015-04-07,239.41000400000001
2015-04-08,247.080002
2015-04-09,254.32000699999998
2015-04-10,248.770004
2015-04-13,247.50999500000003
2015-04-14,245.66000400000001
2015-04-15,246.960007
2015-04-16,244.149994
2015-04-17,244.399994
2015-04-20,245.25
2015-04-21,249.88000499999998
2015-04-22,253.580002
2015-04-23,255.36999500000002
2015-04-24,255.11000099999998
2015-04-27,248.94999700000002
2015-04-28,247.649994
2015-04-29,245.25999500000003
2015-04-30,243.50999500000003
2015-05-01,243.899994
2015-05-04,244.02999900000003
2015-05-05,239.190002
2015-05-06,237.0
2015-05-07,239.600006
2015-05-08,245.830002
2015-05-11,244.770004
2015-05-12,244.13999900000002
2015-05-13,243.38000499999998
2015-05-14,250.460007
2015-05-15,254.44999700000002
2015-05-18,254.710007
2015-05-19,253.67999300000002
2015-05-20,255.74000499999997
2015-05-21,258.200012
2015-05-22,260.109985
2015-05-26,256.160004
2015-05-27,258.100006
2015-05-28,259.820007
2015-05-29,260.149994
2015-06-01,257.27999900000003
2015-06-02,254.919998
2015-06-03,254.33999599999999
2015-06-04,251.77999900000003
2015-06-05,251.520004
2015-06-08,244.13000499999998
2015-06-09,242.38999900000002
2015-06-10,246.729996
2015-06-11,247.649994
2015-06-12,245.25999500000003
2015-06-15,243.88000499999998
2015-06-16,245.27999900000003
2015-06-17,245.75999500000003
2015-06-18,249.960007
2015-06-19,247.539993
2015-06-22,251.330002
2015-06-23,253.669998
2015-06-24,251.36999500000002
2015-06-25,252.039993
2015-06-26,249.080002
2015-06-29,241.24000499999997
2015-06-30,241.49000499999997
2015-07-01,243.52999900000003
2015-07-02,246.07000699999998
2015-07-06,244.77999900000003
2015-07-07,242.5
2015-07-08,238.92999300000002
2015-07-09,242.99000499999997
2015-07-10,250.33999599999999
2015-07-13,254.729996
2015-07-14,256.200012
2015-07-15,254.169998
2015-07-16,256.5
2015-07-17,257.649994
2015-07-20,257.799988
2015-07-21,255.229996
2015-07-22,259.459991
2015-07-23,261.23999
2015-07-24,252.57000699999998
2015-07-27,259.109985
2015-07-28,263.25
2015-07-29,263.380005
2015-07-30,262.519989
2015-07-31,266.809998
2015-08-03,268.079987
2015-08-04,253.600006
2015-08-05,253.75
2015-08-06,240.38000499999998
2015-08-07,249.83999599999999
2015-08-10,251.69999700000002
2015-08-11,250.72000099999997
2015-08-12,250.580002
2015-08-13,247.58999599999999
2015-08-14,246.13999900000002
2015-08-17,245.830002
2015-08-18,244.52999900000003
2015-08-19,241.789993
2015-08-20,233.50999500000003
2015-08-21,222.74000499999997
2015-08-24,216.75
2015-08-25,219.460007
2015-08-26,223.809998
2015-08-27,232.960007
2015-08-28,235.960007
2015-08-31,232.0
2015-09-01,221.94999700000002
2015-09-02,226.399994
2015-09-03,222.07000699999998
2015-09-04,222.5
2015-09-08,228.32000699999998
2015-09-09,226.07000699999998
2015-09-10,225.42999300000002
2015-09-11,223.0
2015-09-14,221.350006
2015-09-15,220.94999700000002
2015-09-16,223.25
2015-09-17,223.38999900000002
2015-09-18,218.5
2015-09-21,215.72000099999997
2015-09-22,212.00999500000003
2015-09-23,213.13999900000002
2015-09-24,214.330002
2015-09-25,208.559998
2015-09-28,201.309998
2015-09-29,197.880005
2015-09-30,205.229996
2015-10-01,205.649994
2015-10-02,209.490005
2015-10-05,208.610001
2015-10-06,203.770004
2015-10-07,201.880005
2015-10-08,202.75
2015-10-09,200.899994
2015-10-12,201.669998
2015-10-13,196.860001
2015-10-14,200.5
2015-10-15,206.050003
2015-10-16,209.630005
2015-10-19,214.19999700000002
2015-10-20,209.53999299999998
2015-10-21,206.669998
2015-10-22,204.270004
2015-10-23,213.55000299999998
2015-10-26,211.38000499999998
2015-10-27,228.07000699999998
2015-10-28,231.080002
2015-10-29,226.520004
2015-10-30,227.05000299999998
2015-11-02,224.67999300000002
2015-11-03,218.36000099999998
2015-11-04,218.24000499999997
2015-11-05,215.940002
2015-11-06,216.02999900000003
2015-11-09,213.41000400000001
2015-11-10,215.0
2015-11-11,214.210007
2015-11-12,205.940002
2015-11-13,203.580002
2015-11-16,207.009995
2015-11-17,212.100006
2015-11-18,214.57000699999998
2015-11-19,215.580002
2015-11-20,213.42999300000002
2015-11-23,213.07000699999998
2015-11-24,209.0
2015-11-25,208.25
2015-11-27,210.399994
2015-11-30,208.360001
2015-12-01,211.33999599999999
2015-12-02,210.74000499999997
2015-12-03,203.610001
2015-12-04,205.779999
2015-12-07,204.229996
2015-12-08,201.550003
2015-12-09,197.949997
2015-12-10,196.869995
2015-12-11,191.970001
2015-12-14,188.550003
2015-12-15,190.41000400000001
2015-12-16,200.320007
2015-12-17,199.639999
2015-12-18,196.78999299999998
2015-12-21,195.220001
2015-12-22,196.479996
2015-12-23,204.169998
2015-12-24,203.369995
2015-12-28,203.350006
2015-12-29,208.669998
2015-12-30,209.03999299999998
2015-12-31,205.0
2016-01-04,198.320007
2016-01-05,199.350006
2016-01-06,194.899994
2016-01-07,186.729996
2016-01-08,186.0
2016-01-11,169.369995
2016-01-12,180.899994
2016-01-13,179.809998
2016-01-14,180.309998
2016-01-15,177.580002
2016-01-19,179.559998
2016-01-20,177.119995
2016-01-21,174.940002
2016-01-22,182.270004
2016-01-25,180.809998
2016-01-26,175.880005
2016-01-27,170.199997
2016-01-28,167.149994
2016-01-29,168.300003
2016-02-01,169.320007
2016-02-02,167.699997
2016-02-03,162.809998
2016-02-04,163.33999599999999
2016-02-05,157.320007
2016-02-08,150.399994
2016-02-09,151.220001
2016-02-10,153.929993
2016-02-11,151.0
2016-02-12,159.899994
2016-02-16,161.320007
2016-02-17,169.350006
2016-02-18,163.330002
2016-02-19,164.220001
2016-02-22,163.899994
2016-02-23,162.0
2016-02-24,160.490005
2016-02-25,162.770004
2016-02-26,161.0
2016-02-29,156.110001
2016-03-01,160.529999
2016-03-02,163.919998
2016-03-03,160.190002
2016-03-04,160.389999
2016-03-07,162.83999599999999
2016-03-08,158.919998
2016-03-09,159.080002
2016-03-10,162.0
2016-03-11,161.880005
2016-03-14,163.360001
2016-03-15,155.279999
2016-03-16,152.399994
2016-03-17,153.919998
2016-03-18,160.970001
2016-03-21,166.279999
2016-03-22,168.059998
2016-03-23,165.350006
2016-03-24,164.800003
2016-03-28,165.320007
2016-03-29,168.770004
2016-03-30,168.5
2016-03-31,171.899994
2016-04-01,174.809998
2016-04-04,177.509995
2016-04-05,173.470001
2016-04-06,181.020004
2016-04-07,181.220001
2016-04-08,181.229996
2016-04-11,179.91000400000001
2016-04-12,181.529999
2016-04-13,183.279999
2016-04-14,180.509995
2016-04-15,181.699997
2016-04-18,184.259995
2016-04-19,183.929993
2016-04-20,182.399994
2016-04-21,184.419998
2016-04-22,185.149994
2016-04-25,183.679993
2016-04-26,183.559998
2016-04-27,181.509995
2016-04-28,180.96000700000002
2016-04-29,187.419998
2016-05-02,185.139999
2016-05-03,186.380005
2016-05-04,178.46000700000002
2016-05-05,175.899994
2016-05-06,173.800003
2016-05-09,176.399994
2016-05-10,178.809998
2016-05-11,178.029999
2016-05-12,173.809998
2016-05-13,175.71000700000002
2016-05-16,177.080002
2016-05-17,175.809998
2016-05-18,178.759995
2016-05-19,180.66000400000001
2016-05-20,185.699997
2016-05-23,186.16000400000001
2016-05-24,187.820007
2016-05-25,191.779999
2016-05-26,190.25
2016-05-27,186.96000700000002
2016-05-31,186.16000400000001
2016-06-01,191.229996
2016-06-02,190.03999299999998
2016-06-03,192.139999
2016-06-06,190.350006
2016-06-07,192.020004
2016-06-08,188.619995
2016-06-09,183.949997
2016-06-10,177.100006
2016-06-13,173.58999599999999
2016-06-14,171.16000400000001
2016-06-15,170.229996
2016-06-16,171.110001
2016-06-17,168.820007
2016-06-20,175.630005
2016-06-21,174.619995
2016-06-22,175.380005
2016-06-23,180.28999299999998
2016-06-24,166.029999
2016-06-27,164.639999
2016-06-28,171.0
2016-06-29,180.66000400000001
2016-06-30,184.080002
2016-07-01,186.009995
2016-07-05,186.630005
2016-07-06,188.21000700000002
2016-07-07,189.520004
2016-07-08,188.21000700000002
2016-07-11,186.309998
2016-07-12,195.309998
2016-07-13,192.490005
2016-07-14,193.130005
2016-07-15,191.389999
2016-07-18,192.770004
2016-07-19,192.020004
2016-07-20,195.429993
2016-07-21,193.46000700000002
2016-07-22,193.490005
2016-07-25,192.28999299999998
2016-07-26,193.600006
2016-07-27,194.440002
2016-07-28,191.429993
2016-07-29,194.119995
2016-08-01,194.0
2016-08-02,202.240005
2016-08-03,199.169998
2016-08-04,200.58999599999999
2016-08-05,200.869995
2016-08-08,197.309998
2016-08-09,198.899994
2016-08-10,197.119995
2016-08-11,198.740005
2016-08-12,198.929993
2016-08-15,198.889999
2016-08-16,199.330002
2016-08-17,196.690002
2016-08-18,198.600006
2016-08-19,199.820007
2016-08-22,200.630005
2016-08-23,199.440002
2016-08-24,193.850006
2016-08-25,191.669998
2016-08-26,190.679993
2016-08-29,190.399994
2016-08-30,190.220001
2016-08-31,187.179993
2016-09-01,188.5
2016-09-02,192.369995
2016-09-06,194.58999599999999
2016-09-07,193.600006
2016-09-08,191.449997
2016-09-09,185.199997
2016-09-12,192.309998
2016-09-13,191.149994
2016-09-14,193.320007
2016-09-15,196.490005
2016-09-16,200.600006
2016-09-19,203.440002
2016-09-20,206.559998
2016-09-21,204.0
2016-09-22,204.220001
2016-09-23,203.050003
2016-09-26,199.08999599999999
2016-09-27,200.220001
2016-09-28,199.570007
2016-09-29,194.820007
2016-09-30,193.860001
2016-10-03,195.440002
2016-10-04,194.58999599999999
2016-10-05,194.369995
2016-10-06,193.550003
2016-10-07,194.5
2016-10-10,197.699997
2016-10-11,190.309998
2016-10-12,187.830002
2016-10-13,191.050003
2016-10-14,187.699997
2016-10-17,185.78999299999998
2016-10-18,190.699997
2016-10-19,189.119995
2016-10-20,188.28999299999998
2016-10-21,184.399994
2016-10-24,181.28999299999998
2016-10-25,179.690002
2016-10-26,178.949997
2016-10-27,180.139999
2016-10-28,173.600006
2016-10-31,168.639999
2016-11-01,164.520004
2016-11-02,166.639999
2016-11-03,166.380005
2016-11-04,166.33999599999999
2016-11-07,168.66000400000001
2016-11-08,167.71000700000002
2016-11-09,186.990005
2016-11-10,189.83999599999999
2016-11-11,188.58999599999999
2016-11-14,184.96000700000002
2016-11-15,181.03999299999998
2016-11-16,179.119995
