Date,ALLY
2014-01-28,25.967741
2014-01-29,25.967741
2014-01-30,25.645160999999998
2014-01-31,25.645160999999998
2014-02-03,25.645160999999998
2014-02-04,25.870967999999998
2014-02-05,25.838708999999998
2014-02-06,26.129032000000002
2014-02-07,26.129032000000002
2014-02-10,26.129032000000002
2014-02-11,26.129032000000002
2014-02-12,26.129032000000002
2014-02-13,26.129032000000002
2014-02-14,26.129032000000002
2014-02-18,26.129032000000002
2014-02-19,26.129032000000002
2014-02-20,26.129032000000002
2014-02-21,26.129032000000002
2014-02-24,26.129032000000002
2014-02-25,26.129032000000002
2014-02-26,26.129032000000002
2014-02-27,26.129032000000002
2014-02-28,26.129032000000002
2014-03-03,26.129032000000002
2014-03-04,26.129032000000002
2014-03-05,26.129032000000002
2014-03-06,26.129032000000002
2014-03-07,26.129032000000002
2014-03-10,27.338709
2014-03-11,27.338709
2014-03-12,27.338709
2014-03-13,27.338709
2014-03-14,27.338709
2014-03-17,27.338709
2014-03-18,27.338709
2014-03-19,27.338709
2014-03-20,27.338709
2014-03-21,27.338709
2014-03-24,27.338709
2014-03-25,27.338709
2014-03-26,27.338709
2014-03-27,27.338709
2014-03-28,27.903225
2014-03-31,27.903225
2014-04-01,27.903225
2014-04-02,27.903225
2014-04-03,27.903225
2014-04-04,27.903225
2014-04-07,27.903225
2014-04-08,27.903225
2014-04-09,27.903225
2014-04-10,23.98
2014-04-11,24.200001
2014-04-14,24.049999
2014-04-15,23.93
2014-04-16,24.139999
2014-04-17,23.879998999999998
2014-04-21,23.98
2014-04-22,24.040001
2014-04-23,24.280001000000002
2014-04-24,24.379998999999998
2014-04-25,24.389999
2014-04-28,24.030001000000002
2014-04-29,24.0
2014-04-30,24.15
2014-05-01,24.01
2014-05-02,24.049999
2014-05-05,24.15
2014-05-06,24.17
2014-05-07,24.43
2014-05-08,25.209999
2014-05-09,25.190001000000002
2014-05-12,24.98
2014-05-13,24.809998999999998
2014-05-14,24.77
2014-05-15,24.299999
2014-05-16,24.209999
2014-05-19,24.450001
2014-05-20,24.24
2014-05-21,24.299999
2014-05-22,24.24
2014-05-23,24.08
2014-05-27,24.049999
2014-05-28,23.719998999999998
2014-05-29,23.68
2014-05-30,23.559998999999998
2014-06-02,23.52
2014-06-03,23.459999
2014-06-04,23.51
2014-06-05,23.51
2014-06-06,23.6
2014-06-09,24.440001000000002
2014-06-10,24.58
2014-06-11,24.629998999999998
2014-06-12,24.950001
2014-06-13,24.959999
2014-06-16,24.73
2014-06-17,24.68
2014-06-18,24.639999
2014-06-19,24.620001000000002
2014-06-20,24.98
2014-06-23,25.030001000000002
2014-06-24,24.620001000000002
2014-06-25,24.68
2014-06-26,24.690001000000002
2014-06-27,24.190001000000002
2014-06-30,23.91
2014-07-01,23.93
2014-07-02,23.99
2014-07-03,24.030001000000002
2014-07-07,23.85
2014-07-08,23.65
2014-07-09,23.459999
2014-07-10,23.299999
2014-07-11,23.15
2014-07-14,23.4
2014-07-15,23.25
2014-07-16,23.540001
2014-07-17,23.440001000000002
2014-07-18,23.950001
2014-07-21,23.9
2014-07-22,23.870001000000002
2014-07-23,23.91
2014-07-24,23.99
2014-07-25,24.01
2014-07-28,24.02
2014-07-29,23.559998999999998
2014-07-30,23.059998999999998
2014-07-31,22.959999
2014-08-01,22.9
2014-08-04,22.969998999999998
2014-08-05,22.6
2014-08-06,22.860001
2014-08-07,22.82
2014-08-08,22.950001
2014-08-11,22.969998999999998
2014-08-12,22.99
2014-08-13,23.450001
2014-08-14,24.209999
2014-08-15,24.15
2014-08-18,24.459999
2014-08-19,24.639999
2014-08-20,24.6
2014-08-21,24.83
2014-08-22,24.75
2014-08-25,24.719998999999998
2014-08-26,24.879998999999998
2014-08-27,24.950001
2014-08-28,24.85
2014-08-29,24.6
2014-09-02,24.93
2014-09-03,24.85
2014-09-04,24.85
2014-09-05,24.950001
2014-09-08,24.82
2014-09-09,24.709999
2014-09-10,24.42
2014-09-11,24.66
2014-09-12,24.459999
2014-09-15,24.040001
2014-09-16,23.959999
2014-09-17,23.92
2014-09-18,23.65
2014-09-19,23.66
2014-09-22,23.74
2014-09-23,23.4
2014-09-24,23.620001000000002
2014-09-25,23.18
2014-09-26,23.52
2014-09-29,23.43
2014-09-30,23.139999
2014-10-01,22.66
2014-10-02,22.35
2014-10-03,22.75
2014-10-06,22.620001000000002
2014-10-07,21.950001
2014-10-08,22.1
2014-10-09,21.23
2014-10-10,20.870001000000002
2014-10-13,20.120001000000002
2014-10-14,20.209999
2014-10-15,20.559998999999998
2014-10-16,21.049999
2014-10-17,21.610001
2014-10-20,21.530001000000002
2014-10-21,22.120001000000002
2014-10-22,21.51
2014-10-23,21.66
2014-10-24,21.690001000000002
2014-10-27,21.790001
2014-10-28,22.209999
2014-10-29,22.82
2014-10-30,22.799999
2014-10-31,22.700001
2014-11-03,22.299999
2014-11-04,22.139999
2014-11-05,22.43
2014-11-06,22.440001000000002
2014-11-07,22.690001000000002
2014-11-10,22.780001000000002
2014-11-11,22.83
2014-11-12,23.09
2014-11-13,23.200001
2014-11-14,23.459999
2014-11-17,23.469998999999998
2014-11-18,23.610001
2014-11-19,23.4
2014-11-20,23.42
2014-11-21,23.459999
2014-11-24,23.639999
2014-11-25,23.959999
2014-11-26,23.639999
2014-11-28,23.780001000000002
2014-12-01,23.200001
2014-12-02,22.91
2014-12-03,22.700001
2014-12-04,22.84
2014-12-05,23.08
2014-12-08,23.110001
2014-12-09,23.299999
2014-12-10,22.84
2014-12-11,22.639999
2014-12-12,22.190001000000002
2014-12-15,21.629998999999998
2014-12-16,21.639999
2014-12-17,22.16
2014-12-18,22.75
2014-12-19,23.26
2014-12-22,23.620001000000002
2014-12-23,23.889999
2014-12-24,23.870001000000002
2014-12-26,23.99
2014-12-29,23.9
2014-12-30,23.77
2014-12-31,23.620001000000002
2015-01-02,23.65
2015-01-05,23.450001
2015-01-06,23.059998999999998
2015-01-07,23.08
2015-01-08,23.52
2015-01-09,23.879998999999998
2015-01-12,22.57
2015-01-13,21.66
2015-01-14,21.02
2015-01-15,20.360001
2015-01-16,20.4
2015-01-20,20.219998999999998
2015-01-21,20.139999
2015-01-22,20.629998999999998
2015-01-23,20.459999
2015-01-26,20.780001000000002
2015-01-27,20.68
2015-01-28,20.01
2015-01-29,19.58
2015-01-30,18.709999
2015-02-02,19.08
2015-02-03,19.620001000000002
2015-02-04,19.73
2015-02-05,20.01
2015-02-06,19.66
2015-02-09,19.950001
2015-02-10,20.469998999999998
2015-02-11,21.110001
2015-02-12,21.84
2015-02-13,22.049999
2015-02-17,21.83
2015-02-18,21.530001000000002
2015-02-19,21.82
2015-02-20,21.82
2015-02-23,21.290001
2015-02-24,21.219998999999998
2015-02-25,21.26
2015-02-26,20.959999
2015-02-27,20.780001000000002
2015-03-02,20.17
2015-03-03,21.01
2015-03-04,20.870001000000002
2015-03-05,20.879998999999998
2015-03-06,21.08
2015-03-09,21.23
2015-03-10,20.75
2015-03-11,20.83
2015-03-12,21.18
2015-03-13,21.030001000000002
2015-03-16,21.07
2015-03-17,21.059998999999998
2015-03-18,21.15
2015-03-19,21.34
2015-03-20,21.23
2015-03-23,21.200001
2015-03-24,20.98
2015-03-25,20.879998999999998
2015-03-26,20.66
2015-03-27,20.559998999999998
2015-03-30,20.67
2015-03-31,20.98
2015-04-01,20.65
2015-04-02,20.57
2015-04-06,20.5
